municipality,group,variable,month,Mujeres embarazadas con dosis completa de hierro,TOTAL
BELEN DE URMIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,1,1
BELLA FLOR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,6,6
BERMEJO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,80,80
BETANZOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,52,52
BOLIVAR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,10,10
BOLPEBRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,1,1
BOYUIBE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,5,5
BUENA VISTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,25,25
CABEZAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,54,54
CAIROMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,24,24
"CAIZA ""D""",micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,13,13
CAJUATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,15,15
CALACOTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,10,10
CALAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,25,25
CAMARGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,47,47
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,6,6
CAMIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,62,62
CAPINOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,42,42
CAQUIAVIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,15,15
CARACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,63,63
CARANAVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,115,115
CARAPARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,24,24
CARIPUYO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,19,19
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,11,11
CATACORA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,2,2
CHACARILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,2,2
CHALLAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,1,1
CHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,19,19
CHARAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,88,88
CHARAÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,3,3
CHAYANTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,30,30
CHIMORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,57,57
CHOQUE COTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,34,34
CHUMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,20,20
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,13,13
CKOCHAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,14,14
CLIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,27,27
COBIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,125,125
COCAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,54,54
COCHABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,1503,1503
COIPASA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,1,1
COLCAPIRHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,70,70
"COLCHA ""K""",micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,21,21
COLLANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,4,4
COLOMI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,54,54
COLPA BELGICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,8,8
COLQUECHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,61,61
COLQUENCHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,12,12
COLQUIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,12,12
COMANCHE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,3,3
COMARAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,40,40
COMBAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,6,6
CONCEPCION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,86,86
COPACABANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,19,19
CORIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,39,39
CORO CORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,11,11
COROICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,39,39
CORQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,8,8
COTAGAITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,23,23
COTOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,110,110
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,12,12
CUEVO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,2,2
CULPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,30,30
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,7,7
CURVA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,4,4
DESAGUADERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,8,8
EL ALTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,1737,1737
EL CHORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,12,12
EL PUENTE(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,25,25
EL PUENTE(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,20,20
EL TORNO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,131,131
EL VILLAR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,7,7
ENTRE RIOS TRJ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,25,25
ENTRE RIOS CBBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,56,56
ESCARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,1,1
ESCOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,23,23
EUCALIPTUS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,8,8
EXALTACION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,2,2
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,22,22
FILADELFIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,14,14
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,30,30
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,20,20
GUANAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,28,28
GUAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,13,13
GUAYARAMERIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,94,94
GUTIERREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,37,37
HUACARETA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,17,17
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,5,5
HUACHACALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,1,1
HUANUNI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,21,21
HUARACAJE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,9,9
HUARINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,5,5
HUAYLLAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,6,6
HUMANATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,9,9
ICHOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,5,5
ICLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,17,17
INCAHUASI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,28,28
INGAVI (HUMAITA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,12,12
INQUISIVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,20,20
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,24,24
IXIAMAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,28,28
JESUS DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,23,23
LA ASUNTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,120,120
LA GUARDIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,154,154
LA PAZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,1410,1410
LAGUNILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,8,8
LAJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,27,27
LAS CARRERAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,3,3
LICOMA PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,2,2
LLALLAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,96,96
LLICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,6,6
LORETO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,17,17
LURIBAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,16,16
MACHACAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,4,4
MACHARETI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,11,11
MAGDALENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,19,19
MAIRANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,25,25
MALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,11,11
MAPIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,40,40
MECAPACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,18,18
MINEROS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,50,50
MIZQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,38,38
MOCOMOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,18,18
MOJINETE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,2,2
MOJOCOYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,8,8
MONTEAGUDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,56,56
MONTERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,335,335
MORO MORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,7,7
MOROCHATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,32,32
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,8,8
NAZACARA DE PACAJES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,4,4
OCURI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,38,38
OKINAWA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,23,23
OMEREQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,11,11
ORURO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,565,565
PADCAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,27,27
PADILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,34,34
PAILON,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,53,53
PALCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,38,38
PALOS BLANCOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,84,84
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,3,3
PAMPA GRANDE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,22,22
PAPEL PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,4,4
PASORAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,3,3
PATACAMAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,63,63
PAZÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,10,10
PELECHUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,13,13
POCOATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,54,54
POCONA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,31,31
POJO (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,33,33
POOPO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,10,10
PORCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,15,15
POROMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,33,33
PORONGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,21,21
PORTACHUELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,38,38
PORVENIR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,26,26
POSTRER VALLE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,1,1
POTOSI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,570,570
PRESTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,11,11
PUCARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,5,5
PUCARANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,44,44
PUERTO ACOSTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,7,7
PUERTO CARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,18,18
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,15,15
PUERTO PEREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,7,7
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,46,46
PUERTO RICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,32,32
PUERTO SUAREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,17,17
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,109,109
PUNA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,34,34
PUNATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,46,46
QUIABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,9,9
QUILLACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,242,242
QUIME,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,7,7
QUIRUSILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,3,3
RAVELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,19,19
REYES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,45,45
RIBERALTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,355,355
ROBORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,46,46
RURRENABAQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,50,50
SABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,3,3
SACABA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,295,295
SACABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,10,10
SACACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,33,33
SAIPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,9,9
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,9,9
SAMAIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,22,22
SAN AGUSTIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,5,5
SAN ANDRES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,26,26
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,9,9
SAN BENITO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,15,15
SAN BORJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,135,135
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,42,42
SAN CARLOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,36,36
SAN IGNACIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,49,49
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,115,115
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,6,6
SAN JAVIER(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,17,17
SAN JOAQUIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,14,14
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,44,44
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,21,21
SAN JULIAN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,150,150
SAN LORENZO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,39,39
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,15,15
SAN LUCAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,88,88
SAN MATIAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,31,31
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,24,24
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,7,7
SAN PEDRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,29,29
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,48,48
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,9,9
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,4,4
SAN PEDRO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,1,1
SAN RAFAEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,7,7
SAN RAMON BENI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,13,13
SAN RAMON SCZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,23,23
SANTA ANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,36,36
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,1569,1569
SANTA ROSA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,20,20
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,43,43
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,11,11
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,15,15
SANTIAGO DE HUATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,12,12
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,6,6
SANTIVAÑES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,5,5
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,5,5
SAPAHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,7,7
SENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,21,21
SHINAOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,48,48
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,34,34
SICAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,10,10
SIPE SIPE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,83,83
SOPACHUY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,12,12
SORACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,2,2
SORATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,41,41
SUCRE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,940,940
TACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,2,2
TACACOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,36,36
TACOBAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,12,12
TACOPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,20,20
TAPACARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,68,68
TARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,32,32
TARACO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,11,11
TARATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,26,26
TARIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,229,229
TARVITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,39,39
TEOPONTE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,13,13
TIAWANACU,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,23,23
TINGUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,36,36
TIPUANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,27,27
TIQUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,62,62
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,41,41
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,1,1
TOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,7,7
TOLATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,18,18
TOLEDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,11,11
TOMAVE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,15,15
TOMINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,19,19
TORO TORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,11,11
TOTORA(CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,25,25
TOTORA(ORR),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,9,9
TRIGAL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,1,1
TRINIDAD,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,514,514
TUPIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,37,37
TURCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,7,7
UMALA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,12,12
UNCIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,53,53
URIONDO (A. CONCEPCION),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,18,18
URUBICHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,11,11
UYUNI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,40,40
VACAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,20,20
VALLEGRANDE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,20,20
VIACHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,134,134
VILA VILA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,9,9
VILLA CHARCAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,32,32
VILLA MONTES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,88,88
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,8,8
VILLA RIVERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,13,13
VILLA SERRANO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,22,22
VILLA TUNARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,277,277
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,18,18
VILLAZON,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,84,84
VINTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,96,96
VITICHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,14,14
WALDO BALLIVIAN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,3,3
WARNES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,119,119
YACO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,17,17
YACUIBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,191,191
YAMPARAEZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,10,10
YANACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2011-03-01,12,12
