municipality,group,variable,month,Viviendas Evaluadas,TOTAL
AIQUILE,chagas viviendas,viviendas evaluadas,2016-04-01,833,833
ALCALA,chagas viviendas,viviendas evaluadas,2016-04-01,311,311
ANZALDO,chagas viviendas,viviendas evaluadas,2016-04-01,50,50
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2016-04-01,171,171
ARANI,chagas viviendas,viviendas evaluadas,2016-04-01,369,369
ARBIETO,chagas viviendas,viviendas evaluadas,2016-04-01,367,367
ARQUE,chagas viviendas,viviendas evaluadas,2016-04-01,188,188
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2016-04-01,169,169
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2016-04-01,378,378
CAMARGO,chagas viviendas,viviendas evaluadas,2016-04-01,592,592
CAPINOTA,chagas viviendas,viviendas evaluadas,2016-04-01,322,322
CARAPARI,chagas viviendas,viviendas evaluadas,2016-04-01,525,525
CHAQUI,chagas viviendas,viviendas evaluadas,2016-04-01,111,111
CHARAGUA,chagas viviendas,viviendas evaluadas,2016-04-01,552,552
CKOCHAS,chagas viviendas,viviendas evaluadas,2016-04-01,480,480
CLIZA,chagas viviendas,viviendas evaluadas,2016-04-01,478,478
COCHABAMBA,chagas viviendas,viviendas evaluadas,2016-04-01,232,232
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2016-04-01,87,87
COTAGAITA,chagas viviendas,viviendas evaluadas,2016-04-01,123,123
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2016-04-01,45,45
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2016-04-01,167,167
EL VILLAR,chagas viviendas,viviendas evaluadas,2016-04-01,75,75
GUTIERREZ,chagas viviendas,viviendas evaluadas,2016-04-01,39,39
ICLA,chagas viviendas,viviendas evaluadas,2016-04-01,90,90
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2016-04-01,42,42
MIZQUE,chagas viviendas,viviendas evaluadas,2016-04-01,588,588
MONTEAGUDO,chagas viviendas,viviendas evaluadas,2016-04-01,575,575
MOROCHATA,chagas viviendas,viviendas evaluadas,2016-04-01,20,20
OCURI,chagas viviendas,viviendas evaluadas,2016-04-01,373,373
OMEREQUE,chagas viviendas,viviendas evaluadas,2016-04-01,192,192
PADILLA,chagas viviendas,viviendas evaluadas,2016-04-01,142,142
PALCA,chagas viviendas,viviendas evaluadas,2016-04-01,243,243
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2016-04-01,65,65
POCOATA,chagas viviendas,viviendas evaluadas,2016-04-01,207,207
POCONA,chagas viviendas,viviendas evaluadas,2016-04-01,99,99
POJO (CBBA),chagas viviendas,viviendas evaluadas,2016-04-01,365,365
PRESTO,chagas viviendas,viviendas evaluadas,2016-04-01,139,139
PUCARA,chagas viviendas,viviendas evaluadas,2016-04-01,64,64
PUNA,chagas viviendas,viviendas evaluadas,2016-04-01,693,693
PUNATA,chagas viviendas,viviendas evaluadas,2016-04-01,338,338
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2016-04-01,316,316
RAVELO,chagas viviendas,viviendas evaluadas,2016-04-01,409,409
SACABA,chagas viviendas,viviendas evaluadas,2016-04-01,205,205
SACABAMBA,chagas viviendas,viviendas evaluadas,2016-04-01,100,100
SAIPINA,chagas viviendas,viviendas evaluadas,2016-04-01,47,47
SAN BENITO,chagas viviendas,viviendas evaluadas,2016-04-01,253,253
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2016-04-01,138,138
SAN LUCAS,chagas viviendas,viviendas evaluadas,2016-04-01,585,585
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2016-04-01,1272,1272
SICAYA,chagas viviendas,viviendas evaluadas,2016-04-01,96,96
SUCRE,chagas viviendas,viviendas evaluadas,2016-04-01,1079,1079
TACOPAYA,chagas viviendas,viviendas evaluadas,2016-04-01,225,225
TAPACARI,chagas viviendas,viviendas evaluadas,2016-04-01,148,148
TARATA,chagas viviendas,viviendas evaluadas,2016-04-01,257,257
TARIJA,chagas viviendas,viviendas evaluadas,2016-04-01,386,386
TOLATA,chagas viviendas,viviendas evaluadas,2016-04-01,284,284
TOMAVE,chagas viviendas,viviendas evaluadas,2016-04-01,263,263
TOMINA,chagas viviendas,viviendas evaluadas,2016-04-01,53,53
TORO TORO,chagas viviendas,viviendas evaluadas,2016-04-01,205,205
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2016-04-01,190,190
TUPIZA,chagas viviendas,viviendas evaluadas,2016-04-01,765,765
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2016-04-01,229,229
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2016-04-01,176,176
VILLA MONTES,chagas viviendas,viviendas evaluadas,2016-04-01,320,320
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2016-04-01,187,187
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2016-04-01,945,945
VINTO,chagas viviendas,viviendas evaluadas,2016-04-01,225,225
VITICHI,chagas viviendas,viviendas evaluadas,2016-04-01,464,464
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2016-04-01,13,13
YOTALA,chagas viviendas,viviendas evaluadas,2016-04-01,438,438
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2016-04-01,203,203
ACACIO,chagas viviendas,viviendas evaluadas,2016-05-01,220,220
AIQUILE,chagas viviendas,viviendas evaluadas,2016-05-01,990,990
ALCALA,chagas viviendas,viviendas evaluadas,2016-05-01,187,187
ANZALDO,chagas viviendas,viviendas evaluadas,2016-05-01,80,80
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2016-05-01,171,171
ARANI,chagas viviendas,viviendas evaluadas,2016-05-01,464,464
ARBIETO,chagas viviendas,viviendas evaluadas,2016-05-01,259,259
ARQUE,chagas viviendas,viviendas evaluadas,2016-05-01,122,122
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2016-05-01,209,209
CAMARGO,chagas viviendas,viviendas evaluadas,2016-05-01,990,990
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2016-05-01,105,105
CAPINOTA,chagas viviendas,viviendas evaluadas,2016-05-01,249,249
CARAPARI,chagas viviendas,viviendas evaluadas,2016-05-01,492,492
CHAQUI,chagas viviendas,viviendas evaluadas,2016-05-01,230,230
CHARAGUA,chagas viviendas,viviendas evaluadas,2016-05-01,664,664
CKOCHAS,chagas viviendas,viviendas evaluadas,2016-05-01,216,216
CLIZA,chagas viviendas,viviendas evaluadas,2016-05-01,411,411
COCHABAMBA,chagas viviendas,viviendas evaluadas,2016-05-01,36,36
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2016-05-01,333,333
COMARAPA,chagas viviendas,viviendas evaluadas,2016-05-01,136,136
COTAGAITA,chagas viviendas,viviendas evaluadas,2016-05-01,257,257
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2016-05-01,254,254
CULPINA,chagas viviendas,viviendas evaluadas,2016-05-01,234,234
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2016-05-01,370,370
EL VILLAR,chagas viviendas,viviendas evaluadas,2016-05-01,467,467
ICLA,chagas viviendas,viviendas evaluadas,2016-05-01,259,259
MAIRANA,chagas viviendas,viviendas evaluadas,2016-05-01,320,320
MINEROS,chagas viviendas,viviendas evaluadas,2016-05-01,1,1
MOJOCOYA,chagas viviendas,viviendas evaluadas,2016-05-01,207,207
MONTEAGUDO,chagas viviendas,viviendas evaluadas,2016-05-01,403,403
MONTERO,chagas viviendas,viviendas evaluadas,2016-05-01,5,5
MOROCHATA,chagas viviendas,viviendas evaluadas,2016-05-01,27,27
OMEREQUE,chagas viviendas,viviendas evaluadas,2016-05-01,281,281
PADCAYA,chagas viviendas,viviendas evaluadas,2016-05-01,275,275
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2016-05-01,108,108
PASORAPA,chagas viviendas,viviendas evaluadas,2016-05-01,48,48
POCOATA,chagas viviendas,viviendas evaluadas,2016-05-01,75,75
POCONA,chagas viviendas,viviendas evaluadas,2016-05-01,542,542
POJO (CBBA),chagas viviendas,viviendas evaluadas,2016-05-01,190,190
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2016-05-01,21,21
PRESTO,chagas viviendas,viviendas evaluadas,2016-05-01,242,242
PUCARA,chagas viviendas,viviendas evaluadas,2016-05-01,112,112
PUNA,chagas viviendas,viviendas evaluadas,2016-05-01,467,467
PUNATA,chagas viviendas,viviendas evaluadas,2016-05-01,363,363
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2016-05-01,358,358
RAVELO,chagas viviendas,viviendas evaluadas,2016-05-01,443,443
SACABA,chagas viviendas,viviendas evaluadas,2016-05-01,320,320
SACABAMBA,chagas viviendas,viviendas evaluadas,2016-05-01,108,108
SAIPINA,chagas viviendas,viviendas evaluadas,2016-05-01,104,104
SAN BENITO,chagas viviendas,viviendas evaluadas,2016-05-01,496,496
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2016-05-01,217,217
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2016-05-01,948,948
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2016-05-01,332,332
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2016-05-01,1430,1430
SICAYA,chagas viviendas,viviendas evaluadas,2016-05-01,150,150
SUCRE,chagas viviendas,viviendas evaluadas,2016-05-01,1241,1241
TACOPAYA,chagas viviendas,viviendas evaluadas,2016-05-01,286,286
TAPACARI,chagas viviendas,viviendas evaluadas,2016-05-01,149,149
TARABUCO,chagas viviendas,viviendas evaluadas,2016-05-01,32,32
TARATA,chagas viviendas,viviendas evaluadas,2016-05-01,417,417
TARIJA,chagas viviendas,viviendas evaluadas,2016-05-01,289,289
TOCO,chagas viviendas,viviendas evaluadas,2016-05-01,355,355
TOMAVE,chagas viviendas,viviendas evaluadas,2016-05-01,248,248
TOMINA,chagas viviendas,viviendas evaluadas,2016-05-01,106,106
TORO TORO,chagas viviendas,viviendas evaluadas,2016-05-01,245,245
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2016-05-01,201,201
TUPIZA,chagas viviendas,viviendas evaluadas,2016-05-01,853,853
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2016-05-01,433,433
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2016-05-01,288,288
VILLA CHARCAS,chagas viviendas,viviendas evaluadas,2016-05-01,336,336
VILLA MONTES,chagas viviendas,viviendas evaluadas,2016-05-01,550,550
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2016-05-01,152,152
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2016-05-01,189,189
VILLAZON,chagas viviendas,viviendas evaluadas,2016-05-01,74,74
VINTO,chagas viviendas,viviendas evaluadas,2016-05-01,211,211
YACUIBA,chagas viviendas,viviendas evaluadas,2016-05-01,310,310
YOTALA,chagas viviendas,viviendas evaluadas,2016-05-01,874,874
YUNCHARA,chagas viviendas,viviendas evaluadas,2016-05-01,73,73
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2016-05-01,201,201
ACACIO,chagas viviendas,viviendas evaluadas,2016-06-01,254,254
AIQUILE,chagas viviendas,viviendas evaluadas,2016-06-01,1061,1061
ALCALA,chagas viviendas,viviendas evaluadas,2016-06-01,272,272
ANZALDO,chagas viviendas,viviendas evaluadas,2016-06-01,338,338
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2016-06-01,152,152
ARBIETO,chagas viviendas,viviendas evaluadas,2016-06-01,230,230
ARQUE,chagas viviendas,viviendas evaluadas,2016-06-01,150,150
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2016-06-01,173,173
AZURDUY,chagas viviendas,viviendas evaluadas,2016-06-01,142,142
BETANZOS,chagas viviendas,viviendas evaluadas,2016-06-01,412,412
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2016-06-01,465,465
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2016-06-01,239,239
CAPINOTA,chagas viviendas,viviendas evaluadas,2016-06-01,106,106
CARAPARI,chagas viviendas,viviendas evaluadas,2016-06-01,376,376
CHAQUI,chagas viviendas,viviendas evaluadas,2016-06-01,243,243
CHARAGUA,chagas viviendas,viviendas evaluadas,2016-06-01,628,628
CKOCHAS,chagas viviendas,viviendas evaluadas,2016-06-01,304,304
CLIZA,chagas viviendas,viviendas evaluadas,2016-06-01,431,431
COCHABAMBA,chagas viviendas,viviendas evaluadas,2016-06-01,875,875
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2016-06-01,350,350
COLQUECHACA,chagas viviendas,viviendas evaluadas,2016-06-01,151,151
COMARAPA,chagas viviendas,viviendas evaluadas,2016-06-01,49,49
COTAGAITA,chagas viviendas,viviendas evaluadas,2016-06-01,177,177
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2016-06-01,210,210
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2016-06-01,297,297
EL VILLAR,chagas viviendas,viviendas evaluadas,2016-06-01,165,165
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2016-06-01,71,71
GUTIERREZ,chagas viviendas,viviendas evaluadas,2016-06-01,138,138
HUACARETA,chagas viviendas,viviendas evaluadas,2016-06-01,178,178
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2016-06-01,20,20
INCAHUASI,chagas viviendas,viviendas evaluadas,2016-06-01,197,197
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2016-06-01,10,10
LURIBAY,chagas viviendas,viviendas evaluadas,2016-06-01,685,685
MACHARETI,chagas viviendas,viviendas evaluadas,2016-06-01,143,143
MOJOCOYA,chagas viviendas,viviendas evaluadas,2016-06-01,100,100
MONTEAGUDO,chagas viviendas,viviendas evaluadas,2016-06-01,323,323
MORO MORO,chagas viviendas,viviendas evaluadas,2016-06-01,185,185
OMEREQUE,chagas viviendas,viviendas evaluadas,2016-06-01,247,247
PADCAYA,chagas viviendas,viviendas evaluadas,2016-06-01,154,154
PADILLA,chagas viviendas,viviendas evaluadas,2016-06-01,386,386
POCOATA,chagas viviendas,viviendas evaluadas,2016-06-01,174,174
POCONA,chagas viviendas,viviendas evaluadas,2016-06-01,122,122
POJO (CBBA),chagas viviendas,viviendas evaluadas,2016-06-01,161,161
POROMA,chagas viviendas,viviendas evaluadas,2016-06-01,645,645
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2016-06-01,35,35
PRESTO,chagas viviendas,viviendas evaluadas,2016-06-01,493,493
PUNA,chagas viviendas,viviendas evaluadas,2016-06-01,129,129
PUNATA,chagas viviendas,viviendas evaluadas,2016-06-01,371,371
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2016-06-01,301,301
RAVELO,chagas viviendas,viviendas evaluadas,2016-06-01,511,511
SACABA,chagas viviendas,viviendas evaluadas,2016-06-01,332,332
SACABAMBA,chagas viviendas,viviendas evaluadas,2016-06-01,59,59
SAIPINA,chagas viviendas,viviendas evaluadas,2016-06-01,105,105
SAN BENITO,chagas viviendas,viviendas evaluadas,2016-06-01,437,437
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2016-06-01,406,406
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2016-06-01,580,580
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2016-06-01,334,334
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2016-06-01,464,464
SICAYA,chagas viviendas,viviendas evaluadas,2016-06-01,232,232
SIPE SIPE,chagas viviendas,viviendas evaluadas,2016-06-01,343,343
TACACHI,chagas viviendas,viviendas evaluadas,2016-06-01,84,84
TACOPAYA,chagas viviendas,viviendas evaluadas,2016-06-01,815,815
TAPACARI,chagas viviendas,viviendas evaluadas,2016-06-01,144,144
TARABUCO,chagas viviendas,viviendas evaluadas,2016-06-01,121,121
TARATA,chagas viviendas,viviendas evaluadas,2016-06-01,136,136
TARIJA,chagas viviendas,viviendas evaluadas,2016-06-01,496,496
TARVITA,chagas viviendas,viviendas evaluadas,2016-06-01,501,501
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2016-06-01,150,150
TOCO,chagas viviendas,viviendas evaluadas,2016-06-01,246,246
TOMAVE,chagas viviendas,viviendas evaluadas,2016-06-01,90,90
TOMINA,chagas viviendas,viviendas evaluadas,2016-06-01,169,169
TORO TORO,chagas viviendas,viviendas evaluadas,2016-06-01,529,529
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2016-06-01,58,58
TUPIZA,chagas viviendas,viviendas evaluadas,2016-06-01,243,243
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2016-06-01,547,547
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2016-06-01,154,154
VILLA CHARCAS,chagas viviendas,viviendas evaluadas,2016-06-01,365,365
VILLA MONTES,chagas viviendas,viviendas evaluadas,2016-06-01,372,372
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2016-06-01,246,246
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2016-06-01,966,966
