municipality,group,variable,month,Viviendas Roceadas,TOTAL
EL TORNO,chagas viviendas,viviendas roceadas,2016-08-01,95,95
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2016-08-01,24,24
LURIBAY,chagas viviendas,viviendas roceadas,2016-08-01,58,58
MAIRANA,chagas viviendas,viviendas roceadas,2016-08-01,30,30
MIZQUE,chagas viviendas,viviendas roceadas,2016-08-01,142,142
MOJOCOYA,chagas viviendas,viviendas roceadas,2016-08-01,1,1
MONTEAGUDO,chagas viviendas,viviendas roceadas,2016-08-01,70,70
MORO MORO,chagas viviendas,viviendas roceadas,2016-08-01,14,14
OMEREQUE,chagas viviendas,viviendas roceadas,2016-08-01,43,43
PADILLA,chagas viviendas,viviendas roceadas,2016-08-01,23,23
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2016-08-01,24,24
PASORAPA,chagas viviendas,viviendas roceadas,2016-08-01,5,5
POJO (CBBA),chagas viviendas,viviendas roceadas,2016-08-01,9,9
POROMA,chagas viviendas,viviendas roceadas,2016-08-01,30,30
PRESTO,chagas viviendas,viviendas roceadas,2016-08-01,8,8
PUCARA,chagas viviendas,viviendas roceadas,2016-08-01,1,1
PUNA,chagas viviendas,viviendas roceadas,2016-08-01,4,4
PUNATA,chagas viviendas,viviendas roceadas,2016-08-01,18,18
QUILLACOLLO,chagas viviendas,viviendas roceadas,2016-08-01,39,39
RAVELO,chagas viviendas,viviendas roceadas,2016-08-01,50,50
SACABA,chagas viviendas,viviendas roceadas,2016-08-01,9,9
SAN JULIAN,chagas viviendas,viviendas roceadas,2016-08-01,30,30
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2016-08-01,1,1
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2016-08-01,54,54
SANTIVAÑES,chagas viviendas,viviendas roceadas,2016-08-01,54,54
SICAYA,chagas viviendas,viviendas roceadas,2016-08-01,13,13
SIPE SIPE,chagas viviendas,viviendas roceadas,2016-08-01,32,32
SUCRE,chagas viviendas,viviendas roceadas,2016-08-01,241,241
TACACHI,chagas viviendas,viviendas roceadas,2016-08-01,2,2
TACOBAMBA,chagas viviendas,viviendas roceadas,2016-08-01,12,12
TAPACARI,chagas viviendas,viviendas roceadas,2016-08-01,6,6
TARABUCO,chagas viviendas,viviendas roceadas,2016-08-01,24,24
TARATA,chagas viviendas,viviendas roceadas,2016-08-01,2,2
TARVITA,chagas viviendas,viviendas roceadas,2016-08-01,4,4
TIQUIPAYA,chagas viviendas,viviendas roceadas,2016-08-01,5,5
TOCO,chagas viviendas,viviendas roceadas,2016-08-01,1,1
TOMAVE,chagas viviendas,viviendas roceadas,2016-08-01,2,2
TOMINA,chagas viviendas,viviendas roceadas,2016-08-01,11,11
TORO TORO,chagas viviendas,viviendas roceadas,2016-08-01,8,8
TUPIZA,chagas viviendas,viviendas roceadas,2016-08-01,3,3
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2016-08-01,7,7
VALLEGRANDE,chagas viviendas,viviendas roceadas,2016-08-01,18,18
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2016-08-01,50,50
VILLA MONTES,chagas viviendas,viviendas roceadas,2016-08-01,31,31
VILLA RIVERO,chagas viviendas,viviendas roceadas,2016-08-01,8,8
VILLA SERRANO,chagas viviendas,viviendas roceadas,2016-08-01,37,37
VINTO,chagas viviendas,viviendas roceadas,2016-08-01,13,13
VITICHI,chagas viviendas,viviendas roceadas,2016-08-01,22,22
YACUIBA,chagas viviendas,viviendas roceadas,2016-08-01,196,196
YAMPARAEZ,chagas viviendas,viviendas roceadas,2016-08-01,133,133
YOTALA,chagas viviendas,viviendas roceadas,2016-08-01,107,107
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2016-08-01,13,13
ACACIO,chagas viviendas,viviendas roceadas,2016-09-01,15,15
AIQUILE,chagas viviendas,viviendas roceadas,2016-09-01,62,62
ALCALA,chagas viviendas,viviendas roceadas,2016-09-01,1,1
ANZALDO,chagas viviendas,viviendas roceadas,2016-09-01,30,30
ARANI,chagas viviendas,viviendas roceadas,2016-09-01,11,11
ARBIETO,chagas viviendas,viviendas roceadas,2016-09-01,45,45
ARQUE,chagas viviendas,viviendas roceadas,2016-09-01,19,19
BETANZOS,chagas viviendas,viviendas roceadas,2016-09-01,29,29
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2016-09-01,36,36
CAJUATA,chagas viviendas,viviendas roceadas,2016-09-01,25,25
CAMARGO,chagas viviendas,viviendas roceadas,2016-09-01,12,12
CAPINOTA,chagas viviendas,viviendas roceadas,2016-09-01,68,68
CARAPARI,chagas viviendas,viviendas roceadas,2016-09-01,49,49
CHARAGUA,chagas viviendas,viviendas roceadas,2016-09-01,171,171
CLIZA,chagas viviendas,viviendas roceadas,2016-09-01,3,3
COCAPATA,chagas viviendas,viviendas roceadas,2016-09-01,9,9
COCHABAMBA,chagas viviendas,viviendas roceadas,2016-09-01,54,54
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2016-09-01,19,19
COLQUECHACA,chagas viviendas,viviendas roceadas,2016-09-01,15,15
COTAGAITA,chagas viviendas,viviendas roceadas,2016-09-01,10,10
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2016-09-01,2,2
CULPINA,chagas viviendas,viviendas roceadas,2016-09-01,134,134
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2016-09-01,1,1
EL TORNO,chagas viviendas,viviendas roceadas,2016-09-01,139,139
EL VILLAR,chagas viviendas,viviendas roceadas,2016-09-01,374,374
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2016-09-01,179,179
MAIRANA,chagas viviendas,viviendas roceadas,2016-09-01,21,21
MIZQUE,chagas viviendas,viviendas roceadas,2016-09-01,187,187
MOJOCOYA,chagas viviendas,viviendas roceadas,2016-09-01,93,93
MONTEAGUDO,chagas viviendas,viviendas roceadas,2016-09-01,40,40
MOROCHATA,chagas viviendas,viviendas roceadas,2016-09-01,5,5
OMEREQUE,chagas viviendas,viviendas roceadas,2016-09-01,58,58
PADILLA,chagas viviendas,viviendas roceadas,2016-09-01,96,96
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2016-09-01,77,77
PASORAPA,chagas viviendas,viviendas roceadas,2016-09-01,13,13
POCONA,chagas viviendas,viviendas roceadas,2016-09-01,2,2
POJO (CBBA),chagas viviendas,viviendas roceadas,2016-09-01,19,19
PUCARA,chagas viviendas,viviendas roceadas,2016-09-01,1,1
PUNATA,chagas viviendas,viviendas roceadas,2016-09-01,12,12
QUILLACOLLO,chagas viviendas,viviendas roceadas,2016-09-01,20,20
RAVELO,chagas viviendas,viviendas roceadas,2016-09-01,41,41
SACABA,chagas viviendas,viviendas roceadas,2016-09-01,7,7
SAIPINA,chagas viviendas,viviendas roceadas,2016-09-01,277,277
SAN BENITO,chagas viviendas,viviendas roceadas,2016-09-01,5,5
SAN LUCAS,chagas viviendas,viviendas roceadas,2016-09-01,14,14
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2016-09-01,34,34
SANTIVAÑES,chagas viviendas,viviendas roceadas,2016-09-01,424,424
SICAYA,chagas viviendas,viviendas roceadas,2016-09-01,9,9
SIPE SIPE,chagas viviendas,viviendas roceadas,2016-09-01,44,44
SOPACHUY,chagas viviendas,viviendas roceadas,2016-09-01,868,868
SUCRE,chagas viviendas,viviendas roceadas,2016-09-01,19,19
TACACHI,chagas viviendas,viviendas roceadas,2016-09-01,2,2
TACOPAYA,chagas viviendas,viviendas roceadas,2016-09-01,2,2
TAPACARI,chagas viviendas,viviendas roceadas,2016-09-01,9,9
TARATA,chagas viviendas,viviendas roceadas,2016-09-01,2,2
TARVITA,chagas viviendas,viviendas roceadas,2016-09-01,11,11
TIQUIPAYA,chagas viviendas,viviendas roceadas,2016-09-01,10,10
TOCO,chagas viviendas,viviendas roceadas,2016-09-01,2,2
TORO TORO,chagas viviendas,viviendas roceadas,2016-09-01,9,9
TUPIZA,chagas viviendas,viviendas roceadas,2016-09-01,122,122
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2016-09-01,7,7
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2016-09-01,52,52
VILLA MONTES,chagas viviendas,viviendas roceadas,2016-09-01,49,49
VILLA SERRANO,chagas viviendas,viviendas roceadas,2016-09-01,29,29
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2016-09-01,2,2
VINTO,chagas viviendas,viviendas roceadas,2016-09-01,33,33
VITICHI,chagas viviendas,viviendas roceadas,2016-09-01,10,10
YACUIBA,chagas viviendas,viviendas roceadas,2016-09-01,68,68
YAMPARAEZ,chagas viviendas,viviendas roceadas,2016-09-01,89,89
YOTALA,chagas viviendas,viviendas roceadas,2016-09-01,26,26
AIQUILE,chagas viviendas,viviendas roceadas,2016-10-01,40,40
ANZALDO,chagas viviendas,viviendas roceadas,2016-10-01,15,15
ARANI,chagas viviendas,viviendas roceadas,2016-10-01,7,7
ARBIETO,chagas viviendas,viviendas roceadas,2016-10-01,57,57
ARQUE,chagas viviendas,viviendas roceadas,2016-10-01,23,23
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2016-10-01,22,22
AZURDUY,chagas viviendas,viviendas roceadas,2016-10-01,19,19
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2016-10-01,12,12
CAPINOTA,chagas viviendas,viviendas roceadas,2016-10-01,28,28
CARAPARI,chagas viviendas,viviendas roceadas,2016-10-01,100,100
CLIZA,chagas viviendas,viviendas roceadas,2016-10-01,3,3
COCHABAMBA,chagas viviendas,viviendas roceadas,2016-10-01,3,3
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2016-10-01,14,14
COMARAPA,chagas viviendas,viviendas roceadas,2016-10-01,6,6
COTAGAITA,chagas viviendas,viviendas roceadas,2016-10-01,10,10
CULPINA,chagas viviendas,viviendas roceadas,2016-10-01,158,158
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2016-10-01,1,1
EL TORNO,chagas viviendas,viviendas roceadas,2016-10-01,1,1
EL VILLAR,chagas viviendas,viviendas roceadas,2016-10-01,10,10
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2016-10-01,16,16
MIZQUE,chagas viviendas,viviendas roceadas,2016-10-01,118,118
MOJOCOYA,chagas viviendas,viviendas roceadas,2016-10-01,38,38
MONTEAGUDO,chagas viviendas,viviendas roceadas,2016-10-01,26,26
OCURI,chagas viviendas,viviendas roceadas,2016-10-01,74,74
OMEREQUE,chagas viviendas,viviendas roceadas,2016-10-01,40,40
PADCAYA,chagas viviendas,viviendas roceadas,2016-10-01,4,4
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2016-10-01,75,75
PASORAPA,chagas viviendas,viviendas roceadas,2016-10-01,11,11
POCOATA,chagas viviendas,viviendas roceadas,2016-10-01,375,375
POJO (CBBA),chagas viviendas,viviendas roceadas,2016-10-01,17,17
PRESTO,chagas viviendas,viviendas roceadas,2016-10-01,2,2
PUNA,chagas viviendas,viviendas roceadas,2016-10-01,32,32
PUNATA,chagas viviendas,viviendas roceadas,2016-10-01,30,30
QUILLACOLLO,chagas viviendas,viviendas roceadas,2016-10-01,4,4
RAVELO,chagas viviendas,viviendas roceadas,2016-10-01,43,43
SACABA,chagas viviendas,viviendas roceadas,2016-10-01,13,13
SACABAMBA,chagas viviendas,viviendas roceadas,2016-10-01,1,1
SAIPINA,chagas viviendas,viviendas roceadas,2016-10-01,622,622
SAMAIPATA,chagas viviendas,viviendas roceadas,2016-10-01,31,31
SAN BENITO,chagas viviendas,viviendas roceadas,2016-10-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2016-10-01,6,6
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2016-10-01,255,255
SANTIVAÑES,chagas viviendas,viviendas roceadas,2016-10-01,46,46
SICAYA,chagas viviendas,viviendas roceadas,2016-10-01,17,17
SIPE SIPE,chagas viviendas,viviendas roceadas,2016-10-01,36,36
TACACHI,chagas viviendas,viviendas roceadas,2016-10-01,4,4
TAPACARI,chagas viviendas,viviendas roceadas,2016-10-01,20,20
TARATA,chagas viviendas,viviendas roceadas,2016-10-01,4,4
TARIJA,chagas viviendas,viviendas roceadas,2016-10-01,2,2
TIQUIPAYA,chagas viviendas,viviendas roceadas,2016-10-01,5,5
TORO TORO,chagas viviendas,viviendas roceadas,2016-10-01,18,18
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2016-10-01,9,9
VALLEGRANDE,chagas viviendas,viviendas roceadas,2016-10-01,6,6
VILLA MONTES,chagas viviendas,viviendas roceadas,2016-10-01,14,14
VILLAZON,chagas viviendas,viviendas roceadas,2016-10-01,7,7
VINTO,chagas viviendas,viviendas roceadas,2016-10-01,10,10
VITICHI,chagas viviendas,viviendas roceadas,2016-10-01,3,3
YACUIBA,chagas viviendas,viviendas roceadas,2016-10-01,139,139
YAMPARAEZ,chagas viviendas,viviendas roceadas,2016-10-01,76,76
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2016-10-01,42,42
ACACIO,chagas viviendas,viviendas roceadas,2016-11-01,8,8
AIQUILE,chagas viviendas,viviendas roceadas,2016-11-01,121,121
ANZALDO,chagas viviendas,viviendas roceadas,2016-11-01,31,31
ARANI,chagas viviendas,viviendas roceadas,2016-11-01,5,5
ARBIETO,chagas viviendas,viviendas roceadas,2016-11-01,50,50
ARQUE,chagas viviendas,viviendas roceadas,2016-11-01,19,19
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2016-11-01,1,1
CAMARGO,chagas viviendas,viviendas roceadas,2016-11-01,4,4
CAPINOTA,chagas viviendas,viviendas roceadas,2016-11-01,106,106
CARAPARI,chagas viviendas,viviendas roceadas,2016-11-01,45,45
CKOCHAS,chagas viviendas,viviendas roceadas,2016-11-01,18,18
CLIZA,chagas viviendas,viviendas roceadas,2016-11-01,6,6
COCHABAMBA,chagas viviendas,viviendas roceadas,2016-11-01,38,38
COTAGAITA,chagas viviendas,viviendas roceadas,2016-11-01,4,4
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2016-11-01,3,3
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2016-11-01,19,19
GUTIERREZ,chagas viviendas,viviendas roceadas,2016-11-01,11,11
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2016-11-01,275,275
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2016-11-01,2,2
MIZQUE,chagas viviendas,viviendas roceadas,2016-11-01,36,36
MOJOCOYA,chagas viviendas,viviendas roceadas,2016-11-01,4,4
OCURI,chagas viviendas,viviendas roceadas,2016-11-01,64,64
OMEREQUE,chagas viviendas,viviendas roceadas,2016-11-01,21,21
PADILLA,chagas viviendas,viviendas roceadas,2016-11-01,2,2
PASORAPA,chagas viviendas,viviendas roceadas,2016-11-01,7,7
POCOATA,chagas viviendas,viviendas roceadas,2016-11-01,28,28
POROMA,chagas viviendas,viviendas roceadas,2016-11-01,5,5
PUNATA,chagas viviendas,viviendas roceadas,2016-11-01,32,32
QUILLACOLLO,chagas viviendas,viviendas roceadas,2016-11-01,29,29
RAVELO,chagas viviendas,viviendas roceadas,2016-11-01,66,66
SACABA,chagas viviendas,viviendas roceadas,2016-11-01,18,18
SAIPINA,chagas viviendas,viviendas roceadas,2016-11-01,315,315
SAN BENITO,chagas viviendas,viviendas roceadas,2016-11-01,3,3
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2016-11-01,9,9
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2016-11-01,661,661
SANTIVAÑES,chagas viviendas,viviendas roceadas,2016-11-01,14,14
SIPE SIPE,chagas viviendas,viviendas roceadas,2016-11-01,78,78
TACACHI,chagas viviendas,viviendas roceadas,2016-11-01,4,4
TACOBAMBA,chagas viviendas,viviendas roceadas,2016-11-01,20,20
TAPACARI,chagas viviendas,viviendas roceadas,2016-11-01,8,8
TARIJA,chagas viviendas,viviendas roceadas,2016-11-01,1,1
TOCO,chagas viviendas,viviendas roceadas,2016-11-01,1,1
TOLATA,chagas viviendas,viviendas roceadas,2016-11-01,3,3
TOMAVE,chagas viviendas,viviendas roceadas,2016-11-01,4,4
TORO TORO,chagas viviendas,viviendas roceadas,2016-11-01,8,8
TUPIZA,chagas viviendas,viviendas roceadas,2016-11-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2016-11-01,5,5
VALLEGRANDE,chagas viviendas,viviendas roceadas,2016-11-01,26,26
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2016-11-01,3,3
VILLA MONTES,chagas viviendas,viviendas roceadas,2016-11-01,11,11
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2016-11-01,7,7
VINTO,chagas viviendas,viviendas roceadas,2016-11-01,8,8
VITICHI,chagas viviendas,viviendas roceadas,2016-11-01,6,6
YACUIBA,chagas viviendas,viviendas roceadas,2016-11-01,46,46
YAMPARAEZ,chagas viviendas,viviendas roceadas,2016-11-01,97,97
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2016-11-01,14,14
AIQUILE,chagas viviendas,viviendas roceadas,2016-12-01,31,31
ANZALDO,chagas viviendas,viviendas roceadas,2016-12-01,22,22
ARANI,chagas viviendas,viviendas roceadas,2016-12-01,8,8
ARBIETO,chagas viviendas,viviendas roceadas,2016-12-01,2,2
ARQUE,chagas viviendas,viviendas roceadas,2016-12-01,32,32
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2016-12-01,6,6
CAMARGO,chagas viviendas,viviendas roceadas,2016-12-01,34,34
CAPINOTA,chagas viviendas,viviendas roceadas,2016-12-01,32,32
CARAPARI,chagas viviendas,viviendas roceadas,2016-12-01,57,57
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas roceadas,2016-12-01,3,3
CKOCHAS,chagas viviendas,viviendas roceadas,2016-12-01,10,10
CLIZA,chagas viviendas,viviendas roceadas,2016-12-01,4,4
COCHABAMBA,chagas viviendas,viviendas roceadas,2016-12-01,44,44
COTAGAITA,chagas viviendas,viviendas roceadas,2016-12-01,35,35
CULPINA,chagas viviendas,viviendas roceadas,2016-12-01,15,15
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2016-12-01,4,4
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2016-12-01,36,36
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2016-12-01,1,1
OMEREQUE,chagas viviendas,viviendas roceadas,2016-12-01,17,17
PADCAYA,chagas viviendas,viviendas roceadas,2016-12-01,3,3
PADILLA,chagas viviendas,viviendas roceadas,2016-12-01,35,35
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2016-12-01,29,29
PASORAPA,chagas viviendas,viviendas roceadas,2016-12-01,9,9
POCOATA,chagas viviendas,viviendas roceadas,2016-12-01,130,130
POJO (CBBA),chagas viviendas,viviendas roceadas,2016-12-01,9,9
POROMA,chagas viviendas,viviendas roceadas,2016-12-01,9,9
QUILLACOLLO,chagas viviendas,viviendas roceadas,2016-12-01,5,5
SACABA,chagas viviendas,viviendas roceadas,2016-12-01,53,53
SAIPINA,chagas viviendas,viviendas roceadas,2016-12-01,50,50
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2016-12-01,185,185
SANTIVAÑES,chagas viviendas,viviendas roceadas,2016-12-01,36,36
SICAYA,chagas viviendas,viviendas roceadas,2016-12-01,6,6
SIPE SIPE,chagas viviendas,viviendas roceadas,2016-12-01,72,72
SUCRE,chagas viviendas,viviendas roceadas,2016-12-01,2,2
TACOBAMBA,chagas viviendas,viviendas roceadas,2016-12-01,25,25
TARABUCO,chagas viviendas,viviendas roceadas,2016-12-01,57,57
TARATA,chagas viviendas,viviendas roceadas,2016-12-01,1,1
TOLATA,chagas viviendas,viviendas roceadas,2016-12-01,2,2
TORO TORO,chagas viviendas,viviendas roceadas,2016-12-01,1,1
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2016-12-01,3,3
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2016-12-01,25,25
VALLEGRANDE,chagas viviendas,viviendas roceadas,2016-12-01,12,12
VILA VILA,chagas viviendas,viviendas roceadas,2016-12-01,5,5
VILLA MONTES,chagas viviendas,viviendas roceadas,2016-12-01,61,61
VILLA RIVERO,chagas viviendas,viviendas roceadas,2016-12-01,5,5
VILLAZON,chagas viviendas,viviendas roceadas,2016-12-01,1,1
VINTO,chagas viviendas,viviendas roceadas,2016-12-01,7,7
YACUIBA,chagas viviendas,viviendas roceadas,2016-12-01,11,11
