municipality,group,variable,month,Viviendas Positivas,TOTAL
TUPIZA,chagas viviendas,viviendas positivas,2016-08-01,3,3
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2016-08-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2016-08-01,4,4
VILLA MONTES,chagas viviendas,viviendas positivas,2016-08-01,18,18
VILLA RIVERO,chagas viviendas,viviendas positivas,2016-08-01,7,7
VILLA SERRANO,chagas viviendas,viviendas positivas,2016-08-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2016-08-01,6,6
VINTO,chagas viviendas,viviendas positivas,2016-08-01,10,10
VITICHI,chagas viviendas,viviendas positivas,2016-08-01,21,21
YACUIBA,chagas viviendas,viviendas positivas,2016-08-01,53,53
YOTALA,chagas viviendas,viviendas positivas,2016-08-01,1,1
ZUDAÑEZ,chagas viviendas,viviendas positivas,2016-08-01,9,9
ACACIO,chagas viviendas,viviendas positivas,2016-09-01,4,4
AIQUILE,chagas viviendas,viviendas positivas,2016-09-01,10,10
ANZALDO,chagas viviendas,viviendas positivas,2016-09-01,18,18
ARANI,chagas viviendas,viviendas positivas,2016-09-01,1,1
ARBIETO,chagas viviendas,viviendas positivas,2016-09-01,2,2
BETANZOS,chagas viviendas,viviendas positivas,2016-09-01,7,7
"CAIZA ""D""",chagas viviendas,viviendas positivas,2016-09-01,5,5
CAJUATA,chagas viviendas,viviendas positivas,2016-09-01,8,8
CAMARGO,chagas viviendas,viviendas positivas,2016-09-01,6,6
CAPINOTA,chagas viviendas,viviendas positivas,2016-09-01,12,12
CARAPARI,chagas viviendas,viviendas positivas,2016-09-01,26,26
CHARAGUA,chagas viviendas,viviendas positivas,2016-09-01,51,51
COCAPATA,chagas viviendas,viviendas positivas,2016-09-01,3,3
COCHABAMBA,chagas viviendas,viviendas positivas,2016-09-01,18,18
COLCAPIRHUA,chagas viviendas,viviendas positivas,2016-09-01,7,7
COLQUECHACA,chagas viviendas,viviendas positivas,2016-09-01,3,3
COMARAPA,chagas viviendas,viviendas positivas,2016-09-01,4,4
COTAGAITA,chagas viviendas,viviendas positivas,2016-09-01,10,10
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2016-09-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2016-09-01,2,2
EL TORNO,chagas viviendas,viviendas positivas,2016-09-01,4,4
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2016-09-01,39,39
ICLA,chagas viviendas,viviendas positivas,2016-09-01,2,2
LURIBAY,chagas viviendas,viviendas positivas,2016-09-01,1,1
MIZQUE,chagas viviendas,viviendas positivas,2016-09-01,107,107
MOJOCOYA,chagas viviendas,viviendas positivas,2016-09-01,1,1
MONTEAGUDO,chagas viviendas,viviendas positivas,2016-09-01,1,1
MOROCHATA,chagas viviendas,viviendas positivas,2016-09-01,5,5
PAMPA GRANDE,chagas viviendas,viviendas positivas,2016-09-01,12,12
PASORAPA,chagas viviendas,viviendas positivas,2016-09-01,3,3
POCONA,chagas viviendas,viviendas positivas,2016-09-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2016-09-01,19,19
PUCARA,chagas viviendas,viviendas positivas,2016-09-01,1,1
PUNATA,chagas viviendas,viviendas positivas,2016-09-01,6,6
QUILLACOLLO,chagas viviendas,viviendas positivas,2016-09-01,3,3
RAVELO,chagas viviendas,viviendas positivas,2016-09-01,3,3
SACABA,chagas viviendas,viviendas positivas,2016-09-01,2,2
SAIPINA,chagas viviendas,viviendas positivas,2016-09-01,6,6
SAN BENITO,chagas viviendas,viviendas positivas,2016-09-01,2,2
SAN LUCAS,chagas viviendas,viviendas positivas,2016-09-01,10,10
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2016-09-01,27,27
SANTIVAÑES,chagas viviendas,viviendas positivas,2016-09-01,11,11
SICAYA,chagas viviendas,viviendas positivas,2016-09-01,2,2
SIPE SIPE,chagas viviendas,viviendas positivas,2016-09-01,1,1
SUCRE,chagas viviendas,viviendas positivas,2016-09-01,1,1
TACACHI,chagas viviendas,viviendas positivas,2016-09-01,1,1
TARATA,chagas viviendas,viviendas positivas,2016-09-01,2,2
TIQUIPAYA,chagas viviendas,viviendas positivas,2016-09-01,2,2
TORO TORO,chagas viviendas,viviendas positivas,2016-09-01,5,5
TUPIZA,chagas viviendas,viviendas positivas,2016-09-01,24,24
VILLA CHARCAS,chagas viviendas,viviendas positivas,2016-09-01,11,11
VILLA MONTES,chagas viviendas,viviendas positivas,2016-09-01,7,7
VILLA SERRANO,chagas viviendas,viviendas positivas,2016-09-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2016-09-01,2,2
VINTO,chagas viviendas,viviendas positivas,2016-09-01,14,14
VITICHI,chagas viviendas,viviendas positivas,2016-09-01,9,9
YACUIBA,chagas viviendas,viviendas positivas,2016-09-01,71,71
YAMPARAEZ,chagas viviendas,viviendas positivas,2016-09-01,25,25
YOTALA,chagas viviendas,viviendas positivas,2016-09-01,1135,1135
AIQUILE,chagas viviendas,viviendas positivas,2016-10-01,14,14
ANZALDO,chagas viviendas,viviendas positivas,2016-10-01,6,6
ARANI,chagas viviendas,viviendas positivas,2016-10-01,2,2
ARQUE,chagas viviendas,viviendas positivas,2016-10-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2016-10-01,1,1
"CAIZA ""D""",chagas viviendas,viviendas positivas,2016-10-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2016-10-01,3,3
CARAPARI,chagas viviendas,viviendas positivas,2016-10-01,15,15
COLCAPIRHUA,chagas viviendas,viviendas positivas,2016-10-01,5,5
COMARAPA,chagas viviendas,viviendas positivas,2016-10-01,7,7
COTAGAITA,chagas viviendas,viviendas positivas,2016-10-01,7,7
CULPINA,chagas viviendas,viviendas positivas,2016-10-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2016-10-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2016-10-01,6,6
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2016-10-01,16,16
ICLA,chagas viviendas,viviendas positivas,2016-10-01,2,2
LAGUNILLAS,chagas viviendas,viviendas positivas,2016-10-01,5,5
MIZQUE,chagas viviendas,viviendas positivas,2016-10-01,12,12
MONTEAGUDO,chagas viviendas,viviendas positivas,2016-10-01,32,32
OCURI,chagas viviendas,viviendas positivas,2016-10-01,7,7
OMEREQUE,chagas viviendas,viviendas positivas,2016-10-01,5,5
PADCAYA,chagas viviendas,viviendas positivas,2016-10-01,2,2
PAMPA GRANDE,chagas viviendas,viviendas positivas,2016-10-01,15,15
PASORAPA,chagas viviendas,viviendas positivas,2016-10-01,3,3
POCOATA,chagas viviendas,viviendas positivas,2016-10-01,375,375
POJO (CBBA),chagas viviendas,viviendas positivas,2016-10-01,17,17
PRESTO,chagas viviendas,viviendas positivas,2016-10-01,2,2
PUNA,chagas viviendas,viviendas positivas,2016-10-01,18,18
PUNATA,chagas viviendas,viviendas positivas,2016-10-01,13,13
QUILLACOLLO,chagas viviendas,viviendas positivas,2016-10-01,1,1
RAVELO,chagas viviendas,viviendas positivas,2016-10-01,3,3
SACABA,chagas viviendas,viviendas positivas,2016-10-01,3,3
SAIPINA,chagas viviendas,viviendas positivas,2016-10-01,5,5
SAMAIPATA,chagas viviendas,viviendas positivas,2016-10-01,10,10
SAN BENITO,chagas viviendas,viviendas positivas,2016-10-01,3,3
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2016-10-01,4,4
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2016-10-01,18,18
SIPE SIPE,chagas viviendas,viviendas positivas,2016-10-01,4,4
TACACHI,chagas viviendas,viviendas positivas,2016-10-01,2,2
TAPACARI,chagas viviendas,viviendas positivas,2016-10-01,2,2
TARABUCO,chagas viviendas,viviendas positivas,2016-10-01,21,21
TARATA,chagas viviendas,viviendas positivas,2016-10-01,4,4
TINGUIPAYA,chagas viviendas,viviendas positivas,2016-10-01,3,3
TIQUIPAYA,chagas viviendas,viviendas positivas,2016-10-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2016-10-01,6,6
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2016-10-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2016-10-01,3,3
VILLA MONTES,chagas viviendas,viviendas positivas,2016-10-01,22,22
VILLAZON,chagas viviendas,viviendas positivas,2016-10-01,3,3
VINTO,chagas viviendas,viviendas positivas,2016-10-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2016-10-01,2,2
YACUIBA,chagas viviendas,viviendas positivas,2016-10-01,7,7
ZUDAÑEZ,chagas viviendas,viviendas positivas,2016-10-01,5,5
ACACIO,chagas viviendas,viviendas positivas,2016-11-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2016-11-01,30,30
ANZALDO,chagas viviendas,viviendas positivas,2016-11-01,2,2
ARANI,chagas viviendas,viviendas positivas,2016-11-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2016-11-01,2,2
CAMARGO,chagas viviendas,viviendas positivas,2016-11-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2016-11-01,9,9
CARAPARI,chagas viviendas,viviendas positivas,2016-11-01,4,4
CKOCHAS,chagas viviendas,viviendas positivas,2016-11-01,1,1
COTAGAITA,chagas viviendas,viviendas positivas,2016-11-01,2,2
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2016-11-01,2,2
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2016-11-01,1,1
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2016-11-01,2,2
LAGUNILLAS,chagas viviendas,viviendas positivas,2016-11-01,8,8
MIZQUE,chagas viviendas,viviendas positivas,2016-11-01,11,11
MONTEAGUDO,chagas viviendas,viviendas positivas,2016-11-01,12,12
OCURI,chagas viviendas,viviendas positivas,2016-11-01,2,2
OMEREQUE,chagas viviendas,viviendas positivas,2016-11-01,14,14
PADILLA,chagas viviendas,viviendas positivas,2016-11-01,1,1
PASORAPA,chagas viviendas,viviendas positivas,2016-11-01,1,1
POCOATA,chagas viviendas,viviendas positivas,2016-11-01,29,29
POROMA,chagas viviendas,viviendas positivas,2016-11-01,4,4
PUNATA,chagas viviendas,viviendas positivas,2016-11-01,12,12
QUILLACOLLO,chagas viviendas,viviendas positivas,2016-11-01,2,2
RAVELO,chagas viviendas,viviendas positivas,2016-11-01,6,6
SACABA,chagas viviendas,viviendas positivas,2016-11-01,7,7
SAIPINA,chagas viviendas,viviendas positivas,2016-11-01,5,5
SAN BENITO,chagas viviendas,viviendas positivas,2016-11-01,3,3
SAN JULIAN,chagas viviendas,viviendas positivas,2016-11-01,7,7
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2016-11-01,3,3
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2016-11-01,33,33
SANTIVAÑES,chagas viviendas,viviendas positivas,2016-11-01,2,2
SIPE SIPE,chagas viviendas,viviendas positivas,2016-11-01,1,1
TACACHI,chagas viviendas,viviendas positivas,2016-11-01,1,1
TACOBAMBA,chagas viviendas,viviendas positivas,2016-11-01,10,10
TAPACARI,chagas viviendas,viviendas positivas,2016-11-01,4,4
TARIJA,chagas viviendas,viviendas positivas,2016-11-01,1,1
TOLATA,chagas viviendas,viviendas positivas,2016-11-01,3,3
TOMAVE,chagas viviendas,viviendas positivas,2016-11-01,3,3
TORO TORO,chagas viviendas,viviendas positivas,2016-11-01,3,3
TUPIZA,chagas viviendas,viviendas positivas,2016-11-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2016-11-01,2,2
VALLEGRANDE,chagas viviendas,viviendas positivas,2016-11-01,3,3
VILLA CHARCAS,chagas viviendas,viviendas positivas,2016-11-01,3,3
VILLA MONTES,chagas viviendas,viviendas positivas,2016-11-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2016-11-01,8,8
VINTO,chagas viviendas,viviendas positivas,2016-11-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2016-11-01,5,5
YACUIBA,chagas viviendas,viviendas positivas,2016-11-01,20,20
AIQUILE,chagas viviendas,viviendas positivas,2016-12-01,1,1
ANZALDO,chagas viviendas,viviendas positivas,2016-12-01,10,10
ARANI,chagas viviendas,viviendas positivas,2016-12-01,1,1
ARBIETO,chagas viviendas,viviendas positivas,2016-12-01,2,2
ARQUE,chagas viviendas,viviendas positivas,2016-12-01,7,7
CAMARGO,chagas viviendas,viviendas positivas,2016-12-01,3,3
CAPINOTA,chagas viviendas,viviendas positivas,2016-12-01,13,13
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas positivas,2016-12-01,2,2
CKOCHAS,chagas viviendas,viviendas positivas,2016-12-01,2,2
COCHABAMBA,chagas viviendas,viviendas positivas,2016-12-01,17,17
COTAGAITA,chagas viviendas,viviendas positivas,2016-12-01,22,22
CULPINA,chagas viviendas,viviendas positivas,2016-12-01,2,2
MOJOCOYA,chagas viviendas,viviendas positivas,2016-12-01,2,2
OMEREQUE,chagas viviendas,viviendas positivas,2016-12-01,3,3
PADCAYA,chagas viviendas,viviendas positivas,2016-12-01,2,2
PAMPA GRANDE,chagas viviendas,viviendas positivas,2016-12-01,7,7
PASORAPA,chagas viviendas,viviendas positivas,2016-12-01,8,8
POCOATA,chagas viviendas,viviendas positivas,2016-12-01,130,130
POJO (CBBA),chagas viviendas,viviendas positivas,2016-12-01,9,9
POROMA,chagas viviendas,viviendas positivas,2016-12-01,9,9
RAVELO,chagas viviendas,viviendas positivas,2016-12-01,1,1
SACABA,chagas viviendas,viviendas positivas,2016-12-01,9,9
SACABAMBA,chagas viviendas,viviendas positivas,2016-12-01,15,15
SAMAIPATA,chagas viviendas,viviendas positivas,2016-12-01,5,5
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2016-12-01,12,12
SANTIVAÑES,chagas viviendas,viviendas positivas,2016-12-01,21,21
SIPE SIPE,chagas viviendas,viviendas positivas,2016-12-01,1,1
TARABUCO,chagas viviendas,viviendas positivas,2016-12-01,12,12
TARATA,chagas viviendas,viviendas positivas,2016-12-01,1,1
TOLATA,chagas viviendas,viviendas positivas,2016-12-01,2,2
TORO TORO,chagas viviendas,viviendas positivas,2016-12-01,1,1
TOTORA(CBBA),chagas viviendas,viviendas positivas,2016-12-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2016-12-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2016-12-01,2,2
VILLA RIVERO,chagas viviendas,viviendas positivas,2016-12-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2016-12-01,2,2
VILLAZON,chagas viviendas,viviendas positivas,2016-12-01,1,1
