municipality,group,variable,month,Niñas(os) menores de 1 año que reciben alimento complementario,TOTAL
BATALLAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,71,71
BAURES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,4,4
BELEN DE ANDAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,10,10
BELEN DE URMIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,5,5
BELLA FLOR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,17,17
BETANZOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,215,215
BOLIVAR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,48,48
BOLPEBRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,3,3
BOYUIBE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,47,47
BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,10,10
CABEZAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,34,34
CAIROMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,64,64
"CAIZA ""D""",micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,44,44
CALACOTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,19,19
CALAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,73,73
CAMARGO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,56,56
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,12,12
CAMIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,153,153
CAPINOTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,118,118
CAQUIAVIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,17,17
CARACOLLO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,58,58
CARANAVI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,3,3
CARANGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,1,1
CARAPARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,3,3
CARIPUYO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,46,46
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,28,28
CATACORA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,10,10
CHACARILLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,6,6
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,212,212
CHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,60,60
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,26,26
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,9,9
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,77,77
CHIMORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,152,152
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,7,7
CHOQUE COTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,6,6
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,8,8
CHUMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,48,48
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,47,47
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,83,83
CLIZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,62,62
COBIJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,70,70
COCAPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,119,119
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,1563,1563
COIPASA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,4,4
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,125,125
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,54,54
COLLANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,4,4
COLOMI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,130,130
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,18,18
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,91,91
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,68,68
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,84,84
COMANCHE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,17,17
COMBAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,6,6
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,63,63
COPACABANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,32,32
CORIPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,74,74
CORO CORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,40,40
COROICO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,2,2
CORQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,21,21
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,126,126
COTOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,106,106
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,1,1
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,38,38
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,5,5
CUEVO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,29,29
CULPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,26,26
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,14,14
CURVA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,17,17
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,30,30
EL ALTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,1775,1775
EL CHORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,15,15
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,54,54
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,57,57
EL TORNO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,117,117
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,20,20
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,109,109
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,264,264
ESCARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,1,1
ESCOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,14,14
ESMERALDA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,2,2
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,19,19
EXALTACION,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,61,61
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,27,27
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,76,76
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,47,47
GUANAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,4,4
GUAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,27,27
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,2,2
HUACARETA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,31,31
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,6,6
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,3,3
HUANUNI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,90,90
HUARACAJE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,5,5
HUARINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,31,31
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,2,2
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,24,24
HUMANATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,29,29
ICHOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,31,31
ICLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,34,34
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,16,16
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,3,3
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,72,72
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,12,12
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,11,11
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,44,44
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,193,193
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,210,210
LA PAZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,38,38
LA RIVERA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,3,3
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,5,5
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,15,15
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,4,4
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,296,296
LLICA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,3,3
LORETO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,12,12
LURIBAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,55,55
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,21,21
MACHARETI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,18,18
MAIRANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,57,57
MALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,14,14
MAPIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,79,79
MINEROS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,3,3
MIZQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,104,104
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,64,64
MOJINETE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,3,3
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,55,55
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,26,26
MONTERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,27,27
MORO MORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,11,11
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,44,44
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,3,3
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,11,11
OCURI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,95,95
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,36,36
ORURO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,1410,1410
PADCAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,100,100
PADILLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,62,62
PAILON,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,33,33
PALCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,91,91
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,1,1
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,47,47
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,38,38
PASORAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,15,15
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,33,33
PAZÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,20,20
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,26,26
POCOATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,138,138
POCONA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,63,63
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,50,50
POOPO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,21,21
PORCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,94,94
POROMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,70,70
PORONGO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,50,50
PORVENIR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,26,26
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,3,3
POTOSI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,589,589
PRESTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,38,38
PUCARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,10,10
PUCARANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,201,201
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,31,31
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,55,55
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,39,39
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,91,91
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,20,20
PUERTO SILES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,12,12
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,54,54
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,19,19
PUNA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,113,113
PUNATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,134,134
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,8,8
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,647,647
QUIME,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,23,23
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,7,7
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,46,46
RAVELO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,100,100
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,40,40
ROBORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,94,94
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,90,90
SABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,23,23
SACABA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,781,781
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,18,18
SACACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,143,143
SAIPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,43,43
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,42,42
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,62,62
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,5,5
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,50,50
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,16,16
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,9,9
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,47,47
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,56,56
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,463,463
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,11,11
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,136,136
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,43,43
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,462,462
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,21,21
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,135,135
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,29,29
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,54,54
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,13,13
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,4,4
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,187,187
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,75,75
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,10,10
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,83,83
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,212,212
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,18,18
SAN PEDRO DE MACHA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,82,82
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,19,19
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,2,2
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,20,20
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,42,42
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,2810,2810
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,51,51
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,13,13
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,14,14
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,20,20
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,33,33
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,17,17
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,24,24
SENA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,47,47
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,160,160
SICAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,30,30
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,272,272
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,45,45
SORACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,55,55
SORATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,87,87
SUCRE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,1303,1303
TACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,8,8
TACACOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,16,16
TACOBAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,39,39
TACOPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,54,54
TAHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,8,8
TAPACARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,156,156
TARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,83,83
TARACO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,27,27
TARATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2021-01-01,55,55
