municipality,group,variable,month,Niñas(os) de 1 año que reciben alimento complementario,TOTAL
EL ALTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,3198,3198
EL CHORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,36,36
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,99,99
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,117,117
EL TORNO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,3,3
EL VILLAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,27,27
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,235,235
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,304,304
ESCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,4,4
ESCOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,33,33
ESMERALDA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,5,5
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,48,48
EXALTACION,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,5,5
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,150,150
FILADELFIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,70,70
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,113,113
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,86,86
GUAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,36,36
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,15,15
HUACARETA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,24,24
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,34,34
HUACHACALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,6,6
HUANUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,192,192
HUARINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,54,54
HUATAJATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,11,11
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,38,38
HUMANATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,36,36
ICHOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,41,41
ICLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,68,68
INCAHUASI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,126,126
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,4,4
INQUISIVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,91,91
IXIAMAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,37,37
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,69,69
LA ASUNTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,61,61
LA PAZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,151,151
LA RIVERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,4,4
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,3,3
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,20,20
LLALLAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,666,666
LLICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,20,20
LORETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,19,19
LURIBAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,29,29
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,34,34
MACHARETI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,61,61
MAIRANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,1,1
MALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,27,27
MAPIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,117,117
MINEROS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,39,39
MIZQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,226,226
MOCOMOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,81,81
MOJINETE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,7,7
MOJOCOYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,7,7
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,34,34
MONTERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,49,49
MORO MORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,29,29
MOROCHATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,118,118
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,6,6
OCURI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,181,181
ORURO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,2574,2574
PADCAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,159,159
PADILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,16,16
PAILON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,95,95
PALCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,152,152
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,35,35
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,87,87
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,69,69
PASORAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,29,29
PATACAMAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,200,200
PAZÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,46,46
PELECHUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,24,24
POCOATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,285,285
POCONA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,128,128
POJO (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,111,111
POOPO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,53,53
PORCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,135,135
POROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,189,189
PORONGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,79,79
PORVENIR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,3,3
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,16,16
POTOSI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,2372,2372
PRESTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,90,90
PUCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,15,15
PUCARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,314,314
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,76,76
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,117,117
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,45,45
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,97,97
PUERTO RICO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,2,2
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,595,595
PUNA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,225,225
PUNATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,315,315
QUIABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,17,17
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,1268,1268
QUIME,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,64,64
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,15,15
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,84,84
RAVELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,217,217
RIBERALTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,33,33
ROBORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,44,44
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,153,153
SABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,26,26
SACABA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,683,683
SACABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,33,33
SACACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,291,291
SAIPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,50,50
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,56,56
SAMAIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,9,9
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,11,11
SAN ANDRES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,55,55
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,21,21
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,18,18
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,28,28
SAN BENITO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,90,90
SAN BORJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,78,78
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,31,31
SAN CARLOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,54,54
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,10,10
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,723,723
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,48,48
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,144,144
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,48,48
SAN JULIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,187,187
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,2,2
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,25,25
SAN LUCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,439,439
SAN MATIAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,3,3
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,87,87
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,33,33
SAN PEDRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,158,158
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,419,419
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,51,51
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,58,58
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,6,6
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,34,34
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,52,52
SANTA ANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,50,50
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,1834,1834
SANTA ROSA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,10,10
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,81,81
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,28,28
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,34,34
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,38,38
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,63,63
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,34,34
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,69,69
SENA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,53,53
SHINAOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,295,295
SICAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,57,57
SIPE SIPE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,500,500
SOPACHUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,64,64
SORACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,82,82
SORATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,98,98
SUCRE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,2654,2654
TACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,6,6
TACACOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,52,52
TACOBAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,112,112
TACOPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,94,94
TAHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,8,8
TAPACARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,332,332
TARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,170,170
TARACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,35,35
TARATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,92,92
TARIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,951,951
TIAHUANACU,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,98,98
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,176,176
TIPUANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,5,5
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,165,165
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,235,235
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,4,4
TOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,63,63
TOLATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,59,59
TOLEDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,46,46
TOMAVE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,134,134
TOMINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,14,14
TORO TORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,141,141
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,165,165
TOTORA(ORR),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,69,69
TRIGAL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,7,7
TRINIDAD,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,135,135
TUPIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,410,410
TURCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,46,46
UMALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,77,77
UNCIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,282,282
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,45,45
URUBICHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,72,72
UYUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,258,258
VACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,104,104
VALLEGRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,135,135
VIACHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,42,42
VILA VILA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,63,63
VILLA CHARCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,136,136
VILLA MONTES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,19,19
VILLA RIVERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,79,79
VILLA SERRANO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,80,80
VILLA TUNARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,561,561
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,114,114
VILLAZON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,436,436
VINTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,205,205
WALDO BALLIVIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,21,21
YACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,70,70
YACUIBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,666,666
YAMPARAEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,64,64
YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,129,129
YOCALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,105,105
YOTALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,80,80
YUNCHARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,56,56
YUNGUYO DE LITORAL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,2,2
ZUDAÑEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-03-01,71,71
ACACIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,43,43
ACHOCALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,262,262
AIQUILE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,227,227
ALALAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,26,26
ALCALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,17,17
ALTO BENI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,85,85
ANCORAIMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,21,21
ANDAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,51,51
ANTEQUERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,28,28
ANZALDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,51,51
APOLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,148,148
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,52,52
ARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,55,55
ARBIETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,283,283
ARQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,164,164
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,8,8
ATOCHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,96,96
AUCAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,52,52
AYATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,37,37
AYO AYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,84,84
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,316,316
AZURDUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,1,1
BATALLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,98,98
BAURES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,5,5
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,17,17
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,9,9
BELLA FLOR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,27,27
BERMEJO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,45,45
BETANZOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,416,416
BOLIVAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,77,77
BOYUIBE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,41,41
CABEZAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,12,12
CAIROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,65,65
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,105,105
CALACOTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,25,25
CALAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,132,132
CAMARGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,105,105
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,22,22
CAMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,171,171
CAPINOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,208,208
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,97,97
CARACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,6,6
CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,1,1
CARAPARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,141,141
CARIPUYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,66,66
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,46,46
CATACORA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,21,21
CHACARILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,6,6
CHALLAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,382,382
CHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,123,123
CHARAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,28,28
CHARAÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,22,22
CHAYANTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,153,153
CHIMORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,272,272
CHIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,17,17
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,17,17
CHUA COCANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,16,16
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,9,9
CHUMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,96,96
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,92,92
CKOCHAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,166,166
CLIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,139,139
COBIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,74,74
COCAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,230,230
COCHABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,2643,2643
COIPASA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,5,5
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,195,195
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-04-01,142,142
