municipality,group,variable,month,Niñas(os) RN con lactancia materna inmediata,TOTAL
BATALLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,22,22
BAURES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
BELLA FLOR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
BERMEJO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,25,25
BETANZOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,31,31
BOLIVAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,4,4
BOYUIBE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,10,10
CABEZAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,68,68
CAIROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,12,12
"CAIZA ""D""",micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,9,9
CAJUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,20,20
CALACOTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,4,4
CALAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,14,14
CAMARGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,6,6
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
CAMIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,18,18
CAPINOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,9,9
CAQUIAVIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
CARACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,13,13
CARANAVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,86,86
CARAPARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,8,8
CARIPUYO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,6,6
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
CHACARILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
CHALLAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,42,42
CHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,11,11
CHARAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,21,21
CHARAÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
CHAYANTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,20,20
CHIMORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,26,26
CHOQUE COTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
CHUA COCANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,16,16
CHUMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,11,11
CKOCHAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,24,24
CLIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,35,35
COBIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
COCAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,21,21
COCHABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,900,900
COLCAPIRHUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,25,25
"COLCHA ""K""",micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,6,6
COLLANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
COLOMI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,20,20
COLQUECHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,28,28
COLQUENCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,15,15
COLQUIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,11,11
COMARAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,30,30
COMBAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
CONCEPCION,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,33,33
COPACABANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,14,14
CORIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,15,15
CORO CORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
COROICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,10,10
CORQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
COTAGAITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,10,10
COTOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,57,57
CUATRO CAÑADAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,25,25
CUEVO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
CULPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,16,16
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
CURVA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,4,4
DESAGUADERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,7,7
EL ALTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,514,514
EL CHORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
EL PUENTE(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
EL PUENTE(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,10,10
EL VILLAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
ENTRE RIOS TRJ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,22,22
ENTRE RIOS CBBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,26,26
ESCOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
FILADELFIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
GENERAL SAAVEDRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,10,10
GUANAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,16,16
GUAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,13,13
GUAYARAMERIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,41,41
GUTIERREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
HUACARETA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,8,8
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
HUACHACALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,4,4
HUANUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,14,14
HUARACAJE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
HUMANATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,7,7
ICHOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
ICLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,9,9
INCAHUASI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,16,16
INQUISIVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,14,14
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,17,17
IXIAMAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,8,8
JESUS DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,12,12
LA ASUNTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,55,55
LA GUARDIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,41,41
LA PAZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,386,386
LAGUNILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
LAJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,11,11
LAS CARRERAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
LICOMA PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
LLALLAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,45,45
LLICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,8,8
LORETO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
LURIBAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
MACHACAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
MACHARETI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,8,8
MAGDALENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
MAIRANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,7,7
MALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
MAPIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,19,19
MECAPACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,6,6
MINEROS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
MIZQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,21,21
MOCOMOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,16,16
MOJOCOYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,8,8
MONTEAGUDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,19,19
MONTERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,241,241
MORO MORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
MOROCHATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
OCURI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,18,18
OKINAWA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,8,8
OMEREQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,8,8
ORURO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,314,314
PADCAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,9,9
PADILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
PAILON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,10,10
PALCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,14,14
PALOS BLANCOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,37,37
PAMPA AULLAGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
PAMPA GRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,4,4
PAPEL PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,4,4
PASORAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
PATACAMAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,32,32
PAZÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,6,6
PELECHUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,6,6
POCOATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,35,35
POCONA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,17,17
POJO (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,15,15
POOPO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,4,4
PORCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,9,9
POROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,17,17
PORTACHUELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,17,17
PORVENIR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
POTOSI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,68,68
PRESTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,11,11
PUCARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,30,30
PUERTO ACOSTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,15,15
PUERTO CARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,7,7
PUERTO GONZALO MORENO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,6,6
PUERTO PEREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
PUERTO QUIJARRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,10,10
PUERTO RICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,11,11
PUERTO SUAREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,33,33
PUERTO VILLARROEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,51,51
PUNA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,15,15
PUNATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,51,51
QUIABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
QUILLACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,146,146
QUIME,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,9,9
QUIRUSILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,7,7
RAVELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,8,8
REYES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,11,11
RIBERALTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,140,140
ROBORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,19,19
RURRENABAQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
SABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
SACABA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,182,182
SACABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
SACACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,33,33
SAIPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,7,7
SAMAIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
SAN AGUSTIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
SAN ANDRES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,8,8
SAN BENITO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
SAN BORJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,56,56
SAN BUENA VENTURA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,25,25
SAN CARLOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,8,8
SAN IGNACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,20,20
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,50,50
SAN JAVIER(BNI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
SAN JAVIER(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,29,29
SAN JOAQUIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,6,6
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,23,23
SAN JULIAN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,10,10
SAN LORENZO(PND),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
SAN LORENZO(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,13,13
SAN LUCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,48,48
SAN MATIAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,18,18
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,15,15
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
SAN PEDRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,40,40
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,4,4
SAN PEDRO DE MACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,41,41
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
SAN RAFAEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,12,12
SAN RAMON BENI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,6,6
SAN RAMON SCZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,12,12
SANTA ANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,34,34
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,1103,1103
SANTA ROSA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,10,10
SANTA ROSA DEL SARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,11,11
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
SANTIAGO DE HUARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,4,4
SANTIAGO DE HUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,12,12
SANTIAGO DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
SANTIVAÑES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,4,4
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
SAPAHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,9,9
SENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,10,10
SHINAOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,33,33
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,22,22
SICAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
SIPE SIPE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,42,42
SOPACHUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,9,9
SORACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,8,8
SORATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,25,25
SUCRE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,183,183
TACACOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
TACOBAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,8,8
TACOPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
TAPACARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,24,24
TARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,15,15
TARACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,4,4
TARATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
TARIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,240,240
TARVITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,17,17
TEOPONTE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,15,15
TIAHUANACU,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,17,17
TINGUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,20,20
TIPUANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,6,6
TIQUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,47,47
TIRAQUE (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,26,26
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
TOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,7,7
TOLATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,4,4
TOLEDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
TOMAVE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,7,7
TOMINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,6,6
TORO TORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,20,20
TOTORA(CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,26,26
TOTORA(ORR),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
TRINIDAD,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,11,11
TUPIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,8,8
TURCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
UMALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,9,9
UNCIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,19,19
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
URUBICHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
UYUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,27,27
VACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,10,10
VALLEGRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,10,10
VIACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,59,59
VILA VILA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
VILLA CHARCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,21,21
VILLA MONTES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,67,67
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,2,2
VILLA RIVERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,3,3
VILLA SERRANO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,7,7
VILLA TUNARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,153,153
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,5,5
VILLAZON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,32,32
VINTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2021-01-01,34,34
