municipality,group,variable,month,Niñas(os) de 1 año con dosis completa de hierro,TOTAL
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,9,9
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,30,30
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,20,20
COLQUIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,21,21
COMANCHE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,1,1
COMARAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,28,28
COMBAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,3,3
CONCEPCION,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,28,28
COPACABANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,18,18
CORIPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,33,33
CORO CORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,4,4
COROICO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,16,16
CORQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,6,6
COTAGAITA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,23,23
COTOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,103,103
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,1,1
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,29,29
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,3,3
CUEVO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,4,4
CULPINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,21,21
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,1,1
CURVA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,2,2
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,8,8
EL ALTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,783,783
EL CHORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,6,6
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,29,29
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,9,9
EL TORNO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,94,94
EL VILLAR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,5,5
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,28,28
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,73,73
ESCOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,6,6
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,1,1
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,3,3
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,18,18
FILADELFIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,16,16
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,15,15
GUANAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,25,25
GUAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,3,3
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,53,53
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,16,16
HUACARETA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,8,8
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,5,5
HUANUNI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,39,39
HUARACAJE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,1,1
HUARINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,11,11
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,6,6
HUMANATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,4,4
ICHOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,6,6
ICLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,7,7
INCAHUASI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,7,7
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,1,1
INQUISIVI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,24,24
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,26,26
IXIAMAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,24,24
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,23,23
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,40,40
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,231,231
LA PAZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,339,339
LA RIVERA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,2,2
LAJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,13,13
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,5,5
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,62,62
LLICA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,2,2
LORETO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,1,1
LURIBAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,11,11
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,5,5
MACHARETI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,6,6
MAGDALENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,4,4
MAIRANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,20,20
MALLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,7,7
MAPIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,26,26
MECAPACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,30,30
MINEROS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,4,4
MIZQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,30,30
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,14,14
MOJINETE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,2,2
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,8,8
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,23,23
MONTERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,170,170
MORO MORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,8,8
MOROCHATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,1,1
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,2,2
OCURI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,22,22
OKINAWA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,21,21
OMEREQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,20,20
ORURO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,300,300
PADCAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,28,28
PADILLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,6,6
PAILON,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,75,75
PALCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,23,23
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,35,35
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,2,2
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,21,21
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,2,2
PASORAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,10,10
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,34,34
PAZÑA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,8,8
PELECHUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,12,12
POCOATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,34,34
POCONA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,19,19
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,12,12
POOPO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,3,3
PORCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,10,10
POROMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,17,17
PORONGO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,17,17
PORVENIR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,5,5
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,3,3
POTOSI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,275,275
PRESTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,8,8
PUCARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,2,2
PUCARANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,44,44
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,16,16
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,23,23
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,9,9
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,5,5
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,13,13
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,8,8
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,8,8
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,18,18
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,86,86
PUNA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,29,29
PUNATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,41,41
QUIABAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,6,6
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,159,159
QUIME,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,10,10
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,15,15
RAVELO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,23,23
REYES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,18,18
RIBERALTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,137,137
ROBORE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,9,9
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,13,13
SABAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,5,5
SACABA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,173,173
SACABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,3,3
SACACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,29,29
SAIPINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,11,11
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,19,19
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,20,20
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,15,15
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,8,8
SAN BENITO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,6,6
SAN BORJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,90,90
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,4,4
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,14,14
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,21,21
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,101,101
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,5,5
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,32,32
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,14,14
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,41,41
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,9,9
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,37,37
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,12,12
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,20,20
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,54,54
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,19,19
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,45,45
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,4,4
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,20,20
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,31,31
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,4,4
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,27,27
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,4,4
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,9,9
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,7,7
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,2,2
SANTA ANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,2,2
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,1079,1079
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,23,23
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,5,5
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,2,2
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,4,4
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,4,4
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,5,5
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,15,15
SENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,2,2
SHINAOTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,42,42
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,28,28
SICAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,5,5
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,70,70
SOPACHUY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,4,4
SORACACHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,4,4
SORATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,23,23
SUCRE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,295,295
TACACOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,6,6
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,12,12
TACOPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,8,8
TAPACARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,28,28
TARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,20,20
TARACO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,1,1
TARATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,7,7
TARIJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,208,208
TARVITA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,10,10
TEOPONTE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,14,14
TIAHUANACU,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,13,13
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,15,15
TIPUANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,18,18
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2021-01-01,84,84
