municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,3,3
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,4,4
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,20,20
CAIROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,3,3
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,3,3
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,4,4
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,5,5
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,2,2
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,2,2
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,3,3
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,24,24
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,2,2
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,5,5
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,3,3
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,2,2
MECAPACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
MOJINETE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,9,9
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,4,4
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,6,6
PORONGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,5,5
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,3,3
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,2,2
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,10,10
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
SAN JULIAN,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,3,3
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,3,3
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,7,7
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,6,6
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,3,3
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,30,30
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,2,2
YOCALLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
ALTO BENI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,3,3
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
BOLIVAR,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,20,20
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,14,14
COMARAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,3,3
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,3,3
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
PADCAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,4,4
POTOSI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,4,4
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,6,6
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,4,4
SABAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,8,8
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,7,7
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,10,10
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,4,4
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,10,10
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,7,7
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,4,4
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,3,3
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,2,2
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,4,4
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-06-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
ACHOCALLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
ALTO BENI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,4,4
AYATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
BATALLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
BELEN DE URMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
BOLIVAR,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,30,30
CALAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,6,6
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,12,12
COLQUENCHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,4,4
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
ESCOMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
GUANAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,3,3
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,3,3
INCAHUASI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,3,3
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
LURIBAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,3,3
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,6,6
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,4,4
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,3,3
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,6,6
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,5,5
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,3,3
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,7,7
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,6,6
TARVITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,11,11
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,7,7
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,3,3
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-07-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,6,6
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
BAURES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,21,21
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,3,3
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,2,2
CHUMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,5,5
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,11,11
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,3,3
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,2,2
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,2,2
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,5,5
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,3,3
LAJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,4,4
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,2,2
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,3,3
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,3,3
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,4,4
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,5,5
PORCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,9,9
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-08-01,5,5
