municipality,group,variable,month,RN con alojamiento conjunto,TOTAL
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,35,35
VACAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,6,6
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,43,43
VILA VILA,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,92,92
VILLA RIVERO,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,5,5
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,6,6
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,64,64
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,5,5
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,53,53
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,66,66
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,2,2
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,16,16
YACO,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,1,1
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,11,11
YAMPARAEZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,1,1
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,92,92
YOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,1,1
YOTALA,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,11,11
ZUDAÑEZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-03-01,7,7
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,7,7
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,23,23
ACHOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,5,5
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,24,24
ALALAY,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
ARAMPAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
ARANI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,9,9
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,22,22
AZURDUY,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,7,7
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,5,5
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,38,38
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,4,4
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,9,9
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,17,17
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
CALACOTO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,11,11
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,24,24
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,16,16
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,14,14
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,37,37
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,8,8
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,40,40
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,3,3
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,25,25
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,4,4
CHIMORE,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,23,23
CHIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,32,32
CHUMA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,13,13
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,31,31
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,113,113
COCAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,16,16
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1005,1005
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,39,39
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,3,3
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,9,9
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,29,29
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,33,33
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,23,23
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,6,6
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,88,88
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,15,15
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
CUEVO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1414,1414
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,6,6
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,120,120
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,16,16
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,39,39
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,6,6
EUREKA (SANTOS MERCADO),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,6,6
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
GUANAY,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,16,16
GUTIERREZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,8,8
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,21,21
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,6,6
INCAHUASI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,4,4
INGAVI (HUMAITA),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
IXIAMAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,11,11
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,66,66
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,630,630
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
LORETO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,6,6
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,26,26
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,21,21
MAPIRI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,12,12
MINEROS,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,12,12
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,29,29
MOCOMOCO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,44,44
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,22,22
MOROCHATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,6,6
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1359,1359
PADCAYA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,4,4
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,20,20
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,22,22
PALOS BLANCOS,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,18,18
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,43,43
POCOATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,7,7
POCONA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,5,5
POJO (CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,12,12
POOPO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,3,3
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,7,7
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,8,8
PORONGO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,5,5
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,3,3
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,388,388
PUERTO ACOSTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,8,8
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,28,28
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,10,10
PUERTO SILES,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,53,53
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,112,112
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,8,8
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,67,67
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,202,202
RAVELO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,8,8
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,14,14
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,249,249
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,27,27
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,38,38
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,154,154
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,10,10
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,7,7
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,11,11
SAMAIPATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,9,9
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,8,8
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,86,86
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,4,4
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,32,32
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,35,35
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,104,104
SAN JAVIER(BNI),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,28,28
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,11,11
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,37,37
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,6,6
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,71,71
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,4,4
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,35,35
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,24,24
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,6,6
SAN PEDRO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,15,15
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,9,9
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,22,22
SANTA ANA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,40,40
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1971,1971
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
SANTIVAÑES,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,11,11
SIPE SIPE,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,15,15
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,3,3
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,422,422
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,11,11
TARATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,4,4
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,478,478
TARVITA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,12,12
TINGUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,93,93
TIRAQUE (CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,11,11
TOLEDO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,4,4
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,4,4
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,23,23
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,317,317
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,61,61
TURCO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
UMALA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,18,18
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,6,6
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,39,39
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,5,5
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,37,37
VILA VILA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,79,79
VILLA RIVERO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,6,6
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,5,5
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,78,78
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,6,6
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,50,50
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,42,42
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,1,1
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,10,10
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,32,32
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,124,124
YOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,2,2
YOTALA,atencion de partos en servicios,rn con alojamiento conjunto,2017-04-01,11,11
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1,1
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,25,25
ACHOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,5,5
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,36,36
ALALAY,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1,1
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,2,2
ANDAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1,1
ANTEQUERA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1,1
ARAMPAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,3,3
ARANI,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,9,9
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,58,58
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,22,22
AZURDUY,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1,1
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,5,5
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1,1
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,33,33
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,4,4
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,10,10
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,25,25
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1,1
CALACOTO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1,1
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,10,10
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,2,2
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,87,87
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,19,19
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,20,20
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,56,56
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1,1
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,5,5
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,4,4
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,35,35
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,3,3
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,35,35
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,9,9
CHIMORE,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,23,23
CHIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,4,4
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,24,24
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,8,8
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,2,2
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,32,32
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,129,129
COCAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,14,14
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,941,941
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,58,58
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,2,2
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,15,15
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,29,29
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,31,31
CORO CORO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,4,4
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,17,17
CORQUE,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,4,4
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,9,9
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,84,84
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,21,21
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1,1
CUEVO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,2,2
CULPINA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,3,3
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1339,1339
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,9,9
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,107,107
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,25,25
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,33,33
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,3,3
EXALTACION,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,10,10
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,4,4
GENERAL SAAVEDRA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,15,15
GUANAY,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,13,13
GUTIERREZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,9,9
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,8,8
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,4,4
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,19,19
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,2,2
INCAHUASI,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,5,5
INGAVI (HUMAITA),atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1,1
IXIAMAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,6,6
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,82,82
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,807,807
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,5,5
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,3,3
LORETO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1,1
MACHACAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,2,2
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,5,5
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,19,19
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,15,15
MAPIRI,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,10,10
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,21,21
MOCOMOCO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1,1
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,43,43
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,22,22
MOROCHATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1,1
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,12,12
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,1289,1289
PADCAYA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,10,10
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,18,18
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,56,56
PALOS BLANCOS,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,23,23
PAPEL PAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,4,4
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2017-05-01,35,35
