municipality,group,variable,month,Cesáreas,TOTAL
ACHACACHI,atencion de partos en servicios,cesareas,2017-01-01,7,7
AIQUILE,atencion de partos en servicios,cesareas,2017-01-01,5,5
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2017-01-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,cesareas,2017-01-01,2,2
BERMEJO,atencion de partos en servicios,cesareas,2017-01-01,14,14
CAMARGO,atencion de partos en servicios,cesareas,2017-01-01,10,10
CAMIRI,atencion de partos en servicios,cesareas,2017-01-01,52,52
CARACOLLO,atencion de partos en servicios,cesareas,2017-01-01,2,2
CARANAVI,atencion de partos en servicios,cesareas,2017-01-01,20,20
CHALLAPATA,atencion de partos en servicios,cesareas,2017-01-01,8,8
CHARAGUA,atencion de partos en servicios,cesareas,2017-01-01,13,13
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2017-01-01,9,9
CLIZA,atencion de partos en servicios,cesareas,2017-01-01,5,5
COBIJA,atencion de partos en servicios,cesareas,2017-01-01,83,83
COCHABAMBA,atencion de partos en servicios,cesareas,2017-01-01,825,825
COLCAPIRHUA,atencion de partos en servicios,cesareas,2017-01-01,21,21
COMARAPA,atencion de partos en servicios,cesareas,2017-01-01,14,14
COROICO,atencion de partos en servicios,cesareas,2017-01-01,5,5
COTOCA,atencion de partos en servicios,cesareas,2017-01-01,1,1
CULPINA,atencion de partos en servicios,cesareas,2017-01-01,3,3
EL ALTO,atencion de partos en servicios,cesareas,2017-01-01,379,379
EL TORNO,atencion de partos en servicios,cesareas,2017-01-01,50,50
ENTRE RIOS TRJ,atencion de partos en servicios,cesareas,2017-01-01,5,5
ESCOMA,atencion de partos en servicios,cesareas,2017-01-01,2,2
GUANAY,atencion de partos en servicios,cesareas,2017-01-01,1,1
GUAYARAMERIN,atencion de partos en servicios,cesareas,2017-01-01,42,42
HUANUNI,atencion de partos en servicios,cesareas,2017-01-01,5,5
LA PAZ,atencion de partos en servicios,cesareas,2017-01-01,721,721
LLALLAGUA,atencion de partos en servicios,cesareas,2017-01-01,10,10
MAGDALENA,atencion de partos en servicios,cesareas,2017-01-01,3,3
MAIRANA,atencion de partos en servicios,cesareas,2017-01-01,18,18
MIZQUE,atencion de partos en servicios,cesareas,2017-01-01,2,2
MONTEAGUDO,atencion de partos en servicios,cesareas,2017-01-01,13,13
MONTERO,atencion de partos en servicios,cesareas,2017-01-01,251,251
ORURO,atencion de partos en servicios,cesareas,2017-01-01,355,355
PADILLA,atencion de partos en servicios,cesareas,2017-01-01,10,10
PAILON,atencion de partos en servicios,cesareas,2017-01-01,14,14
PATACAMAYA,atencion de partos en servicios,cesareas,2017-01-01,1,1
PORTACHUELO,atencion de partos en servicios,cesareas,2017-01-01,17,17
POTOSI,atencion de partos en servicios,cesareas,2017-01-01,155,155
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2017-01-01,7,7
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2017-01-01,17,17
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2017-01-01,12,12
PUNATA,atencion de partos en servicios,cesareas,2017-01-01,23,23
QUILLACOLLO,atencion de partos en servicios,cesareas,2017-01-01,74,74
REYES,atencion de partos en servicios,cesareas,2017-01-01,3,3
RIBERALTA,atencion de partos en servicios,cesareas,2017-01-01,79,79
ROBORE,atencion de partos en servicios,cesareas,2017-01-01,12,12
RURRENABAQUE,atencion de partos en servicios,cesareas,2017-01-01,13,13
SACABA,atencion de partos en servicios,cesareas,2017-01-01,73,73
SAN BORJA,atencion de partos en servicios,cesareas,2017-01-01,16,16
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2017-01-01,5,5
SAN CARLOS,atencion de partos en servicios,cesareas,2017-01-01,1,1
SAN IGNACIO,atencion de partos en servicios,cesareas,2017-01-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2017-01-01,36,36
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2017-01-01,6,6
SAN JOAQUIN,atencion de partos en servicios,cesareas,2017-01-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2017-01-01,24,24
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2017-01-01,5,5
SAN JULIAN,atencion de partos en servicios,cesareas,2017-01-01,5,5
SAN LUCAS,atencion de partos en servicios,cesareas,2017-01-01,4,4
SAN RAMON BENI,atencion de partos en servicios,cesareas,2017-01-01,3,3
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2017-01-01,1,1
SANTA ANA,atencion de partos en servicios,cesareas,2017-01-01,15,15
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2017-01-01,2140,2140
SANTA ROSA,atencion de partos en servicios,cesareas,2017-01-01,1,1
SHINAOTA,atencion de partos en servicios,cesareas,2017-01-01,12,12
SUCRE,atencion de partos en servicios,cesareas,2017-01-01,259,259
TARABUCO,atencion de partos en servicios,cesareas,2017-01-01,2,2
TARIJA,atencion de partos en servicios,cesareas,2017-01-01,250,250
TIQUIPAYA,atencion de partos en servicios,cesareas,2017-01-01,26,26
TOTORA(CBBA),atencion de partos en servicios,cesareas,2017-01-01,1,1
TRINIDAD,atencion de partos en servicios,cesareas,2017-01-01,143,143
TUPIZA,atencion de partos en servicios,cesareas,2017-01-01,23,23
UNCIA,atencion de partos en servicios,cesareas,2017-01-01,9,9
UYUNI,atencion de partos en servicios,cesareas,2017-01-01,6,6
VALLEGRANDE,atencion de partos en servicios,cesareas,2017-01-01,16,16
VIACHA,atencion de partos en servicios,cesareas,2017-01-01,1,1
VILLA MONTES,atencion de partos en servicios,cesareas,2017-01-01,36,36
VILLA TUNARI,atencion de partos en servicios,cesareas,2017-01-01,22,22
VILLAZON,atencion de partos en servicios,cesareas,2017-01-01,9,9
VINTO,atencion de partos en servicios,cesareas,2017-01-01,2,2
WARNES,atencion de partos en servicios,cesareas,2017-01-01,27,27
YACUIBA,atencion de partos en servicios,cesareas,2017-01-01,79,79
YAPACANI,atencion de partos en servicios,cesareas,2017-01-01,48,48
ACHACACHI,atencion de partos en servicios,cesareas,2017-02-01,7,7
AIQUILE,atencion de partos en servicios,cesareas,2017-02-01,5,5
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2017-02-01,26,26
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,cesareas,2017-02-01,1,1
BAURES,atencion de partos en servicios,cesareas,2017-02-01,1,1
BERMEJO,atencion de partos en servicios,cesareas,2017-02-01,19,19
CAMARGO,atencion de partos en servicios,cesareas,2017-02-01,15,15
CAMIRI,atencion de partos en servicios,cesareas,2017-02-01,65,65
CARACOLLO,atencion de partos en servicios,cesareas,2017-02-01,2,2
CARANAVI,atencion de partos en servicios,cesareas,2017-02-01,35,35
CHALLAPATA,atencion de partos en servicios,cesareas,2017-02-01,5,5
CHARAGUA,atencion de partos en servicios,cesareas,2017-02-01,9,9
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2017-02-01,11,11
CLIZA,atencion de partos en servicios,cesareas,2017-02-01,8,8
COBIJA,atencion de partos en servicios,cesareas,2017-02-01,68,68
COCHABAMBA,atencion de partos en servicios,cesareas,2017-02-01,843,843
COLCAPIRHUA,atencion de partos en servicios,cesareas,2017-02-01,13,13
COMARAPA,atencion de partos en servicios,cesareas,2017-02-01,11,11
COROICO,atencion de partos en servicios,cesareas,2017-02-01,5,5
COTOCA,atencion de partos en servicios,cesareas,2017-02-01,8,8
CULPINA,atencion de partos en servicios,cesareas,2017-02-01,8,8
