municipality,group,variable,month,Nacidos muertos,TOTAL
MAGDALENA,atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
MAIRANA,atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2017-02-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos,2017-02-01,9,9
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2017-02-01,8,8
PRESTO,atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2017-02-01,2,2
PUNATA,atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2017-02-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos,2017-02-01,2,2
SAIPINA,atencion de partos en servicios,nacidos muertos,2017-02-01,6,6
SAN BORJA,atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2017-02-01,26,26
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2017-02-01,8,8
TRINIDAD,atencion de partos en servicios,nacidos muertos,2017-02-01,3,3
TUPIZA,atencion de partos en servicios,nacidos muertos,2017-02-01,6,6
UYUNI,atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2017-02-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2017-02-01,2,2
YAPACANI,atencion de partos en servicios,nacidos muertos,2017-02-01,3,3
AIQUILE,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2017-03-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos,2017-03-01,3,3
CLIZA,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2017-03-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2017-03-01,22,22
COROICO,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2017-03-01,21,21
EL PUENTE(STC),atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
EL TORNO,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
ESCOMA,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2017-03-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos,2017-03-01,15,15
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2017-03-01,2,2
MAPIRI,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2017-03-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2017-03-01,10,10
POCOATA,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2017-03-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2017-03-01,2,2
PUNATA,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2017-03-01,2,2
REYES,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2017-03-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos,2017-03-01,2,2
SACACA,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2017-03-01,4,4
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2017-03-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2017-03-01,32,32
SHINAOTA,atencion de partos en servicios,nacidos muertos,2017-03-01,3,3
SUCRE,atencion de partos en servicios,nacidos muertos,2017-03-01,6,6
TARABUCO,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2017-03-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos muertos,2017-03-01,6,6
TUPIZA,atencion de partos en servicios,nacidos muertos,2017-03-01,4,4
VALLEGRANDE,atencion de partos en servicios,nacidos muertos,2017-03-01,6,6
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2017-03-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2017-03-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos,2017-03-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2017-03-01,3,3
AIQUILE,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2017-04-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos,2017-04-01,5,5
COBIJA,atencion de partos en servicios,nacidos muertos,2017-04-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2017-04-01,25,25
EL ALTO,atencion de partos en servicios,nacidos muertos,2017-04-01,15,15
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2017-04-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos,2017-04-01,18,18
MAGDALENA,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2017-04-01,5,5
ORURO,atencion de partos en servicios,nacidos muertos,2017-04-01,5,5
PAILON,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2017-04-01,7,7
PUNATA,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2017-04-01,2,2
REYES,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2017-04-01,2,2
ROBORE,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2017-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2017-04-01,35,35
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2017-04-01,4,4
TARIJA,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2017-04-01,3,3
UNCIA,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2017-04-01,3,3
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2017-04-01,1,1
ALTO BENI,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2017-05-01,6,6
CLIZA,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2017-05-01,24,24
COLQUECHACA,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
CUATRO CAÑADAS,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2017-05-01,21,21
GUAQUI,atencion de partos en servicios,nacidos muertos,2017-05-01,2,2
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2017-05-01,3,3
LA PAZ,atencion de partos en servicios,nacidos muertos,2017-05-01,14,14
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2017-05-01,2,2
MINEROS,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2017-05-01,4,4
MOROCHATA,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2017-05-01,7,7
PADILLA,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos,2017-05-01,2,2
PAMPA AULLAGAS,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2017-05-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2017-05-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2017-05-01,2,2
SAN ANDRES,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2017-05-01,2,2
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2017-05-01,20,20
SUCRE,atencion de partos en servicios,nacidos muertos,2017-05-01,4,4
TARIJA,atencion de partos en servicios,nacidos muertos,2017-05-01,3,3
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2017-05-01,2,2
TUPIZA,atencion de partos en servicios,nacidos muertos,2017-05-01,9,9
UNCIA,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
VILLA CHARCAS,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2017-05-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2017-05-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2017-05-01,2,2
BETANZOS,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2017-06-01,3,3
CHARAGUA,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
COCAPATA,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2017-06-01,12,12
COLQUECHACA,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
COMARAPA,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
COROICO,atencion de partos en servicios,nacidos muertos,2017-06-01,2,2
EL ALTO,atencion de partos en servicios,nacidos muertos,2017-06-01,25,25
EL PUENTE(STC),atencion de partos en servicios,nacidos muertos,2017-06-01,3,3
INCAHUASI,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2017-06-01,12,12
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2017-06-01,3,3
MONTERO,atencion de partos en servicios,nacidos muertos,2017-06-01,10,10
ORURO,atencion de partos en servicios,nacidos muertos,2017-06-01,7,7
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2017-06-01,8,8
PUCARANI,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2017-06-01,2,2
PUNATA,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2017-06-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos,2017-06-01,3,3
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2017-06-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2017-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2017-06-01,40,40
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
SAPAHAQUI,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2017-06-01,5,5
TARIJA,atencion de partos en servicios,nacidos muertos,2017-06-01,3,3
TRINIDAD,atencion de partos en servicios,nacidos muertos,2017-06-01,5,5
TUPIZA,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2017-06-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2017-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
BETANZOS,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
CABEZAS,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2017-07-01,9,9
CULPINA,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2017-07-01,16,16
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2017-07-01,3,3
HUACARETA,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2017-07-01,18,18
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2017-07-01,2,2
MONTERO,atencion de partos en servicios,nacidos muertos,2017-07-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos,2017-07-01,8,8
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2017-07-01,6,6
PUERTO RICO,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2017-07-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2017-07-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2017-07-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos muertos,2017-07-01,3,3
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos,2017-07-01,2,2
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2017-07-01,35,35
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2017-07-01,2,2
SUCRE,atencion de partos en servicios,nacidos muertos,2017-07-01,8,8
TARIJA,atencion de partos en servicios,nacidos muertos,2017-07-01,3,3
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
TRIGAL,atencion de partos en servicios,nacidos muertos,2017-07-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos muertos,2017-07-01,3,3
TUPIZA,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2017-07-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2017-07-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2017-07-01,2,2
BUENA VISTA,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2017-08-01,4,4
CHARAGUA,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2017-08-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2017-08-01,12,12
CONCEPCION,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2017-08-01,15,15
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
GUANAY,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2017-08-01,2,2
HUANUNI,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2017-08-01,17,17
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
LURIBAY,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2017-08-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2017-08-01,2,2
PAILON,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2017-08-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2017-08-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2017-08-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2017-08-01,2,2
REYES,atencion de partos en servicios,nacidos muertos,2017-08-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos,2017-08-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2017-08-01,5,5
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2017-08-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2017-08-01,23,23
SUCRE,atencion de partos en servicios,nacidos muertos,2017-08-01,7,7
TARABUCO,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2017-08-01,3,3
TUPIZA,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2017-08-01,3,3
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2017-08-01,5,5
YAMPARAEZ,atencion de partos en servicios,nacidos muertos,2017-08-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2017-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2017-09-01,1,1
ATOCHA,atencion de partos en servicios,nacidos muertos,2017-09-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2017-09-01,3,3
CARANAVI,atencion de partos en servicios,nacidos muertos,2017-09-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2017-09-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2017-09-01,17,17
COROICO,atencion de partos en servicios,nacidos muertos,2017-09-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2017-09-01,16,16
EL CHORO,atencion de partos en servicios,nacidos muertos,2017-09-01,2,2
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos muertos,2017-09-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2017-09-01,1,1
GUTIERREZ,atencion de partos en servicios,nacidos muertos,2017-09-01,1,1
HUANUNI,atencion de partos en servicios,nacidos muertos,2017-09-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos muertos,2017-09-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2017-09-01,12,12
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2017-09-01,1,1
