municipality,group,variable,month,Vaginales,TOTAL
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2015-03-01,11,11
SANTA ANA,atencion de partos en servicios,vaginales,2015-03-01,29,29
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2015-03-01,1718,1718
SANTA ROSA,atencion de partos en servicios,vaginales,2015-03-01,13,13
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2015-03-01,11,11
SANTIAGO DE CALLAPA,atencion de partos en servicios,vaginales,2015-03-01,3,3
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2015-03-01,8,8
SANTIAGO DE HUATA,atencion de partos en servicios,vaginales,2015-03-01,2,2
SANTIAGO DE MACHACA,atencion de partos en servicios,vaginales,2015-03-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicios,vaginales,2015-03-01,3,3
SAPAHAQUI,atencion de partos en servicios,vaginales,2015-03-01,1,1
SENA,atencion de partos en servicios,vaginales,2015-03-01,9,9
SHINAOTA,atencion de partos en servicios,vaginales,2015-03-01,39,39
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2015-03-01,15,15
SIPE SIPE,atencion de partos en servicios,vaginales,2015-03-01,38,38
SOPACHUY,atencion de partos en servicios,vaginales,2015-03-01,8,8
SORACACHI,atencion de partos en servicios,vaginales,2015-03-01,5,5
SORATA,atencion de partos en servicios,vaginales,2015-03-01,11,11
SUCRE,atencion de partos en servicios,vaginales,2015-03-01,318,318
TACACOMA,atencion de partos en servicios,vaginales,2015-03-01,1,1
TACOBAMBA,atencion de partos en servicios,vaginales,2015-03-01,2,2
TACOPAYA,atencion de partos en servicios,vaginales,2015-03-01,2,2
TAHUA,atencion de partos en servicios,vaginales,2015-03-01,1,1
TAPACARI,atencion de partos en servicios,vaginales,2015-03-01,1,1
TARABUCO,atencion de partos en servicios,vaginales,2015-03-01,15,15
TARACO,atencion de partos en servicios,vaginales,2015-03-01,3,3
TARATA,atencion de partos en servicios,vaginales,2015-03-01,5,5
TARIJA,atencion de partos en servicios,vaginales,2015-03-01,266,266
TARVITA,atencion de partos en servicios,vaginales,2015-03-01,16,16
TEOPONTE,atencion de partos en servicios,vaginales,2015-03-01,27,27
TIAWANACU,atencion de partos en servicios,vaginales,2015-03-01,2,2
TINGUIPAYA,atencion de partos en servicios,vaginales,2015-03-01,2,2
TIPUANI,atencion de partos en servicios,vaginales,2015-03-01,18,18
TIQUIPAYA,atencion de partos en servicios,vaginales,2015-03-01,57,57
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2015-03-01,18,18
TOCO,atencion de partos en servicios,vaginales,2015-03-01,4,4
TODOS SANTOS,atencion de partos en servicios,vaginales,2015-03-01,1,1
TOLATA,atencion de partos en servicios,vaginales,2015-03-01,3,3
TOLEDO,atencion de partos en servicios,vaginales,2015-03-01,4,4
TOMAVE,atencion de partos en servicios,vaginales,2015-03-01,5,5
TOMINA,atencion de partos en servicios,vaginales,2015-03-01,5,5
TORO TORO,atencion de partos en servicios,vaginales,2015-03-01,6,6
TOTORA(CBBA),atencion de partos en servicios,vaginales,2015-03-01,18,18
TOTORA(ORR),atencion de partos en servicios,vaginales,2015-03-01,4,4
TRIGAL,atencion de partos en servicios,vaginales,2015-03-01,1,1
TRINIDAD,atencion de partos en servicios,vaginales,2015-03-01,185,185
TUPIZA,atencion de partos en servicios,vaginales,2015-03-01,60,60
TURCO,atencion de partos en servicios,vaginales,2015-03-01,1,1
UMALA,atencion de partos en servicios,vaginales,2015-03-01,3,3
UNCIA,atencion de partos en servicios,vaginales,2015-03-01,34,34
URIONDO (A. CONCEPCION),atencion de partos en servicios,vaginales,2015-03-01,13,13
URUBICHA,atencion de partos en servicios,vaginales,2015-03-01,11,11
UYUNI,atencion de partos en servicios,vaginales,2015-03-01,46,46
VACAS,atencion de partos en servicios,vaginales,2015-03-01,13,13
VALLEGRANDE,atencion de partos en servicios,vaginales,2015-03-01,11,11
VIACHA,atencion de partos en servicios,vaginales,2015-03-01,57,57
VILLA CHARCAS,atencion de partos en servicios,vaginales,2015-03-01,8,8
VILLA MONTES,atencion de partos en servicios,vaginales,2015-03-01,74,74
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,vaginales,2015-03-01,1,1
VILLA RIVERO,atencion de partos en servicios,vaginales,2015-03-01,10,10
VILLA SERRANO,atencion de partos en servicios,vaginales,2015-03-01,11,11
VILLA TUNARI,atencion de partos en servicios,vaginales,2015-03-01,100,100
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,vaginales,2015-03-01,9,9
VILLAZON,atencion de partos en servicios,vaginales,2015-03-01,49,49
VINTO,atencion de partos en servicios,vaginales,2015-03-01,48,48
VITICHI,atencion de partos en servicios,vaginales,2015-03-01,4,4
WARNES,atencion de partos en servicios,vaginales,2015-03-01,122,122
YACO,atencion de partos en servicios,vaginales,2015-03-01,1,1
YACUIBA,atencion de partos en servicios,vaginales,2015-03-01,123,123
YAMPARAEZ,atencion de partos en servicios,vaginales,2015-03-01,7,7
YANACACHI,atencion de partos en servicios,vaginales,2015-03-01,4,4
YAPACANI,atencion de partos en servicios,vaginales,2015-03-01,65,65
YOCALLA,atencion de partos en servicios,vaginales,2015-03-01,5,5
YOTALA,atencion de partos en servicios,vaginales,2015-03-01,9,9
ZUDAÑEZ,atencion de partos en servicios,vaginales,2015-03-01,8,8
ACACIO,atencion de partos en servicios,vaginales,2015-04-01,4,4
ACHACACHI,atencion de partos en servicios,vaginales,2015-04-01,32,32
ACHOCALLA,atencion de partos en servicios,vaginales,2015-04-01,10,10
AIQUILE,atencion de partos en servicios,vaginales,2015-04-01,30,30
ALCALA,atencion de partos en servicios,vaginales,2015-04-01,1,1
ALTO BENI,atencion de partos en servicios,vaginales,2015-04-01,9,9
ANCORAIMES,atencion de partos en servicios,vaginales,2015-04-01,2,2
ANDAMARCA,atencion de partos en servicios,vaginales,2015-04-01,2,2
ANZALDO,atencion de partos en servicios,vaginales,2015-04-01,4,4
APOLO,atencion de partos en servicios,vaginales,2015-04-01,17,17
ARANI,atencion de partos en servicios,vaginales,2015-04-01,16,16
ARBIETO,atencion de partos en servicios,vaginales,2015-04-01,9,9
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2015-04-01,47,47
ATOCHA,atencion de partos en servicios,vaginales,2015-04-01,6,6
AUCAPATA,atencion de partos en servicios,vaginales,2015-04-01,2,2
AYO AYO,atencion de partos en servicios,vaginales,2015-04-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2015-04-01,14,14
AZURDUY,atencion de partos en servicios,vaginales,2015-04-01,9,9
BATALLAS,atencion de partos en servicios,vaginales,2015-04-01,7,7
BAURES,atencion de partos en servicios,vaginales,2015-04-01,5,5
BERMEJO,atencion de partos en servicios,vaginales,2015-04-01,43,43
BETANZOS,atencion de partos en servicios,vaginales,2015-04-01,24,24
BOYUIBE,atencion de partos en servicios,vaginales,2015-04-01,6,6
BUENA VISTA,atencion de partos en servicios,vaginales,2015-04-01,8,8
CABEZAS,atencion de partos en servicios,vaginales,2015-04-01,22,22
CAIROMA,atencion de partos en servicios,vaginales,2015-04-01,7,7
"CAIZA ""D""",atencion de partos en servicios,vaginales,2015-04-01,6,6
CAJUATA,atencion de partos en servicios,vaginales,2015-04-01,15,15
CALAMARCA,atencion de partos en servicios,vaginales,2015-04-01,11,11
CAMARGO,atencion de partos en servicios,vaginales,2015-04-01,12,12
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2015-04-01,1,1
CAMIRI,atencion de partos en servicios,vaginales,2015-04-01,44,44
CAPINOTA,atencion de partos en servicios,vaginales,2015-04-01,21,21
CAQUIAVIRI,atencion de partos en servicios,vaginales,2015-04-01,1,1
CARACOLLO,atencion de partos en servicios,vaginales,2015-04-01,9,9
CARANAVI,atencion de partos en servicios,vaginales,2015-04-01,78,78
CARANGAS,atencion de partos en servicios,vaginales,2015-04-01,1,1
CARAPARI,atencion de partos en servicios,vaginales,2015-04-01,7,7
CARIPUYO,atencion de partos en servicios,vaginales,2015-04-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2015-04-01,6,6
CATACORA,atencion de partos en servicios,vaginales,2015-04-01,1,1
CHALLAPATA,atencion de partos en servicios,vaginales,2015-04-01,30,30
CHAQUI,atencion de partos en servicios,vaginales,2015-04-01,8,8
CHARAGUA,atencion de partos en servicios,vaginales,2015-04-01,42,42
CHAYANTA,atencion de partos en servicios,vaginales,2015-04-01,14,14
CHIMORE,atencion de partos en servicios,vaginales,2015-04-01,11,11
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2015-04-01,14,14
CHUMA,atencion de partos en servicios,vaginales,2015-04-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2015-04-01,7,7
CKOCHAS,atencion de partos en servicios,vaginales,2015-04-01,12,12
CLIZA,atencion de partos en servicios,vaginales,2015-04-01,12,12
COBIJA,atencion de partos en servicios,vaginales,2015-04-01,84,84
COCAPATA,atencion de partos en servicios,vaginales,2015-04-01,6,6
COCHABAMBA,atencion de partos en servicios,vaginales,2015-04-01,856,856
COLCAPIRHUA,atencion de partos en servicios,vaginales,2015-04-01,22,22
"COLCHA ""K""",atencion de partos en servicios,vaginales,2015-04-01,2,2
COLLANA,atencion de partos en servicios,vaginales,2015-04-01,4,4
COLOMI,atencion de partos en servicios,vaginales,2015-04-01,22,22
COLPA BELGICA,atencion de partos en servicios,vaginales,2015-04-01,3,3
COLQUECHACA,atencion de partos en servicios,vaginales,2015-04-01,11,11
COLQUIRI,atencion de partos en servicios,vaginales,2015-04-01,6,6
COMANCHE,atencion de partos en servicios,vaginales,2015-04-01,1,1
COMARAPA,atencion de partos en servicios,vaginales,2015-04-01,21,21
COMBAYA,atencion de partos en servicios,vaginales,2015-04-01,3,3
CONCEPCION,atencion de partos en servicios,vaginales,2015-04-01,32,32
COPACABANA,atencion de partos en servicios,vaginales,2015-04-01,7,7
CORIPATA,atencion de partos en servicios,vaginales,2015-04-01,2,2
CORO CORO,atencion de partos en servicios,vaginales,2015-04-01,3,3
COROICO,atencion de partos en servicios,vaginales,2015-04-01,24,24
CORQUE,atencion de partos en servicios,vaginales,2015-04-01,3,3
COTAGAITA,atencion de partos en servicios,vaginales,2015-04-01,16,16
COTOCA,atencion de partos en servicios,vaginales,2015-04-01,76,76
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2015-04-01,25,25
CULPINA,atencion de partos en servicios,vaginales,2015-04-01,16,16
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2015-04-01,3,3
DESAGUADERO,atencion de partos en servicios,vaginales,2015-04-01,5,5
EL ALTO,atencion de partos en servicios,vaginales,2015-04-01,984,984
EL CHORO,atencion de partos en servicios,vaginales,2015-04-01,5,5
EL PUENTE(STC),atencion de partos en servicios,vaginales,2015-04-01,7,7
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2015-04-01,5,5
EL TORNO,atencion de partos en servicios,vaginales,2015-04-01,51,51
EL VILLAR,atencion de partos en servicios,vaginales,2015-04-01,7,7
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2015-04-01,28,28
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2015-04-01,21,21
ESCOMA,atencion de partos en servicios,vaginales,2015-04-01,7,7
EUCALIPTUS,atencion de partos en servicios,vaginales,2015-04-01,3,3
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2015-04-01,11,11
FILADELFIA,atencion de partos en servicios,vaginales,2015-04-01,6,6
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2015-04-01,11,11
GUANAY,atencion de partos en servicios,vaginales,2015-04-01,18,18
GUAQUI,atencion de partos en servicios,vaginales,2015-04-01,3,3
GUAYARAMERIN,atencion de partos en servicios,vaginales,2015-04-01,56,56
GUTIERREZ,atencion de partos en servicios,vaginales,2015-04-01,7,7
HUACARETA,atencion de partos en servicios,vaginales,2015-04-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2015-04-01,5,5
HUACHACALLA,atencion de partos en servicios,vaginales,2015-04-01,1,1
HUANUNI,atencion de partos en servicios,vaginales,2015-04-01,23,23
HUARACAJE,atencion de partos en servicios,vaginales,2015-04-01,1,1
HUARINA,atencion de partos en servicios,vaginales,2015-04-01,4,4
HUATAJATA,atencion de partos en servicios,vaginales,2015-04-01,4,4
HUAYLLAMARCA,atencion de partos en servicios,vaginales,2015-04-01,4,4
ICHOCA,atencion de partos en servicios,vaginales,2015-04-01,2,2
ICLA,atencion de partos en servicios,vaginales,2015-04-01,8,8
INCAHUASI,atencion de partos en servicios,vaginales,2015-04-01,12,12
INGAVI (HUMAITA),atencion de partos en servicios,vaginales,2015-04-01,1,1
INQUISIVI,atencion de partos en servicios,vaginales,2015-04-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2015-04-01,13,13
IXIAMAS,atencion de partos en servicios,vaginales,2015-04-01,8,8
JESUS DE MACHACA,atencion de partos en servicios,vaginales,2015-04-01,6,6
LA ASUNTA,atencion de partos en servicios,vaginales,2015-04-01,59,59
LA GUARDIA,atencion de partos en servicios,vaginales,2015-04-01,67,67
LA PAZ,atencion de partos en servicios,vaginales,2015-04-01,993,993
LAGUNILLAS,atencion de partos en servicios,vaginales,2015-04-01,4,4
LAJA,atencion de partos en servicios,vaginales,2015-04-01,12,12
LAS CARRERAS,atencion de partos en servicios,vaginales,2015-04-01,3,3
LICOMA PAMPA,atencion de partos en servicios,vaginales,2015-04-01,2,2
LLALLAGUA,atencion de partos en servicios,vaginales,2015-04-01,57,57
LLICA,atencion de partos en servicios,vaginales,2015-04-01,5,5
LORETO,atencion de partos en servicios,vaginales,2015-04-01,1,1
LURIBAY,atencion de partos en servicios,vaginales,2015-04-01,6,6
MACHACAMARCA,atencion de partos en servicios,vaginales,2015-04-01,2,2
MACHARETI,atencion de partos en servicios,vaginales,2015-04-01,4,4
MAGDALENA,atencion de partos en servicios,vaginales,2015-04-01,9,9
MAIRANA,atencion de partos en servicios,vaginales,2015-04-01,10,10
MAPIRI,atencion de partos en servicios,vaginales,2015-04-01,27,27
MECAPACA,atencion de partos en servicios,vaginales,2015-04-01,4,4
MINEROS,atencion de partos en servicios,vaginales,2015-04-01,22,22
MIZQUE,atencion de partos en servicios,vaginales,2015-04-01,21,21
MOCOMOCO,atencion de partos en servicios,vaginales,2015-04-01,1,1
MOJINETE,atencion de partos en servicios,vaginales,2015-04-01,1,1
MOJOCOYA,atencion de partos en servicios,vaginales,2015-04-01,10,10
MONTEAGUDO,atencion de partos en servicios,vaginales,2015-04-01,18,18
MONTERO,atencion de partos en servicios,vaginales,2015-04-01,141,141
MOROCHATA,atencion de partos en servicios,vaginales,2015-04-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2015-04-01,1,1
OCURI,atencion de partos en servicios,vaginales,2015-04-01,10,10
OKINAWA,atencion de partos en servicios,vaginales,2015-04-01,4,4
OMEREQUE,atencion de partos en servicios,vaginales,2015-04-01,5,5
ORURO,atencion de partos en servicios,vaginales,2015-04-01,357,357
PADCAYA,atencion de partos en servicios,vaginales,2015-04-01,9,9
PADILLA,atencion de partos en servicios,vaginales,2015-04-01,15,15
PAILON,atencion de partos en servicios,vaginales,2015-04-01,19,19
PALCA,atencion de partos en servicios,vaginales,2015-04-01,3,3
PALOS BLANCOS,atencion de partos en servicios,vaginales,2015-04-01,25,25
PAMPA AULLAGAS,atencion de partos en servicios,vaginales,2015-04-01,4,4
PAMPA GRANDE,atencion de partos en servicios,vaginales,2015-04-01,12,12
PAPEL PAMPA,atencion de partos en servicios,vaginales,2015-04-01,3,3
PASORAPA,atencion de partos en servicios,vaginales,2015-04-01,5,5
PATACAMAYA,atencion de partos en servicios,vaginales,2015-04-01,24,24
PAZÑA,atencion de partos en servicios,vaginales,2015-04-01,3,3
PELECHUCO,atencion de partos en servicios,vaginales,2015-04-01,1,1
POCOATA,atencion de partos en servicios,vaginales,2015-04-01,7,7
POCONA,atencion de partos en servicios,vaginales,2015-04-01,7,7
POJO (CBBA),atencion de partos en servicios,vaginales,2015-04-01,14,14
POOPO,atencion de partos en servicios,vaginales,2015-04-01,4,4
PORCO,atencion de partos en servicios,vaginales,2015-04-01,7,7
POROMA,atencion de partos en servicios,vaginales,2015-04-01,10,10
PORONGO,atencion de partos en servicios,vaginales,2015-04-01,4,4
PORTACHUELO,atencion de partos en servicios,vaginales,2015-04-01,14,14
PORVENIR,atencion de partos en servicios,vaginales,2015-04-01,4,4
POTOSI,atencion de partos en servicios,vaginales,2015-04-01,364,364
PRESTO,atencion de partos en servicios,vaginales,2015-04-01,5,5
PUCARANI,atencion de partos en servicios,vaginales,2015-04-01,7,7
PUERTO ACOSTA,atencion de partos en servicios,vaginales,2015-04-01,3,3
PUERTO CARABUCO,atencion de partos en servicios,vaginales,2015-04-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2015-04-01,8,8
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2015-04-01,31,31
PUERTO RICO,atencion de partos en servicios,vaginales,2015-04-01,5,5
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2015-04-01,31,31
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2015-04-01,88,88
PUNA,atencion de partos en servicios,vaginales,2015-04-01,6,6
PUNATA,atencion de partos en servicios,vaginales,2015-04-01,44,44
QUIABAYA,atencion de partos en servicios,vaginales,2015-04-01,4,4
QUILLACOLLO,atencion de partos en servicios,vaginales,2015-04-01,122,122
QUIME,atencion de partos en servicios,vaginales,2015-04-01,10,10
RAVELO,atencion de partos en servicios,vaginales,2015-04-01,11,11
REYES,atencion de partos en servicios,vaginales,2015-04-01,22,22
RIBERALTA,atencion de partos en servicios,vaginales,2015-04-01,217,217
ROBORE,atencion de partos en servicios,vaginales,2015-04-01,22,22
RURRENABAQUE,atencion de partos en servicios,vaginales,2015-04-01,40,40
SACABA,atencion de partos en servicios,vaginales,2015-04-01,174,174
SACABAMBA,atencion de partos en servicios,vaginales,2015-04-01,3,3
SACACA,atencion de partos en servicios,vaginales,2015-04-01,10,10
SAIPINA,atencion de partos en servicios,vaginales,2015-04-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2015-04-01,9,9
SAMAIPATA,atencion de partos en servicios,vaginales,2015-04-01,4,4
SAN ANDRES,atencion de partos en servicios,vaginales,2015-04-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2015-04-01,5,5
SAN BENITO,atencion de partos en servicios,vaginales,2015-04-01,2,2
SAN BORJA,atencion de partos en servicios,vaginales,2015-04-01,64,64
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2015-04-01,13,13
SAN CARLOS,atencion de partos en servicios,vaginales,2015-04-01,39,39
SAN IGNACIO,atencion de partos en servicios,vaginales,2015-04-01,33,33
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2015-04-01,89,89
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2015-04-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2015-04-01,29,29
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2015-04-01,23,23
SAN JUAN DE YAPACANI,atencion de partos en servicios,vaginales,2015-04-01,8,8
SAN JULIAN,atencion de partos en servicios,vaginales,2015-04-01,80,80
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2015-04-01,6,6
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2015-04-01,7,7
SAN LUCAS,atencion de partos en servicios,vaginales,2015-04-01,37,37
SAN MATIAS,atencion de partos en servicios,vaginales,2015-04-01,25,25
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2015-04-01,19,19
SAN PEDRO,atencion de partos en servicios,vaginales,2015-04-01,11,11
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2015-04-01,5,5
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,vaginales,2015-04-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en servicios,vaginales,2015-04-01,5,5
SAN RAFAEL,atencion de partos en servicios,vaginales,2015-04-01,3,3
SAN RAMON BENI,atencion de partos en servicios,vaginales,2015-04-01,4,4
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2015-04-01,7,7
SANTA ANA,atencion de partos en servicios,vaginales,2015-04-01,23,23
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2015-04-01,1768,1768
SANTA ROSA,atencion de partos en servicios,vaginales,2015-04-01,11,11
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2015-04-01,8,8
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2015-04-01,8,8
SANTIAGO DE HUATA,atencion de partos en servicios,vaginales,2015-04-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,vaginales,2015-04-01,1,1
SANTIVAÑES,atencion de partos en servicios,vaginales,2015-04-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en servicios,vaginales,2015-04-01,4,4
SAPAHAQUI,atencion de partos en servicios,vaginales,2015-04-01,3,3
SENA,atencion de partos en servicios,vaginales,2015-04-01,7,7
SHINAOTA,atencion de partos en servicios,vaginales,2015-04-01,39,39
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2015-04-01,6,6
SICAYA,atencion de partos en servicios,vaginales,2015-04-01,1,1
SIPE SIPE,atencion de partos en servicios,vaginales,2015-04-01,35,35
SOPACHUY,atencion de partos en servicios,vaginales,2015-04-01,6,6
SORACACHI,atencion de partos en servicios,vaginales,2015-04-01,2,2
SORATA,atencion de partos en servicios,vaginales,2015-04-01,10,10
SUCRE,atencion de partos en servicios,vaginales,2015-04-01,332,332
TACACHI,atencion de partos en servicios,vaginales,2015-04-01,1,1
TACACOMA,atencion de partos en servicios,vaginales,2015-04-01,8,8
TACOBAMBA,atencion de partos en servicios,vaginales,2015-04-01,1,1
TACOPAYA,atencion de partos en servicios,vaginales,2015-04-01,3,3
TAPACARI,atencion de partos en servicios,vaginales,2015-04-01,4,4
TARABUCO,atencion de partos en servicios,vaginales,2015-04-01,6,6
TARACO,atencion de partos en servicios,vaginales,2015-04-01,3,3
TARATA,atencion de partos en servicios,vaginales,2015-04-01,6,6
TARIJA,atencion de partos en servicios,vaginales,2015-04-01,290,290
TARVITA,atencion de partos en servicios,vaginales,2015-04-01,5,5
TEOPONTE,atencion de partos en servicios,vaginales,2015-04-01,15,15
TIAWANACU,atencion de partos en servicios,vaginales,2015-04-01,6,6
TINGUIPAYA,atencion de partos en servicios,vaginales,2015-04-01,1,1
TIPUANI,atencion de partos en servicios,vaginales,2015-04-01,5,5
TIQUIPAYA,atencion de partos en servicios,vaginales,2015-04-01,58,58
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2015-04-01,22,22
TOCO,atencion de partos en servicios,vaginales,2015-04-01,3,3
TOLATA,atencion de partos en servicios,vaginales,2015-04-01,4,4
TOLEDO,atencion de partos en servicios,vaginales,2015-04-01,5,5
TOMAVE,atencion de partos en servicios,vaginales,2015-04-01,5,5
TOMINA,atencion de partos en servicios,vaginales,2015-04-01,14,14
TORO TORO,atencion de partos en servicios,vaginales,2015-04-01,5,5
TOTORA(CBBA),atencion de partos en servicios,vaginales,2015-04-01,13,13
TOTORA(ORR),atencion de partos en servicios,vaginales,2015-04-01,3,3
TRINIDAD,atencion de partos en servicios,vaginales,2015-04-01,214,214
TUPIZA,atencion de partos en servicios,vaginales,2015-04-01,72,72
TURCO,atencion de partos en servicios,vaginales,2015-04-01,1,1
UMALA,atencion de partos en servicios,vaginales,2015-04-01,2,2
UNCIA,atencion de partos en servicios,vaginales,2015-04-01,18,18
URIONDO (A. CONCEPCION),atencion de partos en servicios,vaginales,2015-04-01,6,6
URUBICHA,atencion de partos en servicios,vaginales,2015-04-01,6,6
UYUNI,atencion de partos en servicios,vaginales,2015-04-01,41,41
VACAS,atencion de partos en servicios,vaginales,2015-04-01,9,9
VALLEGRANDE,atencion de partos en servicios,vaginales,2015-04-01,14,14
VIACHA,atencion de partos en servicios,vaginales,2015-04-01,51,51
VILA VILA,atencion de partos en servicios,vaginales,2015-04-01,7,7
VILLA CHARCAS,atencion de partos en servicios,vaginales,2015-04-01,3,3
VILLA MONTES,atencion de partos en servicios,vaginales,2015-04-01,82,82
VILLA RIVERO,atencion de partos en servicios,vaginales,2015-04-01,1,1
VILLA SERRANO,atencion de partos en servicios,vaginales,2015-04-01,8,8
VILLA TUNARI,atencion de partos en servicios,vaginales,2015-04-01,107,107
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,vaginales,2015-04-01,7,7
VILLAZON,atencion de partos en servicios,vaginales,2015-04-01,55,55
VINTO,atencion de partos en servicios,vaginales,2015-04-01,55,55
VITICHI,atencion de partos en servicios,vaginales,2015-04-01,7,7
WARNES,atencion de partos en servicios,vaginales,2015-04-01,99,99
YACO,atencion de partos en servicios,vaginales,2015-04-01,1,1
YACUIBA,atencion de partos en servicios,vaginales,2015-04-01,104,104
YAMPARAEZ,atencion de partos en servicios,vaginales,2015-04-01,5,5
YANACACHI,atencion de partos en servicios,vaginales,2015-04-01,3,3
YAPACANI,atencion de partos en servicios,vaginales,2015-04-01,66,66
YOCALLA,atencion de partos en servicios,vaginales,2015-04-01,5,5
YOTALA,atencion de partos en servicios,vaginales,2015-04-01,5,5
YUNCHARA,atencion de partos en servicios,vaginales,2015-04-01,4,4
ZUDAÑEZ,atencion de partos en servicios,vaginales,2015-04-01,5,5
ACACIO,atencion de partos en servicios,vaginales,2015-05-01,5,5
ACHACACHI,atencion de partos en servicios,vaginales,2015-05-01,28,28
ACHOCALLA,atencion de partos en servicios,vaginales,2015-05-01,8,8
AIQUILE,atencion de partos en servicios,vaginales,2015-05-01,26,26
ALALAY,atencion de partos en servicios,vaginales,2015-05-01,2,2
ALCALA,atencion de partos en servicios,vaginales,2015-05-01,3,3
ALTO BENI,atencion de partos en servicios,vaginales,2015-05-01,5,5
ANDAMARCA,atencion de partos en servicios,vaginales,2015-05-01,2,2
ANTEQUERA,atencion de partos en servicios,vaginales,2015-05-01,5,5
APOLO,atencion de partos en servicios,vaginales,2015-05-01,3,3
ARAMPAMPA,atencion de partos en servicios,vaginales,2015-05-01,6,6
ARANI,atencion de partos en servicios,vaginales,2015-05-01,7,7
ARBIETO,atencion de partos en servicios,vaginales,2015-05-01,11,11
ARQUE,atencion de partos en servicios,vaginales,2015-05-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2015-05-01,39,39
ATOCHA,atencion de partos en servicios,vaginales,2015-05-01,3,3
AYATA,atencion de partos en servicios,vaginales,2015-05-01,2,2
AYO AYO,atencion de partos en servicios,vaginales,2015-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2015-05-01,18,18
AZURDUY,atencion de partos en servicios,vaginales,2015-05-01,12,12
BATALLAS,atencion de partos en servicios,vaginales,2015-05-01,2,2
BAURES,atencion de partos en servicios,vaginales,2015-05-01,9,9
BELEN DE ANDAMARCA,atencion de partos en servicios,vaginales,2015-05-01,1,1
BELEN DE URMIRI,atencion de partos en servicios,vaginales,2015-05-01,1,1
BERMEJO,atencion de partos en servicios,vaginales,2015-05-01,36,36
BETANZOS,atencion de partos en servicios,vaginales,2015-05-01,19,19
BOLIVAR,atencion de partos en servicios,vaginales,2015-05-01,1,1
BOYUIBE,atencion de partos en servicios,vaginales,2015-05-01,2,2
BUENA VISTA,atencion de partos en servicios,vaginales,2015-05-01,9,9
