municipality,group,variable,month,Cesáreas,TOTAL
LA PAZ,atencion de partos en servicios,cesareas,2015-02-01,762,762
LLALLAGUA,atencion de partos en servicios,cesareas,2015-02-01,27,27
MAGDALENA,atencion de partos en servicios,cesareas,2015-02-01,3,3
MAIRANA,atencion de partos en servicios,cesareas,2015-02-01,16,16
MIZQUE,atencion de partos en servicios,cesareas,2015-02-01,3,3
MONTEAGUDO,atencion de partos en servicios,cesareas,2015-02-01,16,16
MONTERO,atencion de partos en servicios,cesareas,2015-02-01,172,172
ORURO,atencion de partos en servicios,cesareas,2015-02-01,283,283
PADILLA,atencion de partos en servicios,cesareas,2015-02-01,11,11
PAILON,atencion de partos en servicios,cesareas,2015-02-01,7,7
PORTACHUELO,atencion de partos en servicios,cesareas,2015-02-01,22,22
POTOSI,atencion de partos en servicios,cesareas,2015-02-01,102,102
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2015-02-01,7,7
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2015-02-01,8,8
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2015-02-01,22,22
PUNATA,atencion de partos en servicios,cesareas,2015-02-01,32,32
QUILLACOLLO,atencion de partos en servicios,cesareas,2015-02-01,61,61
REYES,atencion de partos en servicios,cesareas,2015-02-01,7,7
RIBERALTA,atencion de partos en servicios,cesareas,2015-02-01,104,104
ROBORE,atencion de partos en servicios,cesareas,2015-02-01,7,7
RURRENABAQUE,atencion de partos en servicios,cesareas,2015-02-01,17,17
SACABA,atencion de partos en servicios,cesareas,2015-02-01,33,33
SAN BORJA,atencion de partos en servicios,cesareas,2015-02-01,18,18
SAN CARLOS,atencion de partos en servicios,cesareas,2015-02-01,3,3
SAN IGNACIO,atencion de partos en servicios,cesareas,2015-02-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2015-02-01,46,46
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2015-02-01,9,9
SAN JOAQUIN,atencion de partos en servicios,cesareas,2015-02-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2015-02-01,18,18
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2015-02-01,6,6
SAN JULIAN,atencion de partos en servicios,cesareas,2015-02-01,11,11
SAN LUCAS,atencion de partos en servicios,cesareas,2015-02-01,1,1
SAN MATIAS,atencion de partos en servicios,cesareas,2015-02-01,2,2
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2015-02-01,2,2
SANTA ANA,atencion de partos en servicios,cesareas,2015-02-01,22,22
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2015-02-01,2034,2034
SHINAOTA,atencion de partos en servicios,cesareas,2015-02-01,8,8
SUCRE,atencion de partos en servicios,cesareas,2015-02-01,226,226
TARABUCO,atencion de partos en servicios,cesareas,2015-02-01,6,6
TARIJA,atencion de partos en servicios,cesareas,2015-02-01,212,212
TOTORA(CBBA),atencion de partos en servicios,cesareas,2015-02-01,3,3
TRINIDAD,atencion de partos en servicios,cesareas,2015-02-01,136,136
TUPIZA,atencion de partos en servicios,cesareas,2015-02-01,15,15
UYUNI,atencion de partos en servicios,cesareas,2015-02-01,10,10
VALLEGRANDE,atencion de partos en servicios,cesareas,2015-02-01,14,14
VIACHA,atencion de partos en servicios,cesareas,2015-02-01,7,7
VILLA MONTES,atencion de partos en servicios,cesareas,2015-02-01,28,28
VILLA TUNARI,atencion de partos en servicios,cesareas,2015-02-01,42,42
VILLAZON,atencion de partos en servicios,cesareas,2015-02-01,7,7
VINTO,atencion de partos en servicios,cesareas,2015-02-01,6,6
WARNES,atencion de partos en servicios,cesareas,2015-02-01,31,31
YACUIBA,atencion de partos en servicios,cesareas,2015-02-01,112,112
YAPACANI,atencion de partos en servicios,cesareas,2015-02-01,30,30
YOTALA,atencion de partos en servicios,cesareas,2015-02-01,2,2
AIQUILE,atencion de partos en servicios,cesareas,2015-03-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2015-03-01,14,14
BAURES,atencion de partos en servicios,cesareas,2015-03-01,2,2
BERMEJO,atencion de partos en servicios,cesareas,2015-03-01,29,29
BETANZOS,atencion de partos en servicios,cesareas,2015-03-01,1,1
CAMARGO,atencion de partos en servicios,cesareas,2015-03-01,2,2
CAMIRI,atencion de partos en servicios,cesareas,2015-03-01,53,53
CARACOLLO,atencion de partos en servicios,cesareas,2015-03-01,4,4
CARANAVI,atencion de partos en servicios,cesareas,2015-03-01,16,16
CHALLAPATA,atencion de partos en servicios,cesareas,2015-03-01,4,4
CHARAGUA,atencion de partos en servicios,cesareas,2015-03-01,11,11
CLIZA,atencion de partos en servicios,cesareas,2015-03-01,19,19
COBIJA,atencion de partos en servicios,cesareas,2015-03-01,86,86
COCHABAMBA,atencion de partos en servicios,cesareas,2015-03-01,933,933
COLCAPIRHUA,atencion de partos en servicios,cesareas,2015-03-01,3,3
COMARAPA,atencion de partos en servicios,cesareas,2015-03-01,8,8
COROICO,atencion de partos en servicios,cesareas,2015-03-01,7,7
COTOCA,atencion de partos en servicios,cesareas,2015-03-01,10,10
CULPINA,atencion de partos en servicios,cesareas,2015-03-01,1,1
EL ALTO,atencion de partos en servicios,cesareas,2015-03-01,343,343
EL TORNO,atencion de partos en servicios,cesareas,2015-03-01,41,41
ENTRE RIOS TRJ,atencion de partos en servicios,cesareas,2015-03-01,4,4
GUAYARAMERIN,atencion de partos en servicios,cesareas,2015-03-01,51,51
HUANUNI,atencion de partos en servicios,cesareas,2015-03-01,17,17
LA PAZ,atencion de partos en servicios,cesareas,2015-03-01,766,766
LLALLAGUA,atencion de partos en servicios,cesareas,2015-03-01,26,26
MAGDALENA,atencion de partos en servicios,cesareas,2015-03-01,8,8
MAIRANA,atencion de partos en servicios,cesareas,2015-03-01,8,8
MIZQUE,atencion de partos en servicios,cesareas,2015-03-01,1,1
MONTEAGUDO,atencion de partos en servicios,cesareas,2015-03-01,19,19
MONTERO,atencion de partos en servicios,cesareas,2015-03-01,228,228
ORURO,atencion de partos en servicios,cesareas,2015-03-01,365,365
PADILLA,atencion de partos en servicios,cesareas,2015-03-01,8,8
PAILON,atencion de partos en servicios,cesareas,2015-03-01,7,7
PORTACHUELO,atencion de partos en servicios,cesareas,2015-03-01,35,35
POTOSI,atencion de partos en servicios,cesareas,2015-03-01,111,111
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2015-03-01,18,18
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2015-03-01,19,19
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2015-03-01,17,17
PUNATA,atencion de partos en servicios,cesareas,2015-03-01,38,38
QUILLACOLLO,atencion de partos en servicios,cesareas,2015-03-01,57,57
REYES,atencion de partos en servicios,cesareas,2015-03-01,3,3
RIBERALTA,atencion de partos en servicios,cesareas,2015-03-01,114,114
ROBORE,atencion de partos en servicios,cesareas,2015-03-01,11,11
RURRENABAQUE,atencion de partos en servicios,cesareas,2015-03-01,25,25
SACABA,atencion de partos en servicios,cesareas,2015-03-01,29,29
SAN BORJA,atencion de partos en servicios,cesareas,2015-03-01,37,37
SAN CARLOS,atencion de partos en servicios,cesareas,2015-03-01,7,7
SAN IGNACIO,atencion de partos en servicios,cesareas,2015-03-01,9,9
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2015-03-01,34,34
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2015-03-01,3,3
SAN JOAQUIN,atencion de partos en servicios,cesareas,2015-03-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2015-03-01,24,24
SAN JULIAN,atencion de partos en servicios,cesareas,2015-03-01,19,19
SAN PEDRO,atencion de partos en servicios,cesareas,2015-03-01,2,2
SAN RAMON BENI,atencion de partos en servicios,cesareas,2015-03-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2015-03-01,2,2
SANTA ANA,atencion de partos en servicios,cesareas,2015-03-01,9,9
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2015-03-01,2518,2518
SHINAOTA,atencion de partos en servicios,cesareas,2015-03-01,13,13
SUCRE,atencion de partos en servicios,cesareas,2015-03-01,275,275
TARABUCO,atencion de partos en servicios,cesareas,2015-03-01,2,2
TARIJA,atencion de partos en servicios,cesareas,2015-03-01,239,239
TIQUIPAYA,atencion de partos en servicios,cesareas,2015-03-01,25,25
TOTORA(CBBA),atencion de partos en servicios,cesareas,2015-03-01,2,2
TRINIDAD,atencion de partos en servicios,cesareas,2015-03-01,178,178
TUPIZA,atencion de partos en servicios,cesareas,2015-03-01,14,14
UYUNI,atencion de partos en servicios,cesareas,2015-03-01,12,12
VALLEGRANDE,atencion de partos en servicios,cesareas,2015-03-01,23,23
VIACHA,atencion de partos en servicios,cesareas,2015-03-01,3,3
VILLA MONTES,atencion de partos en servicios,cesareas,2015-03-01,45,45
VILLA TUNARI,atencion de partos en servicios,cesareas,2015-03-01,58,58
VILLAZON,atencion de partos en servicios,cesareas,2015-03-01,12,12
VINTO,atencion de partos en servicios,cesareas,2015-03-01,11,11
WARNES,atencion de partos en servicios,cesareas,2015-03-01,23,23
YACUIBA,atencion de partos en servicios,cesareas,2015-03-01,120,120
YAPACANI,atencion de partos en servicios,cesareas,2015-03-01,13,13
ACHACACHI,atencion de partos en servicios,cesareas,2015-04-01,1,1
AIQUILE,atencion de partos en servicios,cesareas,2015-04-01,16,16
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2015-04-01,10,10
BAURES,atencion de partos en servicios,cesareas,2015-04-01,2,2
BERMEJO,atencion de partos en servicios,cesareas,2015-04-01,48,48
BETANZOS,atencion de partos en servicios,cesareas,2015-04-01,1,1
CAMARGO,atencion de partos en servicios,cesareas,2015-04-01,5,5
CAMIRI,atencion de partos en servicios,cesareas,2015-04-01,43,43
CARACOLLO,atencion de partos en servicios,cesareas,2015-04-01,4,4
CARANAVI,atencion de partos en servicios,cesareas,2015-04-01,24,24
CHARAGUA,atencion de partos en servicios,cesareas,2015-04-01,8,8
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2015-04-01,2,2
CLIZA,atencion de partos en servicios,cesareas,2015-04-01,12,12
COBIJA,atencion de partos en servicios,cesareas,2015-04-01,81,81
COCHABAMBA,atencion de partos en servicios,cesareas,2015-04-01,982,982
COLCAPIRHUA,atencion de partos en servicios,cesareas,2015-04-01,5,5
COMARAPA,atencion de partos en servicios,cesareas,2015-04-01,10,10
COROICO,atencion de partos en servicios,cesareas,2015-04-01,5,5
COTOCA,atencion de partos en servicios,cesareas,2015-04-01,17,17
CULPINA,atencion de partos en servicios,cesareas,2015-04-01,4,4
EL ALTO,atencion de partos en servicios,cesareas,2015-04-01,389,389
EL TORNO,atencion de partos en servicios,cesareas,2015-04-01,30,30
GUAYARAMERIN,atencion de partos en servicios,cesareas,2015-04-01,60,60
HUANUNI,atencion de partos en servicios,cesareas,2015-04-01,8,8
LA PAZ,atencion de partos en servicios,cesareas,2015-04-01,813,813
LLALLAGUA,atencion de partos en servicios,cesareas,2015-04-01,24,24
MAGDALENA,atencion de partos en servicios,cesareas,2015-04-01,5,5
MAIRANA,atencion de partos en servicios,cesareas,2015-04-01,4,4
MIZQUE,atencion de partos en servicios,cesareas,2015-04-01,4,4
MONTEAGUDO,atencion de partos en servicios,cesareas,2015-04-01,17,17
MONTERO,atencion de partos en servicios,cesareas,2015-04-01,238,238
ORURO,atencion de partos en servicios,cesareas,2015-04-01,322,322
PADILLA,atencion de partos en servicios,cesareas,2015-04-01,6,6
PAILON,atencion de partos en servicios,cesareas,2015-04-01,13,13
PORTACHUELO,atencion de partos en servicios,cesareas,2015-04-01,22,22
POTOSI,atencion de partos en servicios,cesareas,2015-04-01,111,111
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2015-04-01,15,15
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2015-04-01,10,10
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2015-04-01,27,27
PUNATA,atencion de partos en servicios,cesareas,2015-04-01,40,40
QUILLACOLLO,atencion de partos en servicios,cesareas,2015-04-01,56,56
REYES,atencion de partos en servicios,cesareas,2015-04-01,4,4
RIBERALTA,atencion de partos en servicios,cesareas,2015-04-01,105,105
ROBORE,atencion de partos en servicios,cesareas,2015-04-01,6,6
RURRENABAQUE,atencion de partos en servicios,cesareas,2015-04-01,17,17
SACABA,atencion de partos en servicios,cesareas,2015-04-01,37,37
SAN BORJA,atencion de partos en servicios,cesareas,2015-04-01,36,36
SAN CARLOS,atencion de partos en servicios,cesareas,2015-04-01,14,14
SAN IGNACIO,atencion de partos en servicios,cesareas,2015-04-01,11,11
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2015-04-01,40,40
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2015-04-01,4,4
SAN JOAQUIN,atencion de partos en servicios,cesareas,2015-04-01,15,15
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2015-04-01,22,22
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2015-04-01,5,5
SAN JULIAN,atencion de partos en servicios,cesareas,2015-04-01,3,3
SAN LUCAS,atencion de partos en servicios,cesareas,2015-04-01,1,1
SAN RAMON BENI,atencion de partos en servicios,cesareas,2015-04-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2015-04-01,2,2
SANTA ANA,atencion de partos en servicios,cesareas,2015-04-01,24,24
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2015-04-01,2445,2445
SANTA ROSA,atencion de partos en servicios,cesareas,2015-04-01,1,1
SHINAOTA,atencion de partos en servicios,cesareas,2015-04-01,2,2
SUCRE,atencion de partos en servicios,cesareas,2015-04-01,281,281
TARABUCO,atencion de partos en servicios,cesareas,2015-04-01,2,2
TARIJA,atencion de partos en servicios,cesareas,2015-04-01,288,288
TIQUIPAYA,atencion de partos en servicios,cesareas,2015-04-01,35,35
TOTORA(CBBA),atencion de partos en servicios,cesareas,2015-04-01,4,4
TRINIDAD,atencion de partos en servicios,cesareas,2015-04-01,163,163
TUPIZA,atencion de partos en servicios,cesareas,2015-04-01,11,11
UYUNI,atencion de partos en servicios,cesareas,2015-04-01,15,15
VALLEGRANDE,atencion de partos en servicios,cesareas,2015-04-01,19,19
VIACHA,atencion de partos en servicios,cesareas,2015-04-01,4,4
VILLA MONTES,atencion de partos en servicios,cesareas,2015-04-01,36,36
VILLA TUNARI,atencion de partos en servicios,cesareas,2015-04-01,55,55
VILLAZON,atencion de partos en servicios,cesareas,2015-04-01,16,16
VINTO,atencion de partos en servicios,cesareas,2015-04-01,8,8
WARNES,atencion de partos en servicios,cesareas,2015-04-01,25,25
YACUIBA,atencion de partos en servicios,cesareas,2015-04-01,117,117
YAPACANI,atencion de partos en servicios,cesareas,2015-04-01,33,33
ACHACACHI,atencion de partos en servicios,cesareas,2015-05-01,5,5
AIQUILE,atencion de partos en servicios,cesareas,2015-05-01,6,6
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2015-05-01,19,19
BAURES,atencion de partos en servicios,cesareas,2015-05-01,4,4
BERMEJO,atencion de partos en servicios,cesareas,2015-05-01,20,20
CAMARGO,atencion de partos en servicios,cesareas,2015-05-01,9,9
CAMIRI,atencion de partos en servicios,cesareas,2015-05-01,48,48
CARACOLLO,atencion de partos en servicios,cesareas,2015-05-01,4,4
CARANAVI,atencion de partos en servicios,cesareas,2015-05-01,29,29
CHALLAPATA,atencion de partos en servicios,cesareas,2015-05-01,5,5
CHARAGUA,atencion de partos en servicios,cesareas,2015-05-01,15,15
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2015-05-01,8,8
CLIZA,atencion de partos en servicios,cesareas,2015-05-01,15,15
COBIJA,atencion de partos en servicios,cesareas,2015-05-01,69,69
COCHABAMBA,atencion de partos en servicios,cesareas,2015-05-01,943,943
COLCAPIRHUA,atencion de partos en servicios,cesareas,2015-05-01,4,4
COMARAPA,atencion de partos en servicios,cesareas,2015-05-01,6,6
COROICO,atencion de partos en servicios,cesareas,2015-05-01,3,3
COTOCA,atencion de partos en servicios,cesareas,2015-05-01,16,16
CULPINA,atencion de partos en servicios,cesareas,2015-05-01,4,4
EL ALTO,atencion de partos en servicios,cesareas,2015-05-01,412,412
EL TORNO,atencion de partos en servicios,cesareas,2015-05-01,47,47
ENTRE RIOS TRJ,atencion de partos en servicios,cesareas,2015-05-01,2,2
GUANAY,atencion de partos en servicios,cesareas,2015-05-01,4,4
GUAYARAMERIN,atencion de partos en servicios,cesareas,2015-05-01,59,59
HUANUNI,atencion de partos en servicios,cesareas,2015-05-01,6,6
LA PAZ,atencion de partos en servicios,cesareas,2015-05-01,764,764
LLALLAGUA,atencion de partos en servicios,cesareas,2015-05-01,27,27
MAGDALENA,atencion de partos en servicios,cesareas,2015-05-01,4,4
MAIRANA,atencion de partos en servicios,cesareas,2015-05-01,13,13
MIZQUE,atencion de partos en servicios,cesareas,2015-05-01,1,1
MONTEAGUDO,atencion de partos en servicios,cesareas,2015-05-01,25,25
MONTERO,atencion de partos en servicios,cesareas,2015-05-01,259,259
ORURO,atencion de partos en servicios,cesareas,2015-05-01,357,357
PADILLA,atencion de partos en servicios,cesareas,2015-05-01,9,9
PAILON,atencion de partos en servicios,cesareas,2015-05-01,4,4
PATACAMAYA,atencion de partos en servicios,cesareas,2015-05-01,3,3
PORTACHUELO,atencion de partos en servicios,cesareas,2015-05-01,29,29
POTOSI,atencion de partos en servicios,cesareas,2015-05-01,114,114
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2015-05-01,16,16
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2015-05-01,15,15
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2015-05-01,36,36
PUNATA,atencion de partos en servicios,cesareas,2015-05-01,50,50
QUILLACOLLO,atencion de partos en servicios,cesareas,2015-05-01,85,85
REYES,atencion de partos en servicios,cesareas,2015-05-01,6,6
RIBERALTA,atencion de partos en servicios,cesareas,2015-05-01,99,99
ROBORE,atencion de partos en servicios,cesareas,2015-05-01,3,3
RURRENABAQUE,atencion de partos en servicios,cesareas,2015-05-01,14,14
SACABA,atencion de partos en servicios,cesareas,2015-05-01,52,52
SAN BORJA,atencion de partos en servicios,cesareas,2015-05-01,9,9
SAN CARLOS,atencion de partos en servicios,cesareas,2015-05-01,8,8
SAN IGNACIO,atencion de partos en servicios,cesareas,2015-05-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2015-05-01,31,31
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2015-05-01,4,4
SAN JOAQUIN,atencion de partos en servicios,cesareas,2015-05-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2015-05-01,12,12
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2015-05-01,7,7
SAN JULIAN,atencion de partos en servicios,cesareas,2015-05-01,9,9
SAN LUCAS,atencion de partos en servicios,cesareas,2015-05-01,3,3
SAN MATIAS,atencion de partos en servicios,cesareas,2015-05-01,8,8
SAN RAMON BENI,atencion de partos en servicios,cesareas,2015-05-01,3,3
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2015-05-01,4,4
SANTA ANA,atencion de partos en servicios,cesareas,2015-05-01,9,9
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2015-05-01,2196,2196
SHINAOTA,atencion de partos en servicios,cesareas,2015-05-01,10,10
SUCRE,atencion de partos en servicios,cesareas,2015-05-01,253,253
TARABUCO,atencion de partos en servicios,cesareas,2015-05-01,1,1
TARIJA,atencion de partos en servicios,cesareas,2015-05-01,250,250
TIQUIPAYA,atencion de partos en servicios,cesareas,2015-05-01,28,28
TOTORA(CBBA),atencion de partos en servicios,cesareas,2015-05-01,7,7
TRINIDAD,atencion de partos en servicios,cesareas,2015-05-01,141,141
TUPIZA,atencion de partos en servicios,cesareas,2015-05-01,20,20
UYUNI,atencion de partos en servicios,cesareas,2015-05-01,20,20
VALLEGRANDE,atencion de partos en servicios,cesareas,2015-05-01,16,16
VIACHA,atencion de partos en servicios,cesareas,2015-05-01,4,4
