municipality,group,variable,month,RN con alojamiento conjunto,TOTAL
YOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2015-03-01,2,2
YOTALA,atencion de partos en servicios,rn con alojamiento conjunto,2015-03-01,9,9
ZUDAÑEZ,atencion de partos en servicios,rn con alojamiento conjunto,2015-03-01,8,8
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,31,31
ACHOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,10,10
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,45,45
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
ARANI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,15,15
ARBIETO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,9,9
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,56,56
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
AYO AYO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,9,9
AZURDUY,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
BATALLAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
BETANZOS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,24,24
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,6,6
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,8,8
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,20,20
CAIROMA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,6,6
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,6,6
CAJUATA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,15,15
CALAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,17,17
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,12,12
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,21,21
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,9,9
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,95,95
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
CATACORA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,30,30
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,8,8
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,37,37
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
CHIMORE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,9,9
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,17,17
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,23,23
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,124,124
COCAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,733,733
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,27,27
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,2,2
COLLANA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
COLOMI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,22,22
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,9,9
COMANCHE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,32,32
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,31,31
COPACABANA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,6,6
CORIPATA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,2,2
CORO CORO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,28,28
CORQUE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,90,90
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
CULPINA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,20,20
DESAGUADERO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,649,649
EL CHORO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,80,80
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,26,26
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,21,21
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
GUANAY,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,17,17
GUTIERREZ,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,6,6
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,31,31
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
ICHOCA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,2,2
ICLA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,6,6
INCAHUASI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,11,11
INQUISIVI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
IXIAMAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,8,8
JESUS DE MACHACA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
LA ASUNTA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,56,56
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,66,66
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,491,491
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
LAJA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
LAS CARRERAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
LICOMA PAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,2,2
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
LORETO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
MACHACAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,2,2
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,14,14
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,14,14
MAPIRI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,23,23
MECAPACA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,2,2
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,25,25
MOCOMOCO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
MOJINETE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
MOJOCOYA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,10,10
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,46,46
MOROCHATA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,10,10
OMEREQUE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,524,524
PADCAYA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,16,16
PALCA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,2,2
PALOS BLANCOS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,18,18
PAMPA AULLAGAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
PAPEL PAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
PASORAPA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,23,23
PAZÑA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
POCOATA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
POCONA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
POJO (CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,11,11
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,10,10
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,470,470
PRESTO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,2,2
PUERTO ACOSTA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
PUERTO CARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,8,8
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,46,46
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,86,86
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,84,84
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,178,178
QUIME,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,10,10
RAVELO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,8,8
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,25,25
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,185,185
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,22,22
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,54,54
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,187,187
SACABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,9,9
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
SAMAIPATA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
SAN BENITO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,2,2
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,90,90
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,13,13
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,54,54
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,43,43
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,69,69
SAN JAVIER(BNI),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,14,14
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,13,13
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,78,78
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,6,6
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,37,37
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,21,21
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,19,19
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,9,9
SANTA ANA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1248,1248
SANTIAGO DE HUARI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,8,8
SANTIAGO DE MACHACA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
SANTIVAÑES,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
SAPAHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
SHINAOTA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,40,40
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
SICAYA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
SIPE SIPE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,35,35
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,6,6
SORACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,124,124
TACOPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
TAPACARI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
TARACO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
TARATA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,6,6
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,360,360
TARVITA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
TEOPONTE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,6,6
TIAWANACU,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,6,6
TINGUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
TIPUANI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,2,2
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,93,93
TIRAQUE (CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,22,22
TOCO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
TOLEDO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,4,4
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,14,14
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,16,16
TOTORA(ORR),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,2,2
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
TURCO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,6,6
VACAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,9,9
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,33,33
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,9,9
VILA VILA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
VILLA CHARCAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,119,119
VILLA RIVERO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,137,137
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,7,7
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,69,69
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,63,63
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,14,14
YACO,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,1,1
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,12,12
YAMPARAEZ,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
YANACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,18,18
YOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,3,3
YOTALA,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
ZUDAÑEZ,atencion de partos en servicios,rn con alojamiento conjunto,2015-04-01,5,5
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,5,5
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,31,31
ACHOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,6,6
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,33,33
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,3,3
ANDAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,2,2
ANTEQUERA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,5,5
ARAMPAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,5,5
ARBIETO,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,11,11
ARQUE,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,55,55
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,1,1
AYO AYO,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,17,17
AZURDUY,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,11,11
BATALLAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,2,2
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,12,12
BELEN DE ANDAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,1,1
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,49,49
BETANZOS,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,12,12
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,2,2
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,9,9
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,30,30
CAIROMA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,8,8
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,8,8
CAJUATA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,18,18
CALAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,3,3
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,33,33
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,2,2
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,26,26
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,12,12
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,15,15
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,98,98
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,6,6
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,6,6
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,58,58
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,2,2
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,24,24
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,10,10
CHIMORE,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,6,6
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,25,25
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,6,6
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,2,2
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,37,37
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,86,86
COCAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,7,7
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,781,781
COIPASA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,1,1
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,26,26
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,3,3
COLLANA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,4,4
COLOMI,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,21,21
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,10,10
COLQUENCHA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,6,6
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,30,30
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,32,32
CORIPATA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,14,14
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,2,2
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,1,1
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,72,72
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,1,1
CUEVO,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,5,5
CULPINA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,14,14
DESAGUADERO,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,2,2
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,671,671
EL CHORO,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,5,5
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,5,5
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,90,90
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,4,4
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,15,15
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,27,27
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,4,4
EXALTACION,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,2,2
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,2,2
GUANAY,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,17,17
GUAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,1,1
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,10,10
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,1,1
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,26,26
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,5,5
ICLA,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,2,2
INCAHUASI,atencion de partos en servicios,rn con alojamiento conjunto,2015-05-01,6,6
