municipality,group,variable,month,Nacidos muertos,TOTAL
VALLEGRANDE,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
VILLA SERRANO,atencion de partos en servicios,nacidos muertos,2015-08-01,3,3
VILLAZON,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
VITICHI,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2015-09-01,3,3
CAIROMA,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2015-09-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
CHAQUI,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2015-09-01,17,17
COMARAPA,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2015-09-01,15,15
EL TORNO,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2015-09-01,30,30
MONTERO,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2015-09-01,8,8
PADILLA,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2015-09-01,6,6
PUERTO QUIJARRO,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2015-09-01,5,5
RIBERALTA,atencion de partos en servicios,nacidos muertos,2015-09-01,7,7
SAN BORJA,atencion de partos en servicios,nacidos muertos,2015-09-01,5,5
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2015-09-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2015-09-01,34,34
SORATA,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2015-09-01,3,3
TARABUCO,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2015-09-01,2,2
TARVITA,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2015-09-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2015-10-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2015-10-01,2,2
CABEZAS,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2015-10-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2015-10-01,22,22
COTOCA,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2015-10-01,11,11
ESCOMA,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
GUTIERREZ,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2015-10-01,3,3
LA PAZ,atencion de partos en servicios,nacidos muertos,2015-10-01,17,17
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2015-10-01,3,3
MAGDALENA,atencion de partos en servicios,nacidos muertos,2015-10-01,2,2
MIZQUE,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2015-10-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos,2015-10-01,7,7
PADILLA,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
POROMA,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2015-10-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2015-10-01,2,2
PUNATA,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2015-10-01,5,5
RIBERALTA,atencion de partos en servicios,nacidos muertos,2015-10-01,3,3
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2015-10-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
SAMAIPATA,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2015-10-01,39,39
SUCRE,atencion de partos en servicios,nacidos muertos,2015-10-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos,2015-10-01,8,8
TRINIDAD,atencion de partos en servicios,nacidos muertos,2015-10-01,5,5
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos,2015-10-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos,2015-10-01,3,3
YAPACANI,atencion de partos en servicios,nacidos muertos,2015-10-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
CKOCHAS,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2015-11-01,19,19
CORIPATA,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2015-11-01,28,28
EL TORNO,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
ESCOMA,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
GUANAY,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2015-11-01,8,8
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2015-11-01,3,3
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2015-11-01,2,2
OCURI,atencion de partos en servicios,nacidos muertos,2015-11-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2015-11-01,8,8
PADILLA,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2015-11-01,11,11
PUERTO PEREZ,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2015-11-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos,2015-11-01,6,6
SACABA,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
SAMAIPATA,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2015-11-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2015-11-01,26,26
SENA,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
SHINAOTA,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2015-11-01,9,9
TARIJA,atencion de partos en servicios,nacidos muertos,2015-11-01,3,3
TRINIDAD,atencion de partos en servicios,nacidos muertos,2015-11-01,3,3
UMALA,atencion de partos en servicios,nacidos muertos,2015-11-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2015-11-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2015-11-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2015-11-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos,2015-11-01,2,2
ACHACACHI,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
BETANZOS,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2015-12-01,3,3
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2015-12-01,3,3
COCAPATA,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2015-12-01,23,23
CONCEPCION,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2015-12-01,22,22
EL TORNO,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
GUTIERREZ,atencion de partos en servicios,nacidos muertos,2015-12-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2015-12-01,2,2
LA GUARDIA,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2015-12-01,26,26
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
MECAPACA,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2015-12-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2015-12-01,6,6
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2015-12-01,2,2
PUNATA,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
RAVELO,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2015-12-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos muertos,2015-12-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2015-12-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2015-12-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2015-12-01,23,23
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2015-12-01,7,7
TRINIDAD,atencion de partos en servicios,nacidos muertos,2015-12-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos,2015-12-01,3,3
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2015-12-01,2,2
VILLAZON,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
ZUDAÑEZ,atencion de partos en servicios,nacidos muertos,2015-12-01,1,1
