municipality,group,variable,month,Controles repetidos en niños de 2 años de < 5 NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
PADILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,312,312,303,615
PAILON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,93,93,83,176
PALCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,30,30,27,57
PALOS BLANCOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,221,221,220,441
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,19,19,41,60
PAMPA GRANDE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,60,60,57,117
PAPEL PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,52,52,64,116
PASORAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,70,70,53,123
PATACAMAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,131,131,114,245
PAZÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,50,50,66,116
PELECHUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,44,44,45,89
POCOATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,251,251,278,529
POCONA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,89,89,79,168
POJO (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,29,29,32,61
POOPO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,36,36,36,72
PORCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,72,72,67,139
POROMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,232,232,210,442
PORONGO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,20,20,24,44
PORTACHUELO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,130,130,139,269
PORVENIR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,36,36,30,66
POSTRER VALLE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,15,15,28,43
POTOSI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,822,822,824,1646
PRESTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,148,148,159,307
PUCARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,43,43,32,75
PUCARANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,282,282,261,543
PUERTO ACOSTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,207,207,211,418
PUERTO CARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,109,109,115,224
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,92,92,97,189
PUERTO PEREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,61,61,44,105
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,48,48,60,108
PUERTO RICO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,98,98,108,206
PUERTO SILES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,3,3,10,13
PUERTO SUAREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,31,31,45,76
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,155,155,152,307
PUNA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,373,373,318,691
PUNATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,65,65,67,132
QUIABAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,20,20,10,30
QUILLACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,53,53,43,96
QUIME,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,90,90,91,181
QUIRUSILLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,9,9,10,19
RAVELO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,358,358,427,785
REYES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,104,104,116,220
RIBERALTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,608,608,632,1240
ROBORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,114,114,96,210
RURRENABAQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,56,56,46,102
SABAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,19,19,21,40
SACABA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,89,89,99,188
SACABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,43,43,47,90
SACACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,471,471,420,891
SAIPINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,58,58,66,124
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,114,114,111,225
SAMAIPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,89,89,88,177
SAN AGUSTIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,20,20,14,34
SAN ANDRES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,78,78,96,174
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,26,26,31,57
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,20,20,18,38
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,131,131,146,277
SAN BENITO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,69,69,74,143
SAN BORJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,349,349,309,658
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,44,44,57,101
SAN CARLOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,118,118,130,248
SAN IGNACIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,231,231,175,406
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,474,474,444,918
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,31,31,24,55
SAN JAVIER(STC),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,37,37,44,81
SAN JOAQUIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,23,23,32,55
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,108,108,74,182
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,134,134,111,245
SAN JULIAN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,216,216,227,443
SAN LORENZO(PND),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,184,184,164,348
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,234,234,214,448
SAN LUCAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,639,639,670,1309
SAN MATIAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,38,38,52,90
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,121,121,117,238
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,12,12,22,34
SAN PEDRO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,118,118,125,243
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,268,268,295,563
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,79,79,92,171
SAN PEDRO DE QUEMES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,1,1,3,4
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,23,23,29,52
SAN PEDRO(PND),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,41,41,48,89
SAN RAFAEL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,88,88,65,153
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,21,21,31,52
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,41,41,36,77
SANTA ANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,133,133,107,240
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,2352,2352,2258,4610
SANTA ROSA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,154,154,127,281
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,87,87,112,199
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,49,49,49,98
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,66,66,60,126
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,17,17,17,34
SANTIVAÑES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,63,63,48,111
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,30,30,22,52
SAPAHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,115,115,118,233
SENA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,26,26,38,64
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,118,118,131,249
SICAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,13,13,6,19
SIPE SIPE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,322,322,337,659
SOPACHUY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,132,132,119,251
SORACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,125,125,102,227
SORATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,173,173,215,388
SUCRE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,1532,1532,1531,3063
TACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,2,2,1,3
TACACOMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,39,39,35,74
TACOBAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,154,154,101,255
TACOPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,178,178,170,348
TAHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,16,16,28,44
TAPACARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,164,164,191,355
TARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,575,575,581,1156
TARACO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,26,26,47,73
TARATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,25,25,30,55
TARIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,644,644,661,1305
TARVITA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,44,44,80,124
TEOPONTE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,87,87,59,146
TIAWANACU,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,51,51,36,87
TINGUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,250,250,247,497
TIPUANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,30,30,34,64
TIQUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,140,140,132,272
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,135,135,126,261
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,17,17,5,22
TOCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,20,20,33,53
TOLATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,16,16,15,31
TOLEDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,32,32,32,64
TOMAVE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,67,67,79,146
TOMINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,223,223,263,486
TORO TORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,117,117,119,236
TOTORA(CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,82,82,77,159
TOTORA(ORR),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,28,28,32,60
TRIGAL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,10,10,14,24
TRINIDAD,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,244,244,232,476
TUPIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,337,337,319,656
TURCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,20,20,13,33
UMALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,50,50,58,108
UNCIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,89,89,98,187
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,195,195,211,406
URUBICHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,252,252,241,493
UYUNI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,159,159,160,319
VACAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,52,52,53,105
VALLEGRANDE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,111,111,152,263
VIACHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,125,125,121,246
VILA VILA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,65,65,78,143
VILLA MONTES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,154,154,180,334
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,9,9,8,17
VILLA RIVERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,44,44,39,83
VILLA SERRANO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,297,297,259,556
VILLA TUNARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,403,403,394,797
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,221,221,210,431
VILLAZON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,216,216,259,475
VINTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,44,44,42,86
VITICHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,178,178,191,369
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,5,5,8,13
WARNES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,352,352,309,661
YACO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,63,63,58,121
YACUIBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,285,285,257,542
YAMPARAEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,310,310,275,585
YANACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,22,22,17,39
YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,294,294,290,584
YOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,56,56,40,96
YOTALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,186,186,210,396
YUNCHARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,139,139,125,264
ZUDAÑEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-10-01,133,133,126,259
ACACIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,102,102,106,208
ACHACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,279,279,290,569
ACHOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,27,27,21,48
AIQUILE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,118,118,134,252
ALALAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,50,50,44,94
ALCALA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,93,93,87,180
ANCORAIMES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,130,130,142,272
ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,59,59,80,139
ANTEQUERA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,54,54,56,110
ANZALDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,15,15,12,27
APOLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,155,155,139,294
ARAMPAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,65,65,68,133
ARANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,60,60,63,123
ARBIETO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,24,24,34,58
ARQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,74,74,70,144
ATOCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,115,115,105,220
AUCAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,22,22,10,32
AYATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,83,83,97,180
AYO AYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,29,29,19,48
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,121,121,141,262
AZURDUY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,329,329,299,628
BATALLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,30,30,41,71
BAURES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,22,22,30,52
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,5,5,3,8
BELEN DE URMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,29,29,29,58
BELLA FLOR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,78,78,78,156
BERMEJO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,62,62,70,132
BETANZOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,395,395,421,816
BOLIVAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,107,107,105,212
BOLPEBRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,19,19,20,39
BOYUIBE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,42,42,31,73
BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,165,165,179,344
CABEZAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,114,114,124,238
CAIROMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,110,110,133,243
"CAIZA ""D""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,160,160,159,319
CAJUATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,46,46,58,104
CALACOTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,55,55,52,107
CALAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,127,127,140,267
CAMARGO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,193,193,222,415
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,58,58,57,115
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,280,280,264,544
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,61,61,76,137
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,75,75,82,157
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,77,77,66,143
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,296,296,305,601
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,120,120,113,233
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,218,218,177,395
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,8,8,10,18
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,5,5,5,10
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,31,31,36,67
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,174,174,189,363
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,123,123,129,252
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,208,208,226,434
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,4,4,8,12
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,118,118,122,240
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,58,58,60,118
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,27,27,26,53
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,18,18,15,33
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,32,32,25,57
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,53,53,60,113
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,29,29,34,63
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,242,242,244,486
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,1334,1334,1190,2524
COIPASA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,6,6,5,11
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,68,68,62,130
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,103,103,132,235
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,7,7,0,7
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,47,47,47,94
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,31,31,30,61
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,208,208,183,391
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,14,14,25,39
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,126,126,129,255
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,5,5,15,20
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2005-11-01,139,139,156,295
