municipality,group,variable,month,Controles repetidos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
OCURI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,221,221,189,410
OKINAWA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,115,115,123,238
OMEREQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,48,48,55,103
ORURO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,1231,1231,1135,2366
PADCAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,201,201,164,365
PADILLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,159,159,150,309
PAILON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,77,77,71,148
PALCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,71,71,83,154
PALOS BLANCOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,330,330,286,616
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,25,25,26,51
PAMPA GRANDE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,67,67,40,107
PAPEL PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,14,14,25,39
PASORAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,50,50,60,110
PATACAMAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,172,172,202,374
PAZÑA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,36,36,37,73
PELECHUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,41,41,35,76
POCOATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,251,251,272,523
POCONA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,52,52,47,99
POJO (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,100,100,124,224
POOPO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,27,27,39,66
PORCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,69,69,88,157
POROMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,236,236,238,474
PORONGO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,49,49,42,91
PORTACHUELO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,202,202,185,387
PORVENIR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,43,43,37,80
POSTRER VALLE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,17,17,25,42
POTOSI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,1054,1054,1029,2083
PRESTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,177,177,147,324
PUCARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,8,8,0,8
PUCARANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,202,202,189,391
PUERTO ACOSTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,129,129,153,282
PUERTO CARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,95,95,101,196
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,62,62,63,125
PUERTO PEREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,45,45,35,80
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,115,115,112,227
PUERTO RICO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,104,104,116,220
PUERTO SILES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,28,28,35,63
PUERTO SUAREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,94,94,85,179
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,160,160,164,324
PUNA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,283,283,270,553
PUNATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,147,147,136,283
QUIABAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,27,27,22,49
QUILLACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,171,171,102,273
QUIME,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,100,100,92,192
QUIRUSILLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,17,17,7,24
RAVELO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,398,398,361,759
REYES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,149,149,128,277
RIBERALTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,1038,1038,1004,2042
ROBORE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,119,119,106,225
RURRENABAQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,128,128,127,255
SABAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,28,28,17,45
SACABA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,345,345,287,632
SACABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,9,9,12,21
SACACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,285,285,266,551
SAIPINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,54,54,56,110
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,81,81,94,175
SAMAIPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,100,100,74,174
SAN AGUSTIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,26,26,21,47
SAN ANDRES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,92,92,79,171
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,49,49,40,89
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,5,5,10,15
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,126,126,150,276
SAN BENITO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,89,89,98,187
SAN BORJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,461,461,388,849
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,42,42,44,86
SAN CARLOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,238,238,192,430
SAN IGNACIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,256,256,211,467
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,579,579,536,1115
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,50,50,52,102
SAN JAVIER(STC),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,102,102,78,180
SAN JOAQUIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,45,45,42,87
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,97,97,99,196
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,139,139,122,261
SAN JULIAN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,238,238,279,517
SAN LORENZO(PND),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,26,26,17,43
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,129,129,127,256
SAN LUCAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,586,586,575,1161
SAN MATIAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,189,189,169,358
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,158,158,120,278
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,25,25,31,56
SAN PEDRO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,157,157,143,300
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,261,261,292,553
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,93,93,100,193
SAN PEDRO DE QUEMES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,5,5,10,15
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,40,40,31,71
SAN RAFAEL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,81,81,79,160
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,48,48,41,89
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,34,34,45,79
SANTA ANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,131,131,153,284
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,5711,5711,4858,10569
SANTA ROSA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,82,82,89,171
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,107,107,120,227
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,25,25,31,56
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,57,57,53,110
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,27,27,26,53
SANTIVAÑES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,53,53,55,108
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,21,21,17,38
SAPAHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,91,91,81,172
SENA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,50,50,59,109
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,175,175,191,366
SICAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,23,23,18,41
SIPE SIPE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,445,445,396,841
SOPACHUY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,99,99,99,198
SORACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,84,84,85,169
SORATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,114,114,116,230
SUCRE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,1601,1601,1506,3107
TACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,8,8,14,22
TACACOMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,52,52,34,86
TACOBAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,136,136,135,271
TACOPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,159,159,142,301
TAHUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,14,14,7,21
TAPACARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,241,241,185,426
TARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,385,385,392,777
TARACO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,43,43,25,68
TARATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,45,45,39,84
TARIJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,714,714,864,1578
TARVITA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,273,273,256,529
TEOPONTE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,65,65,64,129
TIAWANACU,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,94,94,85,179
TINGUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,200,200,200,400
TIPUANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,55,55,40,95
TIQUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,85,85,71,156
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,167,167,136,303
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,9,9,14,23
TOCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,30,30,23,53
TODOS SANTOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,0,0,1,1
TOLATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,15,15,17,32
TOLEDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,43,43,33,76
TOMAVE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,89,89,89,178
TOMINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,183,183,173,356
TORO TORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,225,225,157,382
TOTORA(CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,67,67,65,132
TOTORA(ORR),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,25,25,40,65
TRIGAL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,25,25,15,40
TRINIDAD,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,541,541,495,1036
TUPIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,332,332,309,641
TURCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,25,25,26,51
UMALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,23,23,33,56
UNCIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,179,179,163,342
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,190,190,206,396
URUBICHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,1,1,1,2
UYUNI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,252,252,219,471
VACAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,108,108,97,205
VALLEGRANDE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,181,181,156,337
VIACHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,224,224,175,399
VILA VILA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,40,40,40,80
VILLA MONTES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,277,277,681,958
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,28,28,27,55
VILLA RIVERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,44,44,50,94
VILLA SERRANO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,233,233,369,602
VILLA TUNARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,316,316,304,620
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,171,171,181,352
VILLAZON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,336,336,315,651
VINTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,39,39,36,75
VITICHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,112,112,123,235
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,23,23,18,41
WARNES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,565,565,551,1116
YACO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,72,72,71,143
YACUIBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,245,245,255,500
YAMPARAEZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,164,164,164,328
YANACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,38,38,32,70
YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,533,533,515,1048
YOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,23,23,24,47
YOTALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,125,125,121,246
YUNCHARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,66,66,56,122
ZUDAÑEZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-11-01,142,142,110,252
ACACIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,107,107,111,218
ACHACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,268,268,254,522
ACHOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,40,40,44,84
AIQUILE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,57,57,38,95
ALALAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,8,8,10,18
ALCALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,63,63,51,114
ANCORAIMES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,51,51,34,85
ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,23,23,23,46
ANTEQUERA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,28,28,21,49
ANZALDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,4,4,3,7
APOLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,110,110,119,229
ARAMPAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,96,96,66,162
ARANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,38,38,46,84
ARBIETO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,37,37,25,62
ARQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,110,110,91,201
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,372,372,354,726
ATOCHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,151,151,125,276
AUCAPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,42,42,33,75
AYATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,84,84,91,175
AYO AYO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,49,49,33,82
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,139,139,158,297
AZURDUY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,220,220,225,445
BATALLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,31,31,74,105
BAURES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,30,30,33,63
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,9,9,6,15
BELEN DE URMIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,23,23,19,42
BELLA FLOR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,41,41,54,95
BERMEJO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,32,32,39,71
BETANZOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,281,281,283,564
BOLIVAR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,105,105,98,203
BOLPEBRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,2,2,5,7
BOYUIBE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,33,33,20,53
BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,161,161,132,293
CABEZAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,118,118,77,195
CAIROMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,134,134,123,257
"CAIZA ""D""",nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,58,58,55,113
CAJUATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,62,62,51,113
CALACOTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,37,37,28,65
CALAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,173,173,168,341
CAMARGO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,56,56,69,125
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,54,54,33,87
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,263,263,209,472
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,196,196,168,364
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,59,59,69,128
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,20,20,32,52
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,462,462,402,864
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,108,108,111,219
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,72,72,73,145
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,16,16,21,37
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,0,0,3,3
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,11,11,7,18
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,213,213,174,387
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,59,59,52,111
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,211,211,172,383
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,31,31,30,61
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,119,119,121,240
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,29,29,34,63
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,9,9,20,29
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,3,3,4,7
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,28,28,46,74
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,58,58,57,115
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,111,111,90,201
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,361,361,262,623
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,1912,1912,1685,3597
COIPASA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,4,4,0,4
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,80,80,79,159
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,116,116,97,213
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,15,15,13,28
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,67,67,71,138
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,43,43,38,81
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,193,193,171,364
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,49,49,59,108
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,133,133,141,274
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,17,17,8,25
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,138,138,139,277
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,21,21,19,40
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-12-01,58,58,43,101
