municipality,group,variable,month,Cesáreas,TOTAL
EL ALTO,atencion de partos en servicios,cesareas,2016-02-01,341,341
EL TORNO,atencion de partos en servicios,cesareas,2016-02-01,54,54
GUANAY,atencion de partos en servicios,cesareas,2016-02-01,3,3
GUAYARAMERIN,atencion de partos en servicios,cesareas,2016-02-01,40,40
HUANUNI,atencion de partos en servicios,cesareas,2016-02-01,13,13
HUARACAJE,atencion de partos en servicios,cesareas,2016-02-01,2,2
LA PAZ,atencion de partos en servicios,cesareas,2016-02-01,637,637
LLALLAGUA,atencion de partos en servicios,cesareas,2016-02-01,21,21
MAGDALENA,atencion de partos en servicios,cesareas,2016-02-01,7,7
MAIRANA,atencion de partos en servicios,cesareas,2016-02-01,13,13
MIZQUE,atencion de partos en servicios,cesareas,2016-02-01,6,6
MONTEAGUDO,atencion de partos en servicios,cesareas,2016-02-01,16,16
MONTERO,atencion de partos en servicios,cesareas,2016-02-01,211,211
ORURO,atencion de partos en servicios,cesareas,2016-02-01,295,295
PADILLA,atencion de partos en servicios,cesareas,2016-02-01,11,11
PAILON,atencion de partos en servicios,cesareas,2016-02-01,10,10
PORTACHUELO,atencion de partos en servicios,cesareas,2016-02-01,22,22
POTOSI,atencion de partos en servicios,cesareas,2016-02-01,91,91
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2016-02-01,18,18
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2016-02-01,29,29
PUNATA,atencion de partos en servicios,cesareas,2016-02-01,34,34
QUILLACOLLO,atencion de partos en servicios,cesareas,2016-02-01,38,38
REYES,atencion de partos en servicios,cesareas,2016-02-01,5,5
RIBERALTA,atencion de partos en servicios,cesareas,2016-02-01,82,82
ROBORE,atencion de partos en servicios,cesareas,2016-02-01,9,9
RURRENABAQUE,atencion de partos en servicios,cesareas,2016-02-01,2,2
SACABA,atencion de partos en servicios,cesareas,2016-02-01,29,29
SAN BORJA,atencion de partos en servicios,cesareas,2016-02-01,23,23
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2016-02-01,5,5
SAN IGNACIO,atencion de partos en servicios,cesareas,2016-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2016-02-01,35,35
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2016-02-01,7,7
SAN JOAQUIN,atencion de partos en servicios,cesareas,2016-02-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2016-02-01,19,19
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2016-02-01,2,2
SAN JULIAN,atencion de partos en servicios,cesareas,2016-02-01,5,5
SAN LUCAS,atencion de partos en servicios,cesareas,2016-02-01,2,2
SAN RAMON BENI,atencion de partos en servicios,cesareas,2016-02-01,3,3
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2016-02-01,2,2
SANTA ANA,atencion de partos en servicios,cesareas,2016-02-01,13,13
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2016-02-01,2498,2498
SHINAOTA,atencion de partos en servicios,cesareas,2016-02-01,6,6
SOPACHUY,atencion de partos en servicios,cesareas,2016-02-01,2,2
SUCRE,atencion de partos en servicios,cesareas,2016-02-01,249,249
TARABUCO,atencion de partos en servicios,cesareas,2016-02-01,2,2
TARIJA,atencion de partos en servicios,cesareas,2016-02-01,193,193
TARVITA,atencion de partos en servicios,cesareas,2016-02-01,1,1
TIQUIPAYA,atencion de partos en servicios,cesareas,2016-02-01,27,27
TOTORA(CBBA),atencion de partos en servicios,cesareas,2016-02-01,7,7
TRINIDAD,atencion de partos en servicios,cesareas,2016-02-01,139,139
TUPIZA,atencion de partos en servicios,cesareas,2016-02-01,21,21
UNCIA,atencion de partos en servicios,cesareas,2016-02-01,5,5
UYUNI,atencion de partos en servicios,cesareas,2016-02-01,11,11
VALLEGRANDE,atencion de partos en servicios,cesareas,2016-02-01,25,25
VIACHA,atencion de partos en servicios,cesareas,2016-02-01,1,1
VILLA MONTES,atencion de partos en servicios,cesareas,2016-02-01,29,29
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,cesareas,2016-02-01,1,1
VILLA TUNARI,atencion de partos en servicios,cesareas,2016-02-01,27,27
VILLAZON,atencion de partos en servicios,cesareas,2016-02-01,7,7
VINTO,atencion de partos en servicios,cesareas,2016-02-01,6,6
WARNES,atencion de partos en servicios,cesareas,2016-02-01,25,25
YACUIBA,atencion de partos en servicios,cesareas,2016-02-01,83,83
YAPACANI,atencion de partos en servicios,cesareas,2016-02-01,57,57
ACHACACHI,atencion de partos en servicios,cesareas,2016-03-01,1,1
AIQUILE,atencion de partos en servicios,cesareas,2016-03-01,12,12
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2016-03-01,23,23
BAURES,atencion de partos en servicios,cesareas,2016-03-01,2,2
BERMEJO,atencion de partos en servicios,cesareas,2016-03-01,15,15
CAMARGO,atencion de partos en servicios,cesareas,2016-03-01,10,10
CAMIRI,atencion de partos en servicios,cesareas,2016-03-01,57,57
CARANAVI,atencion de partos en servicios,cesareas,2016-03-01,38,38
CHALLAPATA,atencion de partos en servicios,cesareas,2016-03-01,10,10
CHARAGUA,atencion de partos en servicios,cesareas,2016-03-01,8,8
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2016-03-01,13,13
CLIZA,atencion de partos en servicios,cesareas,2016-03-01,22,22
COBIJA,atencion de partos en servicios,cesareas,2016-03-01,80,80
COCHABAMBA,atencion de partos en servicios,cesareas,2016-03-01,952,952
COLCAPIRHUA,atencion de partos en servicios,cesareas,2016-03-01,4,4
COMARAPA,atencion de partos en servicios,cesareas,2016-03-01,10,10
COROICO,atencion de partos en servicios,cesareas,2016-03-01,7,7
COTOCA,atencion de partos en servicios,cesareas,2016-03-01,14,14
CULPINA,atencion de partos en servicios,cesareas,2016-03-01,7,7
EL ALTO,atencion de partos en servicios,cesareas,2016-03-01,368,368
EL TORNO,atencion de partos en servicios,cesareas,2016-03-01,58,58
GUANAY,atencion de partos en servicios,cesareas,2016-03-01,3,3
GUAYARAMERIN,atencion de partos en servicios,cesareas,2016-03-01,55,55
HUANUNI,atencion de partos en servicios,cesareas,2016-03-01,16,16
LA PAZ,atencion de partos en servicios,cesareas,2016-03-01,653,653
LLALLAGUA,atencion de partos en servicios,cesareas,2016-03-01,21,21
MAGDALENA,atencion de partos en servicios,cesareas,2016-03-01,3,3
MAIRANA,atencion de partos en servicios,cesareas,2016-03-01,11,11
MIZQUE,atencion de partos en servicios,cesareas,2016-03-01,3,3
MONTEAGUDO,atencion de partos en servicios,cesareas,2016-03-01,19,19
MONTERO,atencion de partos en servicios,cesareas,2016-03-01,385,385
ORURO,atencion de partos en servicios,cesareas,2016-03-01,319,319
PADILLA,atencion de partos en servicios,cesareas,2016-03-01,5,5
PAILON,atencion de partos en servicios,cesareas,2016-03-01,17,17
PORTACHUELO,atencion de partos en servicios,cesareas,2016-03-01,25,25
POTOSI,atencion de partos en servicios,cesareas,2016-03-01,130,130
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2016-03-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2016-03-01,20,20
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2016-03-01,21,21
PUNATA,atencion de partos en servicios,cesareas,2016-03-01,32,32
QUILLACOLLO,atencion de partos en servicios,cesareas,2016-03-01,64,64
REYES,atencion de partos en servicios,cesareas,2016-03-01,6,6
RIBERALTA,atencion de partos en servicios,cesareas,2016-03-01,92,92
ROBORE,atencion de partos en servicios,cesareas,2016-03-01,5,5
RURRENABAQUE,atencion de partos en servicios,cesareas,2016-03-01,8,8
SACABA,atencion de partos en servicios,cesareas,2016-03-01,38,38
SAN BORJA,atencion de partos en servicios,cesareas,2016-03-01,25,25
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2016-03-01,1,1
SAN IGNACIO,atencion de partos en servicios,cesareas,2016-03-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2016-03-01,57,57
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2016-03-01,4,4
SAN JOAQUIN,atencion de partos en servicios,cesareas,2016-03-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2016-03-01,15,15
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2016-03-01,7,7
SAN JULIAN,atencion de partos en servicios,cesareas,2016-03-01,11,11
SAN LUCAS,atencion de partos en servicios,cesareas,2016-03-01,2,2
SAN RAMON BENI,atencion de partos en servicios,cesareas,2016-03-01,3,3
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2016-03-01,5,5
SANTA ANA,atencion de partos en servicios,cesareas,2016-03-01,31,31
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2016-03-01,2573,2573
SANTA ROSA,atencion de partos en servicios,cesareas,2016-03-01,2,2
SHINAOTA,atencion de partos en servicios,cesareas,2016-03-01,7,7
SUCRE,atencion de partos en servicios,cesareas,2016-03-01,244,244
TARIJA,atencion de partos en servicios,cesareas,2016-03-01,236,236
TIQUIPAYA,atencion de partos en servicios,cesareas,2016-03-01,32,32
TOTORA(CBBA),atencion de partos en servicios,cesareas,2016-03-01,2,2
TRINIDAD,atencion de partos en servicios,cesareas,2016-03-01,158,158
TUPIZA,atencion de partos en servicios,cesareas,2016-03-01,18,18
UNCIA,atencion de partos en servicios,cesareas,2016-03-01,6,6
UYUNI,atencion de partos en servicios,cesareas,2016-03-01,14,14
VALLEGRANDE,atencion de partos en servicios,cesareas,2016-03-01,22,22
VIACHA,atencion de partos en servicios,cesareas,2016-03-01,1,1
VILLA MONTES,atencion de partos en servicios,cesareas,2016-03-01,38,38
VILLA TUNARI,atencion de partos en servicios,cesareas,2016-03-01,33,33
VILLAZON,atencion de partos en servicios,cesareas,2016-03-01,13,13
VINTO,atencion de partos en servicios,cesareas,2016-03-01,9,9
WARNES,atencion de partos en servicios,cesareas,2016-03-01,37,37
YACUIBA,atencion de partos en servicios,cesareas,2016-03-01,93,93
YAPACANI,atencion de partos en servicios,cesareas,2016-03-01,58,58
AIQUILE,atencion de partos en servicios,cesareas,2016-04-01,6,6
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2016-04-01,19,19
BAURES,atencion de partos en servicios,cesareas,2016-04-01,2,2
BERMEJO,atencion de partos en servicios,cesareas,2016-04-01,15,15
CAMARGO,atencion de partos en servicios,cesareas,2016-04-01,7,7
CAMIRI,atencion de partos en servicios,cesareas,2016-04-01,57,57
CARACOLLO,atencion de partos en servicios,cesareas,2016-04-01,1,1
CARANAVI,atencion de partos en servicios,cesareas,2016-04-01,29,29
CHALLAPATA,atencion de partos en servicios,cesareas,2016-04-01,5,5
CHARAGUA,atencion de partos en servicios,cesareas,2016-04-01,11,11
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2016-04-01,2,2
CLIZA,atencion de partos en servicios,cesareas,2016-04-01,16,16
COBIJA,atencion de partos en servicios,cesareas,2016-04-01,82,82
COCHABAMBA,atencion de partos en servicios,cesareas,2016-04-01,829,829
COLCAPIRHUA,atencion de partos en servicios,cesareas,2016-04-01,9,9
COMARAPA,atencion de partos en servicios,cesareas,2016-04-01,9,9
COTOCA,atencion de partos en servicios,cesareas,2016-04-01,16,16
EL ALTO,atencion de partos en servicios,cesareas,2016-04-01,397,397
EL TORNO,atencion de partos en servicios,cesareas,2016-04-01,52,52
GUAYARAMERIN,atencion de partos en servicios,cesareas,2016-04-01,55,55
HUANUNI,atencion de partos en servicios,cesareas,2016-04-01,7,7
LA PAZ,atencion de partos en servicios,cesareas,2016-04-01,693,693
LLALLAGUA,atencion de partos en servicios,cesareas,2016-04-01,12,12
MAGDALENA,atencion de partos en servicios,cesareas,2016-04-01,1,1
MAIRANA,atencion de partos en servicios,cesareas,2016-04-01,8,8
MONTEAGUDO,atencion de partos en servicios,cesareas,2016-04-01,19,19
MONTERO,atencion de partos en servicios,cesareas,2016-04-01,245,245
OCURI,atencion de partos en servicios,cesareas,2016-04-01,1,1
ORURO,atencion de partos en servicios,cesareas,2016-04-01,288,288
PADILLA,atencion de partos en servicios,cesareas,2016-04-01,10,10
PAILON,atencion de partos en servicios,cesareas,2016-04-01,10,10
PORTACHUELO,atencion de partos en servicios,cesareas,2016-04-01,36,36
POTOSI,atencion de partos en servicios,cesareas,2016-04-01,122,122
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2016-04-01,4,4
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2016-04-01,25,25
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2016-04-01,15,15
PUNATA,atencion de partos en servicios,cesareas,2016-04-01,24,24
QUILLACOLLO,atencion de partos en servicios,cesareas,2016-04-01,63,63
REYES,atencion de partos en servicios,cesareas,2016-04-01,4,4
RIBERALTA,atencion de partos en servicios,cesareas,2016-04-01,122,122
ROBORE,atencion de partos en servicios,cesareas,2016-04-01,8,8
RURRENABAQUE,atencion de partos en servicios,cesareas,2016-04-01,9,9
SACABA,atencion de partos en servicios,cesareas,2016-04-01,58,58
SAN BORJA,atencion de partos en servicios,cesareas,2016-04-01,20,20
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2016-04-01,2,2
SAN CARLOS,atencion de partos en servicios,cesareas,2016-04-01,2,2
SAN IGNACIO,atencion de partos en servicios,cesareas,2016-04-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2016-04-01,40,40
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2016-04-01,3,3
SAN JOAQUIN,atencion de partos en servicios,cesareas,2016-04-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2016-04-01,26,26
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2016-04-01,3,3
SAN JULIAN,atencion de partos en servicios,cesareas,2016-04-01,1,1
SAN RAMON BENI,atencion de partos en servicios,cesareas,2016-04-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,cesareas,2016-04-01,1,1
SANTA ANA,atencion de partos en servicios,cesareas,2016-04-01,22,22
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2016-04-01,2511,2511
SANTA ROSA,atencion de partos en servicios,cesareas,2016-04-01,5,5
SHINAOTA,atencion de partos en servicios,cesareas,2016-04-01,1,1
SOPACHUY,atencion de partos en servicios,cesareas,2016-04-01,2,2
SUCRE,atencion de partos en servicios,cesareas,2016-04-01,279,279
TARIJA,atencion de partos en servicios,cesareas,2016-04-01,257,257
TIQUIPAYA,atencion de partos en servicios,cesareas,2016-04-01,23,23
TOTORA(CBBA),atencion de partos en servicios,cesareas,2016-04-01,2,2
TRINIDAD,atencion de partos en servicios,cesareas,2016-04-01,158,158
TUPIZA,atencion de partos en servicios,cesareas,2016-04-01,23,23
UNCIA,atencion de partos en servicios,cesareas,2016-04-01,9,9
UYUNI,atencion de partos en servicios,cesareas,2016-04-01,10,10
VALLEGRANDE,atencion de partos en servicios,cesareas,2016-04-01,22,22
VIACHA,atencion de partos en servicios,cesareas,2016-04-01,1,1
VILLA MONTES,atencion de partos en servicios,cesareas,2016-04-01,26,26
VILLA TUNARI,atencion de partos en servicios,cesareas,2016-04-01,41,41
VILLAZON,atencion de partos en servicios,cesareas,2016-04-01,9,9
VINTO,atencion de partos en servicios,cesareas,2016-04-01,12,12
WARNES,atencion de partos en servicios,cesareas,2016-04-01,36,36
YACUIBA,atencion de partos en servicios,cesareas,2016-04-01,85,85
YAPACANI,atencion de partos en servicios,cesareas,2016-04-01,39,39
AIQUILE,atencion de partos en servicios,cesareas,2016-05-01,11,11
ASCENCION DE GUARAYOS,atencion de partos en servicios,cesareas,2016-05-01,21,21
BAURES,atencion de partos en servicios,cesareas,2016-05-01,1,1
BERMEJO,atencion de partos en servicios,cesareas,2016-05-01,21,21
CAMARGO,atencion de partos en servicios,cesareas,2016-05-01,4,4
CAMIRI,atencion de partos en servicios,cesareas,2016-05-01,45,45
CARACOLLO,atencion de partos en servicios,cesareas,2016-05-01,1,1
CARANAVI,atencion de partos en servicios,cesareas,2016-05-01,20,20
CHALLAPATA,atencion de partos en servicios,cesareas,2016-05-01,5,5
CHARAGUA,atencion de partos en servicios,cesareas,2016-05-01,7,7
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,cesareas,2016-05-01,5,5
CLIZA,atencion de partos en servicios,cesareas,2016-05-01,13,13
COBIJA,atencion de partos en servicios,cesareas,2016-05-01,80,80
COCHABAMBA,atencion de partos en servicios,cesareas,2016-05-01,845,845
COLCAPIRHUA,atencion de partos en servicios,cesareas,2016-05-01,9,9
COMARAPA,atencion de partos en servicios,cesareas,2016-05-01,10,10
COROICO,atencion de partos en servicios,cesareas,2016-05-01,3,3
COTOCA,atencion de partos en servicios,cesareas,2016-05-01,16,16
CULPINA,atencion de partos en servicios,cesareas,2016-05-01,5,5
EL ALTO,atencion de partos en servicios,cesareas,2016-05-01,385,385
EL TORNO,atencion de partos en servicios,cesareas,2016-05-01,57,57
ENTRE RIOS TRJ,atencion de partos en servicios,cesareas,2016-05-01,1,1
GUANAY,atencion de partos en servicios,cesareas,2016-05-01,1,1
GUAYARAMERIN,atencion de partos en servicios,cesareas,2016-05-01,36,36
HUANUNI,atencion de partos en servicios,cesareas,2016-05-01,5,5
HUARACAJE,atencion de partos en servicios,cesareas,2016-05-01,2,2
LA PAZ,atencion de partos en servicios,cesareas,2016-05-01,722,722
LLALLAGUA,atencion de partos en servicios,cesareas,2016-05-01,15,15
MAGDALENA,atencion de partos en servicios,cesareas,2016-05-01,5,5
MIZQUE,atencion de partos en servicios,cesareas,2016-05-01,4,4
MONTEAGUDO,atencion de partos en servicios,cesareas,2016-05-01,13,13
MONTERO,atencion de partos en servicios,cesareas,2016-05-01,334,334
ORURO,atencion de partos en servicios,cesareas,2016-05-01,303,303
PADILLA,atencion de partos en servicios,cesareas,2016-05-01,9,9
PAILON,atencion de partos en servicios,cesareas,2016-05-01,7,7
PATACAMAYA,atencion de partos en servicios,cesareas,2016-05-01,1,1
PORTACHUELO,atencion de partos en servicios,cesareas,2016-05-01,42,42
POTOSI,atencion de partos en servicios,cesareas,2016-05-01,139,139
PUERTO QUIJARRO,atencion de partos en servicios,cesareas,2016-05-01,6,6
PUERTO SUAREZ,atencion de partos en servicios,cesareas,2016-05-01,26,26
PUERTO VILLARROEL,atencion de partos en servicios,cesareas,2016-05-01,17,17
PUNATA,atencion de partos en servicios,cesareas,2016-05-01,27,27
QUILLACOLLO,atencion de partos en servicios,cesareas,2016-05-01,57,57
RIBERALTA,atencion de partos en servicios,cesareas,2016-05-01,93,93
ROBORE,atencion de partos en servicios,cesareas,2016-05-01,8,8
RURRENABAQUE,atencion de partos en servicios,cesareas,2016-05-01,14,14
SACABA,atencion de partos en servicios,cesareas,2016-05-01,59,59
SAN BORJA,atencion de partos en servicios,cesareas,2016-05-01,30,30
SAN BUENA VENTURA,atencion de partos en servicios,cesareas,2016-05-01,4,4
SAN CARLOS,atencion de partos en servicios,cesareas,2016-05-01,4,4
SAN IGNACIO,atencion de partos en servicios,cesareas,2016-05-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,cesareas,2016-05-01,29,29
SAN JAVIER(STC),atencion de partos en servicios,cesareas,2016-05-01,5,5
SAN JOAQUIN,atencion de partos en servicios,cesareas,2016-05-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,cesareas,2016-05-01,19,19
SAN JUAN DE YAPACANI,atencion de partos en servicios,cesareas,2016-05-01,9,9
SAN JULIAN,atencion de partos en servicios,cesareas,2016-05-01,2,2
SAN LUCAS,atencion de partos en servicios,cesareas,2016-05-01,2,2
SAN MATIAS,atencion de partos en servicios,cesareas,2016-05-01,1,1
SAN RAMON BENI,atencion de partos en servicios,cesareas,2016-05-01,1,1
SANTA ANA,atencion de partos en servicios,cesareas,2016-05-01,15,15
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,cesareas,2016-05-01,2433,2433
SHINAOTA,atencion de partos en servicios,cesareas,2016-05-01,9,9
SUCRE,atencion de partos en servicios,cesareas,2016-05-01,254,254
TARIJA,atencion de partos en servicios,cesareas,2016-05-01,223,223
TARVITA,atencion de partos en servicios,cesareas,2016-05-01,2,2
TIQUIPAYA,atencion de partos en servicios,cesareas,2016-05-01,24,24
TOTORA(CBBA),atencion de partos en servicios,cesareas,2016-05-01,9,9
TRINIDAD,atencion de partos en servicios,cesareas,2016-05-01,132,132
TUPIZA,atencion de partos en servicios,cesareas,2016-05-01,11,11
UNCIA,atencion de partos en servicios,cesareas,2016-05-01,3,3
UYUNI,atencion de partos en servicios,cesareas,2016-05-01,11,11
