municipality,group,variable,month,Nacidos muertos,TOTAL
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2016-09-01,72,72
COROICO,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
COTOCA,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2016-09-01,18,18
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2016-09-01,10,10
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2016-09-01,3,3
MONTERO,atencion de partos en servicios,nacidos muertos,2016-09-01,4,4
MOROCHATA,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2016-09-01,8,8
PADILLA,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2016-09-01,7,7
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2016-09-01,4,4
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2016-09-01,33,33
SUCRE,atencion de partos en servicios,nacidos muertos,2016-09-01,11,11
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2016-09-01,3,3
TUPIZA,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2016-09-01,4,4
ACACIO,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2016-10-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2016-10-01,4,4
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2016-10-01,17,17
CONCEPCION,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2016-10-01,19,19
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
ESCOMA,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2016-10-01,9,9
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2016-10-01,3,3
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2016-10-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos,2016-10-01,9,9
POTOSI,atencion de partos en servicios,nacidos muertos,2016-10-01,7,7
PUCARANI,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2016-10-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2016-10-01,3,3
RIBERALTA,atencion de partos en servicios,nacidos muertos,2016-10-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos muertos,2016-10-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2016-10-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2016-10-01,28,28
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos muertos,2016-10-01,2,2
SORATA,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2016-10-01,10,10
TARIJA,atencion de partos en servicios,nacidos muertos,2016-10-01,4,4
TRINIDAD,atencion de partos en servicios,nacidos muertos,2016-10-01,5,5
TUPIZA,atencion de partos en servicios,nacidos muertos,2016-10-01,3,3
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2016-10-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2016-10-01,6,6
YAPACANI,atencion de partos en servicios,nacidos muertos,2016-10-01,2,2
YOCALLA,atencion de partos en servicios,nacidos muertos,2016-10-01,1,1
ACACIO,atencion de partos en servicios,nacidos muertos,2016-11-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
ATOCHA,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
CAIROMA,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
CALAMARCA,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2016-11-01,3,3
CHARAGUA,atencion de partos en servicios,nacidos muertos,2016-11-01,2,2
COBIJA,atencion de partos en servicios,nacidos muertos,2016-11-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2016-11-01,70,70
COLQUECHACA,atencion de partos en servicios,nacidos muertos,2016-11-01,2,2
CULPINA,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2016-11-01,25,25
EL TORNO,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2016-11-01,10,10
MAIRANA,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2016-11-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos,2016-11-01,7,7
POTOSI,atencion de partos en servicios,nacidos muertos,2016-11-01,6,6
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2016-11-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2016-11-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2016-11-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2016-11-01,3,3
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2016-11-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2016-11-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2016-11-01,36,36
SORATA,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2016-11-01,3,3
TARABUCO,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2016-11-01,7,7
TUPIZA,atencion de partos en servicios,nacidos muertos,2016-11-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2016-11-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos,2016-11-01,2,2
AIQUILE,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
AZURDUY,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2016-12-01,2,2
CKOCHAS,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2016-12-01,13,13
COLQUECHACA,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
COROICO,atencion de partos en servicios,nacidos muertos,2016-12-01,2,2
EL ALTO,atencion de partos en servicios,nacidos muertos,2016-12-01,12,12
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
GUTIERREZ,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2016-12-01,12,12
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2016-12-01,2,2
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2016-12-01,12,12
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2016-12-01,10,10
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2016-12-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2016-12-01,3,3
SAN MATIAS,atencion de partos en servicios,nacidos muertos,2016-12-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2016-12-01,17,17
SUCRE,atencion de partos en servicios,nacidos muertos,2016-12-01,4,4
TARABUCO,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2016-12-01,3,3
TUPIZA,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2016-12-01,4,4
YACUIBA,atencion de partos en servicios,nacidos muertos,2016-12-01,1,1
