municipality,group,variable,month,RN con alojamiento conjunto,TOTAL
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,4,4
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,36,36
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,22,22
CORIPATA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,11,11
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,14,14
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,68,68
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
CUEVO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
CULPINA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,968,968
EL CHORO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,10,10
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,95,95
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,16,16
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,25,25
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,5,5
EUREKA (SANTOS MERCADO),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,4,4
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,2,2
GUANAY,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,11,11
GUTIERREZ,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,6,6
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,10,10
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,2,2
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,24,24
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
HUMANATA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,2,2
INCAHUASI,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,7,7
INGAVI (HUMAITA),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,20,20
IXIAMAS,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,5,5
LA ASUNTA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,11,11
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,54,54
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,899,899
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,3,3
LAJA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,12,12
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,59,59
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,7,7
LORETO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,2,2
LURIBAY,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
MACHACAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,2,2
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,15,15
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,20,20
MAPIRI,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,11,11
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,20,20
MOCOMOCO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
MOJOCOYA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,7,7
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,8,8
MOROCHATA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,4,4
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,7,7
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1439,1439
PADCAYA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,9,9
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,9,9
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,37,37
PALOS BLANCOS,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,20,20
PAMPA AULLAGAS,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,2,2
PAMPA GRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,4,4
PAPEL PAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,2,2
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,26,26
PAZÑA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,2,2
POCOATA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,6,6
POCONA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,5,5
POJO (CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,16,16
POOPO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,2,2
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,8,8
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
PORONGO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,5,5
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,3,3
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,474,474
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,10,10
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,9,9
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,124,124
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,52,52
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,169,169
RAVELO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,5,5
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,15,15
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,220,220
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,4,4
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,41,41
SABAYA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,159,159
SACABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,2,2
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,10,10
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,10,10
SAMAIPATA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,8,8
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,66,66
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,18,18
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,20,20
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,36,36
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,79,79
SAN JAVIER(BNI),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,19,19
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,9,9
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,33,33
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,5,5
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,68,68
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,7,7
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,4,4
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,24,24
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,16,16
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,22,22
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,4,4
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,8,8
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1320,1320
SANTIAGO DE HUARI,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,3,3
SANTIVAÑES,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,6,6
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,4,4
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,3,3
SICAYA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
SIPE SIPE,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,52,52
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,17,17
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,472,472
TAPACARI,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,3,3
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,15,15
TARATA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,8,8
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,360,360
TARVITA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,12,12
TEOPONTE,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,8,8
TIAWANACU,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,5,5
TIPUANI,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,94,94
TIRAQUE (CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,18,18
TOCO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,6,6
TOLATA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,6,6
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,10,10
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,6,6
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,8,8
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,20,20
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,36,36
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,95,95
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,26,26
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,3,3
VACAS,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,4,4
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,30,30
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,6,6
VILLA CHARCAS,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,9,9
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,95,95
VILLA RIVERO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,7,7
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,7,7
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,61,61
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,7,7
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,47,47
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,46,46
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,3,3
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,19,19
YAMPARAEZ,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,4,4
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,98,98
YOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,1,1
YOTALA,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,6,6
ZUDAÑEZ,atencion de partos en servicios,rn con alojamiento conjunto,2016-01-01,12,12
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,3,3
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,32,32
ACHOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,3,3
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,33,33
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
ALTO BENI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,1,1
ANZALDO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
ARAMPAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,1,1
ARANI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,11,11
ARBIETO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,12,12
ARQUE,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,16,16
AZURDUY,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,5,5
BATALLAS,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,7,7
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,6,6
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,1,1
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,54,54
BETANZOS,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,11,11
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,9,9
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,25,25
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,6,6
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,19,19
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,24,24
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,18,18
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,92,92
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,9,9
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,6,6
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,41,41
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,4,4
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,36,36
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,1,1
CHIMORE,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,23,23
CHIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,16,16
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,6,6
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,29,29
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,99,99
COCAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,6,6
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,1585,1585
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,49,49
COLOMI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,21,21
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,12,12
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,31,31
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,30,30
CORIPATA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,6,6
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,16,16
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,79,79
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,1,1
CUEVO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,1,1
CULPINA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,20,20
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,794,794
EL CHORO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,1,1
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,5,5
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,101,101
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,17,17
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,27,27
ESCARA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,1,1
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,4,4
EXALTACION,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,6,6
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,3,3
GUANAY,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,13,13
GUTIERREZ,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,8,8
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,12,12
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,24,24
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,7,7
INCAHUASI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,1,1
INQUISIVI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,10,10
IXIAMAS,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,5,5
LA ASUNTA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,5,5
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,55,55
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,660,660
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,5,5
LAJA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,57,57
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,3,3
MACHACAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,3,3
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,4,4
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,15,15
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,24,24
MAPIRI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,10,10
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,22,22
MOCOMOCO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,1,1
MOJINETE,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,1,1
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,40,40
MOROCHATA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,1,1
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,3,3
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,467,467
PADCAYA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,13,13
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,10,10
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,38,38
PALOS BLANCOS,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,15,15
PAMPA AULLAGAS,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,4,4
PAPEL PAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,2,2
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2016-02-01,26,26
