municipality,group,variable,month,Vaginales,TOTAL
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2016-03-01,13,13
IXIAMAS,atencion de partos en servicios,vaginales,2016-03-01,9,9
JESUS DE MACHACA,atencion de partos en servicios,vaginales,2016-03-01,5,5
LA ASUNTA,atencion de partos en servicios,vaginales,2016-03-01,35,35
LA GUARDIA,atencion de partos en servicios,vaginales,2016-03-01,59,59
LA PAZ,atencion de partos en servicios,vaginales,2016-03-01,908,908
LAGUNILLAS,atencion de partos en servicios,vaginales,2016-03-01,9,9
LAJA,atencion de partos en servicios,vaginales,2016-03-01,14,14
LAS CARRERAS,atencion de partos en servicios,vaginales,2016-03-01,6,6
LICOMA PAMPA,atencion de partos en servicios,vaginales,2016-03-01,2,2
LLALLAGUA,atencion de partos en servicios,vaginales,2016-03-01,45,45
LLICA,atencion de partos en servicios,vaginales,2016-03-01,6,6
LORETO,atencion de partos en servicios,vaginales,2016-03-01,4,4
LURIBAY,atencion de partos en servicios,vaginales,2016-03-01,5,5
MACHACAMARCA,atencion de partos en servicios,vaginales,2016-03-01,1,1
MACHARETI,atencion de partos en servicios,vaginales,2016-03-01,5,5
MAGDALENA,atencion de partos en servicios,vaginales,2016-03-01,16,16
MAIRANA,atencion de partos en servicios,vaginales,2016-03-01,7,7
MAPIRI,atencion de partos en servicios,vaginales,2016-03-01,19,19
MECAPACA,atencion de partos en servicios,vaginales,2016-03-01,1,1
MINEROS,atencion de partos en servicios,vaginales,2016-03-01,22,22
MIZQUE,atencion de partos en servicios,vaginales,2016-03-01,22,22
MOJOCOYA,atencion de partos en servicios,vaginales,2016-03-01,6,6
MONTEAGUDO,atencion de partos en servicios,vaginales,2016-03-01,35,35
MONTERO,atencion de partos en servicios,vaginales,2016-03-01,296,296
MORO MORO,atencion de partos en servicios,vaginales,2016-03-01,1,1
MOROCHATA,atencion de partos en servicios,vaginales,2016-03-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2016-03-01,1,1
OCURI,atencion de partos en servicios,vaginales,2016-03-01,7,7
OKINAWA,atencion de partos en servicios,vaginales,2016-03-01,8,8
OMEREQUE,atencion de partos en servicios,vaginales,2016-03-01,5,5
ORURO,atencion de partos en servicios,vaginales,2016-03-01,379,379
PADCAYA,atencion de partos en servicios,vaginales,2016-03-01,4,4
PADILLA,atencion de partos en servicios,vaginales,2016-03-01,9,9
PAILON,atencion de partos en servicios,vaginales,2016-03-01,22,22
PALCA,atencion de partos en servicios,vaginales,2016-03-01,4,4
PALOS BLANCOS,atencion de partos en servicios,vaginales,2016-03-01,32,32
PAMPA AULLAGAS,atencion de partos en servicios,vaginales,2016-03-01,1,1
PAMPA GRANDE,atencion de partos en servicios,vaginales,2016-03-01,7,7
PATACAMAYA,atencion de partos en servicios,vaginales,2016-03-01,21,21
PAZÑA,atencion de partos en servicios,vaginales,2016-03-01,3,3
PELECHUCO,atencion de partos en servicios,vaginales,2016-03-01,1,1
POCOATA,atencion de partos en servicios,vaginales,2016-03-01,3,3
POCONA,atencion de partos en servicios,vaginales,2016-03-01,10,10
POJO (CBBA),atencion de partos en servicios,vaginales,2016-03-01,8,8
POOPO,atencion de partos en servicios,vaginales,2016-03-01,6,6
PORCO,atencion de partos en servicios,vaginales,2016-03-01,12,12
POROMA,atencion de partos en servicios,vaginales,2016-03-01,8,8
PORONGO,atencion de partos en servicios,vaginales,2016-03-01,9,9
PORTACHUELO,atencion de partos en servicios,vaginales,2016-03-01,18,18
PORVENIR,atencion de partos en servicios,vaginales,2016-03-01,6,6
POTOSI,atencion de partos en servicios,vaginales,2016-03-01,327,327
PRESTO,atencion de partos en servicios,vaginales,2016-03-01,8,8
PUCARANI,atencion de partos en servicios,vaginales,2016-03-01,8,8
PUERTO ACOSTA,atencion de partos en servicios,vaginales,2016-03-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,vaginales,2016-03-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2016-03-01,3,3
PUERTO PEREZ,atencion de partos en servicios,vaginales,2016-03-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2016-03-01,21,21
PUERTO RICO,atencion de partos en servicios,vaginales,2016-03-01,9,9
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2016-03-01,21,21
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2016-03-01,95,95
PUNA,atencion de partos en servicios,vaginales,2016-03-01,15,15
PUNATA,atencion de partos en servicios,vaginales,2016-03-01,34,34
QUIABAYA,atencion de partos en servicios,vaginales,2016-03-01,5,5
QUILLACOLLO,atencion de partos en servicios,vaginales,2016-03-01,131,131
QUIME,atencion de partos en servicios,vaginales,2016-03-01,3,3
RAVELO,atencion de partos en servicios,vaginales,2016-03-01,9,9
REYES,atencion de partos en servicios,vaginales,2016-03-01,21,21
RIBERALTA,atencion de partos en servicios,vaginales,2016-03-01,227,227
ROBORE,atencion de partos en servicios,vaginales,2016-03-01,22,22
RURRENABAQUE,atencion de partos en servicios,vaginales,2016-03-01,44,44
SABAYA,atencion de partos en servicios,vaginales,2016-03-01,4,4
SACABA,atencion de partos en servicios,vaginales,2016-03-01,161,161
SACABAMBA,atencion de partos en servicios,vaginales,2016-03-01,3,3
SACACA,atencion de partos en servicios,vaginales,2016-03-01,14,14
SAIPINA,atencion de partos en servicios,vaginales,2016-03-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2016-03-01,6,6
SAMAIPATA,atencion de partos en servicios,vaginales,2016-03-01,5,5
SAN ANDRES,atencion de partos en servicios,vaginales,2016-03-01,4,4
SAN ANDRES DE MACHACA,atencion de partos en servicios,vaginales,2016-03-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2016-03-01,6,6
SAN BENITO,atencion de partos en servicios,vaginales,2016-03-01,4,4
SAN BORJA,atencion de partos en servicios,vaginales,2016-03-01,43,43
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2016-03-01,24,24
SAN CARLOS,atencion de partos en servicios,vaginales,2016-03-01,32,32
SAN IGNACIO,atencion de partos en servicios,vaginales,2016-03-01,26,26
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2016-03-01,79,79
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2016-03-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2016-03-01,25,25
SAN JOAQUIN,atencion de partos en servicios,vaginales,2016-03-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2016-03-01,24,24
SAN JUAN DE YAPACANI,atencion de partos en servicios,vaginales,2016-03-01,17,17
SAN JULIAN,atencion de partos en servicios,vaginales,2016-03-01,83,83
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2016-03-01,1,1
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2016-03-01,6,6
SAN LUCAS,atencion de partos en servicios,vaginales,2016-03-01,29,29
SAN MATIAS,atencion de partos en servicios,vaginales,2016-03-01,17,17
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2016-03-01,12,12
SAN PEDRO,atencion de partos en servicios,vaginales,2016-03-01,17,17
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2016-03-01,16,16
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,vaginales,2016-03-01,2,2
SAN RAFAEL,atencion de partos en servicios,vaginales,2016-03-01,8,8
SAN RAMON BENI,atencion de partos en servicios,vaginales,2016-03-01,4,4
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2016-03-01,15,15
SANTA ANA,atencion de partos en servicios,vaginales,2016-03-01,24,24
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2016-03-01,1761,1761
SANTA ROSA,atencion de partos en servicios,vaginales,2016-03-01,12,12
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2016-03-01,6,6
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2016-03-01,6,6
SANTIAGO DE HUATA,atencion de partos en servicios,vaginales,2016-03-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,vaginales,2016-03-01,2,2
SANTIVAÑES,atencion de partos en servicios,vaginales,2016-03-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en servicios,vaginales,2016-03-01,2,2
SAPAHAQUI,atencion de partos en servicios,vaginales,2016-03-01,3,3
SENA,atencion de partos en servicios,vaginales,2016-03-01,8,8
SHINAOTA,atencion de partos en servicios,vaginales,2016-03-01,34,34
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2016-03-01,10,10
SICAYA,atencion de partos en servicios,vaginales,2016-03-01,2,2
SIPE SIPE,atencion de partos en servicios,vaginales,2016-03-01,48,48
SOPACHUY,atencion de partos en servicios,vaginales,2016-03-01,6,6
SORACACHI,atencion de partos en servicios,vaginales,2016-03-01,1,1
SORATA,atencion de partos en servicios,vaginales,2016-03-01,11,11
SUCRE,atencion de partos en servicios,vaginales,2016-03-01,343,343
TACACOMA,atencion de partos en servicios,vaginales,2016-03-01,5,5
TACOBAMBA,atencion de partos en servicios,vaginales,2016-03-01,2,2
TACOPAYA,atencion de partos en servicios,vaginales,2016-03-01,1,1
TAPACARI,atencion de partos en servicios,vaginales,2016-03-01,5,5
TARABUCO,atencion de partos en servicios,vaginales,2016-03-01,9,9
TARACO,atencion de partos en servicios,vaginales,2016-03-01,2,2
TARATA,atencion de partos en servicios,vaginales,2016-03-01,6,6
TARIJA,atencion de partos en servicios,vaginales,2016-03-01,253,253
TARVITA,atencion de partos en servicios,vaginales,2016-03-01,10,10
TEOPONTE,atencion de partos en servicios,vaginales,2016-03-01,14,14
TIAWANACU,atencion de partos en servicios,vaginales,2016-03-01,6,6
TINGUIPAYA,atencion de partos en servicios,vaginales,2016-03-01,2,2
TIPUANI,atencion de partos en servicios,vaginales,2016-03-01,7,7
TIQUIPAYA,atencion de partos en servicios,vaginales,2016-03-01,77,77
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2016-03-01,20,20
TOCO,atencion de partos en servicios,vaginales,2016-03-01,7,7
TOLATA,atencion de partos en servicios,vaginales,2016-03-01,4,4
TOLEDO,atencion de partos en servicios,vaginales,2016-03-01,2,2
TOMAVE,atencion de partos en servicios,vaginales,2016-03-01,6,6
TOMINA,atencion de partos en servicios,vaginales,2016-03-01,5,5
TORO TORO,atencion de partos en servicios,vaginales,2016-03-01,3,3
TOTORA(CBBA),atencion de partos en servicios,vaginales,2016-03-01,16,16
TOTORA(ORR),atencion de partos en servicios,vaginales,2016-03-01,1,1
TRIGAL,atencion de partos en servicios,vaginales,2016-03-01,3,3
TRINIDAD,atencion de partos en servicios,vaginales,2016-03-01,210,210
TUPIZA,atencion de partos en servicios,vaginales,2016-03-01,56,56
TURCO,atencion de partos en servicios,vaginales,2016-03-01,2,2
UMALA,atencion de partos en servicios,vaginales,2016-03-01,2,2
UNCIA,atencion de partos en servicios,vaginales,2016-03-01,29,29
URIONDO (A. CONCEPCION),atencion de partos en servicios,vaginales,2016-03-01,9,9
URUBICHA,atencion de partos en servicios,vaginales,2016-03-01,7,7
UYUNI,atencion de partos en servicios,vaginales,2016-03-01,31,31
VACAS,atencion de partos en servicios,vaginales,2016-03-01,4,4
VALLEGRANDE,atencion de partos en servicios,vaginales,2016-03-01,13,13
VIACHA,atencion de partos en servicios,vaginales,2016-03-01,52,52
VILA VILA,atencion de partos en servicios,vaginales,2016-03-01,1,1
VILLA CHARCAS,atencion de partos en servicios,vaginales,2016-03-01,15,15
VILLA MONTES,atencion de partos en servicios,vaginales,2016-03-01,58,58
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,vaginales,2016-03-01,1,1
VILLA RIVERO,atencion de partos en servicios,vaginales,2016-03-01,3,3
VILLA SERRANO,atencion de partos en servicios,vaginales,2016-03-01,8,8
VILLA TUNARI,atencion de partos en servicios,vaginales,2016-03-01,99,99
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,vaginales,2016-03-01,10,10
VILLAZON,atencion de partos en servicios,vaginales,2016-03-01,53,53
VINTO,atencion de partos en servicios,vaginales,2016-03-01,46,46
VITICHI,atencion de partos en servicios,vaginales,2016-03-01,8,8
WARNES,atencion de partos en servicios,vaginales,2016-03-01,107,107
YACO,atencion de partos en servicios,vaginales,2016-03-01,2,2
YACUIBA,atencion de partos en servicios,vaginales,2016-03-01,131,131
YAMPARAEZ,atencion de partos en servicios,vaginales,2016-03-01,6,6
YANACACHI,atencion de partos en servicios,vaginales,2016-03-01,2,2
YAPACANI,atencion de partos en servicios,vaginales,2016-03-01,78,78
YOCALLA,atencion de partos en servicios,vaginales,2016-03-01,4,4
YOTALA,atencion de partos en servicios,vaginales,2016-03-01,3,3
YUNCHARA,atencion de partos en servicios,vaginales,2016-03-01,5,5
ZUDAÑEZ,atencion de partos en servicios,vaginales,2016-03-01,8,8
ACACIO,atencion de partos en servicios,vaginales,2016-04-01,1,1
ACHACACHI,atencion de partos en servicios,vaginales,2016-04-01,19,19
ACHOCALLA,atencion de partos en servicios,vaginales,2016-04-01,4,4
AIQUILE,atencion de partos en servicios,vaginales,2016-04-01,28,28
ALALAY,atencion de partos en servicios,vaginales,2016-04-01,1,1
ALCALA,atencion de partos en servicios,vaginales,2016-04-01,2,2
ALTO BENI,atencion de partos en servicios,vaginales,2016-04-01,10,10
ANCORAIMES,atencion de partos en servicios,vaginales,2016-04-01,3,3
ANTEQUERA,atencion de partos en servicios,vaginales,2016-04-01,2,2
ANZALDO,atencion de partos en servicios,vaginales,2016-04-01,1,1
APOLO,atencion de partos en servicios,vaginales,2016-04-01,10,10
ARAMPAMPA,atencion de partos en servicios,vaginales,2016-04-01,2,2
ARANI,atencion de partos en servicios,vaginales,2016-04-01,6,6
ARBIETO,atencion de partos en servicios,vaginales,2016-04-01,12,12
ARQUE,atencion de partos en servicios,vaginales,2016-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2016-04-01,43,43
ATOCHA,atencion de partos en servicios,vaginales,2016-04-01,9,9
AYATA,atencion de partos en servicios,vaginales,2016-04-01,2,2
AYO AYO,atencion de partos en servicios,vaginales,2016-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2016-04-01,14,14
AZURDUY,atencion de partos en servicios,vaginales,2016-04-01,9,9
BATALLAS,atencion de partos en servicios,vaginales,2016-04-01,7,7
BAURES,atencion de partos en servicios,vaginales,2016-04-01,5,5
BELLA FLOR,atencion de partos en servicios,vaginales,2016-04-01,3,3
BERMEJO,atencion de partos en servicios,vaginales,2016-04-01,39,39
BETANZOS,atencion de partos en servicios,vaginales,2016-04-01,32,32
BOLIVAR,atencion de partos en servicios,vaginales,2016-04-01,2,2
BOYUIBE,atencion de partos en servicios,vaginales,2016-04-01,4,4
BUENA VISTA,atencion de partos en servicios,vaginales,2016-04-01,4,4
CABEZAS,atencion de partos en servicios,vaginales,2016-04-01,23,23
CAIROMA,atencion de partos en servicios,vaginales,2016-04-01,10,10
"CAIZA ""D""",atencion de partos en servicios,vaginales,2016-04-01,5,5
CAJUATA,atencion de partos en servicios,vaginales,2016-04-01,11,11
CALAMARCA,atencion de partos en servicios,vaginales,2016-04-01,3,3
CAMARGO,atencion de partos en servicios,vaginales,2016-04-01,13,13
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2016-04-01,1,1
CAMIRI,atencion de partos en servicios,vaginales,2016-04-01,55,55
CAPINOTA,atencion de partos en servicios,vaginales,2016-04-01,20,20
CARACOLLO,atencion de partos en servicios,vaginales,2016-04-01,13,13
CARANAVI,atencion de partos en servicios,vaginales,2016-04-01,51,51
CARAPARI,atencion de partos en servicios,vaginales,2016-04-01,8,8
CARIPUYO,atencion de partos en servicios,vaginales,2016-04-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2016-04-01,9,9
CHALLAPATA,atencion de partos en servicios,vaginales,2016-04-01,40,40
CHAQUI,atencion de partos en servicios,vaginales,2016-04-01,9,9
CHARAGUA,atencion de partos en servicios,vaginales,2016-04-01,41,41
CHAYANTA,atencion de partos en servicios,vaginales,2016-04-01,6,6
CHIMORE,atencion de partos en servicios,vaginales,2016-04-01,32,32
CHIPAYA,atencion de partos en servicios,vaginales,2016-04-01,2,2
CHUA COCANI,atencion de partos en servicios,vaginales,2016-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2016-04-01,18,18
CHUMA,atencion de partos en servicios,vaginales,2016-04-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2016-04-01,9,9
CKOCHAS,atencion de partos en servicios,vaginales,2016-04-01,4,4
CLIZA,atencion de partos en servicios,vaginales,2016-04-01,8,8
COBIJA,atencion de partos en servicios,vaginales,2016-04-01,89,89
COCAPATA,atencion de partos en servicios,vaginales,2016-04-01,13,13
COCHABAMBA,atencion de partos en servicios,vaginales,2016-04-01,883,883
COLCAPIRHUA,atencion de partos en servicios,vaginales,2016-04-01,40,40
"COLCHA ""K""",atencion de partos en servicios,vaginales,2016-04-01,3,3
COLLANA,atencion de partos en servicios,vaginales,2016-04-01,1,1
COLOMI,atencion de partos en servicios,vaginales,2016-04-01,17,17
COLPA BELGICA,atencion de partos en servicios,vaginales,2016-04-01,7,7
COLQUECHACA,atencion de partos en servicios,vaginales,2016-04-01,8,8
COLQUENCHA,atencion de partos en servicios,vaginales,2016-04-01,13,13
COLQUIRI,atencion de partos en servicios,vaginales,2016-04-01,10,10
COMANCHE,atencion de partos en servicios,vaginales,2016-04-01,2,2
COMARAPA,atencion de partos en servicios,vaginales,2016-04-01,15,15
CONCEPCION,atencion de partos en servicios,vaginales,2016-04-01,27,27
COPACABANA,atencion de partos en servicios,vaginales,2016-04-01,2,2
CORIPATA,atencion de partos en servicios,vaginales,2016-04-01,12,12
CORO CORO,atencion de partos en servicios,vaginales,2016-04-01,3,3
COROICO,atencion de partos en servicios,vaginales,2016-04-01,18,18
CORQUE,atencion de partos en servicios,vaginales,2016-04-01,3,3
COTAGAITA,atencion de partos en servicios,vaginales,2016-04-01,17,17
COTOCA,atencion de partos en servicios,vaginales,2016-04-01,74,74
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2016-04-01,25,25
CULPINA,atencion de partos en servicios,vaginales,2016-04-01,16,16
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2016-04-01,3,3
DESAGUADERO,atencion de partos en servicios,vaginales,2016-04-01,2,2
EL ALTO,atencion de partos en servicios,vaginales,2016-04-01,1004,1004
EL CHORO,atencion de partos en servicios,vaginales,2016-04-01,1,1
EL PUENTE(STC),atencion de partos en servicios,vaginales,2016-04-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2016-04-01,7,7
EL TORNO,atencion de partos en servicios,vaginales,2016-04-01,49,49
EL VILLAR,atencion de partos en servicios,vaginales,2016-04-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2016-04-01,17,17
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2016-04-01,33,33
ESCOMA,atencion de partos en servicios,vaginales,2016-04-01,6,6
EUCALIPTUS,atencion de partos en servicios,vaginales,2016-04-01,2,2
EUREKA (SANTOS MERCADO),atencion de partos en servicios,vaginales,2016-04-01,1,1
EXALTACION,atencion de partos en servicios,vaginales,2016-04-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2016-04-01,16,16
FILADELFIA,atencion de partos en servicios,vaginales,2016-04-01,5,5
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2016-04-01,9,9
GUANAY,atencion de partos en servicios,vaginales,2016-04-01,7,7
GUAQUI,atencion de partos en servicios,vaginales,2016-04-01,2,2
GUAYARAMERIN,atencion de partos en servicios,vaginales,2016-04-01,74,74
GUTIERREZ,atencion de partos en servicios,vaginales,2016-04-01,9,9
HUACARETA,atencion de partos en servicios,vaginales,2016-04-01,11,11
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2016-04-01,1,1
HUACHACALLA,atencion de partos en servicios,vaginales,2016-04-01,2,2
HUANUNI,atencion de partos en servicios,vaginales,2016-04-01,19,19
HUARACAJE,atencion de partos en servicios,vaginales,2016-04-01,3,3
HUARINA,atencion de partos en servicios,vaginales,2016-04-01,2,2
HUATAJATA,atencion de partos en servicios,vaginales,2016-04-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,vaginales,2016-04-01,2,2
HUMANATA,atencion de partos en servicios,vaginales,2016-04-01,1,1
ICHOCA,atencion de partos en servicios,vaginales,2016-04-01,3,3
ICLA,atencion de partos en servicios,vaginales,2016-04-01,7,7
INCAHUASI,atencion de partos en servicios,vaginales,2016-04-01,8,8
INGAVI (HUMAITA),atencion de partos en servicios,vaginales,2016-04-01,1,1
INQUISIVI,atencion de partos en servicios,vaginales,2016-04-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2016-04-01,9,9
IXIAMAS,atencion de partos en servicios,vaginales,2016-04-01,7,7
JESUS DE MACHACA,atencion de partos en servicios,vaginales,2016-04-01,7,7
LA ASUNTA,atencion de partos en servicios,vaginales,2016-04-01,57,57
LA GUARDIA,atencion de partos en servicios,vaginales,2016-04-01,61,61
LA PAZ,atencion de partos en servicios,vaginales,2016-04-01,920,920
LAGUNILLAS,atencion de partos en servicios,vaginales,2016-04-01,7,7
LAJA,atencion de partos en servicios,vaginales,2016-04-01,7,7
LAS CARRERAS,atencion de partos en servicios,vaginales,2016-04-01,2,2
LLALLAGUA,atencion de partos en servicios,vaginales,2016-04-01,43,43
LLICA,atencion de partos en servicios,vaginales,2016-04-01,5,5
LURIBAY,atencion de partos en servicios,vaginales,2016-04-01,2,2
MACHACAMARCA,atencion de partos en servicios,vaginales,2016-04-01,3,3
MACHARETI,atencion de partos en servicios,vaginales,2016-04-01,5,5
MAGDALENA,atencion de partos en servicios,vaginales,2016-04-01,18,18
MAIRANA,atencion de partos en servicios,vaginales,2016-04-01,10,10
MAPIRI,atencion de partos en servicios,vaginales,2016-04-01,23,23
MINEROS,atencion de partos en servicios,vaginales,2016-04-01,13,13
MIZQUE,atencion de partos en servicios,vaginales,2016-04-01,24,24
MOCOMOCO,atencion de partos en servicios,vaginales,2016-04-01,3,3
MOJOCOYA,atencion de partos en servicios,vaginales,2016-04-01,7,7
MONTEAGUDO,atencion de partos en servicios,vaginales,2016-04-01,38,38
MONTERO,atencion de partos en servicios,vaginales,2016-04-01,169,169
MORO MORO,atencion de partos en servicios,vaginales,2016-04-01,1,1
MOROCHATA,atencion de partos en servicios,vaginales,2016-04-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2016-04-01,1,1
OCURI,atencion de partos en servicios,vaginales,2016-04-01,3,3
OKINAWA,atencion de partos en servicios,vaginales,2016-04-01,12,12
OMEREQUE,atencion de partos en servicios,vaginales,2016-04-01,4,4
ORURO,atencion de partos en servicios,vaginales,2016-04-01,354,354
PADCAYA,atencion de partos en servicios,vaginales,2016-04-01,7,7
PADILLA,atencion de partos en servicios,vaginales,2016-04-01,13,13
PAILON,atencion de partos en servicios,vaginales,2016-04-01,29,29
PALCA,atencion de partos en servicios,vaginales,2016-04-01,2,2
PALOS BLANCOS,atencion de partos en servicios,vaginales,2016-04-01,26,26
PAMPA AULLAGAS,atencion de partos en servicios,vaginales,2016-04-01,3,3
PAMPA GRANDE,atencion de partos en servicios,vaginales,2016-04-01,3,3
PAPEL PAMPA,atencion de partos en servicios,vaginales,2016-04-01,1,1
PATACAMAYA,atencion de partos en servicios,vaginales,2016-04-01,24,24
PAZÑA,atencion de partos en servicios,vaginales,2016-04-01,2,2
POCOATA,atencion de partos en servicios,vaginales,2016-04-01,4,4
POCONA,atencion de partos en servicios,vaginales,2016-04-01,7,7
POJO (CBBA),atencion de partos en servicios,vaginales,2016-04-01,10,10
POOPO,atencion de partos en servicios,vaginales,2016-04-01,3,3
PORCO,atencion de partos en servicios,vaginales,2016-04-01,14,14
POROMA,atencion de partos en servicios,vaginales,2016-04-01,10,10
PORONGO,atencion de partos en servicios,vaginales,2016-04-01,6,6
PORTACHUELO,atencion de partos en servicios,vaginales,2016-04-01,18,18
PORVENIR,atencion de partos en servicios,vaginales,2016-04-01,6,6
POTOSI,atencion de partos en servicios,vaginales,2016-04-01,294,294
PUCARA,atencion de partos en servicios,vaginales,2016-04-01,1,1
PUCARANI,atencion de partos en servicios,vaginales,2016-04-01,8,8
PUERTO ACOSTA,atencion de partos en servicios,vaginales,2016-04-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,vaginales,2016-04-01,5,5
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2016-04-01,2,2
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2016-04-01,18,18
PUERTO RICO,atencion de partos en servicios,vaginales,2016-04-01,11,11
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2016-04-01,30,30
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2016-04-01,105,105
PUNA,atencion de partos en servicios,vaginales,2016-04-01,14,14
PUNATA,atencion de partos en servicios,vaginales,2016-04-01,47,47
QUIABAYA,atencion de partos en servicios,vaginales,2016-04-01,4,4
QUILLACOLLO,atencion de partos en servicios,vaginales,2016-04-01,113,113
QUIME,atencion de partos en servicios,vaginales,2016-04-01,5,5
QUIRUSILLAS,atencion de partos en servicios,vaginales,2016-04-01,1,1
RAVELO,atencion de partos en servicios,vaginales,2016-04-01,4,4
REYES,atencion de partos en servicios,vaginales,2016-04-01,15,15
RIBERALTA,atencion de partos en servicios,vaginales,2016-04-01,220,220
ROBORE,atencion de partos en servicios,vaginales,2016-04-01,14,14
RURRENABAQUE,atencion de partos en servicios,vaginales,2016-04-01,37,37
SABAYA,atencion de partos en servicios,vaginales,2016-04-01,1,1
SACABA,atencion de partos en servicios,vaginales,2016-04-01,166,166
SACABAMBA,atencion de partos en servicios,vaginales,2016-04-01,3,3
SACACA,atencion de partos en servicios,vaginales,2016-04-01,10,10
SAIPINA,atencion de partos en servicios,vaginales,2016-04-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2016-04-01,7,7
SAMAIPATA,atencion de partos en servicios,vaginales,2016-04-01,8,8
SAN ANDRES,atencion de partos en servicios,vaginales,2016-04-01,8,8
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2016-04-01,5,5
SAN BENITO,atencion de partos en servicios,vaginales,2016-04-01,7,7
SAN BORJA,atencion de partos en servicios,vaginales,2016-04-01,49,49
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2016-04-01,22,22
SAN CARLOS,atencion de partos en servicios,vaginales,2016-04-01,25,25
SAN IGNACIO,atencion de partos en servicios,vaginales,2016-04-01,36,36
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2016-04-01,97,97
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2016-04-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2016-04-01,24,24
SAN JOAQUIN,atencion de partos en servicios,vaginales,2016-04-01,8,8
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2016-04-01,22,22
SAN JUAN DE YAPACANI,atencion de partos en servicios,vaginales,2016-04-01,10,10
SAN JULIAN,atencion de partos en servicios,vaginales,2016-04-01,52,52
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2016-04-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2016-04-01,8,8
SAN LUCAS,atencion de partos en servicios,vaginales,2016-04-01,26,26
SAN MATIAS,atencion de partos en servicios,vaginales,2016-04-01,18,18
