municipality,group,variable,month,Egresos,TOTAL
TACACHI,internaciones,egresos,2007-04-01,1,1
TACACOMA,internaciones,egresos,2007-04-01,12,12
TACOPAYA,internaciones,egresos,2007-04-01,4,4
TAPACARI,internaciones,egresos,2007-04-01,24,24
TARABUCO,internaciones,egresos,2007-04-01,65,65
TARACO,internaciones,egresos,2007-04-01,6,6
TARATA,internaciones,egresos,2007-04-01,11,11
TARIJA,internaciones,egresos,2007-04-01,1723,1723
TARVITA,internaciones,egresos,2007-04-01,25,25
TEOPONTE,internaciones,egresos,2007-04-01,9,9
TIAWANACU,internaciones,egresos,2007-04-01,11,11
TIPUANI,internaciones,egresos,2007-04-01,24,24
TIQUIPAYA,internaciones,egresos,2007-04-01,125,125
TIRAQUE (CBBA),internaciones,egresos,2007-04-01,166,166
TOCO,internaciones,egresos,2007-04-01,3,3
TOLATA,internaciones,egresos,2007-04-01,2,2
TOLEDO,internaciones,egresos,2007-04-01,4,4
TOMINA,internaciones,egresos,2007-04-01,12,12
TORO TORO,internaciones,egresos,2007-04-01,5,5
TOTORA(CBBA),internaciones,egresos,2007-04-01,32,32
TOTORA(ORR),internaciones,egresos,2007-04-01,1,1
TRIGAL,internaciones,egresos,2007-04-01,4,4
TRINIDAD,internaciones,egresos,2007-04-01,1442,1442
TUPIZA,internaciones,egresos,2007-04-01,337,337
TURCO,internaciones,egresos,2007-04-01,1,1
UNCIA,internaciones,egresos,2007-04-01,226,226
URIONDO (A. CONCEPCION),internaciones,egresos,2007-04-01,5,5
URUBICHA,internaciones,egresos,2007-04-01,22,22
UYUNI,internaciones,egresos,2007-04-01,100,100
VACAS,internaciones,egresos,2007-04-01,9,9
VALLEGRANDE,internaciones,egresos,2007-04-01,88,88
VIACHA,internaciones,egresos,2007-04-01,77,77
VILA VILA,internaciones,egresos,2007-04-01,2,2
VILLA MONTES,internaciones,egresos,2007-04-01,254,254
VILLA RIVERO,internaciones,egresos,2007-04-01,2,2
VILLA SERRANO,internaciones,egresos,2007-04-01,17,17
VILLA TUNARI,internaciones,egresos,2007-04-01,315,315
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2007-04-01,17,17
VILLAZON,internaciones,egresos,2007-04-01,209,209
VINTO,internaciones,egresos,2007-04-01,71,71
VITICHI,internaciones,egresos,2007-04-01,11,11
WARNES,internaciones,egresos,2007-04-01,115,115
YACUIBA,internaciones,egresos,2007-04-01,506,506
YAMPARAEZ,internaciones,egresos,2007-04-01,8,8
YANACACHI,internaciones,egresos,2007-04-01,4,4
YAPACANI,internaciones,egresos,2007-04-01,266,266
YOCALLA,internaciones,egresos,2007-04-01,1,1
YOTALA,internaciones,egresos,2007-04-01,11,11
ZUDAÑEZ,internaciones,egresos,2007-04-01,38,38
ACACIO,internaciones,egresos,2007-05-01,4,4
ACHACACHI,internaciones,egresos,2007-05-01,60,60
ACHOCALLA,internaciones,egresos,2007-05-01,5,5
AIQUILE,internaciones,egresos,2007-05-01,114,114
ALCALA,internaciones,egresos,2007-05-01,9,9
ANCORAIMES,internaciones,egresos,2007-05-01,2,2
ANDAMARCA,internaciones,egresos,2007-05-01,1,1
ANTEQUERA,internaciones,egresos,2007-05-01,2,2
ANZALDO,internaciones,egresos,2007-05-01,6,6
APOLO,internaciones,egresos,2007-05-01,30,30
ARAMPAMPA,internaciones,egresos,2007-05-01,7,7
ARANI,internaciones,egresos,2007-05-01,10,10
ARBIETO,internaciones,egresos,2007-05-01,4,4
ARQUE,internaciones,egresos,2007-05-01,1,1
ASCENCION DE GUARAYOS,internaciones,egresos,2007-05-01,143,143
ATOCHA,internaciones,egresos,2007-05-01,149,149
AYO AYO,internaciones,egresos,2007-05-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2007-05-01,65,65
AZURDUY,internaciones,egresos,2007-05-01,21,21
BATALLAS,internaciones,egresos,2007-05-01,17,17
BAURES,internaciones,egresos,2007-05-01,13,13
BELLA FLOR,internaciones,egresos,2007-05-01,4,4
BERMEJO,internaciones,egresos,2007-05-01,195,195
BETANZOS,internaciones,egresos,2007-05-01,30,30
BOLIVAR,internaciones,egresos,2007-05-01,6,6
BOYUIBE,internaciones,egresos,2007-05-01,25,25
BUENA VISTA,internaciones,egresos,2007-05-01,22,22
CABEZAS,internaciones,egresos,2007-05-01,38,38
CAIROMA,internaciones,egresos,2007-05-01,10,10
"CAIZA ""D""",internaciones,egresos,2007-05-01,3,3
CAJUATA,internaciones,egresos,2007-05-01,10,10
CALACOTO,internaciones,egresos,2007-05-01,2,2
CALAMARCA,internaciones,egresos,2007-05-01,5,5
CAMARGO,internaciones,egresos,2007-05-01,194,194
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2007-05-01,8,8
CAMIRI,internaciones,egresos,2007-05-01,392,392
CAPINOTA,internaciones,egresos,2007-05-01,41,41
CARACOLLO,internaciones,egresos,2007-05-01,35,35
CARANAVI,internaciones,egresos,2007-05-01,173,173
CARMEN RIVERO TORREZ,internaciones,egresos,2007-05-01,1,1
CHALLAPATA,internaciones,egresos,2007-05-01,80,80
CHAQUI,internaciones,egresos,2007-05-01,1,1
CHARAGUA,internaciones,egresos,2007-05-01,115,115
CHAYANTA,internaciones,egresos,2007-05-01,10,10
CHIMORE,internaciones,egresos,2007-05-01,24,24
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2007-05-01,92,92
CHUMA,internaciones,egresos,2007-05-01,2,2
CLIZA,internaciones,egresos,2007-05-01,21,21
COBIJA,internaciones,egresos,2007-05-01,368,368
COCHABAMBA,internaciones,egresos,2007-05-01,6542,6542
COLCAPIRHUA,internaciones,egresos,2007-05-01,137,137
"COLCHA ""K""",internaciones,egresos,2007-05-01,2,2
COLLANA,internaciones,egresos,2007-05-01,1,1
COLOMI,internaciones,egresos,2007-05-01,49,49
COLPA BELGICA,internaciones,egresos,2007-05-01,9,9
COLQUIRI,internaciones,egresos,2007-05-01,24,24
COMARAPA,internaciones,egresos,2007-05-01,92,92
CONCEPCION,internaciones,egresos,2007-05-01,79,79
COPACABANA,internaciones,egresos,2007-05-01,18,18
CORIPATA,internaciones,egresos,2007-05-01,13,13
COROICO,internaciones,egresos,2007-05-01,79,79
COTAGAITA,internaciones,egresos,2007-05-01,25,25
COTOCA,internaciones,egresos,2007-05-01,121,121
CUATRO CAÑADAS,internaciones,egresos,2007-05-01,21,21
CUEVO,internaciones,egresos,2007-05-01,3,3
CULPINA,internaciones,egresos,2007-05-01,35,35
CURAHUARA DE CARANGAS,internaciones,egresos,2007-05-01,7,7
DESAGUADERO,internaciones,egresos,2007-05-01,5,5
EL ALTO,internaciones,egresos,2007-05-01,2859,2859
EL PUENTE(STC),internaciones,egresos,2007-05-01,20,20
EL TORNO,internaciones,egresos,2007-05-01,146,146
EL VILLAR,internaciones,egresos,2007-05-01,7,7
ENTRE RIOS,internaciones,egresos,2007-05-01,25,25
ENTRE RIOS,internaciones,egresos,2007-05-01,20,20
EUCALIPTUS,internaciones,egresos,2007-05-01,7,7
EXALTACION,internaciones,egresos,2007-05-01,2,2
FERNANDEZ ALONSO,internaciones,egresos,2007-05-01,34,34
FILADELFIA,internaciones,egresos,2007-05-01,4,4
GENERAL SAAVEDRA,internaciones,egresos,2007-05-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2007-05-01,5,5
GUANAY,internaciones,egresos,2007-05-01,47,47
GUAQUI,internaciones,egresos,2007-05-01,2,2
GUAYARAMERIN,internaciones,egresos,2007-05-01,510,510
GUTIERREZ,internaciones,egresos,2007-05-01,27,27
HUACARETA,internaciones,egresos,2007-05-01,13,13
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2007-05-01,7,7
HUACHACALLA,internaciones,egresos,2007-05-01,6,6
HUANUNI,internaciones,egresos,2007-05-01,70,70
HUARACAJE,internaciones,egresos,2007-05-01,14,14
HUAYLLAMARCA,internaciones,egresos,2007-05-01,1,1
ICHOCA,internaciones,egresos,2007-05-01,2,2
ICLA,internaciones,egresos,2007-05-01,13,13
INCAHUASI,internaciones,egresos,2007-05-01,32,32
INQUISIVI,internaciones,egresos,2007-05-01,5,5
IRUPANA (VILLA DE LANZA),internaciones,egresos,2007-05-01,24,24
IXIAMAS,internaciones,egresos,2007-05-01,13,13
JESUS DE MACHACA,internaciones,egresos,2007-05-01,28,28
LA ASUNTA,internaciones,egresos,2007-05-01,58,58
LA GUARDIA,internaciones,egresos,2007-05-01,146,146
LA PAZ,internaciones,egresos,2007-05-01,6627,6627
LAGUNILLAS,internaciones,egresos,2007-05-01,4,4
LAJA,internaciones,egresos,2007-05-01,3,3
LAS CARRERAS,internaciones,egresos,2007-05-01,2,2
LICOMA PAMPA,internaciones,egresos,2007-05-01,2,2
LLALLAGUA,internaciones,egresos,2007-05-01,246,246
LLICA,internaciones,egresos,2007-05-01,4,4
LURIBAY,internaciones,egresos,2007-05-01,10,10
MACHACAMARCA,internaciones,egresos,2007-05-01,7,7
MACHARETI,internaciones,egresos,2007-05-01,9,9
MAGDALENA,internaciones,egresos,2007-05-01,59,59
MAIRANA,internaciones,egresos,2007-05-01,46,46
MAPIRI,internaciones,egresos,2007-05-01,39,39
MECAPACA,internaciones,egresos,2007-05-01,5,5
MINEROS,internaciones,egresos,2007-05-01,9,9
MIZQUE,internaciones,egresos,2007-05-01,36,36
MOJOCOYA,internaciones,egresos,2007-05-01,8,8
MONTEAGUDO,internaciones,egresos,2007-05-01,145,145
MONTERO,internaciones,egresos,2007-05-01,646,646
MORO MORO,internaciones,egresos,2007-05-01,5,5
MOROCHATA,internaciones,egresos,2007-05-01,6,6
OCURI,internaciones,egresos,2007-05-01,15,15
OKINAWA,internaciones,egresos,2007-05-01,11,11
OMEREQUE,internaciones,egresos,2007-05-01,9,9
ORURO,internaciones,egresos,2007-05-01,2281,2281
PADILLA,internaciones,egresos,2007-05-01,89,89
PAILON,internaciones,egresos,2007-05-01,57,57
PALCA,internaciones,egresos,2007-05-01,1,1
PALOS BLANCOS,internaciones,egresos,2007-05-01,52,52
PAMPA GRANDE,internaciones,egresos,2007-05-01,10,10
PAPEL PAMPA,internaciones,egresos,2007-05-01,3,3
PASORAPA,internaciones,egresos,2007-05-01,3,3
PATACAMAYA,internaciones,egresos,2007-05-01,43,43
POCOATA,internaciones,egresos,2007-05-01,7,7
POCONA,internaciones,egresos,2007-05-01,15,15
POJO (CBBA),internaciones,egresos,2007-05-01,9,9
POOPO,internaciones,egresos,2007-05-01,5,5
POROMA,internaciones,egresos,2007-05-01,12,12
PORONGO,internaciones,egresos,2007-05-01,8,8
PORTACHUELO,internaciones,egresos,2007-05-01,203,203
PORVENIR,internaciones,egresos,2007-05-01,8,8
POSTRER VALLE,internaciones,egresos,2007-05-01,3,3
POTOSI,internaciones,egresos,2007-05-01,1511,1511
PRESTO,internaciones,egresos,2007-05-01,6,6
PUCARA,internaciones,egresos,2007-05-01,2,2
PUCARANI,internaciones,egresos,2007-05-01,8,8
PUERTO ACOSTA,internaciones,egresos,2007-05-01,74,74
PUERTO CARABUCO,internaciones,egresos,2007-05-01,4,4
PUERTO QUIJARRO,internaciones,egresos,2007-05-01,31,31
PUERTO RICO,internaciones,egresos,2007-05-01,24,24
PUERTO SILES,internaciones,egresos,2007-05-01,1,1
PUERTO SUAREZ,internaciones,egresos,2007-05-01,110,110
PUERTO VILLARROEL,internaciones,egresos,2007-05-01,203,203
PUNA,internaciones,egresos,2007-05-01,17,17
PUNATA,internaciones,egresos,2007-05-01,294,294
QUILLACOLLO,internaciones,egresos,2007-05-01,312,312
QUIME,internaciones,egresos,2007-05-01,15,15
RAVELO,internaciones,egresos,2007-05-01,3,3
REYES,internaciones,egresos,2007-05-01,31,31
RIBERALTA,internaciones,egresos,2007-05-01,705,705
ROBORE,internaciones,egresos,2007-05-01,99,99
RURRENABAQUE,internaciones,egresos,2007-05-01,110,110
SACABA,internaciones,egresos,2007-05-01,427,427
SACACA,internaciones,egresos,2007-05-01,29,29
SAIPINA,internaciones,egresos,2007-05-01,21,21
SAMAIPATA,internaciones,egresos,2007-05-01,12,12
SAN AGUSTIN,internaciones,egresos,2007-05-01,2,2
SAN ANDRES DE MACHACA,internaciones,egresos,2007-05-01,1,1
SAN ANTONIO DE LOMERIO,internaciones,egresos,2007-05-01,7,7
SAN BENITO,internaciones,egresos,2007-05-01,9,9
SAN BORJA,internaciones,egresos,2007-05-01,171,171
SAN BUENA VENTURA,internaciones,egresos,2007-05-01,57,57
SAN CARLOS,internaciones,egresos,2007-05-01,157,157
SAN IGNACIO,internaciones,egresos,2007-05-01,64,64
SAN IGNACIO DE VELASCO,internaciones,egresos,2007-05-01,356,356
SAN JAVIER(STC),internaciones,egresos,2007-05-01,55,55
SAN JOAQUIN,internaciones,egresos,2007-05-01,51,51
SAN JOSE DE CHIQUITOS,internaciones,egresos,2007-05-01,96,96
SAN JUAN DE YAPACANI,internaciones,egresos,2007-05-01,125,125
SAN JULIAN,internaciones,egresos,2007-05-01,145,145
SAN LORENZO(TJA),internaciones,egresos,2007-05-01,5,5
SAN LUCAS,internaciones,egresos,2007-05-01,68,68
SAN MATIAS,internaciones,egresos,2007-05-01,77,77
SAN MIGUEL DE VELASCO,internaciones,egresos,2007-05-01,64,64
SAN PEDRO,internaciones,egresos,2007-05-01,33,33
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2007-05-01,10,10
SAN RAFAEL,internaciones,egresos,2007-05-01,46,46
SAN RAMON,internaciones,egresos,2007-05-01,48,48
SAN RAMON,internaciones,egresos,2007-05-01,44,44
SANTA ANA,internaciones,egresos,2007-05-01,121,121
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2007-05-01,8982,8982
SANTA ROSA,internaciones,egresos,2007-05-01,51,51
SANTA ROSA DEL SARA,internaciones,egresos,2007-05-01,53,53
SANTIAGO DE CALLAPA,internaciones,egresos,2007-05-01,1,1
SANTIAGO DE HUARI,internaciones,egresos,2007-05-01,1,1
SANTIAGO DE MACHACA,internaciones,egresos,2007-05-01,2,2
SANTIVAÑES,internaciones,egresos,2007-05-01,4,4
SENA,internaciones,egresos,2007-05-01,10,10
SICA SICA (VILLA AROMA),internaciones,egresos,2007-05-01,11,11
SICAYA,internaciones,egresos,2007-05-01,1,1
SIPE SIPE,internaciones,egresos,2007-05-01,59,59
SOPACHUY,internaciones,egresos,2007-05-01,33,33
SORACACHI,internaciones,egresos,2007-05-01,1,1
SORATA,internaciones,egresos,2007-05-01,8,8
SUCRE,internaciones,egresos,2007-05-01,2807,2807
TACACOMA,internaciones,egresos,2007-05-01,3,3
TACOPAYA,internaciones,egresos,2007-05-01,5,5
TAPACARI,internaciones,egresos,2007-05-01,17,17
TARABUCO,internaciones,egresos,2007-05-01,87,87
TARACO,internaciones,egresos,2007-05-01,1,1
TARATA,internaciones,egresos,2007-05-01,10,10
TARIJA,internaciones,egresos,2007-05-01,1718,1718
TARVITA,internaciones,egresos,2007-05-01,31,31
TEOPONTE,internaciones,egresos,2007-05-01,15,15
TIAWANACU,internaciones,egresos,2007-05-01,9,9
TINGUIPAYA,internaciones,egresos,2007-05-01,5,5
TIPUANI,internaciones,egresos,2007-05-01,36,36
TIQUIPAYA,internaciones,egresos,2007-05-01,97,97
TIRAQUE (CBBA),internaciones,egresos,2007-05-01,188,188
TOCO,internaciones,egresos,2007-05-01,2,2
TOLATA,internaciones,egresos,2007-05-01,2,2
TOLEDO,internaciones,egresos,2007-05-01,5,5
TOMAVE,internaciones,egresos,2007-05-01,4,4
TOMINA,internaciones,egresos,2007-05-01,7,7
TORO TORO,internaciones,egresos,2007-05-01,1,1
TOTORA(CBBA),internaciones,egresos,2007-05-01,37,37
TOTORA(ORR),internaciones,egresos,2007-05-01,2,2
TRIGAL,internaciones,egresos,2007-05-01,5,5
TRINIDAD,internaciones,egresos,2007-05-01,1494,1494
TUPIZA,internaciones,egresos,2007-05-01,333,333
UMALA,internaciones,egresos,2007-05-01,3,3
UNCIA,internaciones,egresos,2007-05-01,167,167
URIONDO (A. CONCEPCION),internaciones,egresos,2007-05-01,9,9
URUBICHA,internaciones,egresos,2007-05-01,21,21
UYUNI,internaciones,egresos,2007-05-01,93,93
VACAS,internaciones,egresos,2007-05-01,14,14
VALLEGRANDE,internaciones,egresos,2007-05-01,125,125
VIACHA,internaciones,egresos,2007-05-01,78,78
VILA VILA,internaciones,egresos,2007-05-01,3,3
VILLA MONTES,internaciones,egresos,2007-05-01,225,225
VILLA RIVERO,internaciones,egresos,2007-05-01,3,3
VILLA SERRANO,internaciones,egresos,2007-05-01,4,4
VILLA TUNARI,internaciones,egresos,2007-05-01,261,261
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2007-05-01,19,19
VILLAZON,internaciones,egresos,2007-05-01,210,210
VINTO,internaciones,egresos,2007-05-01,70,70
VITICHI,internaciones,egresos,2007-05-01,11,11
WARNES,internaciones,egresos,2007-05-01,101,101
YACUIBA,internaciones,egresos,2007-05-01,441,441
YAMPARAEZ,internaciones,egresos,2007-05-01,11,11
YANACACHI,internaciones,egresos,2007-05-01,6,6
YAPACANI,internaciones,egresos,2007-05-01,319,319
YOTALA,internaciones,egresos,2007-05-01,25,25
ZUDAÑEZ,internaciones,egresos,2007-05-01,33,33
ACHACACHI,internaciones,egresos,2007-06-01,89,89
ACHOCALLA,internaciones,egresos,2007-06-01,9,9
AIQUILE,internaciones,egresos,2007-06-01,121,121
ALALAY,internaciones,egresos,2007-06-01,6,6
ALCALA,internaciones,egresos,2007-06-01,3,3
ANCORAIMES,internaciones,egresos,2007-06-01,3,3
ANDAMARCA,internaciones,egresos,2007-06-01,2,2
ANTEQUERA,internaciones,egresos,2007-06-01,1,1
ANZALDO,internaciones,egresos,2007-06-01,1,1
APOLO,internaciones,egresos,2007-06-01,36,36
ARANI,internaciones,egresos,2007-06-01,5,5
ARBIETO,internaciones,egresos,2007-06-01,2,2
ARQUE,internaciones,egresos,2007-06-01,8,8
ASCENCION DE GUARAYOS,internaciones,egresos,2007-06-01,228,228
ATOCHA,internaciones,egresos,2007-06-01,180,180
AUCAPATA,internaciones,egresos,2007-06-01,2,2
AYATA,internaciones,egresos,2007-06-01,2,2
AYO AYO,internaciones,egresos,2007-06-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2007-06-01,60,60
AZURDUY,internaciones,egresos,2007-06-01,19,19
BATALLAS,internaciones,egresos,2007-06-01,8,8
BAURES,internaciones,egresos,2007-06-01,17,17
BERMEJO,internaciones,egresos,2007-06-01,217,217
BETANZOS,internaciones,egresos,2007-06-01,47,47
BOLIVAR,internaciones,egresos,2007-06-01,3,3
BOYUIBE,internaciones,egresos,2007-06-01,32,32
BUENA VISTA,internaciones,egresos,2007-06-01,43,43
CABEZAS,internaciones,egresos,2007-06-01,30,30
CAIROMA,internaciones,egresos,2007-06-01,7,7
"CAIZA ""D""",internaciones,egresos,2007-06-01,7,7
CAJUATA,internaciones,egresos,2007-06-01,10,10
CALAMARCA,internaciones,egresos,2007-06-01,1,1
CAMARGO,internaciones,egresos,2007-06-01,226,226
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2007-06-01,10,10
CAMIRI,internaciones,egresos,2007-06-01,436,436
CAPINOTA,internaciones,egresos,2007-06-01,5,5
CARACOLLO,internaciones,egresos,2007-06-01,20,20
CARANAVI,internaciones,egresos,2007-06-01,200,200
CARIPUYO,internaciones,egresos,2007-06-01,1,1
CHACARILLA,internaciones,egresos,2007-06-01,1,1
CHALLAPATA,internaciones,egresos,2007-06-01,67,67
CHAQUI,internaciones,egresos,2007-06-01,1,1
CHARAGUA,internaciones,egresos,2007-06-01,112,112
CHARAÑA,internaciones,egresos,2007-06-01,1,1
CHIMORE,internaciones,egresos,2007-06-01,10,10
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2007-06-01,117,117
CHUMA,internaciones,egresos,2007-06-01,3,3
CLIZA,internaciones,egresos,2007-06-01,37,37
COBIJA,internaciones,egresos,2007-06-01,404,404
COCHABAMBA,internaciones,egresos,2007-06-01,6474,6474
COLCAPIRHUA,internaciones,egresos,2007-06-01,72,72
COLLANA,internaciones,egresos,2007-06-01,2,2
COLOMI,internaciones,egresos,2007-06-01,40,40
COLPA BELGICA,internaciones,egresos,2007-06-01,17,17
COLQUIRI,internaciones,egresos,2007-06-01,15,15
COMANCHE,internaciones,egresos,2007-06-01,2,2
COMARAPA,internaciones,egresos,2007-06-01,85,85
CONCEPCION,internaciones,egresos,2007-06-01,81,81
COPACABANA,internaciones,egresos,2007-06-01,25,25
CORIPATA,internaciones,egresos,2007-06-01,25,25
CORO CORO,internaciones,egresos,2007-06-01,1,1
COROICO,internaciones,egresos,2007-06-01,96,96
COTAGAITA,internaciones,egresos,2007-06-01,21,21
COTOCA,internaciones,egresos,2007-06-01,146,146
CUATRO CAÑADAS,internaciones,egresos,2007-06-01,61,61
CUEVO,internaciones,egresos,2007-06-01,5,5
CULPINA,internaciones,egresos,2007-06-01,53,53
CURVA,internaciones,egresos,2007-06-01,1,1
DESAGUADERO,internaciones,egresos,2007-06-01,2,2
EL ALTO,internaciones,egresos,2007-06-01,2662,2662
EL PUENTE(STC),internaciones,egresos,2007-06-01,8,8
EL TORNO,internaciones,egresos,2007-06-01,148,148
EL VILLAR,internaciones,egresos,2007-06-01,8,8
ENTRE RIOS,internaciones,egresos,2007-06-01,23,23
ENTRE RIOS,internaciones,egresos,2007-06-01,32,32
EUCALIPTUS,internaciones,egresos,2007-06-01,10,10
EXALTACION,internaciones,egresos,2007-06-01,4,4
FERNANDEZ ALONSO,internaciones,egresos,2007-06-01,21,21
FILADELFIA,internaciones,egresos,2007-06-01,7,7
GENERAL SAAVEDRA,internaciones,egresos,2007-06-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2007-06-01,7,7
GUANAY,internaciones,egresos,2007-06-01,46,46
GUAQUI,internaciones,egresos,2007-06-01,4,4
GUAYARAMERIN,internaciones,egresos,2007-06-01,573,573
GUTIERREZ,internaciones,egresos,2007-06-01,22,22
HUACARETA,internaciones,egresos,2007-06-01,19,19
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2007-06-01,2,2
HUACHACALLA,internaciones,egresos,2007-06-01,10,10
HUANUNI,internaciones,egresos,2007-06-01,61,61
HUARACAJE,internaciones,egresos,2007-06-01,19,19
ICHOCA,internaciones,egresos,2007-06-01,2,2
ICLA,internaciones,egresos,2007-06-01,9,9
INCAHUASI,internaciones,egresos,2007-06-01,17,17
INQUISIVI,internaciones,egresos,2007-06-01,2,2
IRUPANA (VILLA DE LANZA),internaciones,egresos,2007-06-01,30,30
IXIAMAS,internaciones,egresos,2007-06-01,26,26
JESUS DE MACHACA,internaciones,egresos,2007-06-01,20,20
LA ASUNTA,internaciones,egresos,2007-06-01,59,59
LA GUARDIA,internaciones,egresos,2007-06-01,190,190
LA PAZ,internaciones,egresos,2007-06-01,6528,6528
LAGUNILLAS,internaciones,egresos,2007-06-01,16,16
LAJA,internaciones,egresos,2007-06-01,2,2
LAS CARRERAS,internaciones,egresos,2007-06-01,3,3
LLALLAGUA,internaciones,egresos,2007-06-01,257,257
LLICA,internaciones,egresos,2007-06-01,6,6
LURIBAY,internaciones,egresos,2007-06-01,10,10
MACHACAMARCA,internaciones,egresos,2007-06-01,7,7
MACHARETI,internaciones,egresos,2007-06-01,6,6
MAGDALENA,internaciones,egresos,2007-06-01,63,63
MAIRANA,internaciones,egresos,2007-06-01,46,46
MAPIRI,internaciones,egresos,2007-06-01,31,31
MECAPACA,internaciones,egresos,2007-06-01,4,4
MINEROS,internaciones,egresos,2007-06-01,12,12
MIZQUE,internaciones,egresos,2007-06-01,27,27
MOCOMOCO,internaciones,egresos,2007-06-01,1,1
MOJOCOYA,internaciones,egresos,2007-06-01,7,7
MONTEAGUDO,internaciones,egresos,2007-06-01,145,145
MONTERO,internaciones,egresos,2007-06-01,705,705
MORO MORO,internaciones,egresos,2007-06-01,4,4
MOROCHATA,internaciones,egresos,2007-06-01,20,20
OCURI,internaciones,egresos,2007-06-01,21,21
OKINAWA,internaciones,egresos,2007-06-01,9,9
OMEREQUE,internaciones,egresos,2007-06-01,6,6
ORURO,internaciones,egresos,2007-06-01,2120,2120
PADILLA,internaciones,egresos,2007-06-01,71,71
PAILON,internaciones,egresos,2007-06-01,66,66
PALCA,internaciones,egresos,2007-06-01,3,3
PALOS BLANCOS,internaciones,egresos,2007-06-01,75,75
PAMPA GRANDE,internaciones,egresos,2007-06-01,14,14
PAPEL PAMPA,internaciones,egresos,2007-06-01,2,2
PATACAMAYA,internaciones,egresos,2007-06-01,44,44
POCOATA,internaciones,egresos,2007-06-01,8,8
POCONA,internaciones,egresos,2007-06-01,10,10
POJO (CBBA),internaciones,egresos,2007-06-01,12,12
POOPO,internaciones,egresos,2007-06-01,6,6
PORCO,internaciones,egresos,2007-06-01,6,6
POROMA,internaciones,egresos,2007-06-01,19,19
PORONGO,internaciones,egresos,2007-06-01,5,5
PORTACHUELO,internaciones,egresos,2007-06-01,185,185
PORVENIR,internaciones,egresos,2007-06-01,6,6
POSTRER VALLE,internaciones,egresos,2007-06-01,6,6
POTOSI,internaciones,egresos,2007-06-01,1465,1465
PRESTO,internaciones,egresos,2007-06-01,14,14
PUCARA,internaciones,egresos,2007-06-01,1,1
PUCARANI,internaciones,egresos,2007-06-01,5,5
PUERTO ACOSTA,internaciones,egresos,2007-06-01,62,62
PUERTO CARABUCO,internaciones,egresos,2007-06-01,1,1
PUERTO GONZALO MORENO,internaciones,egresos,2007-06-01,6,6
PUERTO QUIJARRO,internaciones,egresos,2007-06-01,59,59
PUERTO RICO,internaciones,egresos,2007-06-01,24,24
PUERTO SUAREZ,internaciones,egresos,2007-06-01,125,125
PUERTO VILLARROEL,internaciones,egresos,2007-06-01,179,179
PUNA,internaciones,egresos,2007-06-01,27,27
PUNATA,internaciones,egresos,2007-06-01,233,233
QUILLACOLLO,internaciones,egresos,2007-06-01,299,299
QUIME,internaciones,egresos,2007-06-01,15,15
RAVELO,internaciones,egresos,2007-06-01,8,8
REYES,internaciones,egresos,2007-06-01,40,40
RIBERALTA,internaciones,egresos,2007-06-01,824,824
ROBORE,internaciones,egresos,2007-06-01,104,104
RURRENABAQUE,internaciones,egresos,2007-06-01,121,121
SABAYA,internaciones,egresos,2007-06-01,2,2
SACABA,internaciones,egresos,2007-06-01,420,420
SACABAMBA,internaciones,egresos,2007-06-01,15,15
SACACA,internaciones,egresos,2007-06-01,13,13
SAIPINA,internaciones,egresos,2007-06-01,5,5
SAMAIPATA,internaciones,egresos,2007-06-01,20,20
SAN AGUSTIN,internaciones,egresos,2007-06-01,3,3
SAN ANDRES,internaciones,egresos,2007-06-01,5,5
SAN ANDRES DE MACHACA,internaciones,egresos,2007-06-01,2,2
SAN ANTONIO DE LOMERIO,internaciones,egresos,2007-06-01,9,9
SAN BENITO,internaciones,egresos,2007-06-01,4,4
SAN BORJA,internaciones,egresos,2007-06-01,157,157
SAN BUENA VENTURA,internaciones,egresos,2007-06-01,49,49
SAN CARLOS,internaciones,egresos,2007-06-01,164,164
SAN IGNACIO,internaciones,egresos,2007-06-01,80,80
SAN IGNACIO DE VELASCO,internaciones,egresos,2007-06-01,338,338
SAN JAVIER(STC),internaciones,egresos,2007-06-01,49,49
SAN JOAQUIN,internaciones,egresos,2007-06-01,39,39
SAN JOSE DE CHIQUITOS,internaciones,egresos,2007-06-01,98,98
SAN JUAN DE YAPACANI,internaciones,egresos,2007-06-01,118,118
SAN JULIAN,internaciones,egresos,2007-06-01,146,146
SAN LORENZO(TJA),internaciones,egresos,2007-06-01,11,11
SAN LUCAS,internaciones,egresos,2007-06-01,95,95
