municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
ANZALDO,internaciones,dias camas disponibles maternidad,2007-04-01,53,53
APOLO,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
ARANI,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
ARBIETO,internaciones,dias camas disponibles maternidad,2007-04-01,92,92
ARQUE,internaciones,dias camas disponibles maternidad,2007-04-01,210,210
ASCENCION DE GUARAYOS,internaciones,dias camas disponibles maternidad,2007-04-01,360,360
ATOCHA,internaciones,dias camas disponibles maternidad,2007-04-01,270,270
AYATA,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
AYO AYO,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas disponibles maternidad,2007-04-01,632,632
AZURDUY,internaciones,dias camas disponibles maternidad,2007-04-01,180,180
BATALLAS,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
BAURES,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
BERMEJO,internaciones,dias camas disponibles maternidad,2007-04-01,364,364
BETANZOS,internaciones,dias camas disponibles maternidad,2007-04-01,360,360
BOLIVAR,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
BOYUIBE,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
BUENA VISTA,internaciones,dias camas disponibles maternidad,2007-04-01,297,297
CABEZAS,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
CAIROMA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
"CAIZA ""D""",internaciones,dias camas disponibles maternidad,2007-04-01,120,120
CAJUATA,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
CALAMARCA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
CAMARGO,internaciones,dias camas disponibles maternidad,2007-04-01,180,180
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles maternidad,2007-04-01,90,90
CAMIRI,internaciones,dias camas disponibles maternidad,2007-04-01,810,810
CAPINOTA,internaciones,dias camas disponibles maternidad,2007-04-01,421,421
CAQUIAVIRI,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
CARACOLLO,internaciones,dias camas disponibles maternidad,2007-04-01,180,180
CARANAVI,internaciones,dias camas disponibles maternidad,2007-04-01,420,420
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles maternidad,2007-04-01,22,22
CHALLAPATA,internaciones,dias camas disponibles maternidad,2007-04-01,365,365
CHAQUI,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
CHARAGUA,internaciones,dias camas disponibles maternidad,2007-04-01,180,180
CHAYANTA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
CHIMORE,internaciones,dias camas disponibles maternidad,2007-04-01,241,241
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles maternidad,2007-04-01,180,180
CHUMA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
CLIZA,internaciones,dias camas disponibles maternidad,2007-04-01,154,154
COBIJA,internaciones,dias camas disponibles maternidad,2007-04-01,600,600
COCHABAMBA,internaciones,dias camas disponibles maternidad,2007-04-01,12360,12360
COLCAPIRHUA,internaciones,dias camas disponibles maternidad,2007-04-01,330,330
"COLCHA ""K""",internaciones,dias camas disponibles maternidad,2007-04-01,60,60
COLOMI,internaciones,dias camas disponibles maternidad,2007-04-01,390,390
COLPA BELGICA,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
COLQUIRI,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
COMARAPA,internaciones,dias camas disponibles maternidad,2007-04-01,300,300
CONCEPCION,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
COPACABANA,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
CORIPATA,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
CORO CORO,internaciones,dias camas disponibles maternidad,2007-04-01,180,180
COROICO,internaciones,dias camas disponibles maternidad,2007-04-01,240,240
COTAGAITA,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
COTOCA,internaciones,dias camas disponibles maternidad,2007-04-01,630,630
CUATRO CAÑADAS,internaciones,dias camas disponibles maternidad,2007-04-01,330,330
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas disponibles maternidad,2007-04-01,30,30
CUEVO,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
CULPINA,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
CURVA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
DESAGUADERO,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
EL ALTO,internaciones,dias camas disponibles maternidad,2007-04-01,4770,4770
EL PUENTE(STC),internaciones,dias camas disponibles maternidad,2007-04-01,121,121
EL PUENTE(TJA),internaciones,dias camas disponibles maternidad,2007-04-01,60,60
EL TORNO,internaciones,dias camas disponibles maternidad,2007-04-01,450,450
EL VILLAR,internaciones,dias camas disponibles maternidad,2007-04-01,270,270
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2007-04-01,162,162
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2007-04-01,390,390
EUCALIPTUS,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
EXALTACION,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
FERNANDEZ ALONSO,internaciones,dias camas disponibles maternidad,2007-04-01,424,424
FILADELFIA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
GENERAL SAAVEDRA,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
GUANAY,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
GUAQUI,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
GUAYARAMERIN,internaciones,dias camas disponibles maternidad,2007-04-01,633,633
GUTIERREZ,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
HUACARETA,internaciones,dias camas disponibles maternidad,2007-04-01,210,210
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles maternidad,2007-04-01,90,90
HUANUNI,internaciones,dias camas disponibles maternidad,2007-04-01,240,240
HUARACAJE,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
HUAYLLAMARCA,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
ICLA,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
INCAHUASI,internaciones,dias camas disponibles maternidad,2007-04-01,300,300
INQUISIVI,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles maternidad,2007-04-01,60,60
IXIAMAS,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
JESUS DE MACHACA,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
LA ASUNTA,internaciones,dias camas disponibles maternidad,2007-04-01,240,240
LA GUARDIA,internaciones,dias camas disponibles maternidad,2007-04-01,910,910
LA PAZ,internaciones,dias camas disponibles maternidad,2007-04-01,12930,12930
LAGUNILLAS,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
LAJA,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
LAS CARRERAS,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
LICOMA PAMPA,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
LLALLAGUA,internaciones,dias camas disponibles maternidad,2007-04-01,360,360
LLICA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
LURIBAY,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
MACHACAMARCA,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
MACHARETI,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
MAGDALENA,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
MAIRANA,internaciones,dias camas disponibles maternidad,2007-04-01,270,270
MAPIRI,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
MECAPACA,internaciones,dias camas disponibles maternidad,2007-04-01,151,151
MINEROS,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
MIZQUE,internaciones,dias camas disponibles maternidad,2007-04-01,450,450
MOCOMOCO,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
MOJOCOYA,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
MONTEAGUDO,internaciones,dias camas disponibles maternidad,2007-04-01,420,420
MONTERO,internaciones,dias camas disponibles maternidad,2007-04-01,780,780
MORO MORO,internaciones,dias camas disponibles maternidad,2007-04-01,91,91
MOROCHATA,internaciones,dias camas disponibles maternidad,2007-04-01,512,512
NACEBE (SANTA ROSA DEL ABUNA),internaciones,dias camas disponibles maternidad,2007-04-01,60,60
OCURI,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
OKINAWA,internaciones,dias camas disponibles maternidad,2007-04-01,328,328
OMEREQUE,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
ORURO,internaciones,dias camas disponibles maternidad,2007-04-01,3004,3004
PADILLA,internaciones,dias camas disponibles maternidad,2007-04-01,450,450
PAILON,internaciones,dias camas disponibles maternidad,2007-04-01,174,174
PALCA,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
PALOS BLANCOS,internaciones,dias camas disponibles maternidad,2007-04-01,240,240
PAMPA AULLAGAS,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
PAMPA GRANDE,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
PAPEL PAMPA,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
PASORAPA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
PATACAMAYA,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
PAZÑA,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
POCOATA,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
POCONA,internaciones,dias camas disponibles maternidad,2007-04-01,238,238
POJO (CBBA),internaciones,dias camas disponibles maternidad,2007-04-01,150,150
POOPO,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
PORCO,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
POROMA,internaciones,dias camas disponibles maternidad,2007-04-01,390,390
PORONGO,internaciones,dias camas disponibles maternidad,2007-04-01,330,330
PORTACHUELO,internaciones,dias camas disponibles maternidad,2007-04-01,510,510
PORVENIR,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
POSTRER VALLE,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
POTOSI,internaciones,dias camas disponibles maternidad,2007-04-01,1260,1260
PRESTO,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
PUCARA,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
PUCARANI,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
PUERTO ACOSTA,internaciones,dias camas disponibles maternidad,2007-04-01,340,340
PUERTO CARABUCO,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
PUERTO GONZALO MORENO,internaciones,dias camas disponibles maternidad,2007-04-01,3,3
PUERTO QUIJARRO,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
PUERTO RICO,internaciones,dias camas disponibles maternidad,2007-04-01,14,14
PUERTO SUAREZ,internaciones,dias camas disponibles maternidad,2007-04-01,300,300
PUERTO VILLARROEL,internaciones,dias camas disponibles maternidad,2007-04-01,991,991
PUNA,internaciones,dias camas disponibles maternidad,2007-04-01,537,537
PUNATA,internaciones,dias camas disponibles maternidad,2007-04-01,360,360
QUILLACOLLO,internaciones,dias camas disponibles maternidad,2007-04-01,420,420
QUIME,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
QUIRUSILLAS,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
RAVELO,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
REYES,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
RIBERALTA,internaciones,dias camas disponibles maternidad,2007-04-01,690,690
ROBORE,internaciones,dias camas disponibles maternidad,2007-04-01,330,330
RURRENABAQUE,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
SABAYA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
SACABA,internaciones,dias camas disponibles maternidad,2007-04-01,1410,1410
SACACA,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
SAIPINA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
SALINAS DE GARCI MENDOZA,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
SAMAIPATA,internaciones,dias camas disponibles maternidad,2007-04-01,276,276
SAN AGUSTIN,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
SAN ANDRES DE MACHACA,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
SAN ANTONIO DE LOMERIO,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
SAN BENITO,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
SAN BORJA,internaciones,dias camas disponibles maternidad,2007-04-01,344,344
SAN BUENA VENTURA,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
SAN CARLOS,internaciones,dias camas disponibles maternidad,2007-04-01,390,390
SAN IGNACIO,internaciones,dias camas disponibles maternidad,2007-04-01,360,360
SAN IGNACIO DE VELASCO,internaciones,dias camas disponibles maternidad,2007-04-01,1050,1050
SAN JAVIER(STC),internaciones,dias camas disponibles maternidad,2007-04-01,120,120
SAN JOAQUIN,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
SAN JOSE DE CHIQUITOS,internaciones,dias camas disponibles maternidad,2007-04-01,349,349
SAN JUAN DE YAPACANI,internaciones,dias camas disponibles maternidad,2007-04-01,166,166
SAN JULIAN,internaciones,dias camas disponibles maternidad,2007-04-01,660,660
SAN LORENZO(PND),internaciones,dias camas disponibles maternidad,2007-04-01,60,60
SAN LORENZO(TJA),internaciones,dias camas disponibles maternidad,2007-04-01,124,124
SAN LUCAS,internaciones,dias camas disponibles maternidad,2007-04-01,361,361
SAN MATIAS,internaciones,dias camas disponibles maternidad,2007-04-01,360,360
SAN MIGUEL DE VELASCO,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
SAN PEDRO,internaciones,dias camas disponibles maternidad,2007-04-01,360,360
SAN PEDRO DE BUENA VISTA,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
SAN PEDRO DE TIQUINA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
SAN RAFAEL,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
SAN RAMON,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
SAN RAMON,internaciones,dias camas disponibles maternidad,2007-04-01,180,180
SANTA ANA,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
SANTA CRUZ DE LA SIERRA,internaciones,dias camas disponibles maternidad,2007-04-01,12835,12835
SANTA ROSA,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
SANTA ROSA DEL SARA,internaciones,dias camas disponibles maternidad,2007-04-01,480,480
SANTIAGO DE CALLAPA,internaciones,dias camas disponibles maternidad,2007-04-01,31,31
SANTIAGO DE HUARI,internaciones,dias camas disponibles maternidad,2007-04-01,122,122
SANTIAGO DE MACHACA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
SANTIVAÑES,internaciones,dias camas disponibles maternidad,2007-04-01,210,210
SANTUARIO DE QUILLACAS,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
SAPAHAQUI,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
SICA SICA (VILLA AROMA),internaciones,dias camas disponibles maternidad,2007-04-01,150,150
SICAYA,internaciones,dias camas disponibles maternidad,2007-04-01,73,73
SIPE SIPE,internaciones,dias camas disponibles maternidad,2007-04-01,360,360
SOPACHUY,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
SORACACHI,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
SORATA,internaciones,dias camas disponibles maternidad,2007-04-01,210,210
SUCRE,internaciones,dias camas disponibles maternidad,2007-04-01,3960,3960
TACACHI,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
TACACOMA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
TACOPAYA,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
TAPACARI,internaciones,dias camas disponibles maternidad,2007-04-01,510,510
TARABUCO,internaciones,dias camas disponibles maternidad,2007-04-01,180,180
TARACO,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
TARATA,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
TARIJA,internaciones,dias camas disponibles maternidad,2007-04-01,1248,1248
TARVITA,internaciones,dias camas disponibles maternidad,2007-04-01,570,570
TEOPONTE,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
TIAWANACU,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
TIPUANI,internaciones,dias camas disponibles maternidad,2007-04-01,210,210
TIQUIPAYA,internaciones,dias camas disponibles maternidad,2007-04-01,570,570
TIRAQUE (CBBA),internaciones,dias camas disponibles maternidad,2007-04-01,870,870
TOCO,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
TOLATA,internaciones,dias camas disponibles maternidad,2007-04-01,56,56
TOLEDO,internaciones,dias camas disponibles maternidad,2007-04-01,153,153
TOMINA,internaciones,dias camas disponibles maternidad,2007-04-01,270,270
TORO TORO,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
TOTORA(CBBA),internaciones,dias camas disponibles maternidad,2007-04-01,274,274
TOTORA(ORR),internaciones,dias camas disponibles maternidad,2007-04-01,30,30
TRIGAL,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
TRINIDAD,internaciones,dias camas disponibles maternidad,2007-04-01,1408,1408
TUPIZA,internaciones,dias camas disponibles maternidad,2007-04-01,360,360
TURCO,internaciones,dias camas disponibles maternidad,2007-04-01,180,180
UNCIA,internaciones,dias camas disponibles maternidad,2007-04-01,244,244
URIONDO (A. CONCEPCION),internaciones,dias camas disponibles maternidad,2007-04-01,80,80
URUBICHA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
UYUNI,internaciones,dias camas disponibles maternidad,2007-04-01,360,360
VACAS,internaciones,dias camas disponibles maternidad,2007-04-01,210,210
VALLEGRANDE,internaciones,dias camas disponibles maternidad,2007-04-01,160,160
VIACHA,internaciones,dias camas disponibles maternidad,2007-04-01,300,300
VILA VILA,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
VILLA MONTES,internaciones,dias camas disponibles maternidad,2007-04-01,150,150
VILLA RIVERO,internaciones,dias camas disponibles maternidad,2007-04-01,148,148
VILLA SERRANO,internaciones,dias camas disponibles maternidad,2007-04-01,240,240
VILLA TUNARI,internaciones,dias camas disponibles maternidad,2007-04-01,1322,1322
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas disponibles maternidad,2007-04-01,240,240
VILLAZON,internaciones,dias camas disponibles maternidad,2007-04-01,420,420
VINTO,internaciones,dias camas disponibles maternidad,2007-04-01,210,210
VITICHI,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
WARNES,internaciones,dias camas disponibles maternidad,2007-04-01,481,481
YACUIBA,internaciones,dias camas disponibles maternidad,2007-04-01,635,635
YAMPARAEZ,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
YANACACHI,internaciones,dias camas disponibles maternidad,2007-04-01,60,60
YAPACANI,internaciones,dias camas disponibles maternidad,2007-04-01,444,444
YOCALLA,internaciones,dias camas disponibles maternidad,2007-04-01,30,30
YOTALA,internaciones,dias camas disponibles maternidad,2007-04-01,90,90
ZUDAÑEZ,internaciones,dias camas disponibles maternidad,2007-04-01,120,120
ACACIO,internaciones,dias camas disponibles maternidad,2007-05-01,31,31
ACHACACHI,internaciones,dias camas disponibles maternidad,2007-05-01,233,233
ACHOCALLA,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
AIQUILE,internaciones,dias camas disponibles maternidad,2007-05-01,248,248
ALALAY,internaciones,dias camas disponibles maternidad,2007-05-01,155,155
ALCALA,internaciones,dias camas disponibles maternidad,2007-05-01,124,124
ANCORAIMES,internaciones,dias camas disponibles maternidad,2007-05-01,31,31
ANDAMARCA,internaciones,dias camas disponibles maternidad,2007-05-01,62,62
ANTEQUERA,internaciones,dias camas disponibles maternidad,2007-05-01,31,31
ANZALDO,internaciones,dias camas disponibles maternidad,2007-05-01,57,57
APOLO,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
ARAMPAMPA,internaciones,dias camas disponibles maternidad,2007-05-01,31,31
ARANI,internaciones,dias camas disponibles maternidad,2007-05-01,155,155
ARBIETO,internaciones,dias camas disponibles maternidad,2007-05-01,60,60
ARQUE,internaciones,dias camas disponibles maternidad,2007-05-01,155,155
ASCENCION DE GUARAYOS,internaciones,dias camas disponibles maternidad,2007-05-01,341,341
ATOCHA,internaciones,dias camas disponibles maternidad,2007-05-01,339,339
AYO AYO,internaciones,dias camas disponibles maternidad,2007-05-01,62,62
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas disponibles maternidad,2007-05-01,555,555
AZURDUY,internaciones,dias camas disponibles maternidad,2007-05-01,186,186
BATALLAS,internaciones,dias camas disponibles maternidad,2007-05-01,62,62
BAURES,internaciones,dias camas disponibles maternidad,2007-05-01,62,62
BERMEJO,internaciones,dias camas disponibles maternidad,2007-05-01,363,363
BETANZOS,internaciones,dias camas disponibles maternidad,2007-05-01,372,372
BOLIVAR,internaciones,dias camas disponibles maternidad,2007-05-01,155,155
BOYUIBE,internaciones,dias camas disponibles maternidad,2007-05-01,124,124
BUENA VISTA,internaciones,dias camas disponibles maternidad,2007-05-01,337,337
CABEZAS,internaciones,dias camas disponibles maternidad,2007-05-01,124,124
CAIROMA,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
"CAIZA ""D""",internaciones,dias camas disponibles maternidad,2007-05-01,279,279
CAJUATA,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
CALACOTO,internaciones,dias camas disponibles maternidad,2007-05-01,64,64
CALAMARCA,internaciones,dias camas disponibles maternidad,2007-05-01,62,62
CAMARGO,internaciones,dias camas disponibles maternidad,2007-05-01,186,186
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles maternidad,2007-05-01,93,93
CAMIRI,internaciones,dias camas disponibles maternidad,2007-05-01,744,744
CAPINOTA,internaciones,dias camas disponibles maternidad,2007-05-01,309,309
CARACOLLO,internaciones,dias camas disponibles maternidad,2007-05-01,216,216
CARANAVI,internaciones,dias camas disponibles maternidad,2007-05-01,370,370
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles maternidad,2007-05-01,27,27
CHALLAPATA,internaciones,dias camas disponibles maternidad,2007-05-01,371,371
CHAQUI,internaciones,dias camas disponibles maternidad,2007-05-01,60,60
CHARAGUA,internaciones,dias camas disponibles maternidad,2007-05-01,207,207
CHAYANTA,internaciones,dias camas disponibles maternidad,2007-05-01,60,60
CHIMORE,internaciones,dias camas disponibles maternidad,2007-05-01,248,248
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles maternidad,2007-05-01,151,151
CHUMA,internaciones,dias camas disponibles maternidad,2007-05-01,62,62
CLIZA,internaciones,dias camas disponibles maternidad,2007-05-01,186,186
COBIJA,internaciones,dias camas disponibles maternidad,2007-05-01,680,680
COCHABAMBA,internaciones,dias camas disponibles maternidad,2007-05-01,12772,12772
COLCAPIRHUA,internaciones,dias camas disponibles maternidad,2007-05-01,341,341
"COLCHA ""K""",internaciones,dias camas disponibles maternidad,2007-05-01,62,62
COLLANA,internaciones,dias camas disponibles maternidad,2007-05-01,31,31
COLOMI,internaciones,dias camas disponibles maternidad,2007-05-01,403,403
COLPA BELGICA,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
COLQUIRI,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
COMARAPA,internaciones,dias camas disponibles maternidad,2007-05-01,279,279
CONCEPCION,internaciones,dias camas disponibles maternidad,2007-05-01,182,182
COPACABANA,internaciones,dias camas disponibles maternidad,2007-05-01,62,62
CORIPATA,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
COROICO,internaciones,dias camas disponibles maternidad,2007-05-01,248,248
COTAGAITA,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
COTOCA,internaciones,dias camas disponibles maternidad,2007-05-01,651,651
CUATRO CAÑADAS,internaciones,dias camas disponibles maternidad,2007-05-01,217,217
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas disponibles maternidad,2007-05-01,62,62
CUEVO,internaciones,dias camas disponibles maternidad,2007-05-01,62,62
CULPINA,internaciones,dias camas disponibles maternidad,2007-05-01,217,217
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles maternidad,2007-05-01,60,60
DESAGUADERO,internaciones,dias camas disponibles maternidad,2007-05-01,62,62
EL ALTO,internaciones,dias camas disponibles maternidad,2007-05-01,4774,4774
EL PUENTE(STC),internaciones,dias camas disponibles maternidad,2007-05-01,123,123
EL PUENTE(TJA),internaciones,dias camas disponibles maternidad,2007-05-01,60,60
EL TORNO,internaciones,dias camas disponibles maternidad,2007-05-01,465,465
EL VILLAR,internaciones,dias camas disponibles maternidad,2007-05-01,281,281
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2007-05-01,186,186
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2007-05-01,310,310
EUCALIPTUS,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
EXALTACION,internaciones,dias camas disponibles maternidad,2007-05-01,31,31
FERNANDEZ ALONSO,internaciones,dias camas disponibles maternidad,2007-05-01,558,558
FILADELFIA,internaciones,dias camas disponibles maternidad,2007-05-01,31,31
GENERAL SAAVEDRA,internaciones,dias camas disponibles maternidad,2007-05-01,124,124
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas disponibles maternidad,2007-05-01,124,124
GUANAY,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
GUAQUI,internaciones,dias camas disponibles maternidad,2007-05-01,62,62
GUAYARAMERIN,internaciones,dias camas disponibles maternidad,2007-05-01,468,468
GUTIERREZ,internaciones,dias camas disponibles maternidad,2007-05-01,152,152
HUACARETA,internaciones,dias camas disponibles maternidad,2007-05-01,217,217
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles maternidad,2007-05-01,93,93
HUACHACALLA,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
HUANUNI,internaciones,dias camas disponibles maternidad,2007-05-01,248,248
HUARACAJE,internaciones,dias camas disponibles maternidad,2007-05-01,31,31
HUAYLLAMARCA,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
ICHOCA,internaciones,dias camas disponibles maternidad,2007-05-01,31,31
ICLA,internaciones,dias camas disponibles maternidad,2007-05-01,31,31
INCAHUASI,internaciones,dias camas disponibles maternidad,2007-05-01,307,307
INQUISIVI,internaciones,dias camas disponibles maternidad,2007-05-01,31,31
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles maternidad,2007-05-01,122,122
IXIAMAS,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
JESUS DE MACHACA,internaciones,dias camas disponibles maternidad,2007-05-01,62,62
LA ASUNTA,internaciones,dias camas disponibles maternidad,2007-05-01,279,279
LA GUARDIA,internaciones,dias camas disponibles maternidad,2007-05-01,527,527
LA PAZ,internaciones,dias camas disponibles maternidad,2007-05-01,13330,13330
LAGUNILLAS,internaciones,dias camas disponibles maternidad,2007-05-01,32,32
LAJA,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
LAS CARRERAS,internaciones,dias camas disponibles maternidad,2007-05-01,56,56
LICOMA PAMPA,internaciones,dias camas disponibles maternidad,2007-05-01,31,31
LLALLAGUA,internaciones,dias camas disponibles maternidad,2007-05-01,532,532
LLICA,internaciones,dias camas disponibles maternidad,2007-05-01,62,62
LURIBAY,internaciones,dias camas disponibles maternidad,2007-05-01,93,93
MACHACAMARCA,internaciones,dias camas disponibles maternidad,2007-05-01,30,30
MACHARETI,internaciones,dias camas disponibles maternidad,2007-05-01,124,124
