municipality,group,variable,month,Ingresos espontáneos,TOTAL
ACACIO,internaciones,ingresos espontaneos,2007-07-01,5,5
ACHACACHI,internaciones,ingresos espontaneos,2007-07-01,48,48
ACHOCALLA,internaciones,ingresos espontaneos,2007-07-01,5,5
AIQUILE,internaciones,ingresos espontaneos,2007-07-01,115,115
ALALAY,internaciones,ingresos espontaneos,2007-07-01,3,3
ALCALA,internaciones,ingresos espontaneos,2007-07-01,10,10
ANCORAIMES,internaciones,ingresos espontaneos,2007-07-01,1,1
ANDAMARCA,internaciones,ingresos espontaneos,2007-07-01,1,1
APOLO,internaciones,ingresos espontaneos,2007-07-01,19,19
ARAMPAMPA,internaciones,ingresos espontaneos,2007-07-01,1,1
ARANI,internaciones,ingresos espontaneos,2007-07-01,4,4
ARBIETO,internaciones,ingresos espontaneos,2007-07-01,5,5
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2007-07-01,189,189
ATOCHA,internaciones,ingresos espontaneos,2007-07-01,94,94
AUCAPATA,internaciones,ingresos espontaneos,2007-07-01,1,1
AYATA,internaciones,ingresos espontaneos,2007-07-01,1,1
AYO AYO,internaciones,ingresos espontaneos,2007-07-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2007-07-01,35,35
AZURDUY,internaciones,ingresos espontaneos,2007-07-01,20,20
BATALLAS,internaciones,ingresos espontaneos,2007-07-01,3,3
BAURES,internaciones,ingresos espontaneos,2007-07-01,18,18
BERMEJO,internaciones,ingresos espontaneos,2007-07-01,213,213
BETANZOS,internaciones,ingresos espontaneos,2007-07-01,38,38
BOLIVAR,internaciones,ingresos espontaneos,2007-07-01,3,3
BOYUIBE,internaciones,ingresos espontaneos,2007-07-01,20,20
BUENA VISTA,internaciones,ingresos espontaneos,2007-07-01,24,24
CABEZAS,internaciones,ingresos espontaneos,2007-07-01,22,22
CAIROMA,internaciones,ingresos espontaneos,2007-07-01,8,8
CAJUATA,internaciones,ingresos espontaneos,2007-07-01,9,9
CALAMARCA,internaciones,ingresos espontaneos,2007-07-01,4,4
CAMARGO,internaciones,ingresos espontaneos,2007-07-01,212,212
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2007-07-01,8,8
CAMIRI,internaciones,ingresos espontaneos,2007-07-01,280,280
CAPINOTA,internaciones,ingresos espontaneos,2007-07-01,3,3
CAQUIAVIRI,internaciones,ingresos espontaneos,2007-07-01,1,1
CARACOLLO,internaciones,ingresos espontaneos,2007-07-01,24,24
CARANAVI,internaciones,ingresos espontaneos,2007-07-01,135,135
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2007-07-01,1,1
CHALLAPATA,internaciones,ingresos espontaneos,2007-07-01,55,55
CHAQUI,internaciones,ingresos espontaneos,2007-07-01,3,3
CHARAGUA,internaciones,ingresos espontaneos,2007-07-01,99,99
CHARAÑA,internaciones,ingresos espontaneos,2007-07-01,1,1
CHAYANTA,internaciones,ingresos espontaneos,2007-07-01,10,10
CHIMORE,internaciones,ingresos espontaneos,2007-07-01,21,21
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2007-07-01,116,116
CHUMA,internaciones,ingresos espontaneos,2007-07-01,3,3
CLIZA,internaciones,ingresos espontaneos,2007-07-01,35,35
COBIJA,internaciones,ingresos espontaneos,2007-07-01,416,416
COCHABAMBA,internaciones,ingresos espontaneos,2007-07-01,6572,6572
COLCAPIRHUA,internaciones,ingresos espontaneos,2007-07-01,114,114
"COLCHA ""K""",internaciones,ingresos espontaneos,2007-07-01,1,1
COLLANA,internaciones,ingresos espontaneos,2007-07-01,2,2
COLOMI,internaciones,ingresos espontaneos,2007-07-01,31,31
COLPA BELGICA,internaciones,ingresos espontaneos,2007-07-01,12,12
COLQUIRI,internaciones,ingresos espontaneos,2007-07-01,18,18
COMARAPA,internaciones,ingresos espontaneos,2007-07-01,86,86
CONCEPCION,internaciones,ingresos espontaneos,2007-07-01,89,89
COPACABANA,internaciones,ingresos espontaneos,2007-07-01,17,17
CORIPATA,internaciones,ingresos espontaneos,2007-07-01,16,16
CORO CORO,internaciones,ingresos espontaneos,2007-07-01,2,2
COROICO,internaciones,ingresos espontaneos,2007-07-01,82,82
COTAGAITA,internaciones,ingresos espontaneos,2007-07-01,20,20
COTOCA,internaciones,ingresos espontaneos,2007-07-01,86,86
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2007-07-01,34,34
CUEVO,internaciones,ingresos espontaneos,2007-07-01,2,2
CULPINA,internaciones,ingresos espontaneos,2007-07-01,25,25
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2007-07-01,10,10
DESAGUADERO,internaciones,ingresos espontaneos,2007-07-01,8,8
EL ALTO,internaciones,ingresos espontaneos,2007-07-01,2543,2543
EL CHORO,internaciones,ingresos espontaneos,2007-07-01,2,2
EL PUENTE(STC),internaciones,ingresos espontaneos,2007-07-01,12,12
EL TORNO,internaciones,ingresos espontaneos,2007-07-01,164,164
EL VILLAR,internaciones,ingresos espontaneos,2007-07-01,9,9
ENTRE RIOS,internaciones,ingresos espontaneos,2007-07-01,29,29
ENTRE RIOS,internaciones,ingresos espontaneos,2007-07-01,26,26
EUCALIPTUS,internaciones,ingresos espontaneos,2007-07-01,11,11
EXALTACION,internaciones,ingresos espontaneos,2007-07-01,1,1
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2007-07-01,36,36
FILADELFIA,internaciones,ingresos espontaneos,2007-07-01,4,4
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2007-07-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2007-07-01,2,2
GUANAY,internaciones,ingresos espontaneos,2007-07-01,35,35
GUAQUI,internaciones,ingresos espontaneos,2007-07-01,4,4
GUAYARAMERIN,internaciones,ingresos espontaneos,2007-07-01,519,519
GUTIERREZ,internaciones,ingresos espontaneos,2007-07-01,29,29
HUACARETA,internaciones,ingresos espontaneos,2007-07-01,12,12
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2007-07-01,2,2
HUACHACALLA,internaciones,ingresos espontaneos,2007-07-01,4,4
HUANUNI,internaciones,ingresos espontaneos,2007-07-01,63,63
HUARACAJE,internaciones,ingresos espontaneos,2007-07-01,3,3
HUAYLLAMARCA,internaciones,ingresos espontaneos,2007-07-01,1,1
ICHOCA,internaciones,ingresos espontaneos,2007-07-01,2,2
ICLA,internaciones,ingresos espontaneos,2007-07-01,3,3
INCAHUASI,internaciones,ingresos espontaneos,2007-07-01,26,26
INQUISIVI,internaciones,ingresos espontaneos,2007-07-01,7,7
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2007-07-01,29,29
IXIAMAS,internaciones,ingresos espontaneos,2007-07-01,21,21
JESUS DE MACHACA,internaciones,ingresos espontaneos,2007-07-01,8,8
LA ASUNTA,internaciones,ingresos espontaneos,2007-07-01,37,37
LA GUARDIA,internaciones,ingresos espontaneos,2007-07-01,118,118
LA PAZ,internaciones,ingresos espontaneos,2007-07-01,6147,6147
LAGUNILLAS,internaciones,ingresos espontaneos,2007-07-01,6,6
LAJA,internaciones,ingresos espontaneos,2007-07-01,5,5
LAS CARRERAS,internaciones,ingresos espontaneos,2007-07-01,4,4
LICOMA PAMPA,internaciones,ingresos espontaneos,2007-07-01,1,1
LLALLAGUA,internaciones,ingresos espontaneos,2007-07-01,181,181
LURIBAY,internaciones,ingresos espontaneos,2007-07-01,7,7
MACHACAMARCA,internaciones,ingresos espontaneos,2007-07-01,1,1
MACHARETI,internaciones,ingresos espontaneos,2007-07-01,3,3
MAGDALENA,internaciones,ingresos espontaneos,2007-07-01,64,64
MAIRANA,internaciones,ingresos espontaneos,2007-07-01,39,39
MAPIRI,internaciones,ingresos espontaneos,2007-07-01,25,25
MECAPACA,internaciones,ingresos espontaneos,2007-07-01,3,3
MINEROS,internaciones,ingresos espontaneos,2007-07-01,10,10
MIZQUE,internaciones,ingresos espontaneos,2007-07-01,57,57
MOCOMOCO,internaciones,ingresos espontaneos,2007-07-01,4,4
MOJOCOYA,internaciones,ingresos espontaneos,2007-07-01,7,7
MONTEAGUDO,internaciones,ingresos espontaneos,2007-07-01,124,124
MONTERO,internaciones,ingresos espontaneos,2007-07-01,601,601
MORO MORO,internaciones,ingresos espontaneos,2007-07-01,5,5
MOROCHATA,internaciones,ingresos espontaneos,2007-07-01,22,22
OCURI,internaciones,ingresos espontaneos,2007-07-01,30,30
OKINAWA,internaciones,ingresos espontaneos,2007-07-01,12,12
OMEREQUE,internaciones,ingresos espontaneos,2007-07-01,11,11
ORURO,internaciones,ingresos espontaneos,2007-07-01,2006,2006
PADCAYA,internaciones,ingresos espontaneos,2007-07-01,1,1
PADILLA,internaciones,ingresos espontaneos,2007-07-01,80,80
PAILON,internaciones,ingresos espontaneos,2007-07-01,41,41
PALCA,internaciones,ingresos espontaneos,2007-07-01,4,4
PALOS BLANCOS,internaciones,ingresos espontaneos,2007-07-01,70,70
PAMPA GRANDE,internaciones,ingresos espontaneos,2007-07-01,16,16
PAPEL PAMPA,internaciones,ingresos espontaneos,2007-07-01,2,2
PATACAMAYA,internaciones,ingresos espontaneos,2007-07-01,49,49
POCOATA,internaciones,ingresos espontaneos,2007-07-01,8,8
POCONA,internaciones,ingresos espontaneos,2007-07-01,13,13
POJO (CBBA),internaciones,ingresos espontaneos,2007-07-01,13,13
PORCO,internaciones,ingresos espontaneos,2007-07-01,2,2
POROMA,internaciones,ingresos espontaneos,2007-07-01,23,23
PORONGO,internaciones,ingresos espontaneos,2007-07-01,4,4
PORTACHUELO,internaciones,ingresos espontaneos,2007-07-01,176,176
PORVENIR,internaciones,ingresos espontaneos,2007-07-01,6,6
POSTRER VALLE,internaciones,ingresos espontaneos,2007-07-01,3,3
POTOSI,internaciones,ingresos espontaneos,2007-07-01,1548,1548
PRESTO,internaciones,ingresos espontaneos,2007-07-01,9,9
PUCARANI,internaciones,ingresos espontaneos,2007-07-01,5,5
PUERTO ACOSTA,internaciones,ingresos espontaneos,2007-07-01,71,71
PUERTO CARABUCO,internaciones,ingresos espontaneos,2007-07-01,2,2
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2007-07-01,46,46
PUERTO RICO,internaciones,ingresos espontaneos,2007-07-01,13,13
PUERTO SUAREZ,internaciones,ingresos espontaneos,2007-07-01,124,124
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2007-07-01,193,193
PUNA,internaciones,ingresos espontaneos,2007-07-01,28,28
PUNATA,internaciones,ingresos espontaneos,2007-07-01,197,197
QUILLACOLLO,internaciones,ingresos espontaneos,2007-07-01,227,227
QUIME,internaciones,ingresos espontaneos,2007-07-01,9,9
QUIRUSILLAS,internaciones,ingresos espontaneos,2007-07-01,2,2
REYES,internaciones,ingresos espontaneos,2007-07-01,31,31
RIBERALTA,internaciones,ingresos espontaneos,2007-07-01,609,609
ROBORE,internaciones,ingresos espontaneos,2007-07-01,118,118
RURRENABAQUE,internaciones,ingresos espontaneos,2007-07-01,105,105
SACABA,internaciones,ingresos espontaneos,2007-07-01,464,464
SACABAMBA,internaciones,ingresos espontaneos,2007-07-01,16,16
SACACA,internaciones,ingresos espontaneos,2007-07-01,19,19
SAIPINA,internaciones,ingresos espontaneos,2007-07-01,7,7
SAMAIPATA,internaciones,ingresos espontaneos,2007-07-01,31,31
SAN ANDRES,internaciones,ingresos espontaneos,2007-07-01,4,4
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2007-07-01,17,17
SAN BENITO,internaciones,ingresos espontaneos,2007-07-01,4,4
SAN BORJA,internaciones,ingresos espontaneos,2007-07-01,169,169
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2007-07-01,52,52
SAN CARLOS,internaciones,ingresos espontaneos,2007-07-01,125,125
SAN IGNACIO,internaciones,ingresos espontaneos,2007-07-01,89,89
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2007-07-01,422,422
SAN JAVIER(STC),internaciones,ingresos espontaneos,2007-07-01,62,62
SAN JOAQUIN,internaciones,ingresos espontaneos,2007-07-01,41,41
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2007-07-01,92,92
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2007-07-01,102,102
SAN JULIAN,internaciones,ingresos espontaneos,2007-07-01,96,96
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2007-07-01,10,10
SAN LUCAS,internaciones,ingresos espontaneos,2007-07-01,68,68
SAN MATIAS,internaciones,ingresos espontaneos,2007-07-01,78,78
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2007-07-01,49,49
SAN PEDRO,internaciones,ingresos espontaneos,2007-07-01,15,15
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2007-07-01,22,22
SAN RAFAEL,internaciones,ingresos espontaneos,2007-07-01,34,34
SAN RAMON,internaciones,ingresos espontaneos,2007-07-01,56,56
SANTA ANA,internaciones,ingresos espontaneos,2007-07-01,116,116
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2007-07-01,8301,8301
SANTA ROSA,internaciones,ingresos espontaneos,2007-07-01,29,29
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2007-07-01,54,54
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2007-07-01,2,2
SANTIVAÑES,internaciones,ingresos espontaneos,2007-07-01,1,1
SENA,internaciones,ingresos espontaneos,2007-07-01,14,14
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2007-07-01,11,11
SIPE SIPE,internaciones,ingresos espontaneos,2007-07-01,61,61
SOPACHUY,internaciones,ingresos espontaneos,2007-07-01,46,46
SORACACHI,internaciones,ingresos espontaneos,2007-07-01,4,4
SORATA,internaciones,ingresos espontaneos,2007-07-01,27,27
SUCRE,internaciones,ingresos espontaneos,2007-07-01,3046,3046
TACACHI,internaciones,ingresos espontaneos,2007-07-01,2,2
TACACOMA,internaciones,ingresos espontaneos,2007-07-01,6,6
TACOPAYA,internaciones,ingresos espontaneos,2007-07-01,1,1
TAPACARI,internaciones,ingresos espontaneos,2007-07-01,19,19
TARABUCO,internaciones,ingresos espontaneos,2007-07-01,54,54
TARACO,internaciones,ingresos espontaneos,2007-07-01,3,3
TARATA,internaciones,ingresos espontaneos,2007-07-01,9,9
TARIJA,internaciones,ingresos espontaneos,2007-07-01,1659,1659
TARVITA,internaciones,ingresos espontaneos,2007-07-01,42,42
TEOPONTE,internaciones,ingresos espontaneos,2007-07-01,9,9
TIAWANACU,internaciones,ingresos espontaneos,2007-07-01,4,4
TINGUIPAYA,internaciones,ingresos espontaneos,2007-07-01,3,3
TIPUANI,internaciones,ingresos espontaneos,2007-07-01,36,36
TIQUIPAYA,internaciones,ingresos espontaneos,2007-07-01,114,114
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2007-07-01,163,163
TOCO,internaciones,ingresos espontaneos,2007-07-01,3,3
TOLATA,internaciones,ingresos espontaneos,2007-07-01,4,4
TOLEDO,internaciones,ingresos espontaneos,2007-07-01,6,6
TOMAVE,internaciones,ingresos espontaneos,2007-07-01,11,11
TOMINA,internaciones,ingresos espontaneos,2007-07-01,23,23
TORO TORO,internaciones,ingresos espontaneos,2007-07-01,1,1
TOTORA(CBBA),internaciones,ingresos espontaneos,2007-07-01,26,26
TOTORA(ORR),internaciones,ingresos espontaneos,2007-07-01,3,3
TRIGAL,internaciones,ingresos espontaneos,2007-07-01,1,1
TRINIDAD,internaciones,ingresos espontaneos,2007-07-01,1416,1416
TUPIZA,internaciones,ingresos espontaneos,2007-07-01,285,285
TURCO,internaciones,ingresos espontaneos,2007-07-01,6,6
UNCIA,internaciones,ingresos espontaneos,2007-07-01,155,155
URIONDO (A. CONCEPCION),internaciones,ingresos espontaneos,2007-07-01,9,9
URUBICHA,internaciones,ingresos espontaneos,2007-07-01,22,22
UYUNI,internaciones,ingresos espontaneos,2007-07-01,126,126
VACAS,internaciones,ingresos espontaneos,2007-07-01,15,15
VALLEGRANDE,internaciones,ingresos espontaneos,2007-07-01,131,131
VIACHA,internaciones,ingresos espontaneos,2007-07-01,71,71
VILLA MONTES,internaciones,ingresos espontaneos,2007-07-01,193,193
VILLA RIVERO,internaciones,ingresos espontaneos,2007-07-01,4,4
VILLA SERRANO,internaciones,ingresos espontaneos,2007-07-01,23,23
VILLA TUNARI,internaciones,ingresos espontaneos,2007-07-01,207,207
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2007-07-01,16,16
VILLAZON,internaciones,ingresos espontaneos,2007-07-01,213,213
VINTO,internaciones,ingresos espontaneos,2007-07-01,77,77
VITICHI,internaciones,ingresos espontaneos,2007-07-01,6,6
WARNES,internaciones,ingresos espontaneos,2007-07-01,77,77
YACUIBA,internaciones,ingresos espontaneos,2007-07-01,510,510
YAMPARAEZ,internaciones,ingresos espontaneos,2007-07-01,10,10
YANACACHI,internaciones,ingresos espontaneos,2007-07-01,1,1
YAPACANI,internaciones,ingresos espontaneos,2007-07-01,187,187
YOCALLA,internaciones,ingresos espontaneos,2007-07-01,1,1
ZUDAÑEZ,internaciones,ingresos espontaneos,2007-07-01,21,21
ACHACACHI,internaciones,ingresos espontaneos,2007-08-01,63,63
ACHOCALLA,internaciones,ingresos espontaneos,2007-08-01,17,17
AIQUILE,internaciones,ingresos espontaneos,2007-08-01,136,136
ALALAY,internaciones,ingresos espontaneos,2007-08-01,2,2
ANDAMARCA,internaciones,ingresos espontaneos,2007-08-01,1,1
ANTEQUERA,internaciones,ingresos espontaneos,2007-08-01,2,2
APOLO,internaciones,ingresos espontaneos,2007-08-01,25,25
ARANI,internaciones,ingresos espontaneos,2007-08-01,5,5
ARQUE,internaciones,ingresos espontaneos,2007-08-01,3,3
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2007-08-01,188,188
ATOCHA,internaciones,ingresos espontaneos,2007-08-01,95,95
AUCAPATA,internaciones,ingresos espontaneos,2007-08-01,1,1
AYATA,internaciones,ingresos espontaneos,2007-08-01,2,2
AYO AYO,internaciones,ingresos espontaneos,2007-08-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2007-08-01,41,41
AZURDUY,internaciones,ingresos espontaneos,2007-08-01,22,22
BATALLAS,internaciones,ingresos espontaneos,2007-08-01,9,9
BAURES,internaciones,ingresos espontaneos,2007-08-01,24,24
BERMEJO,internaciones,ingresos espontaneos,2007-08-01,227,227
BETANZOS,internaciones,ingresos espontaneos,2007-08-01,29,29
BOLIVAR,internaciones,ingresos espontaneos,2007-08-01,3,3
BOYUIBE,internaciones,ingresos espontaneos,2007-08-01,22,22
BUENA VISTA,internaciones,ingresos espontaneos,2007-08-01,23,23
CABEZAS,internaciones,ingresos espontaneos,2007-08-01,17,17
CAIROMA,internaciones,ingresos espontaneos,2007-08-01,6,6
CAJUATA,internaciones,ingresos espontaneos,2007-08-01,11,11
CALAMARCA,internaciones,ingresos espontaneos,2007-08-01,7,7
CAMARGO,internaciones,ingresos espontaneos,2007-08-01,106,106
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2007-08-01,4,4
CAMIRI,internaciones,ingresos espontaneos,2007-08-01,355,355
CAQUIAVIRI,internaciones,ingresos espontaneos,2007-08-01,2,2
CARACOLLO,internaciones,ingresos espontaneos,2007-08-01,42,42
CARANAVI,internaciones,ingresos espontaneos,2007-08-01,153,153
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2007-08-01,31,31
CHALLAPATA,internaciones,ingresos espontaneos,2007-08-01,54,54
CHAQUI,internaciones,ingresos espontaneos,2007-08-01,3,3
CHARAGUA,internaciones,ingresos espontaneos,2007-08-01,100,100
CHARAÑA,internaciones,ingresos espontaneos,2007-08-01,1,1
CHIMORE,internaciones,ingresos espontaneos,2007-08-01,15,15
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2007-08-01,87,87
CHUMA,internaciones,ingresos espontaneos,2007-08-01,8,8
CLIZA,internaciones,ingresos espontaneos,2007-08-01,23,23
COBIJA,internaciones,ingresos espontaneos,2007-08-01,414,414
COCHABAMBA,internaciones,ingresos espontaneos,2007-08-01,6388,6388
COLCAPIRHUA,internaciones,ingresos espontaneos,2007-08-01,142,142
COLLANA,internaciones,ingresos espontaneos,2007-08-01,3,3
COLOMI,internaciones,ingresos espontaneos,2007-08-01,36,36
COLPA BELGICA,internaciones,ingresos espontaneos,2007-08-01,17,17
COLQUIRI,internaciones,ingresos espontaneos,2007-08-01,19,19
COMARAPA,internaciones,ingresos espontaneos,2007-08-01,90,90
CONCEPCION,internaciones,ingresos espontaneos,2007-08-01,92,92
COPACABANA,internaciones,ingresos espontaneos,2007-08-01,7,7
CORIPATA,internaciones,ingresos espontaneos,2007-08-01,11,11
CORO CORO,internaciones,ingresos espontaneos,2007-08-01,6,6
COROICO,internaciones,ingresos espontaneos,2007-08-01,77,77
COTAGAITA,internaciones,ingresos espontaneos,2007-08-01,13,13
COTOCA,internaciones,ingresos espontaneos,2007-08-01,113,113
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2007-08-01,35,35
CUCHUMUELA (V. G. VILLARROEL),internaciones,ingresos espontaneos,2007-08-01,1,1
CUEVO,internaciones,ingresos espontaneos,2007-08-01,6,6
CULPINA,internaciones,ingresos espontaneos,2007-08-01,19,19
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2007-08-01,14,14
DESAGUADERO,internaciones,ingresos espontaneos,2007-08-01,1,1
EL ALTO,internaciones,ingresos espontaneos,2007-08-01,2510,2510
EL CHORO,internaciones,ingresos espontaneos,2007-08-01,5,5
EL PUENTE(STC),internaciones,ingresos espontaneos,2007-08-01,8,8
EL TORNO,internaciones,ingresos espontaneos,2007-08-01,155,155
EL VILLAR,internaciones,ingresos espontaneos,2007-08-01,8,8
ENTRE RIOS,internaciones,ingresos espontaneos,2007-08-01,28,28
EUCALIPTUS,internaciones,ingresos espontaneos,2007-08-01,15,15
EXALTACION,internaciones,ingresos espontaneos,2007-08-01,2,2
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2007-08-01,27,27
FILADELFIA,internaciones,ingresos espontaneos,2007-08-01,9,9
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2007-08-01,20,20
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2007-08-01,3,3
GUANAY,internaciones,ingresos espontaneos,2007-08-01,40,40
GUAQUI,internaciones,ingresos espontaneos,2007-08-01,1,1
GUAYARAMERIN,internaciones,ingresos espontaneos,2007-08-01,499,499
GUTIERREZ,internaciones,ingresos espontaneos,2007-08-01,17,17
HUACARETA,internaciones,ingresos espontaneos,2007-08-01,20,20
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2007-08-01,3,3
HUACHACALLA,internaciones,ingresos espontaneos,2007-08-01,4,4
HUANUNI,internaciones,ingresos espontaneos,2007-08-01,57,57
HUARACAJE,internaciones,ingresos espontaneos,2007-08-01,8,8
HUAYLLAMARCA,internaciones,ingresos espontaneos,2007-08-01,2,2
ICHOCA,internaciones,ingresos espontaneos,2007-08-01,3,3
ICLA,internaciones,ingresos espontaneos,2007-08-01,7,7
INCAHUASI,internaciones,ingresos espontaneos,2007-08-01,15,15
INQUISIVI,internaciones,ingresos espontaneos,2007-08-01,2,2
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2007-08-01,25,25
IXIAMAS,internaciones,ingresos espontaneos,2007-08-01,20,20
JESUS DE MACHACA,internaciones,ingresos espontaneos,2007-08-01,14,14
LA ASUNTA,internaciones,ingresos espontaneos,2007-08-01,49,49
LA GUARDIA,internaciones,ingresos espontaneos,2007-08-01,153,153
LA PAZ,internaciones,ingresos espontaneos,2007-08-01,6493,6493
LAGUNILLAS,internaciones,ingresos espontaneos,2007-08-01,19,19
LAJA,internaciones,ingresos espontaneos,2007-08-01,8,8
LAS CARRERAS,internaciones,ingresos espontaneos,2007-08-01,3,3
LICOMA PAMPA,internaciones,ingresos espontaneos,2007-08-01,2,2
LLALLAGUA,internaciones,ingresos espontaneos,2007-08-01,209,209
LLICA,internaciones,ingresos espontaneos,2007-08-01,8,8
LURIBAY,internaciones,ingresos espontaneos,2007-08-01,10,10
MACHARETI,internaciones,ingresos espontaneos,2007-08-01,11,11
MAGDALENA,internaciones,ingresos espontaneos,2007-08-01,66,66
MAIRANA,internaciones,ingresos espontaneos,2007-08-01,45,45
MAPIRI,internaciones,ingresos espontaneos,2007-08-01,27,27
MECAPACA,internaciones,ingresos espontaneos,2007-08-01,5,5
MINEROS,internaciones,ingresos espontaneos,2007-08-01,21,21
MIZQUE,internaciones,ingresos espontaneos,2007-08-01,47,47
MOCOMOCO,internaciones,ingresos espontaneos,2007-08-01,6,6
MOJOCOYA,internaciones,ingresos espontaneos,2007-08-01,7,7
MONTEAGUDO,internaciones,ingresos espontaneos,2007-08-01,100,100
MONTERO,internaciones,ingresos espontaneos,2007-08-01,644,644
MORO MORO,internaciones,ingresos espontaneos,2007-08-01,3,3
MOROCHATA,internaciones,ingresos espontaneos,2007-08-01,32,32
OCURI,internaciones,ingresos espontaneos,2007-08-01,19,19
OKINAWA,internaciones,ingresos espontaneos,2007-08-01,17,17
OMEREQUE,internaciones,ingresos espontaneos,2007-08-01,12,12
ORURO,internaciones,ingresos espontaneos,2007-08-01,1690,1690
PADILLA,internaciones,ingresos espontaneos,2007-08-01,59,59
PAILON,internaciones,ingresos espontaneos,2007-08-01,47,47
PALCA,internaciones,ingresos espontaneos,2007-08-01,6,6
PALOS BLANCOS,internaciones,ingresos espontaneos,2007-08-01,80,80
PAMPA GRANDE,internaciones,ingresos espontaneos,2007-08-01,13,13
PAPEL PAMPA,internaciones,ingresos espontaneos,2007-08-01,1,1
PATACAMAYA,internaciones,ingresos espontaneos,2007-08-01,34,34
PAZÑA,internaciones,ingresos espontaneos,2007-08-01,2,2
POCOATA,internaciones,ingresos espontaneos,2007-08-01,9,9
POCONA,internaciones,ingresos espontaneos,2007-08-01,8,8
POJO (CBBA),internaciones,ingresos espontaneos,2007-08-01,18,18
POOPO,internaciones,ingresos espontaneos,2007-08-01,6,6
PORCO,internaciones,ingresos espontaneos,2007-08-01,9,9
POROMA,internaciones,ingresos espontaneos,2007-08-01,13,13
PORONGO,internaciones,ingresos espontaneos,2007-08-01,14,14
PORTACHUELO,internaciones,ingresos espontaneos,2007-08-01,177,177
PORVENIR,internaciones,ingresos espontaneos,2007-08-01,10,10
POSTRER VALLE,internaciones,ingresos espontaneos,2007-08-01,2,2
POTOSI,internaciones,ingresos espontaneos,2007-08-01,1563,1563
PRESTO,internaciones,ingresos espontaneos,2007-08-01,8,8
PUCARANI,internaciones,ingresos espontaneos,2007-08-01,15,15
PUERTO ACOSTA,internaciones,ingresos espontaneos,2007-08-01,75,75
PUERTO CARABUCO,internaciones,ingresos espontaneos,2007-08-01,6,6
PUERTO PEREZ,internaciones,ingresos espontaneos,2007-08-01,1,1
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2007-08-01,51,51
PUERTO RICO,internaciones,ingresos espontaneos,2007-08-01,25,25
PUERTO SUAREZ,internaciones,ingresos espontaneos,2007-08-01,117,117
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2007-08-01,170,170
PUNA,internaciones,ingresos espontaneos,2007-08-01,22,22
PUNATA,internaciones,ingresos espontaneos,2007-08-01,195,195
QUILLACOLLO,internaciones,ingresos espontaneos,2007-08-01,263,263
QUIME,internaciones,ingresos espontaneos,2007-08-01,7,7
QUIRUSILLAS,internaciones,ingresos espontaneos,2007-08-01,3,3
RAVELO,internaciones,ingresos espontaneos,2007-08-01,1,1
