municipality,group,variable,month,Ingresos referidos de otros establecimientos,TOTAL
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,21,21
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2007-07-01,8,8
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2007-07-01,8,8
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2007-07-01,19,19
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos,2007-07-01,3,3
SAN PEDRO DE BUENA VISTA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,3,3
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2007-07-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,91,91
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,4,4
SENA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,2,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2007-07-01,8,8
SUCRE,internaciones,ingresos referidos de otros establecimientos,2007-07-01,78,78
TACOPAYA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
TAPACARI,internaciones,ingresos referidos de otros establecimientos,2007-07-01,3,3
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2007-07-01,20,20
TARIJA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,128,128
TARVITA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
TEOPONTE,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,49,49
UNCIA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,18,18
UYUNI,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2007-07-01,3,3
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2007-07-01,12,12
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2007-07-01,31,31
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2007-07-01,14,14
VITICHI,internaciones,ingresos referidos de otros establecimientos,2007-07-01,1,1
WARNES,internaciones,ingresos referidos de otros establecimientos,2007-07-01,5,5
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2007-07-01,12,12
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2007-07-01,5,5
ACACIO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2007-08-01,3,3
APOLO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
ARANI,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2007-08-01,12,12
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,37,37
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2007-08-01,9,9
BERMEJO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,4,4
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2007-08-01,7,7
BUENA VISTA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,3,3
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos referidos de otros establecimientos,2007-08-01,4,4
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2007-08-01,8,8
CAPINOTA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,16,16
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2007-08-01,26,26
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos,2007-08-01,3,3
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,5,5
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,5,5
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
CHUMA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
COBIJA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,98,98
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,36,36
COLOMI,internaciones,ingresos referidos de otros establecimientos,2007-08-01,5,5
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
COROICO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,5,5
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,3,3
COTOCA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,14,14
CUATRO CAÑADAS,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
CULPINA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,188,188
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,5,5
FILADELFIA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2007-08-01,3,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2007-08-01,22,22
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2007-08-01,3,3
HUANUNI,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
HUARACAJE,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
ICHOCA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
IRUPANA (VILLA DE LANZA),internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,5,5
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1699,1699
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,16,16
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,6,6
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,3,3
MINEROS,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,24,24
MONTERO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,60,60
MOROCHATA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
ORURO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,134,134
PADILLA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,19,19
PAILON,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2007-08-01,4,4
PAMPA GRANDE,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
PORONGO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,7,7
POTOSI,internaciones,ingresos referidos de otros establecimientos,2007-08-01,20,20
PRESTO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,7,7
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,3,3
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2007-08-01,23,23
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2007-08-01,7,7
PUNA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
PUNATA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,67,67
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,38,38
REYES,internaciones,ingresos referidos de otros establecimientos,2007-08-01,4,4
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,106,106
ROBORE,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2007-08-01,14,14
SACABA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,19,19
SACACA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,3,3
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2007-08-01,10,10
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,25,25
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2007-08-01,9,9
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2007-08-01,14,14
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2007-08-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,64,64
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,3,3
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2007-08-01,10,10
SUCRE,internaciones,ingresos referidos de otros establecimientos,2007-08-01,91,91
TAPACARI,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2007-08-01,20,20
TARIJA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,97,97
TARVITA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,3,3
TOMINA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,3,3
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos,2007-08-01,6,6
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,32,32
UNCIA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,44,44
UYUNI,internaciones,ingresos referidos de otros establecimientos,2007-08-01,5,5
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2007-08-01,6,6
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2007-08-01,21,21
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2007-08-01,27,27
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos,2007-08-01,3,3
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2007-08-01,5,5
WARNES,internaciones,ingresos referidos de otros establecimientos,2007-08-01,9,9
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,12,12
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2007-08-01,5,5
YOTALA,internaciones,ingresos referidos de otros establecimientos,2007-08-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2007-09-01,13,13
ALCALA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,2,2
APOLO,internaciones,ingresos referidos de otros establecimientos,2007-09-01,2,2
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2007-09-01,8,8
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,62,62
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2007-09-01,7,7
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2007-09-01,6,6
BOYUIBE,internaciones,ingresos referidos de otros establecimientos,2007-09-01,3,3
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2007-09-01,3,3
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2007-09-01,7,7
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2007-09-01,23,23
CAPINOTA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,6,6
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2007-09-01,18,18
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,5,5
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2007-09-01,2,2
COBIJA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,70,70
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,29,29
COLOMI,internaciones,ingresos referidos de otros establecimientos,2007-09-01,2,2
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,3,3
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2007-09-01,3,3
COROICO,internaciones,ingresos referidos de otros establecimientos,2007-09-01,12,12
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,3,3
COTOCA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,65,65
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2007-09-01,126,126
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2007-09-01,5,5
ENTRE RIOS,internaciones,ingresos referidos de otros establecimientos,2007-09-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2007-09-01,3,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2007-09-01,21,21
IXIAMAS,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,3,3
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1596,1596
LAGUNILLAS,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,19,19
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2007-09-01,3,3
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,7,7
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
MINEROS,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2007-09-01,18,18
MONTERO,internaciones,ingresos referidos de otros establecimientos,2007-09-01,110,110
MOROCHATA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,3,3
OCURI,internaciones,ingresos referidos de otros establecimientos,2007-09-01,3,3
OMEREQUE,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos,2007-09-01,133,133
PADILLA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,29,29
PAILON,internaciones,ingresos referidos de otros establecimientos,2007-09-01,2,2
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2007-09-01,5,5
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,2,2
POROMA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2007-09-01,14,14
POTOSI,internaciones,ingresos referidos de otros establecimientos,2007-09-01,54,54
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,16,16
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2007-09-01,25,25
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2007-09-01,3,3
PUNATA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,35,35
REYES,internaciones,ingresos referidos de otros establecimientos,2007-09-01,4,4
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,197,197
ROBORE,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2007-09-01,18,18
SACABA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,2,2
SACABAMBA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
SAIPINA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,2,2
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2007-09-01,13,13
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2007-09-01,16,16
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos,2007-09-01,2,2
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2007-09-01,7,7
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2007-09-01,4,4
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2007-09-01,11,11
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos,2007-09-01,8,8
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,73,73
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,5,5
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2007-09-01,4,4
SUCRE,internaciones,ingresos referidos de otros establecimientos,2007-09-01,104,104
TAPACARI,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2007-09-01,13,13
TARATA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,4,4
TARIJA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,108,108
TARVITA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2007-09-01,2,2
TRINIDAD,internaciones,ingresos referidos de otros establecimientos,2007-09-01,11,11
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,44,44
UNCIA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,29,29
URIONDO (A. CONCEPCION),internaciones,ingresos referidos de otros establecimientos,2007-09-01,3,3
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2007-09-01,2,2
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2007-09-01,12,12
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2007-09-01,12,12
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2007-09-01,14,14
WARNES,internaciones,ingresos referidos de otros establecimientos,2007-09-01,2,2
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,31,31
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2007-09-01,12,12
YOTALA,internaciones,ingresos referidos de otros establecimientos,2007-09-01,1,1
ACACIO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,3,3
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2007-10-01,4,4
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2007-10-01,3,3
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,58,58
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2007-10-01,4,4
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,6,6
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2007-10-01,5,5
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2007-10-01,6,6
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,3,3
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos referidos de otros establecimientos,2007-10-01,2,2
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2007-10-01,16,16
CAPINOTA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,21,21
CARACOLLO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2007-10-01,16,16
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,2,2
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,6,6
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2007-10-01,2,2
COBIJA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,94,94
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,26,26
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,3,3
COROICO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,7,7
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,5,5
COTOCA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,18,18
CUEVO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
CULPINA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,180,180
EL CHORO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,3,3
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,5,5
ENTRE RIOS,internaciones,ingresos referidos de otros establecimientos,2007-10-01,4,4
GUANAY,internaciones,ingresos referidos de otros establecimientos,2007-10-01,3,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2007-10-01,26,26
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
ICHOCA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
INCAHUASI,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,6,6
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1785,1785
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,16,16
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,8,8
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,4,4
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2007-10-01,3,3
MOJOCOYA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,15,15
MONTERO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,67,67
OCURI,internaciones,ingresos referidos de otros establecimientos,2007-10-01,8,8
ORURO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,146,146
PADILLA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,17,17
PAILON,internaciones,ingresos referidos de otros establecimientos,2007-10-01,2,2
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2007-10-01,3,3
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,4,4
PAZÑA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
POROMA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,98,98
POTOSI,internaciones,ingresos referidos de otros establecimientos,2007-10-01,43,43
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,47,47
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2007-10-01,14,14
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2007-10-01,4,4
PUNATA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,39,39
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,57,57
REYES,internaciones,ingresos referidos de otros establecimientos,2007-10-01,3,3
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,232,232
ROBORE,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2007-10-01,22,22
SACABA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,2,2
SACACA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,5,5
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2007-10-01,22,22
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,19,19
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos,2007-10-01,4,4
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2007-10-01,7,7
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2007-10-01,5,5
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2007-10-01,10,10
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos,2007-10-01,7,7
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2007-10-01,2,2
SANTA ANA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,99,99
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,7,7
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2007-10-01,6,6
SUCRE,internaciones,ingresos referidos de otros establecimientos,2007-10-01,78,78
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,16,16
TARIJA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,212,212
TIAWANACU,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
TIPUANI,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,3,3
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2007-10-01,3,3
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,71,71
UNCIA,internaciones,ingresos referidos de otros establecimientos,2007-10-01,2,2
UYUNI,internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2007-10-01,5,5
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2007-10-01,23,23
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos,2007-10-01,3,3
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2007-10-01,14,14
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos,2007-10-01,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2007-10-01,18,18
VITICHI,internaciones,ingresos referidos de otros establecimientos,2007-10-01,3,3
WARNES,internaciones,ingresos referidos de otros establecimientos,2007-10-01,4,4
