municipality,group,variable,month,Fallecidos antes de las 48 horas,TOTAL
VILLAZON,internaciones,fallecidos antes de las 48 horas,2007-03-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2007-03-01,2,2
ACHACACHI,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2007-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2007-04-01,8,8
CARANAVI,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2007-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2007-04-01,5,5
COBIJA,internaciones,fallecidos antes de las 48 horas,2007-04-01,6,6
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2007-04-01,39,39
COLCAPIRHUA,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
COMARAPA,internaciones,fallecidos antes de las 48 horas,2007-04-01,2,2
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2007-04-01,9,9
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2007-04-01,77,77
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
MIZQUE,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2007-04-01,2,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2007-04-01,23,23
PADILLA,internaciones,fallecidos antes de las 48 horas,2007-04-01,2,2
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2007-04-01,16,16
PUERTO ACOSTA,internaciones,fallecidos antes de las 48 horas,2007-04-01,2,2
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2007-04-01,2,2
PUNATA,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
REYES,internaciones,fallecidos antes de las 48 horas,2007-04-01,2,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2007-04-01,9,9
ROBORE,internaciones,fallecidos antes de las 48 horas,2007-04-01,2,2
SACABA,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2007-04-01,3,3
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2007-04-01,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2007-04-01,2,2
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
SAN RAMON,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2007-04-01,31,31
SOPACHUY,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2007-04-01,22,22
TAPACARI,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2007-04-01,9,9
TIPUANI,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2007-04-01,9,9
TUPIZA,internaciones,fallecidos antes de las 48 horas,2007-04-01,6,6
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2007-04-01,3,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2007-04-01,5,5
VILLAZON,internaciones,fallecidos antes de las 48 horas,2007-04-01,3,3
YACUIBA,internaciones,fallecidos antes de las 48 horas,2007-04-01,2,2
YAPACANI,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
ZUDAÑEZ,internaciones,fallecidos antes de las 48 horas,2007-04-01,1,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
ATOCHA,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
AZURDUY,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
CAJUATA,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2007-05-01,3,3
CAMIRI,internaciones,fallecidos antes de las 48 horas,2007-05-01,3,3
CARACOLLO,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2007-05-01,5,5
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2007-05-01,5,5
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2007-05-01,51,51
COPACABANA,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
CUEVO,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2007-05-01,10,10
EL TORNO,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2007-05-01,89,89
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
MIZQUE,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2007-05-01,4,4
MONTERO,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
OCURI,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2007-05-01,29,29
PAILON,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2007-05-01,11,11
PUERTO RICO,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
PUNATA,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
QUIME,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2007-05-01,8,8
ROBORE,internaciones,fallecidos antes de las 48 horas,2007-05-01,3,3
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2007-05-01,3,3
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2007-05-01,4,4
SAN JOAQUIN,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2007-05-01,39,39
SUCRE,internaciones,fallecidos antes de las 48 horas,2007-05-01,25,25
TARABUCO,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2007-05-01,6,6
TIPUANI,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
TOMINA,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2007-05-01,6,6
TUPIZA,internaciones,fallecidos antes de las 48 horas,2007-05-01,4,4
UNCIA,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
UYUNI,internaciones,fallecidos antes de las 48 horas,2007-05-01,4,4
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2007-05-01,4,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2007-05-01,3,3
VITICHI,internaciones,fallecidos antes de las 48 horas,2007-05-01,1,1
WARNES,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2007-05-01,3,3
YAPACANI,internaciones,fallecidos antes de las 48 horas,2007-05-01,2,2
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2007-06-01,2,2
CAMARGO,internaciones,fallecidos antes de las 48 horas,2007-06-01,2,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2007-06-01,5,5
CARANAVI,internaciones,fallecidos antes de las 48 horas,2007-06-01,3,3
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2007-06-01,2,2
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2007-06-01,59,59
COLCAPIRHUA,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
CUATRO CAÑADAS,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2007-06-01,11,11
EL TORNO,internaciones,fallecidos antes de las 48 horas,2007-06-01,2,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2007-06-01,3,3
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2007-06-01,83,83
LAGUNILLAS,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2007-06-01,6,6
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2007-06-01,5,5
MONTERO,internaciones,fallecidos antes de las 48 horas,2007-06-01,5,5
ORURO,internaciones,fallecidos antes de las 48 horas,2007-06-01,16,16
POTOSI,internaciones,fallecidos antes de las 48 horas,2007-06-01,12,12
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2007-06-01,2,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2007-06-01,10,10
ROBORE,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2007-06-01,2,2
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2007-06-01,4,4
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2007-06-01,55,55
SANTA ROSA DEL SARA,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2007-06-01,21,21
TARIJA,internaciones,fallecidos antes de las 48 horas,2007-06-01,13,13
TOTORA(CBBA),internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2007-06-01,9,9
TUPIZA,internaciones,fallecidos antes de las 48 horas,2007-06-01,4,4
UNCIA,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2007-06-01,3,3
VILLAZON,internaciones,fallecidos antes de las 48 horas,2007-06-01,2,2
WARNES,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2007-06-01,10,10
YAPACANI,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
YOTALA,internaciones,fallecidos antes de las 48 horas,2007-06-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2007-07-01,1,1
ATOCHA,internaciones,fallecidos antes de las 48 horas,2007-07-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2007-07-01,1,1
BUENA VISTA,internaciones,fallecidos antes de las 48 horas,2007-07-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2007-07-01,2,2
