municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
CHAYANTA,internaciones,dias camas ocupadas maternidad,2007-01-01,48,48
CHIMORE,internaciones,dias camas ocupadas maternidad,2007-01-01,29,29
CHIPAYA,internaciones,dias camas ocupadas maternidad,2007-01-01,8,8
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas maternidad,2007-01-01,36,36
CHUMA,internaciones,dias camas ocupadas maternidad,2007-01-01,4,4
CLIZA,internaciones,dias camas ocupadas maternidad,2007-01-01,18,18
COBIJA,internaciones,dias camas ocupadas maternidad,2007-01-01,332,332
COCHABAMBA,internaciones,dias camas ocupadas maternidad,2007-01-01,5145,5145
COLCAPIRHUA,internaciones,dias camas ocupadas maternidad,2007-01-01,28,28
COLLANA,internaciones,dias camas ocupadas maternidad,2007-01-01,4,4
COLOMI,internaciones,dias camas ocupadas maternidad,2007-01-01,57,57
COLPA BELGICA,internaciones,dias camas ocupadas maternidad,2007-01-01,6,6
COLQUENCHA,internaciones,dias camas ocupadas maternidad,2007-01-01,1,1
COLQUIRI,internaciones,dias camas ocupadas maternidad,2007-01-01,7,7
COMARAPA,internaciones,dias camas ocupadas maternidad,2007-01-01,96,96
CONCEPCION,internaciones,dias camas ocupadas maternidad,2007-01-01,46,46
COPACABANA,internaciones,dias camas ocupadas maternidad,2007-01-01,22,22
CORIPATA,internaciones,dias camas ocupadas maternidad,2007-01-01,12,12
CORO CORO,internaciones,dias camas ocupadas maternidad,2007-01-01,9,9
COROICO,internaciones,dias camas ocupadas maternidad,2007-01-01,49,49
COTAGAITA,internaciones,dias camas ocupadas maternidad,2007-01-01,55,55
COTOCA,internaciones,dias camas ocupadas maternidad,2007-01-01,137,137
CUATRO CAÑADAS,internaciones,dias camas ocupadas maternidad,2007-01-01,32,32
CUEVO,internaciones,dias camas ocupadas maternidad,2007-01-01,2,2
CULPINA,internaciones,dias camas ocupadas maternidad,2007-01-01,90,90
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas maternidad,2007-01-01,4,4
DESAGUADERO,internaciones,dias camas ocupadas maternidad,2007-01-01,9,9
EL ALTO,internaciones,dias camas ocupadas maternidad,2007-01-01,2269,2269
EL PUENTE(STC),internaciones,dias camas ocupadas maternidad,2007-01-01,6,6
EL PUENTE(TJA),internaciones,dias camas ocupadas maternidad,2007-01-01,2,2
EL TORNO,internaciones,dias camas ocupadas maternidad,2007-01-01,120,120
EL VILLAR,internaciones,dias camas ocupadas maternidad,2007-01-01,20,20
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2007-01-01,18,18
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2007-01-01,21,21
EUCALIPTUS,internaciones,dias camas ocupadas maternidad,2007-01-01,19,19
EXALTACION,internaciones,dias camas ocupadas maternidad,2007-01-01,1,1
FERNANDEZ ALONSO,internaciones,dias camas ocupadas maternidad,2007-01-01,334,334
GENERAL SAAVEDRA,internaciones,dias camas ocupadas maternidad,2007-01-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas ocupadas maternidad,2007-01-01,4,4
GUANAY,internaciones,dias camas ocupadas maternidad,2007-01-01,30,30
GUAQUI,internaciones,dias camas ocupadas maternidad,2007-01-01,4,4
GUAYARAMERIN,internaciones,dias camas ocupadas maternidad,2007-01-01,356,356
GUTIERREZ,internaciones,dias camas ocupadas maternidad,2007-01-01,16,16
HUACARETA,internaciones,dias camas ocupadas maternidad,2007-01-01,28,28
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas ocupadas maternidad,2007-01-01,6,6
HUANUNI,internaciones,dias camas ocupadas maternidad,2007-01-01,53,53
HUARACAJE,internaciones,dias camas ocupadas maternidad,2007-01-01,2,2
HUAYLLAMARCA,internaciones,dias camas ocupadas maternidad,2007-01-01,5,5
ICHOCA,internaciones,dias camas ocupadas maternidad,2007-01-01,6,6
ICLA,internaciones,dias camas ocupadas maternidad,2007-01-01,15,15
INCAHUASI,internaciones,dias camas ocupadas maternidad,2007-01-01,30,30
INQUISIVI,internaciones,dias camas ocupadas maternidad,2007-01-01,8,8
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas maternidad,2007-01-01,28,28
IXIAMAS,internaciones,dias camas ocupadas maternidad,2007-01-01,5,5
JESUS DE MACHACA,internaciones,dias camas ocupadas maternidad,2007-01-01,5,5
LA ASUNTA,internaciones,dias camas ocupadas maternidad,2007-01-01,74,74
LA GUARDIA,internaciones,dias camas ocupadas maternidad,2007-01-01,96,96
LA PAZ,internaciones,dias camas ocupadas maternidad,2007-01-01,4745,4745
LAGUNILLAS,internaciones,dias camas ocupadas maternidad,2007-01-01,6,6
LAJA,internaciones,dias camas ocupadas maternidad,2007-01-01,12,12
LICOMA PAMPA,internaciones,dias camas ocupadas maternidad,2007-01-01,10,10
LLALLAGUA,internaciones,dias camas ocupadas maternidad,2007-01-01,374,374
LLICA,internaciones,dias camas ocupadas maternidad,2007-01-01,2,2
LURIBAY,internaciones,dias camas ocupadas maternidad,2007-01-01,3,3
MACHACAMARCA,internaciones,dias camas ocupadas maternidad,2007-01-01,4,4
MACHARETI,internaciones,dias camas ocupadas maternidad,2007-01-01,22,22
MAGDALENA,internaciones,dias camas ocupadas maternidad,2007-01-01,77,77
MAIRANA,internaciones,dias camas ocupadas maternidad,2007-01-01,36,36
MAPIRI,internaciones,dias camas ocupadas maternidad,2007-01-01,24,24
MECAPACA,internaciones,dias camas ocupadas maternidad,2007-01-01,8,8
MINEROS,internaciones,dias camas ocupadas maternidad,2007-01-01,50,50
MIZQUE,internaciones,dias camas ocupadas maternidad,2007-01-01,33,33
MOJOCOYA,internaciones,dias camas ocupadas maternidad,2007-01-01,14,14
MONTEAGUDO,internaciones,dias camas ocupadas maternidad,2007-01-01,195,195
MONTERO,internaciones,dias camas ocupadas maternidad,2007-01-01,812,812
MORO MORO,internaciones,dias camas ocupadas maternidad,2007-01-01,1,1
MOROCHATA,internaciones,dias camas ocupadas maternidad,2007-01-01,8,8
OCURI,internaciones,dias camas ocupadas maternidad,2007-01-01,21,21
OKINAWA,internaciones,dias camas ocupadas maternidad,2007-01-01,5,5
OMEREQUE,internaciones,dias camas ocupadas maternidad,2007-01-01,10,10
ORURO,internaciones,dias camas ocupadas maternidad,2007-01-01,1405,1405
PADILLA,internaciones,dias camas ocupadas maternidad,2007-01-01,96,96
PAILON,internaciones,dias camas ocupadas maternidad,2007-01-01,25,25
PALCA,internaciones,dias camas ocupadas maternidad,2007-01-01,2,2
PALOS BLANCOS,internaciones,dias camas ocupadas maternidad,2007-01-01,42,42
PAMPA GRANDE,internaciones,dias camas ocupadas maternidad,2007-01-01,3,3
PAPEL PAMPA,internaciones,dias camas ocupadas maternidad,2007-01-01,2,2
PATACAMAYA,internaciones,dias camas ocupadas maternidad,2007-01-01,47,47
PAZÑA,internaciones,dias camas ocupadas maternidad,2007-01-01,2,2
PELECHUCO,internaciones,dias camas ocupadas maternidad,2007-01-01,2,2
POCOATA,internaciones,dias camas ocupadas maternidad,2007-01-01,14,14
POCONA,internaciones,dias camas ocupadas maternidad,2007-01-01,17,17
POJO (CBBA),internaciones,dias camas ocupadas maternidad,2007-01-01,18,18
POOPO,internaciones,dias camas ocupadas maternidad,2007-01-01,18,18
POROMA,internaciones,dias camas ocupadas maternidad,2007-01-01,21,21
PORONGO,internaciones,dias camas ocupadas maternidad,2007-01-01,6,6
PORTACHUELO,internaciones,dias camas ocupadas maternidad,2007-01-01,161,161
PORVENIR,internaciones,dias camas ocupadas maternidad,2007-01-01,6,6
POSTRER VALLE,internaciones,dias camas ocupadas maternidad,2007-01-01,2,2
POTOSI,internaciones,dias camas ocupadas maternidad,2007-01-01,1005,1005
PRESTO,internaciones,dias camas ocupadas maternidad,2007-01-01,12,12
PUCARANI,internaciones,dias camas ocupadas maternidad,2007-01-01,10,10
PUERTO ACOSTA,internaciones,dias camas ocupadas maternidad,2007-01-01,26,26
PUERTO QUIJARRO,internaciones,dias camas ocupadas maternidad,2007-01-01,32,32
PUERTO RICO,internaciones,dias camas ocupadas maternidad,2007-01-01,8,8
PUERTO SUAREZ,internaciones,dias camas ocupadas maternidad,2007-01-01,106,106
PUERTO VILLARROEL,internaciones,dias camas ocupadas maternidad,2007-01-01,200,200
PUNA,internaciones,dias camas ocupadas maternidad,2007-01-01,36,36
PUNATA,internaciones,dias camas ocupadas maternidad,2007-01-01,223,223
QUILLACOLLO,internaciones,dias camas ocupadas maternidad,2007-01-01,286,286
QUIME,internaciones,dias camas ocupadas maternidad,2007-01-01,12,12
QUIRUSILLAS,internaciones,dias camas ocupadas maternidad,2007-01-01,3,3
RAVELO,internaciones,dias camas ocupadas maternidad,2007-01-01,12,12
REYES,internaciones,dias camas ocupadas maternidad,2007-01-01,65,65
RIBERALTA,internaciones,dias camas ocupadas maternidad,2007-01-01,312,312
ROBORE,internaciones,dias camas ocupadas maternidad,2007-01-01,51,51
RURRENABAQUE,internaciones,dias camas ocupadas maternidad,2007-01-01,93,93
SACABA,internaciones,dias camas ocupadas maternidad,2007-01-01,293,293
SACABAMBA,internaciones,dias camas ocupadas maternidad,2007-01-01,16,16
SACACA,internaciones,dias camas ocupadas maternidad,2007-01-01,42,42
SAIPINA,internaciones,dias camas ocupadas maternidad,2007-01-01,4,4
SALINAS DE GARCI MENDOZA,internaciones,dias camas ocupadas maternidad,2007-01-01,8,8
SAMAIPATA,internaciones,dias camas ocupadas maternidad,2007-01-01,20,20
SAN ANDRES,internaciones,dias camas ocupadas maternidad,2007-01-01,2,2
SAN ANDRES DE MACHACA,internaciones,dias camas ocupadas maternidad,2007-01-01,1,1
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas maternidad,2007-01-01,15,15
SAN BENITO,internaciones,dias camas ocupadas maternidad,2007-01-01,14,14
SAN BORJA,internaciones,dias camas ocupadas maternidad,2007-01-01,95,95
SAN BUENA VENTURA,internaciones,dias camas ocupadas maternidad,2007-01-01,28,28
SAN CARLOS,internaciones,dias camas ocupadas maternidad,2007-01-01,178,178
SAN IGNACIO,internaciones,dias camas ocupadas maternidad,2007-01-01,50,50
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas maternidad,2007-01-01,280,280
SAN JOAQUIN,internaciones,dias camas ocupadas maternidad,2007-01-01,24,24
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas maternidad,2007-01-01,83,83
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas maternidad,2007-01-01,31,31
SAN JULIAN,internaciones,dias camas ocupadas maternidad,2007-01-01,167,167
SAN LORENZO(TJA),internaciones,dias camas ocupadas maternidad,2007-01-01,10,10
SAN LUCAS,internaciones,dias camas ocupadas maternidad,2007-01-01,71,71
SAN MATIAS,internaciones,dias camas ocupadas maternidad,2007-01-01,39,39
SAN MIGUEL DE VELASCO,internaciones,dias camas ocupadas maternidad,2007-01-01,54,54
SAN PEDRO,internaciones,dias camas ocupadas maternidad,2007-01-01,63,63
SAN PEDRO DE BUENA VISTA,internaciones,dias camas ocupadas maternidad,2007-01-01,13,13
SAN RAFAEL,internaciones,dias camas ocupadas maternidad,2007-01-01,9,9
SAN RAMON,internaciones,dias camas ocupadas maternidad,2007-01-01,17,17
SAN RAMON,internaciones,dias camas ocupadas maternidad,2007-01-01,40,40
SANTA ANA,internaciones,dias camas ocupadas maternidad,2007-01-01,129,129
SANTA CRUZ DE LA SIERRA,internaciones,dias camas ocupadas maternidad,2007-01-01,6514,6514
SANTA ROSA,internaciones,dias camas ocupadas maternidad,2007-01-01,37,37
SANTA ROSA DEL SARA,internaciones,dias camas ocupadas maternidad,2007-01-01,47,47
SANTIAGO DE HUARI,internaciones,dias camas ocupadas maternidad,2007-01-01,10,10
SANTIAGO DE MACHACA,internaciones,dias camas ocupadas maternidad,2007-01-01,2,2
SANTIVAÑES,internaciones,dias camas ocupadas maternidad,2007-01-01,3,3
SAPAHAQUI,internaciones,dias camas ocupadas maternidad,2007-01-01,1,1
SENA,internaciones,dias camas ocupadas maternidad,2007-01-01,22,22
SICA SICA (VILLA AROMA),internaciones,dias camas ocupadas maternidad,2007-01-01,10,10
SICAYA,internaciones,dias camas ocupadas maternidad,2007-01-01,1,1
SIPE SIPE,internaciones,dias camas ocupadas maternidad,2007-01-01,52,52
SOPACHUY,internaciones,dias camas ocupadas maternidad,2007-01-01,53,53
SORATA,internaciones,dias camas ocupadas maternidad,2007-01-01,14,14
SUCRE,internaciones,dias camas ocupadas maternidad,2007-01-01,1551,1551
TACACHI,internaciones,dias camas ocupadas maternidad,2007-01-01,4,4
TACACOMA,internaciones,dias camas ocupadas maternidad,2007-01-01,9,9
TACOPAYA,internaciones,dias camas ocupadas maternidad,2007-01-01,15,15
TAPACARI,internaciones,dias camas ocupadas maternidad,2007-01-01,13,13
TARABUCO,internaciones,dias camas ocupadas maternidad,2007-01-01,70,70
TARACO,internaciones,dias camas ocupadas maternidad,2007-01-01,1,1
TARATA,internaciones,dias camas ocupadas maternidad,2007-01-01,8,8
TARIJA,internaciones,dias camas ocupadas maternidad,2007-01-01,829,829
TARVITA,internaciones,dias camas ocupadas maternidad,2007-01-01,67,67
TEOPONTE,internaciones,dias camas ocupadas maternidad,2007-01-01,4,4
TIAWANACU,internaciones,dias camas ocupadas maternidad,2007-01-01,9,9
TIPUANI,internaciones,dias camas ocupadas maternidad,2007-01-01,14,14
TIQUIPAYA,internaciones,dias camas ocupadas maternidad,2007-01-01,97,97
TIRAQUE (CBBA),internaciones,dias camas ocupadas maternidad,2007-01-01,137,137
TOCO,internaciones,dias camas ocupadas maternidad,2007-01-01,6,6
TOLATA,internaciones,dias camas ocupadas maternidad,2007-01-01,4,4
TOLEDO,internaciones,dias camas ocupadas maternidad,2007-01-01,2,2
TOMAVE,internaciones,dias camas ocupadas maternidad,2007-01-01,3,3
TOMINA,internaciones,dias camas ocupadas maternidad,2007-01-01,32,32
TORO TORO,internaciones,dias camas ocupadas maternidad,2007-01-01,3,3
TOTORA(CBBA),internaciones,dias camas ocupadas maternidad,2007-01-01,37,37
TOTORA(ORR),internaciones,dias camas ocupadas maternidad,2007-01-01,3,3
TRINIDAD,internaciones,dias camas ocupadas maternidad,2007-01-01,911,911
TUPIZA,internaciones,dias camas ocupadas maternidad,2007-01-01,145,145
TURCO,internaciones,dias camas ocupadas maternidad,2007-01-01,8,8
UMALA,internaciones,dias camas ocupadas maternidad,2007-01-01,1,1
UNCIA,internaciones,dias camas ocupadas maternidad,2007-01-01,25,25
URUBICHA,internaciones,dias camas ocupadas maternidad,2007-01-01,32,32
UYUNI,internaciones,dias camas ocupadas maternidad,2007-01-01,110,110
VACAS,internaciones,dias camas ocupadas maternidad,2007-01-01,14,14
VALLEGRANDE,internaciones,dias camas ocupadas maternidad,2007-01-01,140,140
VIACHA,internaciones,dias camas ocupadas maternidad,2007-01-01,17,17
VILA VILA,internaciones,dias camas ocupadas maternidad,2007-01-01,3,3
VILLA MONTES,internaciones,dias camas ocupadas maternidad,2007-01-01,110,110
VILLA RIVERO,internaciones,dias camas ocupadas maternidad,2007-01-01,8,8
VILLA SERRANO,internaciones,dias camas ocupadas maternidad,2007-01-01,40,40
VILLA TUNARI,internaciones,dias camas ocupadas maternidad,2007-01-01,405,405
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas ocupadas maternidad,2007-01-01,16,16
VILLAZON,internaciones,dias camas ocupadas maternidad,2007-01-01,217,217
VINTO,internaciones,dias camas ocupadas maternidad,2007-01-01,48,48
VITICHI,internaciones,dias camas ocupadas maternidad,2007-01-01,18,18
WARNES,internaciones,dias camas ocupadas maternidad,2007-01-01,185,185
YACUIBA,internaciones,dias camas ocupadas maternidad,2007-01-01,203,203
YAMPARAEZ,internaciones,dias camas ocupadas maternidad,2007-01-01,19,19
YANACACHI,internaciones,dias camas ocupadas maternidad,2007-01-01,8,8
YAPACANI,internaciones,dias camas ocupadas maternidad,2007-01-01,84,84
YOCALLA,internaciones,dias camas ocupadas maternidad,2007-01-01,6,6
YOTALA,internaciones,dias camas ocupadas maternidad,2007-01-01,42,42
ZUDAÑEZ,internaciones,dias camas ocupadas maternidad,2007-01-01,12,12
ACHACACHI,internaciones,dias camas ocupadas maternidad,2007-02-01,43,43
ACHOCALLA,internaciones,dias camas ocupadas maternidad,2007-02-01,6,6
AIQUILE,internaciones,dias camas ocupadas maternidad,2007-02-01,74,74
ALALAY,internaciones,dias camas ocupadas maternidad,2007-02-01,8,8
ALCALA,internaciones,dias camas ocupadas maternidad,2007-02-01,3,3
ANCORAIMES,internaciones,dias camas ocupadas maternidad,2007-02-01,4,4
ANTEQUERA,internaciones,dias camas ocupadas maternidad,2007-02-01,6,6
ANZALDO,internaciones,dias camas ocupadas maternidad,2007-02-01,8,8
APOLO,internaciones,dias camas ocupadas maternidad,2007-02-01,32,32
ARAMPAMPA,internaciones,dias camas ocupadas maternidad,2007-02-01,4,4
ARANI,internaciones,dias camas ocupadas maternidad,2007-02-01,9,9
ARBIETO,internaciones,dias camas ocupadas maternidad,2007-02-01,2,2
ARQUE,internaciones,dias camas ocupadas maternidad,2007-02-01,8,8
ASCENCION DE GUARAYOS,internaciones,dias camas ocupadas maternidad,2007-02-01,96,96
ATOCHA,internaciones,dias camas ocupadas maternidad,2007-02-01,142,142
AYATA,internaciones,dias camas ocupadas maternidad,2007-02-01,6,6
AYO AYO,internaciones,dias camas ocupadas maternidad,2007-02-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas ocupadas maternidad,2007-02-01,44,44
AZURDUY,internaciones,dias camas ocupadas maternidad,2007-02-01,36,36
BATALLAS,internaciones,dias camas ocupadas maternidad,2007-02-01,7,7
BAURES,internaciones,dias camas ocupadas maternidad,2007-02-01,8,8
BERMEJO,internaciones,dias camas ocupadas maternidad,2007-02-01,101,101
BETANZOS,internaciones,dias camas ocupadas maternidad,2007-02-01,60,60
BOYUIBE,internaciones,dias camas ocupadas maternidad,2007-02-01,7,7
BUENA VISTA,internaciones,dias camas ocupadas maternidad,2007-02-01,37,37
CABEZAS,internaciones,dias camas ocupadas maternidad,2007-02-01,48,48
CAIROMA,internaciones,dias camas ocupadas maternidad,2007-02-01,2,2
CAJUATA,internaciones,dias camas ocupadas maternidad,2007-02-01,12,12
CALAMARCA,internaciones,dias camas ocupadas maternidad,2007-02-01,7,7
CAMARGO,internaciones,dias camas ocupadas maternidad,2007-02-01,123,123
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas maternidad,2007-02-01,23,23
CAMIRI,internaciones,dias camas ocupadas maternidad,2007-02-01,229,229
CAPINOTA,internaciones,dias camas ocupadas maternidad,2007-02-01,40,40
CAQUIAVIRI,internaciones,dias camas ocupadas maternidad,2007-02-01,1,1
CARACOLLO,internaciones,dias camas ocupadas maternidad,2007-02-01,21,21
CARANAVI,internaciones,dias camas ocupadas maternidad,2007-02-01,156,156
CARAPARI,internaciones,dias camas ocupadas maternidad,2007-02-01,1,1
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas maternidad,2007-02-01,14,14
CHALLAPATA,internaciones,dias camas ocupadas maternidad,2007-02-01,43,43
CHAQUI,internaciones,dias camas ocupadas maternidad,2007-02-01,4,4
CHARAGUA,internaciones,dias camas ocupadas maternidad,2007-02-01,82,82
CHARAÑA,internaciones,dias camas ocupadas maternidad,2007-02-01,1,1
CHAYANTA,internaciones,dias camas ocupadas maternidad,2007-02-01,26,26
CHIMORE,internaciones,dias camas ocupadas maternidad,2007-02-01,28,28
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas maternidad,2007-02-01,25,25
CHUMA,internaciones,dias camas ocupadas maternidad,2007-02-01,4,4
CLIZA,internaciones,dias camas ocupadas maternidad,2007-02-01,28,28
COBIJA,internaciones,dias camas ocupadas maternidad,2007-02-01,300,300
COCHABAMBA,internaciones,dias camas ocupadas maternidad,2007-02-01,4073,4073
COLCAPIRHUA,internaciones,dias camas ocupadas maternidad,2007-02-01,74,74
COLLANA,internaciones,dias camas ocupadas maternidad,2007-02-01,2,2
COLOMI,internaciones,dias camas ocupadas maternidad,2007-02-01,35,35
COLPA BELGICA,internaciones,dias camas ocupadas maternidad,2007-02-01,6,6
COLQUENCHA,internaciones,dias camas ocupadas maternidad,2007-02-01,2,2
COLQUIRI,internaciones,dias camas ocupadas maternidad,2007-02-01,6,6
COMARAPA,internaciones,dias camas ocupadas maternidad,2007-02-01,66,66
CONCEPCION,internaciones,dias camas ocupadas maternidad,2007-02-01,52,52
COPACABANA,internaciones,dias camas ocupadas maternidad,2007-02-01,25,25
CORIPATA,internaciones,dias camas ocupadas maternidad,2007-02-01,17,17
CORO CORO,internaciones,dias camas ocupadas maternidad,2007-02-01,5,5
COROICO,internaciones,dias camas ocupadas maternidad,2007-02-01,64,64
COTAGAITA,internaciones,dias camas ocupadas maternidad,2007-02-01,40,40
COTOCA,internaciones,dias camas ocupadas maternidad,2007-02-01,126,126
CUATRO CAÑADAS,internaciones,dias camas ocupadas maternidad,2007-02-01,38,38
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas ocupadas maternidad,2007-02-01,2,2
CULPINA,internaciones,dias camas ocupadas maternidad,2007-02-01,80,80
DESAGUADERO,internaciones,dias camas ocupadas maternidad,2007-02-01,7,7
EL ALTO,internaciones,dias camas ocupadas maternidad,2007-02-01,2177,2177
EL PUENTE(STC),internaciones,dias camas ocupadas maternidad,2007-02-01,14,14
EL PUENTE(TJA),internaciones,dias camas ocupadas maternidad,2007-02-01,10,10
EL TORNO,internaciones,dias camas ocupadas maternidad,2007-02-01,120,120
EL VILLAR,internaciones,dias camas ocupadas maternidad,2007-02-01,17,17
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2007-02-01,38,38
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2007-02-01,12,12
EUCALIPTUS,internaciones,dias camas ocupadas maternidad,2007-02-01,2,2
FERNANDEZ ALONSO,internaciones,dias camas ocupadas maternidad,2007-02-01,347,347
FILADELFIA,internaciones,dias camas ocupadas maternidad,2007-02-01,2,2
GENERAL SAAVEDRA,internaciones,dias camas ocupadas maternidad,2007-02-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas ocupadas maternidad,2007-02-01,5,5
GUANAY,internaciones,dias camas ocupadas maternidad,2007-02-01,62,62
GUAQUI,internaciones,dias camas ocupadas maternidad,2007-02-01,6,6
GUAYARAMERIN,internaciones,dias camas ocupadas maternidad,2007-02-01,512,512
GUTIERREZ,internaciones,dias camas ocupadas maternidad,2007-02-01,14,14
HUACARETA,internaciones,dias camas ocupadas maternidad,2007-02-01,11,11
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas ocupadas maternidad,2007-02-01,3,3
HUACHACALLA,internaciones,dias camas ocupadas maternidad,2007-02-01,3,3
HUANUNI,internaciones,dias camas ocupadas maternidad,2007-02-01,41,41
HUARACAJE,internaciones,dias camas ocupadas maternidad,2007-02-01,6,6
HUAYLLAMARCA,internaciones,dias camas ocupadas maternidad,2007-02-01,1,1
ICLA,internaciones,dias camas ocupadas maternidad,2007-02-01,27,27
INCAHUASI,internaciones,dias camas ocupadas maternidad,2007-02-01,15,15
INQUISIVI,internaciones,dias camas ocupadas maternidad,2007-02-01,10,10
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas maternidad,2007-02-01,10,10
IXIAMAS,internaciones,dias camas ocupadas maternidad,2007-02-01,19,19
JESUS DE MACHACA,internaciones,dias camas ocupadas maternidad,2007-02-01,8,8
LA ASUNTA,internaciones,dias camas ocupadas maternidad,2007-02-01,36,36
LA GUARDIA,internaciones,dias camas ocupadas maternidad,2007-02-01,85,85
LA PAZ,internaciones,dias camas ocupadas maternidad,2007-02-01,4533,4533
LAGUNILLAS,internaciones,dias camas ocupadas maternidad,2007-02-01,6,6
LAJA,internaciones,dias camas ocupadas maternidad,2007-02-01,2,2
LLALLAGUA,internaciones,dias camas ocupadas maternidad,2007-02-01,355,355
LLICA,internaciones,dias camas ocupadas maternidad,2007-02-01,14,14
LURIBAY,internaciones,dias camas ocupadas maternidad,2007-02-01,4,4
MACHACAMARCA,internaciones,dias camas ocupadas maternidad,2007-02-01,2,2
MACHARETI,internaciones,dias camas ocupadas maternidad,2007-02-01,10,10
MAGDALENA,internaciones,dias camas ocupadas maternidad,2007-02-01,53,53
MAIRANA,internaciones,dias camas ocupadas maternidad,2007-02-01,41,41
MAPIRI,internaciones,dias camas ocupadas maternidad,2007-02-01,19,19
MECAPACA,internaciones,dias camas ocupadas maternidad,2007-02-01,2,2
