municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,4346,4346
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,1761,1761
URUBICHA,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,44,44
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,474,474
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,577,577
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,470,470
VILA VILA,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,2,2
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,471,471
VILLA RIVERO,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,2,2
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,576,576
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,16,16
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,608,608
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,75,75
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,575,575
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,2193,2193
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,845,845
YOTALA,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,10,10
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2020-03-01,7,7
ACACIO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,3,3
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,80,80
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,198,198
ALALAY,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,6,6
ALCALA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,6,6
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1,1
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,6,6
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,294,294
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,286,286
AYATA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,15,15
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,16,16
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,114,114
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,66,66
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,579,579
BETANZOS,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,6,6
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,54,54
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,57,57
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,33,33
CAJUATA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,8,8
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,178,178
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,4,4
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,940,940
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,105,105
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,2,2
CARACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,14,14
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,337,337
CARAPARI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,0,0
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,22,22
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,216,216
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,313,313
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,43,43
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,126,126
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1,1
CKOCHAS,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,3,3
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,15,15
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,963,963
COCAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,4,4
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,20863,20863
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,205,205
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1,1
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,31,31
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,114,114
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,98,98
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,214,214
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,35,35
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,316,316
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,162,162
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,32,32
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,63,63
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,2,2
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,6822,6822
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,38,38
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,224,224
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,54,54
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,59,59
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,7,7
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,85,85
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,11,11
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,5,5
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,35,35
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,600,600
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,140,140
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,31,31
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,278,278
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,79,79
HUARINA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,2,2
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,12,12
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,47,47
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,45,45
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,104,104
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,714,714
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,31329,31329
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,39,39
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,423,423
LLICA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1,1
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,35,35
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,117,117
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,63,63
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,63,63
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,61,61
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,149,149
MOCOMOCO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1,1
MOJOCOYA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,6,6
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,747,747
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1610,1610
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,10,10
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,10,10
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,7409,7409
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,194,194
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,109,109
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,115,115
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,9,9
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,9,9
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1,1
POCONA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,6,6
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,16,16
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,2,2
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,24,24
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,318,318
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,10,10
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,4387,4387
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,25,25
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1,1
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,4,4
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,223,223
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,39,39
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,158,158
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,511,511
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,498,498
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,572,572
RAVELO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,8,8
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,81,81
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1780,1780
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,228,228
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,231,231
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,641,641
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1,1
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,35,35
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,11,11
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,38,38
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,30,30
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,240,240
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,71,71
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,191,191
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,852,852
SAN JAVIER(BNI),internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,7,7
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,20,20
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,115,115
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,230,230
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,943,943
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,26,26
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,81,81
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,67,67
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,72,72
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,2,2
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,66,66
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,42,42
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,56,56
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,207,207
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,28790,28790
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,124,124
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,65,65
SENA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,9,9
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,13,13
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,47,47
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,3,3
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,19540,19540
TACOPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,20,20
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,222,222
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,7609,7609
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,107,107
TIPUANI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,2,2
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,43,43
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1,1
TOMAVE,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,11,11
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,12,12
TRIGAL,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,3,3
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,2960,2960
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1560,1560
UNCIA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,3,3
URUBICHA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,39,39
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,293,293
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,168,168
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,342,342
VILA VILA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1,1
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,368,368
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,274,274
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,4,4
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,353,353
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,54,54
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,240,240
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1617,1617
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,926,926
YOTALA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,6,6
YUNCHARA,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,1,1
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2020-04-01,17,17
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,27,27
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,66,66
ALALAY,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,2,2
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,40,40
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,14,14
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,117,117
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,492,492
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,35,35
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,62,62
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,78,78
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,540,540
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,25,25
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,30,30
CAJUATA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,2,2
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,144,144
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,758,758
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,55,55
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,2,2
CARACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,3,3
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,119,119
CARAPARI,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,0,0
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,15,15
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,200,200
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,154,154
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,23,23
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,118,118
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,6,6
CKOCHAS,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,2,2
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,39,39
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,1382,1382
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,23845,23845
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,218,218
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,1,1
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,21,21
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,108,108
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,154,154
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,237,237
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,59,59
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,1317,1317
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,49,49
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,38,38
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,87,87
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,7020,7020
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,25,25
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,220,220
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,33,33
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,81,81
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,4,4
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,18,18
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,6,6
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,1,1
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,11,11
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,797,797
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,143,143
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,28,28
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,14,14
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,249,249
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,45,45
HUARINA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,2,2
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,8,8
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,28,28
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,46,46
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,62,62
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,355,355
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,29148,29148
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,6,6
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,389,389
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,20,20
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,94,94
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,26,26
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,15,15
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,35,35
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,138,138
MOCOMOCO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,1,1
MOJOCOYA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,4,4
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,787,787
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,3924,3924
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,3,3
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,22,22
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,6198,6198
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,254,254
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,134,134
PALCA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,1,1
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,60,60
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,3,3
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,5,5
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,3,3
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,4,4
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,11,11
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,4,4
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,16,16
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,350,350
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,22,22
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,4584,4584
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,16,16
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,16,16
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,132,132
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,43,43
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,157,157
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,410,410
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,559,559
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,741,741
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,1,1
RAVELO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,7,7
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,46,46
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,1991,1991
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,179,179
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,169,169
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,707,707
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,4,4
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,1,1
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,29,29
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,13,13
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,40,40
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,24,24
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,184,184
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,54,54
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,239,239
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,684,684
SAN JAVIER(BNI),internaciones dias camas,dias camas ocupadas otros servicios,2020-05-01,3,3
