municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,336,336
CHALLAPATA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,714,714
CHAQUI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,155,155
CHARAGUA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1113,1113
CHAYANTA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,124,124
CHIMORE,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,496,496
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,806,806
CHUMA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,31,31
CKOCHAS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,217,217
CLIZA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,465,465
COBIJA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,3833,3833
COCAPATA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,92,92
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,56515,56515
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1302,1302
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,124,124
COLLANA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,31,31
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,310,310
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,93,93
COLQUECHACA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,868,868
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,434,434
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,284,284
CORIPATA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,62,62
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,992,992
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,62,62
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,527,527
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,372,372
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,372,372
CUEVO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,186,186
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,372,372
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,310,310
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,19983,19983
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,186,186
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,620,620
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,185,185
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,496,496
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,310,310
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,589,589
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,62,62
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,124,124
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,124,124
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,27,27
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,186,186
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,2583,2583
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,640,640
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,710,710
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,155,155
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1736,1736
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,62,62
HUARINA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,31,31
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,372,372
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,496,496
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,273,273
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,180,180
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,372,372
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,372,372
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,2764,2764
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,79769,79769
LAGUNILLAS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,90,90
LAS CARRERAS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,371,371
LLALLAGUA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1085,1085
MACHARETI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,371,371
MAGDALENA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,257,257
MAIRANA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,155,155
MAPIRI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,62,62
MINEROS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,634,634
MIZQUE,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1021,1021
MOCOMOCO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,93,93
MOJOCOYA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,248,248
MONTEAGUDO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1626,1626
MONTERO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,5730,5730
MOROCHATA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,61,61
OCURI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,620,620
OKINAWA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,372,372
OMEREQUE,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,217,217
ORURO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,19125,19125
PADILLA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,543,543
PAILON,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,258,258
PAMPA AULLAGAS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1,1
PAMPA GRANDE,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,31,31
PASORAPA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,186,186
PATACAMAYA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,200,200
PAZÑA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,62,62
POCOATA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,744,744
POCONA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,310,310
POJO (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,217,217
PORCO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,152,152
POROMA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,523,523
PORONGO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,31,31
PORTACHUELO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,2294,2294
PORVENIR,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,124,124
POTOSI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,17422,17422
PRESTO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,341,341
PUCARANI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,31,31
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,242,242
PUERTO PEREZ,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,31,31
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,190,190
PUERTO RICO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,143,143
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,889,889
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1435,1435
PUNA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,217,217
PUNATA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,2108,2108
QUILLACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,3260,3260
RAQAYPAMPA(ETA),internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,124,124
RAVELO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,651,651
REYES,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,186,186
RIBERALTA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,3410,3410
ROBORE,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1414,1414
RURRENABAQUE,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,465,465
SACABA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,5673,5673
SACABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,124,124
SACACA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,310,310
SAIPINA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,205,205
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,155,155
SAMAIPATA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,93,93
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,31,31
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,82,82
SAN BORJA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,757,757
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,217,217
SAN CARLOS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,31,31
SAN IGNACIO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,682,682
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,2418,2418
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,66,66
SAN JOAQUIN,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1085,1085
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,412,412
SAN JULIAN,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1788,1788
SAN LUCAS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,837,837
SAN MATIAS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,652,652
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,124,124
SAN PEDRO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,279,279
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,218,218
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,93,93
SAN RAFAEL,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,186,186
SAN RAMON BENI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,310,310
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,279,279
SANTA ANA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,620,620
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,59751,59751
SANTA ROSA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,217,217
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,341,341
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,31,31
SANTIVAÑES,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,279,279
SAPAHAQUI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,62,62
SENA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,83,83
SHINAOTA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,726,726
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,62,62
SOPACHUY,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,192,192
SORATA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,248,248
SUCRE,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,39579,39579
TACACOMA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,31,31
TACOBAMBA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,154,154
TACOPAYA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,775,775
TAPACARI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,93,93
TARABUCO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,589,589
TARIJA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,16382,16382
TARVITA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,713,713
TIPUANI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,31,31
TIQUIPAYA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,341,341
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,93,93
TOCO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,93,93
TOLATA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,60,60
TOMAVE,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,180,180
TOMINA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,341,341
TORO TORO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,339,339
TOTORA(CBBA),internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,682,682
TOTORA(ORR),internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,93,93
TRINIDAD,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,6530,6530
TUPIZA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,2232,2232
UNCIA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,93,93
URUBICHA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,123,123
UYUNI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1240,1240
VACAS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,62,62
VALLEGRANDE,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,537,537
VIACHA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1395,1395
VILA VILA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,124,124
VILLA CHARCAS,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,212,212
VILLA MONTES,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1460,1460
VILLA RIVERO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,62,62
VILLA SERRANO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,335,335
VILLA TUNARI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,2025,2025
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,155,155
VILLAZON,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1457,1457
VINTO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1023,1023
VITICHI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,1,1
WARNES,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,693,693
YACO,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,93,93
YACUIBA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,4256,4256
YAMPARAEZ,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,186,186
YANACACHI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,31,31
YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,844,844
YOTALA,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,217,217
ZUDAÑEZ,internaciones dias camas,dias camas disponibles otros servicios,2020-01-01,186,186
ACACIO,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,28,28
ACHACACHI,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,522,522
AIQUILE,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,957,957
ALALAY,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,31,31
ALCALA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,87,87
ALTO BENI,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,29,29
ANTEQUERA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,29,29
ANZALDO,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,374,374
APOLO,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,261,261
ARANI,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,29,29
ARBIETO,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,90,90
ARQUE,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,58,58
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,1827,1827
ATOCHA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,1114,1114
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,667,667
AZURDUY,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,118,118
BAURES,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,58,58
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,58,58
BERMEJO,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,2485,2485
BETANZOS,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,493,493
BOLIVAR,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,116,116
BOYUIBE,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,319,319
BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,294,294
CABEZAS,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,340,340
CAIROMA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,8,8
"CAIZA ""D""",internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,232,232
CAJUATA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,58,58
CAMARGO,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,1363,1363
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,84,84
CAMIRI,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,3226,3226
CAPINOTA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,580,580
CAQUIAVIRI,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,29,29
CARACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,58,58
CARANAVI,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,812,812
CARAPARI,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,1305,1305
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,268,268
CHALLAPATA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,728,728
CHAQUI,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,142,142
CHARAGUA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,1085,1085
CHAYANTA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,116,116
CHIMORE,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,464,464
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,754,754
CHUMA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,116,116
CKOCHAS,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,174,174
CLIZA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,439,439
COBIJA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,4192,4192
COCAPATA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,85,85
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,52161,52161
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,1259,1259
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,60,60
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,290,290
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,87,87
COLQUECHACA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,753,753
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,406,406
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,222,222
CORIPATA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,58,58
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,928,928
CORQUE,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,29,29
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,58,58
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,377,377
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,552,552
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,348,348
CUEVO,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,9,9
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,348,348
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,230,230
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,20908,20908
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,174,174
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,696,696
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,233,233
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,186,186
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,290,290
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,551,551
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,58,58
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,116,116
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,145,145
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,113,113
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,174,174
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,2552,2552
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,620,620
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,436,436
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,199,199
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,1624,1624
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,58,58
HUARINA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,29,29
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,435,435
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,493,493
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,348,348
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,180,180
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,348,348
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,348,348
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,2175,2175
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,74779,74779
LAGUNILLAS,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,60,60
LAS CARRERAS,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,290,290
LLALLAGUA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,1015,1015
MACHARETI,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,348,348
MAGDALENA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,232,232
MAIRANA,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,145,145
MAPIRI,internaciones dias camas,dias camas disponibles otros servicios,2020-02-01,116,116
