municipality,group,variable,month,Consultas nuevas en menores de 5 años,TOTAL
SACABA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,472,472
SACABAMBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,15,15
SACACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,132,132
SAIPINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,54,54
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,86,86
SAMAIPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,49,49
SAN AGUSTIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,3,3
SAN ANDRES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,10,10
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,50,50
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,14,14
SAN BENITO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,70,70
SAN BORJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,116,116
SAN BUENA VENTURA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,27,27
SAN CARLOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,11,11
SAN IGNACIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,96,96
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,259,259
SAN JAVIER(BNI),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,8,8
SAN JOAQUIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,26,26
SAN JOSE DE CHIQUITOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,32,32
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,66,66
SAN JULIAN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,600,600
SAN LORENZO(PND),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,3,3
SAN LORENZO(TJA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,101,101
SAN LUCAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,100,100
SAN MATIAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,25,25
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,78,78
SAN PEDRO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,10,10
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,35,35
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,18,18
SAN PEDRO DE TIQUINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,110,110
SAN RAFAEL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,20,20
SAN RAMON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,105,105
SAN RAMON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,5,5
SANTA ANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,12,12
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,3871,3871
SANTA ROSA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,31,31
SANTA ROSA DEL SARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,77,77
SANTIAGO DE HUARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,237,237
SANTIAGO DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,69,69
SANTIVAÑES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,22,22
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,30,30
SAPAHAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,281,281
SENA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,56,56
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,16,16
SICAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,31,31
SIPE SIPE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,200,200
SOPACHUY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,87,87
SORACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,62,62
SORATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,112,112
SUCRE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,1023,1023
TACACOMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,18,18
TACOPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,3,3
TAHUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,15,15
TAPACARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,18,18
TARABUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,935,935
TARACO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,50,50
TARATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,37,37
TARIJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,303,303
TARVITA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,90,90
TEOPONTE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,29,29
TIAWANACU,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,51,51
TINGUIPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,13,13
TIPUANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,82,82
TIQUIPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,1049,1049
TIRAQUE (CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,226,226
TOCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,35,35
TOLATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,149,149
TOLEDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,14,14
TOMAVE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,34,34
TOMINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,406,406
TORO TORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,16,16
TOTORA(CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,82,82
TRIGAL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,3,3
TRINIDAD,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,157,157
TUPIZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,136,136
TURCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,49,49
UMALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,10,10
UNCIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,84,84
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,28,28
URUBICHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,15,15
UYUNI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,63,63
VACAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,35,35
VALLEGRANDE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,166,166
VIACHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,172,172
VILA VILA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,2,2
VILLA MONTES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,32,32
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,39,39
VILLA RIVERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,15,15
VILLA SERRANO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,116,116
VILLA TUNARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,240,240
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,84,84
VILLAZON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,342,342
VINTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,96,96
VITICHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,3,3
WALDO BALLIVIAN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,2,2
WARNES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,296,296
YACO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,37,37
YACUIBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,116,116
YAMPARAEZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,94,94
YANACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,27,27
YAPACANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,112,112
YOCALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,6,6
YOTALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,62,62
YUNCHARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,8,8
ZUDAÑEZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-11-01,90,90
ACHACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,159,159
ACHOCALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,29,29
AIQUILE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,34,34
ALALAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,9,9
ALCALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,194,194
ANCORAIMES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,80,80
ANDAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,1,1
ANTEQUERA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,3,3
ANZALDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,34,34
APOLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,79,79
ARANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,40,40
ARBIETO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,62,62
ARQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,25,25
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,10,10
ATOCHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,26,26
AYATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,7,7
AYO AYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,12,12
AZURDUY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,18,18
BATALLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,50,50
BAURES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,11,11
BELLA FLOR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,30,30
BERMEJO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,47,47
BETANZOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,52,52
BOLIVAR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,3,3
BOLPEBRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,44,44
BOYUIBE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,9,9
BUENA VISTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,4,4
CABEZAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,67,67
CAIROMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,82,82
"CAIZA ""D""",atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,11,11
CAJUATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,2,2
CALACOTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,16,16
CALAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,62,62
CAMARGO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,136,136
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,6,6
CAMIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,170,170
CAPINOTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,35,35
CAQUIAVIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,5,5
CARACOLLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,51,51
CARANAVI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,47,47
CARAPARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,5,5
CARIPUYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,24,24
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,16,16
CATACORA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,11,11
CHALLAPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,110,110
CHAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,4,4
CHARAGUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,74,74
CHARAÑA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,2,2
CHAYANTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,161,161
CHIMORE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,35,35
CHOQUE COTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,25,25
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,69,69
CHUMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,13,13
CLIZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,158,158
COBIJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,405,405
COCHABAMBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,2731,2731
COIPASA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,3,3
COLCAPIRHUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,443,443
"COLCHA ""K""",atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,10,10
COLLANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,6,6
COLOMI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,56,56
COLPA BELGICA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,66,66
COLQUECHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,6,6
COLQUENCHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,28,28
COLQUIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,10,10
COMANCHE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,10,10
COMARAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,58,58
COPACABANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,17,17
CORIPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,14,14
CORO CORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,6,6
COROICO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,33,33
CORQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,13,13
COTAGAITA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,42,42
COTOCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,10,10
CUATRO CAÑADAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,60,60
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,9,9
CUEVO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,6,6
CULPINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,21,21
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,21,21
CURVA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,54,54
DESAGUADERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,10,10
EL ALTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,2472,2472
EL CHORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,31,31
EL PUENTE(STC),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,9,9
EL PUENTE(TJA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,7,7
EL TORNO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,173,173
EL VILLAR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,82,82
ENTRE RIOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,18,18
ENTRE RIOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,22,22
EUCALIPTUS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-12-01,34,34
