municipality,group,variable,month,Restauraciones,TOTAL
UNCIA,atenciones odontologicas,restauraciones,2009-04-01,135,135
URIONDO (A. CONCEPCION),atenciones odontologicas,restauraciones,2009-04-01,198,198
URUBICHA,atenciones odontologicas,restauraciones,2009-04-01,51,51
VACAS,atenciones odontologicas,restauraciones,2009-04-01,63,63
VALLEGRANDE,atenciones odontologicas,restauraciones,2009-04-01,288,288
VIACHA,atenciones odontologicas,restauraciones,2009-04-01,190,190
VILA VILA,atenciones odontologicas,restauraciones,2009-04-01,34,34
VILLA MONTES,atenciones odontologicas,restauraciones,2009-04-01,255,255
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,restauraciones,2009-04-01,41,41
VILLA RIVERO,atenciones odontologicas,restauraciones,2009-04-01,24,24
VILLA SERRANO,atenciones odontologicas,restauraciones,2009-04-01,94,94
VILLA TUNARI,atenciones odontologicas,restauraciones,2009-04-01,717,717
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,restauraciones,2009-04-01,119,119
VILLAZON,atenciones odontologicas,restauraciones,2009-04-01,169,169
VINTO,atenciones odontologicas,restauraciones,2009-04-01,82,82
VITICHI,atenciones odontologicas,restauraciones,2009-04-01,9,9
WALDO BALLIVIAN,atenciones odontologicas,restauraciones,2009-04-01,9,9
WARNES,atenciones odontologicas,restauraciones,2009-04-01,428,428
YACO,atenciones odontologicas,restauraciones,2009-04-01,13,13
YACUIBA,atenciones odontologicas,restauraciones,2009-04-01,980,980
YAMPARAEZ,atenciones odontologicas,restauraciones,2009-04-01,26,26
YANACACHI,atenciones odontologicas,restauraciones,2009-04-01,1,1
YAPACANI,atenciones odontologicas,restauraciones,2009-04-01,159,159
YOCALLA,atenciones odontologicas,restauraciones,2009-04-01,13,13
YOTALA,atenciones odontologicas,restauraciones,2009-04-01,106,106
YUNCHARA,atenciones odontologicas,restauraciones,2009-04-01,47,47
ZUDAÑEZ,atenciones odontologicas,restauraciones,2009-04-01,27,27
ACACIO,atenciones odontologicas,restauraciones,2009-05-01,7,7
ACHACACHI,atenciones odontologicas,restauraciones,2009-05-01,369,369
ACHOCALLA,atenciones odontologicas,restauraciones,2009-05-01,17,17
AIQUILE,atenciones odontologicas,restauraciones,2009-05-01,91,91
ALALAY,atenciones odontologicas,restauraciones,2009-05-01,7,7
ALCALA,atenciones odontologicas,restauraciones,2009-05-01,15,15
ANCORAIMES,atenciones odontologicas,restauraciones,2009-05-01,69,69
ANDAMARCA,atenciones odontologicas,restauraciones,2009-05-01,46,46
ANTEQUERA,atenciones odontologicas,restauraciones,2009-05-01,24,24
ANZALDO,atenciones odontologicas,restauraciones,2009-05-01,43,43
APOLO,atenciones odontologicas,restauraciones,2009-05-01,57,57
ARAMPAMPA,atenciones odontologicas,restauraciones,2009-05-01,39,39
ARANI,atenciones odontologicas,restauraciones,2009-05-01,30,30
ARBIETO,atenciones odontologicas,restauraciones,2009-05-01,80,80
ARQUE,atenciones odontologicas,restauraciones,2009-05-01,78,78
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2009-05-01,36,36
AYATA,atenciones odontologicas,restauraciones,2009-05-01,25,25
AYO AYO,atenciones odontologicas,restauraciones,2009-05-01,31,31
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,restauraciones,2009-05-01,137,137
AZURDUY,atenciones odontologicas,restauraciones,2009-05-01,21,21
BATALLAS,atenciones odontologicas,restauraciones,2009-05-01,60,60
BAURES,atenciones odontologicas,restauraciones,2009-05-01,25,25
BERMEJO,atenciones odontologicas,restauraciones,2009-05-01,533,533
BETANZOS,atenciones odontologicas,restauraciones,2009-05-01,59,59
BOLIVAR,atenciones odontologicas,restauraciones,2009-05-01,29,29
BOLPEBRA,atenciones odontologicas,restauraciones,2009-05-01,24,24
BOYUIBE,atenciones odontologicas,restauraciones,2009-05-01,36,36
BUENA VISTA,atenciones odontologicas,restauraciones,2009-05-01,15,15
CABEZAS,atenciones odontologicas,restauraciones,2009-05-01,68,68
CAIROMA,atenciones odontologicas,restauraciones,2009-05-01,54,54
"CAIZA ""D""",atenciones odontologicas,restauraciones,2009-05-01,26,26
CAJUATA,atenciones odontologicas,restauraciones,2009-05-01,17,17
CALACOTO,atenciones odontologicas,restauraciones,2009-05-01,67,67
CALAMARCA,atenciones odontologicas,restauraciones,2009-05-01,127,127
CAMARGO,atenciones odontologicas,restauraciones,2009-05-01,151,151
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,restauraciones,2009-05-01,21,21
CAMIRI,atenciones odontologicas,restauraciones,2009-05-01,403,403
CAPINOTA,atenciones odontologicas,restauraciones,2009-05-01,76,76
CAQUIAVIRI,atenciones odontologicas,restauraciones,2009-05-01,16,16
CARACOLLO,atenciones odontologicas,restauraciones,2009-05-01,116,116
CARANAVI,atenciones odontologicas,restauraciones,2009-05-01,121,121
CARAPARI,atenciones odontologicas,restauraciones,2009-05-01,190,190
CARIPUYO,atenciones odontologicas,restauraciones,2009-05-01,16,16
CARMEN RIVERO TORREZ,atenciones odontologicas,restauraciones,2009-05-01,26,26
CATACORA,atenciones odontologicas,restauraciones,2009-05-01,83,83
CHALLAPATA,atenciones odontologicas,restauraciones,2009-05-01,126,126
CHAQUI,atenciones odontologicas,restauraciones,2009-05-01,18,18
CHARAGUA,atenciones odontologicas,restauraciones,2009-05-01,91,91
CHARAÑA,atenciones odontologicas,restauraciones,2009-05-01,9,9
CHAYANTA,atenciones odontologicas,restauraciones,2009-05-01,38,38
CHIMORE,atenciones odontologicas,restauraciones,2009-05-01,25,25
CHOQUE COTA,atenciones odontologicas,restauraciones,2009-05-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2009-05-01,95,95
CHUMA,atenciones odontologicas,restauraciones,2009-05-01,27,27
CLIZA,atenciones odontologicas,restauraciones,2009-05-01,142,142
COBIJA,atenciones odontologicas,restauraciones,2009-05-01,248,248
COCHABAMBA,atenciones odontologicas,restauraciones,2009-05-01,13177,13177
COIPASA,atenciones odontologicas,restauraciones,2009-05-01,18,18
COLCAPIRHUA,atenciones odontologicas,restauraciones,2009-05-01,366,366
"COLCHA ""K""",atenciones odontologicas,restauraciones,2009-05-01,11,11
COLLANA,atenciones odontologicas,restauraciones,2009-05-01,9,9
COLOMI,atenciones odontologicas,restauraciones,2009-05-01,73,73
COLPA BELGICA,atenciones odontologicas,restauraciones,2009-05-01,59,59
COLQUECHACA,atenciones odontologicas,restauraciones,2009-05-01,12,12
COLQUENCHA,atenciones odontologicas,restauraciones,2009-05-01,20,20
COLQUIRI,atenciones odontologicas,restauraciones,2009-05-01,36,36
COMANCHE,atenciones odontologicas,restauraciones,2009-05-01,82,82
COMARAPA,atenciones odontologicas,restauraciones,2009-05-01,277,277
CONCEPCION,atenciones odontologicas,restauraciones,2009-05-01,18,18
COPACABANA,atenciones odontologicas,restauraciones,2009-05-01,43,43
CORIPATA,atenciones odontologicas,restauraciones,2009-05-01,56,56
CORO CORO,atenciones odontologicas,restauraciones,2009-05-01,13,13
COROICO,atenciones odontologicas,restauraciones,2009-05-01,264,264
CORQUE,atenciones odontologicas,restauraciones,2009-05-01,28,28
COTAGAITA,atenciones odontologicas,restauraciones,2009-05-01,34,34
COTOCA,atenciones odontologicas,restauraciones,2009-05-01,28,28
CUATRO CAÑADAS,atenciones odontologicas,restauraciones,2009-05-01,104,104
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2009-05-01,6,6
CUEVO,atenciones odontologicas,restauraciones,2009-05-01,10,10
CULPINA,atenciones odontologicas,restauraciones,2009-05-01,27,27
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2009-05-01,24,24
CURVA,atenciones odontologicas,restauraciones,2009-05-01,3,3
DESAGUADERO,atenciones odontologicas,restauraciones,2009-05-01,21,21
EL ALTO,atenciones odontologicas,restauraciones,2009-05-01,4711,4711
EL CHORO,atenciones odontologicas,restauraciones,2009-05-01,2,2
EL PUENTE(STC),atenciones odontologicas,restauraciones,2009-05-01,23,23
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2009-05-01,112,112
EL TORNO,atenciones odontologicas,restauraciones,2009-05-01,77,77
EL VILLAR,atenciones odontologicas,restauraciones,2009-05-01,19,19
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-05-01,62,62
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-05-01,131,131
EUCALIPTUS,atenciones odontologicas,restauraciones,2009-05-01,36,36
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2009-05-01,71,71
FILADELFIA,atenciones odontologicas,restauraciones,2009-05-01,8,8
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2009-05-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,restauraciones,2009-05-01,36,36
GUANAY,atenciones odontologicas,restauraciones,2009-05-01,87,87
GUAQUI,atenciones odontologicas,restauraciones,2009-05-01,49,49
GUAYARAMERIN,atenciones odontologicas,restauraciones,2009-05-01,314,314
GUTIERREZ,atenciones odontologicas,restauraciones,2009-05-01,87,87
HUACARETA,atenciones odontologicas,restauraciones,2009-05-01,21,21
HUACHACALLA,atenciones odontologicas,restauraciones,2009-05-01,12,12
HUANUNI,atenciones odontologicas,restauraciones,2009-05-01,77,77
HUARACAJE,atenciones odontologicas,restauraciones,2009-05-01,35,35
HUAYLLAMARCA,atenciones odontologicas,restauraciones,2009-05-01,43,43
ICLA,atenciones odontologicas,restauraciones,2009-05-01,39,39
INCAHUASI,atenciones odontologicas,restauraciones,2009-05-01,52,52
INQUISIVI,atenciones odontologicas,restauraciones,2009-05-01,18,18
IRUPANA (VILLA DE LANZA),atenciones odontologicas,restauraciones,2009-05-01,51,51
IXIAMAS,atenciones odontologicas,restauraciones,2009-05-01,21,21
JESUS DE MACHACA,atenciones odontologicas,restauraciones,2009-05-01,37,37
LA ASUNTA,atenciones odontologicas,restauraciones,2009-05-01,30,30
LA GUARDIA,atenciones odontologicas,restauraciones,2009-05-01,227,227
LA PAZ,atenciones odontologicas,restauraciones,2009-05-01,11042,11042
LAGUNILLAS,atenciones odontologicas,restauraciones,2009-05-01,28,28
LAJA,atenciones odontologicas,restauraciones,2009-05-01,64,64
LAS CARRERAS,atenciones odontologicas,restauraciones,2009-05-01,12,12
LICOMA PAMPA,atenciones odontologicas,restauraciones,2009-05-01,6,6
LLALLAGUA,atenciones odontologicas,restauraciones,2009-05-01,279,279
LLICA,atenciones odontologicas,restauraciones,2009-05-01,19,19
LURIBAY,atenciones odontologicas,restauraciones,2009-05-01,7,7
MACHACAMARCA,atenciones odontologicas,restauraciones,2009-05-01,40,40
MACHARETI,atenciones odontologicas,restauraciones,2009-05-01,55,55
MAGDALENA,atenciones odontologicas,restauraciones,2009-05-01,89,89
MAIRANA,atenciones odontologicas,restauraciones,2009-05-01,63,63
MAPIRI,atenciones odontologicas,restauraciones,2009-05-01,170,170
MECAPACA,atenciones odontologicas,restauraciones,2009-05-01,15,15
MINEROS,atenciones odontologicas,restauraciones,2009-05-01,125,125
MIZQUE,atenciones odontologicas,restauraciones,2009-05-01,112,112
MOCOMOCO,atenciones odontologicas,restauraciones,2009-05-01,31,31
MOJOCOYA,atenciones odontologicas,restauraciones,2009-05-01,27,27
MONTEAGUDO,atenciones odontologicas,restauraciones,2009-05-01,201,201
MONTERO,atenciones odontologicas,restauraciones,2009-05-01,524,524
MORO MORO,atenciones odontologicas,restauraciones,2009-05-01,22,22
MOROCHATA,atenciones odontologicas,restauraciones,2009-05-01,110,110
OCURI,atenciones odontologicas,restauraciones,2009-05-01,12,12
OKINAWA,atenciones odontologicas,restauraciones,2009-05-01,39,39
OMEREQUE,atenciones odontologicas,restauraciones,2009-05-01,89,89
ORURO,atenciones odontologicas,restauraciones,2009-05-01,1556,1556
PADCAYA,atenciones odontologicas,restauraciones,2009-05-01,225,225
PADILLA,atenciones odontologicas,restauraciones,2009-05-01,99,99
PAILON,atenciones odontologicas,restauraciones,2009-05-01,194,194
PALCA,atenciones odontologicas,restauraciones,2009-05-01,38,38
PALOS BLANCOS,atenciones odontologicas,restauraciones,2009-05-01,81,81
PAMPA AULLAGAS,atenciones odontologicas,restauraciones,2009-05-01,62,62
PAMPA GRANDE,atenciones odontologicas,restauraciones,2009-05-01,7,7
PAPEL PAMPA,atenciones odontologicas,restauraciones,2009-05-01,29,29
PASORAPA,atenciones odontologicas,restauraciones,2009-05-01,43,43
PATACAMAYA,atenciones odontologicas,restauraciones,2009-05-01,68,68
PAZÑA,atenciones odontologicas,restauraciones,2009-05-01,91,91
PELECHUCO,atenciones odontologicas,restauraciones,2009-05-01,13,13
POCOATA,atenciones odontologicas,restauraciones,2009-05-01,29,29
POCONA,atenciones odontologicas,restauraciones,2009-05-01,14,14
POJO (CBBA),atenciones odontologicas,restauraciones,2009-05-01,108,108
POOPO,atenciones odontologicas,restauraciones,2009-05-01,76,76
PORCO,atenciones odontologicas,restauraciones,2009-05-01,32,32
POROMA,atenciones odontologicas,restauraciones,2009-05-01,12,12
PORONGO,atenciones odontologicas,restauraciones,2009-05-01,31,31
PORTACHUELO,atenciones odontologicas,restauraciones,2009-05-01,136,136
PORVENIR,atenciones odontologicas,restauraciones,2009-05-01,118,118
POSTRER VALLE,atenciones odontologicas,restauraciones,2009-05-01,12,12
POTOSI,atenciones odontologicas,restauraciones,2009-05-01,1248,1248
PRESTO,atenciones odontologicas,restauraciones,2009-05-01,151,151
PUCARA,atenciones odontologicas,restauraciones,2009-05-01,10,10
PUCARANI,atenciones odontologicas,restauraciones,2009-05-01,109,109
PUERTO ACOSTA,atenciones odontologicas,restauraciones,2009-05-01,117,117
PUERTO CARABUCO,atenciones odontologicas,restauraciones,2009-05-01,28,28
PUERTO GONZALO MORENO,atenciones odontologicas,restauraciones,2009-05-01,21,21
PUERTO QUIJARRO,atenciones odontologicas,restauraciones,2009-05-01,41,41
PUERTO RICO,atenciones odontologicas,restauraciones,2009-05-01,28,28
PUERTO SUAREZ,atenciones odontologicas,restauraciones,2009-05-01,97,97
PUERTO VILLARROEL,atenciones odontologicas,restauraciones,2009-05-01,172,172
PUNA,atenciones odontologicas,restauraciones,2009-05-01,103,103
PUNATA,atenciones odontologicas,restauraciones,2009-05-01,302,302
QUIABAYA,atenciones odontologicas,restauraciones,2009-05-01,4,4
QUILLACOLLO,atenciones odontologicas,restauraciones,2009-05-01,669,669
QUIME,atenciones odontologicas,restauraciones,2009-05-01,100,100
QUIRUSILLAS,atenciones odontologicas,restauraciones,2009-05-01,15,15
RAVELO,atenciones odontologicas,restauraciones,2009-05-01,29,29
REYES,atenciones odontologicas,restauraciones,2009-05-01,51,51
RIBERALTA,atenciones odontologicas,restauraciones,2009-05-01,427,427
ROBORE,atenciones odontologicas,restauraciones,2009-05-01,43,43
RURRENABAQUE,atenciones odontologicas,restauraciones,2009-05-01,32,32
SABAYA,atenciones odontologicas,restauraciones,2009-05-01,1,1
SACABA,atenciones odontologicas,restauraciones,2009-05-01,431,431
SACABAMBA,atenciones odontologicas,restauraciones,2009-05-01,30,30
SACACA,atenciones odontologicas,restauraciones,2009-05-01,40,40
SAIPINA,atenciones odontologicas,restauraciones,2009-05-01,104,104
SALINAS DE GARCI MENDOZA,atenciones odontologicas,restauraciones,2009-05-01,61,61
SAMAIPATA,atenciones odontologicas,restauraciones,2009-05-01,120,120
SAN AGUSTIN,atenciones odontologicas,restauraciones,2009-05-01,1,1
SAN ANDRES,atenciones odontologicas,restauraciones,2009-05-01,9,9
SAN ANDRES DE MACHACA,atenciones odontologicas,restauraciones,2009-05-01,104,104
SAN ANTONIO DE LOMERIO,atenciones odontologicas,restauraciones,2009-05-01,19,19
SAN BENITO,atenciones odontologicas,restauraciones,2009-05-01,65,65
SAN BORJA,atenciones odontologicas,restauraciones,2009-05-01,106,106
SAN BUENA VENTURA,atenciones odontologicas,restauraciones,2009-05-01,56,56
SAN CARLOS,atenciones odontologicas,restauraciones,2009-05-01,133,133
SAN IGNACIO,atenciones odontologicas,restauraciones,2009-05-01,331,331
SAN IGNACIO DE VELASCO,atenciones odontologicas,restauraciones,2009-05-01,227,227
SAN JAVIER(STC),atenciones odontologicas,restauraciones,2009-05-01,22,22
SAN JOAQUIN,atenciones odontologicas,restauraciones,2009-05-01,3,3
SAN JOSE DE CHIQUITOS,atenciones odontologicas,restauraciones,2009-05-01,9,9
SAN JUAN DE YAPACANI,atenciones odontologicas,restauraciones,2009-05-01,2,2
SAN JULIAN,atenciones odontologicas,restauraciones,2009-05-01,3,3
SAN LORENZO(PND),atenciones odontologicas,restauraciones,2009-05-01,3,3
SAN LORENZO(TJA),atenciones odontologicas,restauraciones,2009-05-01,323,323
SAN LUCAS,atenciones odontologicas,restauraciones,2009-05-01,38,38
SAN MATIAS,atenciones odontologicas,restauraciones,2009-05-01,20,20
SAN MIGUEL DE VELASCO,atenciones odontologicas,restauraciones,2009-05-01,60,60
SAN PEDRO,atenciones odontologicas,restauraciones,2009-05-01,42,42
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,restauraciones,2009-05-01,48,48
SAN PEDRO DE CURAHUARA,atenciones odontologicas,restauraciones,2009-05-01,33,33
SAN PEDRO DE TIQUINA,atenciones odontologicas,restauraciones,2009-05-01,11,11
SAN RAFAEL,atenciones odontologicas,restauraciones,2009-05-01,48,48
SAN RAMON,atenciones odontologicas,restauraciones,2009-05-01,32,32
SAN RAMON,atenciones odontologicas,restauraciones,2009-05-01,48,48
SANTA ANA,atenciones odontologicas,restauraciones,2009-05-01,208,208
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,restauraciones,2009-05-01,7168,7168
SANTA ROSA,atenciones odontologicas,restauraciones,2009-05-01,99,99
SANTA ROSA DEL SARA,atenciones odontologicas,restauraciones,2009-05-01,83,83
SANTIAGO DE CALLAPA,atenciones odontologicas,restauraciones,2009-05-01,5,5
SANTIAGO DE HUARI,atenciones odontologicas,restauraciones,2009-05-01,53,53
SANTIVAÑES,atenciones odontologicas,restauraciones,2009-05-01,62,62
SANTUARIO DE QUILLACAS,atenciones odontologicas,restauraciones,2009-05-01,21,21
SAPAHAQUI,atenciones odontologicas,restauraciones,2009-05-01,36,36
SENA,atenciones odontologicas,restauraciones,2009-05-01,12,12
SICA SICA (VILLA AROMA),atenciones odontologicas,restauraciones,2009-05-01,101,101
SICAYA,atenciones odontologicas,restauraciones,2009-05-01,5,5
SIPE SIPE,atenciones odontologicas,restauraciones,2009-05-01,345,345
SOPACHUY,atenciones odontologicas,restauraciones,2009-05-01,74,74
SORACACHI,atenciones odontologicas,restauraciones,2009-05-01,44,44
SORATA,atenciones odontologicas,restauraciones,2009-05-01,20,20
SUCRE,atenciones odontologicas,restauraciones,2009-05-01,3520,3520
TACACOMA,atenciones odontologicas,restauraciones,2009-05-01,133,133
TACOPAYA,atenciones odontologicas,restauraciones,2009-05-01,5,5
TAHUA,atenciones odontologicas,restauraciones,2009-05-01,11,11
TAPACARI,atenciones odontologicas,restauraciones,2009-05-01,64,64
TARABUCO,atenciones odontologicas,restauraciones,2009-05-01,57,57
TARACO,atenciones odontologicas,restauraciones,2009-05-01,61,61
TARATA,atenciones odontologicas,restauraciones,2009-05-01,43,43
TARIJA,atenciones odontologicas,restauraciones,2009-05-01,2976,2976
