municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
MONTEAGUDO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,51,51
MONTERO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,108,108
MORO MORO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,3,3
MOROCHATA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,17,17
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,1,1
OCURI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,22,22
OKINAWA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,18,18
OMEREQUE,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,6,6
ORURO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,599,599
PADCAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,24,24
PADILLA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,24,24
PAILON,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,12,12
PALCA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,4,4
PALOS BLANCOS,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,56,56
PAMPA AULLAGAS,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,2,2
PAMPA GRANDE,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,6,6
PAPEL PAMPA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,3,3
PASORAPA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,3,3
PATACAMAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,19,19
PAZÑA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,6,6
POCOATA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,31,31
POCONA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,20,20
POJO (CBBA),atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,27,27
POOPO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,2,2
PORCO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,10,10
POROMA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,22,22
PORONGO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,11,11
PORTACHUELO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,13,13
PORVENIR,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,2,2
POTOSI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,289,289
PRESTO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,11,11
PUCARA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,2,2
PUCARANI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,33,33
PUERTO ACOSTA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,6,6
PUERTO CARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,7,7
PUERTO GONZALO MORENO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,17,17
PUERTO PEREZ,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,5,5
PUERTO QUIJARRO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,13,13
PUERTO RICO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,17,17
PUERTO SUAREZ,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,59,59
PUERTO VILLARROEL,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,88,88
PUNA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,24,24
PUNATA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,31,31
QUIABAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,1,1
QUILLACOLLO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,64,64
QUIME,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,16,16
QUIRUSILLAS,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,3,3
RAVELO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,20,20
REYES,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,10,10
RIBERALTA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,13,13
ROBORE,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,8,8
RURRENABAQUE,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,15,15
SACABA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,203,203
SACABAMBA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,5,5
SACACA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,15,15
SAIPINA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,9,9
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,15,15
SAMAIPATA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,7,7
SAN ANDRES,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,15,15
SAN ANDRES DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,5,5
SAN ANTONIO DE ESMORUCO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,11,11
SAN BENITO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,5,5
SAN BORJA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,83,83
SAN BUENA VENTURA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,30,30
SAN CARLOS,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,18,18
SAN IGNACIO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,41,41
SAN IGNACIO DE VELASCO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,124,124
SAN JAVIER(BNI),atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,5,5
SAN JAVIER(STC),atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,25,25
SAN JOAQUIN,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,12,12
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,39,39
SAN JUAN DE YAPACANI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,16,16
SAN JULIAN,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,36,36
SAN LORENZO(PND),atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,12,12
SAN LORENZO(TJA),atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,2,2
SAN LUCAS,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,66,66
SAN MATIAS,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,22,22
SAN MIGUEL DE VELASCO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,10,10
SAN PABLO DE LIPEZ,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,3,3
SAN PEDRO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,22,22
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,11,11
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,3,3
SAN PEDRO(PND),atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,1,1
SAN RAFAEL,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,11,11
SAN RAMON BENI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,15,15
SAN RAMON SCZ,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,21,21
SANTA ANA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,37,37
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,769,769
SANTA ROSA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,3,3
SANTA ROSA DEL SARA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,27,27
SANTIAGO DE CALLAPA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,4,4
SANTIAGO DE HUARI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,8,8
SANTIAGO DE HUATA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,3,3
SANTIAGO DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,1,1
SANTIVAÑES,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,6,6
SANTUARIO DE QUILLACAS,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,5,5
SAPAHAQUI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,2,2
SENA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,3,3
SHINAOTA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,51,51
SICA SICA (VILLA AROMA),atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,13,13
SICAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,2,2
SIPE SIPE,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,32,32
SOPACHUY,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,11,11
SORACACHI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,15,15
SORATA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,24,24
SUCRE,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,211,211
TACACOMA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,6,6
TACOBAMBA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,5,5
TACOPAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,11,11
TAHUA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,1,1
TAPACARI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,34,34
TARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,26,26
TARACO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,2,2
TARATA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,11,11
TARIJA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,223,223
TARVITA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,23,23
TEOPONTE,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,11,11
TIAWANACU,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,18,18
TINGUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,9,9
TIPUANI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,14,14
TIQUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,5,5
TIRAQUE (CBBA),atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,19,19
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,2,2
TOCO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,11,11
TOLATA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,2,2
TOLEDO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,6,6
TOMAVE,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,11,11
TOMINA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,12,12
TORO TORO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,8,8
TOTORA(CBBA),atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,13,13
TOTORA(ORR),atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,4,4
TRIGAL,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,4,4
TRINIDAD,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,97,97
TUPIZA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,50,50
TURCO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,2,2
UMALA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,5,5
UNCIA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,6,6
URIONDO (A. CONCEPCION),atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,11,11
URUBICHA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,15,15
UYUNI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,18,18
VACAS,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,14,14
VALLEGRANDE,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,45,45
VIACHA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,61,61
VILA VILA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,5,5
VILLA CHARCAS,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,16,16
VILLA MONTES,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,20,20
VILLA RIVERO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,5,5
VILLA SERRANO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,11,11
VILLA TUNARI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,179,179
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,15,15
VILLAZON,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,56,56
VINTO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,30,30
VITICHI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,10,10
WALDO BALLIVIAN,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,2,2
WARNES,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,58,58
YACO,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,3,3
YACUIBA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,80,80
YAMPARAEZ,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,8,8
YANACACHI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,8,8
YAPACANI,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,79,79
YOCALLA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,2,2
YOTALA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,11,11
YUNCHARA,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,6,6
ZUDAÑEZ,atencion de partos en servicios,mujeres con primer control post parto,2011-04-01,7,7
ACACIO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,4,4
ACHACACHI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,56,56
ACHOCALLA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,13,13
AIQUILE,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,33,33
ALCALA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,2,2
ALTO BENI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,19,19
ANCORAIMES,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,16,16
ANDAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,4,4
ANTEQUERA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,5,5
ANZALDO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,7,7
APOLO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,22,22
ARAMPAMPA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,5,5
ARANI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,12,12
ARBIETO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,11,11
ARQUE,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,47,47
ASCENCION DE GUARAYOS,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,93,93
ATOCHA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,10,10
AYATA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,1,1
AYO AYO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,24,24
AZURDUY,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,8,8
BATALLAS,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,8,8
BAURES,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,11,11
BELEN DE URMIRI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,2,2
BERMEJO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,36,36
BETANZOS,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,33,33
BOLIVAR,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,8,8
BOYUIBE,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,3,3
BUENA VISTA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,6,6
CABEZAS,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,25,25
CAIROMA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,13,13
"CAIZA ""D""",atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,8,8
CAJUATA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,10,10
CALACOTO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,5,5
CALAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,17,17
CAMARGO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,25,25
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,3,3
CAMIRI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,34,34
CAPINOTA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,14,14
CAQUIAVIRI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,10,10
CARACOLLO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,24,24
CARANAVI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,126,126
CARAPARI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,10,10
CARIPUYO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,12,12
CARMEN RIVERO TORREZ,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,13,13
CHALLAPATA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,7,7
CHAQUI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,4,4
CHARAGUA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,35,35
CHARAÑA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,2,2
CHAYANTA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,22,22
CHIMORE,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,26,26
CHIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,19,19
CHUMA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,11,11
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,13,13
CKOCHAS,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,20,20
CLIZA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,29,29
COBIJA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,60,60
COCAPATA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,22,22
COCHABAMBA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,673,673
COLCAPIRHUA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,50,50
"COLCHA ""K""",atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,11,11
COLOMI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,18,18
COLPA BELGICA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,11,11
COLQUECHACA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,56,56
COLQUENCHA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,15,15
COLQUIRI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,18,18
COMANCHE,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,4,4
COMARAPA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,47,47
COMBAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,2,2
CONCEPCION,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,6,6
COPACABANA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,4,4
CORIPATA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,23,23
CORO CORO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,11,11
COROICO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,4,4
CORQUE,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,5,5
COTAGAITA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,13,13
COTOCA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,112,112
CUATRO CAÑADAS,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,25,25
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,3,3
CUEVO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,2,2
CULPINA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,32,32
CURAHUARA DE CARANGAS,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,4,4
DESAGUADERO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,5,5
EL ALTO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,727,727
EL CHORO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,7,7
EL PUENTE(STC),atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,16,16
EL PUENTE(TJA),atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,8,8
EL TORNO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,49,49
EL VILLAR,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,5,5
ENTRE RIOS TRJ,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,33,33
ENTRE RIOS CBBA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,11,11
ESCOMA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,12,12
EUCALIPTUS,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,3,3
FERNANDEZ ALONSO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,26,26
FILADELFIA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,7,7
GUANAY,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,13,13
GUAQUI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,4,4
GUAYARAMERIN,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,29,29
GUTIERREZ,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,16,16
HUACARETA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,8,8
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,1,1
HUANUNI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,31,31
HUARACAJE,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,7,7
HUARINA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,3,3
HUAYLLAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,6,6
HUMANATA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,2,2
ICLA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,7,7
INCAHUASI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,35,35
INGAVI (HUMAITA),atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,1,1
INQUISIVI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,15,15
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,8,8
IXIAMAS,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,14,14
JESUS DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,18,18
LA ASUNTA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,27,27
LA GUARDIA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,65,65
LA PAZ,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,1301,1301
LAGUNILLAS,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,10,10
LAJA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,24,24
LAS CARRERAS,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,1,1
LICOMA PAMPA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,3,3
LLALLAGUA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,40,40
LLICA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,3,3
LORETO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,2,2
LURIBAY,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,10,10
MACHACAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,8,8
MACHARETI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,4,4
MAGDALENA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,25,25
MAIRANA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,12,12
MALLA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,2,2
MAPIRI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,21,21
MECAPACA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,14,14
MINEROS,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,19,19
MIZQUE,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,41,41
MOCOMOCO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,13,13
MOJOCOYA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,11,11
MONTEAGUDO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,37,37
MONTERO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,93,93
MORO MORO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,2,2
MOROCHATA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,18,18
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,2,2
OCURI,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,25,25
OKINAWA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,15,15
OMEREQUE,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,6,6
ORURO,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,631,631
PADCAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,30,30
PADILLA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,7,7
PAILON,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,20,20
PALCA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,7,7
PALOS BLANCOS,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,57,57
PAMPA AULLAGAS,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,4,4
PAPEL PAMPA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,9,9
PASORAPA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,2,2
PATACAMAYA,atencion de partos en servicios,mujeres con primer control post parto,2011-05-01,24,24
