municipality,group,variable,month,Nacidos muertos,TOTAL
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2011-07-01,4,4
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2011-07-01,3,3
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2011-07-01,25,25
SUCRE,atencion de partos en servicios,nacidos muertos,2011-07-01,5,5
TARIJA,atencion de partos en servicios,nacidos muertos,2011-07-01,5,5
TIAWANACU,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2011-07-01,3,3
UNCIA,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2011-07-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2011-07-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2011-07-01,4,4
YACUIBA,atencion de partos en servicios,nacidos muertos,2011-07-01,3,3
AIQUILE,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
ANTEQUERA,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
ATOCHA,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
BETANZOS,atencion de partos en servicios,nacidos muertos,2011-08-01,2,2
"CAIZA ""D""",atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2011-08-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos muertos,2011-08-01,4,4
COBIJA,atencion de partos en servicios,nacidos muertos,2011-08-01,4,4
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2011-08-01,16,16
CONCEPCION,atencion de partos en servicios,nacidos muertos,2011-08-01,2,2
CULPINA,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2011-08-01,16,16
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2011-08-01,2,2
JESUS DE MACHACA,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2011-08-01,21,21
MONTERO,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2011-08-01,12,12
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos muertos,2011-08-01,2,2
PORCO,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2011-08-01,10,10
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2011-08-01,2,2
PUNA,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2011-08-01,3,3
SAN ANDRES,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
SAN BENITO,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
SAN RAMON BENI,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2011-08-01,36,36
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2011-08-01,7,7
TARIJA,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
TEOPONTE,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
TINGUIPAYA,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
TOMINA,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
TOTORA(CBBA),atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
URUBICHA,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2011-08-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2011-08-01,5,5
YACUIBA,atencion de partos en servicios,nacidos muertos,2011-08-01,7,7
YAPACANI,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
ZUDAÑEZ,atencion de partos en servicios,nacidos muertos,2011-08-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
ATOCHA,atencion de partos en servicios,nacidos muertos,2011-09-01,2,2
BERMEJO,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
BETANZOS,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2011-09-01,4,4
CAMIRI,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
CARACOLLO,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2011-09-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2011-09-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2011-09-01,23,23
COLCAPIRHUA,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
COLOMI,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
COROICO,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
COTAGAITA,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos,2011-09-01,2,2
EL ALTO,atencion de partos en servicios,nacidos muertos,2011-09-01,19,19
EL PUENTE(TJA),atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
JESUS DE MACHACA,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2011-09-01,24,24
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2011-09-01,5,5
MONTERO,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
OCURI,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2011-09-01,12,12
PADILLA,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
POCOATA,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2011-09-01,11,11
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2011-09-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2011-09-01,3,3
RIBERALTA,atencion de partos en servicios,nacidos muertos,2011-09-01,3,3
SACABA,atencion de partos en servicios,nacidos muertos,2011-09-01,2,2
SAMAIPATA,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2011-09-01,4,4
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2011-09-01,29,29
SORACACHI,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2011-09-01,7,7
TARIJA,atencion de partos en servicios,nacidos muertos,2011-09-01,6,6
TIPUANI,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2011-09-01,4,4
VALLEGRANDE,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2011-09-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2011-09-01,3,3
YACUIBA,atencion de partos en servicios,nacidos muertos,2011-09-01,2,2
AIQUILE,atencion de partos en servicios,nacidos muertos,2011-10-01,2,2
ANCORAIMES,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
ATOCHA,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2011-10-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2011-10-01,32,32
CONCEPCION,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2011-10-01,24,24
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2011-10-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2011-10-01,34,34
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2011-10-01,3,3
MAGDALENA,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
MIZQUE,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2011-10-01,2,2
MONTERO,atencion de partos en servicios,nacidos muertos,2011-10-01,4,4
ORURO,atencion de partos en servicios,nacidos muertos,2011-10-01,11,11
PORCO,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2011-10-01,7,7
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2011-10-01,5,5
PUNATA,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2011-10-01,4,4
REYES,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2011-10-01,3,3
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2011-10-01,3,3
SAN BORJA,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2011-10-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2011-10-01,16,16
SUCRE,atencion de partos en servicios,nacidos muertos,2011-10-01,8,8
TARIJA,atencion de partos en servicios,nacidos muertos,2011-10-01,2,2
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2011-10-01,3,3
TUPIZA,atencion de partos en servicios,nacidos muertos,2011-10-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2011-10-01,3,3
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2011-10-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2011-10-01,3,3
YACUIBA,atencion de partos en servicios,nacidos muertos,2011-10-01,3,3
YAPACANI,atencion de partos en servicios,nacidos muertos,2011-10-01,2,2
ACHACACHI,atencion de partos en servicios,nacidos muertos,2011-11-01,2,2
BERMEJO,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2011-11-01,3,3
CARANAVI,atencion de partos en servicios,nacidos muertos,2011-11-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2011-11-01,6,6
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos,2011-11-01,3,3
COBIJA,atencion de partos en servicios,nacidos muertos,2011-11-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2011-11-01,21,21
EL ALTO,atencion de partos en servicios,nacidos muertos,2011-11-01,16,16
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2011-11-01,35,35
LAJA,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
MAIRANA,atencion de partos en servicios,nacidos muertos,2011-11-01,2,2
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2011-11-01,5,5
ORURO,atencion de partos en servicios,nacidos muertos,2011-11-01,15,15
PADILLA,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
POROMA,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2011-11-01,9,9
PUERTO RICO,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2011-11-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2011-11-01,4,4
REYES,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2011-11-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos,2011-11-01,3,3
SAMAIPATA,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2011-11-01,3,3
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos,2011-11-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2011-11-01,34,34
SENA,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
SHINAOTA,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2011-11-01,6,6
TARABUCO,atencion de partos en servicios,nacidos muertos,2011-11-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
TOMINA,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2011-11-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
VILLA SERRANO,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos,2011-11-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2011-11-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2011-12-01,4,4
BETANZOS,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
CABEZAS,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2011-12-01,3,3
CAMIRI,atencion de partos en servicios,nacidos muertos,2011-12-01,4,4
CARANAVI,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2011-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2011-12-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2011-12-01,16,16
COLOMI,atencion de partos en servicios,nacidos muertos,2011-12-01,13,13
COLQUECHACA,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
COMARAPA,atencion de partos en servicios,nacidos muertos,2011-12-01,2,2
COROICO,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
CUATRO CAÑADAS,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos,2011-12-01,3,3
EL ALTO,atencion de partos en servicios,nacidos muertos,2011-12-01,21,21
EL TORNO,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2011-12-01,2,2
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2011-12-01,25,25
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2011-12-01,6,6
MAGDALENA,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2011-12-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos,2011-12-01,6,6
PADILLA,atencion de partos en servicios,nacidos muertos,2011-12-01,2,2
PORCO,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2011-12-01,17,17
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2011-12-01,4,4
PUNATA,atencion de partos en servicios,nacidos muertos,2011-12-01,5,5
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2011-12-01,4,4
SACACA,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
SAMAIPATA,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
SAN LORENZO(TJA),atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2011-12-01,28,28
SORATA,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2011-12-01,8,8
TARABUCO,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2011-12-01,5,5
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2011-12-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos muertos,2011-12-01,3,3
TUPIZA,atencion de partos en servicios,nacidos muertos,2011-12-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2011-12-01,3,3
YACUIBA,atencion de partos en servicios,nacidos muertos,2011-12-01,1,1
