,group,variable,month,L 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,L 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
TIQUIPAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,17,17
TOCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,8,8
TOLATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,5,5
TOLEDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,10,10
TOMINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,8,8
TOTORA(ORR),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,2,2
TRINIDAD,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,31,31
TUPIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,41,41
UNCIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,25,25
URUBICHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,44,44
UYUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,60,60
VALLEGRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,59,59
VIACHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,15,15
VILLA CHARCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,19,19
VILLA MONTES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,110,110
VILLA SERRANO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,31,31
VILLA TUNARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,314,314
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,29,29
VILLAZON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,96,96
WARNES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,5,5
YACUIBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,177,177
YAMPARAEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,9,9
YOTALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,14,14
YUNCHARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,6,6
ZUDAÑEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-08-01,0,11,11
ACHACACHI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,28,28
AIQUILE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,59,59
APOLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,32,32
ARAMPAMPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,2,2
ARBIETO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,16,16
ARQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,2,2
ASCENCION DE GUARAYOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,84,84
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,34,34
AZURDUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,12,12
BATALLAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,1,1
BERMEJO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,85,85
BETANZOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,26,26
BOLIVAR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,20,20
BOLPEBRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,9,9
BOYUIBE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,4,4
BUENA VISTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,5,5
CABEZAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,26,26
CAMARGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,33,33
CAMATAQUI (C. VILLA ABECIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,2,2
CAMIRI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,39,39
CAPINOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,38,38
CARACOLLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,19,19
CARANAVI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,113,113
CARAPARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,20,20
CARMEN RIVERO TORREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,3,3
CHALLAPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,120,120
CHARAGUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,20,20
CHIMORE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,5,5
CHIPAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,56,56
CHUMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,3,3
CLIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,34,34
COBIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,318,318
COCHABAMBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,929,929
COIPASA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,1,1
COLPA BELGICA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,10,10
COLQUIRI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,10,10
COMARAPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,27,27
CORIPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,9,9
COROICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,64,64
CORQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,3,3
COTOCA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,39,39
CUATRO CAÑADAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,44,44
CUEVO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,3,3
CULPINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,34,34
EL ALTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,1337,1337
EL PUENTE(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,16,16
EL PUENTE(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,14,14
EL TORNO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,130,130
EL VILLAR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,9,9
ENTRE RIOS TRJ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,18,18
ENTRE RIOS CBBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,5,5
ESCOMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,9,9
EUREKA (SANTOS MERCADO),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,7,7
FERNANDEZ ALONSO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,27,27
FILADELFIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,7,7
GRAL. J.J. PEREZ (CHARAZANI),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,13,13
GUAYARAMERIN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,39,39
GUTIERREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,3,3
HUACARETA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,25,25
HUACAYA (VILLA DE HUACAYA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,2,2
HUACHACALLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,4,4
HUANUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,62,62
ICLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,7,7
INCAHUASI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,11,11
INQUISIVI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,1,1
IRUPANA (VILLA DE LANZA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,13,13
LA ASUNTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,67,67
LA GUARDIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,112,112
LA PAZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,1233,1233
LAS CARRERAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,6,6
MACHACAMARCA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,1,1
MACHARETI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,14,14
MINEROS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,5,5
MIZQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,31,31
MOJOCOYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,11,11
MONTEAGUDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,75,75
MONTERO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,349,349
NACEBE (SANTA ROSA DEL ABUNA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,10,10
ORURO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,872,872
PADCAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,18,18
PADILLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,16,16
PAMPA GRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,28,28
PATACAMAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,59,59
POCOATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,11,11
POJO (CBBA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,3,3
POROMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,27,27
PORONGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,15,15
PORTACHUELO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,19,19
PORVENIR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,6,6
POTOSI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,74,74
PRESTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,28,28
PUCARANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,11,11
PUERTO GONZALO MORENO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,5,5
PUERTO QUIJARRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,30,30
PUERTO RICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,28,28
PUERTO SUAREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,31,31
PUERTO VILLARROEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,220,220
PUNATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,119,119
QUIABAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,1,1
QUILLACOLLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,15,15
QUIME,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,14,14
REYES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,19,19
RIBERALTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,316,316
ROBORE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,26,26
RURRENABAQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,33,33
SACABA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,316,316
SALINAS DE GARCI MENDOZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,2,2
SAMAIPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,7,7
SAN ANTONIO DE LOMERIO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,13,13
SAN BENITO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,16,16
SAN BUENA VENTURA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,2,2
SAN CARLOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,71,71
SAN IGNACIO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,41,41
SAN IGNACIO DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,102,102
SAN JAVIER(BNI),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,1,1
SAN JAVIER(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,38,38
SAN JOSE DE CHIQUITOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,38,38
SAN JULIAN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,84,84
SAN LORENZO(PND),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,15,15
SAN LORENZO(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,26,26
SAN LUCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,61,61
SAN MATIAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,10,10
SAN MIGUEL DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,19,19
SAN PEDRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,36,36
SAN PEDRO DE BUENA VISTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,7,7
SAN RAFAEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,18,18
SANTA ANA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,35,35
SANTA CRUZ DE LA SIERRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,1216,1216
SANTA ROSA DEL SARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,32,32
SENA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,21,21
SHINAOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,17,17
SICA SICA (VILLA AROMA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,9,9
SIPE SIPE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,29,29
SOPACHUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,17,17
SORATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,14,14
SUCRE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,731,731
TACOPAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,4,4
TAPACARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,4,4
TARABUCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,34,34
TARATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,17,17
TARIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,261,261
TARVITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,17,17
TIAWANACU,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,24,24
TIPUANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,12,12
TIQUIPAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,11,11
TOCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,10,10
TOLATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,7,7
TOLEDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,11,11
TOMINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,14,14
TOTORA(ORR),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,6,6
TRINIDAD,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,40,40
TUPIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,40,40
UNCIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,11,11
URIONDO (A. CONCEPCION),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,3,3
URUBICHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,13,13
UYUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,44,44
VALLEGRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,42,42
VIACHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,59,59
VILLA CHARCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,18,18
VILLA MONTES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,104,104
VILLA NUEVA (LOMA ALTA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,5,5
VILLA SERRANO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,11,11
VILLA TUNARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,293,293
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,39,39
VILLAZON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,124,124
WARNES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,107,107
YACUIBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,160,160
YAMPARAEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,3,3
YAPACANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,131,131
YOTALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,10,10
YUNCHARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,11,11
ZUDAÑEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-09-01,0,10,10
ACACIO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,2,2
ACHACACHI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,25,25
AIQUILE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,54,54
ALCALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,3,3
APOLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,18,18
ARAMPAMPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,4,4
ARBIETO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,11,11
ASCENCION DE GUARAYOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,84,84
AYATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,28,28
AZURDUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,24,24
BERMEJO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,74,74
BETANZOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,23,23
BOLIVAR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,7,7
BOLPEBRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,2,2
BOYUIBE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,11,11
BUENA VISTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,16,16
CABEZAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,26,26
CAMARGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-10-01,0,49,49
