municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
MONTERO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,127,127
MORO MORO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,3,3
MOROCHATA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,21,21
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,2,2
NAZACARA DE PACAJES,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,2,2
OCURI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,18,18
OKINAWA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,29,29
OMEREQUE,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,9,9
ORURO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,493,493
PADCAYA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,21,21
PADILLA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,17,17
PAILON,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,12,12
PALCA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,4,4
PALOS BLANCOS,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,37,37
PAMPA AULLAGAS,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,4,4
PAMPA GRANDE,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,7,7
PAPEL PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,2,2
PASORAPA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,3,3
PATACAMAYA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,8,8
PAZÑA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,6,6
PELECHUCO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,6,6
POCOATA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,21,21
POCONA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,13,13
POJO (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,14,14
POOPO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,9,9
PORCO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,16,16
POROMA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,21,21
PORONGO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,14,14
PORTACHUELO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,32,32
PORVENIR,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,3,3
POSTRER VALLE,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,2,2
POTOSI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,297,297
PRESTO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,21,21
PUCARANI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,41,41
PUERTO ACOSTA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,14,14
PUERTO CARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,17,17
PUERTO GONZALO MORENO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,3,3
PUERTO PEREZ,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,2,2
PUERTO QUIJARRO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,11,11
PUERTO RICO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,10,10
PUERTO SUAREZ,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,24,24
PUERTO VILLARROEL,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,113,113
PUNA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,34,34
PUNATA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,29,29
QUIABAYA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,2,2
QUILLACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,33,33
QUIME,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,12,12
QUIRUSILLAS,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,1,1
RAVELO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,11,11
REYES,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,6,6
RIBERALTA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,7,7
ROBORE,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,23,23
RURRENABAQUE,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,26,26
SABAYA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,2,2
SACABA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,128,128
SACABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,5,5
SACACA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,32,32
SAIPINA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,11,11
SAMAIPATA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,7,7
SAN AGUSTIN,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,1,1
SAN ANDRES,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,4,4
SAN ANDRES DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,7,7
SAN ANTONIO DE ESMORUCO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,1,1
SAN BENITO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,11,11
SAN BORJA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,66,66
SAN BUENA VENTURA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,22,22
SAN CARLOS,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,11,11
SAN IGNACIO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,31,31
SAN IGNACIO DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,65,65
SAN JAVIER(BNI),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,1,1
SAN JAVIER(STC),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,3,3
SAN JOAQUIN,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,12,12
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,38,38
SAN JUAN DE YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,31,31
SAN JULIAN,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,40,40
SAN LORENZO(PND),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,8,8
SAN LORENZO(TJA),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,18,18
SAN LUCAS,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,46,46
SAN MATIAS,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,19,19
SAN MIGUEL DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,10,10
SAN PEDRO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,17,17
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,18,18
SAN PEDRO DE CURAHUARA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,9,9
SAN PEDRO DE TIQUINA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,1,1
SAN PEDRO(PND),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,10,10
SAN RAFAEL,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,1,1
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,9,9
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,9,9
SANTA ANA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,52,52
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,839,839
SANTA ROSA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,2,2
SANTA ROSA DEL SARA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,21,21
SANTIAGO DE CALLAPA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,11,11
SANTIAGO DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,4,4
SANTIVAÑES,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,3,3
SAPAHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,6,6
SENA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,11,11
SICA SICA (VILLA AROMA),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,22,22
SICAYA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,5,5
SIPE SIPE,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,31,31
SOPACHUY,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,16,16
SORACACHI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,13,13
SORATA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,14,14
SUCRE,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,277,277
TACACHI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,1,1
TACACOMA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,9,9
TACOBAMBA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,18,18
TACOPAYA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,26,26
TAPACARI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,46,46
TARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,37,37
TARACO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,7,7
TARATA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,5,5
TARIJA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,151,151
TARVITA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,35,35
TEOPONTE,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,6,6
TIAWANACU,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,15,15
TINGUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,28,28
TIPUANI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,17,17
TIQUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,5,5
TIRAQUE (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,59,59
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,5,5
TOCO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,2,2
TOLATA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,2,2
TOLEDO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,6,6
TOMAVE,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,9,9
TOMINA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,15,15
TORO TORO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,2,2
TOTORA(CBBA),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,13,13
TOTORA(ORR),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,10,10
TRINIDAD,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,322,322
TUPIZA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,72,72
TURCO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,8,8
UMALA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,1,1
UNCIA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,37,37
URIONDO (A. CONCEPCION),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,23,23
URUBICHA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,16,16
UYUNI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,18,18
VACAS,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,4,4
VALLEGRANDE,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,15,15
VIACHA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,19,19
VILA VILA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,2,2
VILLA MONTES,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,26,26
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,3,3
VILLA RIVERO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,4,4
VILLA SERRANO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,11,11
VILLA TUNARI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,71,71
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,18,18
VILLAZON,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,65,65
VINTO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,6,6
VITICHI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,6,6
WALDO BALLIVIAN,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,5,5
WARNES,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,44,44
YACO,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,7,7
YACUIBA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,137,137
YAMPARAEZ,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,9,9
YANACACHI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,3,3
YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,48,48
YOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,4,4
YOTALA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,13,13
YUNCHARA,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,6,6
ZUDAÑEZ,atencion de partos en servicio,mujeres con primer control post parto,2007-01-01,15,15
ACACIO,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,6,6
ACHACACHI,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,65,65
ACHOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,8,8
AIQUILE,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,35,35
ALALAY,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,8,8
ALCALA,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,5,5
ANCORAIMES,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,28,28
ANDAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,4,4
ANTEQUERA,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,3,3
ANZALDO,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,5,5
APOLO,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,26,26
ARAMPAMPA,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,7,7
ARANI,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,5,5
ARBIETO,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,6,6
ARQUE,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,12,12
ASCENCION DE GUARAYOS,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,69,69
ATOCHA,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,18,18
AYATA,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,10,10
AYO AYO,atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,mujeres con primer control post parto,2007-02-01,24,24
