municipality,group,variable,month,Nacidos vivos,TOTAL
CALAMARCA,atencion de partos en servicio,nacidos vivos,2007-01-01,6,6
CAMARGO,atencion de partos en servicio,nacidos vivos,2007-01-01,27,27
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
CAMIRI,atencion de partos en servicio,nacidos vivos,2007-01-01,64,64
CAPINOTA,atencion de partos en servicio,nacidos vivos,2007-01-01,20,20
CARACOLLO,atencion de partos en servicio,nacidos vivos,2007-01-01,19,19
CARANAVI,atencion de partos en servicio,nacidos vivos,2007-01-01,85,85
CARAPARI,atencion de partos en servicio,nacidos vivos,2007-01-01,5,5
CARMEN RIVERO TORREZ,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
CHALLAPATA,atencion de partos en servicio,nacidos vivos,2007-01-01,30,30
CHAQUI,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
CHARAGUA,atencion de partos en servicio,nacidos vivos,2007-01-01,49,49
CHARAÑA,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
CHAYANTA,atencion de partos en servicio,nacidos vivos,2007-01-01,12,12
CHIMORE,atencion de partos en servicio,nacidos vivos,2007-01-01,14,14
CHIPAYA,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos vivos,2007-01-01,22,22
CHUMA,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
CLIZA,atencion de partos en servicio,nacidos vivos,2007-01-01,16,16
COBIJA,atencion de partos en servicio,nacidos vivos,2007-01-01,95,95
COCHABAMBA,atencion de partos en servicio,nacidos vivos,2007-01-01,1345,1345
COLCAPIRHUA,atencion de partos en servicio,nacidos vivos,2007-01-01,14,14
"COLCHA ""K""",atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
COLLANA,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
COLOMI,atencion de partos en servicio,nacidos vivos,2007-01-01,26,26
COLPA BELGICA,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
COLQUECHACA,atencion de partos en servicio,nacidos vivos,2007-01-01,13,13
COLQUENCHA,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
COLQUIRI,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
COMARAPA,atencion de partos en servicio,nacidos vivos,2007-01-01,31,31
CONCEPCION,atencion de partos en servicio,nacidos vivos,2007-01-01,25,25
COPACABANA,atencion de partos en servicio,nacidos vivos,2007-01-01,9,9
CORIPATA,atencion de partos en servicio,nacidos vivos,2007-01-01,9,9
CORO CORO,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
COROICO,atencion de partos en servicio,nacidos vivos,2007-01-01,19,19
COTAGAITA,atencion de partos en servicio,nacidos vivos,2007-01-01,18,18
COTOCA,atencion de partos en servicio,nacidos vivos,2007-01-01,65,65
CUATRO CAÑADAS,atencion de partos en servicio,nacidos vivos,2007-01-01,17,17
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
CUEVO,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
CULPINA,atencion de partos en servicio,nacidos vivos,2007-01-01,22,22
CURAHUARA DE CARANGAS,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
DESAGUADERO,atencion de partos en servicio,nacidos vivos,2007-01-01,9,9
EL ALTO,atencion de partos en servicio,nacidos vivos,2007-01-01,1010,1010
EL PUENTE(STC),atencion de partos en servicio,nacidos vivos,2007-01-01,6,6
EL PUENTE(TJA),atencion de partos en servicio,nacidos vivos,2007-01-01,5,5
EL TORNO,atencion de partos en servicio,nacidos vivos,2007-01-01,59,59
EL VILLAR,atencion de partos en servicio,nacidos vivos,2007-01-01,5,5
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2007-01-01,16,16
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2007-01-01,20,20
EUCALIPTUS,atencion de partos en servicio,nacidos vivos,2007-01-01,8,8
EXALTACION,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicio,nacidos vivos,2007-01-01,22,22
GENERAL SAAVEDRA,atencion de partos en servicio,nacidos vivos,2007-01-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
GUANAY,atencion de partos en servicio,nacidos vivos,2007-01-01,7,7
GUAQUI,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos,2007-01-01,81,81
GUTIERREZ,atencion de partos en servicio,nacidos vivos,2007-01-01,10,10
HUACARETA,atencion de partos en servicio,nacidos vivos,2007-01-01,14,14
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
HUANUNI,atencion de partos en servicio,nacidos vivos,2007-01-01,26,26
HUARACAJE,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
HUAYLLAMARCA,atencion de partos en servicio,nacidos vivos,2007-01-01,5,5
ICHOCA,atencion de partos en servicio,nacidos vivos,2007-01-01,3,3
ICLA,atencion de partos en servicio,nacidos vivos,2007-01-01,12,12
INCAHUASI,atencion de partos en servicio,nacidos vivos,2007-01-01,16,16
INQUISIVI,atencion de partos en servicio,nacidos vivos,2007-01-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos vivos,2007-01-01,14,14
IXIAMAS,atencion de partos en servicio,nacidos vivos,2007-01-01,5,5
JESUS DE MACHACA,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
LA ASUNTA,atencion de partos en servicio,nacidos vivos,2007-01-01,26,26
LA GUARDIA,atencion de partos en servicio,nacidos vivos,2007-01-01,48,48
LA PAZ,atencion de partos en servicio,nacidos vivos,2007-01-01,1440,1440
LAGUNILLAS,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
LAJA,atencion de partos en servicio,nacidos vivos,2007-01-01,6,6
LAS CARRERAS,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
LICOMA PAMPA,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
LLALLAGUA,atencion de partos en servicio,nacidos vivos,2007-01-01,66,66
LLICA,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
LORETO,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
LURIBAY,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
MACHACAMARCA,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
MACHARETI,atencion de partos en servicio,nacidos vivos,2007-01-01,9,9
MAGDALENA,atencion de partos en servicio,nacidos vivos,2007-01-01,15,15
MAIRANA,atencion de partos en servicio,nacidos vivos,2007-01-01,21,21
MAPIRI,atencion de partos en servicio,nacidos vivos,2007-01-01,18,18
MECAPACA,atencion de partos en servicio,nacidos vivos,2007-01-01,8,8
MINEROS,atencion de partos en servicio,nacidos vivos,2007-01-01,28,28
MIZQUE,atencion de partos en servicio,nacidos vivos,2007-01-01,28,28
MOJOCOYA,atencion de partos en servicio,nacidos vivos,2007-01-01,3,3
MONTEAGUDO,atencion de partos en servicio,nacidos vivos,2007-01-01,40,40
MONTERO,atencion de partos en servicio,nacidos vivos,2007-01-01,224,224
MORO MORO,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
MOROCHATA,atencion de partos en servicio,nacidos vivos,2007-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
OCURI,atencion de partos en servicio,nacidos vivos,2007-01-01,5,5
OKINAWA,atencion de partos en servicio,nacidos vivos,2007-01-01,20,20
OMEREQUE,atencion de partos en servicio,nacidos vivos,2007-01-01,5,5
ORURO,atencion de partos en servicio,nacidos vivos,2007-01-01,487,487
PADCAYA,atencion de partos en servicio,nacidos vivos,2007-01-01,22,22
PADILLA,atencion de partos en servicio,nacidos vivos,2007-01-01,13,13
PAILON,atencion de partos en servicio,nacidos vivos,2007-01-01,27,27
PALCA,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
PALOS BLANCOS,atencion de partos en servicio,nacidos vivos,2007-01-01,26,26
PAMPA GRANDE,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
PAPEL PAMPA,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
PATACAMAYA,atencion de partos en servicio,nacidos vivos,2007-01-01,22,22
PAZÑA,atencion de partos en servicio,nacidos vivos,2007-01-01,3,3
PELECHUCO,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
POCOATA,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
POCONA,atencion de partos en servicio,nacidos vivos,2007-01-01,14,14
POJO (CBBA),atencion de partos en servicio,nacidos vivos,2007-01-01,9,9
POOPO,atencion de partos en servicio,nacidos vivos,2007-01-01,9,9
PORCO,atencion de partos en servicio,nacidos vivos,2007-01-01,14,14
POROMA,atencion de partos en servicio,nacidos vivos,2007-01-01,7,7
PORONGO,atencion de partos en servicio,nacidos vivos,2007-01-01,7,7
PORTACHUELO,atencion de partos en servicio,nacidos vivos,2007-01-01,50,50
PORVENIR,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
POSTRER VALLE,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
POTOSI,atencion de partos en servicio,nacidos vivos,2007-01-01,331,331
PRESTO,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
PUCARANI,atencion de partos en servicio,nacidos vivos,2007-01-01,5,5
PUERTO ACOSTA,atencion de partos en servicio,nacidos vivos,2007-01-01,10,10
PUERTO QUIJARRO,atencion de partos en servicio,nacidos vivos,2007-01-01,16,16
PUERTO RICO,atencion de partos en servicio,nacidos vivos,2007-01-01,7,7
PUERTO SILES,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos vivos,2007-01-01,23,23
PUERTO VILLARROEL,atencion de partos en servicio,nacidos vivos,2007-01-01,82,82
PUNA,atencion de partos en servicio,nacidos vivos,2007-01-01,14,14
PUNATA,atencion de partos en servicio,nacidos vivos,2007-01-01,58,58
QUILLACOLLO,atencion de partos en servicio,nacidos vivos,2007-01-01,153,153
QUIME,atencion de partos en servicio,nacidos vivos,2007-01-01,6,6
QUIRUSILLAS,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
RAVELO,atencion de partos en servicio,nacidos vivos,2007-01-01,9,9
REYES,atencion de partos en servicio,nacidos vivos,2007-01-01,25,25
RIBERALTA,atencion de partos en servicio,nacidos vivos,2007-01-01,203,203
ROBORE,atencion de partos en servicio,nacidos vivos,2007-01-01,25,25
RURRENABAQUE,atencion de partos en servicio,nacidos vivos,2007-01-01,22,22
SACABA,atencion de partos en servicio,nacidos vivos,2007-01-01,148,148
SACABAMBA,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
SACACA,atencion de partos en servicio,nacidos vivos,2007-01-01,10,10
SAIPINA,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
SAMAIPATA,atencion de partos en servicio,nacidos vivos,2007-01-01,7,7
SAN ANDRES,atencion de partos en servicio,nacidos vivos,2007-01-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,nacidos vivos,2007-01-01,5,5
SAN BENITO,atencion de partos en servicio,nacidos vivos,2007-01-01,7,7
SAN BORJA,atencion de partos en servicio,nacidos vivos,2007-01-01,61,61
SAN BUENA VENTURA,atencion de partos en servicio,nacidos vivos,2007-01-01,17,17
SAN CARLOS,atencion de partos en servicio,nacidos vivos,2007-01-01,47,47
SAN IGNACIO,atencion de partos en servicio,nacidos vivos,2007-01-01,26,26
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos,2007-01-01,103,103
SAN JAVIER(STC),atencion de partos en servicio,nacidos vivos,2007-01-01,34,34
SAN JOAQUIN,atencion de partos en servicio,nacidos vivos,2007-01-01,11,11
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos vivos,2007-01-01,34,34
SAN JUAN DE YAPACANI,atencion de partos en servicio,nacidos vivos,2007-01-01,16,16
SAN JULIAN,atencion de partos en servicio,nacidos vivos,2007-01-01,75,75
SAN LORENZO(PND),atencion de partos en servicio,nacidos vivos,2007-01-01,6,6
SAN LORENZO(TJA),atencion de partos en servicio,nacidos vivos,2007-01-01,10,10
SAN LUCAS,atencion de partos en servicio,nacidos vivos,2007-01-01,27,27
SAN MATIAS,atencion de partos en servicio,nacidos vivos,2007-01-01,19,19
SAN MIGUEL DE VELASCO,atencion de partos en servicio,nacidos vivos,2007-01-01,17,17
SAN PABLO DE LIPEZ,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
SAN PEDRO,atencion de partos en servicio,nacidos vivos,2007-01-01,19,19
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos vivos,2007-01-01,6,6
SAN RAFAEL,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
SAN RAMON,atencion de partos en servicio,nacidos vivos,2007-01-01,9,9
SAN RAMON,atencion de partos en servicio,nacidos vivos,2007-01-01,20,20
SANTA ANA,atencion de partos en servicio,nacidos vivos,2007-01-01,41,41
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos,2007-01-01,2535,2535
SANTA ROSA,atencion de partos en servicio,nacidos vivos,2007-01-01,13,13
SANTA ROSA DEL SARA,atencion de partos en servicio,nacidos vivos,2007-01-01,23,23
SANTIAGO DE HUARI,atencion de partos en servicio,nacidos vivos,2007-01-01,7,7
SANTIAGO DE MACHACA,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
SANTIVAÑES,atencion de partos en servicio,nacidos vivos,2007-01-01,3,3
SAPAHAQUI,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
SENA,atencion de partos en servicio,nacidos vivos,2007-01-01,7,7
SICA SICA (VILLA AROMA),atencion de partos en servicio,nacidos vivos,2007-01-01,10,10
SICAYA,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
SIPE SIPE,atencion de partos en servicio,nacidos vivos,2007-01-01,34,34
SOPACHUY,atencion de partos en servicio,nacidos vivos,2007-01-01,14,14
SORACACHI,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
SORATA,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
SUCRE,atencion de partos en servicio,nacidos vivos,2007-01-01,455,455
TACACHI,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
TACACOMA,atencion de partos en servicio,nacidos vivos,2007-01-01,9,9
TACOPAYA,atencion de partos en servicio,nacidos vivos,2007-01-01,6,6
TAPACARI,atencion de partos en servicio,nacidos vivos,2007-01-01,7,7
TARABUCO,atencion de partos en servicio,nacidos vivos,2007-01-01,21,21
TARACO,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
TARATA,atencion de partos en servicio,nacidos vivos,2007-01-01,6,6
TARIJA,atencion de partos en servicio,nacidos vivos,2007-01-01,318,318
TARVITA,atencion de partos en servicio,nacidos vivos,2007-01-01,20,20
TEOPONTE,atencion de partos en servicio,nacidos vivos,2007-01-01,3,3
TIAWANACU,atencion de partos en servicio,nacidos vivos,2007-01-01,9,9
TIPUANI,atencion de partos en servicio,nacidos vivos,2007-01-01,10,10
TIQUIPAYA,atencion de partos en servicio,nacidos vivos,2007-01-01,46,46
TIRAQUE (CBBA),atencion de partos en servicio,nacidos vivos,2007-01-01,63,63
TOCO,atencion de partos en servicio,nacidos vivos,2007-01-01,3,3
TOLATA,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
TOLEDO,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
TOMAVE,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
TOMINA,atencion de partos en servicio,nacidos vivos,2007-01-01,10,10
TORO TORO,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
TOTORA(CBBA),atencion de partos en servicio,nacidos vivos,2007-01-01,13,13
TOTORA(ORR),atencion de partos en servicio,nacidos vivos,2007-01-01,6,6
TRINIDAD,atencion de partos en servicio,nacidos vivos,2007-01-01,264,264
TUPIZA,atencion de partos en servicio,nacidos vivos,2007-01-01,61,61
TURCO,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
UMALA,atencion de partos en servicio,nacidos vivos,2007-01-01,1,1
UNCIA,atencion de partos en servicio,nacidos vivos,2007-01-01,33,33
URIONDO (A. CONCEPCION),atencion de partos en servicio,nacidos vivos,2007-01-01,14,14
URUBICHA,atencion de partos en servicio,nacidos vivos,2007-01-01,16,16
UYUNI,atencion de partos en servicio,nacidos vivos,2007-01-01,42,42
VACAS,atencion de partos en servicio,nacidos vivos,2007-01-01,9,9
VALLEGRANDE,atencion de partos en servicio,nacidos vivos,2007-01-01,24,24
VIACHA,atencion de partos en servicio,nacidos vivos,2007-01-01,18,18
VILA VILA,atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
VILLA MONTES,atencion de partos en servicio,nacidos vivos,2007-01-01,73,73
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,nacidos vivos,2007-01-01,2,2
VILLA RIVERO,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
VILLA SERRANO,atencion de partos en servicio,nacidos vivos,2007-01-01,13,13
VILLA TUNARI,atencion de partos en servicio,nacidos vivos,2007-01-01,97,97
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,nacidos vivos,2007-01-01,8,8
VILLAZON,atencion de partos en servicio,nacidos vivos,2007-01-01,63,63
VINTO,atencion de partos en servicio,nacidos vivos,2007-01-01,30,30
VITICHI,atencion de partos en servicio,nacidos vivos,2007-01-01,3,3
WARNES,atencion de partos en servicio,nacidos vivos,2007-01-01,73,73
YACUIBA,atencion de partos en servicio,nacidos vivos,2007-01-01,129,129
YAMPARAEZ,atencion de partos en servicio,nacidos vivos,2007-01-01,9,9
YANACACHI,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
YAPACANI,atencion de partos en servicio,nacidos vivos,2007-01-01,35,35
YOCALLA,atencion de partos en servicio,nacidos vivos,2007-01-01,3,3
YOTALA,atencion de partos en servicio,nacidos vivos,2007-01-01,13,13
ZUDAÑEZ,atencion de partos en servicio,nacidos vivos,2007-01-01,4,4
ACHACACHI,atencion de partos en servicio,nacidos vivos,2007-02-01,7,7
ACHOCALLA,atencion de partos en servicio,nacidos vivos,2007-02-01,6,6
AIQUILE,atencion de partos en servicio,nacidos vivos,2007-02-01,25,25
ALALAY,atencion de partos en servicio,nacidos vivos,2007-02-01,4,4
ALCALA,atencion de partos en servicio,nacidos vivos,2007-02-01,1,1
ANCORAIMES,atencion de partos en servicio,nacidos vivos,2007-02-01,3,3
ANTEQUERA,atencion de partos en servicio,nacidos vivos,2007-02-01,3,3
ANZALDO,atencion de partos en servicio,nacidos vivos,2007-02-01,4,4
APOLO,atencion de partos en servicio,nacidos vivos,2007-02-01,10,10
ARAMPAMPA,atencion de partos en servicio,nacidos vivos,2007-02-01,2,2
ARANI,atencion de partos en servicio,nacidos vivos,2007-02-01,6,6
ARBIETO,atencion de partos en servicio,nacidos vivos,2007-02-01,1,1
ARQUE,atencion de partos en servicio,nacidos vivos,2007-02-01,5,5
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos vivos,2007-02-01,67,67
ATOCHA,atencion de partos en servicio,nacidos vivos,2007-02-01,18,18
AYATA,atencion de partos en servicio,nacidos vivos,2007-02-01,1,1
AYO AYO,atencion de partos en servicio,nacidos vivos,2007-02-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos vivos,2007-02-01,14,14
AZURDUY,atencion de partos en servicio,nacidos vivos,2007-02-01,13,13
BATALLAS,atencion de partos en servicio,nacidos vivos,2007-02-01,4,4
BAURES,atencion de partos en servicio,nacidos vivos,2007-02-01,2,2
BERMEJO,atencion de partos en servicio,nacidos vivos,2007-02-01,37,37
BETANZOS,atencion de partos en servicio,nacidos vivos,2007-02-01,19,19
BOYUIBE,atencion de partos en servicio,nacidos vivos,2007-02-01,2,2
BUENA VISTA,atencion de partos en servicio,nacidos vivos,2007-02-01,20,20
CABEZAS,atencion de partos en servicio,nacidos vivos,2007-02-01,19,19
CAIROMA,atencion de partos en servicio,nacidos vivos,2007-02-01,1,1
"CAIZA ""D""",atencion de partos en servicio,nacidos vivos,2007-02-01,4,4
CAJUATA,atencion de partos en servicio,nacidos vivos,2007-02-01,11,11
CALAMARCA,atencion de partos en servicio,nacidos vivos,2007-02-01,7,7
CAMARGO,atencion de partos en servicio,nacidos vivos,2007-02-01,31,31
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,nacidos vivos,2007-02-01,5,5
CAMIRI,atencion de partos en servicio,nacidos vivos,2007-02-01,57,57
CAPINOTA,atencion de partos en servicio,nacidos vivos,2007-02-01,21,21
CAQUIAVIRI,atencion de partos en servicio,nacidos vivos,2007-02-01,1,1
CARACOLLO,atencion de partos en servicio,nacidos vivos,2007-02-01,15,15
CARANAVI,atencion de partos en servicio,nacidos vivos,2007-02-01,76,76
CARAPARI,atencion de partos en servicio,nacidos vivos,2007-02-01,7,7
CARIPUYO,atencion de partos en servicio,nacidos vivos,2007-02-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicio,nacidos vivos,2007-02-01,7,7
CHALLAPATA,atencion de partos en servicio,nacidos vivos,2007-02-01,23,23
CHAQUI,atencion de partos en servicio,nacidos vivos,2007-02-01,5,5
CHARAGUA,atencion de partos en servicio,nacidos vivos,2007-02-01,60,60
CHARAÑA,atencion de partos en servicio,nacidos vivos,2007-02-01,1,1
CHAYANTA,atencion de partos en servicio,nacidos vivos,2007-02-01,11,11
CHIMORE,atencion de partos en servicio,nacidos vivos,2007-02-01,14,14
CHIPAYA,atencion de partos en servicio,nacidos vivos,2007-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos vivos,2007-02-01,18,18
CHUMA,atencion de partos en servicio,nacidos vivos,2007-02-01,2,2
CLIZA,atencion de partos en servicio,nacidos vivos,2007-02-01,14,14
COBIJA,atencion de partos en servicio,nacidos vivos,2007-02-01,78,78
COCHABAMBA,atencion de partos en servicio,nacidos vivos,2007-02-01,1211,1211
COLCAPIRHUA,atencion de partos en servicio,nacidos vivos,2007-02-01,20,20
"COLCHA ""K""",atencion de partos en servicio,nacidos vivos,2007-02-01,3,3
COLLANA,atencion de partos en servicio,nacidos vivos,2007-02-01,1,1
COLOMI,atencion de partos en servicio,nacidos vivos,2007-02-01,24,24
COLPA BELGICA,atencion de partos en servicio,nacidos vivos,2007-02-01,3,3
COLQUECHACA,atencion de partos en servicio,nacidos vivos,2007-02-01,10,10
COLQUENCHA,atencion de partos en servicio,nacidos vivos,2007-02-01,1,1
COLQUIRI,atencion de partos en servicio,nacidos vivos,2007-02-01,4,4
COMARAPA,atencion de partos en servicio,nacidos vivos,2007-02-01,22,22
CONCEPCION,atencion de partos en servicio,nacidos vivos,2007-02-01,39,39
COPACABANA,atencion de partos en servicio,nacidos vivos,2007-02-01,13,13
CORIPATA,atencion de partos en servicio,nacidos vivos,2007-02-01,13,13
CORO CORO,atencion de partos en servicio,nacidos vivos,2007-02-01,1,1
COROICO,atencion de partos en servicio,nacidos vivos,2007-02-01,22,22
COTAGAITA,atencion de partos en servicio,nacidos vivos,2007-02-01,21,21
COTOCA,atencion de partos en servicio,nacidos vivos,2007-02-01,54,54
CUATRO CAÑADAS,atencion de partos en servicio,nacidos vivos,2007-02-01,21,21
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,nacidos vivos,2007-02-01,2,2
CULPINA,atencion de partos en servicio,nacidos vivos,2007-02-01,19,19
CURAHUARA DE CARANGAS,atencion de partos en servicio,nacidos vivos,2007-02-01,10,10
DESAGUADERO,atencion de partos en servicio,nacidos vivos,2007-02-01,7,7
EL ALTO,atencion de partos en servicio,nacidos vivos,2007-02-01,956,956
EL PUENTE(STC),atencion de partos en servicio,nacidos vivos,2007-02-01,12,12
EL PUENTE(TJA),atencion de partos en servicio,nacidos vivos,2007-02-01,4,4
EL TORNO,atencion de partos en servicio,nacidos vivos,2007-02-01,54,54
EL VILLAR,atencion de partos en servicio,nacidos vivos,2007-02-01,4,4
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2007-02-01,13,13
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2007-02-01,26,26
EUCALIPTUS,atencion de partos en servicio,nacidos vivos,2007-02-01,1,1
EXALTACION,atencion de partos en servicio,nacidos vivos,2007-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicio,nacidos vivos,2007-02-01,19,19
FILADELFIA,atencion de partos en servicio,nacidos vivos,2007-02-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicio,nacidos vivos,2007-02-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,nacidos vivos,2007-02-01,4,4
GUANAY,atencion de partos en servicio,nacidos vivos,2007-02-01,15,15
GUAQUI,atencion de partos en servicio,nacidos vivos,2007-02-01,7,7
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos,2007-02-01,75,75
GUTIERREZ,atencion de partos en servicio,nacidos vivos,2007-02-01,6,6
HUACARETA,atencion de partos en servicio,nacidos vivos,2007-02-01,12,12
