municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
BATALLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,3,3
BOLIVAR,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,39,39
CAIROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
CAJUATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,5,5
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
CHARAÑA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,6,6
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,3,3
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,3,3
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,29,29
COLQUENCHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,4,4
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
HUARINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,8,8
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,3,3
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,5,5
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
MAPIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,3,3
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
PADCAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
PADILLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
PASORAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,7,7
POOPO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,5,5
PRESTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,9,9
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,6,6
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,5,5
SAIPINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,12,12
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,4,4
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,3,3
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,6,6
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,0,0
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,4,4
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,5,5
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,7,7
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,3,3
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,12,12
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
TOCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,3,3
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
URUBICHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,2,2
VACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,6,6
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,3,3
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-08-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,5,5
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,7,7
AYATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,7,7
BOLIVAR,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,8,8
CAJUATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,7,7
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,2,2
CHARAÑA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
CLIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,9,9
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,20,20
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,6,6
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,3,3
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,3,3
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
GUANAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,3,3
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,3,3
LURIBAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,2,2
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,2,2
OMEREQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,3,3
PRESTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,5,5
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,8,8
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,11,11
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,5,5
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,3,3
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,14,14
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,0,0
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,4,4
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,4,4
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,10,10
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,4,4
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,9,9
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,2,2
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,12,12
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-09-01,2,2
ACACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
ANCORAIMES,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,3,3
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,5,5
AUCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
CAIROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
CAJUATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,3,3
CHAQUI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,4,4
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,17,17
COLQUENCHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
COMANCHE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,3,3
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,7,7
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,3,3
LA PAZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,3,3
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
MONTERO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,3,3
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
QUIME,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,13,13
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,3,3
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,15,15
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,12,12
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,6,6
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,0,0
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,11,11
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,13,13
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,6,6
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
VACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,7,7
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,3,3
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-10-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
BELEN DE URMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
CAJUATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,3,3
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,6,6
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,3,3
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2010-11-01,4,4
