municipality,group,variable,month,N° de TBP BAAR (+) nuevos,TOTAL
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,13,13
SAN LORENZO(TJA),tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
SAN LUCAS,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
SAN MATIAS,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
SAN PEDRO DE CURAHUARA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,94,94
SANTA ROSA DEL SARA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
SAPAHAQUI,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
SORATA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,11,11
TACACOMA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
TARABUCO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,4,4
TARATA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,6,6
TIPUANI,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,4,4
TIQUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,3,3
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
TOLATA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
TORO TORO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,12,12
TUPIZA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
UNCIA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
URIONDO (A. CONCEPCION),tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
VIACHA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,5,5
VINTO,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
WARNES,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,9,9
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,12,12
YAMPARAEZ,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,1,1
YANACACHI,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,2,2
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,6,6
ZUDAÑEZ,tuberculosis,n de tbp baar (+) nuevos,2008-10-01,4,4
ACHACACHI,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,5,5
APOLO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
ARBIETO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
BERMEJO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,7,7
CABEZAS,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
CAIROMA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
"CAIZA ""D""",tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
CAJUATA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
CALACOTO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
CAMARGO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
CAMIRI,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
CAPINOTA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
CARANAVI,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,9,9
CARAPARI,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
CHAYANTA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
CHIMORE,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,3,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de tbp baar (+) nuevos,2008-11-01,5,5
CLIZA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
COBIJA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,6,6
COCHABAMBA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,16,16
COLCAPIRHUA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
COMARAPA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
CORIPATA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
COROICO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
COTAGAITA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,3,3
COTOCA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,6,6
CULPINA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
DESAGUADERO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
EL ALTO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,34,34
EL TORNO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,8,8
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,6,6
GUANAY,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
GUAYARAMERIN,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,4,4
ICLA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
INCAHUASI,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
IXIAMAS,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
LA ASUNTA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,6,6
LA GUARDIA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,3,3
LA PAZ,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,57,57
LAJA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
LLALLAGUA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,4,4
MACHARETI,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
MAGDALENA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
MAPIRI,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
MECAPACA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
MINEROS,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
MIZQUE,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
MONTEAGUDO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
MONTERO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,9,9
ORURO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,6,6
PAILON,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
PALCA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
PALOS BLANCOS,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
PATACAMAYA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
POCOATA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
PORCO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
POTOSI,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,9,9
PUERTO CARABUCO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
PUERTO SUAREZ,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
PUERTO VILLARROEL,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,5,5
PUNA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
PUNATA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,5,5
QUIME,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,6,6
ROBORE,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
SACABA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,5,5
SAIPINA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
SAN BORJA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
SAN CARLOS,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,5,5
SAN IGNACIO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
SAN JOSE DE CHIQUITOS,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,5,5
SAN JUAN DE YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,8,8
SAN LORENZO(TJA),tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
SAN LUCAS,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
SAN PEDRO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
SAN RAFAEL,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,93,93
SANTA ROSA DEL SARA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
SANTIAGO DE CALLAPA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
SIPE SIPE,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
SORATA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,16,16
TACOPAYA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
TAPACARI,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
TARABUCO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,4,4
TARATA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,10,10
TEOPONTE,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
TINGUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
TIPUANI,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
TIQUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2008-11-01,4,4
TOMINA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
TOTORA(CBBA),tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,7,7
TUPIZA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
URUBICHA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
VILA VILA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,1,1
VILLA MONTES,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,3,3
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,12,12
VINTO,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
WARNES,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,2,2
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,14,14
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2008-11-01,6,6
ACACIO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
ACHACACHI,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,4,4
APOLO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
ARAMPAMPA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
AYATA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de tbp baar (+) nuevos,2008-12-01,2,2
BERMEJO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,5,5
BOYUIBE,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
"CAIZA ""D""",tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
CAMARGO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
CARANAVI,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,10,10
CHARAGUA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
CHAYANTA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
CHIMORE,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,3,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de tbp baar (+) nuevos,2008-12-01,8,8
CLIZA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
COBIJA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,4,4
COCHABAMBA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,25,25
COLCAPIRHUA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,3,3
"COLCHA ""K""",tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
COLQUENCHA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
CONCEPCION,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
CORIPATA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,5,5
CORO CORO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
COROICO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,3,3
COTOCA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,5,5
CULPINA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,2,2
EL ALTO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,32,32
EL TORNO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,4,4
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,5,5
FERNANDEZ ALONSO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
GENERAL SAAVEDRA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,2,2
INQUISIVI,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
IXIAMAS,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
LA ASUNTA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,7,7
LA GUARDIA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,3,3
LA PAZ,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,42,42
LLALLAGUA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,2,2
MACHARETI,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
MAIRANA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
MALLA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
MAPIRI,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,3,3
MECAPACA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
MINEROS,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,2,2
MOJOCOYA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
MONTERO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,8,8
MOROCHATA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
ORURO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,2,2
PADCAYA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
PAMPA GRANDE,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,2,2
POROMA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,3,3
POTOSI,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,9,9
PRESTO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
PUERTO RICO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
PUERTO SUAREZ,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
PUERTO VILLARROEL,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,5,5
PUNA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
PUNATA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,2,2
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,5,5
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,5,5
ROBORE,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
SACABA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,5,5
SAN ANDRES,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
SAN CARLOS,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
SAN IGNACIO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,5,5
SAN JOSE DE CHIQUITOS,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,5,5
SAN JUAN DE YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,3,3
SAN LORENZO(TJA),tuberculosis,n de tbp baar (+) nuevos,2008-12-01,2,2
SAN LUCAS,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,2,2
SAN PEDRO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,3,3
SAN PEDRO DE TIQUINA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,89,89
SANTA ROSA DEL SARA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,2,2
SORATA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,23,23
TACACOMA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
TARABUCO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,13,13
TEOPONTE,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
TIPUANI,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,3,3
TIQUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,4,4
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2008-12-01,2,2
TOCO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,6,6
TUPIZA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
VALLEGRANDE,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
VIACHA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,2,2
VILLA MONTES,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,7,7
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,9,9
VILLAZON,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,2,2
VINTO,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
WARNES,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,9,9
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,15,15
YAMPARAEZ,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,1,1
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2008-12-01,7,7
