municipality,group,variable,month,Viviendas Evaluadas,TOTAL
LURIBAY,chagas viviendas,viviendas evaluadas,2020-11-01,162,162
MIZQUE,chagas viviendas,viviendas evaluadas,2020-11-01,1907,1907
OCURI,chagas viviendas,viviendas evaluadas,2020-11-01,553,553
OMEREQUE,chagas viviendas,viviendas evaluadas,2020-11-01,340,340
PALCA,chagas viviendas,viviendas evaluadas,2020-11-01,297,297
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2020-11-01,52,52
PASORAPA,chagas viviendas,viviendas evaluadas,2020-11-01,85,85
POCONA,chagas viviendas,viviendas evaluadas,2020-11-01,271,271
POJO (CBBA),chagas viviendas,viviendas evaluadas,2020-11-01,41,41
POROMA,chagas viviendas,viviendas evaluadas,2020-11-01,346,346
PRESTO,chagas viviendas,viviendas evaluadas,2020-11-01,8,8
PUCARA,chagas viviendas,viviendas evaluadas,2020-11-01,3,3
PUNATA,chagas viviendas,viviendas evaluadas,2020-11-01,471,471
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2020-11-01,464,464
SACABA,chagas viviendas,viviendas evaluadas,2020-11-01,4526,4526
SAN BENITO,chagas viviendas,viviendas evaluadas,2020-11-01,354,354
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2020-11-01,137,137
SICAYA,chagas viviendas,viviendas evaluadas,2020-11-01,14,14
SIPE SIPE,chagas viviendas,viviendas evaluadas,2020-11-01,285,285
TACACHI,chagas viviendas,viviendas evaluadas,2020-11-01,159,159
TACOBAMBA,chagas viviendas,viviendas evaluadas,2020-11-01,37,37
TACOPAYA,chagas viviendas,viviendas evaluadas,2020-11-01,275,275
TAPACARI,chagas viviendas,viviendas evaluadas,2020-11-01,246,246
TARABUCO,chagas viviendas,viviendas evaluadas,2020-11-01,243,243
TARATA,chagas viviendas,viviendas evaluadas,2020-11-01,274,274
TOMAVE,chagas viviendas,viviendas evaluadas,2020-11-01,220,220
TORO TORO,chagas viviendas,viviendas evaluadas,2020-11-01,198,198
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2020-11-01,198,198
TUPIZA,chagas viviendas,viviendas evaluadas,2020-11-01,342,342
VILA VILA,chagas viviendas,viviendas evaluadas,2020-11-01,75,75
VILLA MONTES,chagas viviendas,viviendas evaluadas,2020-11-01,79,79
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2020-11-01,223,223
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2020-11-01,262,262
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2020-11-01,647,647
VINTO,chagas viviendas,viviendas evaluadas,2020-11-01,173,173
YACUIBA,chagas viviendas,viviendas evaluadas,2020-11-01,269,269
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2020-11-01,407,407
YOTALA,chagas viviendas,viviendas evaluadas,2020-11-01,1,1
ACACIO,chagas viviendas,viviendas evaluadas,2020-12-01,140,140
AIQUILE,chagas viviendas,viviendas evaluadas,2020-12-01,361,361
ANZALDO,chagas viviendas,viviendas evaluadas,2020-12-01,261,261
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2020-12-01,62,62
ARANI,chagas viviendas,viviendas evaluadas,2020-12-01,439,439
ARBIETO,chagas viviendas,viviendas evaluadas,2020-12-01,195,195
ARQUE,chagas viviendas,viviendas evaluadas,2020-12-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2020-12-01,36,36
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2020-12-01,162,162
CAPINOTA,chagas viviendas,viviendas evaluadas,2020-12-01,597,597
CLIZA,chagas viviendas,viviendas evaluadas,2020-12-01,47,47
COCHABAMBA,chagas viviendas,viviendas evaluadas,2020-12-01,1120,1120
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2020-12-01,434,434
COTAGAITA,chagas viviendas,viviendas evaluadas,2020-12-01,529,529
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2020-12-01,150,150
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2020-12-01,136,136
ICLA,chagas viviendas,viviendas evaluadas,2020-12-01,245,245
LA ASUNTA,chagas viviendas,viviendas evaluadas,2020-12-01,198,198
LURIBAY,chagas viviendas,viviendas evaluadas,2020-12-01,761,761
OMEREQUE,chagas viviendas,viviendas evaluadas,2020-12-01,28,28
PADCAYA,chagas viviendas,viviendas evaluadas,2020-12-01,29,29
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2020-12-01,48,48
POCONA,chagas viviendas,viviendas evaluadas,2020-12-01,159,159
POJO (CBBA),chagas viviendas,viviendas evaluadas,2020-12-01,650,650
POROMA,chagas viviendas,viviendas evaluadas,2020-12-01,227,227
PUNATA,chagas viviendas,viviendas evaluadas,2020-12-01,266,266
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2020-12-01,207,207
SACABA,chagas viviendas,viviendas evaluadas,2020-12-01,5685,5685
SAN BENITO,chagas viviendas,viviendas evaluadas,2020-12-01,372,372
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2020-12-01,157,157
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2020-12-01,609,609
TACACHI,chagas viviendas,viviendas evaluadas,2020-12-01,138,138
TACOBAMBA,chagas viviendas,viviendas evaluadas,2020-12-01,5,5
TACOPAYA,chagas viviendas,viviendas evaluadas,2020-12-01,335,335
TAPACARI,chagas viviendas,viviendas evaluadas,2020-12-01,258,258
TARABUCO,chagas viviendas,viviendas evaluadas,2020-12-01,599,599
TARATA,chagas viviendas,viviendas evaluadas,2020-12-01,134,134
TOMAVE,chagas viviendas,viviendas evaluadas,2020-12-01,258,258
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2020-12-01,204,204
TUPIZA,chagas viviendas,viviendas evaluadas,2020-12-01,120,120
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2020-12-01,10,10
VILA VILA,chagas viviendas,viviendas evaluadas,2020-12-01,26,26
VILLA MONTES,chagas viviendas,viviendas evaluadas,2020-12-01,110,110
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2020-12-01,212,212
VINTO,chagas viviendas,viviendas evaluadas,2020-12-01,330,330
YACUIBA,chagas viviendas,viviendas evaluadas,2020-12-01,260,260
