,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2017-08-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2017-08-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2017-08-01,0,1,0,1,1
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2017-08-01,2,1,2,1,3
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2017-08-01,5,7,5,7,12
APOLO,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,2,1,2,1,3
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,2,1,2,1,3
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,4,2,4,2,6
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,91,67,91,67,158
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,0,1,0,1,1
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,12,5,12,5,17
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,2,2,2,2,4
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,2,0,2,0,2
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,86,84,86,84,170
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,5,1,5,1,6
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,12,15,12,15,27
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,12,21,12,21,33
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,7,2,7,2,9
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,2,0,2,0,2
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,0,1,0,1,1
SAN JOAQUIN,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,0,1,0,1,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,91,72,91,72,163
SORATA,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,0,1,0,1,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,17,16,17,16,33
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,17,20,17,20,37
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,11,12,11,12,23
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,1,2,1,2,3
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,0,1,0,1,1
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,1,2,1,2,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,2,0,2,0,2
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,3,1,3,1,4
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2017-09-01,2,0,2,0,2
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,0,0,0,0,0
ATOCHA,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,1,0,1,0,1
BOYUIBE,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,1,1,1,1,2
CHIMORE,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,1,3,1,3,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,68,73,68,73,141
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,0,2,0,2,2
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,8,13,8,13,21
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,3,4,3,4,7
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,0,2,0,2,2
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,2,2,2,2,4
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,86,93,86,93,179
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,0,6,0,6,6
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,6,3,6,3,9
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,13,22,13,22,35
PATACAMAYA,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,6,10,6,10,16
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,6,4,6,4,10
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,2,1,2,1,3
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,106,71,106,71,177
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,16,21,16,21,37
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,19,15,19,15,34
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,15,13,15,13,28
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,1,3,1,3,4
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,0,3,0,3,3
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,2,1,2,1,3
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2017-10-01,2,1,2,1,3
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,2,3,2,3,5
CAPINOTA,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,0,1,0,1,1
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,62,61,62,61,123
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,11,8,11,8,19
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,1,2,1,2,3
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,3,4,3,4,7
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,71,69,71,69,140
MAIRANA,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,3,0,3,0,3
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,15,12,15,12,27
PATACAMAYA,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,4,0,4,0,4
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,12,9,12,9,21
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,10,3,10,3,13
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,1,1,1,1,2
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,3,0,3,0,3
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,96,95,96,95,191
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,20,24,20,24,44
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,14,23,14,23,37
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,2,8,2,8,10
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,1,2,1,2,3
VILLA CHARCAS,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,5,3,5,3,8
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2017-11-01,1,0,1,0,1
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,0,0,0,0,0
BAURES,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,0,0,0,0,0
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,2,3,2,3,5
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,1,1,1,1,2
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,66,60,66,60,126
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,11,3,11,3,14
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,0,2,0,2,2
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,1,6,1,6,7
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,61,67,61,67,128
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,6,0,6,0,6
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,10,20,10,20,30
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,2,2,2,2,4
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,9,6,9,6,15
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,0,1,0,1,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,4,11,4,11,15
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,1,0,1,0,1
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,85,78,85,78,163
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,0,1,0,1,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,20,14,20,14,34
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,0,1,0,1,1
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,23,15,23,15,38
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,11,3,11,3,14
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,0,1,0,1,1
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,4,0,4,0,4
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,2,1,2,1,3
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2017-12-01,3,5,3,5,8
