,group,variable,month,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
COROICO,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,2,0,2,0,2
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,12,9,12,9,21
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,2,0,2,0,2
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,0,3,0,3,3
HUACARETA,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,1,0,1,0,1
HUANUNI,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,14,18,14,18,32
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,2,2,2,2,4
ORURO,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,27,14,27,14,41
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,2,0,2,0,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,8,6,8,6,14
PUERTO GONZALO MORENO,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,0,1,0,1,1
PUERTO RICO,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,0,2,0,2,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,16,3,16,3,19
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,2,2,2,2,4
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,0,1,0,1,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,2,2,2,2,4
SAN JOAQUIN,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,39,31,39,31,70
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,25,10,25,10,35
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,12,8,12,8,20
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,5,4,5,4,9
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,1,2,1,2,3
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,4,1,4,1,5
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,2,1,2,1,3
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,3,3,3,3,6
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2017-07-01,3,1,3,1,4
AZURDUY,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,0,1,0,1,1
CABEZAS,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,0,1,0,1
CALAMARCA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,0,2,0,2,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,0,4,0,4,4
CARACOLLO,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,4,5,4,5,9
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,1,1,1,2
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,34,26,34,26,60
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,0,1,0,1,1
CUEVO,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,8,11,8,11,19
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,2,1,2,1,3
GUANAY,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,2,0,2,0,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,2,3,2,3,5
HUANUNI,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,0,1,0,1
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,37,28,37,28,65
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,0,1,0,1
ORURO,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,9,11,9,11,20
PATACAMAYA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,1,1,1,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,10,12,10,12,22
PUERTO RICO,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,0,3,0,3,3
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,2,1,2,3
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,5,3,5,3,8
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,0,1,0,1,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,1,1,1,2
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,2,1,2,1,3
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,1,1,1,2
SAN MATIAS,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,50,69,50,69,119
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,14,9,14,9,23
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,14,14,14,14,28
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,16,8,16,8,24
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,3,2,3,2,5
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,0,1,0,1
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,2,2,2,2,4
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2017-08-01,4,3,4,3,7
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,2,1,2,1,3
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,2,1,2,1,3
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,2,2,2,2,4
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,30,33,30,33,63
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,0,1,0,1,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,0,2,0,2,2
COTAGAITA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,0,3,0,3,3
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,6,13,6,13,19
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,2,1,2,3
IXIAMAS,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,15,20,15,20,35
MAIRANA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,3,5,3,5,8
ORURO,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,10,5,10,5,15
PAMPA GRANDE,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,14,7,14,7,21
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,1,1,1,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,2,1,2,1,3
REYES,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,4,3,4,3,7
SACABA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,2,1,2,3
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,4,1,4,1,5
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,0,1,0,1,1
SAN LUCAS,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,0,1,0,1,1
SAN PEDRO,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,41,25,41,25,66
SOPACHUY,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,13,9,13,9,22
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,0,1,0,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,11,15,11,15,26
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,9,10,9,10,19
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,2,1,2,3
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,0,1,0,1,1
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,2,2,2,2,4
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,2,1,2,3
VINTO,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,4,3,4,3,7
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2017-09-01,1,0,1,0,1
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,4,1,4,1,5
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,3,2,3,2,5
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,2,2,2,2,4
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,25,35,25,35,60
CORIPATA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,0,1,0,1
CUEVO,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,10,8,10,8,18
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,2,1,2,1,3
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,23,17,23,17,40
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,0,1,0,1,1
ORURO,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,8,30,8,30,38
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,2,0,2,0,2
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,5,10,5,10,15
PUERTO RICO,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,2,1,2,1,3
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,3,0,3,0,3
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,2,3,2,3,5
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,2,1,2,1,3
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,3,4,3,4,7
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,1,1,1,2
SAN RAMON SCZ,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,33,29,33,29,62
SORATA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,2,0,2,0,2
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,10,11,10,11,21
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,12,10,12,10,22
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,3,4,3,4,7
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,2,1,2,1,3
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,3,3,3,3,6
VINTO,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,2,1,2,1,3
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2017-10-01,1,4,1,4,5
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,0,2,0,2,2
AZURDUY,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,1,4,1,4,5
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2017-11-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,2,1,2,1,3
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,29,33,29,33,62
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,9,4,9,4,13
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,4,1,4,1,5
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,2,5,2,5,7
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,11,13,11,13,24
MAPIRI,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,3,1,3,1,4
ORURO,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,12,6,12,6,18
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,2,0,2,0,2
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,8,8,8,8,16
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,1,1,1,1,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,1,3,1,3,4
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,7,5,7,5,12
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,6,3,6,3,9
SACABA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,0,1,0,1,1
SAMAIPATA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,2,1,2,1,3
SAN JOAQUIN,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,2,5,2,5,7
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,54,26,54,26,80
SANTIAGO DE MACHACA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,0,1,0,1,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,15,13,15,13,28
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,13,10,13,10,23
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,6,7,6,7,13
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,0,2,0,2,2
URUBICHA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,2,1,2,1,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,2,0,2,0,2
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,2,1,2,1,3
VINTO,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2017-11-01,5,6,5,6,11
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,0,1,0,1,1
ATOCHA,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2017-12-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,2,2,2,2,4
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,0,2,0,2,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,0,2,0,2,2
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,1,0,1,0,1
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,46,42,46,42,88
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,14,9,14,9,23
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,3,3,3,3,6
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,4,1,4,1,5
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,21,16,21,16,37
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,2,2,2,2,4
ORURO,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,101,76,101,76,177
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,5,7,5,7,12
PUERTO RICO,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,2,1,2,1,3
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,5,5,5,5,10
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,1,2,1,2,3
SACABA,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,1,0,1,0,1
SACACA,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,21,23,21,23,44
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,12,14,12,14,26
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,22,16,22,16,38
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,8,7,8,7,15
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,0,2,0,2,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,2,0,2,0,2
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,1,2,1,2,3
VINTO,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2017-12-01,6,4,6,4,10
