,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
EL ALTO,internaciones,contrareferidos,2017-09-01,47,9,47,9,56
GUAYARAMERIN,internaciones,contrareferidos,2017-09-01,1,0,1,0,1
LA PAZ,internaciones,contrareferidos,2017-09-01,393,538,393,538,931
LLALLAGUA,internaciones,contrareferidos,2017-09-01,1,0,1,0,1
MONTEAGUDO,internaciones,contrareferidos,2017-09-01,7,23,7,23,30
MONTERO,internaciones,contrareferidos,2017-09-01,355,0,355,0,355
ORURO,internaciones,contrareferidos,2017-09-01,24,2,24,2,26
PADILLA,internaciones,contrareferidos,2017-09-01,8,17,8,17,25
PAMPA GRANDE,internaciones,contrareferidos,2017-09-01,1,0,1,0,1
POTOSI,internaciones,contrareferidos,2017-09-01,0,76,0,76,76
PUERTO QUIJARRO,internaciones,contrareferidos,2017-09-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,contrareferidos,2017-09-01,0,4,0,4,4
PUNATA,internaciones,contrareferidos,2017-09-01,37,100,37,100,137
RIBERALTA,internaciones,contrareferidos,2017-09-01,116,0,116,0,116
ROBORE,internaciones,contrareferidos,2017-09-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2017-09-01,8,13,8,13,21
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2017-09-01,0,3,0,3,3
SAN JULIAN,internaciones,contrareferidos,2017-09-01,0,1,0,1,1
SAN LUCAS,internaciones,contrareferidos,2017-09-01,1,6,1,6,7
SAN RAMON SCZ,internaciones,contrareferidos,2017-09-01,0,1,0,1,1
SANTA ANA,internaciones,contrareferidos,2017-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2017-09-01,1167,655,1167,655,1822
SUCRE,internaciones,contrareferidos,2017-09-01,210,616,210,616,826
TARABUCO,internaciones,contrareferidos,2017-09-01,4,8,4,8,12
TARIJA,internaciones,contrareferidos,2017-09-01,32,1,32,1,33
TARVITA,internaciones,contrareferidos,2017-09-01,3,7,3,7,10
TRINIDAD,internaciones,contrareferidos,2017-09-01,3,0,3,0,3
TUPIZA,internaciones,contrareferidos,2017-09-01,0,76,0,76,76
VALLEGRANDE,internaciones,contrareferidos,2017-09-01,0,11,0,11,11
VIACHA,internaciones,contrareferidos,2017-09-01,0,4,0,4,4
VILLA MONTES,internaciones,contrareferidos,2017-09-01,9,2,9,2,11
VILLA SERRANO,internaciones,contrareferidos,2017-09-01,0,1,0,1,1
VILLAZON,internaciones,contrareferidos,2017-09-01,2,2,2,2,4
YACUIBA,internaciones,contrareferidos,2017-09-01,71,0,71,0,71
ZUDAÑEZ,internaciones,contrareferidos,2017-09-01,2,0,2,0,2
ACHACACHI,internaciones,contrareferidos,2017-10-01,8,0,8,0,8
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2017-10-01,6,10,6,10,16
BERMEJO,internaciones,contrareferidos,2017-10-01,11,12,11,12,23
CAMARGO,internaciones,contrareferidos,2017-10-01,13,20,13,20,33
CAMIRI,internaciones,contrareferidos,2017-10-01,3,27,3,27,30
CARANAVI,internaciones,contrareferidos,2017-10-01,3,11,3,11,14
CHALLAPATA,internaciones,contrareferidos,2017-10-01,5,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2017-10-01,8,0,8,0,8
CLIZA,internaciones,contrareferidos,2017-10-01,3,8,3,8,11
COBIJA,internaciones,contrareferidos,2017-10-01,36,175,36,175,211
COCHABAMBA,internaciones,contrareferidos,2017-10-01,64,431,64,431,495
COROICO,internaciones,contrareferidos,2017-10-01,1,0,1,0,1
COTAGAITA,internaciones,contrareferidos,2017-10-01,3,2,3,2,5
EL ALTO,internaciones,contrareferidos,2017-10-01,33,18,33,18,51
LA PAZ,internaciones,contrareferidos,2017-10-01,387,535,387,535,922
MAIRANA,internaciones,contrareferidos,2017-10-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2017-10-01,10,17,10,17,27
MONTERO,internaciones,contrareferidos,2017-10-01,340,0,340,0,340
ORURO,internaciones,contrareferidos,2017-10-01,58,1,58,1,59
PADILLA,internaciones,contrareferidos,2017-10-01,10,13,10,13,23
POTOSI,internaciones,contrareferidos,2017-10-01,10,64,10,64,74
PUERTO SUAREZ,internaciones,contrareferidos,2017-10-01,3,8,3,8,11
PUERTO VILLARROEL,internaciones,contrareferidos,2017-10-01,14,0,14,0,14
PUNATA,internaciones,contrareferidos,2017-10-01,41,78,41,78,119
RIBERALTA,internaciones,contrareferidos,2017-10-01,168,0,168,0,168
ROBORE,internaciones,contrareferidos,2017-10-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2017-10-01,5,20,5,20,25
SAN LUCAS,internaciones,contrareferidos,2017-10-01,2,9,2,9,11
SAN MATIAS,internaciones,contrareferidos,2017-10-01,0,6,0,6,6
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2017-10-01,1190,618,1190,618,1808
SUCRE,internaciones,contrareferidos,2017-10-01,106,461,106,461,567
TARABUCO,internaciones,contrareferidos,2017-10-01,7,24,7,24,31
TARIJA,internaciones,contrareferidos,2017-10-01,36,3,36,3,39
TARVITA,internaciones,contrareferidos,2017-10-01,3,8,3,8,11
TRINIDAD,internaciones,contrareferidos,2017-10-01,1,0,1,0,1
TUPIZA,internaciones,contrareferidos,2017-10-01,0,55,0,55,55
VALLEGRANDE,internaciones,contrareferidos,2017-10-01,3,3,3,3,6
VILLA MONTES,internaciones,contrareferidos,2017-10-01,3,4,3,4,7
VILLA SERRANO,internaciones,contrareferidos,2017-10-01,1,4,1,4,5
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2017-10-01,1,0,1,0,1
VILLAZON,internaciones,contrareferidos,2017-10-01,6,6,6,6,12
YACUIBA,internaciones,contrareferidos,2017-10-01,75,0,75,0,75
ZUDAÑEZ,internaciones,contrareferidos,2017-10-01,3,1,3,1,4
ACHACACHI,internaciones,contrareferidos,2017-11-01,7,0,7,0,7
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2017-11-01,1,14,1,14,15
ATOCHA,internaciones,contrareferidos,2017-11-01,1,2,1,2,3
BERMEJO,internaciones,contrareferidos,2017-11-01,15,6,15,6,21
CABEZAS,internaciones,contrareferidos,2017-11-01,0,16,0,16,16
CAMARGO,internaciones,contrareferidos,2017-11-01,6,18,6,18,24
CAMIRI,internaciones,contrareferidos,2017-11-01,0,11,0,11,11
CARANAVI,internaciones,contrareferidos,2017-11-01,0,8,0,8,8
CHALLAPATA,internaciones,contrareferidos,2017-11-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2017-11-01,2,0,2,0,2
COBIJA,internaciones,contrareferidos,2017-11-01,11,9,11,9,20
COCHABAMBA,internaciones,contrareferidos,2017-11-01,44,403,44,403,447
EL ALTO,internaciones,contrareferidos,2017-11-01,51,18,51,18,69
ENTRE RIOS TRJ,internaciones,contrareferidos,2017-11-01,0,1,0,1,1
INCAHUASI,internaciones,contrareferidos,2017-11-01,1,0,1,0,1
LA PAZ,internaciones,contrareferidos,2017-11-01,272,391,272,391,663
MONTEAGUDO,internaciones,contrareferidos,2017-11-01,8,24,8,24,32
MONTERO,internaciones,contrareferidos,2017-11-01,15,43,15,43,58
OMEREQUE,internaciones,contrareferidos,2017-11-01,0,1,0,1,1
ORURO,internaciones,contrareferidos,2017-11-01,13,0,13,0,13
PADILLA,internaciones,contrareferidos,2017-11-01,8,9,8,9,17
POTOSI,internaciones,contrareferidos,2017-11-01,10,37,10,37,47
PUERTO SUAREZ,internaciones,contrareferidos,2017-11-01,3,5,3,5,8
PUERTO VILLARROEL,internaciones,contrareferidos,2017-11-01,10,0,10,0,10
PUNATA,internaciones,contrareferidos,2017-11-01,29,65,29,65,94
RIBERALTA,internaciones,contrareferidos,2017-11-01,143,0,143,0,143
ROBORE,internaciones,contrareferidos,2017-11-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,contrareferidos,2017-11-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2017-11-01,2,14,2,14,16
SAN LUCAS,internaciones,contrareferidos,2017-11-01,4,10,4,10,14
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2017-11-01,1083,23,1083,23,1106
SUCRE,internaciones,contrareferidos,2017-11-01,166,333,166,333,499
TARIJA,internaciones,contrareferidos,2017-11-01,8,11,8,11,19
TARVITA,internaciones,contrareferidos,2017-11-01,8,11,8,11,19
TRINIDAD,internaciones,contrareferidos,2017-11-01,2,0,2,0,2
TUPIZA,internaciones,contrareferidos,2017-11-01,0,75,0,75,75
VALLEGRANDE,internaciones,contrareferidos,2017-11-01,4,8,4,8,12
VILLA MONTES,internaciones,contrareferidos,2017-11-01,4,3,4,3,7
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2017-11-01,1,0,1,0,1
VILLAZON,internaciones,contrareferidos,2017-11-01,4,2,4,2,6
VINTO,internaciones,contrareferidos,2017-11-01,1,0,1,0,1
YACUIBA,internaciones,contrareferidos,2017-11-01,69,0,69,0,69
ACHACACHI,internaciones,contrareferidos,2017-12-01,2,4,2,4,6
AIQUILE,internaciones,contrareferidos,2017-12-01,2,4,2,4,6
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2017-12-01,0,18,0,18,18
ATOCHA,internaciones,contrareferidos,2017-12-01,2,0,2,0,2
BERMEJO,internaciones,contrareferidos,2017-12-01,4,1,4,1,5
CABEZAS,internaciones,contrareferidos,2017-12-01,0,2,0,2,2
CAMARGO,internaciones,contrareferidos,2017-12-01,5,14,5,14,19
CAMIRI,internaciones,contrareferidos,2017-12-01,1,25,1,25,26
CARANAVI,internaciones,contrareferidos,2017-12-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2017-12-01,9,0,9,0,9
COBIJA,internaciones,contrareferidos,2017-12-01,34,111,34,111,145
COCHABAMBA,internaciones,contrareferidos,2017-12-01,57,461,57,461,518
EL ALTO,internaciones,contrareferidos,2017-12-01,37,21,37,21,58
ENTRE RIOS TRJ,internaciones,contrareferidos,2017-12-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2017-12-01,100,164,100,164,264
MONTEAGUDO,internaciones,contrareferidos,2017-12-01,9,15,9,15,24
MONTERO,internaciones,contrareferidos,2017-12-01,504,6,504,6,510
OCURI,internaciones,contrareferidos,2017-12-01,0,1,0,1,1
ORURO,internaciones,contrareferidos,2017-12-01,1,1,1,1,2
PADILLA,internaciones,contrareferidos,2017-12-01,3,7,3,7,10
PATACAMAYA,internaciones,contrareferidos,2017-12-01,1,1,1,1,2
POTOSI,internaciones,contrareferidos,2017-12-01,7,39,7,39,46
PUERTO SUAREZ,internaciones,contrareferidos,2017-12-01,1,5,1,5,6
PUERTO VILLARROEL,internaciones,contrareferidos,2017-12-01,14,0,14,0,14
PUNATA,internaciones,contrareferidos,2017-12-01,28,98,28,98,126
RIBERALTA,internaciones,contrareferidos,2017-12-01,21,100,21,100,121
ROBORE,internaciones,contrareferidos,2017-12-01,2,0,2,0,2
SAN BUENA VENTURA,internaciones,contrareferidos,2017-12-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2017-12-01,24,0,24,0,24
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2017-12-01,1,0,1,0,1
SAN JULIAN,internaciones,contrareferidos,2017-12-01,0,1,0,1,1
SAN LUCAS,internaciones,contrareferidos,2017-12-01,4,6,4,6,10
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2017-12-01,1168,564,1168,564,1732
SUCRE,internaciones,contrareferidos,2017-12-01,126,266,126,266,392
TARABUCO,internaciones,contrareferidos,2017-12-01,3,20,3,20,23
TARIJA,internaciones,contrareferidos,2017-12-01,19,29,19,29,48
TARVITA,internaciones,contrareferidos,2017-12-01,2,4,2,4,6
TRINIDAD,internaciones,contrareferidos,2017-12-01,2,1,2,1,3
TUPIZA,internaciones,contrareferidos,2017-12-01,0,71,0,71,71
VALLEGRANDE,internaciones,contrareferidos,2017-12-01,2,1,2,1,3
VILLA MONTES,internaciones,contrareferidos,2017-12-01,4,8,4,8,12
VILLAZON,internaciones,contrareferidos,2017-12-01,0,1,0,1,1
YACUIBA,internaciones,contrareferidos,2017-12-01,24,46,24,46,70
