,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
POTOSI,internaciones,egresos,2017-02-01,599,1233,599,1233,1832
PRESTO,internaciones,egresos,2017-02-01,3,5,3,5,8
PUCARANI,internaciones,egresos,2017-02-01,0,4,0,4,4
PUERTO ACOSTA,internaciones,egresos,2017-02-01,0,2,0,2,2
PUERTO CARABUCO,internaciones,egresos,2017-02-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,egresos,2017-02-01,1,13,1,13,14
PUERTO QUIJARRO,internaciones,egresos,2017-02-01,26,38,26,38,64
PUERTO RICO,internaciones,egresos,2017-02-01,7,14,7,14,21
PUERTO SUAREZ,internaciones,egresos,2017-02-01,57,91,57,91,148
PUERTO VILLARROEL,internaciones,egresos,2017-02-01,79,218,79,218,297
PUNA,internaciones,egresos,2017-02-01,0,1,0,1,1
PUNATA,internaciones,egresos,2017-02-01,85,184,85,184,269
QUIABAYA,internaciones,egresos,2017-02-01,0,3,0,3,3
QUILLACOLLO,internaciones,egresos,2017-02-01,42,378,42,378,420
QUIME,internaciones,egresos,2017-02-01,0,11,0,11,11
QUIRUSILLAS,internaciones,egresos,2017-02-01,1,1,1,1,2
REYES,internaciones,egresos,2017-02-01,4,28,4,28,32
RIBERALTA,internaciones,egresos,2017-02-01,141,619,141,619,760
ROBORE,internaciones,egresos,2017-02-01,25,67,25,67,92
RURRENABAQUE,internaciones,egresos,2017-02-01,38,96,38,96,134
SACABA,internaciones,egresos,2017-02-01,120,463,120,463,583
SACABAMBA,internaciones,egresos,2017-02-01,2,9,2,9,11
SACACA,internaciones,egresos,2017-02-01,0,7,0,7,7
SAIPINA,internaciones,egresos,2017-02-01,2,7,2,7,9
SALINAS DE GARCI MENDOZA,internaciones,egresos,2017-02-01,5,8,5,8,13
SAMAIPATA,internaciones,egresos,2017-02-01,6,13,6,13,19
SAN ANTONIO DE LOMERIO,internaciones,egresos,2017-02-01,3,4,3,4,7
SAN BENITO,internaciones,egresos,2017-02-01,0,3,0,3,3
SAN BORJA,internaciones,egresos,2017-02-01,44,109,44,109,153
SAN BUENA VENTURA,internaciones,egresos,2017-02-01,13,47,13,47,60
SAN CARLOS,internaciones,egresos,2017-02-01,0,7,0,7,7
SAN IGNACIO,internaciones,egresos,2017-02-01,22,77,22,77,99
SAN IGNACIO DE VELASCO,internaciones,egresos,2017-02-01,112,285,112,285,397
SAN JAVIER(STC),internaciones,egresos,2017-02-01,10,45,10,45,55
SAN JOAQUIN,internaciones,egresos,2017-02-01,7,21,7,21,28
SAN JOSE DE CHIQUITOS,internaciones,egresos,2017-02-01,25,120,25,120,145
SAN JUAN DE YAPACANI,internaciones,egresos,2017-02-01,5,9,5,9,14
SAN JULIAN,internaciones,egresos,2017-02-01,26,91,26,91,117
SAN LORENZO(TJA),internaciones,egresos,2017-02-01,0,3,0,3,3
SAN LUCAS,internaciones,egresos,2017-02-01,7,41,7,41,48
SAN MATIAS,internaciones,egresos,2017-02-01,15,44,15,44,59
SAN MIGUEL DE VELASCO,internaciones,egresos,2017-02-01,10,25,10,25,35
SAN PEDRO,internaciones,egresos,2017-02-01,11,21,11,21,32
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2017-02-01,0,9,0,9,9
SAN PEDRO DE TIQUINA,internaciones,egresos,2017-02-01,0,1,0,1,1
SAN RAFAEL,internaciones,egresos,2017-02-01,2,24,2,24,26
SAN RAMON BENI,internaciones,egresos,2017-02-01,11,27,11,27,38
SAN RAMON SCZ,internaciones,egresos,2017-02-01,10,21,10,21,31
SANTA ANA,internaciones,egresos,2017-02-01,4,79,4,79,83
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2017-02-01,3928,6667,3928,6667,10595
SANTA ROSA,internaciones,egresos,2017-02-01,8,27,8,27,35
SANTA ROSA DEL SARA,internaciones,egresos,2017-02-01,19,29,19,29,48
SANTIAGO DE HUARI,internaciones,egresos,2017-02-01,0,1,0,1,1
SANTIAGO DE HUATA,internaciones,egresos,2017-02-01,1,1,1,1,2
SANTIAGO DE MACHACA,internaciones,egresos,2017-02-01,0,2,0,2,2
SANTIVAÑES,internaciones,egresos,2017-02-01,0,3,0,3,3
SANTUARIO DE QUILLACAS,internaciones,egresos,2017-02-01,0,2,0,2,2
SAPAHAQUI,internaciones,egresos,2017-02-01,0,3,0,3,3
SENA,internaciones,egresos,2017-02-01,1,13,1,13,14
SHINAOTA,internaciones,egresos,2017-02-01,18,56,18,56,74
SICA SICA (VILLA AROMA),internaciones,egresos,2017-02-01,0,10,0,10,10
SIPE SIPE,internaciones,egresos,2017-02-01,0,38,0,38,38
SOPACHUY,internaciones,egresos,2017-02-01,3,9,3,9,12
SORACACHI,internaciones,egresos,2017-02-01,0,4,0,4,4
SORATA,internaciones,egresos,2017-02-01,5,13,5,13,18
SUCRE,internaciones,egresos,2017-02-01,1128,1959,1128,1959,3087
TACACOMA,internaciones,egresos,2017-02-01,0,6,0,6,6
TACOPAYA,internaciones,egresos,2017-02-01,0,6,0,6,6
TAPACARI,internaciones,egresos,2017-02-01,0,3,0,3,3
TARABUCO,internaciones,egresos,2017-02-01,20,51,20,51,71
TARATA,internaciones,egresos,2017-02-01,0,3,0,3,3
TARIJA,internaciones,egresos,2017-02-01,738,1221,738,1221,1959
TARVITA,internaciones,egresos,2017-02-01,10,27,10,27,37
TEOPONTE,internaciones,egresos,2017-02-01,0,12,0,12,12
TIAWANACU,internaciones,egresos,2017-02-01,1,7,1,7,8
TIPUANI,internaciones,egresos,2017-02-01,4,8,4,8,12
TIQUIPAYA,internaciones,egresos,2017-02-01,13,178,13,178,191
TIRAQUE (CBBA),internaciones,egresos,2017-02-01,0,24,0,24,24
TOCO,internaciones,egresos,2017-02-01,0,3,0,3,3
TOLATA,internaciones,egresos,2017-02-01,0,2,0,2,2
TOLEDO,internaciones,egresos,2017-02-01,0,1,0,1,1
TOMINA,internaciones,egresos,2017-02-01,0,6,0,6,6
TORO TORO,internaciones,egresos,2017-02-01,0,3,0,3,3
TOTORA(CBBA),internaciones,egresos,2017-02-01,11,27,11,27,38
TOTORA(ORR),internaciones,egresos,2017-02-01,0,2,0,2,2
TRIGAL,internaciones,egresos,2017-02-01,3,5,3,5,8
TRINIDAD,internaciones,egresos,2017-02-01,410,1018,410,1018,1428
TUPIZA,internaciones,egresos,2017-02-01,119,230,119,230,349
TURCO,internaciones,egresos,2017-02-01,0,1,0,1,1
UNCIA,internaciones,egresos,2017-02-01,0,7,0,7,7
URUBICHA,internaciones,egresos,2017-02-01,7,16,7,16,23
UYUNI,internaciones,egresos,2017-02-01,33,105,33,105,138
VACAS,internaciones,egresos,2017-02-01,0,3,0,3,3
VALLEGRANDE,internaciones,egresos,2017-02-01,69,96,69,96,165
VIACHA,internaciones,egresos,2017-02-01,54,80,54,80,134
VILA VILA,internaciones,egresos,2017-02-01,0,3,0,3,3
VILLA CHARCAS,internaciones,egresos,2017-02-01,1,17,1,17,18
VILLA MONTES,internaciones,egresos,2017-02-01,54,161,54,161,215
VILLA RIVERO,internaciones,egresos,2017-02-01,1,6,1,6,7
VILLA SERRANO,internaciones,egresos,2017-02-01,0,1,0,1,1
VILLA TUNARI,internaciones,egresos,2017-02-01,65,188,65,188,253
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2017-02-01,11,17,11,17,28
VILLAZON,internaciones,egresos,2017-02-01,57,159,57,159,216
VINTO,internaciones,egresos,2017-02-01,35,99,35,99,134
VITICHI,internaciones,egresos,2017-02-01,0,1,0,1,1
WARNES,internaciones,egresos,2017-02-01,4,5,4,5,9
YACUIBA,internaciones,egresos,2017-02-01,277,541,277,541,818
YAMPARAEZ,internaciones,egresos,2017-02-01,0,8,0,8,8
YAPACANI,internaciones,egresos,2017-02-01,62,223,62,223,285
YOTALA,internaciones,egresos,2017-02-01,3,14,3,14,17
ZUDAÑEZ,internaciones,egresos,2017-02-01,2,14,2,14,16
ACACIO,internaciones,egresos,2017-03-01,0,3,0,3,3
ACHACACHI,internaciones,egresos,2017-03-01,8,53,8,53,61
ACHOCALLA,internaciones,egresos,2017-03-01,0,4,0,4,4
AIQUILE,internaciones,egresos,2017-03-01,14,60,14,60,74
ALCALA,internaciones,egresos,2017-03-01,0,3,0,3,3
ALTO BENI,internaciones,egresos,2017-03-01,0,11,0,11,11
ANCORAIMES,internaciones,egresos,2017-03-01,0,2,0,2,2
ANTEQUERA,internaciones,egresos,2017-03-01,0,1,0,1,1
ANZALDO,internaciones,egresos,2017-03-01,17,3,17,3,20
APOLO,internaciones,egresos,2017-03-01,4,23,4,23,27
ARAMPAMPA,internaciones,egresos,2017-03-01,2,0,2,0,2
ARANI,internaciones,egresos,2017-03-01,1,12,1,12,13
ARBIETO,internaciones,egresos,2017-03-01,3,3,3,3,6
ASCENCION DE GUARAYOS,internaciones,egresos,2017-03-01,61,155,61,155,216
ATOCHA,internaciones,egresos,2017-03-01,78,87,78,87,165
AYATA,internaciones,egresos,2017-03-01,0,5,0,5,5
AYO AYO,internaciones,egresos,2017-03-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2017-03-01,11,26,11,26,37
AZURDUY,internaciones,egresos,2017-03-01,6,19,6,19,25
BATALLAS,internaciones,egresos,2017-03-01,1,5,1,5,6
BAURES,internaciones,egresos,2017-03-01,12,21,12,21,33
BELLA FLOR,internaciones,egresos,2017-03-01,0,1,0,1,1
BERMEJO,internaciones,egresos,2017-03-01,91,175,91,175,266
BETANZOS,internaciones,egresos,2017-03-01,1,24,1,24,25
BOYUIBE,internaciones,egresos,2017-03-01,8,14,8,14,22
BUENA VISTA,internaciones,egresos,2017-03-01,2,15,2,15,17
CABEZAS,internaciones,egresos,2017-03-01,7,21,7,21,28
"CAIZA ""D""",internaciones,egresos,2017-03-01,0,6,0,6,6
CAJUATA,internaciones,egresos,2017-03-01,2,10,2,10,12
CALAMARCA,internaciones,egresos,2017-03-01,0,7,0,7,7
CAMARGO,internaciones,egresos,2017-03-01,43,75,43,75,118
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2017-03-01,0,2,0,2,2
CAMIRI,internaciones,egresos,2017-03-01,184,439,184,439,623
CAPINOTA,internaciones,egresos,2017-03-01,13,42,13,42,55
CAQUIAVIRI,internaciones,egresos,2017-03-01,0,1,0,1,1
CARACOLLO,internaciones,egresos,2017-03-01,18,34,18,34,52
CARANAVI,internaciones,egresos,2017-03-01,53,184,53,184,237
CARMEN RIVERO TORREZ,internaciones,egresos,2017-03-01,9,18,9,18,27
CHALLAPATA,internaciones,egresos,2017-03-01,31,104,31,104,135
CHAQUI,internaciones,egresos,2017-03-01,0,5,0,5,5
CHARAGUA,internaciones,egresos,2017-03-01,34,92,34,92,126
CHARAÑA,internaciones,egresos,2017-03-01,0,1,0,1,1
CHAYANTA,internaciones,egresos,2017-03-01,2,12,2,12,14
CHIMORE,internaciones,egresos,2017-03-01,7,31,7,31,38
CHIPAYA,internaciones,egresos,2017-03-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2017-03-01,37,55,37,55,92
CHUMA,internaciones,egresos,2017-03-01,0,4,0,4,4
CKOCHAS,internaciones,egresos,2017-03-01,0,2,0,2,2
CLIZA,internaciones,egresos,2017-03-01,13,66,13,66,79
COBIJA,internaciones,egresos,2017-03-01,207,496,207,496,703
COCAPATA,internaciones,egresos,2017-03-01,0,12,0,12,12
COCHABAMBA,internaciones,egresos,2017-03-01,3116,5563,3116,5563,8679
COLCAPIRHUA,internaciones,egresos,2017-03-01,23,85,23,85,108
"COLCHA ""K""",internaciones,egresos,2017-03-01,1,3,1,3,4
COLOMI,internaciones,egresos,2017-03-01,0,18,0,18,18
COLPA BELGICA,internaciones,egresos,2017-03-01,8,24,8,24,32
COLQUECHACA,internaciones,egresos,2017-03-01,0,12,0,12,12
COLQUENCHA,internaciones,egresos,2017-03-01,0,6,0,6,6
COLQUIRI,internaciones,egresos,2017-03-01,1,7,1,7,8
COMANCHE,internaciones,egresos,2017-03-01,0,1,0,1,1
COMARAPA,internaciones,egresos,2017-03-01,12,62,12,62,74
CONCEPCION,internaciones,egresos,2017-03-01,18,74,18,74,92
COPACABANA,internaciones,egresos,2017-03-01,0,6,0,6,6
CORIPATA,internaciones,egresos,2017-03-01,0,10,0,10,10
CORO CORO,internaciones,egresos,2017-03-01,0,2,0,2,2
COROICO,internaciones,egresos,2017-03-01,24,76,24,76,100
COTAGAITA,internaciones,egresos,2017-03-01,13,31,13,31,44
COTOCA,internaciones,egresos,2017-03-01,7,6,7,6,13
CUATRO CAÑADAS,internaciones,egresos,2017-03-01,2,0,2,0,2
CUEVO,internaciones,egresos,2017-03-01,2,3,2,3,5
CULPINA,internaciones,egresos,2017-03-01,13,52,13,52,65
CURAHUARA DE CARANGAS,internaciones,egresos,2017-03-01,0,3,0,3,3
CURVA,internaciones,egresos,2017-03-01,0,1,0,1,1
DESAGUADERO,internaciones,egresos,2017-03-01,0,2,0,2,2
EL ALTO,internaciones,egresos,2017-03-01,984,2915,984,2915,3899
EL PUENTE(STC),internaciones,egresos,2017-03-01,15,31,15,31,46
EL TORNO,internaciones,egresos,2017-03-01,226,388,226,388,614
EL VILLAR,internaciones,egresos,2017-03-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,egresos,2017-03-01,11,32,11,32,43
ENTRE RIOS CBBA,internaciones,egresos,2017-03-01,1,52,1,52,53
ESCOMA,internaciones,egresos,2017-03-01,2,11,2,11,13
EUCALIPTUS,internaciones,egresos,2017-03-01,0,2,0,2,2
EXALTACION,internaciones,egresos,2017-03-01,0,8,0,8,8
FERNANDEZ ALONSO,internaciones,egresos,2017-03-01,12,28,12,28,40
FILADELFIA,internaciones,egresos,2017-03-01,2,3,2,3,5
GENERAL SAAVEDRA,internaciones,egresos,2017-03-01,3,11,3,11,14
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2017-03-01,0,4,0,4,4
GUANAY,internaciones,egresos,2017-03-01,14,57,14,57,71
GUAQUI,internaciones,egresos,2017-03-01,0,1,0,1,1
GUAYARAMERIN,internaciones,egresos,2017-03-01,146,340,146,340,486
GUTIERREZ,internaciones,egresos,2017-03-01,9,14,9,14,23
HUACARETA,internaciones,egresos,2017-03-01,9,23,9,23,32
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2017-03-01,1,3,1,3,4
HUANUNI,internaciones,egresos,2017-03-01,77,102,77,102,179
HUARACAJE,internaciones,egresos,2017-03-01,6,20,6,20,26
HUATAJATA,internaciones,egresos,2017-03-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,egresos,2017-03-01,4,2,4,2,6
ICHOCA,internaciones,egresos,2017-03-01,0,3,0,3,3
ICLA,internaciones,egresos,2017-03-01,0,5,0,5,5
INCAHUASI,internaciones,egresos,2017-03-01,0,11,0,11,11
IRUPANA (VILLA DE LANZA),internaciones,egresos,2017-03-01,6,19,6,19,25
IXIAMAS,internaciones,egresos,2017-03-01,15,4,15,4,19
JESUS DE MACHACA,internaciones,egresos,2017-03-01,0,4,0,4,4
LA ASUNTA,internaciones,egresos,2017-03-01,7,73,7,73,80
LA GUARDIA,internaciones,egresos,2017-03-01,53,132,53,132,185
LA PAZ,internaciones,egresos,2017-03-01,2230,4094,2230,4094,6324
LAGUNILLAS,internaciones,egresos,2017-03-01,1,0,1,0,1
LAJA,internaciones,egresos,2017-03-01,0,6,0,6,6
LAS CARRERAS,internaciones,egresos,2017-03-01,1,1,1,1,2
LLALLAGUA,internaciones,egresos,2017-03-01,77,195,77,195,272
LLICA,internaciones,egresos,2017-03-01,0,5,0,5,5
MACHARETI,internaciones,egresos,2017-03-01,1,10,1,10,11
MAGDALENA,internaciones,egresos,2017-03-01,28,59,28,59,87
MAIRANA,internaciones,egresos,2017-03-01,5,45,5,45,50
MAPIRI,internaciones,egresos,2017-03-01,2,28,2,28,30
MECAPACA,internaciones,egresos,2017-03-01,0,1,0,1,1
MINEROS,internaciones,egresos,2017-03-01,6,40,6,40,46
MIZQUE,internaciones,egresos,2017-03-01,9,47,9,47,56
MOCOMOCO,internaciones,egresos,2017-03-01,0,6,0,6,6
MOJOCOYA,internaciones,egresos,2017-03-01,0,5,0,5,5
MONTEAGUDO,internaciones,egresos,2017-03-01,63,154,63,154,217
MONTERO,internaciones,egresos,2017-03-01,455,950,455,950,1405
MORO MORO,internaciones,egresos,2017-03-01,0,1,0,1,1
MOROCHATA,internaciones,egresos,2017-03-01,1,11,1,11,12
OCURI,internaciones,egresos,2017-03-01,1,8,1,8,9
OKINAWA,internaciones,egresos,2017-03-01,3,11,3,11,14
OMEREQUE,internaciones,egresos,2017-03-01,6,12,6,12,18
ORURO,internaciones,egresos,2017-03-01,957,1863,957,1863,2820
PADILLA,internaciones,egresos,2017-03-01,41,65,41,65,106
PAILON,internaciones,egresos,2017-03-01,23,107,23,107,130
PALCA,internaciones,egresos,2017-03-01,0,5,0,5,5
PALOS BLANCOS,internaciones,egresos,2017-03-01,9,50,9,50,59
PAMPA GRANDE,internaciones,egresos,2017-03-01,0,11,0,11,11
PASORAPA,internaciones,egresos,2017-03-01,1,8,1,8,9
POCOATA,internaciones,egresos,2017-03-01,0,6,0,6,6
POCONA,internaciones,egresos,2017-03-01,0,9,0,9,9
POJO (CBBA),internaciones,egresos,2017-03-01,1,13,1,13,14
POOPO,internaciones,egresos,2017-03-01,0,7,0,7,7
PORCO,internaciones,egresos,2017-03-01,0,3,0,3,3
POROMA,internaciones,egresos,2017-03-01,0,6,0,6,6
PORONGO,internaciones,egresos,2017-03-01,6,12,6,12,18
PORTACHUELO,internaciones,egresos,2017-03-01,64,159,64,159,223
PORVENIR,internaciones,egresos,2017-03-01,0,4,0,4,4
POSTRER VALLE,internaciones,egresos,2017-03-01,1,2,1,2,3
POTOSI,internaciones,egresos,2017-03-01,770,1447,770,1447,2217
PRESTO,internaciones,egresos,2017-03-01,1,5,1,5,6
PUCARANI,internaciones,egresos,2017-03-01,0,8,0,8,8
PUERTO ACOSTA,internaciones,egresos,2017-03-01,0,3,0,3,3
PUERTO CARABUCO,internaciones,egresos,2017-03-01,0,4,0,4,4
PUERTO GONZALO MORENO,internaciones,egresos,2017-03-01,4,8,4,8,12
PUERTO QUIJARRO,internaciones,egresos,2017-03-01,46,49,46,49,95
PUERTO RICO,internaciones,egresos,2017-03-01,6,11,6,11,17
PUERTO SUAREZ,internaciones,egresos,2017-03-01,61,126,61,126,187
PUERTO VILLARROEL,internaciones,egresos,2017-03-01,98,258,98,258,356
PUNA,internaciones,egresos,2017-03-01,0,7,0,7,7
PUNATA,internaciones,egresos,2017-03-01,99,215,99,215,314
QUIABAYA,internaciones,egresos,2017-03-01,0,3,0,3,3
QUILLACOLLO,internaciones,egresos,2017-03-01,20,395,20,395,415
QUIME,internaciones,egresos,2017-03-01,0,4,0,4,4
QUIRUSILLAS,internaciones,egresos,2017-03-01,0,5,0,5,5
RAVELO,internaciones,egresos,2017-03-01,0,2,0,2,2
REYES,internaciones,egresos,2017-03-01,8,41,8,41,49
RIBERALTA,internaciones,egresos,2017-03-01,132,622,132,622,754
ROBORE,internaciones,egresos,2017-03-01,40,59,40,59,99
RURRENABAQUE,internaciones,egresos,2017-03-01,61,143,61,143,204
SACABA,internaciones,egresos,2017-03-01,128,539,128,539,667
SACABAMBA,internaciones,egresos,2017-03-01,4,10,4,10,14
SACACA,internaciones,egresos,2017-03-01,3,13,3,13,16
SAIPINA,internaciones,egresos,2017-03-01,2,5,2,5,7
SALINAS DE GARCI MENDOZA,internaciones,egresos,2017-03-01,4,13,4,13,17
SAMAIPATA,internaciones,egresos,2017-03-01,3,17,3,17,20
SAN ANDRES,internaciones,egresos,2017-03-01,0,9,0,9,9
SAN ANTONIO DE LOMERIO,internaciones,egresos,2017-03-01,3,4,3,4,7
SAN BENITO,internaciones,egresos,2017-03-01,0,6,0,6,6
SAN BORJA,internaciones,egresos,2017-03-01,43,141,43,141,184
SAN BUENA VENTURA,internaciones,egresos,2017-03-01,16,41,16,41,57
SAN CARLOS,internaciones,egresos,2017-03-01,0,8,0,8,8
SAN IGNACIO,internaciones,egresos,2017-03-01,19,62,19,62,81
SAN IGNACIO DE VELASCO,internaciones,egresos,2017-03-01,139,311,139,311,450
SAN JAVIER(STC),internaciones,egresos,2017-03-01,8,54,8,54,62
SAN JOAQUIN,internaciones,egresos,2017-03-01,3,31,3,31,34
SAN JOSE DE CHIQUITOS,internaciones,egresos,2017-03-01,56,145,56,145,201
SAN JUAN DE YAPACANI,internaciones,egresos,2017-03-01,11,0,11,0,11
SAN JULIAN,internaciones,egresos,2017-03-01,56,176,56,176,232
SAN LORENZO(TJA),internaciones,egresos,2017-03-01,0,9,0,9,9
SAN LUCAS,internaciones,egresos,2017-03-01,18,55,18,55,73
SAN MATIAS,internaciones,egresos,2017-03-01,19,61,19,61,80
SAN MIGUEL DE VELASCO,internaciones,egresos,2017-03-01,5,24,5,24,29
SAN PABLO DE LIPEZ,internaciones,egresos,2017-03-01,1,2,1,2,3
SAN PEDRO,internaciones,egresos,2017-03-01,13,22,13,22,35
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2017-03-01,0,17,0,17,17
SAN PEDRO DE CURAHUARA,internaciones,egresos,2017-03-01,0,4,0,4,4
SAN PEDRO DE TIQUINA,internaciones,egresos,2017-03-01,0,2,0,2,2
SAN RAFAEL,internaciones,egresos,2017-03-01,3,28,3,28,31
SAN RAMON BENI,internaciones,egresos,2017-03-01,5,30,5,30,35
SANTA ANA,internaciones,egresos,2017-03-01,19,116,19,116,135
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2017-03-01,4334,8392,4334,8392,12726
SANTA ROSA,internaciones,egresos,2017-03-01,12,51,12,51,63
SANTA ROSA DEL SARA,internaciones,egresos,2017-03-01,16,26,16,26,42
SANTIAGO DE HUARI,internaciones,egresos,2017-03-01,0,2,0,2,2
SANTIAGO DE MACHACA,internaciones,egresos,2017-03-01,0,2,0,2,2
SANTIVAÑES,internaciones,egresos,2017-03-01,0,2,0,2,2
SANTUARIO DE QUILLACAS,internaciones,egresos,2017-03-01,0,2,0,2,2
SAPAHAQUI,internaciones,egresos,2017-03-01,0,1,0,1,1
SENA,internaciones,egresos,2017-03-01,5,15,5,15,20
SHINAOTA,internaciones,egresos,2017-03-01,16,90,16,90,106
SICA SICA (VILLA AROMA),internaciones,egresos,2017-03-01,0,6,0,6,6
SIPE SIPE,internaciones,egresos,2017-03-01,0,25,0,25,25
SOPACHUY,internaciones,egresos,2017-03-01,4,6,4,6,10
SORACACHI,internaciones,egresos,2017-03-01,0,2,0,2,2
SORATA,internaciones,egresos,2017-03-01,1,14,1,14,15
SUCRE,internaciones,egresos,2017-03-01,1296,2404,1296,2404,3700
TACACHI,internaciones,egresos,2017-03-01,0,1,0,1,1
TACACOMA,internaciones,egresos,2017-03-01,0,6,0,6,6
TACOPAYA,internaciones,egresos,2017-03-01,4,1,4,1,5
TAPACARI,internaciones,egresos,2017-03-01,0,1,0,1,1
TARABUCO,internaciones,egresos,2017-03-01,30,31,30,31,61
TARACO,internaciones,egresos,2017-03-01,0,1,0,1,1
TARATA,internaciones,egresos,2017-03-01,0,11,0,11,11
TARIJA,internaciones,egresos,2017-03-01,816,1376,816,1376,2192
TARVITA,internaciones,egresos,2017-03-01,9,30,9,30,39
TEOPONTE,internaciones,egresos,2017-03-01,0,13,0,13,13
TIAWANACU,internaciones,egresos,2017-03-01,0,5,0,5,5
TIPUANI,internaciones,egresos,2017-03-01,2,9,2,9,11
TIQUIPAYA,internaciones,egresos,2017-03-01,27,164,27,164,191
TIRAQUE (CBBA),internaciones,egresos,2017-03-01,0,13,0,13,13
TOCO,internaciones,egresos,2017-03-01,0,5,0,5,5
TOLATA,internaciones,egresos,2017-03-01,0,2,0,2,2
TOMAVE,internaciones,egresos,2017-03-01,0,1,0,1,1
TOMINA,internaciones,egresos,2017-03-01,3,13,3,13,16
TORO TORO,internaciones,egresos,2017-03-01,0,3,0,3,3
TOTORA(CBBA),internaciones,egresos,2017-03-01,9,37,9,37,46
TOTORA(ORR),internaciones,egresos,2017-03-01,0,2,0,2,2
TRIGAL,internaciones,egresos,2017-03-01,5,2,5,2,7
TRINIDAD,internaciones,egresos,2017-03-01,444,1091,444,1091,1535
TUPIZA,internaciones,egresos,2017-03-01,144,255,144,255,399
TURCO,internaciones,egresos,2017-03-01,0,1,0,1,1
UNCIA,internaciones,egresos,2017-03-01,0,13,0,13,13
URUBICHA,internaciones,egresos,2017-03-01,6,15,6,15,21
UYUNI,internaciones,egresos,2017-03-01,42,106,42,106,148
VACAS,internaciones,egresos,2017-03-01,0,6,0,6,6
VALLEGRANDE,internaciones,egresos,2017-03-01,84,125,84,125,209
VIACHA,internaciones,egresos,2017-03-01,8,76,8,76,84
VILA VILA,internaciones,egresos,2017-03-01,0,2,0,2,2
VILLA CHARCAS,internaciones,egresos,2017-03-01,2,21,2,21,23
VILLA MONTES,internaciones,egresos,2017-03-01,60,184,60,184,244
VILLA RIVERO,internaciones,egresos,2017-03-01,0,6,0,6,6
VILLA TUNARI,internaciones,egresos,2017-03-01,58,183,58,183,241
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2017-03-01,10,29,10,29,39
VILLAZON,internaciones,egresos,2017-03-01,70,161,70,161,231
VINTO,internaciones,egresos,2017-03-01,35,118,35,118,153
VITICHI,internaciones,egresos,2017-03-01,0,2,0,2,2
WARNES,internaciones,egresos,2017-03-01,70,109,70,109,179
YACO,internaciones,egresos,2017-03-01,0,1,0,1,1
YACUIBA,internaciones,egresos,2017-03-01,351,657,351,657,1008
YAMPARAEZ,internaciones,egresos,2017-03-01,0,3,0,3,3
YANACACHI,internaciones,egresos,2017-03-01,0,5,0,5,5
YAPACANI,internaciones,egresos,2017-03-01,99,194,99,194,293
YOCALLA,internaciones,egresos,2017-03-01,0,1,0,1,1
YOTALA,internaciones,egresos,2017-03-01,3,14,3,14,17
ZUDAÑEZ,internaciones,egresos,2017-03-01,1,17,1,17,18
ACACIO,internaciones,egresos,2017-04-01,0,5,0,5,5
ACHACACHI,internaciones,egresos,2017-04-01,9,45,9,45,54
ACHOCALLA,internaciones,egresos,2017-04-01,0,6,0,6,6
AIQUILE,internaciones,egresos,2017-04-01,19,47,19,47,66
ALCALA,internaciones,egresos,2017-04-01,0,2,0,2,2
ALTO BENI,internaciones,egresos,2017-04-01,1,13,1,13,14
ANCORAIMES,internaciones,egresos,2017-04-01,1,2,1,2,3
ANDAMARCA,internaciones,egresos,2017-04-01,0,1,0,1,1
ANZALDO,internaciones,egresos,2017-04-01,12,12,12,12,24
APOLO,internaciones,egresos,2017-04-01,1,19,1,19,20
ARAMPAMPA,internaciones,egresos,2017-04-01,0,1,0,1,1
ARANI,internaciones,egresos,2017-04-01,0,9,0,9,9
ARQUE,internaciones,egresos,2017-04-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,egresos,2017-04-01,59,166,59,166,225
ATOCHA,internaciones,egresos,2017-04-01,55,50,55,50,105
AUCAPATA,internaciones,egresos,2017-04-01,0,1,0,1,1
AYATA,internaciones,egresos,2017-04-01,0,1,0,1,1
AYO AYO,internaciones,egresos,2017-04-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2017-04-01,13,22,13,22,35
AZURDUY,internaciones,egresos,2017-04-01,6,19,6,19,25
BATALLAS,internaciones,egresos,2017-04-01,0,6,0,6,6
BAURES,internaciones,egresos,2017-04-01,7,16,7,16,23
BELLA FLOR,internaciones,egresos,2017-04-01,0,1,0,1,1
BERMEJO,internaciones,egresos,2017-04-01,84,194,84,194,278
