municipality,group,variable,month,Controles nuevos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
EL ALTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,2013,2013,1895,3908
EL CHORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,4,4,2,6
EL PUENTE(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,101,101,72,173
EL PUENTE(TJA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,9,9,4,13
EL TORNO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,45,45,43,88
EL VILLAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,5,5,2,7
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,9,9,11,20
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,84,84,91,175
EUCALIPTUS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,6,6,3,9
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,3,3,7,10
EXALTACION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,1,1,1,2
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,14,14,18,32
FILADELFIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,0,0,4,4
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,29,29,42,71
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,15,15,6,21
GUANAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,15,15,21,36
GUAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,14,14,9,23
GUAYARAMERIN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,53,53,55,108
GUTIERREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,28,28,25,53
HUACARETA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,14,14,14,28
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,4,4,4,8
HUACHACALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,0,0,1,1
HUANUNI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,33,33,41,74
HUARACAJE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,2,2,3,5
HUAYLLAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,2,2,9,11
ICHOCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,26,26,21,47
ICLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,16,16,13,29
INCAHUASI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,66,66,38,104
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,6,6,2,8
INQUISIVI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,35,35,30,65
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,13,13,17,30
IXIAMAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,19,19,18,37
JESUS DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,6,6,7,13
LA ASUNTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,33,33,42,75
LA GUARDIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,115,115,128,243
LA PAZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,1012,1012,1188,2200
LA RIVERA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,2,2,1,3
LAGUNILLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,11,11,8,19
LAJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,19,19,18,37
LAS CARRERAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,7,7,7,14
LICOMA PAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,0,0,1,1
LLALLAGUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,71,71,51,122
LLICA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,4,4,7,11
LORETO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,14,14,17,31
LURIBAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,11,11,5,16
MACHACAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,3,3,2,5
MACHARETI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,6,6,8,14
MAGDALENA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,15,15,6,21
MAIRANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,12,12,2,14
MALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,2,2,2,4
MAPIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,14,14,17,31
MECAPACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,11,11,21,32
MINEROS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,30,30,20,50
MIZQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,60,60,121,181
MOCOMOCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,11,11,14,25
MOJINETE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,2,2,1,3
MOJOCOYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,10,10,5,15
MONTEAGUDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,54,54,40,94
MONTERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,122,122,116,238
MORO MORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,0,0,1,1
MOROCHATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,113,113,95,208
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,3,3,5,8
NAZACARA DE PACAJES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,1,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,0,0,1,1
OCURI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,23,23,20,43
OKINAWA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,32,32,25,57
OMEREQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,5,5,11,16
ORURO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,498,498,507,1005
PADCAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,20,20,21,41
PADILLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,18,18,27,45
PAILON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,17,17,22,39
PALCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,14,14,20,34
PALOS BLANCOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,43,43,149,192
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,1,1,3,4
PAMPA GRANDE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,7,7,12,19
PAPEL PAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,6,6,3,9
PASORAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,3,3,3,6
PATACAMAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,36,36,32,68
PAZÑA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,5,5,7,12
PELECHUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,7,7,4,11
POCOATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,20,20,31,51
POCONA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,34,34,24,58
POJO (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,25,25,11,36
POOPO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,7,7,5,12
PORCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,9,9,12,21
POROMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,29,29,39,68
PORONGO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,16,16,10,26
PORTACHUELO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,119,119,112,231
PORVENIR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,6,6,11,17
POSTRER VALLE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,0,0,1,1
POTOSI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,226,226,208,434
PRESTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,6,6,6,12
PUCARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,1,1,1,2
PUCARANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,26,26,25,51
PUERTO ACOSTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,23,23,19,42
PUERTO CARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,16,16,8,24
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,6,6,3,9
PUERTO PEREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,6,6,5,11
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,24,24,23,47
PUERTO RICO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,6,6,10,16
PUERTO SILES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,19,19,21,40
PUERTO SUAREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,17,17,14,31
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,117,117,90,207
PUNA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,52,52,56,108
PUNATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,92,92,84,176
QUIABAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,5,5,1,6
QUILLACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,610,610,552,1162
QUIME,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,4,4,8,12
QUIRUSILLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,1,1,1,2
RAVELO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,11,11,21,32
REYES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,14,14,28,42
RIBERALTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,152,152,159,311
ROBORE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,33,33,24,57
RURRENABAQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,33,33,20,53
SABAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,4,4,3,7
SACABA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,680,680,488,1168
SACABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,30,30,14,44
SACACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,27,27,23,50
SAIPINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,8,8,6,14
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,7,7,5,12
SAMAIPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,13,13,6,19
SAN AGUSTIN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,4,4,2,6
SAN ANDRES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,31,31,23,54
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,2,2,2,4
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,5,5,2,7
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,6,6,14,20
SAN BENITO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,39,39,45,84
SAN BORJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,57,57,56,113
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,14,14,13,27
SAN CARLOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,22,22,24,46
SAN IGNACIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,55,55,39,94
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,75,75,69,144
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,8,8,5,13
SAN JAVIER(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,14,14,25,39
SAN JOAQUIN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,6,6,2,8
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,19,19,17,36
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,24,24,8,32
SAN JULIAN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,106,106,120,226
SAN LORENZO(PND),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,6,6,2,8
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,21,21,18,39
SAN LUCAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,87,87,91,178
SAN MATIAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,9,9,12,21
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,10,10,2,12
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,5,5,3,8
SAN PEDRO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,17,17,18,35
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,44,44,40,84
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,4,4,12,16
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,2,2,4,6
SAN PEDRO(PND),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,7,7,2,9
SAN RAFAEL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,7,7,11,18
SAN RAMON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,12,12,16,28
SAN RAMON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,11,11,2,13
SANTA ANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,36,36,25,61
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,2355,2355,2111,4466
SANTA ROSA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,15,15,18,33
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,20,20,32,52
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,4,4,5,9
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,5,5,2,7
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,1,1,0,1
SANTIVAÑES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,2,2,3,5
SAPAHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,13,13,8,21
SENA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,2,2,2,4
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,23,23,18,41
SICAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,6,6,3,9
SIPE SIPE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,176,176,182,358
SOPACHUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,12,12,7,19
SORACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2006-04-01,14,14,12,26
