municipality,group,variable,month,Controles repetidos en niños de 2 años de < 5 NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,18,18,30,48
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,151,151,134,285
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,52,52,71,123
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,86,86,57,143
GUAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,37,37,27,64
GUAYARAMERIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,270,270,260,530
GUTIERREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,210,210,202,412
HUACARETA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,136,136,164,300
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,47,47,54,101
HUACHACALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,7,7,3,10
HUANUNI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,98,98,79,177
HUARACAJE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,25,25,27,52
HUAYLLAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,8,8,7,15
ICHOCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,28,28,29,57
ICLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,318,318,292,610
INCAHUASI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,244,244,255,499
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,30,30,14,44
INQUISIVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,123,123,116,239
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,195,195,149,344
IXIAMAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,86,86,61,147
JESUS DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,43,43,48,91
LA ASUNTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,69,69,64,133
LA GUARDIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,186,186,175,361
LA PAZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,2336,2336,2055,4391
LA RIVERA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,3,3,3,6
LAGUNILLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,121,121,143,264
LAJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,62,62,40,102
LAS CARRERAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,57,57,60,117
LICOMA PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,7,7,8,15
LLALLAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,150,150,155,305
LLICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,32,32,27,59
LORETO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,18,18,26,44
LURIBAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,121,121,118,239
MACHACAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,34,34,36,70
MACHARETI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,144,144,159,303
MAGDALENA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,67,67,47,114
MAIRANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,38,38,31,69
MALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,48,48,55,103
MAPIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,107,107,98,205
MECAPACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,51,51,49,100
MINEROS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,120,120,117,237
MIZQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,95,95,134,229
MOCOMOCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,115,115,112,227
MOJINETE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,11,11,7,18
MOJOCOYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,133,133,114,247
MONTEAGUDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,255,255,258,513
MONTERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,672,672,640,1312
MORO MORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,34,34,26,60
MOROCHATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,33,33,35,68
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,41,41,29,70
NAZACARA DE PACAJES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,4,4,3,7
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,1,1,2,3
OCURI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,177,177,156,333
OKINAWA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,72,72,65,137
OMEREQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,39,39,37,76
ORURO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,751,751,752,1503
PADCAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,190,190,219,409
PADILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,266,266,250,516
PAILON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,113,113,111,224
PALCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,22,22,20,42
PALOS BLANCOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,239,239,216,455
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,20,20,17,37
PAMPA GRANDE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,42,42,41,83
PAPEL PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,5,5,10,15
PASORAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,58,58,40,98
PATACAMAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,119,119,113,232
PAZÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,48,48,46,94
PELECHUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,21,21,18,39
POCOATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,197,197,200,397
POCONA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,72,72,79,151
POJO (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,119,119,117,236
POOPO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,64,64,61,125
PORCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,38,38,40,78
POROMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,152,152,134,286
PORONGO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,44,44,22,66
PORTACHUELO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,155,155,131,286
PORVENIR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,27,27,23,50
POSTRER VALLE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,13,13,23,36
POTOSI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,701,701,640,1341
PRESTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,168,168,150,318
PUCARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,26,26,29,55
PUCARANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,120,120,107,227
PUERTO ACOSTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,116,116,112,228
PUERTO CARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,50,50,60,110
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,38,38,48,86
PUERTO PEREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,58,58,61,119
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,25,25,30,55
PUERTO RICO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,33,33,45,78
PUERTO SILES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,26,26,43,69
PUERTO SUAREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,42,42,34,76
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,119,119,99,218
PUNA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,228,228,252,480
PUNATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,77,77,58,135
QUIABAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,23,23,16,39
QUILLACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,94,94,89,183
QUIME,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,72,72,72,144
QUIRUSILLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,10,10,15,25
RAVELO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,351,351,330,681
REYES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,107,107,115,222
RIBERALTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,337,337,352,689
ROBORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,89,89,105,194
RURRENABAQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,57,57,57,114
SABAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,11,11,8,19
SACABA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,78,78,58,136
SACABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,22,22,21,43
SACACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,394,394,364,758
SAIPINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,61,61,58,119
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,47,47,57,104
SAMAIPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,100,100,89,189
SAN AGUSTIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,16,16,10,26
SAN ANDRES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,84,84,84,168
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,12,12,10,22
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,0,0,2,2
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,120,120,109,229
SAN BENITO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,21,21,16,37
SAN BORJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,144,144,162,306
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,48,48,59,107
SAN CARLOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,104,104,117,221
SAN IGNACIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,178,178,138,316
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,348,348,352,700
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,45,45,28,73
SAN JAVIER(STC),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,101,101,97,198
SAN JOAQUIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,15,15,24,39
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,77,77,61,138
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,79,79,68,147
SAN JULIAN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,80,80,92,172
SAN LORENZO(PND),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,48,48,52,100
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,187,187,222,409
SAN LUCAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,553,553,624,1177
SAN MATIAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,69,69,48,117
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,25,25,30,55
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,24,24,19,43
SAN PEDRO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,83,83,65,148
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,245,245,241,486
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,26,26,50,76
SAN PEDRO DE QUEMES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,7,7,10,17
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,18,18,22,40
SAN PEDRO(PND),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,39,39,26,65
SAN RAFAEL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,61,61,53,114
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,28,28,25,53
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,40,40,37,77
SANTA ANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,74,74,68,142
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,2402,2402,2191,4593
SANTA ROSA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,10,10,19,29
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,83,83,81,164
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,23,23,24,47
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,72,72,99,171
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,8,8,7,15
SANTIVAÑES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,89,89,77,166
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,12,12,22,34
SAPAHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,49,49,67,116
SENA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,33,33,24,57
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,54,54,76,130
SICAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,13,13,15,28
SIPE SIPE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,79,79,83,162
SOPACHUY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,79,79,94,173
SORACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,55,55,52,107
SORATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,64,64,61,125
SUCRE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,910,910,960,1870
TACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-04-01,3,3,1,4
