,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
ZUDAÑEZ,internaciones,egresos,2022-03-01,2,7,2,7,9
ACHACACHI,internaciones,egresos,2022-04-01,8,52,8,52,60
ACHOCALLA,internaciones,egresos,2022-04-01,0,18,0,18,18
AIQUILE,internaciones,egresos,2022-04-01,17,55,17,55,72
ALCALA,internaciones,egresos,2022-04-01,0,2,0,2,2
ALTO BENI,internaciones,egresos,2022-04-01,0,12,0,12,12
ANCORAIMES,internaciones,egresos,2022-04-01,0,1,0,1,1
ANDAMARCA,internaciones,egresos,2022-04-01,0,1,0,1,1
ANZALDO,internaciones,egresos,2022-04-01,6,11,6,11,17
APOLO,internaciones,egresos,2022-04-01,1,23,1,23,24
ARANI,internaciones,egresos,2022-04-01,0,2,0,2,2
ARBIETO,internaciones,egresos,2022-04-01,0,6,0,6,6
ARQUE,internaciones,egresos,2022-04-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,egresos,2022-04-01,82,169,82,169,251
ATOCHA,internaciones,egresos,2022-04-01,49,62,49,62,111
AYATA,internaciones,egresos,2022-04-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2022-04-01,4,19,4,19,23
AZURDUY,internaciones,egresos,2022-04-01,5,20,5,20,25
BATALLAS,internaciones,egresos,2022-04-01,0,3,0,3,3
BAURES,internaciones,egresos,2022-04-01,9,24,9,24,33
BELEN DE ANDAMARCA,internaciones,egresos,2022-04-01,0,2,0,2,2
BERMEJO,internaciones,egresos,2022-04-01,86,160,86,160,246
BETANZOS,internaciones,egresos,2022-04-01,0,18,0,18,18
BOLIVAR,internaciones,egresos,2022-04-01,0,2,0,2,2
BOLPEBRA,internaciones,egresos,2022-04-01,0,1,0,1,1
BOYUIBE,internaciones,egresos,2022-04-01,6,13,6,13,19
BUENA VISTA,internaciones,egresos,2022-04-01,13,16,13,16,29
CABEZAS,internaciones,egresos,2022-04-01,7,11,7,11,18
CAIROMA,internaciones,egresos,2022-04-01,1,3,1,3,4
"CAIZA ""D""",internaciones,egresos,2022-04-01,0,3,0,3,3
CAJUATA,internaciones,egresos,2022-04-01,2,16,2,16,18
CALAMARCA,internaciones,egresos,2022-04-01,0,10,0,10,10
CAMARGO,internaciones,egresos,2022-04-01,40,73,40,73,113
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2022-04-01,0,4,0,4,4
CAMIRI,internaciones,egresos,2022-04-01,98,237,98,237,335
CAPINOTA,internaciones,egresos,2022-04-01,6,31,6,31,37
CAQUIAVIRI,internaciones,egresos,2022-04-01,1,6,1,6,7
CARACOLLO,internaciones,egresos,2022-04-01,3,18,3,18,21
CARANAVI,internaciones,egresos,2022-04-01,40,127,40,127,167
CARIPUYO,internaciones,egresos,2022-04-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,egresos,2022-04-01,18,23,18,23,41
CHALLAPATA,internaciones,egresos,2022-04-01,29,86,29,86,115
CHAQUI,internaciones,egresos,2022-04-01,0,5,0,5,5
CHARAGUA,internaciones,egresos,2022-04-01,40,82,40,82,122
CHARAÑA,internaciones,egresos,2022-04-01,0,1,0,1,1
CHAYANTA,internaciones,egresos,2022-04-01,0,5,0,5,5
CHIMORE,internaciones,egresos,2022-04-01,9,59,9,59,68
CHUA COCANI,internaciones,egresos,2022-04-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2022-04-01,10,51,10,51,61
CHUMA,internaciones,egresos,2022-04-01,2,5,2,5,7
CKOCHAS,internaciones,egresos,2022-04-01,2,6,2,6,8
CLIZA,internaciones,egresos,2022-04-01,17,60,17,60,77
COBIJA,internaciones,egresos,2022-04-01,212,430,212,430,642
COCAPATA,internaciones,egresos,2022-04-01,0,17,0,17,17
COCHABAMBA,internaciones,egresos,2022-04-01,2858,4946,2858,4946,7804
COIPASA,internaciones,egresos,2022-04-01,0,3,0,3,3
COLCAPIRHUA,internaciones,egresos,2022-04-01,60,90,60,90,150
"COLCHA ""K""",internaciones,egresos,2022-04-01,2,6,2,6,8
COLLANA,internaciones,egresos,2022-04-01,1,2,1,2,3
COLOMI,internaciones,egresos,2022-04-01,0,18,0,18,18
COLPA BELGICA,internaciones,egresos,2022-04-01,2,5,2,5,7
COLQUECHACA,internaciones,egresos,2022-04-01,0,17,0,17,17
COLQUENCHA,internaciones,egresos,2022-04-01,0,1,0,1,1
COLQUIRI,internaciones,egresos,2022-04-01,0,10,0,10,10
COMANCHE,internaciones,egresos,2022-04-01,0,1,0,1,1
COMARAPA,internaciones,egresos,2022-04-01,6,48,6,48,54
CONCEPCION,internaciones,egresos,2022-04-01,11,54,11,54,65
COPACABANA,internaciones,egresos,2022-04-01,0,2,0,2,2
CORIPATA,internaciones,egresos,2022-04-01,0,16,0,16,16
CORO CORO,internaciones,egresos,2022-04-01,0,4,0,4,4
COROICO,internaciones,egresos,2022-04-01,36,66,36,66,102
CORQUE,internaciones,egresos,2022-04-01,0,1,0,1,1
COTAGAITA,internaciones,egresos,2022-04-01,6,13,6,13,19
COTOCA,internaciones,egresos,2022-04-01,120,132,120,132,252
CUATRO CAÑADAS,internaciones,egresos,2022-04-01,9,18,9,18,27
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2022-04-01,0,3,0,3,3
CUEVO,internaciones,egresos,2022-04-01,0,1,0,1,1
CULPINA,internaciones,egresos,2022-04-01,7,16,7,16,23
DESAGUADERO,internaciones,egresos,2022-04-01,0,1,0,1,1
EL ALTO,internaciones,egresos,2022-04-01,954,2446,954,2446,3400
EL CHORO,internaciones,egresos,2022-04-01,0,2,0,2,2
EL PUENTE(STC),internaciones,egresos,2022-04-01,14,19,14,19,33
EL PUENTE(TJA),internaciones,egresos,2022-04-01,0,2,0,2,2
EL TORNO,internaciones,egresos,2022-04-01,60,139,60,139,199
EL VILLAR,internaciones,egresos,2022-04-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,egresos,2022-04-01,8,30,8,30,38
ENTRE RIOS CBBA,internaciones,egresos,2022-04-01,11,65,11,65,76
ESCOMA,internaciones,egresos,2022-04-01,5,20,5,20,25
EUCALIPTUS,internaciones,egresos,2022-04-01,1,2,1,2,3
EXALTACION,internaciones,egresos,2022-04-01,1,1,1,1,2
FERNANDEZ ALONSO,internaciones,egresos,2022-04-01,8,16,8,16,24
GENERAL SAAVEDRA,internaciones,egresos,2022-04-01,0,29,0,29,29
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2022-04-01,0,1,0,1,1
GUANAY,internaciones,egresos,2022-04-01,5,23,5,23,28
GUAQUI,internaciones,egresos,2022-04-01,0,3,0,3,3
GUAYARAMERIN,internaciones,egresos,2022-04-01,95,208,95,208,303
GUTIERREZ,internaciones,egresos,2022-04-01,11,31,11,31,42
HUACARETA,internaciones,egresos,2022-04-01,0,12,0,12,12
HUANUNI,internaciones,egresos,2022-04-01,97,126,97,126,223
HUARACAJE,internaciones,egresos,2022-04-01,6,15,6,15,21
HUARINA,internaciones,egresos,2022-04-01,0,6,0,6,6
ICLA,internaciones,egresos,2022-04-01,2,7,2,7,9
INCAHUASI,internaciones,egresos,2022-04-01,0,4,0,4,4
INQUISIVI,internaciones,egresos,2022-04-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),internaciones,egresos,2022-04-01,9,16,9,16,25
IXIAMAS,internaciones,egresos,2022-04-01,2,13,2,13,15
JESUS DE MACHACA,internaciones,egresos,2022-04-01,0,4,0,4,4
LA ASUNTA,internaciones,egresos,2022-04-01,6,62,6,62,68
LA GUARDIA,internaciones,egresos,2022-04-01,60,90,60,90,150
LA PAZ,internaciones,egresos,2022-04-01,2840,4609,2840,4609,7449
LAGUNILLAS,internaciones,egresos,2022-04-01,0,9,0,9,9
LAJA,internaciones,egresos,2022-04-01,0,6,0,6,6
LICOMA PAMPA,internaciones,egresos,2022-04-01,0,2,0,2,2
LLALLAGUA,internaciones,egresos,2022-04-01,87,213,87,213,300
LLICA,internaciones,egresos,2022-04-01,0,2,0,2,2
LURIBAY,internaciones,egresos,2022-04-01,0,4,0,4,4
MACHARETI,internaciones,egresos,2022-04-01,6,14,6,14,20
MAGDALENA,internaciones,egresos,2022-04-01,25,45,25,45,70
MAIRANA,internaciones,egresos,2022-04-01,5,25,5,25,30
MAPIRI,internaciones,egresos,2022-04-01,3,38,3,38,41
MECAPACA,internaciones,egresos,2022-04-01,0,1,0,1,1
MINEROS,internaciones,egresos,2022-04-01,21,31,21,31,52
MIZQUE,internaciones,egresos,2022-04-01,6,30,6,30,36
MOCOMOCO,internaciones,egresos,2022-04-01,2,5,2,5,7
MOJOCOYA,internaciones,egresos,2022-04-01,0,2,0,2,2
MONTEAGUDO,internaciones,egresos,2022-04-01,79,137,79,137,216
MONTERO,internaciones,egresos,2022-04-01,376,672,376,672,1048
MORO MORO,internaciones,egresos,2022-04-01,1,1,1,1,2
MOROCHATA,internaciones,egresos,2022-04-01,0,4,0,4,4
OCURI,internaciones,egresos,2022-04-01,3,12,3,12,15
OKINAWA,internaciones,egresos,2022-04-01,0,2,0,2,2
OMEREQUE,internaciones,egresos,2022-04-01,3,9,3,9,12
ORURO,internaciones,egresos,2022-04-01,939,1720,939,1720,2659
PADILLA,internaciones,egresos,2022-04-01,33,59,33,59,92
PAILON,internaciones,egresos,2022-04-01,57,62,57,62,119
PALCA,internaciones,egresos,2022-04-01,0,2,0,2,2
PALOS BLANCOS,internaciones,egresos,2022-04-01,6,40,6,40,46
PAMPA AULLAGAS,internaciones,egresos,2022-04-01,0,14,0,14,14
PAMPA GRANDE,internaciones,egresos,2022-04-01,0,3,0,3,3
PAPEL PAMPA,internaciones,egresos,2022-04-01,0,3,0,3,3
PASORAPA,internaciones,egresos,2022-04-01,0,1,0,1,1
PATACAMAYA,internaciones,egresos,2022-04-01,8,41,8,41,49
POCOATA,internaciones,egresos,2022-04-01,0,16,0,16,16
POCONA,internaciones,egresos,2022-04-01,1,13,1,13,14
POJO (CBBA),internaciones,egresos,2022-04-01,1,13,1,13,14
POOPO,internaciones,egresos,2022-04-01,0,1,0,1,1
PORCO,internaciones,egresos,2022-04-01,0,14,0,14,14
POROMA,internaciones,egresos,2022-04-01,0,5,0,5,5
PORONGO,internaciones,egresos,2022-04-01,17,19,17,19,36
PORTACHUELO,internaciones,egresos,2022-04-01,83,122,83,122,205
PORVENIR,internaciones,egresos,2022-04-01,0,1,0,1,1
POSTRER VALLE,internaciones,egresos,2022-04-01,0,1,0,1,1
POTOSI,internaciones,egresos,2022-04-01,478,1071,478,1071,1549
PRESTO,internaciones,egresos,2022-04-01,3,10,3,10,13
PUCARA,internaciones,egresos,2022-04-01,0,1,0,1,1
PUCARANI,internaciones,egresos,2022-04-01,0,11,0,11,11
PUERTO ACOSTA,internaciones,egresos,2022-04-01,0,1,0,1,1
PUERTO CARABUCO,internaciones,egresos,2022-04-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,egresos,2022-04-01,3,3,3,3,6
PUERTO RICO,internaciones,egresos,2022-04-01,11,26,11,26,37
PUERTO VILLARROEL,internaciones,egresos,2022-04-01,78,275,78,275,353
PUNA,internaciones,egresos,2022-04-01,0,7,0,7,7
PUNATA,internaciones,egresos,2022-04-01,104,254,104,254,358
QUIABAYA,internaciones,egresos,2022-04-01,0,2,0,2,2
QUILLACOLLO,internaciones,egresos,2022-04-01,133,402,133,402,535
QUIME,internaciones,egresos,2022-04-01,0,2,0,2,2
RAQAYPAMPA(ETA),internaciones,egresos,2022-04-01,0,2,0,2,2
REYES,internaciones,egresos,2022-04-01,11,29,11,29,40
RIBERALTA,internaciones,egresos,2022-04-01,167,542,167,542,709
ROBORE,internaciones,egresos,2022-04-01,22,68,22,68,90
RURRENABAQUE,internaciones,egresos,2022-04-01,17,79,17,79,96
SACABA,internaciones,egresos,2022-04-01,196,482,196,482,678
SACABAMBA,internaciones,egresos,2022-04-01,1,4,1,4,5
SACACA,internaciones,egresos,2022-04-01,0,6,0,6,6
SAIPINA,internaciones,egresos,2022-04-01,1,6,1,6,7
SALINAS DE GARCI MENDOZA,internaciones,egresos,2022-04-01,0,2,0,2,2
SAMAIPATA,internaciones,egresos,2022-04-01,4,8,4,8,12
SAN ANDRES,internaciones,egresos,2022-04-01,0,1,0,1,1
SAN ANDRES DE MACHACA,internaciones,egresos,2022-04-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,internaciones,egresos,2022-04-01,7,16,7,16,23
SAN BENITO,internaciones,egresos,2022-04-01,0,2,0,2,2
SAN BORJA,internaciones,egresos,2022-04-01,109,204,109,204,313
SAN BUENA VENTURA,internaciones,egresos,2022-04-01,14,52,14,52,66
SAN CARLOS,internaciones,egresos,2022-04-01,0,6,0,6,6
SAN IGNACIO,internaciones,egresos,2022-04-01,23,80,23,80,103
SAN IGNACIO DE VELASCO,internaciones,egresos,2022-04-01,94,241,94,241,335
SAN JAVIER(BNI),internaciones,egresos,2022-04-01,0,1,0,1,1
SAN JAVIER(STC),internaciones,egresos,2022-04-01,7,45,7,45,52
SAN JOAQUIN,internaciones,egresos,2022-04-01,13,23,13,23,36
SAN JOSE DE CHIQUITOS,internaciones,egresos,2022-04-01,40,106,40,106,146
SAN JUAN DE YAPACANI,internaciones,egresos,2022-04-01,4,14,4,14,18
SAN JULIAN,internaciones,egresos,2022-04-01,78,119,78,119,197
SAN LORENZO(PND),internaciones,egresos,2022-04-01,0,15,0,15,15
SAN LORENZO(TJA),internaciones,egresos,2022-04-01,0,14,0,14,14
SAN LUCAS,internaciones,egresos,2022-04-01,16,43,16,43,59
SAN MATIAS,internaciones,egresos,2022-04-01,27,63,27,63,90
SAN MIGUEL DE VELASCO,internaciones,egresos,2022-04-01,6,20,6,20,26
SAN PEDRO,internaciones,egresos,2022-04-01,4,19,4,19,23
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2022-04-01,0,11,0,11,11
SAN PEDRO DE CURAHUARA,internaciones,egresos,2022-04-01,0,3,0,3,3
SAN PEDRO DE MACHA,internaciones,egresos,2022-04-01,0,8,0,8,8
SAN RAFAEL,internaciones,egresos,2022-04-01,4,18,4,18,22
SAN RAMON BENI,internaciones,egresos,2022-04-01,3,20,3,20,23
SAN RAMON SCZ,internaciones,egresos,2022-04-01,11,16,11,16,27
SANTA ANA,internaciones,egresos,2022-04-01,20,84,20,84,104
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2022-04-01,4578,8182,4578,8182,12760
SANTA ROSA,internaciones,egresos,2022-04-01,15,35,15,35,50
SANTA ROSA DEL SARA,internaciones,egresos,2022-04-01,5,23,5,23,28
SANTIAGO DE HUARI,internaciones,egresos,2022-04-01,0,3,0,3,3
SANTIAGO DE MACHACA,internaciones,egresos,2022-04-01,0,2,0,2,2
SANTIVAÑES,internaciones,egresos,2022-04-01,0,5,0,5,5
SANTUARIO DE QUILLACAS,internaciones,egresos,2022-04-01,0,1,0,1,1
SAPAHAQUI,internaciones,egresos,2022-04-01,0,5,0,5,5
SENA,internaciones,egresos,2022-04-01,0,10,0,10,10
SHINAOTA,internaciones,egresos,2022-04-01,16,80,16,80,96
SICA SICA (VILLA AROMA),internaciones,egresos,2022-04-01,0,11,0,11,11
SICAYA,internaciones,egresos,2022-04-01,0,3,0,3,3
SIPE SIPE,internaciones,egresos,2022-04-01,0,59,0,59,59
SOPACHUY,internaciones,egresos,2022-04-01,3,7,3,7,10
SORATA,internaciones,egresos,2022-04-01,1,10,1,10,11
SUCRE,internaciones,egresos,2022-04-01,885,1719,885,1719,2604
TACACOMA,internaciones,egresos,2022-04-01,0,6,0,6,6
TACOPAYA,internaciones,egresos,2022-04-01,4,4,4,4,8
TAPACARI,internaciones,egresos,2022-04-01,0,1,0,1,1
TARABUCO,internaciones,egresos,2022-04-01,27,39,27,39,66
TARACO,internaciones,egresos,2022-04-01,0,2,0,2,2
TARATA,internaciones,egresos,2022-04-01,0,10,0,10,10
TARIJA,internaciones,egresos,2022-04-01,736,1257,736,1257,1993
TARVITA,internaciones,egresos,2022-04-01,6,26,6,26,32
TEOPONTE,internaciones,egresos,2022-04-01,0,5,0,5,5
TIAHUANACU,internaciones,egresos,2022-04-01,0,10,0,10,10
TINGUIPAYA,internaciones,egresos,2022-04-01,0,3,0,3,3
TIPUANI,internaciones,egresos,2022-04-01,0,5,0,5,5
TIQUIPAYA,internaciones,egresos,2022-04-01,36,180,36,180,216
TIRAQUE (CBBA),internaciones,egresos,2022-04-01,0,16,0,16,16
TOCO,internaciones,egresos,2022-04-01,0,6,0,6,6
TOLATA,internaciones,egresos,2022-04-01,0,1,0,1,1
TOLEDO,internaciones,egresos,2022-04-01,0,2,0,2,2
TOMINA,internaciones,egresos,2022-04-01,1,7,1,7,8
TORO TORO,internaciones,egresos,2022-04-01,0,5,0,5,5
TOTORA(CBBA),internaciones,egresos,2022-04-01,0,24,0,24,24
TOTORA(ORR),internaciones,egresos,2022-04-01,0,1,0,1,1
TRIGAL,internaciones,egresos,2022-04-01,1,0,1,0,1
TRINIDAD,internaciones,egresos,2022-04-01,325,766,325,766,1091
TUPIZA,internaciones,egresos,2022-04-01,106,163,106,163,269
TURCO,internaciones,egresos,2022-04-01,0,2,0,2,2
UNCIA,internaciones,egresos,2022-04-01,2,13,2,13,15
URUBICHA,internaciones,egresos,2022-04-01,9,21,9,21,30
UYUNI,internaciones,egresos,2022-04-01,37,114,37,114,151
VACAS,internaciones,egresos,2022-04-01,0,7,0,7,7
VALLEGRANDE,internaciones,egresos,2022-04-01,54,103,54,103,157
VIACHA,internaciones,egresos,2022-04-01,0,131,0,131,131
VILA VILA,internaciones,egresos,2022-04-01,0,1,0,1,1
VILLA CHARCAS,internaciones,egresos,2022-04-01,0,8,0,8,8
VILLA MONTES,internaciones,egresos,2022-04-01,48,110,48,110,158
VILLA RIVERO,internaciones,egresos,2022-04-01,1,2,1,2,3
VILLA SERRANO,internaciones,egresos,2022-04-01,0,4,0,4,4
VILLA TUNARI,internaciones,egresos,2022-04-01,92,252,92,252,344
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2022-04-01,1,4,1,4,5
VILLAZON,internaciones,egresos,2022-04-01,41,99,41,99,140
VINTO,internaciones,egresos,2022-04-01,41,127,41,127,168
VITICHI,internaciones,egresos,2022-04-01,0,2,0,2,2
WALDO BALLIVIAN,internaciones,egresos,2022-04-01,0,1,0,1,1
WARNES,internaciones,egresos,2022-04-01,59,57,59,57,116
YACO,internaciones,egresos,2022-04-01,0,3,0,3,3
YACUIBA,internaciones,egresos,2022-04-01,234,323,234,323,557
YAMPARAEZ,internaciones,egresos,2022-04-01,0,5,0,5,5
YANACACHI,internaciones,egresos,2022-04-01,0,1,0,1,1
YAPACANI,internaciones,egresos,2022-04-01,112,176,112,176,288
ZUDAÑEZ,internaciones,egresos,2022-04-01,3,7,3,7,10
ACACIO,internaciones,egresos,2022-05-01,0,1,0,1,1
ACHACACHI,internaciones,egresos,2022-05-01,12,61,12,61,73
ACHOCALLA,internaciones,egresos,2022-05-01,0,13,0,13,13
AIQUILE,internaciones,egresos,2022-05-01,20,63,20,63,83
ALALAY,internaciones,egresos,2022-05-01,1,2,1,2,3
ALCALA,internaciones,egresos,2022-05-01,0,3,0,3,3
ALTO BENI,internaciones,egresos,2022-05-01,0,11,0,11,11
ANCORAIMES,internaciones,egresos,2022-05-01,0,1,0,1,1
ANZALDO,internaciones,egresos,2022-05-01,4,11,4,11,15
APOLO,internaciones,egresos,2022-05-01,0,14,0,14,14
ARAMPAMPA,internaciones,egresos,2022-05-01,0,1,0,1,1
ARBIETO,internaciones,egresos,2022-05-01,0,2,0,2,2
ARQUE,internaciones,egresos,2022-05-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,egresos,2022-05-01,0,3,0,3,3
ATOCHA,internaciones,egresos,2022-05-01,38,56,38,56,94
AUCAPATA,internaciones,egresos,2022-05-01,0,1,0,1,1
AYATA,internaciones,egresos,2022-05-01,0,2,0,2,2
AYO AYO,internaciones,egresos,2022-05-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2022-05-01,5,21,5,21,26
AZURDUY,internaciones,egresos,2022-05-01,3,13,3,13,16
BATALLAS,internaciones,egresos,2022-05-01,0,11,0,11,11
BAURES,internaciones,egresos,2022-05-01,4,24,4,24,28
BELLA FLOR,internaciones,egresos,2022-05-01,0,1,0,1,1
BERMEJO,internaciones,egresos,2022-05-01,86,136,86,136,222
BETANZOS,internaciones,egresos,2022-05-01,0,27,0,27,27
BOLIVAR,internaciones,egresos,2022-05-01,2,5,2,5,7
BOYUIBE,internaciones,egresos,2022-05-01,5,11,5,11,16
BUENA VISTA,internaciones,egresos,2022-05-01,11,18,11,18,29
CABEZAS,internaciones,egresos,2022-05-01,7,18,7,18,25
CAIROMA,internaciones,egresos,2022-05-01,5,5,5,5,10
"CAIZA ""D""",internaciones,egresos,2022-05-01,0,5,0,5,5
CAJUATA,internaciones,egresos,2022-05-01,0,10,0,10,10
CALAMARCA,internaciones,egresos,2022-05-01,0,3,0,3,3
CAMARGO,internaciones,egresos,2022-05-01,32,61,32,61,93
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2022-05-01,0,4,0,4,4
CAMIRI,internaciones,egresos,2022-05-01,87,203,87,203,290
CAPINOTA,internaciones,egresos,2022-05-01,4,36,4,36,40
CARACOLLO,internaciones,egresos,2022-05-01,0,23,0,23,23
CARANAVI,internaciones,egresos,2022-05-01,29,131,29,131,160
CARIPUYO,internaciones,egresos,2022-05-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,egresos,2022-05-01,21,30,21,30,51
CHALLAPATA,internaciones,egresos,2022-05-01,24,99,24,99,123
CHAQUI,internaciones,egresos,2022-05-01,0,2,0,2,2
CHARAGUA,internaciones,egresos,2022-05-01,28,61,28,61,89
CHARAÑA,internaciones,egresos,2022-05-01,0,1,0,1,1
CHAYANTA,internaciones,egresos,2022-05-01,0,5,0,5,5
CHIMORE,internaciones,egresos,2022-05-01,12,32,12,32,44
CHUA COCANI,internaciones,egresos,2022-05-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2022-05-01,13,35,13,35,48
CHUMA,internaciones,egresos,2022-05-01,1,6,1,6,7
CKOCHAS,internaciones,egresos,2022-05-01,1,12,1,12,13
CLIZA,internaciones,egresos,2022-05-01,3,43,3,43,46
COBIJA,internaciones,egresos,2022-05-01,213,401,213,401,614
COCAPATA,internaciones,egresos,2022-05-01,1,15,1,15,16
COCHABAMBA,internaciones,egresos,2022-05-01,3005,4981,3005,4981,7986
COIPASA,internaciones,egresos,2022-05-01,2,2,2,2,4
COLCAPIRHUA,internaciones,egresos,2022-05-01,51,130,51,130,181
"COLCHA ""K""",internaciones,egresos,2022-05-01,4,4,4,4,8
COLLANA,internaciones,egresos,2022-05-01,0,3,0,3,3
COLOMI,internaciones,egresos,2022-05-01,0,14,0,14,14
COLPA BELGICA,internaciones,egresos,2022-05-01,0,2,0,2,2
COLQUECHACA,internaciones,egresos,2022-05-01,0,14,0,14,14
COLQUENCHA,internaciones,egresos,2022-05-01,0,6,0,6,6
COLQUIRI,internaciones,egresos,2022-05-01,0,4,0,4,4
COMARAPA,internaciones,egresos,2022-05-01,4,42,4,42,46
CONCEPCION,internaciones,egresos,2022-05-01,8,41,8,41,49
COPACABANA,internaciones,egresos,2022-05-01,0,1,0,1,1
CORIPATA,internaciones,egresos,2022-05-01,0,12,0,12,12
CORO CORO,internaciones,egresos,2022-05-01,0,2,0,2,2
COROICO,internaciones,egresos,2022-05-01,31,51,31,51,82
CORQUE,internaciones,egresos,2022-05-01,0,2,0,2,2
COTAGAITA,internaciones,egresos,2022-05-01,2,12,2,12,14
COTOCA,internaciones,egresos,2022-05-01,134,279,134,279,413
CUATRO CAÑADAS,internaciones,egresos,2022-05-01,12,16,12,16,28
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2022-05-01,1,0,1,0,1
CUEVO,internaciones,egresos,2022-05-01,0,1,0,1,1
CULPINA,internaciones,egresos,2022-05-01,7,22,7,22,29
CURAHUARA DE CARANGAS,internaciones,egresos,2022-05-01,0,1,0,1,1
DESAGUADERO,internaciones,egresos,2022-05-01,0,2,0,2,2
EL ALTO,internaciones,egresos,2022-05-01,1068,2304,1068,2304,3372
EL CHORO,internaciones,egresos,2022-05-01,0,1,0,1,1
EL PUENTE(STC),internaciones,egresos,2022-05-01,16,20,16,20,36
EL PUENTE(TJA),internaciones,egresos,2022-05-01,0,1,0,1,1
EL TORNO,internaciones,egresos,2022-05-01,37,120,37,120,157
EL VILLAR,internaciones,egresos,2022-05-01,0,3,0,3,3
ENTRE RIOS TRJ,internaciones,egresos,2022-05-01,4,31,4,31,35
ENTRE RIOS CBBA,internaciones,egresos,2022-05-01,8,64,8,64,72
ESCARA,internaciones,egresos,2022-05-01,0,1,0,1,1
ESCOMA,internaciones,egresos,2022-05-01,2,14,2,14,16
EXALTACION,internaciones,egresos,2022-05-01,0,4,0,4,4
FERNANDEZ ALONSO,internaciones,egresos,2022-05-01,3,9,3,9,12
FILADELFIA,internaciones,egresos,2022-05-01,0,1,0,1,1
GAIOC JATUN AYLLU YURA,internaciones,egresos,2022-05-01,0,2,0,2,2
GENERAL SAAVEDRA,internaciones,egresos,2022-05-01,3,19,3,19,22
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2022-05-01,0,1,0,1,1
GUANAY,internaciones,egresos,2022-05-01,0,8,0,8,8
GUAQUI,internaciones,egresos,2022-05-01,0,2,0,2,2
GUAYARAMERIN,internaciones,egresos,2022-05-01,96,201,96,201,297
GUTIERREZ,internaciones,egresos,2022-05-01,15,32,15,32,47
HUACARETA,internaciones,egresos,2022-05-01,3,14,3,14,17
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2022-05-01,0,2,0,2,2
HUACHACALLA,internaciones,egresos,2022-05-01,0,1,0,1,1
HUANUNI,internaciones,egresos,2022-05-01,88,102,88,102,190
HUARACAJE,internaciones,egresos,2022-05-01,5,18,5,18,23
HUARINA,internaciones,egresos,2022-05-01,0,5,0,5,5
HUMANATA,internaciones,egresos,2022-05-01,0,1,0,1,1
ICHOCA,internaciones,egresos,2022-05-01,0,1,0,1,1
ICLA,internaciones,egresos,2022-05-01,2,11,2,11,13
INCAHUASI,internaciones,egresos,2022-05-01,0,9,0,9,9
INQUISIVI,internaciones,egresos,2022-05-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),internaciones,egresos,2022-05-01,8,12,8,12,20
IXIAMAS,internaciones,egresos,2022-05-01,5,20,5,20,25
JESUS DE MACHACA,internaciones,egresos,2022-05-01,0,2,0,2,2
LA ASUNTA,internaciones,egresos,2022-05-01,2,61,2,61,63
LA GUARDIA,internaciones,egresos,2022-05-01,47,120,47,120,167
LA PAZ,internaciones,egresos,2022-05-01,3003,4975,3003,4975,7978
LAGUNILLAS,internaciones,egresos,2022-05-01,2,3,2,3,5
LAJA,internaciones,egresos,2022-05-01,0,4,0,4,4
LAS CARRERAS,internaciones,egresos,2022-05-01,0,1,0,1,1
LICOMA PAMPA,internaciones,egresos,2022-05-01,0,2,0,2,2
LLALLAGUA,internaciones,egresos,2022-05-01,110,220,110,220,330
LLICA,internaciones,egresos,2022-05-01,0,1,0,1,1
LURIBAY,internaciones,egresos,2022-05-01,0,6,0,6,6
MACHACAMARCA,internaciones,egresos,2022-05-01,0,2,0,2,2
MACHARETI,internaciones,egresos,2022-05-01,6,8,6,8,14
MAGDALENA,internaciones,egresos,2022-05-01,25,47,25,47,72
MAIRANA,internaciones,egresos,2022-05-01,1,25,1,25,26
