,group,variable,month,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
SACABA,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,3,0,3,0,3
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,8,1,8,1,9
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 hrs.,2022-01-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,3,1,3,1,4
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,96,87,96,87,183
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,4,1,4,1,5
SANTA ROSA DEL SARA,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,27,17,27,17,44
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,25,18,25,18,43
TOMINA,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,9,9,9,9,18
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,0,3,0,3,3
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,0,7,0,7,7
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,2,5,2,5,7
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,0,0,0,0,0
VINTO,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,0,1,0,1,1
WARNES,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,8,4,8,4,12
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,0,2,0,2,2
ZUDAÑEZ,internaciones,fallecidos antes de las 48 hrs.,2022-01-01,0,1,0,1,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,0,0,0,0,0
APOLO,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,2,0,2,0,2
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,0,2,0,2,2
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,0,1,0,1
CAPINOTA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,5,2,5,2,7
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,27,23,27,23,50
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,2,1,2,3
COLOMI,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,0,1,0,1
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,25,15,25,15,40
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,4,1,4,1,5
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,22,15,22,15,37
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,2,1,2,1,3
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,0,0,0,0,0
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,56,63,56,63,119
ORURO,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,16,10,16,10,26
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,1,1,1,2
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,11,3,11,3,14
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,0,2,0,2,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,4,1,4,1,5
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,2,1,2,1,3
REYES,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,5,4,5,4,9
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,0,1,0,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,1,1,1,2
SACABA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,2,3,2,3,5
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,2,0,2,0,2
SAN MATIAS,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,44,51,44,51,95
SHINAOTA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,13,14,13,14,27
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,0,1,0,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,10,13,10,13,23
TARVITA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,2,6,2,6,8
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,0,1,0,1,1
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,1,4,1,4,5
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,2,0,2,0,2
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,4,4,4,4,8
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2022-02-01,2,2,2,2,4
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,0,1,0,1,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,0,0,0,0,0
APOLO,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,1,1,1,1,2
AZURDUY,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,5,5,5,5,10
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,1,2,1,2,3
CHUMA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,3,3,3,3,6
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,33,34,33,34,67
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,3,2,3,2,5
COTOCA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,5,1,5,1,6
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,35,15,35,15,50
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,3,0,3,0,3
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,3,4,3,4,7
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,26,26,26,26,52
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,1,0,1,0,1
MAIRANA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,0,1,0,1,1
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,5,7,5,7,12
ORURO,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,15,10,15,10,25
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,0,2,0,2,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,8,7,8,7,15
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,3,0,3,0,3
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,2,1,2,1,3
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,5,8,5,8,13
SACABA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,5,3,5,3,8
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,2,3,2,3,5
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,58,38,58,38,96
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,13,16,13,16,29
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,26,23,26,23,49
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,5,9,5,9,14
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,1,0,1,0,1
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,2,0,2,0,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,2,0,2,0,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,0,0,0,0,0
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,2,2,2,2,4
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,2,1,2,1,3
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2022-03-01,0,1,0,1,1
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,2,0,2,0,2
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,2,3,2,3,5
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2022-04-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,2,1,2,1,3
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,36,34,36,34,70
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,0,1,0,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,0,1,0,1,1
COTAGAITA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,20,11,20,11,31
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,2,0,2,0,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,3,1,3,1,4
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 hrs.,2022-04-01,1,1,1,1,2
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,1,1,1,1,2
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,18,14,18,14,32
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,0,1,0,1,1
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,1,2,1,2,3
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,3,0,3,0,3
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,8,1,8,1,9
ORURO,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,18,13,18,13,31
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,1,1,1,1,2
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,2,5,2,5,7
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,7,7,7,7,14
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,1,1,1,1,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,4,0,4,0,4
SACABA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,2,5,2,5,7
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 hrs.,2022-04-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,1,0,1,0,1
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,0,1,0,1,1
SAN LUCAS,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,57,47,57,47,104
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,16,12,16,12,28
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,0,0,0,0,0
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,13,3,13,3,16
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,4,2,4,2,6
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,1,1,1,1,2
URUBICHA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,9,21,9,21,30
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,0,0,0,0,0
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,3,6,3,6,9
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2022-04-01,3,2,3,2,5
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,0,0,0,0
BAURES,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,2,23,2,23,25
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,2,3,2,3,5
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,2,2,2,2,4
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,1,1,1,1,2
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,2,1,2,1,3
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,38,29,38,29,67
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,1,2,1,2,3
COROICO,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,1,0,1,1
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,12,15,12,15,27
ESCOMA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,1,0,1,1
GUANAY,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,5,4,5,4,9
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,22,10,22,10,32
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,2,1,2,1,3
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,1,0,1,1
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,1,0,1,1
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,0,0,0,0
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,36,102,36,102,138
ORURO,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,8,5,8,5,13
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,1,1,1,1,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,8,6,8,6,14
PRESTO,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,2,0,2,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,1,3,1,3,4
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,4,3,4,3,7
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,1,1,1,1,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,1,0,1,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,1,3,1,3,4
SAN MATIAS,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,46,31,46,31,77
SORATA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,20,14,20,14,34
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,1,0,1,0,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,22,7,22,7,29
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,13,16,13,16,29
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,2,0,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 hrs.,2022-05-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,0,1,0,1,1
WARNES,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,3,0,3,0,3
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,2,2,2,2,4
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2022-05-01,1,0,1,0,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,1,1,1,1,2
APOLO,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,2,2,2,2,4
BAURES,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,2,2,2,2,4
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,0,2,0,2,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,2,3,2,3,5
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,1,0,1,0,1
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,0,2,0,2,2
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,2,3,2,3,5
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,40,26,40,26,66
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,0,1,0,1,1
COTOCA,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,1,2,1,2,3
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,17,16,17,16,33
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,1,2,1,2,3
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,0,1,0,1,1
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2022-06-01,0,1,0,1,1
