,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,1,4,1,4,5
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,0,1,0,1,1
SAN JUAN DE YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,1,0,1,0,1
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,1,1,1,1,2
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,0,2,0,2,2
SAN PEDRO,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,2,1,2,1,3
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,199,155,199,155,354
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,1,0,1,0,1
SANTA ROSA DEL SARA,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,1,0,1,0,1
SHINAOTA,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,37,28,37,28,65
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,32,40,32,40,72
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,10,7,10,7,17
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,1,3,1,3,4
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,2,0,2,0,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,1,2,1,2,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,4,4,4,4,8
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,3,0,3,0,3
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,1,0,1,0,1
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,5,17,5,17,22
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2022-01-01,8,5,8,5,13
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,1,0,1,0,1
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,1,2,1,2,3
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,2,0,2,2
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,1,0,1,0,1
CHAYANTA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,6,7,6,7,13
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,136,71,136,71,207
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,1,1,1,1,2
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,4,1,4,1,5
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,85,39,85,39,124
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,1,1,1,1,2
GUANAY,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,3,1,3,1,4
HUANUNI,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,5,2,5,2,7
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,66,56,66,56,122
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,3,0,3,0,3
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,3,2,3,2,5
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,8,9,8,9,17
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,37,23,37,23,60
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,1,0,1,1
PATACAMAYA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,22,19,22,19,41
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,3,0,3,3
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,2,1,2,1,3
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,6,4,6,4,10
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,1,0,1,0,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,3,4,3,4,7
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,2,0,2,0,2
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,1,1,1,1,2
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,125,111,125,111,236
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,44,35,44,35,79
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,49,39,49,39,88
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,6,6,6,6,12
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,1,1,1,1,2
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,2,0,2,0,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,0,0,0,0
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,0,1,0,1,1
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,3,1,3,1,4
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2022-02-01,7,8,7,8,15
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,2,1,2,1,3
ATOCHA,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,0,2,0,2,2
CARMEN RIVERO TORREZ,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,4,4,4,4,8
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,99,78,99,78,177
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,24,27,24,27,51
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,4,2,4,2,6
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,3,1,3,1,4
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,66,67,66,67,133
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,8,7,8,7,15
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,26,23,26,23,49
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,1,1,1,2
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,11,7,11,7,18
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,0,1,0,1
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,2,1,2,3
REYES,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,12,8,12,8,20
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,0,1,0,1,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,0,1,0,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,1,1,1,2
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,0,3,0,3,3
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,1,1,1,2
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,122,87,122,87,209
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,1,1,1,2
SORATA,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,0,1,0,1,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,34,28,34,28,62
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,34,21,34,21,55
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,9,8,9,8,17
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,1,1,1,2
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,2,1,2,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,0,0,0,0,0
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,3,3,3,3,6
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2022-03-01,1,1,1,1,2
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,0,1,0,1
BOYUIBE,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,0,1,0,1
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,0,1,0,1
CARMEN RIVERO TORREZ,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,0,1,0,1
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,6,1,6,1,7
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,70,69,70,69,139
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,2,0,2,0,2
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,2,1,2,3
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,23,20,23,20,43
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,0,2,0,2,2
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,3,1,3,4
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,6,1,6,1,7
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,60,51,60,51,111
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,0,1,0,1
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,1,1,1,2
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,1,1,1,2
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,11,6,11,6,17
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,28,26,28,26,54
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,6,3,6,3,9
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,2,0,2,0,2
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,2,2,2,2,4
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,9,3,9,3,12
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,2,0,2,0,2
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,2,1,2,1,3
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,5,0,5,0,5
SAMAIPATA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,3,1,3,4
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,2,0,2,0,2
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,94,115,94,115,209
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,25,24,25,24,49
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,0,0,0,0,0
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,21,13,21,13,34
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,18,14,18,14,32
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,0,1,0,1,1
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,2,1,2,3
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,4,1,4,1,5
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2022-04-01,3,2,3,2,5
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,1,1,1,1,2
BOYUIBE,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,0,5,0,5,5
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,1,0,1,0,1
CARMEN RIVERO TORREZ,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,2,7,2,7,9
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,62,60,62,60,122
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,0,1,0,1,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,1,1,1,1,2
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,24,18,24,18,42
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,2,1,2,1,3
HUANUNI,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,2,2,2,2,4
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,51,48,51,48,99
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,0,1,0,1,1
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,1,0,1,0,1
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,33,34,33,34,67
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,17,10,17,10,27
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,10,6,10,6,16
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,0,1,0,1,1
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,1,2,1,2,3
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,5,3,5,3,8
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,0,1,0,1,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,4,1,4,1,5
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,2,1,2,1,3
SAN JAVIER(STC),internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,0,1,0,1,1
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,1,1,1,1,2
SAN MATIAS,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,82,99,82,99,181
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,23,24,23,24,47
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,32,21,32,21,53
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,9,12,9,12,21
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,0,2,0,2,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,0,0,0,0,0
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,5,3,5,3,8
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2022-05-01,3,0,3,0,3
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,1,0,1,0,1
BOYUIBE,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,1,1,1,1,2
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,1,2,1,2,3
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,2,1,2,1,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,51,69,51,69,120
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,0,1,0,1,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,0,7,0,7,7
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,13,14,13,14,27
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,0,3,0,3,3
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,35,58,35,58,93
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,1,1,1,1,2
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,5,3,5,3,8
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,23,30,23,30,53
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,3,0,3,0,3
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,1,1,1,1,2
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,7,9,7,9,16
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,0,1,0,1,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,1,0,1,0,1
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,1,4,1,4,5
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2022-06-01,3,5,3,5,8
