,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
COBIJA,internaciones,ingresos espontaneos,2022-01-01,256,399,256,399,655
COCAPATA,internaciones,ingresos espontaneos,2022-01-01,0,7,0,7,7
COCHABAMBA,internaciones,ingresos espontaneos,2022-01-01,2547,3817,2547,3817,6364
COIPASA,internaciones,ingresos espontaneos,2022-01-01,0,4,0,4,4
COLCAPIRHUA,internaciones,ingresos espontaneos,2022-01-01,40,94,40,94,134
"COLCHA ""K""",internaciones,ingresos espontaneos,2022-01-01,3,6,3,6,9
COLLANA,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
COLOMI,internaciones,ingresos espontaneos,2022-01-01,0,17,0,17,17
COLPA BELGICA,internaciones,ingresos espontaneos,2022-01-01,3,4,3,4,7
COLQUECHACA,internaciones,ingresos espontaneos,2022-01-01,1,9,1,9,10
COLQUENCHA,internaciones,ingresos espontaneos,2022-01-01,0,7,0,7,7
COLQUIRI,internaciones,ingresos espontaneos,2022-01-01,0,5,0,5,5
COMARAPA,internaciones,ingresos espontaneos,2022-01-01,9,38,9,38,47
CONCEPCION,internaciones,ingresos espontaneos,2022-01-01,13,57,13,57,70
COPACABANA,internaciones,ingresos espontaneos,2022-01-01,0,4,0,4,4
CORIPATA,internaciones,ingresos espontaneos,2022-01-01,0,17,0,17,17
CORO CORO,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
COROICO,internaciones,ingresos espontaneos,2022-01-01,14,44,14,44,58
COTAGAITA,internaciones,ingresos espontaneos,2022-01-01,4,15,4,15,19
COTOCA,internaciones,ingresos espontaneos,2022-01-01,144,276,144,276,420
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2022-01-01,14,27,14,27,41
CUCHUMUELA (V. G. VILLARROEL),internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
CULPINA,internaciones,ingresos espontaneos,2022-01-01,5,18,5,18,23
DESAGUADERO,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
EL ALTO,internaciones,ingresos espontaneos,2022-01-01,763,1744,763,1744,2507
EL CHORO,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
EL PUENTE(STC),internaciones,ingresos espontaneos,2022-01-01,43,49,43,49,92
EL PUENTE(TJA),internaciones,ingresos espontaneos,2022-01-01,0,7,0,7,7
EL TORNO,internaciones,ingresos espontaneos,2022-01-01,59,109,59,109,168
EL VILLAR,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2022-01-01,10,18,10,18,28
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2022-01-01,10,76,10,76,86
ESCOMA,internaciones,ingresos espontaneos,2022-01-01,3,17,3,17,20
EUCALIPTUS,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
EXALTACION,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2022-01-01,4,15,4,15,19
FILADELFIA,internaciones,ingresos espontaneos,2022-01-01,4,1,4,1,5
GAIOC JATUN AYLLU YURA,internaciones,ingresos espontaneos,2022-01-01,1,1,1,1,2
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2022-01-01,0,4,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2022-01-01,0,7,0,7,7
GUANAY,internaciones,ingresos espontaneos,2022-01-01,2,26,2,26,28
GUAQUI,internaciones,ingresos espontaneos,2022-01-01,0,4,0,4,4
GUAYARAMERIN,internaciones,ingresos espontaneos,2022-01-01,104,161,104,161,265
GUTIERREZ,internaciones,ingresos espontaneos,2022-01-01,13,32,13,32,45
HUACARETA,internaciones,ingresos espontaneos,2022-01-01,3,17,3,17,20
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
HUACHACALLA,internaciones,ingresos espontaneos,2022-01-01,0,3,0,3,3
HUANUNI,internaciones,ingresos espontaneos,2022-01-01,83,97,83,97,180
HUARACAJE,internaciones,ingresos espontaneos,2022-01-01,2,9,2,9,11
HUARINA,internaciones,ingresos espontaneos,2022-01-01,2,6,2,6,8
ICLA,internaciones,ingresos espontaneos,2022-01-01,2,6,2,6,8
INCAHUASI,internaciones,ingresos espontaneos,2022-01-01,0,7,0,7,7
INQUISIVI,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2022-01-01,14,24,14,24,38
IXIAMAS,internaciones,ingresos espontaneos,2022-01-01,4,12,4,12,16
JESUS DE MACHACA,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
LA ASUNTA,internaciones,ingresos espontaneos,2022-01-01,3,62,3,62,65
LA GUARDIA,internaciones,ingresos espontaneos,2022-01-01,64,153,64,153,217
LA PAZ,internaciones,ingresos espontaneos,2022-01-01,2074,3639,2074,3639,5713
LA RIVERA,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
LAGUNILLAS,internaciones,ingresos espontaneos,2022-01-01,2,6,2,6,8
LAJA,internaciones,ingresos espontaneos,2022-01-01,0,17,0,17,17
LAS CARRERAS,internaciones,ingresos espontaneos,2022-01-01,1,1,1,1,2
LICOMA PAMPA,internaciones,ingresos espontaneos,2022-01-01,0,3,0,3,3
LLALLAGUA,internaciones,ingresos espontaneos,2022-01-01,77,188,77,188,265
LLICA,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
LURIBAY,internaciones,ingresos espontaneos,2022-01-01,0,6,0,6,6
MACHACAMARCA,internaciones,ingresos espontaneos,2022-01-01,0,5,0,5,5
MACHARETI,internaciones,ingresos espontaneos,2022-01-01,7,15,7,15,22
MAGDALENA,internaciones,ingresos espontaneos,2022-01-01,22,46,22,46,68
MAIRANA,internaciones,ingresos espontaneos,2022-01-01,8,29,8,29,37
MAPIRI,internaciones,ingresos espontaneos,2022-01-01,2,23,2,23,25
MECAPACA,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
MINEROS,internaciones,ingresos espontaneos,2022-01-01,14,19,14,19,33
MIZQUE,internaciones,ingresos espontaneos,2022-01-01,9,51,9,51,60
MOCOMOCO,internaciones,ingresos espontaneos,2022-01-01,4,3,4,3,7
MOJOCOYA,internaciones,ingresos espontaneos,2022-01-01,0,4,0,4,4
MONTEAGUDO,internaciones,ingresos espontaneos,2022-01-01,52,87,52,87,139
MONTERO,internaciones,ingresos espontaneos,2022-01-01,376,468,376,468,844
MORO MORO,internaciones,ingresos espontaneos,2022-01-01,0,3,0,3,3
MOROCHATA,internaciones,ingresos espontaneos,2022-01-01,1,3,1,3,4
OCURI,internaciones,ingresos espontaneos,2022-01-01,1,6,1,6,7
OMEREQUE,internaciones,ingresos espontaneos,2022-01-01,5,13,5,13,18
ORURO,internaciones,ingresos espontaneos,2022-01-01,782,1245,782,1245,2027
PADILLA,internaciones,ingresos espontaneos,2022-01-01,10,28,10,28,38
PAILON,internaciones,ingresos espontaneos,2022-01-01,43,68,43,68,111
PALCA,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
PALOS BLANCOS,internaciones,ingresos espontaneos,2022-01-01,2,48,2,48,50
PAMPA GRANDE,internaciones,ingresos espontaneos,2022-01-01,0,5,0,5,5
PAPEL PAMPA,internaciones,ingresos espontaneos,2022-01-01,0,3,0,3,3
PATACAMAYA,internaciones,ingresos espontaneos,2022-01-01,2,41,2,41,43
PELECHUCO,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
POCOATA,internaciones,ingresos espontaneos,2022-01-01,0,12,0,12,12
POCONA,internaciones,ingresos espontaneos,2022-01-01,2,13,2,13,15
POJO (CBBA),internaciones,ingresos espontaneos,2022-01-01,0,11,0,11,11
POOPO,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
PORCO,internaciones,ingresos espontaneos,2022-01-01,0,11,0,11,11
POROMA,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
PORTACHUELO,internaciones,ingresos espontaneos,2022-01-01,65,126,65,126,191
PORVENIR,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
POSTRER VALLE,internaciones,ingresos espontaneos,2022-01-01,3,1,3,1,4
POTOSI,internaciones,ingresos espontaneos,2022-01-01,590,1172,590,1172,1762
PRESTO,internaciones,ingresos espontaneos,2022-01-01,6,6,6,6,12
PUCARA,internaciones,ingresos espontaneos,2022-01-01,2,0,2,0,2
PUCARANI,internaciones,ingresos espontaneos,2022-01-01,0,14,0,14,14
PUERTO ACOSTA,internaciones,ingresos espontaneos,2022-01-01,0,5,0,5,5
PUERTO CARABUCO,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2022-01-01,1,4,1,4,5
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2022-01-01,15,34,15,34,49
PUERTO RICO,internaciones,ingresos espontaneos,2022-01-01,10,14,10,14,24
PUERTO SUAREZ,internaciones,ingresos espontaneos,2022-01-01,41,54,41,54,95
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2022-01-01,58,143,58,143,201
PUNA,internaciones,ingresos espontaneos,2022-01-01,0,7,0,7,7
PUNATA,internaciones,ingresos espontaneos,2022-01-01,64,143,64,143,207
QUIABAYA,internaciones,ingresos espontaneos,2022-01-01,0,4,0,4,4
QUILLACOLLO,internaciones,ingresos espontaneos,2022-01-01,165,437,165,437,602
QUIME,internaciones,ingresos espontaneos,2022-01-01,0,4,0,4,4
QUIRUSILLAS,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
RAQAYPAMPA(ETA),internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
RAVELO,internaciones,ingresos espontaneos,2022-01-01,0,6,0,6,6
REYES,internaciones,ingresos espontaneos,2022-01-01,8,31,8,31,39
RIBERALTA,internaciones,ingresos espontaneos,2022-01-01,144,412,144,412,556
ROBORE,internaciones,ingresos espontaneos,2022-01-01,34,91,34,91,125
RURRENABAQUE,internaciones,ingresos espontaneos,2022-01-01,32,68,32,68,100
SABAYA,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
SACABA,internaciones,ingresos espontaneos,2022-01-01,179,410,179,410,589
SACABAMBA,internaciones,ingresos espontaneos,2022-01-01,0,3,0,3,3
SACACA,internaciones,ingresos espontaneos,2022-01-01,1,8,1,8,9
SAIPINA,internaciones,ingresos espontaneos,2022-01-01,0,3,0,3,3
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2022-01-01,0,4,0,4,4
SAMAIPATA,internaciones,ingresos espontaneos,2022-01-01,1,7,1,7,8
SAN ANDRES,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2022-01-01,5,19,5,19,24
SAN BENITO,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
SAN BORJA,internaciones,ingresos espontaneos,2022-01-01,84,159,84,159,243
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2022-01-01,13,45,13,45,58
SAN CARLOS,internaciones,ingresos espontaneos,2022-01-01,0,5,0,5,5
SAN IGNACIO,internaciones,ingresos espontaneos,2022-01-01,30,60,30,60,90
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2022-01-01,101,237,101,237,338
SAN JAVIER(BNI),internaciones,ingresos espontaneos,2022-01-01,4,1,4,1,5
SAN JAVIER(STC),internaciones,ingresos espontaneos,2022-01-01,7,48,7,48,55
SAN JOAQUIN,internaciones,ingresos espontaneos,2022-01-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2022-01-01,72,115,72,115,187
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2022-01-01,12,24,12,24,36
SAN JULIAN,internaciones,ingresos espontaneos,2022-01-01,184,290,184,290,474
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2022-01-01,0,12,0,12,12
SAN LUCAS,internaciones,ingresos espontaneos,2022-01-01,11,44,11,44,55
SAN MATIAS,internaciones,ingresos espontaneos,2022-01-01,15,38,15,38,53
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2022-01-01,15,49,15,49,64
SAN PEDRO,internaciones,ingresos espontaneos,2022-01-01,29,28,29,28,57
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2022-01-01,0,6,0,6,6
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
SAN PEDRO DE MACHA,internaciones,ingresos espontaneos,2022-01-01,0,14,0,14,14
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
SAN RAFAEL,internaciones,ingresos espontaneos,2022-01-01,4,12,4,12,16
SAN RAMON BENI,internaciones,ingresos espontaneos,2022-01-01,2,15,2,15,17
SAN RAMON SCZ,internaciones,ingresos espontaneos,2022-01-01,16,36,16,36,52
SANTA ANA,internaciones,ingresos espontaneos,2022-01-01,15,80,15,80,95
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2022-01-01,3053,5355,3053,5355,8408
SANTA ROSA,internaciones,ingresos espontaneos,2022-01-01,24,39,24,39,63
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2022-01-01,21,22,21,22,43
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2022-01-01,0,4,0,4,4
SANTIAGO DE HUATA,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
SANTIVAÑES,internaciones,ingresos espontaneos,2022-01-01,0,4,0,4,4
SAPAHAQUI,internaciones,ingresos espontaneos,2022-01-01,0,6,0,6,6
SENA,internaciones,ingresos espontaneos,2022-01-01,0,5,0,5,5
SHINAOTA,internaciones,ingresos espontaneos,2022-01-01,20,70,20,70,90
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2022-01-01,0,4,0,4,4
SICAYA,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
SIPE SIPE,internaciones,ingresos espontaneos,2022-01-01,0,53,0,53,53
SOPACHUY,internaciones,ingresos espontaneos,2022-01-01,4,6,4,6,10
SORATA,internaciones,ingresos espontaneos,2022-01-01,0,7,0,7,7
SUCRE,internaciones,ingresos espontaneos,2022-01-01,799,1339,799,1339,2138
TACACOMA,internaciones,ingresos espontaneos,2022-01-01,0,4,0,4,4
TACOPAYA,internaciones,ingresos espontaneos,2022-01-01,2,12,2,12,14
TARABUCO,internaciones,ingresos espontaneos,2022-01-01,18,30,18,30,48
TARACO,internaciones,ingresos espontaneos,2022-01-01,0,4,0,4,4
TARATA,internaciones,ingresos espontaneos,2022-01-01,0,3,0,3,3
TARIJA,internaciones,ingresos espontaneos,2022-01-01,677,1033,677,1033,1710
TARVITA,internaciones,ingresos espontaneos,2022-01-01,7,21,7,21,28
TEOPONTE,internaciones,ingresos espontaneos,2022-01-01,0,14,0,14,14
TIAHUANACU,internaciones,ingresos espontaneos,2022-01-01,0,9,0,9,9
TINGUIPAYA,internaciones,ingresos espontaneos,2022-01-01,0,3,0,3,3
TIPUANI,internaciones,ingresos espontaneos,2022-01-01,0,10,0,10,10
TIQUIPAYA,internaciones,ingresos espontaneos,2022-01-01,31,155,31,155,186
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2022-01-01,0,23,0,23,23
TOCO,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
TOLATA,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
TOLEDO,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
TOMAVE,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
TOMINA,internaciones,ingresos espontaneos,2022-01-01,8,7,8,7,15
TORO TORO,internaciones,ingresos espontaneos,2022-01-01,0,5,0,5,5
TOTORA(CBBA),internaciones,ingresos espontaneos,2022-01-01,2,24,2,24,26
TOTORA(ORR),internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
TRINIDAD,internaciones,ingresos espontaneos,2022-01-01,342,777,342,777,1119
TUPIZA,internaciones,ingresos espontaneos,2022-01-01,58,89,58,89,147
TURCO,internaciones,ingresos espontaneos,2022-01-01,0,2,0,2,2
UNCIA,internaciones,ingresos espontaneos,2022-01-01,0,10,0,10,10
URUBICHA,internaciones,ingresos espontaneos,2022-01-01,30,27,30,27,57
UYUNI,internaciones,ingresos espontaneos,2022-01-01,65,103,65,103,168
VACAS,internaciones,ingresos espontaneos,2022-01-01,0,5,0,5,5
VALLEGRANDE,internaciones,ingresos espontaneos,2022-01-01,33,80,33,80,113
VIACHA,internaciones,ingresos espontaneos,2022-01-01,7,80,7,80,87
VILA VILA,internaciones,ingresos espontaneos,2022-01-01,0,4,0,4,4
VILLA CHARCAS,internaciones,ingresos espontaneos,2022-01-01,0,8,0,8,8
VILLA MONTES,internaciones,ingresos espontaneos,2022-01-01,54,121,54,121,175
VILLA RIVERO,internaciones,ingresos espontaneos,2022-01-01,0,5,0,5,5
VILLA SERRANO,internaciones,ingresos espontaneos,2022-01-01,0,5,0,5,5
VILLA TUNARI,internaciones,ingresos espontaneos,2022-01-01,57,135,57,135,192
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2022-01-01,2,10,2,10,12
VILLAZON,internaciones,ingresos espontaneos,2022-01-01,31,114,31,114,145
VINTO,internaciones,ingresos espontaneos,2022-01-01,21,105,21,105,126
WALDO BALLIVIAN,internaciones,ingresos espontaneos,2022-01-01,0,3,0,3,3
WARNES,internaciones,ingresos espontaneos,2022-01-01,35,138,35,138,173
YACUIBA,internaciones,ingresos espontaneos,2022-01-01,193,260,193,260,453
YAMPARAEZ,internaciones,ingresos espontaneos,2022-01-01,1,2,1,2,3
YANACACHI,internaciones,ingresos espontaneos,2022-01-01,0,1,0,1,1
YAPACANI,internaciones,ingresos espontaneos,2022-01-01,122,198,122,198,320
ZUDAÑEZ,internaciones,ingresos espontaneos,2022-01-01,5,17,5,17,22
ACACIO,internaciones,ingresos espontaneos,2022-02-01,0,2,0,2,2
ACHACACHI,internaciones,ingresos espontaneos,2022-02-01,10,54,10,54,64
ACHOCALLA,internaciones,ingresos espontaneos,2022-02-01,0,15,0,15,15
AIQUILE,internaciones,ingresos espontaneos,2022-02-01,24,48,24,48,72
ALCALA,internaciones,ingresos espontaneos,2022-02-01,1,1,1,1,2
ALTO BENI,internaciones,ingresos espontaneos,2022-02-01,0,9,0,9,9
ANDAMARCA,internaciones,ingresos espontaneos,2022-02-01,0,4,0,4,4
ANZALDO,internaciones,ingresos espontaneos,2022-02-01,5,5,5,5,10
APOLO,internaciones,ingresos espontaneos,2022-02-01,0,8,0,8,8
ARAMPAMPA,internaciones,ingresos espontaneos,2022-02-01,1,1,1,1,2
ARBIETO,internaciones,ingresos espontaneos,2022-02-01,0,3,0,3,3
ARQUE,internaciones,ingresos espontaneos,2022-02-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2022-02-01,60,100,60,100,160
ATOCHA,internaciones,ingresos espontaneos,2022-02-01,37,64,37,64,101
AUCAPATA,internaciones,ingresos espontaneos,2022-02-01,0,1,0,1,1
AYATA,internaciones,ingresos espontaneos,2022-02-01,0,7,0,7,7
AYO AYO,internaciones,ingresos espontaneos,2022-02-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2022-02-01,2,15,2,15,17
AZURDUY,internaciones,ingresos espontaneos,2022-02-01,5,10,5,10,15
BATALLAS,internaciones,ingresos espontaneos,2022-02-01,0,2,0,2,2
BAURES,internaciones,ingresos espontaneos,2022-02-01,7,12,7,12,19
BERMEJO,internaciones,ingresos espontaneos,2022-02-01,51,71,51,71,122
BETANZOS,internaciones,ingresos espontaneos,2022-02-01,0,25,0,25,25
BOLIVAR,internaciones,ingresos espontaneos,2022-02-01,0,4,0,4,4
BOYUIBE,internaciones,ingresos espontaneos,2022-02-01,4,15,4,15,19
BUENA VISTA,internaciones,ingresos espontaneos,2022-02-01,9,16,9,16,25
CABEZAS,internaciones,ingresos espontaneos,2022-02-01,0,8,0,8,8
CAIROMA,internaciones,ingresos espontaneos,2022-02-01,0,1,0,1,1
"CAIZA ""D""",internaciones,ingresos espontaneos,2022-02-01,0,8,0,8,8
CAJUATA,internaciones,ingresos espontaneos,2022-02-01,1,15,1,15,16
CALAMARCA,internaciones,ingresos espontaneos,2022-02-01,0,5,0,5,5
CAMARGO,internaciones,ingresos espontaneos,2022-02-01,29,39,29,39,68
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2022-02-01,0,3,0,3,3
CAMIRI,internaciones,ingresos espontaneos,2022-02-01,93,160,93,160,253
CAPINOTA,internaciones,ingresos espontaneos,2022-02-01,8,20,8,20,28
CAQUIAVIRI,internaciones,ingresos espontaneos,2022-02-01,2,1,2,1,3
CARACOLLO,internaciones,ingresos espontaneos,2022-02-01,1,17,1,17,18
CARANAVI,internaciones,ingresos espontaneos,2022-02-01,26,57,26,57,83
CARIPUYO,internaciones,ingresos espontaneos,2022-02-01,0,2,0,2,2
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2022-02-01,11,29,11,29,40
CHALLAPATA,internaciones,ingresos espontaneos,2022-02-01,23,65,23,65,88
CHAQUI,internaciones,ingresos espontaneos,2022-02-01,0,2,0,2,2
CHARAGUA,internaciones,ingresos espontaneos,2022-02-01,26,38,26,38,64
CHAYANTA,internaciones,ingresos espontaneos,2022-02-01,0,9,0,9,9
CHIMORE,internaciones,ingresos espontaneos,2022-02-01,7,45,7,45,52
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2022-02-01,7,34,7,34,41
CHUMA,internaciones,ingresos espontaneos,2022-02-01,0,2,0,2,2
CKOCHAS,internaciones,ingresos espontaneos,2022-02-01,1,7,1,7,8
CLIZA,internaciones,ingresos espontaneos,2022-02-01,3,35,3,35,38
COBIJA,internaciones,ingresos espontaneos,2022-02-01,174,346,174,346,520
COCAPATA,internaciones,ingresos espontaneos,2022-02-01,1,9,1,9,10
COCHABAMBA,internaciones,ingresos espontaneos,2022-02-01,2262,3363,2262,3363,5625
COIPASA,internaciones,ingresos espontaneos,2022-02-01,1,2,1,2,3
COLCAPIRHUA,internaciones,ingresos espontaneos,2022-02-01,57,77,57,77,134
COLLANA,internaciones,ingresos espontaneos,2022-02-01,0,1,0,1,1
COLOMI,internaciones,ingresos espontaneos,2022-02-01,0,15,0,15,15
COLPA BELGICA,internaciones,ingresos espontaneos,2022-02-01,1,4,1,4,5
COLQUECHACA,internaciones,ingresos espontaneos,2022-02-01,0,11,0,11,11
COLQUENCHA,internaciones,ingresos espontaneos,2022-02-01,0,5,0,5,5
COLQUIRI,internaciones,ingresos espontaneos,2022-02-01,0,4,0,4,4
COMARAPA,internaciones,ingresos espontaneos,2022-02-01,4,47,4,47,51
CONCEPCION,internaciones,ingresos espontaneos,2022-02-01,8,38,8,38,46
COPACABANA,internaciones,ingresos espontaneos,2022-02-01,0,3,0,3,3
CORIPATA,internaciones,ingresos espontaneos,2022-02-01,0,12,0,12,12
COROICO,internaciones,ingresos espontaneos,2022-02-01,21,30,21,30,51
CORQUE,internaciones,ingresos espontaneos,2022-02-01,0,2,0,2,2
