,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
SACABA,internaciones,ingresos espontaneos,2022-03-01,181,423,181,423,604
SACABAMBA,internaciones,ingresos espontaneos,2022-03-01,2,1,2,1,3
SACACA,internaciones,ingresos espontaneos,2022-03-01,0,7,0,7,7
SAIPINA,internaciones,ingresos espontaneos,2022-03-01,0,9,0,9,9
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2022-03-01,0,7,0,7,7
SAMAIPATA,internaciones,ingresos espontaneos,2022-03-01,4,15,4,15,19
SAN ANDRES,internaciones,ingresos espontaneos,2022-03-01,0,2,0,2,2
SAN ANDRES DE MACHACA,internaciones,ingresos espontaneos,2022-03-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2022-03-01,4,12,4,12,16
SAN BENITO,internaciones,ingresos espontaneos,2022-03-01,0,2,0,2,2
SAN BORJA,internaciones,ingresos espontaneos,2022-03-01,61,148,61,148,209
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2022-03-01,12,32,12,32,44
SAN CARLOS,internaciones,ingresos espontaneos,2022-03-01,0,1,0,1,1
SAN IGNACIO,internaciones,ingresos espontaneos,2022-03-01,23,69,23,69,92
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2022-03-01,77,251,77,251,328
SAN JAVIER(BNI),internaciones,ingresos espontaneos,2022-03-01,5,2,5,2,7
SAN JAVIER(STC),internaciones,ingresos espontaneos,2022-03-01,13,43,13,43,56
SAN JOAQUIN,internaciones,ingresos espontaneos,2022-03-01,3,19,3,19,22
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2022-03-01,59,150,59,150,209
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2022-03-01,23,17,23,17,40
SAN JULIAN,internaciones,ingresos espontaneos,2022-03-01,84,156,84,156,240
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2022-03-01,0,10,0,10,10
SAN LUCAS,internaciones,ingresos espontaneos,2022-03-01,20,46,20,46,66
SAN MATIAS,internaciones,ingresos espontaneos,2022-03-01,23,53,23,53,76
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2022-03-01,6,31,6,31,37
SAN PEDRO,internaciones,ingresos espontaneos,2022-03-01,5,14,5,14,19
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2022-03-01,0,10,0,10,10
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2022-03-01,0,1,0,1,1
SAN PEDRO DE MACHA,internaciones,ingresos espontaneos,2022-03-01,0,6,0,6,6
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2022-03-01,0,3,0,3,3
SAN RAFAEL,internaciones,ingresos espontaneos,2022-03-01,5,10,5,10,15
SAN RAMON BENI,internaciones,ingresos espontaneos,2022-03-01,9,11,9,11,20
SAN RAMON SCZ,internaciones,ingresos espontaneos,2022-03-01,9,30,9,30,39
SANTA ANA,internaciones,ingresos espontaneos,2022-03-01,13,88,13,88,101
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2022-03-01,2870,5742,2870,5742,8612
SANTA ROSA,internaciones,ingresos espontaneos,2022-03-01,11,35,11,35,46
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2022-03-01,16,24,16,24,40
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2022-03-01,0,5,0,5,5
SANTIAGO DE HUATA,internaciones,ingresos espontaneos,2022-03-01,0,1,0,1,1
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2022-03-01,0,3,0,3,3
SANTIVAÑES,internaciones,ingresos espontaneos,2022-03-01,0,2,0,2,2
SANTUARIO DE QUILLACAS,internaciones,ingresos espontaneos,2022-03-01,0,1,0,1,1
SAPAHAQUI,internaciones,ingresos espontaneos,2022-03-01,0,6,0,6,6
SENA,internaciones,ingresos espontaneos,2022-03-01,0,11,0,11,11
SHINAOTA,internaciones,ingresos espontaneos,2022-03-01,15,78,15,78,93
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2022-03-01,0,14,0,14,14
SIPE SIPE,internaciones,ingresos espontaneos,2022-03-01,0,46,0,46,46
SOPACHUY,internaciones,ingresos espontaneos,2022-03-01,2,9,2,9,11
SORATA,internaciones,ingresos espontaneos,2022-03-01,0,15,0,15,15
SUCRE,internaciones,ingresos espontaneos,2022-03-01,929,1503,929,1503,2432
TACACOMA,internaciones,ingresos espontaneos,2022-03-01,0,6,0,6,6
TACOPAYA,internaciones,ingresos espontaneos,2022-03-01,2,6,2,6,8
TARABUCO,internaciones,ingresos espontaneos,2022-03-01,24,42,24,42,66
TARACO,internaciones,ingresos espontaneos,2022-03-01,0,2,0,2,2
TARATA,internaciones,ingresos espontaneos,2022-03-01,0,7,0,7,7
TARIJA,internaciones,ingresos espontaneos,2022-03-01,646,1097,646,1097,1743
TARVITA,internaciones,ingresos espontaneos,2022-03-01,0,12,0,12,12
TEOPONTE,internaciones,ingresos espontaneos,2022-03-01,0,8,0,8,8
TIAHUANACU,internaciones,ingresos espontaneos,2022-03-01,0,5,0,5,5
TINGUIPAYA,internaciones,ingresos espontaneos,2022-03-01,0,1,0,1,1
TIPUANI,internaciones,ingresos espontaneos,2022-03-01,0,9,0,9,9
TIQUIPAYA,internaciones,ingresos espontaneos,2022-03-01,47,188,47,188,235
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2022-03-01,0,16,0,16,16
TOCO,internaciones,ingresos espontaneos,2022-03-01,0,1,0,1,1
TOLATA,internaciones,ingresos espontaneos,2022-03-01,0,3,0,3,3
TOLEDO,internaciones,ingresos espontaneos,2022-03-01,0,2,0,2,2
TOMAVE,internaciones,ingresos espontaneos,2022-03-01,0,1,0,1,1
TOMINA,internaciones,ingresos espontaneos,2022-03-01,0,10,0,10,10
TORO TORO,internaciones,ingresos espontaneos,2022-03-01,0,12,0,12,12
TOTORA(CBBA),internaciones,ingresos espontaneos,2022-03-01,0,22,0,22,22
TOTORA(ORR),internaciones,ingresos espontaneos,2022-03-01,0,2,0,2,2
TRIGAL,internaciones,ingresos espontaneos,2022-03-01,4,2,4,2,6
TRINIDAD,internaciones,ingresos espontaneos,2022-03-01,276,769,276,769,1045
TUPIZA,internaciones,ingresos espontaneos,2022-03-01,87,123,87,123,210
TURCO,internaciones,ingresos espontaneos,2022-03-01,0,1,0,1,1
UMALA,internaciones,ingresos espontaneos,2022-03-01,0,1,0,1,1
UNCIA,internaciones,ingresos espontaneos,2022-03-01,0,12,0,12,12
URUBICHA,internaciones,ingresos espontaneos,2022-03-01,10,21,10,21,31
UYUNI,internaciones,ingresos espontaneos,2022-03-01,47,101,47,101,148
VACAS,internaciones,ingresos espontaneos,2022-03-01,0,1,0,1,1
VALLEGRANDE,internaciones,ingresos espontaneos,2022-03-01,39,82,39,82,121
VIACHA,internaciones,ingresos espontaneos,2022-03-01,46,93,46,93,139
VILA VILA,internaciones,ingresos espontaneos,2022-03-01,0,4,0,4,4
VILLA CHARCAS,internaciones,ingresos espontaneos,2022-03-01,0,8,0,8,8
VILLA MONTES,internaciones,ingresos espontaneos,2022-03-01,48,146,48,146,194
VILLA RIVERO,internaciones,ingresos espontaneos,2022-03-01,0,3,0,3,3
VILLA SERRANO,internaciones,ingresos espontaneos,2022-03-01,0,9,0,9,9
VILLA TUNARI,internaciones,ingresos espontaneos,2022-03-01,41,179,41,179,220
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2022-03-01,1,14,1,14,15
VILLAZON,internaciones,ingresos espontaneos,2022-03-01,33,115,33,115,148
VINTO,internaciones,ingresos espontaneos,2022-03-01,15,104,15,104,119
VITICHI,internaciones,ingresos espontaneos,2022-03-01,0,1,0,1,1
WALDO BALLIVIAN,internaciones,ingresos espontaneos,2022-03-01,0,2,0,2,2
WARNES,internaciones,ingresos espontaneos,2022-03-01,63,151,63,151,214
YACO,internaciones,ingresos espontaneos,2022-03-01,0,1,0,1,1
YACUIBA,internaciones,ingresos espontaneos,2022-03-01,160,294,160,294,454
YAMPARAEZ,internaciones,ingresos espontaneos,2022-03-01,0,6,0,6,6
YANACACHI,internaciones,ingresos espontaneos,2022-03-01,1,1,1,1,2
YAPACANI,internaciones,ingresos espontaneos,2022-03-01,102,215,102,215,317
YOTALA,internaciones,ingresos espontaneos,2022-03-01,0,1,0,1,1
ZUDAÑEZ,internaciones,ingresos espontaneos,2022-03-01,2,7,2,7,9
ACHACACHI,internaciones,ingresos espontaneos,2022-04-01,4,35,4,35,39
ACHOCALLA,internaciones,ingresos espontaneos,2022-04-01,0,17,0,17,17
AIQUILE,internaciones,ingresos espontaneos,2022-04-01,20,52,20,52,72
ALCALA,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
ALTO BENI,internaciones,ingresos espontaneos,2022-04-01,0,11,0,11,11
ANDAMARCA,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
ANZALDO,internaciones,ingresos espontaneos,2022-04-01,7,10,7,10,17
APOLO,internaciones,ingresos espontaneos,2022-04-01,1,22,1,22,23
ARANI,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
ARBIETO,internaciones,ingresos espontaneos,2022-04-01,0,4,0,4,4
ARQUE,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2022-04-01,97,162,97,162,259
ATOCHA,internaciones,ingresos espontaneos,2022-04-01,7,28,7,28,35
AYATA,internaciones,ingresos espontaneos,2022-04-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2022-04-01,5,17,5,17,22
AZURDUY,internaciones,ingresos espontaneos,2022-04-01,3,18,3,18,21
BATALLAS,internaciones,ingresos espontaneos,2022-04-01,0,3,0,3,3
BAURES,internaciones,ingresos espontaneos,2022-04-01,6,22,6,22,28
BELEN DE ANDAMARCA,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
BERMEJO,internaciones,ingresos espontaneos,2022-04-01,63,115,63,115,178
BETANZOS,internaciones,ingresos espontaneos,2022-04-01,0,18,0,18,18
BOLIVAR,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
BOLPEBRA,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
BOYUIBE,internaciones,ingresos espontaneos,2022-04-01,6,13,6,13,19
BUENA VISTA,internaciones,ingresos espontaneos,2022-04-01,13,16,13,16,29
CABEZAS,internaciones,ingresos espontaneos,2022-04-01,8,16,8,16,24
CAIROMA,internaciones,ingresos espontaneos,2022-04-01,1,3,1,3,4
"CAIZA ""D""",internaciones,ingresos espontaneos,2022-04-01,0,3,0,3,3
CAJUATA,internaciones,ingresos espontaneos,2022-04-01,2,16,2,16,18
CALAMARCA,internaciones,ingresos espontaneos,2022-04-01,0,10,0,10,10
CAMARGO,internaciones,ingresos espontaneos,2022-04-01,31,45,31,45,76
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2022-04-01,0,4,0,4,4
CAMIRI,internaciones,ingresos espontaneos,2022-04-01,89,200,89,200,289
CAPINOTA,internaciones,ingresos espontaneos,2022-04-01,6,33,6,33,39
CAQUIAVIRI,internaciones,ingresos espontaneos,2022-04-01,1,6,1,6,7
CARACOLLO,internaciones,ingresos espontaneos,2022-04-01,3,18,3,18,21
CARANAVI,internaciones,ingresos espontaneos,2022-04-01,27,77,27,77,104
CARIPUYO,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2022-04-01,20,24,20,24,44
CHALLAPATA,internaciones,ingresos espontaneos,2022-04-01,26,62,26,62,88
CHAQUI,internaciones,ingresos espontaneos,2022-04-01,0,5,0,5,5
CHARAGUA,internaciones,ingresos espontaneos,2022-04-01,30,62,30,62,92
CHARAÑA,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
CHAYANTA,internaciones,ingresos espontaneos,2022-04-01,0,5,0,5,5
CHIMORE,internaciones,ingresos espontaneos,2022-04-01,9,58,9,58,67
CHUA COCANI,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2022-04-01,5,36,5,36,41
CHUMA,internaciones,ingresos espontaneos,2022-04-01,2,5,2,5,7
CKOCHAS,internaciones,ingresos espontaneos,2022-04-01,2,5,2,5,7
CLIZA,internaciones,ingresos espontaneos,2022-04-01,14,51,14,51,65
COBIJA,internaciones,ingresos espontaneos,2022-04-01,197,381,197,381,578
COCAPATA,internaciones,ingresos espontaneos,2022-04-01,0,17,0,17,17
COCHABAMBA,internaciones,ingresos espontaneos,2022-04-01,2579,4227,2579,4227,6806
COIPASA,internaciones,ingresos espontaneos,2022-04-01,0,3,0,3,3
COLCAPIRHUA,internaciones,ingresos espontaneos,2022-04-01,59,92,59,92,151
"COLCHA ""K""",internaciones,ingresos espontaneos,2022-04-01,0,5,0,5,5
COLLANA,internaciones,ingresos espontaneos,2022-04-01,1,2,1,2,3
COLOMI,internaciones,ingresos espontaneos,2022-04-01,0,18,0,18,18
COLPA BELGICA,internaciones,ingresos espontaneos,2022-04-01,2,5,2,5,7
COLQUECHACA,internaciones,ingresos espontaneos,2022-04-01,0,17,0,17,17
COLQUENCHA,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
COLQUIRI,internaciones,ingresos espontaneos,2022-04-01,0,10,0,10,10
COMANCHE,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
COMARAPA,internaciones,ingresos espontaneos,2022-04-01,3,44,3,44,47
CONCEPCION,internaciones,ingresos espontaneos,2022-04-01,11,57,11,57,68
COPACABANA,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
CORIPATA,internaciones,ingresos espontaneos,2022-04-01,0,16,0,16,16
CORO CORO,internaciones,ingresos espontaneos,2022-04-01,0,4,0,4,4
COROICO,internaciones,ingresos espontaneos,2022-04-01,20,40,20,40,60
CORQUE,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
COTAGAITA,internaciones,ingresos espontaneos,2022-04-01,3,11,3,11,14
COTOCA,internaciones,ingresos espontaneos,2022-04-01,145,321,145,321,466
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2022-04-01,10,19,10,19,29
CUCHUMUELA (V. G. VILLARROEL),internaciones,ingresos espontaneos,2022-04-01,0,3,0,3,3
CUEVO,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
CULPINA,internaciones,ingresos espontaneos,2022-04-01,7,14,7,14,21
DESAGUADERO,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
EL ALTO,internaciones,ingresos espontaneos,2022-04-01,812,1859,812,1859,2671
EL CHORO,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
EL PUENTE(STC),internaciones,ingresos espontaneos,2022-04-01,14,19,14,19,33
EL PUENTE(TJA),internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
EL TORNO,internaciones,ingresos espontaneos,2022-04-01,79,174,79,174,253
EL VILLAR,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2022-04-01,8,30,8,30,38
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2022-04-01,13,67,13,67,80
ESCOMA,internaciones,ingresos espontaneos,2022-04-01,5,20,5,20,25
EUCALIPTUS,internaciones,ingresos espontaneos,2022-04-01,1,2,1,2,3
EXALTACION,internaciones,ingresos espontaneos,2022-04-01,1,1,1,1,2
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2022-04-01,8,15,8,15,23
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2022-04-01,0,25,0,25,25
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
GUANAY,internaciones,ingresos espontaneos,2022-04-01,5,22,5,22,27
GUAQUI,internaciones,ingresos espontaneos,2022-04-01,0,3,0,3,3
GUAYARAMERIN,internaciones,ingresos espontaneos,2022-04-01,89,172,89,172,261
GUTIERREZ,internaciones,ingresos espontaneos,2022-04-01,11,31,11,31,42
HUACARETA,internaciones,ingresos espontaneos,2022-04-01,0,10,0,10,10
HUANUNI,internaciones,ingresos espontaneos,2022-04-01,79,114,79,114,193
HUARACAJE,internaciones,ingresos espontaneos,2022-04-01,6,15,6,15,21
HUARINA,internaciones,ingresos espontaneos,2022-04-01,0,6,0,6,6
ICLA,internaciones,ingresos espontaneos,2022-04-01,2,7,2,7,9
INCAHUASI,internaciones,ingresos espontaneos,2022-04-01,0,3,0,3,3
INQUISIVI,internaciones,ingresos espontaneos,2022-04-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2022-04-01,6,15,6,15,21
IXIAMAS,internaciones,ingresos espontaneos,2022-04-01,2,13,2,13,15
JESUS DE MACHACA,internaciones,ingresos espontaneos,2022-04-01,0,4,0,4,4
LA ASUNTA,internaciones,ingresos espontaneos,2022-04-01,6,62,6,62,68
LA GUARDIA,internaciones,ingresos espontaneos,2022-04-01,65,98,65,98,163
LA PAZ,internaciones,ingresos espontaneos,2022-04-01,2663,4064,2663,4064,6727
LAGUNILLAS,internaciones,ingresos espontaneos,2022-04-01,0,8,0,8,8
LAJA,internaciones,ingresos espontaneos,2022-04-01,0,5,0,5,5
LICOMA PAMPA,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
LLALLAGUA,internaciones,ingresos espontaneos,2022-04-01,86,203,86,203,289
LLICA,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
LURIBAY,internaciones,ingresos espontaneos,2022-04-01,0,3,0,3,3
MACHARETI,internaciones,ingresos espontaneos,2022-04-01,6,11,6,11,17
MAGDALENA,internaciones,ingresos espontaneos,2022-04-01,22,43,22,43,65
MAIRANA,internaciones,ingresos espontaneos,2022-04-01,4,21,4,21,25
MAPIRI,internaciones,ingresos espontaneos,2022-04-01,2,35,2,35,37
MECAPACA,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
MINEROS,internaciones,ingresos espontaneos,2022-04-01,21,26,21,26,47
MIZQUE,internaciones,ingresos espontaneos,2022-04-01,8,32,8,32,40
MOCOMOCO,internaciones,ingresos espontaneos,2022-04-01,2,5,2,5,7
MOJOCOYA,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
MONTEAGUDO,internaciones,ingresos espontaneos,2022-04-01,53,89,53,89,142
MONTERO,internaciones,ingresos espontaneos,2022-04-01,322,665,322,665,987
MORO MORO,internaciones,ingresos espontaneos,2022-04-01,1,1,1,1,2
MOROCHATA,internaciones,ingresos espontaneos,2022-04-01,0,4,0,4,4
OCURI,internaciones,ingresos espontaneos,2022-04-01,3,12,3,12,15
OKINAWA,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
OMEREQUE,internaciones,ingresos espontaneos,2022-04-01,3,9,3,9,12
ORURO,internaciones,ingresos espontaneos,2022-04-01,832,1308,832,1308,2140
PADILLA,internaciones,ingresos espontaneos,2022-04-01,14,33,14,33,47
PAILON,internaciones,ingresos espontaneos,2022-04-01,57,62,57,62,119
PALCA,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
PALOS BLANCOS,internaciones,ingresos espontaneos,2022-04-01,5,38,5,38,43
PAMPA GRANDE,internaciones,ingresos espontaneos,2022-04-01,0,3,0,3,3
PAPEL PAMPA,internaciones,ingresos espontaneos,2022-04-01,0,3,0,3,3
PASORAPA,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
PATACAMAYA,internaciones,ingresos espontaneos,2022-04-01,6,38,6,38,44
POCOATA,internaciones,ingresos espontaneos,2022-04-01,0,15,0,15,15
POCONA,internaciones,ingresos espontaneos,2022-04-01,1,13,1,13,14
POJO (CBBA),internaciones,ingresos espontaneos,2022-04-01,1,13,1,13,14
POOPO,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
PORCO,internaciones,ingresos espontaneos,2022-04-01,0,14,0,14,14
POROMA,internaciones,ingresos espontaneos,2022-04-01,0,5,0,5,5
PORONGO,internaciones,ingresos espontaneos,2022-04-01,17,19,17,19,36
PORTACHUELO,internaciones,ingresos espontaneos,2022-04-01,79,112,79,112,191
PORVENIR,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
POSTRER VALLE,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
POTOSI,internaciones,ingresos espontaneos,2022-04-01,395,704,395,704,1099
PRESTO,internaciones,ingresos espontaneos,2022-04-01,2,6,2,6,8
PUCARANI,internaciones,ingresos espontaneos,2022-04-01,0,11,0,11,11
PUERTO ACOSTA,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
PUERTO CARABUCO,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2022-04-01,2,0,2,0,2
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2022-04-01,6,7,6,7,13
PUERTO RICO,internaciones,ingresos espontaneos,2022-04-01,11,18,11,18,29
PUERTO SUAREZ,internaciones,ingresos espontaneos,2022-04-01,32,43,32,43,75
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2022-04-01,54,190,54,190,244
PUNA,internaciones,ingresos espontaneos,2022-04-01,0,7,0,7,7
PUNATA,internaciones,ingresos espontaneos,2022-04-01,71,136,71,136,207
QUIABAYA,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
QUILLACOLLO,internaciones,ingresos espontaneos,2022-04-01,126,392,126,392,518
QUIME,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
RAQAYPAMPA(ETA),internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
REYES,internaciones,ingresos espontaneos,2022-04-01,13,31,13,31,44
RIBERALTA,internaciones,ingresos espontaneos,2022-04-01,146,423,146,423,569
ROBORE,internaciones,ingresos espontaneos,2022-04-01,23,62,23,62,85
RURRENABAQUE,internaciones,ingresos espontaneos,2022-04-01,15,69,15,69,84
SACABA,internaciones,ingresos espontaneos,2022-04-01,180,439,180,439,619
SACABAMBA,internaciones,ingresos espontaneos,2022-04-01,1,4,1,4,5
SACACA,internaciones,ingresos espontaneos,2022-04-01,0,5,0,5,5
SAIPINA,internaciones,ingresos espontaneos,2022-04-01,1,6,1,6,7
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
SAMAIPATA,internaciones,ingresos espontaneos,2022-04-01,4,8,4,8,12
SAN ANDRES,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
SAN ANDRES DE MACHACA,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2022-04-01,7,16,7,16,23
SAN BENITO,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
SAN BORJA,internaciones,ingresos espontaneos,2022-04-01,108,195,108,195,303
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2022-04-01,21,50,21,50,71
SAN CARLOS,internaciones,ingresos espontaneos,2022-04-01,0,6,0,6,6
SAN IGNACIO,internaciones,ingresos espontaneos,2022-04-01,22,81,22,81,103
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2022-04-01,88,232,88,232,320
SAN JAVIER(BNI),internaciones,ingresos espontaneos,2022-04-01,2,5,2,5,7
SAN JAVIER(STC),internaciones,ingresos espontaneos,2022-04-01,9,45,9,45,54
SAN JOAQUIN,internaciones,ingresos espontaneos,2022-04-01,14,23,14,23,37
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2022-04-01,50,118,50,118,168
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2022-04-01,14,42,14,42,56
SAN JULIAN,internaciones,ingresos espontaneos,2022-04-01,79,120,79,120,199
SAN LORENZO(PND),internaciones,ingresos espontaneos,2022-04-01,0,15,0,15,15
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2022-04-01,0,14,0,14,14
SAN LUCAS,internaciones,ingresos espontaneos,2022-04-01,12,39,12,39,51
SAN MATIAS,internaciones,ingresos espontaneos,2022-04-01,28,63,28,63,91
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2022-04-01,6,20,6,20,26
SAN PEDRO,internaciones,ingresos espontaneos,2022-04-01,3,18,3,18,21
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2022-04-01,0,11,0,11,11
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2022-04-01,0,3,0,3,3
SAN PEDRO DE MACHA,internaciones,ingresos espontaneos,2022-04-01,0,8,0,8,8
SAN RAFAEL,internaciones,ingresos espontaneos,2022-04-01,4,18,4,18,22
SAN RAMON BENI,internaciones,ingresos espontaneos,2022-04-01,5,20,5,20,25
SAN RAMON SCZ,internaciones,ingresos espontaneos,2022-04-01,9,11,9,11,20
SANTA ANA,internaciones,ingresos espontaneos,2022-04-01,20,84,20,84,104
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2022-04-01,3464,6312,3464,6312,9776
SANTA ROSA,internaciones,ingresos espontaneos,2022-04-01,18,37,18,37,55
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2022-04-01,6,28,6,28,34
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2022-04-01,0,3,0,3,3
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
SANTIVAÑES,internaciones,ingresos espontaneos,2022-04-01,0,5,0,5,5
SANTUARIO DE QUILLACAS,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
SAPAHAQUI,internaciones,ingresos espontaneos,2022-04-01,0,5,0,5,5
SENA,internaciones,ingresos espontaneos,2022-04-01,0,10,0,10,10
SHINAOTA,internaciones,ingresos espontaneos,2022-04-01,16,79,16,79,95
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2022-04-01,0,11,0,11,11
SICAYA,internaciones,ingresos espontaneos,2022-04-01,0,3,0,3,3
SIPE SIPE,internaciones,ingresos espontaneos,2022-04-01,0,61,0,61,61
SOPACHUY,internaciones,ingresos espontaneos,2022-04-01,3,6,3,6,9
SORATA,internaciones,ingresos espontaneos,2022-04-01,1,10,1,10,11
SUCRE,internaciones,ingresos espontaneos,2022-04-01,826,1504,826,1504,2330
TACACOMA,internaciones,ingresos espontaneos,2022-04-01,0,6,0,6,6
TACOPAYA,internaciones,ingresos espontaneos,2022-04-01,4,4,4,4,8
TAPACARI,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
TARABUCO,internaciones,ingresos espontaneos,2022-04-01,18,27,18,27,45
TARACO,internaciones,ingresos espontaneos,2022-04-01,0,2,0,2,2
TARATA,internaciones,ingresos espontaneos,2022-04-01,0,10,0,10,10
TARIJA,internaciones,ingresos espontaneos,2022-04-01,715,1154,715,1154,1869
TARVITA,internaciones,ingresos espontaneos,2022-04-01,2,22,2,22,24
TEOPONTE,internaciones,ingresos espontaneos,2022-04-01,0,5,0,5,5
TIAHUANACU,internaciones,ingresos espontaneos,2022-04-01,0,10,0,10,10
TINGUIPAYA,internaciones,ingresos espontaneos,2022-04-01,0,3,0,3,3
TIPUANI,internaciones,ingresos espontaneos,2022-04-01,0,4,0,4,4
TIQUIPAYA,internaciones,ingresos espontaneos,2022-04-01,42,181,42,181,223
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2022-04-01,0,16,0,16,16
TOCO,internaciones,ingresos espontaneos,2022-04-01,0,6,0,6,6
TOLATA,internaciones,ingresos espontaneos,2022-04-01,0,1,0,1,1
