,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
COMARAPA,internaciones,contrareferidos,2022-08-01,2,1,2,1,3
COROICO,internaciones,contrareferidos,2022-08-01,14,21,14,21,35
COTOCA,internaciones,contrareferidos,2022-08-01,1,2,1,2,3
EL ALTO,internaciones,contrareferidos,2022-08-01,300,586,300,586,886
EL PUENTE(STC),internaciones,contrareferidos,2022-08-01,0,1,0,1,1
EL TORNO,internaciones,contrareferidos,2022-08-01,1,1,1,1,2
ESCOMA,internaciones,contrareferidos,2022-08-01,6,15,6,15,21
GUAYARAMERIN,internaciones,contrareferidos,2022-08-01,20,99,20,99,119
HUANUNI,internaciones,contrareferidos,2022-08-01,1,5,1,5,6
LA GUARDIA,internaciones,contrareferidos,2022-08-01,23,0,23,0,23
LA PAZ,internaciones,contrareferidos,2022-08-01,119,879,119,879,998
MIZQUE,internaciones,contrareferidos,2022-08-01,0,0,0,0,0
MONTEAGUDO,internaciones,contrareferidos,2022-08-01,6,24,6,24,30
MONTERO,internaciones,contrareferidos,2022-08-01,137,362,137,362,499
ORURO,internaciones,contrareferidos,2022-08-01,82,468,82,468,550
PADILLA,internaciones,contrareferidos,2022-08-01,10,24,10,24,34
POTOSI,internaciones,contrareferidos,2022-08-01,183,687,183,687,870
PUERTO VILLARROEL,internaciones,contrareferidos,2022-08-01,89,184,89,184,273
PUNATA,internaciones,contrareferidos,2022-08-01,110,225,110,225,335
QUILLACOLLO,internaciones,contrareferidos,2022-08-01,11,46,11,46,57
RIBERALTA,internaciones,contrareferidos,2022-08-01,105,364,105,364,469
SACABA,internaciones,contrareferidos,2022-08-01,2,105,2,105,107
SAN BUENA VENTURA,internaciones,contrareferidos,2022-08-01,5,7,5,7,12
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2022-08-01,3,16,3,16,19
SAN JULIAN,internaciones,contrareferidos,2022-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2022-08-01,295,1802,295,1802,2097
SUCRE,internaciones,contrareferidos,2022-08-01,370,734,370,734,1104
TARABUCO,internaciones,contrareferidos,2022-08-01,19,18,19,18,37
TARIJA,internaciones,contrareferidos,2022-08-01,168,473,168,473,641
TRINIDAD,internaciones,contrareferidos,2022-08-01,7,15,7,15,22
TUPIZA,internaciones,contrareferidos,2022-08-01,47,114,47,114,161
VALLEGRANDE,internaciones,contrareferidos,2022-08-01,1,5,1,5,6
VILLA MONTES,internaciones,contrareferidos,2022-08-01,6,14,6,14,20
VILLA TUNARI,internaciones,contrareferidos,2022-08-01,14,92,14,92,106
VILLAZON,internaciones,contrareferidos,2022-08-01,6,4,6,4,10
WARNES,internaciones,contrareferidos,2022-08-01,13,19,13,19,32
YACUIBA,internaciones,contrareferidos,2022-08-01,101,212,101,212,313
ACHACACHI,internaciones,contrareferidos,2022-09-01,4,32,4,32,36
AIQUILE,internaciones,contrareferidos,2022-09-01,2,8,2,8,10
ANZALDO,internaciones,contrareferidos,2022-09-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2022-09-01,6,4,6,4,10
BERMEJO,internaciones,contrareferidos,2022-09-01,75,119,75,119,194
CAMARGO,internaciones,contrareferidos,2022-09-01,15,26,15,26,41
CAMIRI,internaciones,contrareferidos,2022-09-01,0,86,0,86,86
CARANAVI,internaciones,contrareferidos,2022-09-01,11,43,11,43,54
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2022-09-01,1,0,1,0,1
CHALLAPATA,internaciones,contrareferidos,2022-09-01,1,10,1,10,11
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2022-09-01,5,1,5,1,6
COBIJA,internaciones,contrareferidos,2022-09-01,78,130,78,130,208
COCHABAMBA,internaciones,contrareferidos,2022-09-01,366,941,366,941,1307
COLCAPIRHUA,internaciones,contrareferidos,2022-09-01,5,29,5,29,34
COROICO,internaciones,contrareferidos,2022-09-01,12,34,12,34,46
EL ALTO,internaciones,contrareferidos,2022-09-01,297,555,297,555,852
EL TORNO,internaciones,contrareferidos,2022-09-01,2,4,2,4,6
ENTRE RIOS CBBA,internaciones,contrareferidos,2022-09-01,1,0,1,0,1
ESCOMA,internaciones,contrareferidos,2022-09-01,6,12,6,12,18
GUAYARAMERIN,internaciones,contrareferidos,2022-09-01,32,100,32,100,132
HUANUNI,internaciones,contrareferidos,2022-09-01,0,3,0,3,3
LA PAZ,internaciones,contrareferidos,2022-09-01,111,868,111,868,979
MIZQUE,internaciones,contrareferidos,2022-09-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2022-09-01,13,28,13,28,41
MONTERO,internaciones,contrareferidos,2022-09-01,126,342,126,342,468
ORURO,internaciones,contrareferidos,2022-09-01,62,566,62,566,628
PADILLA,internaciones,contrareferidos,2022-09-01,4,25,4,25,29
POTOSI,internaciones,contrareferidos,2022-09-01,193,618,193,618,811
PUERTO GONZALO MORENO,internaciones,contrareferidos,2022-09-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,contrareferidos,2022-09-01,83,227,83,227,310
PUNATA,internaciones,contrareferidos,2022-09-01,108,259,108,259,367
QUILLACOLLO,internaciones,contrareferidos,2022-09-01,20,42,20,42,62
RIBERALTA,internaciones,contrareferidos,2022-09-01,118,365,118,365,483
SACABA,internaciones,contrareferidos,2022-09-01,0,88,0,88,88
SAN BUENA VENTURA,internaciones,contrareferidos,2022-09-01,2,3,2,3,5
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2022-09-01,2,7,2,7,9
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2022-09-01,275,1811,275,1811,2086
SUCRE,internaciones,contrareferidos,2022-09-01,380,697,380,697,1077
TARABUCO,internaciones,contrareferidos,2022-09-01,13,26,13,26,39
TARIJA,internaciones,contrareferidos,2022-09-01,243,577,243,577,820
TRINIDAD,internaciones,contrareferidos,2022-09-01,2,1,2,1,3
TUPIZA,internaciones,contrareferidos,2022-09-01,49,141,49,141,190
VALLEGRANDE,internaciones,contrareferidos,2022-09-01,2,5,2,5,7
VIACHA,internaciones,contrareferidos,2022-09-01,0,1,0,1,1
VILLA MONTES,internaciones,contrareferidos,2022-09-01,6,16,6,16,22
VILLA TUNARI,internaciones,contrareferidos,2022-09-01,25,69,25,69,94
VILLAZON,internaciones,contrareferidos,2022-09-01,3,3,3,3,6
WARNES,internaciones,contrareferidos,2022-09-01,12,102,12,102,114
YACUIBA,internaciones,contrareferidos,2022-09-01,122,228,122,228,350
ACHACACHI,internaciones,contrareferidos,2022-10-01,2,2,2,2,4
AIQUILE,internaciones,contrareferidos,2022-10-01,0,0,0,0,0
ANZALDO,internaciones,contrareferidos,2022-10-01,1,1,1,1,2
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2022-10-01,8,20,8,20,28
ATOCHA,internaciones,contrareferidos,2022-10-01,0,1,0,1,1
BERMEJO,internaciones,contrareferidos,2022-10-01,73,105,73,105,178
CAMARGO,internaciones,contrareferidos,2022-10-01,6,16,6,16,22
CAMIRI,internaciones,contrareferidos,2022-10-01,0,95,0,95,95
CARANAVI,internaciones,contrareferidos,2022-10-01,7,52,7,52,59
CHALLAPATA,internaciones,contrareferidos,2022-10-01,0,5,0,5,5
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2022-10-01,1,10,1,10,11
COBIJA,internaciones,contrareferidos,2022-10-01,81,120,81,120,201
COCHABAMBA,internaciones,contrareferidos,2022-10-01,389,1060,389,1060,1449
COLCAPIRHUA,internaciones,contrareferidos,2022-10-01,1,42,1,42,43
COMARAPA,internaciones,contrareferidos,2022-10-01,0,3,0,3,3
COROICO,internaciones,contrareferidos,2022-10-01,19,29,19,29,48
COTOCA,internaciones,contrareferidos,2022-10-01,0,10,0,10,10
EL ALTO,internaciones,contrareferidos,2022-10-01,259,484,259,484,743
EL TORNO,internaciones,contrareferidos,2022-10-01,1,2,1,2,3
ESCOMA,internaciones,contrareferidos,2022-10-01,5,7,5,7,12
GUAYARAMERIN,internaciones,contrareferidos,2022-10-01,10,11,10,11,21
HUANUNI,internaciones,contrareferidos,2022-10-01,0,3,0,3,3
LA PAZ,internaciones,contrareferidos,2022-10-01,178,906,178,906,1084
MIZQUE,internaciones,contrareferidos,2022-10-01,0,0,0,0,0
MONTEAGUDO,internaciones,contrareferidos,2022-10-01,15,20,15,20,35
MONTERO,internaciones,contrareferidos,2022-10-01,281,932,281,932,1213
ORURO,internaciones,contrareferidos,2022-10-01,62,493,62,493,555
PADILLA,internaciones,contrareferidos,2022-10-01,3,16,3,16,19
POTOSI,internaciones,contrareferidos,2022-10-01,196,742,196,742,938
PUERTO VILLARROEL,internaciones,contrareferidos,2022-10-01,85,207,85,207,292
PUNATA,internaciones,contrareferidos,2022-10-01,92,209,92,209,301
QUILLACOLLO,internaciones,contrareferidos,2022-10-01,17,83,17,83,100
RIBERALTA,internaciones,contrareferidos,2022-10-01,100,355,100,355,455
SACABA,internaciones,contrareferidos,2022-10-01,0,90,0,90,90
SAN BUENA VENTURA,internaciones,contrareferidos,2022-10-01,3,8,3,8,11
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2022-10-01,4,14,4,14,18
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2022-10-01,283,1920,283,1920,2203
SUCRE,internaciones,contrareferidos,2022-10-01,403,704,403,704,1107
TARABUCO,internaciones,contrareferidos,2022-10-01,15,29,15,29,44
TARIJA,internaciones,contrareferidos,2022-10-01,293,596,293,596,889
TRINIDAD,internaciones,contrareferidos,2022-10-01,10,9,10,9,19
TUPIZA,internaciones,contrareferidos,2022-10-01,59,146,59,146,205
UYUNI,internaciones,contrareferidos,2022-10-01,0,1,0,1,1
VALLEGRANDE,internaciones,contrareferidos,2022-10-01,5,1,5,1,6
VIACHA,internaciones,contrareferidos,2022-10-01,1,0,1,0,1
VILLA MONTES,internaciones,contrareferidos,2022-10-01,8,14,8,14,22
VILLA TUNARI,internaciones,contrareferidos,2022-10-01,25,73,25,73,98
VILLAZON,internaciones,contrareferidos,2022-10-01,4,1,4,1,5
WARNES,internaciones,contrareferidos,2022-10-01,28,119,28,119,147
YACUIBA,internaciones,contrareferidos,2022-10-01,128,248,128,248,376
ACHACACHI,internaciones,contrareferidos,2022-11-01,1,2,1,2,3
AIQUILE,internaciones,contrareferidos,2022-11-01,2,13,2,13,15
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2022-11-01,9,24,9,24,33
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2022-11-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2022-11-01,64,102,64,102,166
CAMARGO,internaciones,contrareferidos,2022-11-01,11,20,11,20,31
CAMIRI,internaciones,contrareferidos,2022-11-01,0,87,0,87,87
CARANAVI,internaciones,contrareferidos,2022-11-01,10,49,10,49,59
CHALLAPATA,internaciones,contrareferidos,2022-11-01,1,9,1,9,10
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2022-11-01,7,3,7,3,10
CLIZA,internaciones,contrareferidos,2022-11-01,0,1,0,1,1
COBIJA,internaciones,contrareferidos,2022-11-01,86,134,86,134,220
COCHABAMBA,internaciones,contrareferidos,2022-11-01,386,1002,386,1002,1388
COLCAPIRHUA,internaciones,contrareferidos,2022-11-01,3,28,3,28,31
COMARAPA,internaciones,contrareferidos,2022-11-01,1,3,1,3,4
COROICO,internaciones,contrareferidos,2022-11-01,16,30,16,30,46
COTOCA,internaciones,contrareferidos,2022-11-01,0,13,0,13,13
EL ALTO,internaciones,contrareferidos,2022-11-01,189,380,189,380,569
EL PUENTE(STC),internaciones,contrareferidos,2022-11-01,2,2,2,2,4
EL TORNO,internaciones,contrareferidos,2022-11-01,2,3,2,3,5
ESCOMA,internaciones,contrareferidos,2022-11-01,4,14,4,14,18
HUANUNI,internaciones,contrareferidos,2022-11-01,2,15,2,15,17
LA PAZ,internaciones,contrareferidos,2022-11-01,155,971,155,971,1126
MAGDALENA,internaciones,contrareferidos,2022-11-01,0,3,0,3,3
MAIRANA,internaciones,contrareferidos,2022-11-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2022-11-01,12,29,12,29,41
MONTERO,internaciones,contrareferidos,2022-11-01,117,349,117,349,466
ORURO,internaciones,contrareferidos,2022-11-01,62,539,62,539,601
PADILLA,internaciones,contrareferidos,2022-11-01,7,16,7,16,23
POTOSI,internaciones,contrareferidos,2022-11-01,208,717,208,717,925
PUERTO VILLARROEL,internaciones,contrareferidos,2022-11-01,70,180,70,180,250
PUNATA,internaciones,contrareferidos,2022-11-01,108,206,108,206,314
QUILLACOLLO,internaciones,contrareferidos,2022-11-01,10,46,10,46,56
RIBERALTA,internaciones,contrareferidos,2022-11-01,50,45,50,45,95
SACABA,internaciones,contrareferidos,2022-11-01,1,87,1,87,88
SAN ANDRES,internaciones,contrareferidos,2022-11-01,9,6,9,6,15
SAN BUENA VENTURA,internaciones,contrareferidos,2022-11-01,3,10,3,10,13
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2022-11-01,11,15,11,15,26
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2022-11-01,257,1693,257,1693,1950
SUCRE,internaciones,contrareferidos,2022-11-01,356,664,356,664,1020
TARABUCO,internaciones,contrareferidos,2022-11-01,17,24,17,24,41
TARIJA,internaciones,contrareferidos,2022-11-01,156,356,156,356,512
TRINIDAD,internaciones,contrareferidos,2022-11-01,9,14,9,14,23
TUPIZA,internaciones,contrareferidos,2022-11-01,20,60,20,60,80
VALLEGRANDE,internaciones,contrareferidos,2022-11-01,5,4,5,4,9
VILLA MONTES,internaciones,contrareferidos,2022-11-01,5,25,5,25,30
VILLA TUNARI,internaciones,contrareferidos,2022-11-01,16,49,16,49,65
VILLAZON,internaciones,contrareferidos,2022-11-01,5,11,5,11,16
WARNES,internaciones,contrareferidos,2022-11-01,15,126,15,126,141
YACUIBA,internaciones,contrareferidos,2022-11-01,115,252,115,252,367
ACHACACHI,internaciones,contrareferidos,2022-12-01,0,4,0,4,4
AIQUILE,internaciones,contrareferidos,2022-12-01,2,6,2,6,8
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2022-12-01,5,17,5,17,22
BERMEJO,internaciones,contrareferidos,2022-12-01,72,99,72,99,171
CAMARGO,internaciones,contrareferidos,2022-12-01,9,21,9,21,30
CARANAVI,internaciones,contrareferidos,2022-12-01,9,58,9,58,67
CHALLAPATA,internaciones,contrareferidos,2022-12-01,0,5,0,5,5
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2022-12-01,5,7,5,7,12
CLIZA,internaciones,contrareferidos,2022-12-01,0,2,0,2,2
COBIJA,internaciones,contrareferidos,2022-12-01,69,124,69,124,193
COCHABAMBA,internaciones,contrareferidos,2022-12-01,361,1104,361,1104,1465
COLCAPIRHUA,internaciones,contrareferidos,2022-12-01,4,14,4,14,18
COROICO,internaciones,contrareferidos,2022-12-01,16,21,16,21,37
EL ALTO,internaciones,contrareferidos,2022-12-01,228,495,228,495,723
EL PUENTE(STC),internaciones,contrareferidos,2022-12-01,1,1,1,1,2
EL TORNO,internaciones,contrareferidos,2022-12-01,1,1,1,1,2
ESCOMA,internaciones,contrareferidos,2022-12-01,2,11,2,11,13
GUAYARAMERIN,internaciones,contrareferidos,2022-12-01,44,172,44,172,216
HUANUNI,internaciones,contrareferidos,2022-12-01,3,26,3,26,29
LA GUARDIA,internaciones,contrareferidos,2022-12-01,1,0,1,0,1
LA PAZ,internaciones,contrareferidos,2022-12-01,140,951,140,951,1091
MAIRANA,internaciones,contrareferidos,2022-12-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2022-12-01,14,18,14,18,32
MONTERO,internaciones,contrareferidos,2022-12-01,149,369,149,369,518
ORURO,internaciones,contrareferidos,2022-12-01,41,516,41,516,557
PADILLA,internaciones,contrareferidos,2022-12-01,14,36,14,36,50
POTOSI,internaciones,contrareferidos,2022-12-01,161,450,161,450,611
PUERTO SUAREZ,internaciones,contrareferidos,2022-12-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,contrareferidos,2022-12-01,79,227,79,227,306
PUNATA,internaciones,contrareferidos,2022-12-01,117,243,117,243,360
QUILLACOLLO,internaciones,contrareferidos,2022-12-01,23,57,23,57,80
RIBERALTA,internaciones,contrareferidos,2022-12-01,57,59,57,59,116
SACABA,internaciones,contrareferidos,2022-12-01,0,104,0,104,104
SAN BUENA VENTURA,internaciones,contrareferidos,2022-12-01,0,19,0,19,19
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2022-12-01,10,12,10,12,22
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2022-12-01,309,1993,309,1993,2302
SUCRE,internaciones,contrareferidos,2022-12-01,460,770,460,770,1230
TARABUCO,internaciones,contrareferidos,2022-12-01,19,25,19,25,44
TARIJA,internaciones,contrareferidos,2022-12-01,244,483,244,483,727
TOTORA(CBBA),internaciones,contrareferidos,2022-12-01,0,1,0,1,1
TRINIDAD,internaciones,contrareferidos,2022-12-01,35,39,35,39,74
TUPIZA,internaciones,contrareferidos,2022-12-01,15,50,15,50,65
UYUNI,internaciones,contrareferidos,2022-12-01,1,0,1,0,1
VALLEGRANDE,internaciones,contrareferidos,2022-12-01,1,6,1,6,7
VILLA MONTES,internaciones,contrareferidos,2022-12-01,9,19,9,19,28
VILLA TUNARI,internaciones,contrareferidos,2022-12-01,11,71,11,71,82
VILLAZON,internaciones,contrareferidos,2022-12-01,4,4,4,4,8
WARNES,internaciones,contrareferidos,2022-12-01,32,32,32,32,64
YACUIBA,internaciones,contrareferidos,2022-12-01,135,266,135,266,401
