,group,variable,month,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,8,11,8,11,19
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,4,3,4,3,7
ORURO,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,11,16,11,16,27
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,1,1,1,2
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,1,1,1,2
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,3,2,3,2,5
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,13,6,13,6,19
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,0,1,0,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,2,0,2,0,2
REYES,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,4,5,4,5,9
SACABA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,3,1,3,1,4
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,2,6,2,6,8
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,44,35,44,35,79
SORATA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,0,0,0,0,0
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,17,14,17,14,31
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,14,7,14,7,21
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,10,7,10,7,17
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,2,2,2,2,4
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,3,1,3,1,4
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,6,1,6,1,7
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2019-06-01,1,0,1,0,1
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,0,0,0,0,0
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,0,1,0,1
AZURDUY,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,3,1,3,4
CAJUATA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,2,4,2,4,6
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,0,1,0,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,4,2,4,2,6
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,46,32,46,32,78
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,9,6,9,6,15
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,3,2,3,2,5
ESCOMA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,0,0,0,0,0
GUANAY,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,4,2,4,2,6
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,26,20,26,20,46
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,0,2,0,2,2
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,2,0,2,0,2
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,3,3,3,3,6
ORURO,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,10,13,10,13,23
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,2,1,2,3
PORVENIR,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,0,2,0,2,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,9,10,9,10,19
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,1,1,1,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,1,1,1,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,3,4,3,4,7
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,1,1,1,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,0,1,0,1,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,0,1,0,1,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,3,0,3,0,3
SAN JOAQUIN,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,0,1,0,1
SAN RAMON BENI,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,43,44,43,44,87
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,18,26,18,26,44
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,20,11,20,11,31
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,5,8,5,8,13
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,0,1,0,1,1
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,2,2,2,2,4
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,3,2,3,2,5
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,0,0,0,0,0
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,1,3,1,3,4
WARNES,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,5,8,5,8,13
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2019-07-01,0,1,0,1,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,0,1,0,1
BAURES,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,0,1,0,1,1
CAJUATA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,1,1,1,2
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,0,1,0,1
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,0,1,0,1,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,1,1,1,2
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,1,1,1,2
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,37,28,37,28,65
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,13,9,13,9,22
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,3,2,3,2,5
IXIAMAS,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,0,1,0,1
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,38,40,38,40,78
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,0,2,0,2,2
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,4,3,4,3,7
ORURO,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,8,9,8,9,17
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,1,1,1,2
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,1,1,1,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,8,5,8,5,13
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,0,2,0,2,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,1,1,1,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,2,0,2,0,2
REYES,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,5,3,5,3,8
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,2,1,2,3
SACABA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,4,1,4,1,5
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,62,105,62,105,167
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,2,0,2,0,2
SOPACHUY,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,1,1,1,2
SORATA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,0,0,0,0,0
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,11,13,11,13,24
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,20,14,20,14,34
TIAHUANACU,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,0,1,0,1,1
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,5,6,5,6,11
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,2,1,2,3
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 hrs.,2019-08-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,3,1,3,1,4
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,6,1,6,1,7
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2019-08-01,0,2,0,2,2
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,0,0,0,0,0
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2019-09-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,3,0,3,0,3
BUENA VISTA,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,3,1,3,4
CAPINOTA,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,2,1,2,3
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,0,1,0,1
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,35,26,35,26,61
COROICO,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,12,11,12,11,23
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,3,1,3,1,4
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,35,44,35,44,79
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,0,1,0,1
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,4,1,4,1,5
ORURO,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,16,16,16,16,32
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,4,1,4,1,5
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,8,5,8,5,13
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,2,1,2,3
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,2,1,2,1,3
REYES,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,6,6,6,6,12
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,1,1,1,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,0,1,0,1,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,0,1,0,1,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,0,1,0,1,1
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 hrs.,2019-09-01,2,0,2,0,2
SAN LUCAS,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,0,1,0,1
SAN RAMON BENI,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,58,45,58,45,103
SORATA,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,0,1,0,1,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,16,21,16,21,37
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,0,1,0,1,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,8,11,8,11,19
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,5,6,5,6,11
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,2,1,2,1,3
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,1,1,1,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,5,2,5,2,7
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,2,2,2,2,4
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2019-09-01,1,7,1,7,8
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2019-10-01,0,0,0,0,0
BAURES,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,2,0,2,0,2
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,2,1,2,3
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,0,1,0,1
CAMATAQUI (C. VILLA ABECIA),internaciones,fallecidos antes de las 48 hrs.,2019-10-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,1,1,1,2
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,0,1,0,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,1,1,1,2
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,4,2,4,2,6
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,22,26,22,26,48
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,11,10,11,10,21
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,4,1,4,1,5
GUANAY,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,2,2,2,2,4
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,0,1,0,1,1
HUACARETA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 hrs.,2019-10-01,0,2,0,2,2
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,20,17,20,17,37
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,1,1,1,2
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,0,1,0,1
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,5,0,5,0,5
ORURO,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,6,13,6,13,19
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,4,3,4,3,7
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,14,10,14,10,24
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,2,1,2,3
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,3,4,3,4,7
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,0,3,0,3,3
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,2,4,2,4,6
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,49,36,49,36,85
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,8,10,8,10,18
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,0,0,0,0,0
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,8,18,8,18,26
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,8,4,8,4,12
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,2,0,2,0,2
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,3,0,3,0,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,0,3,0,3,3
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2019-10-01,1,0,1,0,1
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,1,0,1,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,6,0,6,0,6
AUCAPATA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,0,1,0,1
AYATA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,3,2,3,2,5
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,3,0,3,3
CAPINOTA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,1,0,1,1
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,47,37,47,37,84
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,11,6,11,6,17
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,1,1,1,2
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,32,38,32,38,70
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,1,0,1,1
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,46,7,46,7,53
ORURO,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,13,12,13,12,25
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,1,1,1,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,10,23,10,23,33
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,2,1,2,3
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,2,0,2,2
REYES,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,6,2,6,2,8
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,1,1,1,2
SACABA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,0,1,0,1
SAMAIPATA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,2,3,2,3,5
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,1,1,1,2
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,55,39,55,39,94
SORATA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,1,0,1,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,12,26,12,26,38
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,0,0,0,0
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,12,15,12,15,27
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,9,2,9,2,11
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,3,1,3,4
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,1,2,1,2,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,2,0,2,0,2
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,2,0,2,0,2
WARNES,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2019-11-01,19,4,19,4,23
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2019-12-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2019-12-01,0,0,0,0,0
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2019-12-01,0,0,0,0,0
BAURES,internaciones,fallecidos antes de las 48 hrs.,2019-12-01,2,0,2,0,2
