,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
PORONGO,internaciones,egresos,2019-02-01,5,14,5,14,19
PORTACHUELO,internaciones,egresos,2019-02-01,46,107,46,107,153
PORVENIR,internaciones,egresos,2019-02-01,2,1,2,1,3
POSTRER VALLE,internaciones,egresos,2019-02-01,2,1,2,1,3
POTOSI,internaciones,egresos,2019-02-01,750,1344,750,1344,2094
PRESTO,internaciones,egresos,2019-02-01,5,12,5,12,17
PUCARANI,internaciones,egresos,2019-02-01,0,3,0,3,3
PUERTO ACOSTA,internaciones,egresos,2019-02-01,0,1,0,1,1
PUERTO CARABUCO,internaciones,egresos,2019-02-01,0,3,0,3,3
PUERTO GONZALO MORENO,internaciones,egresos,2019-02-01,0,5,0,5,5
PUERTO QUIJARRO,internaciones,egresos,2019-02-01,4,2,4,2,6
PUERTO RICO,internaciones,egresos,2019-02-01,4,14,4,14,18
PUERTO SILES,internaciones,egresos,2019-02-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,egresos,2019-02-01,18,84,18,84,102
PUERTO VILLARROEL,internaciones,egresos,2019-02-01,76,223,76,223,299
PUNATA,internaciones,egresos,2019-02-01,76,199,76,199,275
QUIABAYA,internaciones,egresos,2019-02-01,0,2,0,2,2
QUILLACOLLO,internaciones,egresos,2019-02-01,71,354,71,354,425
QUIME,internaciones,egresos,2019-02-01,0,5,0,5,5
RAQAYPAMPA(ETA),internaciones,egresos,2019-02-01,1,2,1,2,3
REYES,internaciones,egresos,2019-02-01,9,25,9,25,34
RIBERALTA,internaciones,egresos,2019-02-01,189,589,189,589,778
ROBORE,internaciones,egresos,2019-02-01,39,59,39,59,98
RURRENABAQUE,internaciones,egresos,2019-02-01,40,68,40,68,108
SACABA,internaciones,egresos,2019-02-01,117,570,117,570,687
SACABAMBA,internaciones,egresos,2019-02-01,0,6,0,6,6
SAIPINA,internaciones,egresos,2019-02-01,5,4,5,4,9
SALINAS DE GARCI MENDOZA,internaciones,egresos,2019-02-01,2,7,2,7,9
SAMAIPATA,internaciones,egresos,2019-02-01,0,7,0,7,7
SAN ANDRES,internaciones,egresos,2019-02-01,0,7,0,7,7
SAN ANTONIO DE LOMERIO,internaciones,egresos,2019-02-01,5,14,5,14,19
SAN BENITO,internaciones,egresos,2019-02-01,0,2,0,2,2
SAN BORJA,internaciones,egresos,2019-02-01,51,117,51,117,168
SAN BUENA VENTURA,internaciones,egresos,2019-02-01,26,51,26,51,77
SAN CARLOS,internaciones,egresos,2019-02-01,0,5,0,5,5
SAN IGNACIO,internaciones,egresos,2019-02-01,21,63,21,63,84
SAN IGNACIO DE VELASCO,internaciones,egresos,2019-02-01,110,247,110,247,357
SAN JAVIER(STC),internaciones,egresos,2019-02-01,14,41,14,41,55
SAN JOAQUIN,internaciones,egresos,2019-02-01,19,40,19,40,59
SAN JOSE DE CHIQUITOS,internaciones,egresos,2019-02-01,74,139,74,139,213
SAN JUAN DE YAPACANI,internaciones,egresos,2019-02-01,0,4,0,4,4
SAN JULIAN,internaciones,egresos,2019-02-01,78,132,78,132,210
SAN LORENZO(TJA),internaciones,egresos,2019-02-01,0,5,0,5,5
SAN LUCAS,internaciones,egresos,2019-02-01,9,41,9,41,50
SAN MATIAS,internaciones,egresos,2019-02-01,15,43,15,43,58
SAN MIGUEL DE VELASCO,internaciones,egresos,2019-02-01,6,29,6,29,35
SAN PEDRO,internaciones,egresos,2019-02-01,6,11,6,11,17
SAN PEDRO DE CURAHUARA,internaciones,egresos,2019-02-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,internaciones,egresos,2019-02-01,0,1,0,1,1
SAN RAFAEL,internaciones,egresos,2019-02-01,6,8,6,8,14
SAN RAMON BENI,internaciones,egresos,2019-02-01,9,22,9,22,31
SAN RAMON SCZ,internaciones,egresos,2019-02-01,10,27,10,27,37
SANTA ANA,internaciones,egresos,2019-02-01,16,62,16,62,78
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2019-02-01,4267,7898,4267,7898,12165
SANTA ROSA,internaciones,egresos,2019-02-01,17,45,17,45,62
SANTA ROSA DEL SARA,internaciones,egresos,2019-02-01,31,45,31,45,76
SANTIAGO DE HUATA,internaciones,egresos,2019-02-01,2,2,2,2,4
SANTIVAÑES,internaciones,egresos,2019-02-01,0,2,0,2,2
SAPAHAQUI,internaciones,egresos,2019-02-01,0,4,0,4,4
SENA,internaciones,egresos,2019-02-01,1,9,1,9,10
SHINAOTA,internaciones,egresos,2019-02-01,13,49,13,49,62
SICA SICA (VILLA AROMA),internaciones,egresos,2019-02-01,0,11,0,11,11
SIPE SIPE,internaciones,egresos,2019-02-01,0,24,0,24,24
SOPACHUY,internaciones,egresos,2019-02-01,7,21,7,21,28
SORATA,internaciones,egresos,2019-02-01,2,10,2,10,12
SUCRE,internaciones,egresos,2019-02-01,1199,2120,1199,2120,3319
TACACOMA,internaciones,egresos,2019-02-01,0,1,0,1,1
TACOPAYA,internaciones,egresos,2019-02-01,1,6,1,6,7
TAPACARI,internaciones,egresos,2019-02-01,1,5,1,5,6
TARABUCO,internaciones,egresos,2019-02-01,46,88,46,88,134
TARACO,internaciones,egresos,2019-02-01,0,1,0,1,1
TARIJA,internaciones,egresos,2019-02-01,690,1577,690,1577,2267
TARVITA,internaciones,egresos,2019-02-01,4,20,4,20,24
TEOPONTE,internaciones,egresos,2019-02-01,0,15,0,15,15
TIAHUANACU,internaciones,egresos,2019-02-01,1,8,1,8,9
TIPUANI,internaciones,egresos,2019-02-01,1,5,1,5,6
TIQUIPAYA,internaciones,egresos,2019-02-01,12,117,12,117,129
TIRAQUE (CBBA),internaciones,egresos,2019-02-01,0,16,0,16,16
TOCO,internaciones,egresos,2019-02-01,0,5,0,5,5
TOLATA,internaciones,egresos,2019-02-01,0,2,0,2,2
TOMAVE,internaciones,egresos,2019-02-01,0,9,0,9,9
TOMINA,internaciones,egresos,2019-02-01,1,4,1,4,5
TORO TORO,internaciones,egresos,2019-02-01,0,7,0,7,7
TOTORA(CBBA),internaciones,egresos,2019-02-01,9,36,9,36,45
TOTORA(ORR),internaciones,egresos,2019-02-01,0,2,0,2,2
TRIGAL,internaciones,egresos,2019-02-01,2,3,2,3,5
TRINIDAD,internaciones,egresos,2019-02-01,338,791,338,791,1129
TUPIZA,internaciones,egresos,2019-02-01,87,202,87,202,289
UMALA,internaciones,egresos,2019-02-01,0,1,0,1,1
UNCIA,internaciones,egresos,2019-02-01,0,9,0,9,9
URUBICHA,internaciones,egresos,2019-02-01,9,8,9,8,17
UYUNI,internaciones,egresos,2019-02-01,37,119,37,119,156
VACAS,internaciones,egresos,2019-02-01,0,2,0,2,2
VALLEGRANDE,internaciones,egresos,2019-02-01,44,105,44,105,149
VIACHA,internaciones,egresos,2019-02-01,29,124,29,124,153
VILA VILA,internaciones,egresos,2019-02-01,0,2,0,2,2
VILLA CHARCAS,internaciones,egresos,2019-02-01,0,12,0,12,12
VILLA MONTES,internaciones,egresos,2019-02-01,42,129,42,129,171
VILLA RIVERO,internaciones,egresos,2019-02-01,0,2,0,2,2
VILLA TUNARI,internaciones,egresos,2019-02-01,80,173,80,173,253
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2019-02-01,9,19,9,19,28
VILLAZON,internaciones,egresos,2019-02-01,41,140,41,140,181
VINTO,internaciones,egresos,2019-02-01,25,73,25,73,98
VITICHI,internaciones,egresos,2019-02-01,0,1,0,1,1
WARNES,internaciones,egresos,2019-02-01,31,169,31,169,200
YACUIBA,internaciones,egresos,2019-02-01,271,496,271,496,767
YAMPARAEZ,internaciones,egresos,2019-02-01,0,4,0,4,4
YAPACANI,internaciones,egresos,2019-02-01,246,87,246,87,333
YOTALA,internaciones,egresos,2019-02-01,2,3,2,3,5
YUNCHARA,internaciones,egresos,2019-02-01,1,1,1,1,2
ZUDAÑEZ,internaciones,egresos,2019-02-01,7,11,7,11,18
ACACIO,internaciones,egresos,2019-03-01,0,6,0,6,6
ACHACACHI,internaciones,egresos,2019-03-01,3,31,3,31,34
ACHOCALLA,internaciones,egresos,2019-03-01,0,2,0,2,2
AIQUILE,internaciones,egresos,2019-03-01,19,57,19,57,76
ALALAY,internaciones,egresos,2019-03-01,0,2,0,2,2
ALTO BENI,internaciones,egresos,2019-03-01,0,4,0,4,4
ANCORAIMES,internaciones,egresos,2019-03-01,0,1,0,1,1
ANZALDO,internaciones,egresos,2019-03-01,5,10,5,10,15
APOLO,internaciones,egresos,2019-03-01,1,21,1,21,22
ARANI,internaciones,egresos,2019-03-01,0,3,0,3,3
ARBIETO,internaciones,egresos,2019-03-01,0,4,0,4,4
ARQUE,internaciones,egresos,2019-03-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,egresos,2019-03-01,55,132,55,132,187
ATOCHA,internaciones,egresos,2019-03-01,16,21,16,21,37
AUCAPATA,internaciones,egresos,2019-03-01,0,1,0,1,1
AYO AYO,internaciones,egresos,2019-03-01,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2019-03-01,12,33,12,33,45
AZURDUY,internaciones,egresos,2019-03-01,7,19,7,19,26
BATALLAS,internaciones,egresos,2019-03-01,0,2,0,2,2
BAURES,internaciones,egresos,2019-03-01,7,12,7,12,19
BELLA FLOR,internaciones,egresos,2019-03-01,0,1,0,1,1
BERMEJO,internaciones,egresos,2019-03-01,110,229,110,229,339
BETANZOS,internaciones,egresos,2019-03-01,0,16,0,16,16
BOLIVAR,internaciones,egresos,2019-03-01,1,0,1,0,1
BOYUIBE,internaciones,egresos,2019-03-01,4,10,4,10,14
BUENA VISTA,internaciones,egresos,2019-03-01,11,29,11,29,40
CABEZAS,internaciones,egresos,2019-03-01,4,17,4,17,21
CAIROMA,internaciones,egresos,2019-03-01,0,1,0,1,1
"CAIZA ""D""",internaciones,egresos,2019-03-01,0,1,0,1,1
CAJUATA,internaciones,egresos,2019-03-01,0,9,0,9,9
CALAMARCA,internaciones,egresos,2019-03-01,0,5,0,5,5
CAMARGO,internaciones,egresos,2019-03-01,34,73,34,73,107
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2019-03-01,1,3,1,3,4
CAMIRI,internaciones,egresos,2019-03-01,145,345,145,345,490
CAPINOTA,internaciones,egresos,2019-03-01,10,39,10,39,49
CARACOLLO,internaciones,egresos,2019-03-01,0,8,0,8,8
CARANAVI,internaciones,egresos,2019-03-01,31,186,31,186,217
CARMEN RIVERO TORREZ,internaciones,egresos,2019-03-01,5,18,5,18,23
CHALLAPATA,internaciones,egresos,2019-03-01,30,102,30,102,132
CHAQUI,internaciones,egresos,2019-03-01,0,3,0,3,3
CHARAGUA,internaciones,egresos,2019-03-01,49,103,49,103,152
CHAYANTA,internaciones,egresos,2019-03-01,0,8,0,8,8
CHIMORE,internaciones,egresos,2019-03-01,13,34,13,34,47
CHUA COCANI,internaciones,egresos,2019-03-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2019-03-01,49,93,49,93,142
CHUMA,internaciones,egresos,2019-03-01,3,6,3,6,9
CKOCHAS,internaciones,egresos,2019-03-01,2,8,2,8,10
CLIZA,internaciones,egresos,2019-03-01,12,48,12,48,60
COBIJA,internaciones,egresos,2019-03-01,240,519,240,519,759
COCAPATA,internaciones,egresos,2019-03-01,0,6,0,6,6
COCHABAMBA,internaciones,egresos,2019-03-01,3116,5494,3116,5494,8610
COLCAPIRHUA,internaciones,egresos,2019-03-01,25,113,25,113,138
"COLCHA ""K""",internaciones,egresos,2019-03-01,0,2,0,2,2
COLOMI,internaciones,egresos,2019-03-01,0,23,0,23,23
COLPA BELGICA,internaciones,egresos,2019-03-01,7,14,7,14,21
COLQUECHACA,internaciones,egresos,2019-03-01,1,12,1,12,13
COLQUENCHA,internaciones,egresos,2019-03-01,0,9,0,9,9
COLQUIRI,internaciones,egresos,2019-03-01,1,3,1,3,4
COMARAPA,internaciones,egresos,2019-03-01,5,73,5,73,78
CONCEPCION,internaciones,egresos,2019-03-01,10,65,10,65,75
COPACABANA,internaciones,egresos,2019-03-01,0,7,0,7,7
CORIPATA,internaciones,egresos,2019-03-01,0,8,0,8,8
CORO CORO,internaciones,egresos,2019-03-01,0,1,0,1,1
COROICO,internaciones,egresos,2019-03-01,22,51,22,51,73
COTAGAITA,internaciones,egresos,2019-03-01,4,11,4,11,15
COTOCA,internaciones,egresos,2019-03-01,62,166,62,166,228
CUATRO CAÑADAS,internaciones,egresos,2019-03-01,13,20,13,20,33
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2019-03-01,0,1,0,1,1
CUEVO,internaciones,egresos,2019-03-01,2,5,2,5,7
CULPINA,internaciones,egresos,2019-03-01,8,42,8,42,50
CURVA,internaciones,egresos,2019-03-01,0,2,0,2,2
DESAGUADERO,internaciones,egresos,2019-03-01,0,3,0,3,3
EL ALTO,internaciones,egresos,2019-03-01,1001,2771,1001,2771,3772
EL PUENTE(STC),internaciones,egresos,2019-03-01,5,7,5,7,12
EL PUENTE(TJA),internaciones,egresos,2019-03-01,0,1,0,1,1
EL TORNO,internaciones,egresos,2019-03-01,228,359,228,359,587
EL VILLAR,internaciones,egresos,2019-03-01,0,4,0,4,4
ENTRE RIOS TRJ,internaciones,egresos,2019-03-01,6,13,6,13,19
ENTRE RIOS CBBA,internaciones,egresos,2019-03-01,2,42,2,42,44
ESCOMA,internaciones,egresos,2019-03-01,2,24,2,24,26
EUCALIPTUS,internaciones,egresos,2019-03-01,0,3,0,3,3
EXALTACION,internaciones,egresos,2019-03-01,1,5,1,5,6
FERNANDEZ ALONSO,internaciones,egresos,2019-03-01,2,10,2,10,12
FILADELFIA,internaciones,egresos,2019-03-01,5,2,5,2,7
GENERAL SAAVEDRA,internaciones,egresos,2019-03-01,11,28,11,28,39
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2019-03-01,0,3,0,3,3
GUANAY,internaciones,egresos,2019-03-01,14,39,14,39,53
GUAQUI,internaciones,egresos,2019-03-01,0,3,0,3,3
GUAYARAMERIN,internaciones,egresos,2019-03-01,135,288,135,288,423
GUTIERREZ,internaciones,egresos,2019-03-01,20,47,20,47,67
HUACARETA,internaciones,egresos,2019-03-01,7,17,7,17,24
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2019-03-01,0,1,0,1,1
HUACHACALLA,internaciones,egresos,2019-03-01,0,1,0,1,1
HUANUNI,internaciones,egresos,2019-03-01,64,107,64,107,171
HUARACAJE,internaciones,egresos,2019-03-01,4,13,4,13,17
HUAYLLAMARCA,internaciones,egresos,2019-03-01,0,6,0,6,6
ICHOCA,internaciones,egresos,2019-03-01,0,2,0,2,2
ICLA,internaciones,egresos,2019-03-01,0,4,0,4,4
INCAHUASI,internaciones,egresos,2019-03-01,1,11,1,11,12
INQUISIVI,internaciones,egresos,2019-03-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,egresos,2019-03-01,17,15,17,15,32
IXIAMAS,internaciones,egresos,2019-03-01,10,18,10,18,28
JESUS DE MACHACA,internaciones,egresos,2019-03-01,0,4,0,4,4
LA ASUNTA,internaciones,egresos,2019-03-01,6,67,6,67,73
LA GUARDIA,internaciones,egresos,2019-03-01,44,119,44,119,163
LA PAZ,internaciones,egresos,2019-03-01,2861,5157,2861,5157,8018
LAGUNILLAS,internaciones,egresos,2019-03-01,2,5,2,5,7
LAJA,internaciones,egresos,2019-03-01,0,2,0,2,2
LAS CARRERAS,internaciones,egresos,2019-03-01,0,2,0,2,2
LLALLAGUA,internaciones,egresos,2019-03-01,82,175,82,175,257
LLICA,internaciones,egresos,2019-03-01,0,2,0,2,2
LURIBAY,internaciones,egresos,2019-03-01,1,1,1,1,2
MACHACAMARCA,internaciones,egresos,2019-03-01,0,2,0,2,2
MACHARETI,internaciones,egresos,2019-03-01,8,13,8,13,21
MAGDALENA,internaciones,egresos,2019-03-01,14,66,14,66,80
MAIRANA,internaciones,egresos,2019-03-01,2,37,2,37,39
MAPIRI,internaciones,egresos,2019-03-01,6,55,6,55,61
MINEROS,internaciones,egresos,2019-03-01,2,14,2,14,16
MIZQUE,internaciones,egresos,2019-03-01,12,53,12,53,65
MOCOMOCO,internaciones,egresos,2019-03-01,0,1,0,1,1
MOJOCOYA,internaciones,egresos,2019-03-01,0,2,0,2,2
MONTEAGUDO,internaciones,egresos,2019-03-01,69,125,69,125,194
MONTERO,internaciones,egresos,2019-03-01,363,637,363,637,1000
MOROCHATA,internaciones,egresos,2019-03-01,0,7,0,7,7
OCURI,internaciones,egresos,2019-03-01,0,9,0,9,9
OMEREQUE,internaciones,egresos,2019-03-01,5,10,5,10,15
ORURO,internaciones,egresos,2019-03-01,915,1889,915,1889,2804
PADILLA,internaciones,egresos,2019-03-01,46,58,46,58,104
PAILON,internaciones,egresos,2019-03-01,17,93,17,93,110
PALCA,internaciones,egresos,2019-03-01,0,2,0,2,2
PALOS BLANCOS,internaciones,egresos,2019-03-01,15,54,15,54,69
PAMPA AULLAGAS,internaciones,egresos,2019-03-01,0,1,0,1,1
PAMPA GRANDE,internaciones,egresos,2019-03-01,0,8,0,8,8
PAPEL PAMPA,internaciones,egresos,2019-03-01,0,2,0,2,2
PASORAPA,internaciones,egresos,2019-03-01,3,1,3,1,4
PATACAMAYA,internaciones,egresos,2019-03-01,7,40,7,40,47
PELECHUCO,internaciones,egresos,2019-03-01,0,1,0,1,1
POCOATA,internaciones,egresos,2019-03-01,0,9,0,9,9
POCONA,internaciones,egresos,2019-03-01,0,14,0,14,14
POJO (CBBA),internaciones,egresos,2019-03-01,1,10,1,10,11
PORCO,internaciones,egresos,2019-03-01,2,9,2,9,11
POROMA,internaciones,egresos,2019-03-01,0,5,0,5,5
PORONGO,internaciones,egresos,2019-03-01,11,13,11,13,24
PORTACHUELO,internaciones,egresos,2019-03-01,63,129,63,129,192
POSTRER VALLE,internaciones,egresos,2019-03-01,5,6,5,6,11
POTOSI,internaciones,egresos,2019-03-01,759,1530,759,1530,2289
PRESTO,internaciones,egresos,2019-03-01,4,7,4,7,11
PUCARANI,internaciones,egresos,2019-03-01,0,6,0,6,6
PUERTO CARABUCO,internaciones,egresos,2019-03-01,0,4,0,4,4
PUERTO GONZALO MORENO,internaciones,egresos,2019-03-01,3,5,3,5,8
PUERTO QUIJARRO,internaciones,egresos,2019-03-01,13,19,13,19,32
PUERTO RICO,internaciones,egresos,2019-03-01,2,17,2,17,19
PUERTO SILES,internaciones,egresos,2019-03-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,egresos,2019-03-01,30,72,30,72,102
PUERTO VILLARROEL,internaciones,egresos,2019-03-01,81,270,81,270,351
PUNA,internaciones,egresos,2019-03-01,0,4,0,4,4
PUNATA,internaciones,egresos,2019-03-01,91,175,91,175,266
QUIABAYA,internaciones,egresos,2019-03-01,0,3,0,3,3
QUILLACOLLO,internaciones,egresos,2019-03-01,78,417,78,417,495
QUIME,internaciones,egresos,2019-03-01,0,3,0,3,3
QUIRUSILLAS,internaciones,egresos,2019-03-01,1,0,1,0,1
RAQAYPAMPA(ETA),internaciones,egresos,2019-03-01,0,5,0,5,5
RAVELO,internaciones,egresos,2019-03-01,0,6,0,6,6
REYES,internaciones,egresos,2019-03-01,8,30,8,30,38
RIBERALTA,internaciones,egresos,2019-03-01,212,669,212,669,881
ROBORE,internaciones,egresos,2019-03-01,51,76,51,76,127
RURRENABAQUE,internaciones,egresos,2019-03-01,28,104,28,104,132
SACABA,internaciones,egresos,2019-03-01,143,552,143,552,695
SACABAMBA,internaciones,egresos,2019-03-01,1,5,1,5,6
SACACA,internaciones,egresos,2019-03-01,1,7,1,7,8
SAIPINA,internaciones,egresos,2019-03-01,1,8,1,8,9
SALINAS DE GARCI MENDOZA,internaciones,egresos,2019-03-01,0,9,0,9,9
SAMAIPATA,internaciones,egresos,2019-03-01,1,7,1,7,8
SAN ANDRES,internaciones,egresos,2019-03-01,0,6,0,6,6
SAN ANTONIO DE LOMERIO,internaciones,egresos,2019-03-01,1,15,1,15,16
SAN BENITO,internaciones,egresos,2019-03-01,0,2,0,2,2
SAN BORJA,internaciones,egresos,2019-03-01,44,137,44,137,181
SAN BUENA VENTURA,internaciones,egresos,2019-03-01,30,47,30,47,77
SAN CARLOS,internaciones,egresos,2019-03-01,0,10,0,10,10
SAN IGNACIO,internaciones,egresos,2019-03-01,21,77,21,77,98
SAN IGNACIO DE VELASCO,internaciones,egresos,2019-03-01,118,270,118,270,388
SAN JAVIER(STC),internaciones,egresos,2019-03-01,13,43,13,43,56
SAN JOAQUIN,internaciones,egresos,2019-03-01,19,44,19,44,63
SAN JOSE DE CHIQUITOS,internaciones,egresos,2019-03-01,176,201,176,201,377
SAN JUAN DE YAPACANI,internaciones,egresos,2019-03-01,0,5,0,5,5
SAN JULIAN,internaciones,egresos,2019-03-01,96,186,96,186,282
SAN LORENZO(TJA),internaciones,egresos,2019-03-01,0,2,0,2,2
SAN LUCAS,internaciones,egresos,2019-03-01,9,49,9,49,58
SAN MATIAS,internaciones,egresos,2019-03-01,12,38,12,38,50
SAN MIGUEL DE VELASCO,internaciones,egresos,2019-03-01,9,28,9,28,37
SAN PEDRO,internaciones,egresos,2019-03-01,11,21,11,21,32
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2019-03-01,0,15,0,15,15
SAN PEDRO DE TIQUINA,internaciones,egresos,2019-03-01,0,2,0,2,2
SAN RAFAEL,internaciones,egresos,2019-03-01,11,13,11,13,24
SAN RAMON BENI,internaciones,egresos,2019-03-01,7,20,7,20,27
SAN RAMON SCZ,internaciones,egresos,2019-03-01,4,34,4,34,38
SANTA ANA,internaciones,egresos,2019-03-01,12,79,12,79,91
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2019-03-01,4439,8032,4439,8032,12471
SANTA ROSA,internaciones,egresos,2019-03-01,13,41,13,41,54
SANTA ROSA DEL SARA,internaciones,egresos,2019-03-01,36,52,36,52,88
SANTIAGO DE HUATA,internaciones,egresos,2019-03-01,0,4,0,4,4
SANTIAGO DE MACHACA,internaciones,egresos,2019-03-01,0,2,0,2,2
SANTIVAÑES,internaciones,egresos,2019-03-01,0,2,0,2,2
SAPAHAQUI,internaciones,egresos,2019-03-01,0,4,0,4,4
SENA,internaciones,egresos,2019-03-01,1,8,1,8,9
SHINAOTA,internaciones,egresos,2019-03-01,13,63,13,63,76
SICA SICA (VILLA AROMA),internaciones,egresos,2019-03-01,0,11,0,11,11
SIPE SIPE,internaciones,egresos,2019-03-01,0,43,0,43,43
SOPACHUY,internaciones,egresos,2019-03-01,8,19,8,19,27
SORACACHI,internaciones,egresos,2019-03-01,0,1,0,1,1
SORATA,internaciones,egresos,2019-03-01,2,10,2,10,12
SUCRE,internaciones,egresos,2019-03-01,1242,2331,1242,2331,3573
TACACOMA,internaciones,egresos,2019-03-01,0,5,0,5,5
TACOPAYA,internaciones,egresos,2019-03-01,4,7,4,7,11
TAPACARI,internaciones,egresos,2019-03-01,0,7,0,7,7
TARABUCO,internaciones,egresos,2019-03-01,55,88,55,88,143
TARACO,internaciones,egresos,2019-03-01,0,2,0,2,2
TARIJA,internaciones,egresos,2019-03-01,731,1579,731,1579,2310
TARVITA,internaciones,egresos,2019-03-01,4,16,4,16,20
TEOPONTE,internaciones,egresos,2019-03-01,0,11,0,11,11
TIAHUANACU,internaciones,egresos,2019-03-01,0,5,0,5,5
TIPUANI,internaciones,egresos,2019-03-01,1,7,1,7,8
TIQUIPAYA,internaciones,egresos,2019-03-01,19,82,19,82,101
TIRAQUE (CBBA),internaciones,egresos,2019-03-01,2,16,2,16,18
TOCO,internaciones,egresos,2019-03-01,0,2,0,2,2
TOLATA,internaciones,egresos,2019-03-01,0,2,0,2,2
TOLEDO,internaciones,egresos,2019-03-01,0,1,0,1,1
TOMAVE,internaciones,egresos,2019-03-01,3,11,3,11,14
TOMINA,internaciones,egresos,2019-03-01,0,6,0,6,6
TORO TORO,internaciones,egresos,2019-03-01,0,4,0,4,4
TOTORA(CBBA),internaciones,egresos,2019-03-01,6,29,6,29,35
TOTORA(ORR),internaciones,egresos,2019-03-01,0,4,0,4,4
TRIGAL,internaciones,egresos,2019-03-01,3,2,3,2,5
TRINIDAD,internaciones,egresos,2019-03-01,301,356,301,356,657
TUPIZA,internaciones,egresos,2019-03-01,124,208,124,208,332
UMALA,internaciones,egresos,2019-03-01,0,1,0,1,1
UNCIA,internaciones,egresos,2019-03-01,0,11,0,11,11
URUBICHA,internaciones,egresos,2019-03-01,5,8,5,8,13
UYUNI,internaciones,egresos,2019-03-01,34,118,34,118,152
VACAS,internaciones,egresos,2019-03-01,0,9,0,9,9
VALLEGRANDE,internaciones,egresos,2019-03-01,41,96,41,96,137
VIACHA,internaciones,egresos,2019-03-01,47,131,47,131,178
VILA VILA,internaciones,egresos,2019-03-01,0,3,0,3,3
VILLA CHARCAS,internaciones,egresos,2019-03-01,0,11,0,11,11
VILLA MONTES,internaciones,egresos,2019-03-01,45,169,45,169,214
VILLA RIVERO,internaciones,egresos,2019-03-01,0,4,0,4,4
VILLA SERRANO,internaciones,egresos,2019-03-01,0,10,0,10,10
VILLA TUNARI,internaciones,egresos,2019-03-01,94,277,94,277,371
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2019-03-01,11,22,11,22,33
VILLAZON,internaciones,egresos,2019-03-01,51,156,51,156,207
VINTO,internaciones,egresos,2019-03-01,24,65,24,65,89
VITICHI,internaciones,egresos,2019-03-01,0,1,0,1,1
WALDO BALLIVIAN,internaciones,egresos,2019-03-01,0,2,0,2,2
WARNES,internaciones,egresos,2019-03-01,5,176,5,176,181
YACUIBA,internaciones,egresos,2019-03-01,238,486,238,486,724
YAMPARAEZ,internaciones,egresos,2019-03-01,0,3,0,3,3
YANACACHI,internaciones,egresos,2019-03-01,0,3,0,3,3
YAPACANI,internaciones,egresos,2019-03-01,18,30,18,30,48
YOTALA,internaciones,egresos,2019-03-01,3,12,3,12,15
YUNCHARA,internaciones,egresos,2019-03-01,0,1,0,1,1
ZUDAÑEZ,internaciones,egresos,2019-03-01,5,20,5,20,25
ACACIO,internaciones,egresos,2019-04-01,0,1,0,1,1
ACHACACHI,internaciones,egresos,2019-04-01,2,42,2,42,44
AIQUILE,internaciones,egresos,2019-04-01,8,51,8,51,59
ALALAY,internaciones,egresos,2019-04-01,0,1,0,1,1
ALTO BENI,internaciones,egresos,2019-04-01,0,8,0,8,8
ANCORAIMES,internaciones,egresos,2019-04-01,0,1,0,1,1
ANZALDO,internaciones,egresos,2019-04-01,8,8,8,8,16
APOLO,internaciones,egresos,2019-04-01,2,20,2,20,22
ARANI,internaciones,egresos,2019-04-01,0,7,0,7,7
ARBIETO,internaciones,egresos,2019-04-01,0,15,0,15,15
ARQUE,internaciones,egresos,2019-04-01,1,2,1,2,3
ASCENCION DE GUARAYOS,internaciones,egresos,2019-04-01,43,168,43,168,211
ATOCHA,internaciones,egresos,2019-04-01,48,44,48,44,92
AUCAPATA,internaciones,egresos,2019-04-01,0,1,0,1,1
AYATA,internaciones,egresos,2019-04-01,0,1,0,1,1
AYO AYO,internaciones,egresos,2019-04-01,0,8,0,8,8
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2019-04-01,14,27,14,27,41
AZURDUY,internaciones,egresos,2019-04-01,10,22,10,22,32
BATALLAS,internaciones,egresos,2019-04-01,0,11,0,11,11
BAURES,internaciones,egresos,2019-04-01,5,11,5,11,16
BELLA FLOR,internaciones,egresos,2019-04-01,0,1,0,1,1
BERMEJO,internaciones,egresos,2019-04-01,87,200,87,200,287
BETANZOS,internaciones,egresos,2019-04-01,0,17,0,17,17
BOLIVAR,internaciones,egresos,2019-04-01,0,2,0,2,2
