,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
ANZALDO,internaciones,contrareferidos,2019-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2019-02-01,5,14,5,14,19
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2019-02-01,0,0,0,0,0
BELLA FLOR,internaciones,contrareferidos,2019-02-01,0,1,0,1,1
BERMEJO,internaciones,contrareferidos,2019-02-01,5,5,5,5,10
CAMARGO,internaciones,contrareferidos,2019-02-01,6,26,6,26,32
CAMIRI,internaciones,contrareferidos,2019-02-01,1,1,1,1,2
CARANAVI,internaciones,contrareferidos,2019-02-01,12,32,12,32,44
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2019-02-01,3,11,3,11,14
COBIJA,internaciones,contrareferidos,2019-02-01,35,178,35,178,213
COCHABAMBA,internaciones,contrareferidos,2019-02-01,125,449,125,449,574
COROICO,internaciones,contrareferidos,2019-02-01,3,22,3,22,25
COTAGAITA,internaciones,contrareferidos,2019-02-01,0,1,0,1,1
CULPINA,internaciones,contrareferidos,2019-02-01,0,5,0,5,5
EL ALTO,internaciones,contrareferidos,2019-02-01,22,156,22,156,178
GUAYARAMERIN,internaciones,contrareferidos,2019-02-01,4,5,4,5,9
HUACARETA,internaciones,contrareferidos,2019-02-01,0,16,0,16,16
LA PAZ,internaciones,contrareferidos,2019-02-01,119,139,119,139,258
MINEROS,internaciones,contrareferidos,2019-02-01,1,1,1,1,2
MIZQUE,internaciones,contrareferidos,2019-02-01,0,2,0,2,2
MONTEAGUDO,internaciones,contrareferidos,2019-02-01,4,17,4,17,21
MONTERO,internaciones,contrareferidos,2019-02-01,122,382,122,382,504
OCURI,internaciones,contrareferidos,2019-02-01,1,0,1,0,1
ORURO,internaciones,contrareferidos,2019-02-01,9,19,9,19,28
PADILLA,internaciones,contrareferidos,2019-02-01,5,30,5,30,35
POTOSI,internaciones,contrareferidos,2019-02-01,30,59,30,59,89
PUERTO SUAREZ,internaciones,contrareferidos,2019-02-01,0,3,0,3,3
PUERTO VILLARROEL,internaciones,contrareferidos,2019-02-01,7,6,7,6,13
PUNATA,internaciones,contrareferidos,2019-02-01,14,70,14,70,84
QUILLACOLLO,internaciones,contrareferidos,2019-02-01,1,0,1,0,1
RIBERALTA,internaciones,contrareferidos,2019-02-01,27,268,27,268,295
RURRENABAQUE,internaciones,contrareferidos,2019-02-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2019-02-01,2,10,2,10,12
SAN JAVIER(STC),internaciones,contrareferidos,2019-02-01,0,1,0,1,1
SAN JULIAN,internaciones,contrareferidos,2019-02-01,0,2,0,2,2
SAN LUCAS,internaciones,contrareferidos,2019-02-01,0,7,0,7,7
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2019-02-01,159,801,159,801,960
SUCRE,internaciones,contrareferidos,2019-02-01,124,458,124,458,582
TARABUCO,internaciones,contrareferidos,2019-02-01,26,41,26,41,67
TARIJA,internaciones,contrareferidos,2019-02-01,12,36,12,36,48
TIQUIPAYA,internaciones,contrareferidos,2019-02-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2019-02-01,7,7,7,7,14
TUPIZA,internaciones,contrareferidos,2019-02-01,4,38,4,38,42
VALLEGRANDE,internaciones,contrareferidos,2019-02-01,3,0,3,0,3
VILLA TUNARI,internaciones,contrareferidos,2019-02-01,1,1,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2019-02-01,2,3,2,3,5
VILLAZON,internaciones,contrareferidos,2019-02-01,6,7,6,7,13
YACUIBA,internaciones,contrareferidos,2019-02-01,13,30,13,30,43
YAPACANI,internaciones,contrareferidos,2019-02-01,1,1,1,1,2
ACHACACHI,internaciones,contrareferidos,2019-03-01,0,2,0,2,2
AIQUILE,internaciones,contrareferidos,2019-03-01,1,5,1,5,6
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2019-03-01,1,3,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2019-03-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2019-03-01,7,7,7,7,14
CAMARGO,internaciones,contrareferidos,2019-03-01,6,20,6,20,26
CAMIRI,internaciones,contrareferidos,2019-03-01,0,11,0,11,11
CARANAVI,internaciones,contrareferidos,2019-03-01,6,45,6,45,51
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2019-03-01,4,16,4,16,20
COBIJA,internaciones,contrareferidos,2019-03-01,58,214,58,214,272
COCHABAMBA,internaciones,contrareferidos,2019-03-01,109,535,109,535,644
COROICO,internaciones,contrareferidos,2019-03-01,7,11,7,11,18
EL ALTO,internaciones,contrareferidos,2019-03-01,20,130,20,130,150
EL TORNO,internaciones,contrareferidos,2019-03-01,0,24,0,24,24
FERNANDEZ ALONSO,internaciones,contrareferidos,2019-03-01,0,1,0,1,1
GUAYARAMERIN,internaciones,contrareferidos,2019-03-01,1,5,1,5,6
LA PAZ,internaciones,contrareferidos,2019-03-01,112,206,112,206,318
MONTEAGUDO,internaciones,contrareferidos,2019-03-01,11,28,11,28,39
MONTERO,internaciones,contrareferidos,2019-03-01,159,424,159,424,583
ORURO,internaciones,contrareferidos,2019-03-01,13,18,13,18,31
PADILLA,internaciones,contrareferidos,2019-03-01,7,25,7,25,32
POTOSI,internaciones,contrareferidos,2019-03-01,60,75,60,75,135
PUERTO SUAREZ,internaciones,contrareferidos,2019-03-01,1,5,1,5,6
PUERTO VILLARROEL,internaciones,contrareferidos,2019-03-01,5,5,5,5,10
PUNATA,internaciones,contrareferidos,2019-03-01,27,74,27,74,101
QUILLACOLLO,internaciones,contrareferidos,2019-03-01,4,5,4,5,9
RIBERALTA,internaciones,contrareferidos,2019-03-01,40,330,40,330,370
RURRENABAQUE,internaciones,contrareferidos,2019-03-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,contrareferidos,2019-03-01,9,7,9,7,16
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2019-03-01,6,12,6,12,18
SAN LUCAS,internaciones,contrareferidos,2019-03-01,1,8,1,8,9
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2019-03-01,244,1497,244,1497,1741
SUCRE,internaciones,contrareferidos,2019-03-01,128,539,128,539,667
TARABUCO,internaciones,contrareferidos,2019-03-01,29,58,29,58,87
TARIJA,internaciones,contrareferidos,2019-03-01,10,15,10,15,25
TIQUIPAYA,internaciones,contrareferidos,2019-03-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2019-03-01,13,10,13,10,23
TUPIZA,internaciones,contrareferidos,2019-03-01,10,65,10,65,75
VALLEGRANDE,internaciones,contrareferidos,2019-03-01,1,3,1,3,4
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2019-03-01,1,0,1,0,1
VILLAZON,internaciones,contrareferidos,2019-03-01,3,5,3,5,8
WARNES,internaciones,contrareferidos,2019-03-01,0,10,0,10,10
YACUIBA,internaciones,contrareferidos,2019-03-01,24,48,24,48,72
ACHACACHI,internaciones,contrareferidos,2019-04-01,0,6,0,6,6
AIQUILE,internaciones,contrareferidos,2019-04-01,0,8,0,8,8
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2019-04-01,4,16,4,16,20
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2019-04-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2019-04-01,6,6,6,6,12
BUENA VISTA,internaciones,contrareferidos,2019-04-01,2,0,2,0,2
CAMARGO,internaciones,contrareferidos,2019-04-01,9,25,9,25,34
CAMIRI,internaciones,contrareferidos,2019-04-01,0,22,0,22,22
CARANAVI,internaciones,contrareferidos,2019-04-01,8,31,8,31,39
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2019-04-01,1,13,1,13,14
COBIJA,internaciones,contrareferidos,2019-04-01,78,270,78,270,348
COCHABAMBA,internaciones,contrareferidos,2019-04-01,143,550,143,550,693
COROICO,internaciones,contrareferidos,2019-04-01,12,19,12,19,31
EL ALTO,internaciones,contrareferidos,2019-04-01,28,78,28,78,106
FILADELFIA,internaciones,contrareferidos,2019-04-01,0,1,0,1,1
GUAYARAMERIN,internaciones,contrareferidos,2019-04-01,0,33,0,33,33
HUANUNI,internaciones,contrareferidos,2019-04-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2019-04-01,93,310,93,310,403
MAIRANA,internaciones,contrareferidos,2019-04-01,0,1,0,1,1
MIZQUE,internaciones,contrareferidos,2019-04-01,0,0,0,0,0
MONTEAGUDO,internaciones,contrareferidos,2019-04-01,13,23,13,23,36
MONTERO,internaciones,contrareferidos,2019-04-01,154,417,154,417,571
ORURO,internaciones,contrareferidos,2019-04-01,24,12,24,12,36
PADILLA,internaciones,contrareferidos,2019-04-01,14,21,14,21,35
PAMPA GRANDE,internaciones,contrareferidos,2019-04-01,0,1,0,1,1
POCOATA,internaciones,contrareferidos,2019-04-01,0,1,0,1,1
POTOSI,internaciones,contrareferidos,2019-04-01,42,173,42,173,215
PUERTO SUAREZ,internaciones,contrareferidos,2019-04-01,4,5,4,5,9
PUERTO VILLARROEL,internaciones,contrareferidos,2019-04-01,34,96,34,96,130
PUNATA,internaciones,contrareferidos,2019-04-01,29,73,29,73,102
QUILLACOLLO,internaciones,contrareferidos,2019-04-01,1,1,1,1,2
REYES,internaciones,contrareferidos,2019-04-01,0,1,0,1,1
RIBERALTA,internaciones,contrareferidos,2019-04-01,56,338,56,338,394
RURRENABAQUE,internaciones,contrareferidos,2019-04-01,2,2,2,2,4
SAN BUENA VENTURA,internaciones,contrareferidos,2019-04-01,1,6,1,6,7
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2019-04-01,8,20,8,20,28
SAN LUCAS,internaciones,contrareferidos,2019-04-01,3,1,3,1,4
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2019-04-01,215,1659,215,1659,1874
SUCRE,internaciones,contrareferidos,2019-04-01,202,502,202,502,704
TARABUCO,internaciones,contrareferidos,2019-04-01,25,50,25,50,75
TARIJA,internaciones,contrareferidos,2019-04-01,6,37,6,37,43
TIQUIPAYA,internaciones,contrareferidos,2019-04-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2019-04-01,20,25,20,25,45
TUPIZA,internaciones,contrareferidos,2019-04-01,18,72,18,72,90
VALLEGRANDE,internaciones,contrareferidos,2019-04-01,6,5,6,5,11
VIACHA,internaciones,contrareferidos,2019-04-01,1,2,1,2,3
VILLA TUNARI,internaciones,contrareferidos,2019-04-01,3,37,3,37,40
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2019-04-01,1,0,1,0,1
VILLAZON,internaciones,contrareferidos,2019-04-01,3,8,3,8,11
WARNES,internaciones,contrareferidos,2019-04-01,0,24,0,24,24
YACUIBA,internaciones,contrareferidos,2019-04-01,13,35,13,35,48
ACHACACHI,internaciones,contrareferidos,2019-05-01,1,4,1,4,5
AIQUILE,internaciones,contrareferidos,2019-05-01,2,8,2,8,10
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2019-05-01,3,10,3,10,13
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2019-05-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2019-05-01,5,10,5,10,15
CAMARGO,internaciones,contrareferidos,2019-05-01,3,11,3,11,14
CAMIRI,internaciones,contrareferidos,2019-05-01,0,41,0,41,41
CARANAVI,internaciones,contrareferidos,2019-05-01,6,29,6,29,35
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2019-05-01,1,5,1,5,6
COBIJA,internaciones,contrareferidos,2019-05-01,94,284,94,284,378
COCHABAMBA,internaciones,contrareferidos,2019-05-01,124,467,124,467,591
COROICO,internaciones,contrareferidos,2019-05-01,10,14,10,14,24
EL ALTO,internaciones,contrareferidos,2019-05-01,50,175,50,175,225
GUAYARAMERIN,internaciones,contrareferidos,2019-05-01,2,0,2,0,2
HUANUNI,internaciones,contrareferidos,2019-05-01,1,1,1,1,2
LA PAZ,internaciones,contrareferidos,2019-05-01,84,319,84,319,403
LAGUNILLAS,internaciones,contrareferidos,2019-05-01,1,0,1,0,1
MIZQUE,internaciones,contrareferidos,2019-05-01,0,2,0,2,2
MONTEAGUDO,internaciones,contrareferidos,2019-05-01,7,19,7,19,26
MONTERO,internaciones,contrareferidos,2019-05-01,155,439,155,439,594
ORURO,internaciones,contrareferidos,2019-05-01,31,27,31,27,58
PADILLA,internaciones,contrareferidos,2019-05-01,4,22,4,22,26
POTOSI,internaciones,contrareferidos,2019-05-01,20,187,20,187,207
PUERTO GONZALO MORENO,internaciones,contrareferidos,2019-05-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,contrareferidos,2019-05-01,1,2,1,2,3
PUERTO VILLARROEL,internaciones,contrareferidos,2019-05-01,32,94,32,94,126
PUNATA,internaciones,contrareferidos,2019-05-01,46,87,46,87,133
QUILLACOLLO,internaciones,contrareferidos,2019-05-01,3,13,3,13,16
RIBERALTA,internaciones,contrareferidos,2019-05-01,35,383,35,383,418
SACABA,internaciones,contrareferidos,2019-05-01,0,6,0,6,6
SAN BUENA VENTURA,internaciones,contrareferidos,2019-05-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2019-05-01,4,15,4,15,19
SAN LUCAS,internaciones,contrareferidos,2019-05-01,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2019-05-01,214,1612,214,1612,1826
SOPACHUY,internaciones,contrareferidos,2019-05-01,1,0,1,0,1
SUCRE,internaciones,contrareferidos,2019-05-01,326,771,326,771,1097
TARABUCO,internaciones,contrareferidos,2019-05-01,25,53,25,53,78
TARIJA,internaciones,contrareferidos,2019-05-01,9,10,9,10,19
TIQUIPAYA,internaciones,contrareferidos,2019-05-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2019-05-01,17,11,17,11,28
TUPIZA,internaciones,contrareferidos,2019-05-01,21,71,21,71,92
VALLEGRANDE,internaciones,contrareferidos,2019-05-01,4,1,4,1,5
VIACHA,internaciones,contrareferidos,2019-05-01,1,1,1,1,2
VILLA TUNARI,internaciones,contrareferidos,2019-05-01,3,28,3,28,31
VILLAZON,internaciones,contrareferidos,2019-05-01,3,6,3,6,9
WARNES,internaciones,contrareferidos,2019-05-01,1,69,1,69,70
YACUIBA,internaciones,contrareferidos,2019-05-01,28,30,28,30,58
YAPACANI,internaciones,contrareferidos,2019-05-01,1,0,1,0,1
ACHACACHI,internaciones,contrareferidos,2019-06-01,0,6,0,6,6
AIQUILE,internaciones,contrareferidos,2019-06-01,4,6,4,6,10
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2019-06-01,6,17,6,17,23
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2019-06-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2019-06-01,30,51,30,51,81
CAMARGO,internaciones,contrareferidos,2019-06-01,3,7,3,7,10
CAMIRI,internaciones,contrareferidos,2019-06-01,0,14,0,14,14
CARANAVI,internaciones,contrareferidos,2019-06-01,8,31,8,31,39
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2019-06-01,1,1,1,1,2
COBIJA,internaciones,contrareferidos,2019-06-01,90,276,90,276,366
COCHABAMBA,internaciones,contrareferidos,2019-06-01,118,467,118,467,585
COROICO,internaciones,contrareferidos,2019-06-01,6,14,6,14,20
EL ALTO,internaciones,contrareferidos,2019-06-01,34,176,34,176,210
EL TORNO,internaciones,contrareferidos,2019-06-01,0,1,0,1,1
GUAYARAMERIN,internaciones,contrareferidos,2019-06-01,3,47,3,47,50
HUANUNI,internaciones,contrareferidos,2019-06-01,0,3,0,3,3
LA PAZ,internaciones,contrareferidos,2019-06-01,107,358,107,358,465
MIZQUE,internaciones,contrareferidos,2019-06-01,1,1,1,1,2
MONTEAGUDO,internaciones,contrareferidos,2019-06-01,0,46,0,46,46
MONTERO,internaciones,contrareferidos,2019-06-01,138,372,138,372,510
ORURO,internaciones,contrareferidos,2019-06-01,29,125,29,125,154
PADILLA,internaciones,contrareferidos,2019-06-01,7,28,7,28,35
POTOSI,internaciones,contrareferidos,2019-06-01,25,111,25,111,136
PUERTO VILLARROEL,internaciones,contrareferidos,2019-06-01,49,119,49,119,168
PUNATA,internaciones,contrareferidos,2019-06-01,36,85,36,85,121
QUILLACOLLO,internaciones,contrareferidos,2019-06-01,3,7,3,7,10
RIBERALTA,internaciones,contrareferidos,2019-06-01,97,439,97,439,536
RURRENABAQUE,internaciones,contrareferidos,2019-06-01,1,0,1,0,1
SACABA,internaciones,contrareferidos,2019-06-01,2,3,2,3,5
SAN BUENA VENTURA,internaciones,contrareferidos,2019-06-01,0,5,0,5,5
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2019-06-01,4,16,4,16,20
SAN LUCAS,internaciones,contrareferidos,2019-06-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2019-06-01,202,847,202,847,1049
SUCRE,internaciones,contrareferidos,2019-06-01,332,720,332,720,1052
TARABUCO,internaciones,contrareferidos,2019-06-01,29,43,29,43,72
TARIJA,internaciones,contrareferidos,2019-06-01,5,9,5,9,14
TIQUIPAYA,internaciones,contrareferidos,2019-06-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2019-06-01,9,12,9,12,21
TUPIZA,internaciones,contrareferidos,2019-06-01,12,65,12,65,77
UYUNI,internaciones,contrareferidos,2019-06-01,0,1,0,1,1
VALLEGRANDE,internaciones,contrareferidos,2019-06-01,6,4,6,4,10
VILLA TUNARI,internaciones,contrareferidos,2019-06-01,8,21,8,21,29
VILLAZON,internaciones,contrareferidos,2019-06-01,3,3,3,3,6
WARNES,internaciones,contrareferidos,2019-06-01,2,72,2,72,74
YACUIBA,internaciones,contrareferidos,2019-06-01,49,100,49,100,149
ACHACACHI,internaciones,contrareferidos,2019-07-01,2,8,2,8,10
AIQUILE,internaciones,contrareferidos,2019-07-01,4,3,4,3,7
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2019-07-01,4,18,4,18,22
AYOPAYA (V. DE INDEPENDENCIA),internaciones,contrareferidos,2019-07-01,0,0,0,0,0
BERMEJO,internaciones,contrareferidos,2019-07-01,51,104,51,104,155
CAMARGO,internaciones,contrareferidos,2019-07-01,8,18,8,18,26
CAMIRI,internaciones,contrareferidos,2019-07-01,1,26,1,26,27
CARANAVI,internaciones,contrareferidos,2019-07-01,6,33,6,33,39
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2019-07-01,2,3,2,3,5
COBIJA,internaciones,contrareferidos,2019-07-01,123,266,123,266,389
COCHABAMBA,internaciones,contrareferidos,2019-07-01,146,462,146,462,608
COROICO,internaciones,contrareferidos,2019-07-01,8,15,8,15,23
COTOCA,internaciones,contrareferidos,2019-07-01,1,0,1,0,1
EL ALTO,internaciones,contrareferidos,2019-07-01,30,89,30,89,119
EL TORNO,internaciones,contrareferidos,2019-07-01,0,1,0,1,1
ESCOMA,internaciones,contrareferidos,2019-07-01,0,0,0,0,0
GUAYARAMERIN,internaciones,contrareferidos,2019-07-01,6,106,6,106,112
HUACAYA (VILLA DE HUACAYA),internaciones,contrareferidos,2019-07-01,1,0,1,0,1
HUANUNI,internaciones,contrareferidos,2019-07-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2019-07-01,68,300,68,300,368
MONTEAGUDO,internaciones,contrareferidos,2019-07-01,12,34,12,34,46
MONTERO,internaciones,contrareferidos,2019-07-01,143,350,143,350,493
ORURO,internaciones,contrareferidos,2019-07-01,23,23,23,23,46
PADILLA,internaciones,contrareferidos,2019-07-01,13,19,13,19,32
POTOSI,internaciones,contrareferidos,2019-07-01,34,239,34,239,273
PUERTO SUAREZ,internaciones,contrareferidos,2019-07-01,2,0,2,0,2
PUERTO VILLARROEL,internaciones,contrareferidos,2019-07-01,57,126,57,126,183
PUNATA,internaciones,contrareferidos,2019-07-01,48,107,48,107,155
QUILLACOLLO,internaciones,contrareferidos,2019-07-01,13,3,13,3,16
RIBERALTA,internaciones,contrareferidos,2019-07-01,114,441,114,441,555
ROBORE,internaciones,contrareferidos,2019-07-01,0,1,0,1,1
RURRENABAQUE,internaciones,contrareferidos,2019-07-01,2,1,2,1,3
SAN BUENA VENTURA,internaciones,contrareferidos,2019-07-01,7,7,7,7,14
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2019-07-01,17,22,17,22,39
SAN LUCAS,internaciones,contrareferidos,2019-07-01,0,4,0,4,4
SAN MIGUEL DE VELASCO,internaciones,contrareferidos,2019-07-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2019-07-01,275,1416,275,1416,1691
SUCRE,internaciones,contrareferidos,2019-07-01,276,616,276,616,892
TARABUCO,internaciones,contrareferidos,2019-07-01,16,17,16,17,33
TARIJA,internaciones,contrareferidos,2019-07-01,10,14,10,14,24
TIQUIPAYA,internaciones,contrareferidos,2019-07-01,0,0,0,0,0
TRINIDAD,internaciones,contrareferidos,2019-07-01,0,4,0,4,4
TUPIZA,internaciones,contrareferidos,2019-07-01,16,67,16,67,83
VALLEGRANDE,internaciones,contrareferidos,2019-07-01,3,3,3,3,6
VILLA TUNARI,internaciones,contrareferidos,2019-07-01,15,33,15,33,48
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2019-07-01,0,1,0,1,1
VILLAZON,internaciones,contrareferidos,2019-07-01,4,5,4,5,9
WARNES,internaciones,contrareferidos,2019-07-01,4,110,4,110,114
YACUIBA,internaciones,contrareferidos,2019-07-01,53,96,53,96,149
ACHACACHI,internaciones,contrareferidos,2019-08-01,3,5,3,5,8
AIQUILE,internaciones,contrareferidos,2019-08-01,1,8,1,8,9
ANZALDO,internaciones,contrareferidos,2019-08-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2019-08-01,7,11,7,11,18
BERMEJO,internaciones,contrareferidos,2019-08-01,35,110,35,110,145
CAMARGO,internaciones,contrareferidos,2019-08-01,11,21,11,21,32
CAMATAQUI (C. VILLA ABECIA),internaciones,contrareferidos,2019-08-01,0,1,0,1,1
CAMIRI,internaciones,contrareferidos,2019-08-01,0,39,0,39,39
CARANAVI,internaciones,contrareferidos,2019-08-01,14,39,14,39,53
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2019-08-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2019-08-01,4,5,4,5,9
COBIJA,internaciones,contrareferidos,2019-08-01,92,298,92,298,390
COCHABAMBA,internaciones,contrareferidos,2019-08-01,149,478,149,478,627
COROICO,internaciones,contrareferidos,2019-08-01,15,20,15,20,35
COTOCA,internaciones,contrareferidos,2019-08-01,1,0,1,0,1
EL ALTO,internaciones,contrareferidos,2019-08-01,37,76,37,76,113
EL TORNO,internaciones,contrareferidos,2019-08-01,2,128,2,128,130
ESCOMA,internaciones,contrareferidos,2019-08-01,0,1,0,1,1
GUAYARAMERIN,internaciones,contrareferidos,2019-08-01,30,126,30,126,156
HUANUNI,internaciones,contrareferidos,2019-08-01,0,3,0,3,3
LA PAZ,internaciones,contrareferidos,2019-08-01,79,327,79,327,406
MIZQUE,internaciones,contrareferidos,2019-08-01,1,0,1,0,1
