,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
CHALLAPATA,internaciones,ingresos espontaneos,2019-04-01,24,101,24,101,125
CHAQUI,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
CHARAGUA,internaciones,ingresos espontaneos,2019-04-01,30,72,30,72,102
CHAYANTA,internaciones,ingresos espontaneos,2019-04-01,0,5,0,5,5
CHIMORE,internaciones,ingresos espontaneos,2019-04-01,10,38,10,38,48
CHUA COCANI,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2019-04-01,35,65,35,65,100
CHUMA,internaciones,ingresos espontaneos,2019-04-01,2,3,2,3,5
CKOCHAS,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
CLIZA,internaciones,ingresos espontaneos,2019-04-01,12,44,12,44,56
COBIJA,internaciones,ingresos espontaneos,2019-04-01,171,178,171,178,349
COCAPATA,internaciones,ingresos espontaneos,2019-04-01,1,9,1,9,10
COCHABAMBA,internaciones,ingresos espontaneos,2019-04-01,3004,5212,3004,5212,8216
COLCAPIRHUA,internaciones,ingresos espontaneos,2019-04-01,34,107,34,107,141
"COLCHA ""K""",internaciones,ingresos espontaneos,2019-04-01,2,2,2,2,4
COLLANA,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
COLOMI,internaciones,ingresos espontaneos,2019-04-01,1,22,1,22,23
COLPA BELGICA,internaciones,ingresos espontaneos,2019-04-01,5,19,5,19,24
COLQUECHACA,internaciones,ingresos espontaneos,2019-04-01,0,19,0,19,19
COLQUENCHA,internaciones,ingresos espontaneos,2019-04-01,1,1,1,1,2
COLQUIRI,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
COMARAPA,internaciones,ingresos espontaneos,2019-04-01,3,57,3,57,60
CONCEPCION,internaciones,ingresos espontaneos,2019-04-01,18,59,18,59,77
COPACABANA,internaciones,ingresos espontaneos,2019-04-01,0,5,0,5,5
CORIPATA,internaciones,ingresos espontaneos,2019-04-01,0,7,0,7,7
CORO CORO,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
COROICO,internaciones,ingresos espontaneos,2019-04-01,29,38,29,38,67
COTAGAITA,internaciones,ingresos espontaneos,2019-04-01,9,21,9,21,30
COTOCA,internaciones,ingresos espontaneos,2019-04-01,55,197,55,197,252
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2019-04-01,16,27,16,27,43
CUEVO,internaciones,ingresos espontaneos,2019-04-01,2,4,2,4,6
CULPINA,internaciones,ingresos espontaneos,2019-04-01,4,31,4,31,35
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2019-04-01,0,3,0,3,3
DESAGUADERO,internaciones,ingresos espontaneos,2019-04-01,0,9,0,9,9
EL ALTO,internaciones,ingresos espontaneos,2019-04-01,810,2139,810,2139,2949
EL PUENTE(STC),internaciones,ingresos espontaneos,2019-04-01,20,26,20,26,46
EL PUENTE(TJA),internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
EL TORNO,internaciones,ingresos espontaneos,2019-04-01,224,393,224,393,617
EL VILLAR,internaciones,ingresos espontaneos,2019-04-01,0,4,0,4,4
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2019-04-01,8,16,8,16,24
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2019-04-01,4,52,4,52,56
ESCOMA,internaciones,ingresos espontaneos,2019-04-01,0,5,0,5,5
EUCALIPTUS,internaciones,ingresos espontaneos,2019-04-01,0,3,0,3,3
EXALTACION,internaciones,ingresos espontaneos,2019-04-01,3,4,3,4,7
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2019-04-01,3,11,3,11,14
FILADELFIA,internaciones,ingresos espontaneos,2019-04-01,1,1,1,1,2
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2019-04-01,12,30,12,30,42
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
GUANAY,internaciones,ingresos espontaneos,2019-04-01,12,30,12,30,42
GUAQUI,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
GUAYARAMERIN,internaciones,ingresos espontaneos,2019-04-01,121,235,121,235,356
GUTIERREZ,internaciones,ingresos espontaneos,2019-04-01,10,23,10,23,33
HUACARETA,internaciones,ingresos espontaneos,2019-04-01,7,17,7,17,24
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
HUACHACALLA,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
HUANUNI,internaciones,ingresos espontaneos,2019-04-01,110,95,110,95,205
HUARACAJE,internaciones,ingresos espontaneos,2019-04-01,10,9,10,9,19
HUARINA,internaciones,ingresos espontaneos,2019-04-01,0,3,0,3,3
HUAYLLAMARCA,internaciones,ingresos espontaneos,2019-04-01,1,5,1,5,6
ICLA,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
INCAHUASI,internaciones,ingresos espontaneos,2019-04-01,0,12,0,12,12
INQUISIVI,internaciones,ingresos espontaneos,2019-04-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2019-04-01,14,17,14,17,31
JESUS DE MACHACA,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
LA ASUNTA,internaciones,ingresos espontaneos,2019-04-01,16,55,16,55,71
LA GUARDIA,internaciones,ingresos espontaneos,2019-04-01,41,110,41,110,151
LA PAZ,internaciones,ingresos espontaneos,2019-04-01,1843,2917,1843,2917,4760
LAGUNILLAS,internaciones,ingresos espontaneos,2019-04-01,2,2,2,2,4
LAJA,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
LAS CARRERAS,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
LLALLAGUA,internaciones,ingresos espontaneos,2019-04-01,84,188,84,188,272
LLICA,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
LURIBAY,internaciones,ingresos espontaneos,2019-04-01,0,7,0,7,7
MACHACAMARCA,internaciones,ingresos espontaneos,2019-04-01,0,3,0,3,3
MACHARETI,internaciones,ingresos espontaneos,2019-04-01,5,13,5,13,18
MAGDALENA,internaciones,ingresos espontaneos,2019-04-01,21,58,21,58,79
MAIRANA,internaciones,ingresos espontaneos,2019-04-01,8,29,8,29,37
MAPIRI,internaciones,ingresos espontaneos,2019-04-01,10,29,10,29,39
MINEROS,internaciones,ingresos espontaneos,2019-04-01,6,28,6,28,34
MIZQUE,internaciones,ingresos espontaneos,2019-04-01,14,60,14,60,74
MOCOMOCO,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
MOJOCOYA,internaciones,ingresos espontaneos,2019-04-01,1,4,1,4,5
MONTEAGUDO,internaciones,ingresos espontaneos,2019-04-01,36,103,36,103,139
MONTERO,internaciones,ingresos espontaneos,2019-04-01,332,706,332,706,1038
MORO MORO,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
MOROCHATA,internaciones,ingresos espontaneos,2019-04-01,1,6,1,6,7
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
OCURI,internaciones,ingresos espontaneos,2019-04-01,2,8,2,8,10
OKINAWA,internaciones,ingresos espontaneos,2019-04-01,1,2,1,2,3
OMEREQUE,internaciones,ingresos espontaneos,2019-04-01,3,7,3,7,10
ORURO,internaciones,ingresos espontaneos,2019-04-01,1037,1885,1037,1885,2922
PADILLA,internaciones,ingresos espontaneos,2019-04-01,33,68,33,68,101
PAILON,internaciones,ingresos espontaneos,2019-04-01,27,87,27,87,114
PALCA,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
PALOS BLANCOS,internaciones,ingresos espontaneos,2019-04-01,17,55,17,55,72
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
PAMPA GRANDE,internaciones,ingresos espontaneos,2019-04-01,0,11,0,11,11
PAPEL PAMPA,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
PASORAPA,internaciones,ingresos espontaneos,2019-04-01,0,3,0,3,3
PATACAMAYA,internaciones,ingresos espontaneos,2019-04-01,7,55,7,55,62
POCOATA,internaciones,ingresos espontaneos,2019-04-01,0,7,0,7,7
POCONA,internaciones,ingresos espontaneos,2019-04-01,3,7,3,7,10
POJO (CBBA),internaciones,ingresos espontaneos,2019-04-01,2,10,2,10,12
POOPO,internaciones,ingresos espontaneos,2019-04-01,0,4,0,4,4
PORCO,internaciones,ingresos espontaneos,2019-04-01,0,7,0,7,7
POROMA,internaciones,ingresos espontaneos,2019-04-01,0,11,0,11,11
PORONGO,internaciones,ingresos espontaneos,2019-04-01,2,10,2,10,12
PORTACHUELO,internaciones,ingresos espontaneos,2019-04-01,61,163,61,163,224
PORVENIR,internaciones,ingresos espontaneos,2019-04-01,1,3,1,3,4
POSTRER VALLE,internaciones,ingresos espontaneos,2019-04-01,0,5,0,5,5
POTOSI,internaciones,ingresos espontaneos,2019-04-01,1101,1170,1101,1170,2271
PRESTO,internaciones,ingresos espontaneos,2019-04-01,7,6,7,6,13
PUCARANI,internaciones,ingresos espontaneos,2019-04-01,0,7,0,7,7
PUERTO ACOSTA,internaciones,ingresos espontaneos,2019-04-01,0,4,0,4,4
PUERTO CARABUCO,internaciones,ingresos espontaneos,2019-04-01,0,5,0,5,5
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2019-04-01,1,1,1,1,2
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2019-04-01,11,19,11,19,30
PUERTO RICO,internaciones,ingresos espontaneos,2019-04-01,2,16,2,16,18
PUERTO SUAREZ,internaciones,ingresos espontaneos,2019-04-01,43,87,43,87,130
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2019-04-01,69,146,69,146,215
PUNA,internaciones,ingresos espontaneos,2019-04-01,0,6,0,6,6
PUNATA,internaciones,ingresos espontaneos,2019-04-01,54,151,54,151,205
QUIABAYA,internaciones,ingresos espontaneos,2019-04-01,0,4,0,4,4
QUILLACOLLO,internaciones,ingresos espontaneos,2019-04-01,65,323,65,323,388
QUIME,internaciones,ingresos espontaneos,2019-04-01,0,7,0,7,7
QUIRUSILLAS,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
RAVELO,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
REYES,internaciones,ingresos espontaneos,2019-04-01,8,31,8,31,39
RIBERALTA,internaciones,ingresos espontaneos,2019-04-01,166,211,166,211,377
ROBORE,internaciones,ingresos espontaneos,2019-04-01,39,92,39,92,131
RURRENABAQUE,internaciones,ingresos espontaneos,2019-04-01,48,98,48,98,146
SABAYA,internaciones,ingresos espontaneos,2019-04-01,1,0,1,0,1
SACABA,internaciones,ingresos espontaneos,2019-04-01,112,367,112,367,479
SACABAMBA,internaciones,ingresos espontaneos,2019-04-01,2,7,2,7,9
SACACA,internaciones,ingresos espontaneos,2019-04-01,0,8,0,8,8
SAIPINA,internaciones,ingresos espontaneos,2019-04-01,2,11,2,11,13
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2019-04-01,3,13,3,13,16
SAMAIPATA,internaciones,ingresos espontaneos,2019-04-01,3,9,3,9,12
SAN ANDRES,internaciones,ingresos espontaneos,2019-04-01,4,5,4,5,9
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2019-04-01,4,14,4,14,18
SAN BENITO,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
SAN BORJA,internaciones,ingresos espontaneos,2019-04-01,40,145,40,145,185
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2019-04-01,8,36,8,36,44
SAN CARLOS,internaciones,ingresos espontaneos,2019-04-01,0,3,0,3,3
SAN IGNACIO,internaciones,ingresos espontaneos,2019-04-01,30,73,30,73,103
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2019-04-01,97,282,97,282,379
SAN JAVIER(STC),internaciones,ingresos espontaneos,2019-04-01,6,43,6,43,49
SAN JOAQUIN,internaciones,ingresos espontaneos,2019-04-01,18,37,18,37,55
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2019-04-01,70,171,70,171,241
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2019-04-01,0,4,0,4,4
SAN JULIAN,internaciones,ingresos espontaneos,2019-04-01,97,164,97,164,261
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2019-04-01,0,8,0,8,8
SAN LUCAS,internaciones,ingresos espontaneos,2019-04-01,20,47,20,47,67
SAN MATIAS,internaciones,ingresos espontaneos,2019-04-01,13,55,13,55,68
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2019-04-01,2,23,2,23,25
SAN PEDRO,internaciones,ingresos espontaneos,2019-04-01,11,34,11,34,45
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2019-04-01,0,6,0,6,6
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2019-04-01,0,4,0,4,4
SAN RAFAEL,internaciones,ingresos espontaneos,2019-04-01,7,14,7,14,21
SAN RAMON BENI,internaciones,ingresos espontaneos,2019-04-01,4,24,4,24,28
SAN RAMON SCZ,internaciones,ingresos espontaneos,2019-04-01,10,29,10,29,39
SANTA ANA,internaciones,ingresos espontaneos,2019-04-01,23,96,23,96,119
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2019-04-01,3929,6865,3929,6865,10794
SANTA ROSA,internaciones,ingresos espontaneos,2019-04-01,9,41,9,41,50
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2019-04-01,49,60,49,60,109
SANTIAGO DE HUATA,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
SANTIVAÑES,internaciones,ingresos espontaneos,2019-04-01,0,6,0,6,6
SAPAHAQUI,internaciones,ingresos espontaneos,2019-04-01,0,5,0,5,5
SENA,internaciones,ingresos espontaneos,2019-04-01,0,6,0,6,6
SHINAOTA,internaciones,ingresos espontaneos,2019-04-01,12,55,12,55,67
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2019-04-01,0,7,0,7,7
SIPE SIPE,internaciones,ingresos espontaneos,2019-04-01,0,49,0,49,49
SOPACHUY,internaciones,ingresos espontaneos,2019-04-01,4,22,4,22,26
SORATA,internaciones,ingresos espontaneos,2019-04-01,2,13,2,13,15
SUCRE,internaciones,ingresos espontaneos,2019-04-01,1028,1999,1028,1999,3027
TACACOMA,internaciones,ingresos espontaneos,2019-04-01,0,3,0,3,3
TACOBAMBA,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
TACOPAYA,internaciones,ingresos espontaneos,2019-04-01,3,7,3,7,10
TAPACARI,internaciones,ingresos espontaneos,2019-04-01,0,5,0,5,5
TARABUCO,internaciones,ingresos espontaneos,2019-04-01,31,64,31,64,95
TARACO,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
TARIJA,internaciones,ingresos espontaneos,2019-04-01,688,1541,688,1541,2229
TARVITA,internaciones,ingresos espontaneos,2019-04-01,4,20,4,20,24
TEOPONTE,internaciones,ingresos espontaneos,2019-04-01,0,15,0,15,15
TIAHUANACU,internaciones,ingresos espontaneos,2019-04-01,0,8,0,8,8
TIPUANI,internaciones,ingresos espontaneos,2019-04-01,1,8,1,8,9
TIQUIPAYA,internaciones,ingresos espontaneos,2019-04-01,12,65,12,65,77
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2019-04-01,0,16,0,16,16
TOCO,internaciones,ingresos espontaneos,2019-04-01,0,6,0,6,6
TOLATA,internaciones,ingresos espontaneos,2019-04-01,0,3,0,3,3
TOLEDO,internaciones,ingresos espontaneos,2019-04-01,0,4,0,4,4
TOMAVE,internaciones,ingresos espontaneos,2019-04-01,6,10,6,10,16
TOMINA,internaciones,ingresos espontaneos,2019-04-01,0,10,0,10,10
TOTORA(CBBA),internaciones,ingresos espontaneos,2019-04-01,10,28,10,28,38
TOTORA(ORR),internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
TRIGAL,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
TRINIDAD,internaciones,ingresos espontaneos,2019-04-01,276,787,276,787,1063
TUPIZA,internaciones,ingresos espontaneos,2019-04-01,346,312,346,312,658
UMALA,internaciones,ingresos espontaneos,2019-04-01,0,4,0,4,4
UNCIA,internaciones,ingresos espontaneos,2019-04-01,0,6,0,6,6
URUBICHA,internaciones,ingresos espontaneos,2019-04-01,1,6,1,6,7
UYUNI,internaciones,ingresos espontaneos,2019-04-01,40,118,40,118,158
VACAS,internaciones,ingresos espontaneos,2019-04-01,0,10,0,10,10
VALLEGRANDE,internaciones,ingresos espontaneos,2019-04-01,41,91,41,91,132
VIACHA,internaciones,ingresos espontaneos,2019-04-01,41,123,41,123,164
VILA VILA,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
VILLA CHARCAS,internaciones,ingresos espontaneos,2019-04-01,0,11,0,11,11
VILLA MONTES,internaciones,ingresos espontaneos,2019-04-01,47,132,47,132,179
VILLA RIVERO,internaciones,ingresos espontaneos,2019-04-01,0,9,0,9,9
VILLA SERRANO,internaciones,ingresos espontaneos,2019-04-01,1,9,1,9,10
VILLA TUNARI,internaciones,ingresos espontaneos,2019-04-01,73,154,73,154,227
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2019-04-01,5,18,5,18,23
VILLAZON,internaciones,ingresos espontaneos,2019-04-01,35,102,35,102,137
VINTO,internaciones,ingresos espontaneos,2019-04-01,32,80,32,80,112
VITICHI,internaciones,ingresos espontaneos,2019-04-01,0,2,0,2,2
WALDO BALLIVIAN,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
WARNES,internaciones,ingresos espontaneos,2019-04-01,33,156,33,156,189
YACO,internaciones,ingresos espontaneos,2019-04-01,0,1,0,1,1
YACUIBA,internaciones,ingresos espontaneos,2019-04-01,217,480,217,480,697
YAMPARAEZ,internaciones,ingresos espontaneos,2019-04-01,0,10,0,10,10
YANACACHI,internaciones,ingresos espontaneos,2019-04-01,0,3,0,3,3
YAPACANI,internaciones,ingresos espontaneos,2019-04-01,110,195,110,195,305
YOTALA,internaciones,ingresos espontaneos,2019-04-01,0,12,0,12,12
ZUDAÑEZ,internaciones,ingresos espontaneos,2019-04-01,10,10,10,10,20
ACACIO,internaciones,ingresos espontaneos,2019-05-01,0,4,0,4,4
ACHACACHI,internaciones,ingresos espontaneos,2019-05-01,1,20,1,20,21
AIQUILE,internaciones,ingresos espontaneos,2019-05-01,20,52,20,52,72
ALALAY,internaciones,ingresos espontaneos,2019-05-01,0,2,0,2,2
ALCALA,internaciones,ingresos espontaneos,2019-05-01,1,1,1,1,2
ALTO BENI,internaciones,ingresos espontaneos,2019-05-01,0,9,0,9,9
ANCORAIMES,internaciones,ingresos espontaneos,2019-05-01,1,2,1,2,3
ANZALDO,internaciones,ingresos espontaneos,2019-05-01,7,10,7,10,17
APOLO,internaciones,ingresos espontaneos,2019-05-01,0,14,0,14,14
ARBIETO,internaciones,ingresos espontaneos,2019-05-01,0,6,0,6,6
ARQUE,internaciones,ingresos espontaneos,2019-05-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2019-05-01,55,133,55,133,188
ATOCHA,internaciones,ingresos espontaneos,2019-05-01,14,23,14,23,37
AUCAPATA,internaciones,ingresos espontaneos,2019-05-01,1,2,1,2,3
AYATA,internaciones,ingresos espontaneos,2019-05-01,0,1,0,1,1
AYO AYO,internaciones,ingresos espontaneos,2019-05-01,0,5,0,5,5
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2019-05-01,8,22,8,22,30
AZURDUY,internaciones,ingresos espontaneos,2019-05-01,10,13,10,13,23
BATALLAS,internaciones,ingresos espontaneos,2019-05-01,0,4,0,4,4
BAURES,internaciones,ingresos espontaneos,2019-05-01,6,22,6,22,28
BELLA FLOR,internaciones,ingresos espontaneos,2019-05-01,0,2,0,2,2
BERMEJO,internaciones,ingresos espontaneos,2019-05-01,58,163,58,163,221
BETANZOS,internaciones,ingresos espontaneos,2019-05-01,0,15,0,15,15
BOLIVAR,internaciones,ingresos espontaneos,2019-05-01,0,3,0,3,3
BOLPEBRA,internaciones,ingresos espontaneos,2019-05-01,0,2,0,2,2
BOYUIBE,internaciones,ingresos espontaneos,2019-05-01,11,20,11,20,31
BUENA VISTA,internaciones,ingresos espontaneos,2019-05-01,15,22,15,22,37
CABEZAS,internaciones,ingresos espontaneos,2019-05-01,2,19,2,19,21
"CAIZA ""D""",internaciones,ingresos espontaneos,2019-05-01,0,5,0,5,5
CAJUATA,internaciones,ingresos espontaneos,2019-05-01,0,14,0,14,14
CALAMARCA,internaciones,ingresos espontaneos,2019-05-01,1,8,1,8,9
CAMARGO,internaciones,ingresos espontaneos,2019-05-01,23,48,23,48,71
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2019-05-01,0,4,0,4,4
CAMIRI,internaciones,ingresos espontaneos,2019-05-01,118,231,118,231,349
CAPINOTA,internaciones,ingresos espontaneos,2019-05-01,8,45,8,45,53
CAQUIAVIRI,internaciones,ingresos espontaneos,2019-05-01,1,3,1,3,4
CARACOLLO,internaciones,ingresos espontaneos,2019-05-01,0,20,0,20,20
CARANAVI,internaciones,ingresos espontaneos,2019-05-01,31,131,31,131,162
CARAPARI,internaciones,ingresos espontaneos,2019-05-01,0,1,0,1,1
CARIPUYO,internaciones,ingresos espontaneos,2019-05-01,0,2,0,2,2
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2019-05-01,9,15,9,15,24
CHALLAPATA,internaciones,ingresos espontaneos,2019-05-01,17,111,17,111,128
CHAQUI,internaciones,ingresos espontaneos,2019-05-01,0,2,0,2,2
CHARAGUA,internaciones,ingresos espontaneos,2019-05-01,35,81,35,81,116
CHAYANTA,internaciones,ingresos espontaneos,2019-05-01,0,4,0,4,4
CHIMORE,internaciones,ingresos espontaneos,2019-05-01,9,23,9,23,32
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2019-05-01,22,43,22,43,65
CHUMA,internaciones,ingresos espontaneos,2019-05-01,3,4,3,4,7
CKOCHAS,internaciones,ingresos espontaneos,2019-05-01,0,6,0,6,6
CLIZA,internaciones,ingresos espontaneos,2019-05-01,3,49,3,49,52
COBIJA,internaciones,ingresos espontaneos,2019-05-01,148,194,148,194,342
COCAPATA,internaciones,ingresos espontaneos,2019-05-01,0,7,0,7,7
COCHABAMBA,internaciones,ingresos espontaneos,2019-05-01,2952,5283,2952,5283,8235
COLCAPIRHUA,internaciones,ingresos espontaneos,2019-05-01,41,116,41,116,157
COLLANA,internaciones,ingresos espontaneos,2019-05-01,0,2,0,2,2
COLOMI,internaciones,ingresos espontaneos,2019-05-01,5,20,5,20,25
COLQUECHACA,internaciones,ingresos espontaneos,2019-05-01,0,6,0,6,6
COLQUENCHA,internaciones,ingresos espontaneos,2019-05-01,0,6,0,6,6
COLQUIRI,internaciones,ingresos espontaneos,2019-05-01,3,7,3,7,10
COMARAPA,internaciones,ingresos espontaneos,2019-05-01,2,53,2,53,55
CONCEPCION,internaciones,ingresos espontaneos,2019-05-01,7,67,7,67,74
COPACABANA,internaciones,ingresos espontaneos,2019-05-01,0,7,0,7,7
CORIPATA,internaciones,ingresos espontaneos,2019-05-01,0,14,0,14,14
CORO CORO,internaciones,ingresos espontaneos,2019-05-01,0,1,0,1,1
COROICO,internaciones,ingresos espontaneos,2019-05-01,13,31,13,31,44
COTAGAITA,internaciones,ingresos espontaneos,2019-05-01,4,15,4,15,19
COTOCA,internaciones,ingresos espontaneos,2019-05-01,57,508,57,508,565
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2019-05-01,17,40,17,40,57
CULPINA,internaciones,ingresos espontaneos,2019-05-01,3,32,3,32,35
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2019-05-01,0,2,0,2,2
CURVA,internaciones,ingresos espontaneos,2019-05-01,0,1,0,1,1
DESAGUADERO,internaciones,ingresos espontaneos,2019-05-01,0,6,0,6,6
EL ALTO,internaciones,ingresos espontaneos,2019-05-01,812,2210,812,2210,3022
EL PUENTE(STC),internaciones,ingresos espontaneos,2019-05-01,14,25,14,25,39
EL TORNO,internaciones,ingresos espontaneos,2019-05-01,167,228,167,228,395
EL VILLAR,internaciones,ingresos espontaneos,2019-05-01,0,3,0,3,3
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2019-05-01,9,16,9,16,25
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2019-05-01,2,35,2,35,37
ESCOMA,internaciones,ingresos espontaneos,2019-05-01,0,3,0,3,3
EUCALIPTUS,internaciones,ingresos espontaneos,2019-05-01,0,2,0,2,2
EXALTACION,internaciones,ingresos espontaneos,2019-05-01,1,5,1,5,6
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2019-05-01,7,16,7,16,23
FILADELFIA,internaciones,ingresos espontaneos,2019-05-01,1,8,1,8,9
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2019-05-01,7,17,7,17,24
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2019-05-01,0,1,0,1,1
GUANAY,internaciones,ingresos espontaneos,2019-05-01,25,32,25,32,57
GUAQUI,internaciones,ingresos espontaneos,2019-05-01,0,2,0,2,2
GUAYARAMERIN,internaciones,ingresos espontaneos,2019-05-01,153,260,153,260,413
GUTIERREZ,internaciones,ingresos espontaneos,2019-05-01,13,42,13,42,55
HUACARETA,internaciones,ingresos espontaneos,2019-05-01,6,8,6,8,14
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2019-05-01,0,3,0,3,3
HUANUNI,internaciones,ingresos espontaneos,2019-05-01,106,106,106,106,212
HUARACAJE,internaciones,ingresos espontaneos,2019-05-01,6,21,6,21,27
HUARINA,internaciones,ingresos espontaneos,2019-05-01,0,2,0,2,2
HUATAJATA,internaciones,ingresos espontaneos,2019-05-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,ingresos espontaneos,2019-05-01,1,4,1,4,5
ICHOCA,internaciones,ingresos espontaneos,2019-05-01,0,1,0,1,1
ICLA,internaciones,ingresos espontaneos,2019-05-01,11,16,11,16,27
INCAHUASI,internaciones,ingresos espontaneos,2019-05-01,3,10,3,10,13
INQUISIVI,internaciones,ingresos espontaneos,2019-05-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2019-05-01,8,11,8,11,19
IXIAMAS,internaciones,ingresos espontaneos,2019-05-01,7,20,7,20,27
JESUS DE MACHACA,internaciones,ingresos espontaneos,2019-05-01,0,6,0,6,6
LA ASUNTA,internaciones,ingresos espontaneos,2019-05-01,8,54,8,54,62
LA GUARDIA,internaciones,ingresos espontaneos,2019-05-01,23,67,23,67,90
LA PAZ,internaciones,ingresos espontaneos,2019-05-01,1799,2883,1799,2883,4682
LAGUNILLAS,internaciones,ingresos espontaneos,2019-05-01,4,8,4,8,12
LAJA,internaciones,ingresos espontaneos,2019-05-01,0,5,0,5,5
LAS CARRERAS,internaciones,ingresos espontaneos,2019-05-01,0,2,0,2,2
LLALLAGUA,internaciones,ingresos espontaneos,2019-05-01,114,190,114,190,304
LLICA,internaciones,ingresos espontaneos,2019-05-01,0,1,0,1,1
LURIBAY,internaciones,ingresos espontaneos,2019-05-01,1,2,1,2,3
MACHARETI,internaciones,ingresos espontaneos,2019-05-01,5,11,5,11,16
