,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2019-01-01,1,0,1,0,1
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2019-01-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2019-01-01,2,2,2,2,4
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2019-01-01,0,2,0,2,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2019-01-01,9,1,9,1,10
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2019-01-01,2,0,2,0,2
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,3,2,3,2,5
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,2,4,2,4,6
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,66,76,66,76,142
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,1,0,1,1
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,1,0,1,0,1
COTAGAITA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,13,7,13,7,20
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,2,2,2,2,4
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,5,0,5,0,5
HUANUNI,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,2,0,2,0,2
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,59,68,59,68,127
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,1,0,1,1
MACHARETI,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,1,0,1,1
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,6,3,6,3,9
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,15,18,15,18,33
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,19,4,19,4,23
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,1,1,1,1,2
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,3,4,3,4,7
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,109,87,109,87,196
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,24,21,24,21,45
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,0,0,0,0
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,9,27,9,27,36
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,5,8,5,8,13
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,1,2,1,2,3
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,2,1,2,1,3
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,4,1,4,1,5
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2019-02-01,0,1,0,1,1
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,0,0,0,0,0
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,3,2,3,2,5
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,2,2,2,2,4
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,5,2,5,2,7
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,99,69,99,69,168
CONCEPCION,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,11,20,11,20,31
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,4,0,4,0,4
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,2,1,2,1,3
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,2,0,2,0,2
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,62,60,62,60,122
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,5,2,5,2,7
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,7,9,7,9,16
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,4,2,4,2,6
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,14,10,14,10,24
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,1,3,1,3,4
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,3,1,3,1,4
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,5,0,5,0,5
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,1,1,1,1,2
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,1,0,1,0,1
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,117,88,117,88,205
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,13,25,13,25,38
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,12,21,12,21,33
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,4,3,4,3,7
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,1,1,1,1,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2019-03-01,4,4,4,4,8
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,1,1,1,1,2
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,2,0,2,0,2
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,3,0,3,3
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,2,4,2,4,6
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,76,87,76,87,163
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,14,12,14,12,26
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,5,3,5,3,8
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,68,75,68,75,143
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,5,4,5,4,9
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,14,14,14,14,28
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,2,0,2,0,2
PATACAMAYA,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,10,6,10,6,16
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,3,0,3,3
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,6,4,6,4,10
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,1,0,1,0,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,90,79,90,79,169
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,25,25,25,25,50
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,1,0,1,0,1
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,23,15,23,15,38
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,9,11,9,11,20
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,1,0,1,0,1
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,2,1,2,1,3
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2019-04-01,4,3,4,3,7
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,1,1,1,2
BOYUIBE,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,3,6,3,6,9
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,2,1,2,1,3
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,1,1,1,2
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,4,1,4,1,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,80,74,80,74,154
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,3,0,3,0,3
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,7,11,7,11,18
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,0,2,0,2,2
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,3,1,3,1,4
GUTIERREZ,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,83,59,83,59,142
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,1,1,1,2
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,7,3,7,3,10
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,26,15,26,15,41
PASORAPA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,2,2,2,2,4
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,10,13,10,13,23
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,2,2,2,2,4
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,0,2,0,2,2
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,2,0,2,0,2
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,2,1,2,3
REYES,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,4,4,4,4,8
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,2,0,2,0,2
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,0,1,0,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,0,1,0,1
SAN RAMON BENI,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,84,87,84,87,171
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,22,27,22,27,49
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,0,0,0,0,0
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,25,11,25,11,36
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,11,6,11,6,17
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,0,1,0,1
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,2,0,2,0,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2019-05-01,1,2,1,2,3
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,0,0,0,0,0
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,1,2,1,2,3
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,2,3,2,3,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,88,76,88,76,164
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,11,18,11,18,29
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,1,1,1,1,2
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,3,2,3,2,5
HUACARETA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,1,0,1,0,1
IXIAMAS,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,2,0,2,0,2
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,83,80,83,80,163
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,0,2,0,2,2
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,10,3,10,3,13
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,34,31,34,31,65
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,5,2,5,2,7
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,12,8,12,8,20
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,0,2,0,2,2
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,5,1,5,1,6
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,3,1,3,1,4
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,8,2,8,2,10
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,0,1,0,1,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,0,2,0,2,2
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,3,0,3,0,3
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,1,0,1,0,1
SAN RAMON BENI,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,100,86,100,86,186
SORATA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,0,0,0,0,0
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,31,23,31,23,54
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,1,0,1,0,1
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,22,32,22,32,54
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,15,8,15,8,23
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,2,1,2,1,3
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,0,2,0,2,2
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,4,1,4,1,5
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2019-06-01,1,1,1,1,2
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2019-07-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2019-07-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2019-07-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos a partir de las 48 hrs.,2019-07-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2019-07-01,2,1,2,1,3
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2019-07-01,1,3,1,3,4
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2019-07-01,0,1,0,1,1
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2019-07-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2019-07-01,5,3,5,3,8
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2019-07-01,79,99,79,99,178
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2019-07-01,0,2,0,2,2
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2019-07-01,0,1,0,1,1
