municipality,group,variable,month,RN con alojamiento conjunto,TOTAL
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,4,4
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,83,83
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,38,38
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,50,50
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,2,2
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,105,105
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,127,127
YAMPARAEZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,3,3
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,62,62
YOTALA,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,2,2
YUNGUYO DE LITORAL,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,1,1
ZUDAÑEZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-02-01,3,3
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,20,20
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,27,27
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,2,2
ANDAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,4,4
ANTEQUERA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
ARQUE,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,68,68
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,6,6
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,4,4
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,24,24
BETANZOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,22,22
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,4,4
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,5,5
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,22,22
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,5,5
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,12,12
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,4,4
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,19,19
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,11,11
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,80,80
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,3,3
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,9,9
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,22,22
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,4,4
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,6,6
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,21,21
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,4,4
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,22,22
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,114,114
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,957,957
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,33,33
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,5,5
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,25,25
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,23,23
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,34,34
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,24,24
CORQUE,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,3,3
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,75,75
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,27,27
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,809,809
EL CHORO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,4,4
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,97,97
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,22,22
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,22,22
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,10,10
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,7,7
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,5,5
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,2,2
GUAYARAMERIN,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,59,59
HUACARAJE,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,3,3
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,8,8
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,16,16
HUMANATA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,2,2
ICLA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,3,3
INCAHUASI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,6,6
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,91,91
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1041,1041
LAS CARRERAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,62,62
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
LORETO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,2,2
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,20,20
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,10,10
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,17,17
MOJOCOYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,34,34
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,46,46
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,3,3
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
OKINAWA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,9,9
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,519,519
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,20,20
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,27,27
PALOS BLANCOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
PAMPA GRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,10,10
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,22,22
POOPO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,11,11
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,9,9
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,26,26
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,2,2
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,449,449
PRESTO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
PUERTO ACOSTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,8,8
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,39,39
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,14,14
PUERTO SILES,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,135,135
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,6,6
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,60,60
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,198,198
RAVELO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,6,6
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,23,23
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,278,278
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,22,22
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,48,48
SABAYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,226,226
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,5,5
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,2,2
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,6,6
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,63,63
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,24,24
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,4,4
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,45,45
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,125,125
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,35,35
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,11,11
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,34,34
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,1,1
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,4,4
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,2,2
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,25,25
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,22,22
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,17,17
SAN PEDRO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,3,3
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,7,7
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,5,5
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,10,10
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,16,16
SANTA ANA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,31,31
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,2348,2348
SANTA ROSA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,12,12
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,7,7
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,10,10
SHINAOTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,42,42
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,10,10
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,349,349
TACOPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,2,2
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,7,7
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,311,311
TARVITA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,7,7
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,51,51
TOLEDO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,2,2
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,5,5
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,4,4
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,7,7
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,15,15
TOTORA(ORR),atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,3,3
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,216,216
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,64,64
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,6,6
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,8,8
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,40,40
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,27,27
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,50,50
VILA VILA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,2,2
VILLA CHARCAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,16,16
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,51,51
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,4,4
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,92,92
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,5,5
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,38,38
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,54,54
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,6,6
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,92,92
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,130,130
YAMPARAEZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,6,6
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,87,87
YOTALA,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,3,3
ZUDAÑEZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-03-01,3,3
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,29,29
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,34,34
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,3,3
ANTEQUERA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
ARQUE,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,62,62
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,4,4
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
BELEN DE ANDAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,28,28
BETANZOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,26,26
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,4,4
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,4,4
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,15,15
CAIROMA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,6,6
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,20,20
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,3,3
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,8,8
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,14,14
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,9,9
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,74,74
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,3,3
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,7,7
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,32,32
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,9,9
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,29,29
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,6,6
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,28,28
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,93,93
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1094,1094
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,29,29
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,5,5
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,16,16
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,22,22
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,34,34
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,26,26
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,2,2
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,85,85
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,27,27
CUEVO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,788,788
EL CHORO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,11,11
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,80,80
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,10,10
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,20,20
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,6,6
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,2,2
GUAYARAMERIN,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,39,39
HUACARAJE,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,2,2
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,6,6
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,16,16
HUMANATA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
ICLA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
INCAHUASI,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,7,7
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,95,95
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,979,979
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,3,3
LAS CARRERAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,62,62
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,13,13
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,10,10
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,9,9
MOCOMOCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
MOJOCOYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,2,2
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,34,34
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,31,31
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,3,3
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,6,6
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,465,465
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,23,23
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,36,36
PAMPA GRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,7,7
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,32,32
POOPO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,3,3
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,6,6
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,33,33
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,3,3
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,408,408
PRESTO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
PUERTO ACOSTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,4,4
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,22,22
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,11,11
PUERTO SILES,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,108,108
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,9,9
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,36,36
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,216,216
RAVELO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,4,4
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,16,16
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,258,258
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,32,32
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,33,33
SABAYA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,3,3
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,216,216
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,7,7
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,2,2
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,6,6
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,40,40
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,15,15
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1,1
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,37,37
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,79,79
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,29,29
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,12,12
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,52,52
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,5,5
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,2,2
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,21,21
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,26,26
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,9,9
SAN PEDRO,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,12,12
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,10,10
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,1983,1983
SANTA ROSA,atencion de partos en servicios,rn con alojamiento conjunto,2023-04-01,9,9
