,group,variable,month,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,13,4612,13,4612,4625
AZURDUY,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,604,1501,604,1501,2105
BATALLAS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,10,3615,10,3615,3625
BAURES,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,606,0,606,606
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,15,93,15,93,108
BELEN DE URMIRI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,378,0,378,378
BELLA FLOR,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,460,0,460,460
BERMEJO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,14591,0,14591,14591
BETANZOS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,432,8051,432,8051,8483
BOLIVAR,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,17,628,17,628,645
BOLPEBRA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,331,0,331,331
BOYUIBE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,4,689,4,689,693
BUENA VISTA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,472,2792,472,2792,3264
CABEZAS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1786,0,1786,1786
CAIROMA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,91,1625,91,1625,1716
"CAIZA ""D""",otras vacunaciones,antirrabica en perros y gatos,2013-06-01,46,1795,46,1795,1841
CAJUATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1217,0,1217,1217
CALACOTO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1724,0,1724,1724
CALAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2175,0,2175,2175
CAMARGO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,69,2020,69,2020,2089
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,798,0,798,798
CAMIRI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,10293,0,10293,10293
CAPINOTA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,99,3363,99,3363,3462
CAQUIAVIRI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,55,2000,55,2000,2055
CARACOLLO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,3188,0,3188,3188
CARANAVI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,220,4452,220,4452,4672
CARANGAS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,25,0,25,25
CARAPARI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,4,5278,4,5278,5282
CARIPUYO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2111,0,2111,2111
CATACORA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,295,0,295,295
CHACARILLA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,15,365,15,365,380
CHALLAPATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,7978,0,7978,7978
CHAQUI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,150,2161,150,2161,2311
CHARAGUA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2234,0,2234,2234
CHARAÑA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,20,463,20,463,483
CHAYANTA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,20,1034,20,1034,1054
CHIMORE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,312,2602,312,2602,2914
CHIPAYA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,40,0,40,40
CHOQUE COTA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,305,0,305,305
CHUA COCANI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,400,0,400,400
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2066,0,2066,2066
CHUMA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,919,0,919,919
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,2,999,2,999,1001
CKOCHAS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,80,3820,80,3820,3900
CLIZA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,555,7750,555,7750,8305
COBIJA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,2652,6828,2652,6828,9480
COCAPATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,10,4323,10,4323,4333
COCHABAMBA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,765,226836,765,226836,227601
COIPASA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,40,0,40,40
COLCAPIRHUA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,21420,0,21420,21420
"COLCHA ""K""",otras vacunaciones,antirrabica en perros y gatos,2013-06-01,179,1211,179,1211,1390
COLLANA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,75,500,75,500,575
COLOMI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,48,5048,48,5048,5096
COLPA BELGICA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,862,0,862,862
COLQUECHACA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,603,4569,603,4569,5172
COLQUENCHA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,393,1315,393,1315,1708
COLQUIRI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,3547,0,3547,3547
COMANCHE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,774,0,774,774
COMARAPA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,93,0,93,93
COMBAYA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,5,407,5,407,412
CONCEPCION,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1087,0,1087,1087
COPACABANA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2258,0,2258,2258
CORIPATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1953,0,1953,1953
CORO CORO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2639,0,2639,2639
COROICO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1694,0,1694,1694
CORQUE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,40,600,40,600,640
COTAGAITA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,400,6324,400,6324,6724
COTOCA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,378,14895,378,14895,15273
CRUZ DE MACHACAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,150,0,150,150
CUATRO CAÑADAS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,145,2234,145,2234,2379
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,398,0,398,0,398
CULPINA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,1558,531,1558,531,2089
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,13,479,13,479,492
CURVA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,410,0,410,410
DESAGUADERO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,993,0,993,993
EL ALTO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,8409,248854,8409,248854,257263
EL CHORO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,2,1172,2,1172,1174
EL PUENTE(STC),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,217,0,217,0,217
EL PUENTE(TJA),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,3224,0,3224,3224
EL TORNO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,1280,16107,1280,16107,17387
EL VILLAR,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,251,882,251,882,1133
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,199,6444,199,6444,6643
ENTRE RIOS CBBA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,300,5584,300,5584,5884
ESCOMA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,28,1151,28,1151,1179
ESMERALDA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,50,0,50,50
EUCALIPTUS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1126,0,1126,1126
EUREKA (SANTOS MERCADO),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,252,0,252,252
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,644,1972,644,1972,2616
FILADELFIA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,702,0,702,702
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,200,3508,200,3508,3708
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,20,1185,20,1185,1205
GUANAY,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,5,1532,5,1532,1537
GUAQUI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1623,0,1623,1623
GUAYARAMERIN,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,365,0,365,365
GUTIERREZ,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1474,0,1474,1474
HUACARETA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,230,2488,230,2488,2718
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,396,0,396,396
HUACHACALLA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,185,0,185,185
HUANUNI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,20,7100,20,7100,7120
HUARACAJE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,483,0,483,483
HUARINA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1568,0,1568,1568
HUATAJATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,770,0,770,770
HUAYLLAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,13,1149,13,1149,1162
HUMANATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1126,0,1126,1126
ICHOCA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1335,0,1335,1335
ICLA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,120,1907,120,1907,2027
INCAHUASI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,56,1838,56,1838,1894
INGAVI (HUMAITA),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,126,0,126,126
INQUISIVI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,131,2844,131,2844,2975
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,352,1149,352,1149,1501
IXIAMAS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1563,0,1563,1563
JESUS DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,533,2649,533,2649,3182
LA ASUNTA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,217,2693,217,2693,2910
LA GUARDIA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,158,19233,158,19233,19391
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,830,166157,830,166157,166987
LA RIVERA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,30,0,30,30
LAGUNILLAS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1177,0,1177,1177
LAJA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,4080,0,4080,4080
LAS CARRERAS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,938,0,938,938
LICOMA PAMPA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,260,0,260,260
LLALLAGUA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,10200,0,10200,10200
LLICA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,264,406,264,406,670
LORETO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,50,300,50,300,350
LURIBAY,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,337,0,337,337
MACHACAMARCA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1520,0,1520,1520
MACHARETI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1768,0,1768,1768
MAGDALENA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1607,0,1607,1607
MAIRANA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1193,0,1193,1193
MALLA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,603,0,603,603
MAPIRI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,117,1583,117,1583,1700
MECAPACA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,12,2644,12,2644,2656
MINEROS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,20,4209,20,4209,4229
MIZQUE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,261,5632,261,5632,5893
MOCOMOCO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2582,0,2582,2582
MOJINETE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,142,0,142,142
MOJOCOYA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,141,1317,141,1317,1458
MONTEAGUDO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,1678,7510,1678,7510,9188
MONTERO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,3285,17443,3285,17443,20728
MOROCHATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,11,3640,11,3640,3651
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,400,0,400,400
NAZACARA DE PACAJES,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,119,0,119,119
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,332,0,332,332
OCURI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,9,2399,9,2399,2408
OKINAWA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,3932,0,3932,3932
OMEREQUE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,2,144,2,144,146
ORURO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,1158,78601,1158,78601,79759
PADCAYA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,585,5870,585,5870,6455
PADILLA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,230,2645,230,2645,2875
PAILON,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,20,1807,20,1807,1827
PALCA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,18,3219,18,3219,3237
PALOS BLANCOS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2670,0,2670,2670
PAMPA AULLAGAS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,67,28,67,28,95
PAMPA GRANDE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,965,0,965,965
PAPEL PAMPA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,30,1970,30,1970,2000
PASORAPA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,345,0,345,345
PATACAMAYA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,67,4048,67,4048,4115
PAZÑA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,379,1049,379,1049,1428
PELECHUCO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,998,0,998,998
POCOATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,10,4803,10,4803,4813
POCONA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,170,1172,170,1172,1342
POJO (CBBA),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,108,675,108,675,783
POOPO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,40,70,40,70,110
PORCO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,611,743,611,743,1354
POROMA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,455,2613,455,2613,3068
PORONGO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,278,3780,278,3780,4058
PORTACHUELO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,10,50,10,50,60
PORVENIR,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,945,0,945,945
POSTRER VALLE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,125,0,125,125
POTOSI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,14375,30440,14375,30440,44815
PRESTO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1658,0,1658,1658
PUCARANI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,5415,0,5415,5415
PUERTO ACOSTA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2379,0,2379,2379
PUERTO CARABUCO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,49,2442,49,2442,2491
PUERTO GONZALO MORENO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,733,0,733,733
PUERTO PEREZ,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1430,0,1430,1430
PUERTO RICO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,626,0,626,626
PUERTO VILLARROEL,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,915,8541,915,8541,9456
PUNA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,654,3679,654,3679,4333
PUNATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,35,3022,35,3022,3057
QUIABAYA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,70,400,70,400,470
QUILLACOLLO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,318,40129,318,40129,40447
QUIME,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1101,0,1101,1101
RAVELO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,120,3980,120,3980,4100
RIBERALTA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,6870,2230,6870,2230,9100
ROBORE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,792,0,792,792
RURRENABAQUE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,100,2224,100,2224,2324
SABAYA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,231,0,231,231
SACABA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,5557,48777,5557,48777,54334
SACABAMBA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,92,1168,92,1168,1260
SACACA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,113,2970,113,2970,3083
SAIPINA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,102,921,102,921,1023
SAMAIPATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1765,0,1765,1765
SAN AGUSTIN,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,32,258,32,258,290
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1357,0,1357,1357
SAN ANTONIO DE ESMORUCO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,157,0,157,157
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,430,0,430,430
SAN BENITO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,150,5760,150,5760,5910
SAN BORJA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,62,746,62,746,808
SAN BUENA VENTURA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1440,0,1440,1440
SAN CARLOS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,1382,4344,1382,4344,5726
SAN IGNACIO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,74,177,74,177,251
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,4743,746,4743,746,5489
SAN JAVIER(STC),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1210,0,1210,1210
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2862,0,2862,2862
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2198,0,2198,2198
SAN JULIAN,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,392,4499,392,4499,4891
SAN LORENZO(PND),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,525,0,525,525
SAN LUCAS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,317,5771,317,5771,6088
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,27,601,27,601,628
SAN PABLO DE LIPEZ,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,46,234,46,234,280
SAN PEDRO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,12,4043,12,4043,4055
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,6044,0,6044,6044
SAN PEDRO DE CURAHUARA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,30,1970,30,1970,2000
SAN PEDRO DE QUEMES,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,31,0,31,31
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1064,0,1064,1064
SAN PEDRO(PND),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,108,0,108,108
SAN RAFAEL,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,547,80,547,80,627
SAN RAMON BENI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,654,0,654,654
SAN RAMON SCZ,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,30,0,30,0,30
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,50728,306726,50728,306726,357454
SANTA ROSA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,150,1472,150,1472,1622
SANTIAGO DE CALLAPA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,60,1430,60,1430,1490
SANTIAGO DE HUARI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1071,0,1071,1071
SANTIAGO DE HUATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1590,0,1590,1590
SANTIAGO DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,967,0,967,967
SANTIVAÑES,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,164,1083,164,1083,1247
SANTUARIO DE QUILLACAS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,356,0,356,356
SAPAHAQUI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1348,0,1348,1348
SENA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,550,0,550,550
SHINAOTA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,67,2127,67,2127,2194
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,6000,0,6000,6000
SICAYA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,525,0,525,525
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,136,14716,136,14716,14852
SOPACHUY,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,682,994,682,994,1676
SORACACHI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,24,2503,24,2503,2527
SORATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,600,2353,600,2353,2953
SUCRE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,5594,55808,5594,55808,61402
TACACHI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,136,0,136,136
TACACOMA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,35,336,35,336,371
TACOBAMBA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,187,2136,187,2136,2323
TACOPAYA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,5,679,5,679,684
TAHUA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,123,309,123,309,432
TAPACARI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,38,2642,38,2642,2680
TARABUCO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,53,3497,53,3497,3550
TARACO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1354,0,1354,1354
TARATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,20,3605,20,3605,3625
TARIJA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,13962,35569,13962,35569,49531
TARVITA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,533,3101,533,3101,3634
TEOPONTE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,43,1136,43,1136,1179
TIAWANACU,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2819,0,2819,2819
TINGUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,386,3056,386,3056,3442
TIPUANI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,1206,0,1206,1206
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,6045,17594,6045,17594,23639
TIRAQUE (CBBA),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,193,2968,193,2968,3161
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,345,0,345,345
TOCO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,2314,0,2314,2314
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,28,2456,28,2456,2484
TOLEDO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,525,1158,525,1158,1683
TOMAVE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,309,1606,309,1606,1915
TOMINA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,596,2348,596,2348,2944
TORO TORO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,540,1909,540,1909,2449
TOTORA(CBBA),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,24,1658,24,1658,1682
TOTORA(ORR),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,920,0,920,920
TRIGAL,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,170,0,170,170
TRINIDAD,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,1707,7459,1707,7459,9166
TUPIZA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,644,10497,644,10497,11141
TURCO,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,536,0,536,536
UMALA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,85,2185,85,2185,2270
UNCIA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,200,3229,200,3229,3429
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica en perros y gatos,2013-06-01,13,6908,13,6908,6921
URUBICHA,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,20,874,20,874,894
UYUNI,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,1455,3256,1455,3256,4711
VACAS,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,3040,0,3040,3040
VALLEGRANDE,otras vacunaciones,antirrabica en perros y gatos,2013-06-01,0,64,0,64,64
