municipality,group,variable,month,Viviendas Roceadas,TOTAL
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2017-08-01,31,31
CAMARGO,chagas viviendas,viviendas roceadas,2017-08-01,22,22
CAMIRI,chagas viviendas,viviendas roceadas,2017-08-01,34,34
CAPINOTA,chagas viviendas,viviendas roceadas,2017-08-01,9,9
CARAPARI,chagas viviendas,viviendas roceadas,2017-08-01,193,193
CLIZA,chagas viviendas,viviendas roceadas,2017-08-01,3,3
COCHABAMBA,chagas viviendas,viviendas roceadas,2017-08-01,311,311
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2017-08-01,16,16
COMARAPA,chagas viviendas,viviendas roceadas,2017-08-01,280,280
COTAGAITA,chagas viviendas,viviendas roceadas,2017-08-01,23,23
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2017-08-01,30,30
CULPINA,chagas viviendas,viviendas roceadas,2017-08-01,56,56
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2017-08-01,23,23
EL TORNO,chagas viviendas,viviendas roceadas,2017-08-01,169,169
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2017-08-01,71,71
HUACARETA,chagas viviendas,viviendas roceadas,2017-08-01,69,69
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2017-08-01,6,6
ICLA,chagas viviendas,viviendas roceadas,2017-08-01,29,29
LURIBAY,chagas viviendas,viviendas roceadas,2017-08-01,2,2
MONTEAGUDO,chagas viviendas,viviendas roceadas,2017-08-01,19,19
OMEREQUE,chagas viviendas,viviendas roceadas,2017-08-01,32,32
PADCAYA,chagas viviendas,viviendas roceadas,2017-08-01,9,9
PASORAPA,chagas viviendas,viviendas roceadas,2017-08-01,35,35
POCONA,chagas viviendas,viviendas roceadas,2017-08-01,5,5
POJO (CBBA),chagas viviendas,viviendas roceadas,2017-08-01,363,363
PUNATA,chagas viviendas,viviendas roceadas,2017-08-01,19,19
QUILLACOLLO,chagas viviendas,viviendas roceadas,2017-08-01,17,17
QUIRUSILLAS,chagas viviendas,viviendas roceadas,2017-08-01,4,4
RAVELO,chagas viviendas,viviendas roceadas,2017-08-01,28,28
SACABA,chagas viviendas,viviendas roceadas,2017-08-01,23,23
SAIPINA,chagas viviendas,viviendas roceadas,2017-08-01,8,8
SAMAIPATA,chagas viviendas,viviendas roceadas,2017-08-01,2,2
SAN BENITO,chagas viviendas,viviendas roceadas,2017-08-01,3,3
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2017-08-01,14,14
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2017-08-01,52,52
SANTIVAÑES,chagas viviendas,viviendas roceadas,2017-08-01,12,12
SICAYA,chagas viviendas,viviendas roceadas,2017-08-01,12,12
SIPE SIPE,chagas viviendas,viviendas roceadas,2017-08-01,26,26
SOPACHUY,chagas viviendas,viviendas roceadas,2017-08-01,2,2
SUCRE,chagas viviendas,viviendas roceadas,2017-08-01,43,43
TACACHI,chagas viviendas,viviendas roceadas,2017-08-01,1,1
TACOBAMBA,chagas viviendas,viviendas roceadas,2017-08-01,15,15
TACOPAYA,chagas viviendas,viviendas roceadas,2017-08-01,1,1
TAPACARI,chagas viviendas,viviendas roceadas,2017-08-01,17,17
TARABUCO,chagas viviendas,viviendas roceadas,2017-08-01,41,41
TARATA,chagas viviendas,viviendas roceadas,2017-08-01,1,1
TARIJA,chagas viviendas,viviendas roceadas,2017-08-01,12,12
TOLATA,chagas viviendas,viviendas roceadas,2017-08-01,1,1
TORO TORO,chagas viviendas,viviendas roceadas,2017-08-01,8,8
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2017-08-01,4,4
TUPIZA,chagas viviendas,viviendas roceadas,2017-08-01,1,1
VALLEGRANDE,chagas viviendas,viviendas roceadas,2017-08-01,9,9
VILA VILA,chagas viviendas,viviendas roceadas,2017-08-01,15,15
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2017-08-01,4,4
VILLA MONTES,chagas viviendas,viviendas roceadas,2017-08-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2017-08-01,49,49
VINTO,chagas viviendas,viviendas roceadas,2017-08-01,13,13
VITICHI,chagas viviendas,viviendas roceadas,2017-08-01,14,14
YACUIBA,chagas viviendas,viviendas roceadas,2017-08-01,11,11
YOTALA,chagas viviendas,viviendas roceadas,2017-08-01,4,4
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2017-08-01,1,1
AIQUILE,chagas viviendas,viviendas roceadas,2017-09-01,89,89
ALCALA,chagas viviendas,viviendas roceadas,2017-09-01,16,16
ANZALDO,chagas viviendas,viviendas roceadas,2017-09-01,52,52
ARAMPAMPA,chagas viviendas,viviendas roceadas,2017-09-01,6,6
ARQUE,chagas viviendas,viviendas roceadas,2017-09-01,1,1
AZURDUY,chagas viviendas,viviendas roceadas,2017-09-01,11,11
BETANZOS,chagas viviendas,viviendas roceadas,2017-09-01,5,5
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2017-09-01,18,18
CAMIRI,chagas viviendas,viviendas roceadas,2017-09-01,25,25
CAPINOTA,chagas viviendas,viviendas roceadas,2017-09-01,14,14
CLIZA,chagas viviendas,viviendas roceadas,2017-09-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2017-09-01,253,253
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2017-09-01,20,20
COTAGAITA,chagas viviendas,viviendas roceadas,2017-09-01,27,27
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2017-09-01,37,37
CUEVO,chagas viviendas,viviendas roceadas,2017-09-01,484,484
CULPINA,chagas viviendas,viviendas roceadas,2017-09-01,230,230
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2017-09-01,10,10
EL TORNO,chagas viviendas,viviendas roceadas,2017-09-01,2,2
EL VILLAR,chagas viviendas,viviendas roceadas,2017-09-01,15,15
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2017-09-01,63,63
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2017-09-01,20,20
ICLA,chagas viviendas,viviendas roceadas,2017-09-01,54,54
LAS CARRERAS,chagas viviendas,viviendas roceadas,2017-09-01,17,17
MOJOCOYA,chagas viviendas,viviendas roceadas,2017-09-01,10,10
MONTEAGUDO,chagas viviendas,viviendas roceadas,2017-09-01,5,5
OCURI,chagas viviendas,viviendas roceadas,2017-09-01,136,136
OMEREQUE,chagas viviendas,viviendas roceadas,2017-09-01,27,27
PADCAYA,chagas viviendas,viviendas roceadas,2017-09-01,3,3
PADILLA,chagas viviendas,viviendas roceadas,2017-09-01,26,26
PASORAPA,chagas viviendas,viviendas roceadas,2017-09-01,9,9
POCONA,chagas viviendas,viviendas roceadas,2017-09-01,3,3
POJO (CBBA),chagas viviendas,viviendas roceadas,2017-09-01,109,109
POROMA,chagas viviendas,viviendas roceadas,2017-09-01,17,17
PUNATA,chagas viviendas,viviendas roceadas,2017-09-01,9,9
QUILLACOLLO,chagas viviendas,viviendas roceadas,2017-09-01,22,22
RAVELO,chagas viviendas,viviendas roceadas,2017-09-01,44,44
SACABA,chagas viviendas,viviendas roceadas,2017-09-01,43,43
SAMAIPATA,chagas viviendas,viviendas roceadas,2017-09-01,3,3
SAN BENITO,chagas viviendas,viviendas roceadas,2017-09-01,3,3
SAN JULIAN,chagas viviendas,viviendas roceadas,2017-09-01,90,90
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2017-09-01,14,14
SANTIVAÑES,chagas viviendas,viviendas roceadas,2017-09-01,102,102
SAPAHAQUI,chagas viviendas,viviendas roceadas,2017-09-01,100,100
SICAYA,chagas viviendas,viviendas roceadas,2017-09-01,34,34
SIPE SIPE,chagas viviendas,viviendas roceadas,2017-09-01,17,17
SUCRE,chagas viviendas,viviendas roceadas,2017-09-01,175,175
TACACHI,chagas viviendas,viviendas roceadas,2017-09-01,4,4
TAPACARI,chagas viviendas,viviendas roceadas,2017-09-01,13,13
TARABUCO,chagas viviendas,viviendas roceadas,2017-09-01,42,42
TARATA,chagas viviendas,viviendas roceadas,2017-09-01,6,6
TARIJA,chagas viviendas,viviendas roceadas,2017-09-01,7,7
TOLATA,chagas viviendas,viviendas roceadas,2017-09-01,1,1
TOMAVE,chagas viviendas,viviendas roceadas,2017-09-01,1,1
TORO TORO,chagas viviendas,viviendas roceadas,2017-09-01,19,19
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2017-09-01,12,12
VALLEGRANDE,chagas viviendas,viviendas roceadas,2017-09-01,25,25
VILA VILA,chagas viviendas,viviendas roceadas,2017-09-01,14,14
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2017-09-01,12,12
VILLA MONTES,chagas viviendas,viviendas roceadas,2017-09-01,15,15
VILLAZON,chagas viviendas,viviendas roceadas,2017-09-01,3,3
VINTO,chagas viviendas,viviendas roceadas,2017-09-01,11,11
VITICHI,chagas viviendas,viviendas roceadas,2017-09-01,10,10
YOTALA,chagas viviendas,viviendas roceadas,2017-09-01,41,41
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2017-09-01,16,16
AIQUILE,chagas viviendas,viviendas roceadas,2017-10-01,75,75
ANZALDO,chagas viviendas,viviendas roceadas,2017-10-01,1,1
ARAMPAMPA,chagas viviendas,viviendas roceadas,2017-10-01,9,9
ARQUE,chagas viviendas,viviendas roceadas,2017-10-01,25,25
AZURDUY,chagas viviendas,viviendas roceadas,2017-10-01,9,9
BOYUIBE,chagas viviendas,viviendas roceadas,2017-10-01,14,14
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2017-10-01,8,8
CAMARGO,chagas viviendas,viviendas roceadas,2017-10-01,29,29
CAPINOTA,chagas viviendas,viviendas roceadas,2017-10-01,18,18
CARAPARI,chagas viviendas,viviendas roceadas,2017-10-01,8,8
CKOCHAS,chagas viviendas,viviendas roceadas,2017-10-01,2,2
CLIZA,chagas viviendas,viviendas roceadas,2017-10-01,1,1
COCHABAMBA,chagas viviendas,viviendas roceadas,2017-10-01,25,25
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2017-10-01,71,71
COLQUECHACA,chagas viviendas,viviendas roceadas,2017-10-01,8,8
COMARAPA,chagas viviendas,viviendas roceadas,2017-10-01,10,10
COTAGAITA,chagas viviendas,viviendas roceadas,2017-10-01,3,3
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2017-10-01,63,63
CUEVO,chagas viviendas,viviendas roceadas,2017-10-01,90,90
CULPINA,chagas viviendas,viviendas roceadas,2017-10-01,199,199
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2017-10-01,7,7
EL VILLAR,chagas viviendas,viviendas roceadas,2017-10-01,21,21
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2017-10-01,38,38
ICLA,chagas viviendas,viviendas roceadas,2017-10-01,46,46
MAIRANA,chagas viviendas,viviendas roceadas,2017-10-01,34,34
MOJOCOYA,chagas viviendas,viviendas roceadas,2017-10-01,248,248
OMEREQUE,chagas viviendas,viviendas roceadas,2017-10-01,27,27
PADCAYA,chagas viviendas,viviendas roceadas,2017-10-01,10,10
PADILLA,chagas viviendas,viviendas roceadas,2017-10-01,31,31
PASORAPA,chagas viviendas,viviendas roceadas,2017-10-01,14,14
POCONA,chagas viviendas,viviendas roceadas,2017-10-01,3,3
PRESTO,chagas viviendas,viviendas roceadas,2017-10-01,44,44
PUNA,chagas viviendas,viviendas roceadas,2017-10-01,27,27
PUNATA,chagas viviendas,viviendas roceadas,2017-10-01,19,19
QUILLACOLLO,chagas viviendas,viviendas roceadas,2017-10-01,32,32
RAVELO,chagas viviendas,viviendas roceadas,2017-10-01,24,24
SACABA,chagas viviendas,viviendas roceadas,2017-10-01,41,41
SAMAIPATA,chagas viviendas,viviendas roceadas,2017-10-01,9,9
SAN BENITO,chagas viviendas,viviendas roceadas,2017-10-01,3,3
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2017-10-01,52,52
SANTIVAÑES,chagas viviendas,viviendas roceadas,2017-10-01,30,30
SICAYA,chagas viviendas,viviendas roceadas,2017-10-01,43,43
SIPE SIPE,chagas viviendas,viviendas roceadas,2017-10-01,16,16
SUCRE,chagas viviendas,viviendas roceadas,2017-10-01,47,47
TAPACARI,chagas viviendas,viviendas roceadas,2017-10-01,14,14
TARABUCO,chagas viviendas,viviendas roceadas,2017-10-01,105,105
TARATA,chagas viviendas,viviendas roceadas,2017-10-01,1,1
TARIJA,chagas viviendas,viviendas roceadas,2017-10-01,23,23
TIQUIPAYA,chagas viviendas,viviendas roceadas,2017-10-01,5,5
TOLATA,chagas viviendas,viviendas roceadas,2017-10-01,1,1
TORO TORO,chagas viviendas,viviendas roceadas,2017-10-01,8,8
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2017-10-01,11,11
TUPIZA,chagas viviendas,viviendas roceadas,2017-10-01,10,10
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2017-10-01,11,11
VALLEGRANDE,chagas viviendas,viviendas roceadas,2017-10-01,26,26
VILA VILA,chagas viviendas,viviendas roceadas,2017-10-01,15,15
VILLA RIVERO,chagas viviendas,viviendas roceadas,2017-10-01,1,1
VILLA SERRANO,chagas viviendas,viviendas roceadas,2017-10-01,31,31
VINTO,chagas viviendas,viviendas roceadas,2017-10-01,12,12
VITICHI,chagas viviendas,viviendas roceadas,2017-10-01,2,2
YOTALA,chagas viviendas,viviendas roceadas,2017-10-01,25,25
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2017-10-01,5,5
ACACIO,chagas viviendas,viviendas roceadas,2017-11-01,11,11
AIQUILE,chagas viviendas,viviendas roceadas,2017-11-01,132,132
ALCALA,chagas viviendas,viviendas roceadas,2017-11-01,11,11
ANZALDO,chagas viviendas,viviendas roceadas,2017-11-01,22,22
ARAMPAMPA,chagas viviendas,viviendas roceadas,2017-11-01,12,12
ARBIETO,chagas viviendas,viviendas roceadas,2017-11-01,19,19
ARQUE,chagas viviendas,viviendas roceadas,2017-11-01,4,4
AZURDUY,chagas viviendas,viviendas roceadas,2017-11-01,25,25
BETANZOS,chagas viviendas,viviendas roceadas,2017-11-01,3,3
BOYUIBE,chagas viviendas,viviendas roceadas,2017-11-01,22,22
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2017-11-01,34,34
CAMARGO,chagas viviendas,viviendas roceadas,2017-11-01,39,39
CAPINOTA,chagas viviendas,viviendas roceadas,2017-11-01,20,20
CKOCHAS,chagas viviendas,viviendas roceadas,2017-11-01,2,2
CLIZA,chagas viviendas,viviendas roceadas,2017-11-01,4,4
COCHABAMBA,chagas viviendas,viviendas roceadas,2017-11-01,55,55
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2017-11-01,17,17
COLQUIRI,chagas viviendas,viviendas roceadas,2017-11-01,139,139
COTAGAITA,chagas viviendas,viviendas roceadas,2017-11-01,10,10
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2017-11-01,14,14
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2017-11-01,1,1
CULPINA,chagas viviendas,viviendas roceadas,2017-11-01,125,125
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2017-11-01,9,9
EL TORNO,chagas viviendas,viviendas roceadas,2017-11-01,19,19
EL VILLAR,chagas viviendas,viviendas roceadas,2017-11-01,44,44
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2017-11-01,110,110
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2017-11-01,50,50
ICLA,chagas viviendas,viviendas roceadas,2017-11-01,75,75
INQUISIVI,chagas viviendas,viviendas roceadas,2017-11-01,14,14
LA PAZ,chagas viviendas,viviendas roceadas,2017-11-01,0,0
LAS CARRERAS,chagas viviendas,viviendas roceadas,2017-11-01,4,4
MIZQUE,chagas viviendas,viviendas roceadas,2017-11-01,37,37
MOJOCOYA,chagas viviendas,viviendas roceadas,2017-11-01,24,24
MORO MORO,chagas viviendas,viviendas roceadas,2017-11-01,72,72
OMEREQUE,chagas viviendas,viviendas roceadas,2017-11-01,8,8
PADCAYA,chagas viviendas,viviendas roceadas,2017-11-01,3,3
PADILLA,chagas viviendas,viviendas roceadas,2017-11-01,51,51
PASORAPA,chagas viviendas,viviendas roceadas,2017-11-01,7,7
POCONA,chagas viviendas,viviendas roceadas,2017-11-01,4,4
POJO (CBBA),chagas viviendas,viviendas roceadas,2017-11-01,33,33
POROMA,chagas viviendas,viviendas roceadas,2017-11-01,12,12
PUNA,chagas viviendas,viviendas roceadas,2017-11-01,5,5
QUILLACOLLO,chagas viviendas,viviendas roceadas,2017-11-01,298,298
RAVELO,chagas viviendas,viviendas roceadas,2017-11-01,34,34
SACABA,chagas viviendas,viviendas roceadas,2017-11-01,29,29
SAMAIPATA,chagas viviendas,viviendas roceadas,2017-11-01,8,8
SAN BENITO,chagas viviendas,viviendas roceadas,2017-11-01,4,4
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2017-11-01,3,3
SAN LUCAS,chagas viviendas,viviendas roceadas,2017-11-01,58,58
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2017-11-01,17,17
SANTIVAÑES,chagas viviendas,viviendas roceadas,2017-11-01,39,39
SAPAHAQUI,chagas viviendas,viviendas roceadas,2017-11-01,58,58
SICAYA,chagas viviendas,viviendas roceadas,2017-11-01,38,38
SIPE SIPE,chagas viviendas,viviendas roceadas,2017-11-01,63,63
SUCRE,chagas viviendas,viviendas roceadas,2017-11-01,27,27
TACACHI,chagas viviendas,viviendas roceadas,2017-11-01,4,4
TACOPAYA,chagas viviendas,viviendas roceadas,2017-11-01,1,1
TAPACARI,chagas viviendas,viviendas roceadas,2017-11-01,9,9
TARABUCO,chagas viviendas,viviendas roceadas,2017-11-01,93,93
TARATA,chagas viviendas,viviendas roceadas,2017-11-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2017-11-01,15,15
TIQUIPAYA,chagas viviendas,viviendas roceadas,2017-11-01,5,5
TOLATA,chagas viviendas,viviendas roceadas,2017-11-01,2,2
TOMAVE,chagas viviendas,viviendas roceadas,2017-11-01,4,4
TORO TORO,chagas viviendas,viviendas roceadas,2017-11-01,29,29
TUPIZA,chagas viviendas,viviendas roceadas,2017-11-01,14,14
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2017-11-01,10,10
VALLEGRANDE,chagas viviendas,viviendas roceadas,2017-11-01,51,51
VILA VILA,chagas viviendas,viviendas roceadas,2017-11-01,8,8
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2017-11-01,27,27
VILLA MONTES,chagas viviendas,viviendas roceadas,2017-11-01,5,5
VILLA RIVERO,chagas viviendas,viviendas roceadas,2017-11-01,7,7
VINTO,chagas viviendas,viviendas roceadas,2017-11-01,7,7
VITICHI,chagas viviendas,viviendas roceadas,2017-11-01,8,8
YACUIBA,chagas viviendas,viviendas roceadas,2017-11-01,250,250
AIQUILE,chagas viviendas,viviendas roceadas,2017-12-01,30,30
ALCALA,chagas viviendas,viviendas roceadas,2017-12-01,5,5
ANZALDO,chagas viviendas,viviendas roceadas,2017-12-01,6,6
ARANI,chagas viviendas,viviendas roceadas,2017-12-01,2,2
ARBIETO,chagas viviendas,viviendas roceadas,2017-12-01,2,2
ARQUE,chagas viviendas,viviendas roceadas,2017-12-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2017-12-01,6,6
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2017-12-01,4,4
CAPINOTA,chagas viviendas,viviendas roceadas,2017-12-01,24,24
CLIZA,chagas viviendas,viviendas roceadas,2017-12-01,4,4
COCHABAMBA,chagas viviendas,viviendas roceadas,2017-12-01,33,33
COTAGAITA,chagas viviendas,viviendas roceadas,2017-12-01,5,5
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2017-12-01,12,12
EL TORNO,chagas viviendas,viviendas roceadas,2017-12-01,1,1
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2017-12-01,3,3
ICLA,chagas viviendas,viviendas roceadas,2017-12-01,16,16
LA PAZ,chagas viviendas,viviendas roceadas,2017-12-01,0,0
LICOMA PAMPA,chagas viviendas,viviendas roceadas,2017-12-01,3,3
PASORAPA,chagas viviendas,viviendas roceadas,2017-12-01,21,21
POCONA,chagas viviendas,viviendas roceadas,2017-12-01,9,9
POJO (CBBA),chagas viviendas,viviendas roceadas,2017-12-01,4,4
POROMA,chagas viviendas,viviendas roceadas,2017-12-01,31,31
PUNATA,chagas viviendas,viviendas roceadas,2017-12-01,1,1
QUILLACOLLO,chagas viviendas,viviendas roceadas,2017-12-01,35,35
SACABA,chagas viviendas,viviendas roceadas,2017-12-01,13,13
SAN BENITO,chagas viviendas,viviendas roceadas,2017-12-01,7,7
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2017-12-01,73,73
SANTIVAÑES,chagas viviendas,viviendas roceadas,2017-12-01,12,12
SICAYA,chagas viviendas,viviendas roceadas,2017-12-01,34,34
SIPE SIPE,chagas viviendas,viviendas roceadas,2017-12-01,30,30
SOPACHUY,chagas viviendas,viviendas roceadas,2017-12-01,1,1
TACACHI,chagas viviendas,viviendas roceadas,2017-12-01,2,2
TACOPAYA,chagas viviendas,viviendas roceadas,2017-12-01,2,2
TAPACARI,chagas viviendas,viviendas roceadas,2017-12-01,11,11
TIQUIPAYA,chagas viviendas,viviendas roceadas,2017-12-01,10,10
TOLATA,chagas viviendas,viviendas roceadas,2017-12-01,1,1
TORO TORO,chagas viviendas,viviendas roceadas,2017-12-01,5,5
TUPIZA,chagas viviendas,viviendas roceadas,2017-12-01,27,27
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2017-12-01,2,2
VALLEGRANDE,chagas viviendas,viviendas roceadas,2017-12-01,3,3
VILA VILA,chagas viviendas,viviendas roceadas,2017-12-01,32,32
VILLA MONTES,chagas viviendas,viviendas roceadas,2017-12-01,4,4
VILLA RIVERO,chagas viviendas,viviendas roceadas,2017-12-01,14,14
VINTO,chagas viviendas,viviendas roceadas,2017-12-01,4,4
VITICHI,chagas viviendas,viviendas roceadas,2017-12-01,2,2
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2017-12-01,9,9
