municipality,group,variable,month,Viviendas Positivas,TOTAL
VITICHI,chagas viviendas,viviendas positivas,2017-08-01,11,11
YACUIBA,chagas viviendas,viviendas positivas,2017-08-01,11,11
YOTALA,chagas viviendas,viviendas positivas,2017-08-01,4,4
AIQUILE,chagas viviendas,viviendas positivas,2017-09-01,10,10
ALCALA,chagas viviendas,viviendas positivas,2017-09-01,2,2
ANZALDO,chagas viviendas,viviendas positivas,2017-09-01,14,14
ARAMPAMPA,chagas viviendas,viviendas positivas,2017-09-01,1,1
ARBIETO,chagas viviendas,viviendas positivas,2017-09-01,1,1
AZURDUY,chagas viviendas,viviendas positivas,2017-09-01,5,5
BETANZOS,chagas viviendas,viviendas positivas,2017-09-01,1,1
"CAIZA ""D""",chagas viviendas,viviendas positivas,2017-09-01,6,6
CAMIRI,chagas viviendas,viviendas positivas,2017-09-01,20,20
CAPINOTA,chagas viviendas,viviendas positivas,2017-09-01,3,3
CLIZA,chagas viviendas,viviendas positivas,2017-09-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2017-09-01,60,60
COLCAPIRHUA,chagas viviendas,viviendas positivas,2017-09-01,6,6
COTAGAITA,chagas viviendas,viviendas positivas,2017-09-01,14,14
CUATRO CAÑADAS,chagas viviendas,viviendas positivas,2017-09-01,20,20
CUEVO,chagas viviendas,viviendas positivas,2017-09-01,35,35
CULPINA,chagas viviendas,viviendas positivas,2017-09-01,69,69
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2017-09-01,2,2
EL VILLAR,chagas viviendas,viviendas positivas,2017-09-01,8,8
GUTIERREZ,chagas viviendas,viviendas positivas,2017-09-01,202,202
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2017-09-01,23,23
ICLA,chagas viviendas,viviendas positivas,2017-09-01,59,59
LAGUNILLAS,chagas viviendas,viviendas positivas,2017-09-01,4,4
LAS CARRERAS,chagas viviendas,viviendas positivas,2017-09-01,17,17
MOJOCOYA,chagas viviendas,viviendas positivas,2017-09-01,7,7
MONTEAGUDO,chagas viviendas,viviendas positivas,2017-09-01,5,5
OMEREQUE,chagas viviendas,viviendas positivas,2017-09-01,8,8
PADILLA,chagas viviendas,viviendas positivas,2017-09-01,1,1
PASORAPA,chagas viviendas,viviendas positivas,2017-09-01,1,1
POCONA,chagas viviendas,viviendas positivas,2017-09-01,2,2
POROMA,chagas viviendas,viviendas positivas,2017-09-01,3,3
PUNA,chagas viviendas,viviendas positivas,2017-09-01,2,2
PUNATA,chagas viviendas,viviendas positivas,2017-09-01,5,5
QUILLACOLLO,chagas viviendas,viviendas positivas,2017-09-01,2,2
RAVELO,chagas viviendas,viviendas positivas,2017-09-01,5,5
SACABA,chagas viviendas,viviendas positivas,2017-09-01,13,13
SAMAIPATA,chagas viviendas,viviendas positivas,2017-09-01,1,1
SAN BENITO,chagas viviendas,viviendas positivas,2017-09-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2017-09-01,8,8
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2017-09-01,1,1
SAPAHAQUI,chagas viviendas,viviendas positivas,2017-09-01,41,41
SICAYA,chagas viviendas,viviendas positivas,2017-09-01,3,3
SIPE SIPE,chagas viviendas,viviendas positivas,2017-09-01,1,1
SUCRE,chagas viviendas,viviendas positivas,2017-09-01,101,101
TACACHI,chagas viviendas,viviendas positivas,2017-09-01,4,4
TARABUCO,chagas viviendas,viviendas positivas,2017-09-01,6,6
TARATA,chagas viviendas,viviendas positivas,2017-09-01,6,6
TARIJA,chagas viviendas,viviendas positivas,2017-09-01,7,7
TINGUIPAYA,chagas viviendas,viviendas positivas,2017-09-01,2,2
TOLATA,chagas viviendas,viviendas positivas,2017-09-01,1,1
TOMAVE,chagas viviendas,viviendas positivas,2017-09-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2017-09-01,8,8
TUPIZA,chagas viviendas,viviendas positivas,2017-09-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2017-09-01,3,3
VILA VILA,chagas viviendas,viviendas positivas,2017-09-01,2,2
VILLA CHARCAS,chagas viviendas,viviendas positivas,2017-09-01,8,8
VILLA MONTES,chagas viviendas,viviendas positivas,2017-09-01,13,13
VILLAZON,chagas viviendas,viviendas positivas,2017-09-01,3,3
VITICHI,chagas viviendas,viviendas positivas,2017-09-01,8,8
YOTALA,chagas viviendas,viviendas positivas,2017-09-01,24,24
ZUDAÑEZ,chagas viviendas,viviendas positivas,2017-09-01,16,16
AIQUILE,chagas viviendas,viviendas positivas,2017-10-01,4,4
ALCALA,chagas viviendas,viviendas positivas,2017-10-01,4,4
ANZALDO,chagas viviendas,viviendas positivas,2017-10-01,2,2
ARAMPAMPA,chagas viviendas,viviendas positivas,2017-10-01,2,2
ARBIETO,chagas viviendas,viviendas positivas,2017-10-01,5,5
ARQUE,chagas viviendas,viviendas positivas,2017-10-01,5,5
BOYUIBE,chagas viviendas,viviendas positivas,2017-10-01,3,3
CAPINOTA,chagas viviendas,viviendas positivas,2017-10-01,3,3
CKOCHAS,chagas viviendas,viviendas positivas,2017-10-01,1,1
CLIZA,chagas viviendas,viviendas positivas,2017-10-01,2,2
COCHABAMBA,chagas viviendas,viviendas positivas,2017-10-01,1,1
COLQUECHACA,chagas viviendas,viviendas positivas,2017-10-01,2,2
COMARAPA,chagas viviendas,viviendas positivas,2017-10-01,3,3
COTAGAITA,chagas viviendas,viviendas positivas,2017-10-01,3,3
CUATRO CAÑADAS,chagas viviendas,viviendas positivas,2017-10-01,6,6
CUEVO,chagas viviendas,viviendas positivas,2017-10-01,15,15
CULPINA,chagas viviendas,viviendas positivas,2017-10-01,20,20
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2017-10-01,1,1
EL VILLAR,chagas viviendas,viviendas positivas,2017-10-01,8,8
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2017-10-01,2,2
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2017-10-01,10,10
ICLA,chagas viviendas,viviendas positivas,2017-10-01,31,31
LA GUARDIA,chagas viviendas,viviendas positivas,2017-10-01,48,48
LAS CARRERAS,chagas viviendas,viviendas positivas,2017-10-01,30,30
MOJOCOYA,chagas viviendas,viviendas positivas,2017-10-01,13,13
MONTEAGUDO,chagas viviendas,viviendas positivas,2017-10-01,4,4
MORO MORO,chagas viviendas,viviendas positivas,2017-10-01,13,13
OMEREQUE,chagas viviendas,viviendas positivas,2017-10-01,8,8
PADCAYA,chagas viviendas,viviendas positivas,2017-10-01,1,1
PADILLA,chagas viviendas,viviendas positivas,2017-10-01,8,8
POCONA,chagas viviendas,viviendas positivas,2017-10-01,1,1
POROMA,chagas viviendas,viviendas positivas,2017-10-01,3,3
PRESTO,chagas viviendas,viviendas positivas,2017-10-01,10,10
PUNA,chagas viviendas,viviendas positivas,2017-10-01,6,6
PUNATA,chagas viviendas,viviendas positivas,2017-10-01,11,11
QUILLACOLLO,chagas viviendas,viviendas positivas,2017-10-01,52,52
RAVELO,chagas viviendas,viviendas positivas,2017-10-01,3,3
SACABA,chagas viviendas,viviendas positivas,2017-10-01,13,13
SAMAIPATA,chagas viviendas,viviendas positivas,2017-10-01,9,9
SAN BENITO,chagas viviendas,viviendas positivas,2017-10-01,2,2
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2017-10-01,22,22
SANTIVAÑES,chagas viviendas,viviendas positivas,2017-10-01,15,15
SICAYA,chagas viviendas,viviendas positivas,2017-10-01,8,8
SIPE SIPE,chagas viviendas,viviendas positivas,2017-10-01,5,5
SUCRE,chagas viviendas,viviendas positivas,2017-10-01,16,16
TAPACARI,chagas viviendas,viviendas positivas,2017-10-01,2,2
TARABUCO,chagas viviendas,viviendas positivas,2017-10-01,19,19
TARATA,chagas viviendas,viviendas positivas,2017-10-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2017-10-01,8,8
TINGUIPAYA,chagas viviendas,viviendas positivas,2017-10-01,1,1
TIQUIPAYA,chagas viviendas,viviendas positivas,2017-10-01,1,1
TOLATA,chagas viviendas,viviendas positivas,2017-10-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2017-10-01,2,2
TOTORA(CBBA),chagas viviendas,viviendas positivas,2017-10-01,2,2
TUPIZA,chagas viviendas,viviendas positivas,2017-10-01,10,10
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2017-10-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2017-10-01,4,4
VILA VILA,chagas viviendas,viviendas positivas,2017-10-01,1,1
VILLA RIVERO,chagas viviendas,viviendas positivas,2017-10-01,1,1
VINTO,chagas viviendas,viviendas positivas,2017-10-01,4,4
VITICHI,chagas viviendas,viviendas positivas,2017-10-01,2,2
YOTALA,chagas viviendas,viviendas positivas,2017-10-01,5,5
ZUDAÑEZ,chagas viviendas,viviendas positivas,2017-10-01,3,3
ACACIO,chagas viviendas,viviendas positivas,2017-11-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2017-11-01,13,13
ANZALDO,chagas viviendas,viviendas positivas,2017-11-01,1,1
ARAMPAMPA,chagas viviendas,viviendas positivas,2017-11-01,3,3
ARANI,chagas viviendas,viviendas positivas,2017-11-01,4,4
ARBIETO,chagas viviendas,viviendas positivas,2017-11-01,10,10
BETANZOS,chagas viviendas,viviendas positivas,2017-11-01,3,3
BOYUIBE,chagas viviendas,viviendas positivas,2017-11-01,13,13
"CAIZA ""D""",chagas viviendas,viviendas positivas,2017-11-01,2,2
CAMARGO,chagas viviendas,viviendas positivas,2017-11-01,4,4
CAPINOTA,chagas viviendas,viviendas positivas,2017-11-01,2,2
CLIZA,chagas viviendas,viviendas positivas,2017-11-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2017-11-01,14,14
COLQUIRI,chagas viviendas,viviendas positivas,2017-11-01,1,1
COTAGAITA,chagas viviendas,viviendas positivas,2017-11-01,7,7
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2017-11-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2017-11-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2017-11-01,8,8
EL VILLAR,chagas viviendas,viviendas positivas,2017-11-01,3,3
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2017-11-01,1,1
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2017-11-01,16,16
ICLA,chagas viviendas,viviendas positivas,2017-11-01,77,77
LA PAZ,chagas viviendas,viviendas positivas,2017-11-01,0,0
MIZQUE,chagas viviendas,viviendas positivas,2017-11-01,5,5
OCURI,chagas viviendas,viviendas positivas,2017-11-01,1,1
PADILLA,chagas viviendas,viviendas positivas,2017-11-01,3,3
PASORAPA,chagas viviendas,viviendas positivas,2017-11-01,1,1
POCONA,chagas viviendas,viviendas positivas,2017-11-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2017-11-01,1,1
POROMA,chagas viviendas,viviendas positivas,2017-11-01,10,10
PUNA,chagas viviendas,viviendas positivas,2017-11-01,3,3
RAVELO,chagas viviendas,viviendas positivas,2017-11-01,4,4
SACABA,chagas viviendas,viviendas positivas,2017-11-01,5,5
SAMAIPATA,chagas viviendas,viviendas positivas,2017-11-01,8,8
SAN BENITO,chagas viviendas,viviendas positivas,2017-11-01,4,4
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2017-11-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2017-11-01,58,58
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2017-11-01,44,44
SANTIVAÑES,chagas viviendas,viviendas positivas,2017-11-01,20,20
SAPAHAQUI,chagas viviendas,viviendas positivas,2017-11-01,15,15
SICAYA,chagas viviendas,viviendas positivas,2017-11-01,3,3
SIPE SIPE,chagas viviendas,viviendas positivas,2017-11-01,1,1
SUCRE,chagas viviendas,viviendas positivas,2017-11-01,15,15
TACACHI,chagas viviendas,viviendas positivas,2017-11-01,2,2
TACOPAYA,chagas viviendas,viviendas positivas,2017-11-01,1,1
TARABUCO,chagas viviendas,viviendas positivas,2017-11-01,3,3
TARATA,chagas viviendas,viviendas positivas,2017-11-01,2,2
TARVITA,chagas viviendas,viviendas positivas,2017-11-01,1,1
TIQUIPAYA,chagas viviendas,viviendas positivas,2017-11-01,1,1
TOCO,chagas viviendas,viviendas positivas,2017-11-01,1,1
TOLATA,chagas viviendas,viviendas positivas,2017-11-01,1,1
TOMAVE,chagas viviendas,viviendas positivas,2017-11-01,2,2
TORO TORO,chagas viviendas,viviendas positivas,2017-11-01,3,3
TUPIZA,chagas viviendas,viviendas positivas,2017-11-01,14,14
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2017-11-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2017-11-01,5,5
VILA VILA,chagas viviendas,viviendas positivas,2017-11-01,6,6
VILLA CHARCAS,chagas viviendas,viviendas positivas,2017-11-01,156,156
VILLA MONTES,chagas viviendas,viviendas positivas,2017-11-01,1,1
VILLA RIVERO,chagas viviendas,viviendas positivas,2017-11-01,4,4
VINTO,chagas viviendas,viviendas positivas,2017-11-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2017-11-01,6,6
AIQUILE,chagas viviendas,viviendas positivas,2017-12-01,4,4
ARQUE,chagas viviendas,viviendas positivas,2017-12-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2017-12-01,6,6
"CAIZA ""D""",chagas viviendas,viviendas positivas,2017-12-01,1,1
CLIZA,chagas viviendas,viviendas positivas,2017-12-01,2,2
COLQUECHACA,chagas viviendas,viviendas positivas,2017-12-01,64,64
COTAGAITA,chagas viviendas,viviendas positivas,2017-12-01,6,6
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2017-12-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2017-12-01,1,1
LA PAZ,chagas viviendas,viviendas positivas,2017-12-01,0,0
LICOMA PAMPA,chagas viviendas,viviendas positivas,2017-12-01,2,2
POCONA,chagas viviendas,viviendas positivas,2017-12-01,3,3
POJO (CBBA),chagas viviendas,viviendas positivas,2017-12-01,3,3
POROMA,chagas viviendas,viviendas positivas,2017-12-01,28,28
PUNATA,chagas viviendas,viviendas positivas,2017-12-01,2,2
QUILLACOLLO,chagas viviendas,viviendas positivas,2017-12-01,16,16
SACABA,chagas viviendas,viviendas positivas,2017-12-01,3,3
SAN BENITO,chagas viviendas,viviendas positivas,2017-12-01,3,3
SANTIVAÑES,chagas viviendas,viviendas positivas,2017-12-01,1,1
TACACHI,chagas viviendas,viviendas positivas,2017-12-01,2,2
TAPACARI,chagas viviendas,viviendas positivas,2017-12-01,3,3
TARIJA,chagas viviendas,viviendas positivas,2017-12-01,7,7
TINGUIPAYA,chagas viviendas,viviendas positivas,2017-12-01,3,3
TIQUIPAYA,chagas viviendas,viviendas positivas,2017-12-01,2,2
TOLATA,chagas viviendas,viviendas positivas,2017-12-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2017-12-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2017-12-01,2,2
VILA VILA,chagas viviendas,viviendas positivas,2017-12-01,3,3
VILLA RIVERO,chagas viviendas,viviendas positivas,2017-12-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2017-12-01,30,30
VINTO,chagas viviendas,viviendas positivas,2017-12-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2017-12-01,2,2
