municipality,group,variable,month,Viviendas Evaluadas,TOTAL
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2017-06-01,166,166
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2017-06-01,16,16
RAVELO,chagas viviendas,viviendas evaluadas,2017-06-01,213,213
SACABA,chagas viviendas,viviendas evaluadas,2017-06-01,794,794
SAIPINA,chagas viviendas,viviendas evaluadas,2017-06-01,55,55
SAN BENITO,chagas viviendas,viviendas evaluadas,2017-06-01,242,242
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2017-06-01,309,309
SAN LUCAS,chagas viviendas,viviendas evaluadas,2017-06-01,347,347
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2017-06-01,247,247
SICAYA,chagas viviendas,viviendas evaluadas,2017-06-01,207,207
SOPACHUY,chagas viviendas,viviendas evaluadas,2017-06-01,217,217
SUCRE,chagas viviendas,viviendas evaluadas,2017-06-01,398,398
TACACHI,chagas viviendas,viviendas evaluadas,2017-06-01,92,92
TACACOMA,chagas viviendas,viviendas evaluadas,2017-06-01,1070,1070
TACOPAYA,chagas viviendas,viviendas evaluadas,2017-06-01,207,207
TAPACARI,chagas viviendas,viviendas evaluadas,2017-06-01,9,9
TARABUCO,chagas viviendas,viviendas evaluadas,2017-06-01,308,308
TARATA,chagas viviendas,viviendas evaluadas,2017-06-01,128,128
TARIJA,chagas viviendas,viviendas evaluadas,2017-06-01,225,225
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2017-06-01,277,277
TOCO,chagas viviendas,viviendas evaluadas,2017-06-01,159,159
TOLATA,chagas viviendas,viviendas evaluadas,2017-06-01,67,67
TOMAVE,chagas viviendas,viviendas evaluadas,2017-06-01,158,158
TOMINA,chagas viviendas,viviendas evaluadas,2017-06-01,180,180
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2017-06-01,198,198
TUPIZA,chagas viviendas,viviendas evaluadas,2017-06-01,1292,1292
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2017-06-01,281,281
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2017-06-01,140,140
VILLA CHARCAS,chagas viviendas,viviendas evaluadas,2017-06-01,365,365
VILLA MONTES,chagas viviendas,viviendas evaluadas,2017-06-01,276,276
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2017-06-01,196,196
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2017-06-01,737,737
VINTO,chagas viviendas,viviendas evaluadas,2017-06-01,212,212
VITICHI,chagas viviendas,viviendas evaluadas,2017-06-01,600,600
YACUIBA,chagas viviendas,viviendas evaluadas,2017-06-01,111,111
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2017-06-01,412,412
YOTALA,chagas viviendas,viviendas evaluadas,2017-06-01,220,220
YUNCHARA,chagas viviendas,viviendas evaluadas,2017-06-01,75,75
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2017-06-01,745,745
ACACIO,chagas viviendas,viviendas evaluadas,2017-07-01,345,345
AIQUILE,chagas viviendas,viviendas evaluadas,2017-07-01,870,870
ALCALA,chagas viviendas,viviendas evaluadas,2017-07-01,93,93
ANZALDO,chagas viviendas,viviendas evaluadas,2017-07-01,103,103
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2017-07-01,159,159
ARANI,chagas viviendas,viviendas evaluadas,2017-07-01,89,89
ARBIETO,chagas viviendas,viviendas evaluadas,2017-07-01,251,251
ARQUE,chagas viviendas,viviendas evaluadas,2017-07-01,177,177
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2017-07-01,267,267
AZURDUY,chagas viviendas,viviendas evaluadas,2017-07-01,104,104
BETANZOS,chagas viviendas,viviendas evaluadas,2017-07-01,272,272
CAMARGO,chagas viviendas,viviendas evaluadas,2017-07-01,352,352
CKOCHAS,chagas viviendas,viviendas evaluadas,2017-07-01,350,350
CLIZA,chagas viviendas,viviendas evaluadas,2017-07-01,232,232
COCHABAMBA,chagas viviendas,viviendas evaluadas,2017-07-01,696,696
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2017-07-01,487,487
COLQUECHACA,chagas viviendas,viviendas evaluadas,2017-07-01,127,127
CORIPATA,chagas viviendas,viviendas evaluadas,2017-07-01,2614,2614
COTAGAITA,chagas viviendas,viviendas evaluadas,2017-07-01,364,364
CUATRO CAÑADAS,chagas viviendas,viviendas evaluadas,2017-07-01,1262,1262
CULPINA,chagas viviendas,viviendas evaluadas,2017-07-01,162,162
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2017-07-01,211,211
EL TORNO,chagas viviendas,viviendas evaluadas,2017-07-01,16,16
EL VILLAR,chagas viviendas,viviendas evaluadas,2017-07-01,184,184
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2017-07-01,47,47
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2017-07-01,216,216
LA GUARDIA,chagas viviendas,viviendas evaluadas,2017-07-01,2,2
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2017-07-01,3,3
MAIRANA,chagas viviendas,viviendas evaluadas,2017-07-01,29,29
MOJOCOYA,chagas viviendas,viviendas evaluadas,2017-07-01,134,134
MOROCHATA,chagas viviendas,viviendas evaluadas,2017-07-01,442,442
OCURI,chagas viviendas,viviendas evaluadas,2017-07-01,122,122
OMEREQUE,chagas viviendas,viviendas evaluadas,2017-07-01,120,120
PADCAYA,chagas viviendas,viviendas evaluadas,2017-07-01,243,243
PADILLA,chagas viviendas,viviendas evaluadas,2017-07-01,378,378
PALCA,chagas viviendas,viviendas evaluadas,2017-07-01,476,476
PASORAPA,chagas viviendas,viviendas evaluadas,2017-07-01,77,77
POCONA,chagas viviendas,viviendas evaluadas,2017-07-01,182,182
PUNATA,chagas viviendas,viviendas evaluadas,2017-07-01,344,344
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2017-07-01,202,202
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2017-07-01,18,18
RAVELO,chagas viviendas,viviendas evaluadas,2017-07-01,284,284
SACABA,chagas viviendas,viviendas evaluadas,2017-07-01,623,623
SAIPINA,chagas viviendas,viviendas evaluadas,2017-07-01,90,90
SAN BENITO,chagas viviendas,viviendas evaluadas,2017-07-01,220,220
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2017-07-01,241,241
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2017-07-01,141,141
SICAYA,chagas viviendas,viviendas evaluadas,2017-07-01,125,125
SIPE SIPE,chagas viviendas,viviendas evaluadas,2017-07-01,170,170
SOPACHUY,chagas viviendas,viviendas evaluadas,2017-07-01,809,809
TACACHI,chagas viviendas,viviendas evaluadas,2017-07-01,114,114
TACOPAYA,chagas viviendas,viviendas evaluadas,2017-07-01,182,182
TAPACARI,chagas viviendas,viviendas evaluadas,2017-07-01,153,153
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2017-07-01,159,159
TOCO,chagas viviendas,viviendas evaluadas,2017-07-01,245,245
TOLATA,chagas viviendas,viviendas evaluadas,2017-07-01,50,50
TOMAVE,chagas viviendas,viviendas evaluadas,2017-07-01,194,194
TOMINA,chagas viviendas,viviendas evaluadas,2017-07-01,98,98
TORO TORO,chagas viviendas,viviendas evaluadas,2017-07-01,359,359
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2017-07-01,32,32
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2017-07-01,359,359
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2017-07-01,560,560
VILA VILA,chagas viviendas,viviendas evaluadas,2017-07-01,170,170
VILLA MONTES,chagas viviendas,viviendas evaluadas,2017-07-01,239,239
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2017-07-01,191,191
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2017-07-01,600,600
VINTO,chagas viviendas,viviendas evaluadas,2017-07-01,313,313
VITICHI,chagas viviendas,viviendas evaluadas,2017-07-01,288,288
YACUIBA,chagas viviendas,viviendas evaluadas,2017-07-01,163,163
YOTALA,chagas viviendas,viviendas evaluadas,2017-07-01,515,515
YUNCHARA,chagas viviendas,viviendas evaluadas,2017-07-01,160,160
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2017-07-01,338,338
ACACIO,chagas viviendas,viviendas evaluadas,2017-08-01,277,277
AIQUILE,chagas viviendas,viviendas evaluadas,2017-08-01,936,936
ALCALA,chagas viviendas,viviendas evaluadas,2017-08-01,118,118
ANZALDO,chagas viviendas,viviendas evaluadas,2017-08-01,192,192
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2017-08-01,176,176
ARANI,chagas viviendas,viviendas evaluadas,2017-08-01,166,166
ARBIETO,chagas viviendas,viviendas evaluadas,2017-08-01,331,331
ARQUE,chagas viviendas,viviendas evaluadas,2017-08-01,142,142
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2017-08-01,128,128
AZURDUY,chagas viviendas,viviendas evaluadas,2017-08-01,137,137
BETANZOS,chagas viviendas,viviendas evaluadas,2017-08-01,424,424
BOYUIBE,chagas viviendas,viviendas evaluadas,2017-08-01,491,491
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2017-08-01,365,365
CAMARGO,chagas viviendas,viviendas evaluadas,2017-08-01,389,389
CAMIRI,chagas viviendas,viviendas evaluadas,2017-08-01,34,34
CAPINOTA,chagas viviendas,viviendas evaluadas,2017-08-01,616,616
CARAPARI,chagas viviendas,viviendas evaluadas,2017-08-01,15,15
CLIZA,chagas viviendas,viviendas evaluadas,2017-08-01,258,258
COCHABAMBA,chagas viviendas,viviendas evaluadas,2017-08-01,1255,1255
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2017-08-01,644,644
COLQUECHACA,chagas viviendas,viviendas evaluadas,2017-08-01,210,210
CORIPATA,chagas viviendas,viviendas evaluadas,2017-08-01,575,575
COTAGAITA,chagas viviendas,viviendas evaluadas,2017-08-01,961,961
CUATRO CAÑADAS,chagas viviendas,viviendas evaluadas,2017-08-01,797,797
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2017-08-01,111,111
EL TORNO,chagas viviendas,viviendas evaluadas,2017-08-01,177,177
GUTIERREZ,chagas viviendas,viviendas evaluadas,2017-08-01,90,90
HUACARETA,chagas viviendas,viviendas evaluadas,2017-08-01,439,439
ICLA,chagas viviendas,viviendas evaluadas,2017-08-01,214,214
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas evaluadas,2017-08-01,368,368
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2017-08-01,3,3
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2017-08-01,164,164
LURIBAY,chagas viviendas,viviendas evaluadas,2017-08-01,433,433
MONTEAGUDO,chagas viviendas,viviendas evaluadas,2017-08-01,176,176
MORO MORO,chagas viviendas,viviendas evaluadas,2017-08-01,32,32
OCURI,chagas viviendas,viviendas evaluadas,2017-08-01,237,237
OMEREQUE,chagas viviendas,viviendas evaluadas,2017-08-01,341,341
PADCAYA,chagas viviendas,viviendas evaluadas,2017-08-01,219,219
PASORAPA,chagas viviendas,viviendas evaluadas,2017-08-01,170,170
POCONA,chagas viviendas,viviendas evaluadas,2017-08-01,192,192
PORONGO,chagas viviendas,viviendas evaluadas,2017-08-01,148,148
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2017-08-01,80,80
PRESTO,chagas viviendas,viviendas evaluadas,2017-08-01,81,81
PUNA,chagas viviendas,viviendas evaluadas,2017-08-01,246,246
PUNATA,chagas viviendas,viviendas evaluadas,2017-08-01,452,452
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2017-08-01,192,192
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2017-08-01,17,17
RAVELO,chagas viviendas,viviendas evaluadas,2017-08-01,212,212
SACABA,chagas viviendas,viviendas evaluadas,2017-08-01,834,834
SAIPINA,chagas viviendas,viviendas evaluadas,2017-08-01,171,171
SAMAIPATA,chagas viviendas,viviendas evaluadas,2017-08-01,17,17
SAN BENITO,chagas viviendas,viviendas evaluadas,2017-08-01,255,255
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2017-08-01,84,84
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2017-08-01,894,894
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2017-08-01,412,412
SICAYA,chagas viviendas,viviendas evaluadas,2017-08-01,148,148
SIPE SIPE,chagas viviendas,viviendas evaluadas,2017-08-01,379,379
SOPACHUY,chagas viviendas,viviendas evaluadas,2017-08-01,193,193
SUCRE,chagas viviendas,viviendas evaluadas,2017-08-01,863,863
TACACHI,chagas viviendas,viviendas evaluadas,2017-08-01,87,87
TACOBAMBA,chagas viviendas,viviendas evaluadas,2017-08-01,300,300
TACOPAYA,chagas viviendas,viviendas evaluadas,2017-08-01,252,252
TAPACARI,chagas viviendas,viviendas evaluadas,2017-08-01,172,172
TARABUCO,chagas viviendas,viviendas evaluadas,2017-08-01,244,244
TARATA,chagas viviendas,viviendas evaluadas,2017-08-01,232,232
TARIJA,chagas viviendas,viviendas evaluadas,2017-08-01,1,1
TOCO,chagas viviendas,viviendas evaluadas,2017-08-01,391,391
TOLATA,chagas viviendas,viviendas evaluadas,2017-08-01,66,66
TORO TORO,chagas viviendas,viviendas evaluadas,2017-08-01,296,296
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2017-08-01,97,97
TUPIZA,chagas viviendas,viviendas evaluadas,2017-08-01,456,456
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2017-08-01,309,309
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2017-08-01,257,257
VILA VILA,chagas viviendas,viviendas evaluadas,2017-08-01,64,64
VILLA MONTES,chagas viviendas,viviendas evaluadas,2017-08-01,209,209
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2017-08-01,651,651
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2017-08-01,131,131
VINTO,chagas viviendas,viviendas evaluadas,2017-08-01,260,260
VITICHI,chagas viviendas,viviendas evaluadas,2017-08-01,546,546
YACUIBA,chagas viviendas,viviendas evaluadas,2017-08-01,247,247
YOTALA,chagas viviendas,viviendas evaluadas,2017-08-01,411,411
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2017-08-01,266,266
ACACIO,chagas viviendas,viviendas evaluadas,2017-09-01,384,384
AIQUILE,chagas viviendas,viviendas evaluadas,2017-09-01,620,620
ALCALA,chagas viviendas,viviendas evaluadas,2017-09-01,513,513
ANZALDO,chagas viviendas,viviendas evaluadas,2017-09-01,221,221
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2017-09-01,169,169
ARBIETO,chagas viviendas,viviendas evaluadas,2017-09-01,227,227
ARQUE,chagas viviendas,viviendas evaluadas,2017-09-01,135,135
AZURDUY,chagas viviendas,viviendas evaluadas,2017-09-01,148,148
BETANZOS,chagas viviendas,viviendas evaluadas,2017-09-01,422,422
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2017-09-01,393,393
CAMIRI,chagas viviendas,viviendas evaluadas,2017-09-01,26,26
CAPINOTA,chagas viviendas,viviendas evaluadas,2017-09-01,549,549
CLIZA,chagas viviendas,viviendas evaluadas,2017-09-01,200,200
COCHABAMBA,chagas viviendas,viviendas evaluadas,2017-09-01,610,610
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2017-09-01,238,238
COLQUECHACA,chagas viviendas,viviendas evaluadas,2017-09-01,222,222
COTAGAITA,chagas viviendas,viviendas evaluadas,2017-09-01,737,737
CUATRO CAÑADAS,chagas viviendas,viviendas evaluadas,2017-09-01,570,570
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2017-09-01,159,159
CUEVO,chagas viviendas,viviendas evaluadas,2017-09-01,484,484
CULPINA,chagas viviendas,viviendas evaluadas,2017-09-01,370,370
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2017-09-01,286,286
EL TORNO,chagas viviendas,viviendas evaluadas,2017-09-01,2,2
EL VILLAR,chagas viviendas,viviendas evaluadas,2017-09-01,823,823
GUTIERREZ,chagas viviendas,viviendas evaluadas,2017-09-01,282,282
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2017-09-01,352,352
ICLA,chagas viviendas,viviendas evaluadas,2017-09-01,316,316
LA GUARDIA,chagas viviendas,viviendas evaluadas,2017-09-01,1,1
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2017-09-01,220,220
MOJOCOYA,chagas viviendas,viviendas evaluadas,2017-09-01,257,257
MONTEAGUDO,chagas viviendas,viviendas evaluadas,2017-09-01,273,273
OCURI,chagas viviendas,viviendas evaluadas,2017-09-01,136,136
OMEREQUE,chagas viviendas,viviendas evaluadas,2017-09-01,275,275
PADCAYA,chagas viviendas,viviendas evaluadas,2017-09-01,171,171
PADILLA,chagas viviendas,viviendas evaluadas,2017-09-01,193,193
PASORAPA,chagas viviendas,viviendas evaluadas,2017-09-01,92,92
POCONA,chagas viviendas,viviendas evaluadas,2017-09-01,148,148
POROMA,chagas viviendas,viviendas evaluadas,2017-09-01,188,188
PRESTO,chagas viviendas,viviendas evaluadas,2017-09-01,81,81
PUNA,chagas viviendas,viviendas evaluadas,2017-09-01,50,50
PUNATA,chagas viviendas,viviendas evaluadas,2017-09-01,329,329
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2017-09-01,153,153
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2017-09-01,24,24
RAVELO,chagas viviendas,viviendas evaluadas,2017-09-01,170,170
SACABA,chagas viviendas,viviendas evaluadas,2017-09-01,649,649
SAMAIPATA,chagas viviendas,viviendas evaluadas,2017-09-01,105,105
SAN BENITO,chagas viviendas,viviendas evaluadas,2017-09-01,253,253
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2017-09-01,275,275
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2017-09-01,64,64
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2017-09-01,153,153
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2017-09-01,506,506
SICAYA,chagas viviendas,viviendas evaluadas,2017-09-01,66,66
SIPE SIPE,chagas viviendas,viviendas evaluadas,2017-09-01,401,401
SOPACHUY,chagas viviendas,viviendas evaluadas,2017-09-01,347,347
SUCRE,chagas viviendas,viviendas evaluadas,2017-09-01,917,917
TACACHI,chagas viviendas,viviendas evaluadas,2017-09-01,82,82
TACOPAYA,chagas viviendas,viviendas evaluadas,2017-09-01,374,374
TAPACARI,chagas viviendas,viviendas evaluadas,2017-09-01,364,364
TARABUCO,chagas viviendas,viviendas evaluadas,2017-09-01,379,379
TARATA,chagas viviendas,viviendas evaluadas,2017-09-01,209,209
TARIJA,chagas viviendas,viviendas evaluadas,2017-09-01,934,934
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2017-09-01,310,310
TOLATA,chagas viviendas,viviendas evaluadas,2017-09-01,55,55
TOMAVE,chagas viviendas,viviendas evaluadas,2017-09-01,246,246
TORO TORO,chagas viviendas,viviendas evaluadas,2017-09-01,322,322
TUPIZA,chagas viviendas,viviendas evaluadas,2017-09-01,453,453
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2017-09-01,290,290
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2017-09-01,233,233
VILA VILA,chagas viviendas,viviendas evaluadas,2017-09-01,64,64
VILLA CHARCAS,chagas viviendas,viviendas evaluadas,2017-09-01,214,214
VILLA MONTES,chagas viviendas,viviendas evaluadas,2017-09-01,318,318
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2017-09-01,80,80
VILLAZON,chagas viviendas,viviendas evaluadas,2017-09-01,449,449
VINTO,chagas viviendas,viviendas evaluadas,2017-09-01,177,177
VITICHI,chagas viviendas,viviendas evaluadas,2017-09-01,483,483
YOTALA,chagas viviendas,viviendas evaluadas,2017-09-01,580,580
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2017-09-01,349,349
ACACIO,chagas viviendas,viviendas evaluadas,2017-10-01,406,406
AIQUILE,chagas viviendas,viviendas evaluadas,2017-10-01,166,166
ALCALA,chagas viviendas,viviendas evaluadas,2017-10-01,711,711
ANZALDO,chagas viviendas,viviendas evaluadas,2017-10-01,120,120
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2017-10-01,170,170
ARBIETO,chagas viviendas,viviendas evaluadas,2017-10-01,235,235
ARQUE,chagas viviendas,viviendas evaluadas,2017-10-01,149,149
AZURDUY,chagas viviendas,viviendas evaluadas,2017-10-01,138,138
BOYUIBE,chagas viviendas,viviendas evaluadas,2017-10-01,563,563
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2017-10-01,362,362
CAMARGO,chagas viviendas,viviendas evaluadas,2017-10-01,80,80
CAPINOTA,chagas viviendas,viviendas evaluadas,2017-10-01,607,607
CKOCHAS,chagas viviendas,viviendas evaluadas,2017-10-01,343,343
CLIZA,chagas viviendas,viviendas evaluadas,2017-10-01,224,224
COCHABAMBA,chagas viviendas,viviendas evaluadas,2017-10-01,463,463
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2017-10-01,141,141
COLQUECHACA,chagas viviendas,viviendas evaluadas,2017-10-01,90,90
COMARAPA,chagas viviendas,viviendas evaluadas,2017-10-01,10,10
COTAGAITA,chagas viviendas,viviendas evaluadas,2017-10-01,637,637
CUATRO CAÑADAS,chagas viviendas,viviendas evaluadas,2017-10-01,500,500
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2017-10-01,248,248
CUEVO,chagas viviendas,viviendas evaluadas,2017-10-01,531,531
CULPINA,chagas viviendas,viviendas evaluadas,2017-10-01,170,170
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2017-10-01,207,207
EL VILLAR,chagas viviendas,viviendas evaluadas,2017-10-01,709,709
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2017-10-01,34,34
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2017-10-01,119,119
ICLA,chagas viviendas,viviendas evaluadas,2017-10-01,786,786
LA GUARDIA,chagas viviendas,viviendas evaluadas,2017-10-01,270,270
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2017-10-01,215,215
MOJOCOYA,chagas viviendas,viviendas evaluadas,2017-10-01,275,275
MONTEAGUDO,chagas viviendas,viviendas evaluadas,2017-10-01,310,310
MORO MORO,chagas viviendas,viviendas evaluadas,2017-10-01,39,39
OMEREQUE,chagas viviendas,viviendas evaluadas,2017-10-01,397,397
PADCAYA,chagas viviendas,viviendas evaluadas,2017-10-01,73,73
PADILLA,chagas viviendas,viviendas evaluadas,2017-10-01,160,160
PASORAPA,chagas viviendas,viviendas evaluadas,2017-10-01,19,19
POCONA,chagas viviendas,viviendas evaluadas,2017-10-01,72,72
POJO (CBBA),chagas viviendas,viviendas evaluadas,2017-10-01,241,241
POROMA,chagas viviendas,viviendas evaluadas,2017-10-01,164,164
PRESTO,chagas viviendas,viviendas evaluadas,2017-10-01,87,87
PUNA,chagas viviendas,viviendas evaluadas,2017-10-01,414,414
PUNATA,chagas viviendas,viviendas evaluadas,2017-10-01,425,425
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2017-10-01,211,211
RAVELO,chagas viviendas,viviendas evaluadas,2017-10-01,223,223
SACABA,chagas viviendas,viviendas evaluadas,2017-10-01,738,738
SAN BENITO,chagas viviendas,viviendas evaluadas,2017-10-01,212,212
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2017-10-01,161,161
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2017-10-01,1137,1137
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2017-10-01,474,474
SICAYA,chagas viviendas,viviendas evaluadas,2017-10-01,87,87
SIPE SIPE,chagas viviendas,viviendas evaluadas,2017-10-01,453,453
SOPACHUY,chagas viviendas,viviendas evaluadas,2017-10-01,534,534
SUCRE,chagas viviendas,viviendas evaluadas,2017-10-01,608,608
TACACHI,chagas viviendas,viviendas evaluadas,2017-10-01,60,60
TAPACARI,chagas viviendas,viviendas evaluadas,2017-10-01,466,466
TARABUCO,chagas viviendas,viviendas evaluadas,2017-10-01,802,802
TARATA,chagas viviendas,viviendas evaluadas,2017-10-01,120,120
TARIJA,chagas viviendas,viviendas evaluadas,2017-10-01,257,257
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2017-10-01,82,82
TOLATA,chagas viviendas,viviendas evaluadas,2017-10-01,1,1
TORO TORO,chagas viviendas,viviendas evaluadas,2017-10-01,117,117
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2017-10-01,184,184
TUPIZA,chagas viviendas,viviendas evaluadas,2017-10-01,668,668
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2017-10-01,195,195
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2017-10-01,281,281
VILA VILA,chagas viviendas,viviendas evaluadas,2017-10-01,73,73
VILLA CHARCAS,chagas viviendas,viviendas evaluadas,2017-10-01,310,310
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2017-10-01,321,321
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2017-10-01,415,415
VILLAZON,chagas viviendas,viviendas evaluadas,2017-10-01,88,88
VINTO,chagas viviendas,viviendas evaluadas,2017-10-01,286,286
VITICHI,chagas viviendas,viviendas evaluadas,2017-10-01,215,215
YOTALA,chagas viviendas,viviendas evaluadas,2017-10-01,130,130
YUNCHARA,chagas viviendas,viviendas evaluadas,2017-10-01,104,104
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2017-10-01,535,535
ACACIO,chagas viviendas,viviendas evaluadas,2017-11-01,214,214
AIQUILE,chagas viviendas,viviendas evaluadas,2017-11-01,539,539
ALCALA,chagas viviendas,viviendas evaluadas,2017-11-01,47,47
ANZALDO,chagas viviendas,viviendas evaluadas,2017-11-01,81,81
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2017-11-01,147,147
ARANI,chagas viviendas,viviendas evaluadas,2017-11-01,78,78
ARBIETO,chagas viviendas,viviendas evaluadas,2017-11-01,222,222
ARQUE,chagas viviendas,viviendas evaluadas,2017-11-01,334,334
AZURDUY,chagas viviendas,viviendas evaluadas,2017-11-01,168,168
BETANZOS,chagas viviendas,viviendas evaluadas,2017-11-01,79,79
BOYUIBE,chagas viviendas,viviendas evaluadas,2017-11-01,36,36
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2017-11-01,331,331
CAMARGO,chagas viviendas,viviendas evaluadas,2017-11-01,97,97
CAPINOTA,chagas viviendas,viviendas evaluadas,2017-11-01,579,579
CKOCHAS,chagas viviendas,viviendas evaluadas,2017-11-01,263,263
CLIZA,chagas viviendas,viviendas evaluadas,2017-11-01,261,261
COCHABAMBA,chagas viviendas,viviendas evaluadas,2017-11-01,354,354
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2017-11-01,323,323
COLQUECHACA,chagas viviendas,viviendas evaluadas,2017-11-01,199,199
COLQUIRI,chagas viviendas,viviendas evaluadas,2017-11-01,139,139
COTAGAITA,chagas viviendas,viviendas evaluadas,2017-11-01,833,833
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2017-11-01,235,235
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2017-11-01,210,210
EL TORNO,chagas viviendas,viviendas evaluadas,2017-11-01,23,23
EL VILLAR,chagas viviendas,viviendas evaluadas,2017-11-01,3,3
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2017-11-01,68,68
