,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2015-01-01,1,3,1,3,4
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,1,0,1,0,1
BAURES,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,2,4,2,4,6
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,0,2,0,2,2
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,3,1,3,1,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,61,40,61,40,101
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,5,11,5,11,16
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,1,2,1,2,3
HUANUNI,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,3,1,3,1,4
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,68,67,68,67,135
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,6,3,6,3,9
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,15,21,15,21,36
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,5,7,5,7,12
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,0,3,0,3,3
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,6,8,6,8,14
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,68,57,68,57,125
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,0,1,0,1,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,28,21,28,21,49
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,26,19,26,19,45
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,5,3,5,3,8
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,0,3,0,3,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,2,0,2,0,2
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,2,2,2,2,4
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,1,1,1,1,2
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2015-02-01,3,1,3,1,4
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,1,3,1,3,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,4,0,4,0,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,72,49,72,49,121
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,6,10,6,10,16
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,0,3,0,3,3
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,3,2,3,2,5
HUACAYA (VILLA DE HUACAYA),internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,2,1,2,1,3
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,63,67,63,67,130
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,1,1,1,1,2
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,5,1,5,1,6
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,15,10,15,10,25
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,6,11,6,11,17
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,1,1,1,1,2
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,1,0,1,0,1
REYES,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,3,5,3,5,8
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,0,1,0,1,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,2,0,2,0,2
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,71,64,71,64,135
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,20,17,20,17,37
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,17,13,17,13,30
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,9,8,9,8,17
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,0,1,0,1,1
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,0,4,0,4,4
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,1,0,1,0,1
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,4,2,4,2,6
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2015-03-01,2,0,2,0,2
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,1,0,1,0,1
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,0,2,0,2,2
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,3,1,3,1,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,59,38,59,38,97
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,0,1,0,1,1
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,3,7,3,7,10
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,1,0,1,0,1
HUARACAJE,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,1,2,1,2,3
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,54,74,54,74,128
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,3,6,3,6,9
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,8,3,8,3,11
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,7,6,7,6,13
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,6,3,6,3,9
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,1,0,1,0,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,0,1,0,1,1
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,61,61,61,61,122
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,21,21,21,21,42
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,1,0,1,0,1
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,11,12,11,12,23
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,6,5,6,5,11
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,1,2,1,2,3
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,2,0,2,0,2
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,2,0,2,0,2
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,2,0,2,0,2
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,3,0,3,0,3
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2015-04-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,2,4,2,4,6
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,0,2,0,2,2
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,1,2,1,2,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,52,44,52,44,96
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,5,12,5,12,17
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,2,3,2,3,5
LA ASUNTA,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,6,1,6,1,7
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,81,63,81,63,144
MINEROS,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,3,8,3,8,11
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,6,4,6,4,10
PATACAMAYA,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,6,0,6,0,6
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,7,13,7,13,20
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,1,1,1,1,2
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,4,2,4,2,6
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,1217,145,1217,145,1362
SORATA,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,21,24,21,24,45
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,1,0,1,0,1
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,15,18,15,18,33
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,5,9,5,9,14
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,0,1,0,1,1
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,3,0,3,0,3
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,1,3,1,3,4
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,0,2,0,2,2
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2015-05-01,2,2,2,2,4
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,0,1,0,1,1
APOLO,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,2,0,2,0,2
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,2,0,2,0,2
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,1,2,1,2,3
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,2,0,2,0,2
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,68,43,68,43,111
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,6,7,6,7,13
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,2,0,2,0,2
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,62,56,62,56,118
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,7,6,7,6,13
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,9,11,9,11,20
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,2,0,2,0,2
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,10,18,10,18,28
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,3,0,3,0,3
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,90,55,90,55,145
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,27,26,27,26,53
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,9,14,9,14,23
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,7,7,7,7,14
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,2,4,2,4,6
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,2,0,2,0,2
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2015-06-01,2,2,2,2,4
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,1,0,1,0,1
APOLO,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,2,0,2,0,2
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,2,3,2,3,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,73,46,73,46,119
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,16,14,16,14,30
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,1,1,1,1,2
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,2,2,2,2,4
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,3,0,3,0,3
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,42,45,42,45,87
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,1,2,1,2,3
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,5,6,5,6,11
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,6,6,6,6,12
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,4,0,4,0,4
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,12,5,12,5,17
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,1,1,1,1,2
REYES,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,7,3,7,3,10
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,1,1,1,1,2
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,74,62,74,62,136
SORATA,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,27,18,27,18,45
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,16,19,16,19,35
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,6,5,6,5,11
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,1,2,1,2,3
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,0,2,0,2,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,2,1,2,1,3
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,0,2,0,2,2
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,3,1,3,1,4
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,3,1,3,1,4
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2015-07-01,0,1,0,1,1
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,1,0,1,0,1
BOYUIBE,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,1,0,1,0,1
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,2,2,2,2,4
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,3,7,3,7,10
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,77,57,77,57,134
CONCEPCION,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,0,1,0,1,1
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,0,1,0,1,1
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,7,11,7,11,18
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,0,4,0,4,4
IRUPANA (VILLA DE LANZA),internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,68,55,68,55,123
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,2,0,2,0,2
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,3,0,3,0,3
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,5,6,5,6,11
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,14,4,14,4,18
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,0,1,0,1,1
PALOS BLANCOS,internaciones,fallecidos a partir de las 48 hrs.,2015-08-01,0,1,0,1,1
