,group,variable,month,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2015-07-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,3,2,3,2,5
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,48,30,48,30,78
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,1,1,1,1,2
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,18,12,18,12,30
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,1,1,1,1,2
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,0,1,0,1,1
GENERAL SAAVEDRA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,0,25,0,25,25
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,26,32,26,32,58
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,0,2,0,2,2
MACHARETI,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,1,0,1,0,1
MAPIRI,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,1,0,1,0,1
MIZQUE,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,2,0,2,0,2
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,2,2,2,2,4
ORURO,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,22,13,22,13,35
PASORAPA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,1,0,1,0,1
POSTRER VALLE,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,0,2,0,2,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,4,6,4,6,10
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,6,2,6,2,8
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,1,1,1,1,2
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,0,1,0,1,1
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 hrs.,2015-07-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,32,28,32,28,60
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,16,15,16,15,31
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,15,15,15,15,30
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,2,2,2,2,4
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,2,2,2,2,4
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,3,2,3,2,5
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,3,0,3,0,3
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,2,2,2,2,4
WARNES,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2015-07-01,10,4,10,4,14
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,5,3,5,3,8
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,3,1,3,1,4
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,3,0,3,0,3
CKOCHAS,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,0,1,0,1,1
CLIZA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,2,3,2,3,5
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,24,18,24,18,42
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,0,1,0,1,1
CORQUE,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,8,6,8,6,14
EL PUENTE(STC),internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,0,1,0,1
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,0,3,0,3,3
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,2,1,2,1,3
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,37,35,37,35,72
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,2,2,2,2,4
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,2,1,2,3
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,8,2,8,2,10
ORURO,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,24,15,24,15,39
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,2,0,2,0,2
PAMPA GRANDE,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,1,1,1,2
POCOATA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,2,0,2,0,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,17,8,17,8,25
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,3,0,3,0,3
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,1,1,1,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,7,2,7,2,9
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,0,1,0,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,2,0,2,0,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,0,2,0,2,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,0,1,0,1,1
SAN LUCAS,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,0,1,0,1
SAN RAFAEL,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,35,37,35,37,72
SORATA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,17,9,17,9,26
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,18,12,18,12,30
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,7,4,7,4,11
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,2,0,2,0,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,0,1,0,1,1
VILLA CHARCAS,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,0,2,0,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,2,1,2,3
VILLA SERRANO,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,2,2,2,2,4
VINTO,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,0,1,0,1
WARNES,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,3,0,3,0,3
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2015-08-01,1,0,1,0,1
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,2,0,2,2
BAURES,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,2,0,2,2
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,5,5,5,5,10
BOYUIBE,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,2,1,2,1,3
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,2,1,2,1,3
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,2,0,2,0,2
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,18,18,18,18,36
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,8,13,8,13,21
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,3,2,3,2,5
FERNANDEZ ALONSO,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,1,1,1,1,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,1,2,1,2,3
HUARACAJE,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,1,0,1,1
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,1,1,1,1,2
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,23,18,23,18,41
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,2,1,2,1,3
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,1,1,1,1,2
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,2,2,2,2,4
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,4,3,4,3,7
ORURO,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,9,6,9,6,15
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,12,6,12,6,18
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,1,0,1,0,1
REYES,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,7,3,7,3,10
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,2,1,2,1,3
SACABA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,2,3,2,3,5
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,1,1,1,1,2
SAN JULIAN,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,1,1,1,1,2
SAN LUCAS,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,252,1096,252,1096,1348
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,1,0,1,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,16,13,16,13,29
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,15,11,15,11,26
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,9,4,9,4,13
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,1,0,1,0,1
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,2,1,2,1,3
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,6,0,6,0,6
WARNES,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,6,3,6,3,9
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2015-09-01,1,0,1,0,1
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,1,1,1,1,2
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,3,0,3,0,3
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,2,1,2,1,3
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,3,0,3,0,3
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,27,19,27,19,46
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,15,14,15,14,29
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,5,2,5,2,7
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,3,0,3,0,3
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,1,0,1,1
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,31,29,31,29,60
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,1,0,1,0,1
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,2,0,2,2
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,7,4,7,4,11
ORURO,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,14,16,14,16,30
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,2,0,2,0,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,7,8,7,8,15
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,1,1,1,1,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,4,1,4,1,5
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,1,0,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,40,144,40,144,184
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,1,0,1,0,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,1,2,1,2,3
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,3,0,3,3
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,2,0,2,2
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,20,15,20,15,35
SORATA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,9,15,9,15,24
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,30,29,30,29,59
TARVITA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,6,11,6,11,17
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,4,1,4,1,5
UNCIA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,2,0,2,0,2
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,1,0,1,1
VINTO,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2015-10-01,6,2,6,2,8
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,6,1,6,1,7
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2015-11-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,2,3,2,3,5
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,21,25,21,25,46
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,0,1,0,1,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,0,1,0,1,1
CUEVO,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,1,0,1,0,1
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,1,2,1,2,3
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,11,4,11,4,15
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,4,1,4,1,5
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,2,0,2,0,2
HUACAYA (VILLA DE HUACAYA),internaciones,fallecidos antes de las 48 hrs.,2015-11-01,0,3,0,3,3
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,20,16,20,16,36
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,1,0,1,0,1
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,0,1,0,1,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,5,4,5,4,9
ORURO,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,163,147,163,147,310
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,10,6,10,6,16
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,2,0,2,0,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,4,0,4,0,4
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,4,4,4,4,8
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,0,1,0,1,1
SAN JULIAN,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,37,29,37,29,66
SORATA,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,12,14,12,14,26
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,1,0,1,0,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,13,12,13,12,25
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,8,7,8,7,15
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,4,1,4,1,5
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,2,0,2,0,2
VINTO,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,1,1,1,1,2
WARNES,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,0,0,0,0,0
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2015-11-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,2,1,2,1,3
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,1,1,1,1,2
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,3,2,3,2,5
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,32,25,32,25,57
COMARAPA,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,1,0,1,0,1
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,0,1,0,1,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,1,0,1,0,1
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,10,5,10,5,15
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,2,0,2,0,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,1,1,1,1,2
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,52,52,52,52,104
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,0,1,0,1,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,4,6,4,6,10
ORURO,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,164,283,164,283,447
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,1,1,1,1,2
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,6,5,6,5,11
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,0,1,0,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,1,0,1,0,1
REYES,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,9,8,9,8,17
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,2,0,2,0,2
SACABA,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,3,2,3,2,5
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 hrs.,2015-12-01,0,1,0,1,1
SAN JOAQUIN,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,0,2,0,2,2
SAN JULIAN,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,20,24,20,24,44
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,14,11,14,11,25
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,1,0,1,0,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,12,9,12,9,21
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,10,11,10,11,21
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,3,1,3,1,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,0,2,0,2,2
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,1,2,1,2,3
VINTO,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2015-12-01,7,4,7,4,11
